time,Charlotte,pts.away,score,pts.home,New York
6:16.0,,,12-8,,E. Mudiay misses 2-pt shot from 9 ft
6:13.0,Defensive rebound by M. Williams,,12-8,,
6:02.0,Turnover by M. Williams (bad pass; steal by E. Mudiay),,12-8,,
5:59.0,,,12-10,2,E. Mudiay makes 2-pt shot at rim
5:34.0,D. Howard misses 2-pt shot from 21 ft,,12-10,,
5:33.0,,,12-10,,Defensive rebound by M. Beasley
5:22.0,,,12-10,,M. Beasley misses 2-pt shot from 2 ft (block by D. Howard)
5:21.0,,,12-10,,Offensive rebound by Team
5:21.0,,,12-10,,I. Hicks enters the game for M. Beasley
5:21.0,,,12-10,,F. Ntilikina enters the game for E. Mudiay
5:16.0,,,12-10,,F. Ntilikina misses 2-pt shot from 18 ft
5:14.0,,,12-10,,Offensive rebound by E. Kanter
5:13.0,,,12-10,,E. Kanter misses 2-pt shot from 1 ft
5:11.0,Defensive rebound by D. Howard,,12-10,,
5:05.0,Shooting foul by E. Kanter (drawn by M. Kidd-Gilchrist),,12-10,,
5:05.0,M. Kidd-Gilchrist makes free throw 1 of 2,1,13-10,,
5:05.0,M. Kidd-Gilchrist misses free throw 2 of 2,,13-10,,
5:03.0,,,13-10,,Defensive rebound by E. Kanter
4:51.0,,,13-10,,T. Hardaway misses 2-pt shot from 12 ft (block by M. Kidd-Gilchrist)
4:51.0,,,13-10,,K. O'Quinn enters the game for E. Kanter
4:51.0,,,13-10,,Offensive rebound by Team
4:46.0,Jump ball: T. Hardaway vs. M. Kidd-Gilchrist (F. Ntilikina gains possession),,,,Jump ball: T. Hardaway vs. M. Kidd-Gilchrist (F. Ntilikina gains possession)
4:44.0,,,13-10,,K. O'Quinn misses 2-pt shot from 15 ft
4:42.0,Defensive rebound by N. Batum,,13-10,,
4:37.0,N. Batum misses 3-pt shot from 25 ft,,13-10,,
4:36.0,,,13-10,,Defensive rebound by K. O'Quinn
4:27.0,,,13-12,2,T. Hardaway makes 2-pt shot from 11 ft (assist by L. Thomas)
4:10.0,D. Howard misses 2-pt shot from 1 ft,,13-12,,
4:08.0,,,13-12,,Defensive rebound by I. Hicks
4:00.0,,,13-12,,T. Hardaway misses 2-pt shot from 1 ft
3:58.0,Defensive rebound by D. Howard,,13-12,,
3:55.0,K. Walker makes 2-pt shot from 1 ft,2,15-12,,
3:37.0,,,15-12,,L. Thomas misses 2-pt shot from 8 ft
3:35.0,Defensive rebound by D. Howard,,15-12,,
3:23.0,K. Walker misses 2-pt shot from 17 ft,,15-12,,
3:22.0,Offensive rebound by M. Williams,,15-12,,
3:20.0,M. Williams misses 2-pt shot from 1 ft,,15-12,,
3:19.0,Offensive rebound by M. Kidd-Gilchrist,,15-12,,
3:18.0,M. Kidd-Gilchrist misses 2-pt shot from 1 ft (block by F. Ntilikina),,15-12,,
3:17.0,Offensive rebound by M. Williams,,15-12,,
3:16.0,Shooting foul by K. O'Quinn (drawn by M. Williams),,15-12,,
3:16.0,J. Lamb enters the game for M. Kidd-Gilchrist,,15-12,,
3:16.0,M. Williams makes free throw 1 of 2,1,16-12,,
3:16.0,M. Williams makes free throw 2 of 2,1,17-12,,
3:00.0,,,17-14,2,I. Hicks makes 2-pt shot at rim (assist by T. Hardaway)
2:33.0,K. Walker misses 2-pt shot from 5 ft,,17-14,,
2:30.0,,,17-14,,Defensive rebound by K. O'Quinn
2:23.0,,,17-14,,L. Thomas misses 3-pt shot from 26 ft
2:21.0,Defensive rebound by D. Howard,,17-14,,
2:15.0,N. Batum makes 2-pt shot from 1 ft,2,19-14,,
1:58.0,,,19-17,3,F. Ntilikina makes 3-pt shot from 25 ft (assist by T. Hardaway)
1:50.0,Charlotte full timeout,,19-17,,
1:50.0,F. Kaminsky enters the game for M. Williams,,19-17,,
1:50.0,M. Monk enters the game for K. Walker,,19-17,,
1:40.0,N. Batum misses 2-pt shot from 18 ft,,19-17,,
1:38.0,Offensive rebound by D. Howard,,19-17,,
1:38.0,D. Howard makes 2-pt shot at rim,2,21-17,,
1:18.0,,,21-17,,Shooting foul by D. Howard (drawn by I. Hicks)
1:18.0,,,21-18,1,I. Hicks makes free throw 1 of 2
1:18.0,,,21-19,1,I. Hicks makes free throw 2 of 2
1:08.0,M. Monk misses 2-pt shot from 20 ft,,21-19,,
1:06.0,,,21-19,,Defensive rebound by K. O'Quinn
0:52.0,,,21-19,,L. Thomas misses 2-pt shot from 9 ft
0:50.0,Defensive rebound by J. Lamb,,21-19,,
0:44.0,F. Kaminsky makes 3-pt shot from 26 ft (assist by N. Batum),3,24-19,,
0:30.0,,,24-19,,K. O'Quinn misses 2-pt shot from 12 ft
0:28.0,Defensive rebound by D. Howard,,24-19,,
0:11.0,M. Monk misses 3-pt shot from 24 ft,,24-19,,
0:09.0,,,24-19,,Defensive rebound by T. Hardaway
0:02.0,,,24-22,3,T. Hardaway makes 3-pt shot from 25 ft
0:00.0,M. Monk misses 3-pt shot from 63 ft,,24-22,,
0:00.0,Offensive rebound by Team,,24-22,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:41.0,,,24-24,2,T. Williams makes 2-pt shot at rim
11:15.0,F. Kaminsky makes 2-pt shot from 6 ft (assist by T. Graham),2,26-24,,
10:58.0,,,26-26,2,F. Ntilikina makes 2-pt shot from 15 ft
10:43.0,,,26-26,,Personal foul by T. Williams (drawn by T. Graham)
10:36.0,F. Kaminsky misses 2-pt shot from 11 ft,,26-26,,
10:34.0,,,26-26,,Defensive rebound by K. O'Quinn
10:23.0,,,26-28,2,F. Ntilikina makes 2-pt shot at rim (assist by K. O'Quinn)
10:11.0,N. Batum misses 3-pt shot from 24 ft,,26-28,,
10:09.0,,,26-28,,Defensive rebound by K. O'Quinn
9:53.0,,,26-28,,T. Burke misses 2-pt shot from 15 ft
9:51.0,Defensive rebound by N. Batum,,26-28,,
9:44.0,N. Batum misses 2-pt shot from 1 ft,,26-28,,
9:42.0,,,26-28,,Defensive rebound by F. Ntilikina
9:35.0,,,26-31,3,T. Williams makes 3-pt shot from 24 ft (assist by K. O'Quinn)
9:24.0,Charlotte full timeout,,26-31,,
9:24.0,D. Bacon enters the game for N. Batum,,26-31,,
9:14.0,Shooting foul by F. Ntilikina (drawn by F. Kaminsky),,26-31,,
9:14.0,F. Kaminsky makes free throw 1 of 2,1,27-31,,
9:14.0,F. Kaminsky makes free throw 2 of 2,1,28-31,,
8:53.0,,,28-34,3,T. Burke makes 3-pt shot from 25 ft (assist by I. Hicks)
8:46.0,Charlotte full timeout,,28-34,,
8:34.0,M. Monk makes 3-pt shot from 26 ft (assist by J. Lamb),3,31-34,,
8:13.0,,,31-34,,F. Ntilikina misses 2-pt shot from 6 ft
8:11.0,Defensive rebound by F. Kaminsky,,31-34,,
8:05.0,M. Monk misses 3-pt shot from 24 ft,,31-34,,
8:03.0,,,31-34,,Defensive rebound by K. O'Quinn
7:53.0,,,31-34,,Turnover by K. O'Quinn (bad pass; steal by D. Bacon)
7:50.0,D. Bacon makes 2-pt shot at rim,2,33-34,,
7:35.0,,,33-36,2,I. Hicks makes 2-pt shot at rim (assist by K. O'Quinn)
7:21.0,Offensive foul by M. Monk (drawn by K. O'Quinn),,33-36,,
7:21.0,Turnover by M. Monk (offensive foul),,33-36,,
7:12.0,,,33-36,,T. Williams misses 3-pt shot from 25 ft
7:10.0,,,33-36,,Offensive rebound by I. Hicks
6:57.0,,,33-36,,T. Burke misses 2-pt shot from 20 ft
6:55.0,,,33-36,,Offensive rebound by T. Williams
6:55.0,,,33-38,2,T. Williams makes 2-pt shot at rim
6:45.0,M. Monk misses 2-pt shot from 3 ft (block by K. O'Quinn),,33-38,,
6:44.0,Offensive rebound by M. Monk,,33-38,,
6:39.0,F. Kaminsky misses 3-pt shot from 25 ft,,33-38,,
6:37.0,Offensive rebound by M. Monk,,33-38,,
6:34.0,M. Monk misses 3-pt shot from 23 ft,,33-38,,
6:32.0,,,33-38,,Defensive rebound by T. Williams
6:24.0,,,33-40,2,T. Burke makes 2-pt shot from 1 ft
6:11.0,J. Lamb makes 3-pt shot from 25 ft,3,36-40,,
5:51.0,,,36-40,,T. Burke misses 2-pt shot from 13 ft
5:49.0,Defensive rebound by Team,,36-40,,
5:49.0,,,36-40,,Loose ball foul by T. Burke (drawn by F. Kaminsky)
5:39.0,,,36-40,,E. Kanter enters the game for K. O'Quinn
5:39.0,K. Walker enters the game for M. Monk,,36-40,,
5:39.0,J. Lamb makes 2-pt shot from 2 ft,2,38-40,,
5:39.0,Shooting foul by E. Kanter (drawn by J. Lamb),,38-40,,
5:39.0,,,38-40,,M. Beasley enters the game for I. Hicks
5:39.0,,,38-40,,L. Kornet enters the game for E. Kanter
5:39.0,J. Lamb makes free throw 1 of 1,1,39-40,,
5:23.0,,,39-43,3,T. Burke makes 3-pt shot from 24 ft (assist by F. Ntilikina)
5:06.0,F. Kaminsky misses 2-pt shot from 2 ft,,39-43,,
5:04.0,,,39-43,,Defensive rebound by L. Kornet
4:50.0,,,39-45,2,M. Beasley makes 2-pt shot at rim (assist by T. Burke)
4:35.0,,,39-45,,Technical foul by T. Burke (drawn by D. Bacon)
4:35.0,,,39-45,,T. Hardaway enters the game for F. Ntilikina
4:35.0,M. Williams enters the game for T. Graham,,39-45,,
4:35.0,D. Bacon makes flagrant free throw 1 of 2,1,40-45,,
4:35.0,D. Bacon makes flagrant free throw 2 of 2,1,41-45,,
4:29.0,K. Walker misses 3-pt shot from 26 ft,,41-45,,
4:27.0,,,41-45,,Defensive rebound by T. Williams
4:06.0,,,41-48,3,T. Hardaway makes 3-pt shot from 25 ft
3:53.0,Turnover by F. Kaminsky (bad pass; steal by L. Kornet),,41-48,,
3:45.0,,,41-50,2,T. Williams makes 2-pt shot from 4 ft
3:38.0,Charlotte full timeout,,41-50,,
3:38.0,D. Howard enters the game for J. Lamb,,41-50,,
3:38.0,M. Kidd-Gilchrist enters the game for F. Kaminsky,,41-50,,
3:38.0,N. Batum enters the game for D. Bacon,,41-50,,
3:28.0,D. Howard misses 2-pt shot from 2 ft,,41-50,,
3:26.0,,,41-50,,Defensive rebound by L. Kornet
3:13.0,,,41-50,,L. Kornet misses 3-pt shot from 25 ft
3:11.0,Defensive rebound by M. Kidd-Gilchrist,,41-50,,
2:58.0,D. Howard misses 2-pt shot from 1 ft (block by L. Kornet),,41-50,,
2:56.0,,,41-50,,Defensive rebound by L. Kornet
2:51.0,,,41-50,,L. Kornet misses 3-pt shot from 25 ft
2:42.0,Defensive rebound by M. Kidd-Gilchrist,,41-50,,
2:41.0,M. Kidd-Gilchrist makes 2-pt shot from 1 ft,2,43-50,,
2:23.0,,,43-50,,M. Beasley misses 2-pt shot from 4 ft
2:22.0,Defensive rebound by Team,,43-50,,
2:05.0,M. Williams misses 3-pt shot from 25 ft,,43-50,,
2:03.0,,,43-50,,Defensive rebound by M. Beasley
1:55.0,,,43-50,,T. Williams misses 3-pt shot from 25 ft
1:53.0,Defensive rebound by N. Batum,,43-50,,
1:45.0,K. Walker makes 2-pt shot from 1 ft,2,45-50,,
1:38.0,,,45-50,,T. Williams misses 2-pt shot at rim
1:36.0,,,45-50,,Offensive rebound by T. Burke
1:24.0,,,45-52,2,T. Burke makes 2-pt shot at rim
1:09.0,K. Walker misses 3-pt shot from 25 ft,,45-52,,
1:08.0,,,45-52,,Defensive rebound by Team
0:57.0,,,45-55,3,L. Kornet makes 3-pt shot from 25 ft (assist by T. Burke)
0:47.0,N. Batum misses 3-pt shot from 25 ft,,45-55,,
0:43.0,Offensive rebound by D. Howard,,45-55,,
0:43.0,D. Howard misses 2-pt shot from 3 ft,,45-55,,
0:42.0,Offensive rebound by D. Howard,,45-55,,
0:42.0,D. Howard makes 2-pt shot from 3 ft,2,47-55,,
0:28.0,,,47-55,,Shooting foul by M. Williams (drawn by T. Hardaway)
0:28.0,,,47-55,,L. Thomas enters the game for M. Beasley
0:28.0,F. Kaminsky enters the game for M. Williams,,47-55,,
0:28.0,,,47-56,1,T. Hardaway makes free throw 1 of 2
0:28.0,,,47-57,1,T. Hardaway makes free throw 2 of 2
0:06.0,F. Kaminsky makes 2-pt shot from 5 ft,2,49-57,,
0:06.0,Shooting foul by L. Thomas (drawn by F. Kaminsky),,49-57,,
0:06.0,F. Kaminsky makes free throw 1 of 1,1,50-57,,
0:01.0,,,50-57,,T. Burke misses 3-pt shot from 29 ft
0:01.0,Defensive rebound by N. Batum,,50-57,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:40.0,,,50-57,,L. Thomas misses 3-pt shot from 22 ft
11:38.0,Defensive rebound by M. Williams,,50-57,,
11:27.0,K. Walker misses 3-pt shot from 24 ft (block by E. Mudiay),,50-57,,
11:25.0,,,50-57,,Defensive rebound by M. Beasley
11:09.0,,,50-57,,T. Hardaway misses 2-pt shot from 5 ft
11:07.0,,,50-57,,Offensive rebound by E. Kanter
11:07.0,,,50-59,2,E. Kanter makes 2-pt shot at rim
10:55.0,M. Williams misses 3-pt shot from 25 ft,,50-59,,
10:54.0,,,50-59,,Defensive rebound by M. Beasley
10:34.0,,,50-59,,T. Hardaway misses 2-pt shot from 19 ft
10:32.0,,,50-59,,Offensive rebound by M. Beasley
10:32.0,,,50-61,2,M. Beasley makes 2-pt shot at rim
10:13.0,D. Howard misses 2-pt shot from 1 ft,,50-61,,
10:11.0,,,50-61,,Defensive rebound by E. Mudiay
10:02.0,,,50-63,2,E. Kanter makes 2-pt shot from 5 ft
9:44.0,D. Howard misses 2-pt shot from 21 ft,,50-63,,
9:42.0,Offensive rebound by M. Williams,,50-63,,
9:42.0,Shooting foul by E. Mudiay (drawn by M. Williams),,50-63,,
9:42.0,M. Williams makes free throw 1 of 2,1,51-63,,
9:42.0,M. Williams makes free throw 2 of 2,1,52-63,,
9:21.0,,,52-63,,E. Kanter misses 2-pt shot from 6 ft
9:19.0,,,52-63,,Offensive rebound by E. Mudiay
9:14.0,,,52-63,,Shooting foul by D. Howard (drawn by E. Mudiay)
9:14.0,,,52-64,1,E. Mudiay makes free throw 1 of 2
9:14.0,,,52-64,,E. Mudiay misses free throw 2 of 2
9:13.0,Defensive rebound by D. Howard,,52-64,,
8:58.0,M. Williams makes 2-pt shot at rim (assist by K. Walker),2,54-64,,
8:40.0,,,54-67,3,T. Hardaway makes 3-pt shot from 23 ft (assist by E. Mudiay)
8:26.0,Turnover by K. Walker (bad pass),,54-67,,
8:17.0,,,54-67,,E. Mudiay misses 2-pt shot from 16 ft
8:15.0,Defensive rebound by D. Howard,,54-67,,
8:09.0,Shooting foul by T. Hardaway (drawn by M. Kidd-Gilchrist),,54-67,,
8:09.0,M. Kidd-Gilchrist misses free throw 1 of 2,,54-67,,
8:09.0,Offensive rebound by Team,,54-67,,
8:09.0,M. Kidd-Gilchrist makes free throw 2 of 2,1,55-67,,
7:56.0,,,55-67,,Turnover by M. Beasley (lost ball; steal by M. Williams)
7:54.0,Shooting foul by M. Beasley (drawn by M. Kidd-Gilchrist),,55-67,,
7:54.0,M. Kidd-Gilchrist makes free throw 1 of 2,1,56-67,,
7:54.0,M. Kidd-Gilchrist makes free throw 2 of 2,1,57-67,,
7:32.0,,,57-67,,L. Thomas misses 3-pt shot from 23 ft
7:30.0,,,57-67,,Offensive rebound by E. Kanter
7:27.0,,,57-67,,Turnover by E. Kanter (lost ball; steal by M. Kidd-Gilchrist)
7:15.0,K. Walker makes 3-pt shot from 25 ft,3,60-67,,
7:14.0,,,60-67,,New York full timeout
7:04.0,,,60-67,,Shooting foul by K. Walker (drawn by T. Hardaway)
7:04.0,,,60-68,1,T. Hardaway makes free throw 1 of 2
7:04.0,,,60-68,,T. Hardaway misses free throw 2 of 2
7:02.0,Defensive rebound by D. Howard,,60-68,,
6:43.0,M. Kidd-Gilchrist misses 2-pt shot from 20 ft,,60-68,,
6:40.0,,,60-68,,Defensive rebound by E. Kanter
6:35.0,,,60-68,,T. Hardaway misses 3-pt shot from 26 ft
6:33.0,Defensive rebound by N. Batum,,60-68,,
6:21.0,D. Howard misses 2-pt shot from 15 ft,,60-68,,
6:20.0,,,60-68,,Defensive rebound by E. Kanter
6:11.0,,,60-68,,M. Beasley misses 2-pt shot from 18 ft
6:09.0,,,60-68,,Offensive rebound by E. Mudiay
6:09.0,,,60-70,2,E. Mudiay makes 2-pt shot at rim
5:54.0,Turnover by D. Howard (lost ball; steal by E. Kanter),,60-70,,
5:51.0,,,60-72,2,E. Kanter makes 2-pt shot from 1 ft (assist by E. Mudiay)
5:51.0,,,60-72,,Shooting foul by M. Kidd-Gilchrist (drawn by E. Kanter)
5:51.0,,,60-73,1,E. Kanter makes free throw 1 of 1
5:35.0,N. Batum misses 2-pt shot from 13 ft,,60-73,,
5:35.0,,,60-73,,Defensive rebound by T. Hardaway
5:30.0,,,60-73,,E. Mudiay misses 2-pt shot from 3 ft (block by M. Kidd-Gilchrist)
5:23.0,Defensive rebound by N. Batum,,60-73,,
5:23.0,Turnover by N. Batum (bad pass; steal by L. Thomas),,60-73,,
5:21.0,,,60-75,2,T. Hardaway makes 2-pt shot from 2 ft
5:21.0,,,60-75,,Shooting foul by M. Williams (drawn by T. Hardaway)
5:21.0,,,60-76,1,T. Hardaway makes free throw 1 of 1
5:09.0,K. Walker makes 3-pt shot from 25 ft,3,63-76,,
5:08.0,,,63-76,,New York full timeout
5:08.0,J. Lamb enters the game for N. Batum,,63-76,,
4:55.0,,,63-78,2,M. Beasley makes 2-pt shot from 10 ft
4:38.0,M. Williams misses 3-pt shot from 24 ft,,63-78,,
4:37.0,Offensive rebound by D. Howard,,63-78,,
4:37.0,D. Howard misses 2-pt shot at rim,,63-78,,
4:35.0,Offensive rebound by D. Howard,,63-78,,
4:35.0,Shooting foul by E. Kanter (drawn by D. Howard),,63-78,,
4:35.0,,,63-78,,K. O'Quinn enters the game for E. Kanter
4:35.0,D. Howard makes free throw 1 of 2,1,64-78,,
4:35.0,D. Howard makes free throw 2 of 2,1,65-78,,
4:25.0,,,65-80,2,K. O'Quinn makes 2-pt shot from 20 ft
4:03.0,M. Williams misses 2-pt shot from 11 ft,,65-80,,
4:03.0,,,65-80,,Defensive rebound by K. O'Quinn
3:56.0,,,65-80,,T. Hardaway misses 2-pt shot from 22 ft
3:56.0,Defensive rebound by M. Williams,,65-80,,
3:47.0,Turnover by K. Walker (bad pass; steal by L. Thomas),,65-80,,
3:39.0,,,65-83,3,L. Thomas makes 3-pt shot from 25 ft (assist by T. Hardaway)
3:15.0,D. Howard makes 2-pt shot from 20 ft,2,67-83,,
3:02.0,,,67-83,,Shooting foul by M. Kidd-Gilchrist (drawn by T. Hardaway)
3:02.0,Technical foul by M. Williams,,67-83,,
3:02.0,,,67-84,1,T. Hardaway makes technical free throw
3:02.0,,,67-84,,F. Ntilikina enters the game for E. Mudiay
3:02.0,,,67-84,,T. Williams enters the game for L. Thomas
3:02.0,F. Kaminsky enters the game for M. Williams,,67-84,,
3:02.0,M. Monk enters the game for K. Walker,,67-84,,
3:02.0,,,67-85,1,T. Hardaway makes free throw 1 of 2
3:02.0,,,67-86,1,T. Hardaway makes free throw 2 of 2
2:51.0,D. Howard misses 2-pt shot from 19 ft,,67-86,,
2:48.0,,,67-86,,Defensive rebound by M. Beasley
2:44.0,,,67-86,,Turnover by F. Ntilikina (traveling)
2:33.0,J. Lamb misses 3-pt shot from 22 ft,,67-86,,
2:31.0,,,67-86,,Defensive rebound by T. Hardaway
2:22.0,,,67-88,2,T. Williams makes 2-pt shot at rim (assist by M. Beasley)
2:06.0,M. Monk misses 2-pt shot from 14 ft,,67-88,,
2:04.0,,,67-88,,Defensive rebound by K. O'Quinn
1:57.0,,,67-90,2,K. O'Quinn makes 2-pt shot from 19 ft (assist by M. Beasley)
1:42.0,J. Lamb misses 2-pt shot from 16 ft,,67-90,,
1:40.0,,,67-90,,Defensive rebound by F. Ntilikina
1:36.0,,,67-92,2,T. Williams makes 2-pt shot at rim (assist by F. Ntilikina)
1:16.0,D. Howard misses 2-pt shot from 1 ft,,67-92,,
1:14.0,,,67-92,,Defensive rebound by T. Williams
1:12.0,Personal foul by D. Howard (drawn by F. Ntilikina),,67-92,,
1:12.0,,,67-92,,I. Hicks enters the game for M. Beasley
1:12.0,D. Bacon enters the game for M. Kidd-Gilchrist,,67-92,,
1:12.0,,,67-93,1,F. Ntilikina makes free throw 1 of 2
1:12.0,,,67-94,1,F. Ntilikina makes free throw 2 of 2
1:00.0,J. Lamb misses 2-pt shot from 3 ft,,67-94,,
0:58.0,,,67-94,,Defensive rebound by K. O'Quinn
0:54.0,,,67-94,,Shooting foul by D. Howard (drawn by F. Ntilikina)
0:54.0,W. Hernangomez enters the game for D. Howard,,67-94,,
0:54.0,,,67-94,,F. Ntilikina misses free throw 1 of 2
0:54.0,,,67-94,,Offensive rebound by Team
0:54.0,,,67-94,,F. Ntilikina misses free throw 2 of 2
0:50.0,Defensive rebound by W. Hernangomez,,67-94,,
0:40.0,D. Bacon misses 2-pt shot from 16 ft,,67-94,,
0:38.0,,,67-94,,Defensive rebound by F. Ntilikina
0:33.0,,,67-97,3,T. Hardaway makes 3-pt shot from 25 ft
0:14.0,M. Monk misses 3-pt shot from 22 ft (block by K. O'Quinn),,67-97,,
0:14.0,,,67-97,,Defensive rebound by I. Hicks
0:05.0,,,67-99,2,I. Hicks makes 2-pt shot from 13 ft (assist by F. Ntilikina)
0:01.0,M. Monk misses 3-pt shot from 31 ft,,67-99,,
0:01.0,Offensive rebound by Team,,67-99,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:44.0,M. Monk misses 3-pt shot from 25 ft,,67-99,,
11:42.0,,,67-99,,Defensive rebound by I. Hicks
11:25.0,,,67-99,,T. Burke misses 2-pt shot from 21 ft (block by J. Lamb)
11:23.0,Defensive rebound by M. Monk,,67-99,,
11:19.0,J. Lamb misses 3-pt shot from 26 ft,,67-99,,
11:19.0,Offensive rebound by D. Bacon,,67-99,,
11:17.0,,,67-99,,Personal foul by I. Hicks (drawn by M. Monk)
11:09.0,J. Lamb misses 2-pt shot from 17 ft,,67-99,,
11:05.0,,,67-99,,Defensive rebound by T. Burke
10:59.0,,,67-101,2,F. Ntilikina makes 2-pt shot from 21 ft (assist by T. Burke)
10:46.0,D. Bacon misses 3-pt shot from 24 ft,,67-101,,
10:44.0,,,67-101,,Defensive rebound by I. Hicks
10:40.0,,,67-104,3,F. Ntilikina makes 3-pt shot from 26 ft (assist by T. Burke)
10:40.0,,,67-104,,Shooting foul by J. Lamb (drawn by F. Ntilikina)
10:40.0,,,67-105,1,F. Ntilikina makes free throw 1 of 1
10:28.0,,,67-105,,Personal foul by T. Burke (drawn by W. Hernangomez)
10:28.0,,,67-105,,L. Kornet enters the game for K. O'Quinn
10:23.0,D. Bacon makes 2-pt shot from 15 ft,2,69-105,,
10:00.0,,,69-105,,Turnover by T. Williams (bad pass; steal by F. Kaminsky)
9:50.0,M. Monk makes 2-pt shot from 23 ft,2,71-105,,
9:33.0,,,71-105,,T. Burke misses 2-pt shot from 13 ft
9:31.0,Defensive rebound by J. Lamb,,71-105,,
9:23.0,Turnover by J. Lamb (lost ball; steal by I. Hicks),,71-105,,
9:20.0,,,71-107,2,I. Hicks makes 2-pt shot from 1 ft (assist by T. Burke)
9:05.0,Shooting foul by I. Hicks (drawn by F. Kaminsky),,71-107,,
9:05.0,,,71-107,,D. Dotson enters the game for T. Williams
9:05.0,T. Graham enters the game for J. Lamb,,71-107,,
9:05.0,F. Kaminsky makes free throw 1 of 2,1,72-107,,
9:05.0,F. Kaminsky misses free throw 2 of 2,,72-107,,
9:03.0,,,72-107,,Defensive rebound by I. Hicks
8:48.0,,,72-107,,F. Ntilikina misses 3-pt shot from 25 ft
8:46.0,Defensive rebound by F. Kaminsky,,72-107,,
8:39.0,Shooting foul by L. Kornet (drawn by M. Monk),,72-107,,
8:39.0,M. Monk misses free throw 1 of 2,,72-107,,
8:39.0,Offensive rebound by Team,,72-107,,
8:39.0,M. Monk makes free throw 2 of 2,1,73-107,,
8:22.0,,,73-109,2,T. Burke makes 2-pt shot from 9 ft
8:10.0,T. Graham makes 3-pt shot from 25 ft (assist by W. Hernangomez),3,76-109,,
7:48.0,,,76-111,2,T. Burke makes 2-pt shot from 21 ft
7:33.0,W. Hernangomez makes 3-pt shot from 25 ft (assist by D. Bacon),3,79-111,,
7:16.0,,,79-113,2,D. Dotson makes 2-pt shot from 19 ft (assist by L. Kornet)
7:02.0,Shooting foul by I. Hicks (drawn by F. Kaminsky),,79-113,,
7:02.0,,,79-113,,J. Jack enters the game for F. Ntilikina
7:02.0,F. Kaminsky makes free throw 1 of 2,1,80-113,,
7:02.0,F. Kaminsky misses free throw 2 of 2,,80-113,,
