time,Oklahoma City,pts.away,score,pts.home,Indiana
7:42.0,Turnover by P. George (bad pass; steal by T. Young),,12-9,,
7:38.0,,,12-9,,B. Bogdanovic misses 3-pt shot from 26 ft
7:34.0,Defensive rebound by R. Westbrook,,12-9,,
7:24.0,Turnover by P. George (lost ball; steal by B. Bogdanovic),,12-9,,
7:20.0,,,12-11,2,D. Collison makes 2-pt shot from 1 ft (assist by B. Bogdanovic)
6:58.0,C. Anthony misses 2-pt shot from 15 ft,,12-11,,
6:54.0,,,12-11,,Defensive rebound by V. Oladipo
6:51.0,,,12-14,3,D. Collison makes 3-pt shot from 26 ft (assist by V. Oladipo)
6:32.0,S. Adams misses 2-pt shot from 3 ft,,12-14,,
6:30.0,Offensive rebound by S. Adams,,12-14,,
6:23.0,A. Abrines misses 3-pt shot from 23 ft,,12-14,,
6:21.0,Offensive rebound by S. Adams,,12-14,,
6:10.0,R. Westbrook misses 2-pt shot from 7 ft,,12-14,,
6:08.0,,,12-14,,Defensive rebound by T. Young
6:05.0,,,12-14,,Indiana full timeout
5:55.0,,,12-14,,M. Turner misses 2-pt shot from 16 ft
5:52.0,Defensive rebound by R. Westbrook,,12-14,,
5:38.0,S. Adams makes 2-pt shot from 8 ft (assist by R. Westbrook),2,14-14,,
5:31.0,,,14-14,,V. Oladipo misses 3-pt shot from 26 ft
5:28.0,Defensive rebound by R. Westbrook,,14-14,,
5:24.0,R. Westbrook makes 2-pt shot from 17 ft,2,16-14,,
5:14.0,Violation by S. Adams (kicked ball),,16-14,,
5:00.0,,,16-16,2,T. Young makes 2-pt shot from 1 ft (assist by M. Turner)
4:43.0,R. Westbrook misses 2-pt shot from 1 ft,,16-16,,
4:40.0,,,16-16,,Defensive rebound by M. Turner
4:35.0,,,16-18,2,T. Young makes 2-pt shot at rim (assist by B. Bogdanovic)
4:11.0,C. Anthony misses 2-pt shot from 18 ft,,16-18,,
4:09.0,,,16-18,,Defensive rebound by Team
4:09.0,,,16-18,,L. Stephenson enters the game for B. Bogdanovic
3:59.0,,,16-21,3,V. Oladipo makes 3-pt shot from 25 ft (assist by L. Stephenson)
3:51.0,Oklahoma City full timeout,,16-21,,
3:51.0,J. Grant enters the game for P. George,,16-21,,
3:38.0,Shooting foul by D. Collison (drawn by R. Westbrook),,16-21,,
3:38.0,R. Westbrook misses free throw 1 of 2,,16-21,,
3:38.0,Offensive rebound by Team,,16-21,,
3:38.0,J. Huestis enters the game for A. Abrines,,16-21,,
3:38.0,R. Westbrook misses free throw 2 of 2,,16-21,,
3:35.0,Offensive rebound by Team,,16-21,,
3:32.0,Turnover by S. Adams (bad pass; steal by V. Oladipo),,16-21,,
3:24.0,,,16-21,,T. Young misses 3-pt shot from 22 ft
3:18.0,Defensive rebound by J. Grant,,16-21,,
3:13.0,R. Westbrook misses 2-pt shot from 13 ft,,16-21,,
3:09.0,Offensive rebound by S. Adams,,16-21,,
3:09.0,S. Adams misses 2-pt shot at rim,,16-21,,
3:08.0,Offensive rebound by R. Westbrook,,16-21,,
2:54.0,Turnover by R. Westbrook (step out of bounds),,16-21,,
2:42.0,,,16-21,,M. Turner misses 2-pt shot at rim
2:39.0,Defensive rebound by R. Westbrook,,16-21,,
2:34.0,S. Adams makes 2-pt shot at rim (assist by R. Westbrook),2,18-21,,
2:11.0,,,18-23,2,D. Collison makes 2-pt shot from 19 ft
1:52.0,C. Anthony misses 2-pt shot from 1 ft (block by M. Turner),,18-23,,
1:49.0,,,18-23,,Defensive rebound by L. Stephenson
1:47.0,,,18-23,,D. Collison misses 3-pt shot from 23 ft
1:45.0,Defensive rebound by S. Adams,,18-23,,
1:44.0,,,18-23,,Personal foul by L. Stephenson (drawn by R. Westbrook)
1:44.0,,,18-23,,C. Joseph enters the game for D. Collison
1:44.0,,,18-23,,D. Sabonis enters the game for T. Young
1:44.0,R. Felton enters the game for R. Westbrook,,18-23,,
1:44.0,P. Patterson enters the game for C. Anthony,,18-23,,
1:44.0,T. Ferguson enters the game for S. Adams,,18-23,,
1:22.0,J. Grant misses 2-pt shot from 1 ft,,18-23,,
1:20.0,Offensive rebound by P. Patterson,,18-23,,
1:20.0,Shooting foul by C. Joseph (drawn by P. Patterson),,18-23,,
1:20.0,P. Patterson makes free throw 1 of 2,1,19-23,,
1:20.0,,,19-23,,T. Leaf enters the game for M. Turner
1:20.0,P. Patterson makes free throw 2 of 2,1,20-23,,
1:06.0,,,20-23,,C. Joseph misses 3-pt shot from 23 ft
1:02.0,Defensive rebound by J. Grant,,20-23,,
0:52.0,J. Grant makes 2-pt shot from 1 ft (assist by R. Felton),2,22-23,,
0:41.0,,,22-25,2,V. Oladipo makes 2-pt shot from 2 ft
0:31.0,T. Ferguson misses 3-pt shot from 23 ft,,22-25,,
0:28.0,,,22-25,,Defensive rebound by T. Leaf
0:11.0,,,22-25,,V. Oladipo misses 3-pt shot from 27 ft
0:08.0,,,22-25,,Offensive rebound by L. Stephenson
0:00.0,,,22-27,2,L. Stephenson makes 2-pt shot from 22 ft
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:40.0,,,22-27,,D. Sabonis misses 2-pt shot at rim (block by J. Grant)
11:37.0,Defensive rebound by R. Felton,,22-27,,
11:24.0,P. Patterson misses 2-pt shot at rim,,22-27,,
11:22.0,,,22-27,,Defensive rebound by L. Stephenson
11:20.0,,,22-27,,Offensive charge foul by L. Stephenson (drawn by J. Huestis)
11:20.0,,,22-27,,Turnover by L. Stephenson (offensive foul)
11:10.0,J. Grant makes 2-pt shot from 1 ft (assist by R. Felton),2,24-27,,
10:54.0,,,24-27,,Turnover by B. Bogdanovic (bad pass; steal by R. Felton)
10:51.0,J. Huestis makes 2-pt shot at rim (assist by R. Felton),2,26-27,,
10:40.0,Personal foul by R. Felton (drawn by D. Sabonis),,26-27,,
10:26.0,,,26-27,,Turnover by D. Sabonis (bad pass; steal by T. Ferguson)
10:22.0,J. Huestis makes 3-pt shot from 26 ft (assist by R. Felton),3,29-27,,
10:14.0,,,29-27,,Indiana full timeout
10:07.0,,,29-27,,D. Sabonis misses 2-pt shot from 2 ft (block by J. Grant)
10:04.0,Defensive rebound by R. Felton,,29-27,,
10:01.0,J. Grant makes 2-pt shot from 1 ft (assist by P. Patterson),2,31-27,,
9:38.0,,,31-30,3,T. Leaf makes 3-pt shot from 27 ft (assist by L. Stephenson)
9:13.0,R. Felton misses 3-pt shot from 26 ft,,31-30,,
9:11.0,,,31-30,,Defensive rebound by D. Sabonis
9:05.0,Personal foul by J. Huestis (drawn by D. Sabonis),,31-30,,
9:05.0,,,31-30,,T. Young enters the game for T. Leaf
9:05.0,P. George enters the game for T. Ferguson,,31-30,,
8:50.0,,,31-32,2,C. Joseph makes 2-pt shot from 19 ft
8:29.0,P. George misses 2-pt shot from 21 ft,,31-32,,
8:26.0,,,31-32,,Defensive rebound by L. Stephenson
8:09.0,,,31-32,,L. Stephenson misses 2-pt shot from 4 ft
8:05.0,,,31-32,,Offensive rebound by T. Young
7:52.0,,,31-32,,L. Stephenson misses 3-pt shot from 23 ft
7:48.0,Defensive rebound by J. Grant,,31-32,,
7:40.0,Turnover by P. George (bad pass; steal by T. Young),,31-32,,
7:34.0,,,31-32,,T. Young misses 2-pt shot from 1 ft
7:31.0,,,31-32,,Offensive rebound by D. Sabonis
7:31.0,,,31-34,2,D. Sabonis makes 2-pt shot at rim
7:10.0,J. Grant misses 3-pt shot from 27 ft,,31-34,,
7:07.0,,,31-34,,Defensive rebound by D. Sabonis
6:54.0,,,31-36,2,D. Sabonis makes 2-pt shot from 7 ft
6:54.0,Oklahoma City full timeout,,31-36,,
6:54.0,C. Anthony enters the game for R. Felton,,31-36,,
6:54.0,S. Adams enters the game for J. Grant,,31-36,,
6:54.0,R. Westbrook enters the game for J. Huestis,,31-36,,
6:54.0,A. Abrines enters the game for P. Patterson,,31-36,,
6:36.0,P. George misses 3-pt shot from 26 ft,,31-36,,
6:34.0,,,31-36,,Defensive rebound by L. Stephenson
6:23.0,Personal foul by A. Abrines (drawn by C. Joseph),,31-36,,
6:23.0,,,31-36,,M. Turner enters the game for D. Sabonis
6:23.0,,,31-36,,V. Oladipo enters the game for B. Bogdanovic
6:08.0,,,31-36,,M. Turner misses 3-pt shot from 23 ft
6:05.0,Defensive rebound by R. Westbrook,,31-36,,
5:58.0,Turnover by P. George (bad pass),,31-36,,
5:45.0,,,31-36,,T. Young misses 3-pt shot from 28 ft
5:43.0,Defensive rebound by R. Westbrook,,31-36,,
5:33.0,C. Anthony makes 2-pt shot from 18 ft (assist by P. George),2,33-36,,
5:14.0,,,33-36,,V. Oladipo misses 2-pt shot from 12 ft
5:13.0,,,33-36,,Offensive rebound by Team
5:13.0,,,33-36,,D. Collison enters the game for C. Joseph
5:06.0,,,33-36,,L. Stephenson misses 2-pt shot from 19 ft
5:02.0,,,33-36,,Offensive rebound by T. Young
5:02.0,,,33-36,,T. Young misses 2-pt shot from 1 ft
5:02.0,Defensive rebound by R. Westbrook,,33-36,,
4:47.0,P. George misses 3-pt shot from 27 ft,,33-36,,
4:41.0,Offensive rebound by P. George,,33-36,,
4:39.0,,,33-36,,Personal foul by T. Young (drawn by C. Anthony)
4:39.0,,,33-36,,B. Bogdanovic enters the game for L. Stephenson
4:33.0,A. Abrines makes 3-pt shot from 27 ft (assist by R. Westbrook),3,36-36,,
4:17.0,,,36-36,,V. Oladipo misses 3-pt shot from 26 ft
4:14.0,,,36-36,,Offensive rebound by M. Turner
4:04.0,,,36-39,3,B. Bogdanovic makes 3-pt shot from 27 ft (assist by D. Collison)
3:49.0,S. Adams makes 2-pt shot at rim (assist by R. Westbrook),2,38-39,,
3:30.0,,,38-39,,V. Oladipo misses 2-pt shot from 2 ft (block by C. Anthony)
3:26.0,,,38-39,,Offensive rebound by D. Collison
3:19.0,,,38-39,,Turnover by Team (shot clock)
3:10.0,P. George makes 2-pt shot from 1 ft (assist by R. Westbrook),2,40-39,,
2:52.0,,,40-41,2,D. Collison makes 2-pt shot at rim
2:39.0,R. Westbrook misses 2-pt shot at rim (block by M. Turner),,40-41,,
2:36.0,Offensive rebound by S. Adams,,40-41,,
2:35.0,S. Adams makes 2-pt shot at rim,2,42-41,,
2:14.0,,,42-43,2,V. Oladipo makes 2-pt shot from 1 ft
2:06.0,A. Abrines misses 3-pt shot from 28 ft,,42-43,,
2:03.0,Offensive rebound by R. Westbrook,,42-43,,
2:02.0,C. Anthony makes 3-pt shot from 28 ft (assist by R. Westbrook),3,45-43,,
1:44.0,Personal foul by C. Anthony (drawn by V. Oladipo),,45-43,,
1:37.0,,,45-43,,V. Oladipo misses 2-pt shot from 8 ft (block by C. Anthony)
1:35.0,Defensive rebound by C. Anthony,,45-43,,
1:31.0,P. George misses 2-pt shot from 1 ft (block by T. Young),,45-43,,
1:31.0,,,45-43,,Defensive rebound by Team
1:15.0,,,45-43,,Shooting foul by A. Abrines (drawn by M. Turner)
1:15.0,,,45-43,,M. Turner misses free throw 1 of 2
1:15.0,,,45-43,,Offensive rebound by Team
1:15.0,,,45-44,1,M. Turner makes free throw 2 of 2
0:51.0,C. Anthony misses 2-pt shot from 12 ft,,45-44,,
0:51.0,Offensive rebound by S. Adams,,45-44,,
0:51.0,S. Adams makes 2-pt shot from 10 ft,2,47-44,,
0:51.0,Shooting foul by M. Turner (drawn by S. Adams),,47-44,,
0:51.0,S. Adams makes free throw 1 of 1,1,48-44,,
0:38.0,,,48-46,2,T. Young makes 2-pt shot from 1 ft
0:28.0,P. George makes 3-pt shot from 27 ft (assist by A. Abrines),3,51-46,,
0:04.0,,,51-46,,D. Collison misses 2-pt shot from 18 ft
0:00.0,Defensive rebound by S. Adams,,51-46,,
0:00.0,S. Adams misses 3-pt shot from 83 ft,,51-46,,
0:00.0,Offensive rebound by Team,,51-46,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:49.0,,,51-46,,M. Turner misses 2-pt shot from 18 ft
11:45.0,Defensive rebound by R. Westbrook,,51-46,,
11:34.0,,,51-46,,Personal foul by D. Collison (drawn by S. Adams)
11:26.0,P. George misses 2-pt shot from 19 ft,,51-46,,
11:23.0,,,51-46,,Defensive rebound by T. Young
11:16.0,,,51-48,2,V. Oladipo makes 2-pt shot from 7 ft (assist by D. Collison)
11:02.0,S. Adams misses 2-pt shot from 1 ft (block by D. Collison),,51-48,,
11:02.0,Offensive rebound by Team,,51-48,,
10:56.0,R. Westbrook misses 2-pt shot from 17 ft,,51-48,,
10:52.0,,,51-48,,Defensive rebound by B. Bogdanovic
10:47.0,,,51-48,,V. Oladipo misses 2-pt shot from 6 ft
10:44.0,Defensive rebound by C. Anthony,,51-48,,
10:35.0,R. Westbrook misses 2-pt shot from 17 ft,,51-48,,
10:33.0,,,51-48,,Defensive rebound by V. Oladipo
10:22.0,,,51-48,,M. Turner misses 2-pt shot from 1 ft
10:19.0,,,51-48,,Offensive rebound by T. Young
10:19.0,,,51-50,2,T. Young makes 2-pt shot from 1 ft
10:07.0,S. Adams makes 2-pt shot from 5 ft (assist by P. George),2,53-50,,
9:52.0,,,53-52,2,B. Bogdanovic makes 2-pt shot from 13 ft
9:35.0,,,53-52,,Personal take foul by B. Bogdanovic (drawn by P. George)
9:29.0,Turnover by R. Westbrook (bad pass; steal by B. Bogdanovic),,53-52,,
9:21.0,,,53-55,3,B. Bogdanovic makes 3-pt shot from 22 ft (assist by T. Young)
9:07.0,Turnover by R. Westbrook (bad pass; steal by T. Young),,53-55,,
9:07.0,Personal take foul by C. Anthony (drawn by T. Young),,53-55,,
8:54.0,,,53-55,,M. Turner misses 2-pt shot from 20 ft
8:49.0,Defensive rebound by P. George,,53-55,,
8:40.0,P. George misses 2-pt shot from 5 ft,,53-55,,
8:38.0,,,53-55,,Defensive rebound by V. Oladipo
8:35.0,,,53-57,2,B. Bogdanovic makes 2-pt shot from 1 ft (assist by D. Collison)
8:35.0,Oklahoma City full timeout,,53-57,,
8:21.0,S. Adams makes 2-pt shot from 2 ft (assist by P. George),2,55-57,,
7:53.0,,,55-57,,V. Oladipo misses 2-pt shot from 18 ft
7:51.0,,,55-57,,Offensive rebound by T. Young
7:50.0,,,55-59,2,T. Young makes 2-pt shot at rim
7:38.0,P. George misses 2-pt shot from 18 ft,,55-59,,
7:37.0,,,55-59,,Defensive rebound by Team
7:22.0,,,55-59,,T. Young misses 2-pt shot from 1 ft
7:21.0,,,55-59,,Offensive rebound by M. Turner
7:19.0,,,55-59,,B. Bogdanovic misses 3-pt shot from 23 ft
7:16.0,Defensive rebound by S. Adams,,55-59,,
7:05.0,Shooting foul by D. Collison (drawn by R. Westbrook),,55-59,,
7:05.0,R. Westbrook makes free throw 1 of 2,1,56-59,,
7:05.0,R. Westbrook misses free throw 2 of 2,,56-59,,
7:03.0,,,56-59,,Defensive rebound by B. Bogdanovic
6:52.0,,,56-59,,V. Oladipo misses 3-pt shot from 25 ft
6:49.0,Defensive rebound by C. Anthony,,56-59,,
6:42.0,P. George misses 3-pt shot from 25 ft,,56-59,,
6:38.0,,,56-59,,Defensive rebound by Team
6:24.0,,,56-61,2,D. Collison makes 2-pt shot from 15 ft
6:16.0,R. Westbrook makes 2-pt shot at rim,2,58-61,,
6:16.0,Shooting foul by M. Turner (drawn by R. Westbrook),,58-61,,
6:16.0,R. Westbrook makes free throw 1 of 1,1,59-61,,
5:58.0,,,59-63,2,M. Turner makes 2-pt shot from 1 ft
5:44.0,S. Adams misses 2-pt shot from 6 ft,,59-63,,
5:42.0,Offensive rebound by S. Adams,,59-63,,
5:40.0,A. Abrines makes 3-pt shot from 24 ft (assist by S. Adams),3,62-63,,
5:25.0,,,62-63,,M. Turner misses 3-pt shot from 26 ft
5:22.0,Defensive rebound by R. Westbrook,,62-63,,
5:18.0,P. George makes 3-pt shot from 23 ft (assist by R. Westbrook),3,65-63,,
5:15.0,,,65-63,,Indiana full timeout
4:58.0,,,65-63,,V. Oladipo misses 3-pt shot from 27 ft
4:53.0,Defensive rebound by A. Abrines,,65-63,,
4:44.0,P. George misses 3-pt shot from 27 ft,,65-63,,
4:42.0,,,65-63,,Defensive rebound by T. Young
4:42.0,Personal foul by P. George (drawn by T. Young),,65-63,,
4:42.0,,,65-63,,D. Sabonis enters the game for M. Turner
4:31.0,,,65-63,,Turnover by B. Bogdanovic (bad pass; steal by A. Abrines)
4:23.0,Turnover by A. Abrines (bad pass; steal by T. Young),,65-63,,
4:19.0,,,65-63,,B. Bogdanovic misses 3-pt shot from 25 ft
4:14.0,,,65-63,,Offensive rebound by T. Young
4:14.0,,,65-63,,T. Young misses 2-pt shot at rim
4:13.0,Defensive rebound by R. Westbrook,,65-63,,
4:13.0,Shooting foul by B. Bogdanovic (drawn by C. Anthony),,65-63,,
4:13.0,C. Anthony makes free throw 1 of 2,1,66-63,,
4:13.0,C. Anthony misses free throw 2 of 2,,66-63,,
4:11.0,Offensive rebound by S. Adams,,66-63,,
4:10.0,S. Adams makes 2-pt shot from 1 ft,2,68-63,,
3:56.0,,,68-63,,Turnover by V. Oladipo (bad pass; steal by P. George)
3:48.0,P. George misses 3-pt shot from 22 ft,,68-63,,
3:45.0,,,68-63,,Defensive rebound by D. Sabonis
3:39.0,Violation by S. Adams (kicked ball),,68-63,,
3:39.0,,,68-63,,L. Stephenson enters the game for D. Collison
3:39.0,,,68-63,,C. Joseph enters the game for B. Bogdanovic
3:39.0,J. Grant enters the game for P. George,,68-63,,
3:24.0,,,68-63,,V. Oladipo misses 2-pt shot from 2 ft (block by S. Adams)
3:21.0,Defensive rebound by J. Grant,,68-63,,
3:18.0,R. Westbrook misses 2-pt shot from 3 ft (block by T. Young),,68-63,,
3:17.0,,,68-63,,Defensive rebound by Team
3:08.0,,,68-63,,V. Oladipo misses 2-pt shot from 19 ft
3:06.0,,,68-63,,Offensive rebound by Team
2:56.0,,,68-65,2,L. Stephenson makes 2-pt shot from 1 ft
2:37.0,C. Anthony misses 2-pt shot from 18 ft,,68-65,,
2:35.0,,,68-65,,Defensive rebound by L. Stephenson
2:28.0,,,68-65,,T. Young misses 3-pt shot from 22 ft
2:26.0,Defensive rebound by S. Adams,,68-65,,
2:15.0,Turnover by R. Westbrook (bad pass; steal by T. Young),,68-65,,
2:11.0,,,68-65,,T. Young misses 2-pt shot at rim (block by J. Grant)
2:06.0,Defensive rebound by A. Abrines,,68-65,,
2:03.0,R. Westbrook misses 2-pt shot at rim,,68-65,,
2:01.0,Offensive rebound by S. Adams,,68-65,,
2:00.0,S. Adams makes 2-pt shot at rim,2,70-65,,
1:44.0,,,70-67,2,D. Sabonis makes 2-pt shot from 1 ft (assist by V. Oladipo)
1:28.0,R. Westbrook makes 3-pt shot from 27 ft,3,73-67,,
1:13.0,,,73-69,2,V. Oladipo makes 2-pt shot at rim
0:58.0,,,73-69,,M. Turner enters the game for T. Young
0:58.0,R. Felton enters the game for R. Westbrook,,73-69,,
0:58.0,T. Ferguson enters the game for C. Anthony,,73-69,,
0:58.0,J. Huestis enters the game for A. Abrines,,73-69,,
0:58.0,P. Patterson enters the game for S. Adams,,73-69,,
0:52.0,R. Felton misses 2-pt shot from 17 ft,,73-69,,
0:48.0,,,73-69,,Defensive rebound by D. Sabonis
0:35.0,,,73-69,,Turnover by C. Joseph (step out of bounds)
0:27.0,J. Huestis misses 3-pt shot from 26 ft,,73-69,,
0:22.0,Offensive rebound by J. Grant,,73-69,,
0:03.0,Shooting foul by D. Sabonis (drawn by J. Grant),,73-69,,
0:03.0,J. Grant misses free throw 1 of 2,,73-69,,
0:03.0,Offensive rebound by Team,,73-69,,
0:03.0,J. Grant misses free throw 2 of 2,,73-69,,
0:02.0,,,73-69,,Defensive rebound by D. Sabonis
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:48.0,P. Patterson misses 3-pt shot from 24 ft,,73-69,,
11:44.0,,,73-69,,Defensive rebound by B. Bogdanovic
11:32.0,,,73-72,3,L. Stephenson makes 3-pt shot from 26 ft
11:13.0,P. Patterson makes 3-pt shot from 23 ft (assist by R. Felton),3,76-72,,
10:57.0,,,76-74,2,C. Joseph makes 2-pt shot from 15 ft (assist by D. Sabonis)
10:41.0,T. Ferguson makes 3-pt shot from 23 ft (assist by R. Felton),3,79-74,,
10:26.0,,,79-74,,L. Stephenson misses 2-pt shot from 20 ft
10:25.0,Defensive rebound by Team,,79-74,,
10:15.0,Shooting foul by L. Stephenson (drawn by J. Grant),,79-74,,
10:15.0,J. Grant makes free throw 1 of 2,1,80-74,,
10:15.0,J. Grant makes free throw 2 of 2,1,81-74,,
10:02.0,,,81-77,3,C. Joseph makes 3-pt shot from 26 ft (assist by B. Bogdanovic)
9:35.0,R. Felton makes 2-pt shot from 17 ft,2,83-77,,
9:19.0,,,83-77,,B. Bogdanovic misses 3-pt shot from 27 ft
9:15.0,Defensive rebound by R. Felton,,83-77,,
9:03.0,J. Grant misses 2-pt shot from 3 ft (block by M. Turner),,83-77,,
9:01.0,,,83-77,,Defensive rebound by L. Stephenson
8:50.0,,,83-79,2,D. Sabonis makes 2-pt shot from 9 ft
8:33.0,R. Felton makes 2-pt shot from 6 ft,2,85-79,,
8:10.0,,,85-79,,Turnover by D. Sabonis (bad pass; steal by J. Huestis)
7:51.0,Shooting foul by M. Turner (drawn by J. Grant),,85-79,,
7:51.0,J. Grant misses free throw 1 of 2,,85-79,,
7:51.0,Offensive rebound by Team,,85-79,,
7:51.0,,,85-79,,V. Oladipo enters the game for M. Turner
7:51.0,,,85-79,,T. Young enters the game for B. Bogdanovic
7:51.0,R. Westbrook enters the game for R. Felton,,85-79,,
7:51.0,P. George enters the game for T. Ferguson,,85-79,,
7:51.0,J. Grant makes free throw 2 of 2,1,86-79,,
7:28.0,,,86-79,,C. Joseph misses 2-pt shot from 16 ft
7:25.0,Defensive rebound by J. Grant,,86-79,,
7:20.0,Turnover by R. Westbrook (bad pass; steal by T. Young),,86-79,,
7:15.0,,,86-81,2,L. Stephenson makes 2-pt shot from 1 ft (assist by V. Oladipo)
7:15.0,Violation by J. Huestis (def goaltending),,86-81,,
6:58.0,P. Patterson makes 3-pt shot from 23 ft (assist by P. George),3,89-81,,
6:55.0,,,89-81,,Indiana full timeout
6:55.0,A. Abrines enters the game for J. Grant,,89-81,,
6:55.0,S. Adams enters the game for J. Huestis,,89-81,,
6:44.0,Personal foul by P. George (drawn by V. Oladipo),,89-81,,
6:36.0,,,89-81,,Turnover by V. Oladipo (bad pass; steal by P. George)
6:24.0,,,89-81,,Personal foul by C. Joseph (drawn by P. George)
6:24.0,C. Anthony enters the game for P. Patterson,,89-81,,
6:11.0,R. Westbrook misses 3-pt shot from 25 ft,,89-81,,
6:09.0,,,89-81,,Defensive rebound by L. Stephenson
5:58.0,,,89-81,,V. Oladipo misses 3-pt shot from 26 ft
5:55.0,Defensive rebound by C. Anthony,,89-81,,
5:35.0,R. Westbrook misses 2-pt shot from 19 ft,,89-81,,
5:31.0,,,89-81,,Defensive rebound by C. Joseph
5:22.0,,,89-81,,Turnover by D. Sabonis (lost ball; steal by R. Westbrook)
5:16.0,A. Abrines makes 3-pt shot from 23 ft (assist by R. Westbrook),3,92-81,,
5:14.0,,,92-81,,Indiana full timeout
5:14.0,,,92-81,,D. Collison enters the game for L. Stephenson
5:14.0,,,92-81,,M. Turner enters the game for C. Joseph
5:14.0,,,92-81,,B. Bogdanovic enters the game for D. Sabonis
5:00.0,,,92-83,2,V. Oladipo makes 2-pt shot at rim
4:45.0,C. Anthony makes 2-pt shot from 12 ft (assist by R. Westbrook),2,94-83,,
4:31.0,,,94-85,2,V. Oladipo makes 2-pt shot from 18 ft
4:06.0,R. Westbrook misses 2-pt shot from 17 ft,,94-85,,
4:02.0,Offensive rebound by S. Adams,,94-85,,
4:01.0,C. Anthony misses 3-pt shot from 25 ft,,94-85,,
4:01.0,,,94-85,,Defensive rebound by D. Collison
3:54.0,,,94-85,,V. Oladipo misses 3-pt shot from 25 ft
3:52.0,Defensive rebound by A. Abrines,,94-85,,
3:52.0,Oklahoma City full timeout,,94-85,,
3:38.0,R. Westbrook misses 2-pt shot from 4 ft,,94-85,,
3:36.0,,,94-85,,Defensive rebound by D. Collison
3:29.0,Personal block foul by P. George (drawn by B. Bogdanovic),,94-85,,
3:16.0,,,94-85,,V. Oladipo misses 2-pt shot from 9 ft
3:13.0,Defensive rebound by R. Westbrook,,94-85,,
3:13.0,,,94-85,,Personal block foul by V. Oladipo (drawn by R. Westbrook)
2:53.0,Turnover by C. Anthony (bad pass; steal by T. Young),,94-85,,
2:48.0,,,94-88,3,B. Bogdanovic makes 3-pt shot from 22 ft (assist by V. Oladipo)
2:32.0,,,94-88,,Personal foul by T. Young (drawn by C. Anthony)
2:32.0,C. Anthony makes free throw 1 of 2,1,95-88,,
2:32.0,C. Anthony misses free throw 2 of 2,,95-88,,
2:30.0,,,95-88,,Defensive rebound by V. Oladipo
2:18.0,Personal foul by C. Anthony (drawn by T. Young),,95-88,,
2:13.0,,,95-88,,Shooting foul by A. Abrines (drawn by B. Bogdanovic)
2:13.0,,,95-89,1,B. Bogdanovic makes free throw 1 of 2
2:13.0,,,95-90,1,B. Bogdanovic makes free throw 2 of 2
1:54.0,Shooting foul by M. Turner (drawn by R. Westbrook),,95-90,,
