time,Milwaukee,pts.away,score,pts.home,New York
0:30.0,Turnover by G. Antetokounmpo (lost ball; steal by D. McDermott),,25-24,,
0:26.0,,,25-24,,Shooting foul by S. Brown (drawn by D. McDermott)
0:26.0,,,25-25,1,D. McDermott makes free throw 1 of 2
0:26.0,,,25-26,1,D. McDermott makes free throw 2 of 2
0:02.0,G. Antetokounmpo misses 2-pt shot from 2 ft,,25-26,,
0:01.0,,,25-26,,Defensive rebound by E. Kanter
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:49.0,Turnover by T. Zeller (bad pass),,25-26,,
11:37.0,,,25-26,,F. Ntilikina misses 2-pt shot from 13 ft
11:35.0,Defensive rebound by G. Antetokounmpo,,25-26,,
11:29.0,G. Antetokounmpo misses 2-pt shot from 4 ft (block by K. Porzingis),,25-26,,
11:27.0,Offensive rebound by T. Zeller,,25-26,,
11:25.0,S. Kilpatrick makes 2-pt shot from 4 ft,2,27-26,,
11:15.0,,,27-29,3,K. Porzingis makes 3-pt shot from 28 ft (assist by F. Ntilikina)
10:56.0,S. Kilpatrick misses 3-pt shot from 27 ft,,27-29,,
10:54.0,,,27-29,,Defensive rebound by L. Thomas
10:35.0,,,27-29,,M. Beasley misses 2-pt shot from 13 ft
10:33.0,Defensive rebound by J. Parker,,27-29,,
10:22.0,G. Antetokounmpo makes 2-pt shot from 6 ft (assist by J. Terry),2,29-29,,
10:07.0,,,29-29,,T. Hardaway misses 3-pt shot from 28 ft
10:05.0,Defensive rebound by J. Parker,,29-29,,
10:00.0,S. Kilpatrick misses 3-pt shot from 25 ft,,29-29,,
9:58.0,,,29-29,,Defensive rebound by M. Beasley
9:51.0,,,29-29,,K. Porzingis misses 3-pt shot from 28 ft
9:49.0,Defensive rebound by G. Antetokounmpo,,29-29,,
9:42.0,J. Parker misses 3-pt shot from 25 ft,,29-29,,
9:40.0,,,29-29,,Defensive rebound by M. Beasley
9:21.0,,,29-29,,F. Ntilikina misses 2-pt shot from 17 ft
9:19.0,Defensive rebound by J. Parker,,29-29,,
9:08.0,Shooting foul by L. Thomas (drawn by G. Antetokounmpo),,29-29,,
9:08.0,,,29-29,,T. Burke enters the game for M. Beasley
9:08.0,,,29-29,,K. O'Quinn enters the game for F. Ntilikina
9:08.0,T. Snell enters the game for J. Parker,,29-29,,
9:08.0,G. Antetokounmpo makes free throw 1 of 2,1,30-29,,
9:08.0,G. Antetokounmpo misses free throw 2 of 2,,30-29,,
9:05.0,,,30-29,,Defensive rebound by K. Porzingis
8:50.0,,,30-31,2,K. Porzingis makes 2-pt shot from 1 ft (assist by K. O'Quinn)
8:46.0,,,30-31,,Personal take foul by L. Thomas (drawn by G. Antetokounmpo)
8:46.0,,,30-31,,New York full timeout
8:46.0,,,30-31,,D. McDermott enters the game for K. Porzingis
8:35.0,Offensive foul by T. Zeller (drawn by L. Thomas),,30-31,,
8:35.0,Turnover by T. Zeller (offensive foul),,30-31,,
8:21.0,,,30-33,2,T. Hardaway makes 2-pt shot from 1 ft (assist by T. Burke)
8:10.0,G. Antetokounmpo misses 2-pt shot from 4 ft (block by K. O'Quinn),,30-33,,
8:08.0,,,30-33,,Defensive rebound by T. Hardaway
8:04.0,,,30-35,2,T. Hardaway makes 2-pt shot from 8 ft
7:47.0,Offensive foul by T. Zeller (drawn by T. Hardaway),,30-35,,
7:47.0,Turnover by T. Zeller (offensive foul),,30-35,,
7:47.0,T. Maker enters the game for T. Zeller,,30-35,,
7:31.0,,,30-37,2,T. Hardaway makes 2-pt shot from 2 ft
7:14.0,Turnover by T. Snell (bad pass; steal by T. Hardaway),,30-37,,
7:12.0,,,30-39,2,T. Hardaway makes 2-pt shot at rim
7:12.0,Milwaukee full timeout,,30-39,,
7:12.0,E. Bledsoe enters the game for S. Kilpatrick,,30-39,,
6:54.0,Offensive foul by G. Antetokounmpo (drawn by T. Hardaway),,30-39,,
6:54.0,Turnover by G. Antetokounmpo (offensive foul),,30-39,,
6:31.0,K. Middleton enters the game for J. Terry,,30-39,,
6:30.0,,,30-39,,Turnover by Team (shot clock)
6:22.0,E. Bledsoe makes 2-pt shot at rim,2,32-39,,
6:08.0,,,32-39,,Offensive foul by K. O'Quinn (drawn by E. Bledsoe)
6:08.0,,,32-39,,Turnover by K. O'Quinn (offensive foul)
5:51.0,G. Antetokounmpo misses 2-pt shot from 21 ft,,32-39,,
5:49.0,Offensive rebound by T. Maker,,32-39,,
5:45.0,T. Maker makes 2-pt shot from 1 ft,2,34-39,,
5:30.0,,,34-42,3,T. Burke makes 3-pt shot from 23 ft (assist by K. O'Quinn)
5:09.0,T. Snell misses 3-pt shot from 22 ft,,34-42,,
5:05.0,Offensive rebound by G. Antetokounmpo,,34-42,,
5:02.0,G. Antetokounmpo makes 2-pt shot at rim,2,36-42,,
4:46.0,,,36-42,,T. Hardaway misses 3-pt shot from 26 ft
4:46.0,Defensive rebound by G. Antetokounmpo,,36-42,,
4:46.0,Shooting foul by T. Hardaway (drawn by G. Antetokounmpo),,36-42,,
4:46.0,G. Antetokounmpo makes free throw 1 of 2,1,37-42,,
4:46.0,,,37-42,,C. Lee enters the game for T. Hardaway
4:46.0,,,37-42,,E. Kanter enters the game for K. O'Quinn
4:46.0,G. Antetokounmpo misses free throw 2 of 2,,37-42,,
4:44.0,,,37-42,,Defensive rebound by E. Kanter
4:37.0,Personal foul by T. Maker (drawn by E. Kanter),,37-42,,
4:30.0,,,37-42,,T. Burke misses 2-pt shot from 17 ft
4:28.0,,,37-42,,Offensive rebound by E. Kanter
4:25.0,,,37-42,,E. Kanter misses 2-pt shot at rim
4:24.0,Defensive rebound by E. Bledsoe,,37-42,,
4:21.0,G. Antetokounmpo makes 2-pt shot from 1 ft (assist by E. Bledsoe),2,39-42,,
4:03.0,,,39-42,,Turnover by E. Kanter (traveling)
3:47.0,T. Maker makes 3-pt shot from 23 ft (assist by G. Antetokounmpo),3,42-42,,
3:20.0,,,42-42,,C. Lee misses 2-pt shot from 9 ft (block by T. Maker)
3:18.0,Defensive rebound by G. Antetokounmpo,,42-42,,
3:13.0,E. Bledsoe misses 3-pt shot from 25 ft,,42-42,,
3:11.0,,,42-42,,Defensive rebound by T. Burke
3:03.0,,,42-42,,Turnover by T. Burke (bad pass; steal by G. Antetokounmpo)
3:02.0,,,42-42,,Personal foul by C. Lee (drawn by G. Antetokounmpo)
3:02.0,,,42-42,,J. Jack enters the game for T. Burke
3:02.0,J. Parker enters the game for T. Snell,,42-42,,
2:46.0,K. Middleton makes 2-pt shot from 16 ft,2,44-42,,
2:29.0,,,44-42,,D. McDermott misses 3-pt shot from 25 ft
2:26.0,Defensive rebound by E. Bledsoe,,44-42,,
2:11.0,G. Antetokounmpo misses 2-pt shot from 13 ft,,44-42,,
2:07.0,,,44-42,,Defensive rebound by E. Kanter
1:57.0,,,44-44,2,E. Kanter makes 2-pt shot at rim (assist by J. Jack)
1:40.0,K. Middleton makes 2-pt shot from 13 ft (assist by E. Bledsoe),2,46-44,,
1:19.0,,,46-44,,C. Lee misses 3-pt shot from 25 ft
1:17.0,,,46-44,,Offensive rebound by D. McDermott
1:13.0,,,46-46,2,D. McDermott makes 2-pt shot at rim
1:08.0,K. Middleton makes 2-pt shot from 1 ft (assist by E. Bledsoe),2,48-46,,
0:56.0,Personal foul by J. Parker (drawn by J. Jack),,48-46,,
0:56.0,,,48-46,,T. Hardaway enters the game for D. McDermott
0:56.0,,,48-46,,M. Beasley enters the game for L. Thomas
0:42.0,,,48-46,,C. Lee misses 2-pt shot from 2 ft (block by T. Maker)
0:42.0,,,48-46,,Offensive rebound by Team
0:41.0,,,48-46,,M. Beasley misses 3-pt shot from 23 ft (block by K. Middleton)
0:41.0,,,48-46,,Offensive rebound by Team
0:41.0,,,48-46,,Turnover by Team (shot clock)
0:36.0,Shooting foul by E. Kanter (drawn by J. Parker),,48-46,,
0:36.0,J. Parker makes free throw 1 of 2,1,49-46,,
0:36.0,J. Parker makes free throw 2 of 2,1,50-46,,
0:17.0,,,50-46,,J. Jack misses 2-pt shot from 19 ft
0:13.0,,,50-46,,Offensive rebound by T. Hardaway
0:13.0,,,50-46,,E. Kanter misses 2-pt shot at rim (block by G. Antetokounmpo)
0:12.0,,,50-46,,Offensive rebound by Team
0:12.0,,,50-46,,K. O'Quinn enters the game for E. Kanter
0:00.0,,,50-46,,M. Beasley misses 2-pt shot from 14 ft
0:00.0,,,50-46,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:42.0,Turnover by K. Middleton (bad pass; steal by E. Kanter),,50-46,,
11:35.0,,,50-46,,M. Beasley misses 3-pt shot from 22 ft
11:33.0,Defensive rebound by T. Snell,,50-46,,
11:19.0,G. Antetokounmpo makes 2-pt shot from 22 ft (assist by T. Snell),2,52-46,,
11:04.0,,,52-46,,Turnover by M. Beasley (lost ball; steal by T. Snell)
11:00.0,E. Bledsoe makes 2-pt shot at rim (assist by G. Antetokounmpo),2,54-46,,
10:37.0,,,54-46,,J. Jack misses 2-pt shot from 20 ft
10:35.0,Defensive rebound by T. Snell,,54-46,,
10:25.0,T. Maker misses 3-pt shot from 23 ft,,54-46,,
10:23.0,,,54-46,,Defensive rebound by M. Beasley
10:09.0,,,54-46,,M. Beasley misses 2-pt shot from 12 ft
10:07.0,Defensive rebound by T. Maker,,54-46,,
10:03.0,G. Antetokounmpo makes 2-pt shot from 1 ft,2,56-46,,
10:03.0,,,56-46,,New York full timeout
10:03.0,,,56-46,,L. Thomas enters the game for M. Beasley
9:54.0,,,56-48,2,C. Lee makes 2-pt shot from 1 ft
9:41.0,E. Bledsoe makes 2-pt shot from 12 ft,2,58-48,,
9:18.0,,,58-48,,T. Hardaway misses 2-pt shot from 13 ft
9:16.0,Defensive rebound by K. Middleton,,58-48,,
9:09.0,T. Maker misses 2-pt shot from 2 ft,,58-48,,
9:07.0,Offensive rebound by T. Maker,,58-48,,
9:03.0,K. Middleton makes 2-pt shot from 8 ft,2,60-48,,
8:38.0,,,60-48,,J. Jack misses 2-pt shot at rim
8:37.0,,,60-48,,Offensive rebound by E. Kanter
8:36.0,,,60-50,2,E. Kanter makes 2-pt shot from 1 ft
8:21.0,E. Bledsoe misses 3-pt shot from 24 ft,,60-50,,
8:19.0,,,60-50,,Defensive rebound by E. Kanter
8:09.0,,,60-50,,Turnover by L. Thomas (bad pass; steal by K. Middleton)
8:05.0,G. Antetokounmpo makes 2-pt shot from 1 ft (assist by K. Middleton),2,62-50,,
7:45.0,,,62-50,,T. Hardaway misses 2-pt shot from 6 ft
7:43.0,Defensive rebound by G. Antetokounmpo,,62-50,,
7:42.0,,,62-50,,Personal foul by T. Hardaway (drawn by G. Antetokounmpo)
7:31.0,E. Bledsoe makes 3-pt shot from 27 ft (assist by G. Antetokounmpo),3,65-50,,
7:10.0,,,65-50,,Shooting foul by G. Antetokounmpo (drawn by E. Kanter)
7:10.0,,,65-51,1,E. Kanter makes free throw 1 of 2
7:10.0,,,65-52,1,E. Kanter makes free throw 2 of 2
6:56.0,K. Middleton makes 2-pt shot from 15 ft (assist by E. Bledsoe),2,67-52,,
6:29.0,,,67-52,,T. Hardaway misses 3-pt shot from 25 ft
6:28.0,,,67-52,,Offensive rebound by Team
6:28.0,,,67-52,,Turnover by Team (shot clock)
6:28.0,J. Parker enters the game for G. Antetokounmpo,,67-52,,
6:13.0,,,67-52,,Violation by E. Kanter (kicked ball)
6:13.0,,,67-52,,T. Burke enters the game for C. Lee
6:13.0,S. Brown enters the game for T. Snell,,67-52,,
6:05.0,J. Parker misses 2-pt shot from 2 ft,,67-52,,
6:04.0,Offensive rebound by Team,,67-52,,
5:58.0,J. Parker makes 2-pt shot at rim (assist by K. Middleton),2,69-52,,
5:45.0,,,69-52,,T. Hardaway misses 3-pt shot from 28 ft
5:43.0,,,69-52,,Offensive rebound by E. Kanter
5:38.0,,,69-52,,E. Kanter misses 2-pt shot from 2 ft
5:37.0,,,69-52,,Offensive rebound by L. Thomas
5:33.0,,,69-52,,L. Thomas misses 2-pt shot at rim
5:32.0,Defensive rebound by S. Brown,,69-52,,
5:30.0,K. Middleton makes 3-pt shot from 25 ft (assist by E. Bledsoe),3,72-52,,
5:30.0,,,72-52,,New York full timeout
5:04.0,,,72-54,2,T. Burke makes 2-pt shot from 16 ft
4:44.0,J. Parker misses 2-pt shot from 1 ft,,72-54,,
4:42.0,Offensive rebound by E. Bledsoe,,72-54,,
4:37.0,E. Bledsoe misses 3-pt shot from 25 ft,,72-54,,
4:36.0,Offensive rebound by Team,,72-54,,
4:32.0,Shooting foul by T. Hardaway (drawn by K. Middleton),,72-54,,
4:32.0,,,72-54,,C. Lee enters the game for T. Hardaway
4:32.0,,,72-54,,D. Dotson enters the game for J. Jack
4:32.0,M. Plumlee enters the game for T. Maker,,72-54,,
4:32.0,K. Middleton misses free throw 1 of 2,,72-54,,
4:32.0,Offensive rebound by Team,,72-54,,
4:32.0,,,72-54,,Technical foul by T. Hardaway
4:32.0,K. Middleton makes technical free throw,1,73-54,,
4:32.0,K. Middleton makes free throw 2 of 2,1,74-54,,
4:17.0,Personal foul by K. Middleton (drawn by E. Kanter),,74-54,,
4:17.0,,,74-54,,M. Beasley enters the game for L. Thomas
4:04.0,,,74-54,,T. Burke misses 3-pt shot from 25 ft
4:02.0,Defensive rebound by M. Plumlee,,74-54,,
3:43.0,Shooting foul by M. Beasley (drawn by M. Plumlee),,74-54,,
3:43.0,M. Plumlee makes free throw 1 of 2,1,75-54,,
3:43.0,M. Plumlee misses free throw 2 of 2,,75-54,,
3:41.0,,,75-54,,Defensive rebound by D. Dotson
3:23.0,,,75-54,,Shooting foul by M. Plumlee (drawn by M. Beasley)
3:23.0,,,75-54,,K. O'Quinn enters the game for E. Kanter
3:23.0,,,75-55,1,M. Beasley makes free throw 1 of 2
3:23.0,,,75-56,1,M. Beasley makes free throw 2 of 2
3:03.0,J. Parker misses 3-pt shot from 23 ft,,75-56,,
3:01.0,Offensive rebound by M. Plumlee,,75-56,,
2:59.0,Turnover by J. Parker (bad pass; steal by D. Dotson),,75-56,,
2:53.0,,,75-58,2,C. Lee makes 2-pt shot from 2 ft
2:35.0,S. Brown misses 3-pt shot from 22 ft,,75-58,,
2:33.0,,,75-58,,Defensive rebound by C. Lee
2:22.0,,,75-58,,M. Beasley misses 2-pt shot from 10 ft
2:20.0,Defensive rebound by E. Bledsoe,,75-58,,
2:13.0,Turnover by E. Bledsoe (bad pass),,75-58,,
1:56.0,,,75-60,2,M. Beasley makes 2-pt shot from 9 ft
1:53.0,Milwaukee full timeout,,75-60,,
1:53.0,G. Antetokounmpo enters the game for E. Bledsoe,,75-60,,
1:53.0,J. Terry enters the game for K. Middleton,,75-60,,
1:36.0,G. Antetokounmpo misses 2-pt shot from 20 ft,,75-60,,
1:34.0,Offensive rebound by Team,,75-60,,
1:34.0,Turnover by J. Terry (turnover),,75-60,,
1:23.0,,,75-63,3,D. Dotson makes 3-pt shot from 25 ft (assist by M. Beasley)
0:58.0,Shooting foul by C. Lee (drawn by M. Plumlee),,75-63,,
0:58.0,M. Plumlee makes free throw 1 of 2,1,76-63,,
0:58.0,M. Plumlee misses free throw 2 of 2,,76-63,,
0:57.0,,,76-63,,Defensive rebound by K. O'Quinn
0:44.0,,,76-63,,Turnover by M. Beasley (bad pass; steal by S. Brown)
0:40.0,G. Antetokounmpo misses 2-pt shot from 1 ft (block by M. Beasley),,76-63,,
0:38.0,,,76-63,,Defensive rebound by D. Dotson
0:33.0,,,76-63,,C. Lee misses 3-pt shot from 25 ft
0:29.0,Defensive rebound by G. Antetokounmpo,,76-63,,
0:12.0,G. Antetokounmpo misses 2-pt shot from 21 ft,,76-63,,
0:10.0,,,76-63,,Defensive rebound by T. Burke
0:00.0,,,76-63,,D. Dotson misses 2-pt shot from 10 ft
0:00.0,Defensive rebound by G. Antetokounmpo,,76-63,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:35.0,,,76-63,,C. Lee misses 2-pt shot from 17 ft
11:33.0,Defensive rebound by G. Antetokounmpo,,76-63,,
11:11.0,Shooting foul by C. Lee (drawn by S. Kilpatrick),,76-63,,
11:11.0,S. Kilpatrick makes free throw 1 of 2,1,77-63,,
11:11.0,S. Kilpatrick makes free throw 2 of 2,1,78-63,,
10:54.0,,,78-63,,M. Beasley misses 2-pt shot from 3 ft (block by G. Antetokounmpo)
10:53.0,Defensive rebound by M. Plumlee,,78-63,,
10:53.0,,,78-63,,Personal foul by M. Beasley (drawn by M. Plumlee)
10:39.0,S. Kilpatrick misses 3-pt shot from 22 ft,,78-63,,
10:37.0,,,78-63,,Defensive rebound by M. Beasley
10:35.0,,,78-63,,Turnover by M. Beasley (lost ball; steal by J. Parker)
10:30.0,S. Kilpatrick misses 3-pt shot from 26 ft,,78-63,,
10:28.0,,,78-63,,Defensive rebound by K. O'Quinn
10:21.0,,,78-65,2,T. Burke makes 2-pt shot from 1 ft
10:12.0,Shooting foul by K. O'Quinn (drawn by G. Antetokounmpo),,78-65,,
10:12.0,G. Antetokounmpo makes free throw 1 of 2,1,79-65,,
10:12.0,G. Antetokounmpo misses free throw 2 of 2,,79-65,,
10:10.0,,,79-65,,Defensive rebound by C. Lee
10:03.0,,,79-65,,Turnover by C. Lee (bad pass; steal by J. Terry)
9:59.0,Turnover by S. Kilpatrick (lost ball; steal by T. Burke),,79-65,,
9:51.0,,,79-65,,T. Burke misses 2-pt shot from 18 ft
9:49.0,,,79-65,,Offensive rebound by K. O'Quinn
9:46.0,,,79-67,2,K. O'Quinn makes 2-pt shot from 2 ft
9:35.0,G. Antetokounmpo makes 2-pt shot from 1 ft,2,81-67,,
9:15.0,,,81-67,,D. Dotson misses 3-pt shot from 26 ft
9:13.0,Defensive rebound by M. Plumlee,,81-67,,
8:55.0,G. Antetokounmpo makes 2-pt shot from 20 ft (assist by J. Terry),2,83-67,,
8:52.0,,,83-67,,New York full timeout
8:52.0,,,83-67,,E. Kanter enters the game for K. O'Quinn
8:52.0,,,83-67,,T. Hardaway enters the game for D. Dotson
8:52.0,K. Middleton enters the game for J. Parker,,83-67,,
8:42.0,,,83-69,2,E. Kanter makes 2-pt shot from 11 ft (assist by T. Burke)
8:27.0,Offensive charge foul by S. Kilpatrick (drawn by T. Hardaway),,83-69,,
8:27.0,Turnover by S. Kilpatrick (offensive foul),,83-69,,
8:11.0,,,83-69,,M. Beasley misses 2-pt shot from 11 ft
8:09.0,Defensive rebound by J. Terry,,83-69,,
7:58.0,S. Kilpatrick makes 3-pt shot from 23 ft (assist by G. Antetokounmpo),3,86-69,,
7:52.0,,,86-69,,New York full timeout
7:37.0,,,86-69,,Turnover by E. Kanter (lost ball; steal by J. Terry)
7:22.0,G. Antetokounmpo misses 2-pt shot from 15 ft,,86-69,,
7:20.0,,,86-69,,Defensive rebound by M. Beasley
7:09.0,,,86-71,2,M. Beasley makes 2-pt shot from 22 ft (assist by C. Lee)
7:09.0,,,86-71,,Personal foul by E. Kanter (drawn by M. Plumlee)
6:56.0,K. Middleton misses 2-pt shot from 6 ft,,86-71,,
6:54.0,Offensive rebound by M. Plumlee,,86-71,,
6:54.0,S. Kilpatrick makes 3-pt shot from 22 ft (assist by M. Plumlee),3,89-71,,
6:45.0,,,89-73,2,T. Burke makes 2-pt shot from 22 ft
6:45.0,,,89-73,,Shooting foul by J. Terry (drawn by T. Burke)
6:45.0,,,89-73,,T. Burke misses free throw 1 of 1
6:43.0,Defensive rebound by S. Kilpatrick,,89-73,,
6:23.0,Shooting foul by M. Beasley (drawn by S. Kilpatrick),,89-73,,
6:23.0,,,89-73,,D. Dotson enters the game for T. Hardaway
6:23.0,S. Kilpatrick makes free throw 1 of 3,1,90-73,,
