time,LA Clippers,pts.away,score,pts.home,Houston
3:12.0,,,20-22,1,J. Harden makes free throw 1 of 1
2:53.0,A. Rivers misses 3-pt shot from 25 ft,,20-22,,
2:50.0,,,20-22,,Defensive rebound by J. Johnson
2:42.0,,,20-22,,J. Harden misses 2-pt shot at rim
2:42.0,,,20-22,,Offensive rebound by Team
2:42.0,LA Clippers full timeout,,20-22,,
2:42.0,,,20-22,,C. Paul enters the game for J. Harden
2:39.0,,,20-22,,Shooting foul by D. Jordan (drawn by N. Hilario)
2:39.0,,,20-23,1,N. Hilario makes free throw 1 of 2
2:39.0,,,20-24,1,N. Hilario makes free throw 2 of 2
2:26.0,Turnover by T. Harris (bad pass),,20-24,,
2:15.0,,,20-24,,L. Mbah a Moute misses 3-pt shot from 22 ft
2:12.0,Defensive rebound by D. Jordan,,20-24,,
1:58.0,T. Harris misses 2-pt shot from 2 ft,,20-24,,
1:55.0,,,20-24,,Defensive rebound by E. Gordon
1:50.0,,,20-24,,N. Hilario misses 2-pt shot from 1 ft
1:47.0,Defensive rebound by T. Harris,,20-24,,
1:41.0,S. Thornwell misses 3-pt shot from 23 ft,,20-24,,
1:40.0,Offensive rebound by Team,,20-24,,
1:40.0,J. Evans enters the game for D. Jordan,,20-24,,
1:40.0,M. Harrell enters the game for A. Rivers,,20-24,,
1:32.0,T. Harris makes 2-pt shot from 9 ft,2,22-24,,
1:14.0,,,22-26,2,J. Johnson makes 2-pt shot from 14 ft
1:02.0,M. Harrell makes 2-pt shot from 1 ft (assist by M. Teodosic),2,24-26,,
0:43.0,,,24-26,,J. Johnson misses 3-pt shot from 25 ft
0:41.0,,,24-26,,Offensive rebound by Team
0:41.0,Loose ball foul by M. Harrell (drawn by N. Hilario),,24-26,,
0:34.0,,,24-28,2,C. Paul makes 2-pt shot from 14 ft
0:16.0,M. Harrell makes 2-pt shot from 9 ft (assist by M. Teodosic),2,26-28,,
0:01.0,,,26-28,,C. Paul misses 3-pt shot from 25 ft
0:01.0,,,26-28,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:41.0,S. Dekker misses 2-pt shot from 1 ft (block by E. Gordon),,26-28,,
11:41.0,Offensive rebound by Team,,26-28,,
11:37.0,W. Johnson misses 2-pt shot from 15 ft,,26-28,,
11:33.0,,,26-28,,Defensive rebound by L. Mbah a Moute
11:19.0,,,26-31,3,E. Gordon makes 3-pt shot from 29 ft (assist by L. Mbah a Moute)
10:58.0,M. Harrell makes 2-pt shot from 7 ft,2,28-31,,
10:34.0,,,28-31,,N. Hilario misses 2-pt shot from 1 ft
10:32.0,Defensive rebound by M. Harrell,,28-31,,
10:26.0,M. Teodosic makes 3-pt shot from 26 ft,3,31-31,,
10:21.0,,,31-31,,Offensive charge foul by C. Paul (drawn by J. Evans)
10:21.0,,,31-31,,Turnover by C. Paul (offensive foul)
10:12.0,M. Harrell makes 2-pt shot from 2 ft (assist by M. Teodosic),2,33-31,,
9:55.0,,,33-33,2,N. Hilario makes 2-pt shot from 3 ft
9:46.0,Shooting foul by N. Hilario (drawn by M. Harrell),,33-33,,
9:46.0,M. Harrell misses free throw 1 of 2,,33-33,,
9:46.0,Offensive rebound by Team,,33-33,,
9:46.0,,,33-33,,P. Tucker enters the game for L. Mbah a Moute
9:46.0,,,33-33,,C. Capela enters the game for N. Hilario
9:46.0,L. Williams enters the game for S. Dekker,,33-33,,
9:46.0,M. Harrell misses free throw 2 of 2,,33-33,,
9:44.0,,,33-33,,Defensive rebound by C. Capela
9:34.0,Personal foul by J. Evans (drawn by C. Paul),,33-33,,
9:22.0,,,33-33,,P. Tucker misses 3-pt shot from 23 ft
9:20.0,Defensive rebound by J. Evans,,33-33,,
9:13.0,M. Teodosic misses 2-pt shot from 17 ft,,33-33,,
9:10.0,,,33-33,,Defensive rebound by C. Capela
9:05.0,,,33-33,,Turnover by C. Paul (bad pass; steal by M. Teodosic)
9:03.0,,,33-33,,Violation by C. Paul (kicked ball)
9:01.0,W. Johnson misses 2-pt shot from 14 ft,,33-33,,
8:58.0,,,33-33,,Defensive rebound by C. Paul
8:58.0,Personal foul by J. Evans (drawn by C. Paul),,33-33,,
8:42.0,,,33-33,,J. Johnson misses 3-pt shot from 25 ft
8:38.0,,,33-33,,Offensive rebound by P. Tucker
8:36.0,,,33-33,,C. Paul misses 3-pt shot from 28 ft
8:34.0,Defensive rebound by M. Harrell,,33-33,,
8:32.0,,,33-33,,Personal foul by C. Capela (drawn by M. Harrell)
8:27.0,W. Johnson misses 3-pt shot from 22 ft,,33-33,,
8:23.0,,,33-33,,Defensive rebound by C. Capela
8:18.0,,,33-36,3,E. Gordon makes 3-pt shot from 28 ft (assist by C. Paul)
7:58.0,W. Johnson misses 2-pt shot from 4 ft,,33-36,,
7:57.0,Offensive rebound by W. Johnson,,33-36,,
7:56.0,Turnover by W. Johnson (bad pass),,33-36,,
7:56.0,A. Rivers enters the game for J. Evans,,33-36,,
7:33.0,,,33-36,,C. Paul misses 2-pt shot from 7 ft
7:31.0,Defensive rebound by M. Harrell,,33-36,,
7:30.0,Turnover by M. Harrell (bad pass; steal by P. Tucker),,33-36,,
7:25.0,,,33-36,,Offensive charge foul by E. Gordon (drawn by M. Harrell)
7:25.0,,,33-36,,Turnover by E. Gordon (offensive foul)
7:25.0,LA Clippers full timeout,,33-36,,
7:25.0,,,33-36,,T. Ariza enters the game for C. Paul
7:25.0,,,33-36,,J. Harden enters the game for J. Johnson
7:05.0,Turnover by M. Harrell (lost ball; steal by J. Harden),,33-36,,
7:05.0,,,33-36,,Offensive charge foul by J. Harden (drawn by M. Teodosic)
7:05.0,,,33-36,,Turnover by J. Harden (offensive foul)
7:05.0,S. Thornwell enters the game for M. Teodosic,,33-36,,
7:05.0,D. Jordan enters the game for M. Harrell,,33-36,,
7:05.0,T. Harris enters the game for W. Johnson,,33-36,,
6:52.0,L. Williams makes 2-pt shot at rim,2,35-36,,
6:36.0,,,35-36,,Turnover by E. Gordon (step out of bounds)
6:26.0,L. Williams makes 2-pt shot from 15 ft,2,37-36,,
6:07.0,Personal foul by T. Harris (drawn by J. Harden),,37-36,,
5:55.0,,,37-36,,J. Harden misses 3-pt shot from 22 ft
5:52.0,Defensive rebound by T. Harris,,37-36,,
5:46.0,D. Jordan makes 2-pt shot at rim (assist by T. Harris),2,39-36,,
5:39.0,,,39-36,,Turnover by J. Harden (out of bounds lost ball)
5:23.0,T. Harris misses 2-pt shot from 9 ft,,39-36,,
5:23.0,,,39-36,,Defensive rebound by Team
5:23.0,Loose ball foul by D. Jordan (drawn by P. Tucker),,39-36,,
5:23.0,,,39-36,,C. Paul enters the game for E. Gordon
5:12.0,,,39-38,2,C. Capela makes 2-pt shot at rim (assist by J. Harden)
5:03.0,L. Williams makes 2-pt shot from 18 ft,2,41-38,,
4:47.0,,,41-40,2,C. Paul makes 2-pt shot at rim
4:37.0,,,41-40,,Personal foul by C. Capela (drawn by L. Williams)
4:25.0,S. Thornwell misses 2-pt shot from 17 ft,,41-40,,
4:25.0,,,41-40,,Defensive rebound by J. Harden
4:17.0,,,41-40,,Shooting foul by S. Thornwell (drawn by J. Harden)
4:17.0,,,41-41,1,J. Harden makes free throw 1 of 2
4:17.0,,,41-42,1,J. Harden makes free throw 2 of 2
4:05.0,S. Thornwell makes 2-pt shot from 1 ft (assist by A. Rivers),2,43-42,,
3:52.0,,,43-42,,T. Ariza misses 3-pt shot from 22 ft
3:48.0,Defensive rebound by D. Jordan,,43-42,,
3:42.0,T. Harris makes 2-pt shot from 13 ft,2,45-42,,
3:27.0,,,45-42,,T. Ariza misses 2-pt shot from 4 ft (block by T. Harris)
3:27.0,,,45-42,,Offensive rebound by Team
3:14.0,,,45-42,,J. Harden misses 3-pt shot from 25 ft
3:11.0,Defensive rebound by L. Williams,,45-42,,
3:04.0,Turnover by L. Williams (bad pass),,45-42,,
2:44.0,,,45-42,,P. Tucker misses 3-pt shot from 22 ft
2:43.0,,,45-42,,Offensive rebound by Team
2:43.0,,,45-42,,Houston full timeout
2:42.0,Personal foul by A. Rivers (drawn by C. Paul),,45-42,,
2:42.0,,,45-43,1,C. Paul makes free throw 1 of 2
2:42.0,,,45-43,,C. Paul misses free throw 2 of 2
2:39.0,Defensive rebound by D. Jordan,,45-43,,
2:23.0,Offensive foul by T. Harris (drawn by P. Tucker),,45-43,,
2:23.0,Turnover by T. Harris (offensive foul),,45-43,,
1:59.0,,,45-45,2,C. Capela makes 2-pt shot at rim (assist by J. Harden)
1:42.0,S. Thornwell makes 2-pt shot from 20 ft (assist by L. Williams),2,47-45,,
1:30.0,,,47-45,,C. Paul misses 2-pt shot at rim
1:25.0,,,47-45,,Offensive rebound by C. Capela
1:25.0,,,47-45,,C. Capela misses 2-pt shot at rim
1:24.0,Defensive rebound by L. Williams,,47-45,,
1:18.0,T. Harris makes 2-pt shot from 1 ft (assist by L. Williams),2,49-45,,
1:06.0,,,49-47,2,J. Harden makes 2-pt shot from 1 ft
0:48.0,L. Williams misses 2-pt shot from 1 ft,,49-47,,
0:48.0,Offensive rebound by L. Williams,,49-47,,
0:48.0,L. Williams makes 2-pt shot from 1 ft,2,51-47,,
0:27.0,,,51-47,,C. Paul misses 3-pt shot from 26 ft
0:25.0,Defensive rebound by Team,,51-47,,
0:25.0,M. Teodosic enters the game for S. Thornwell,,51-47,,
0:00.0,L. Williams misses 2-pt shot from 9 ft,,51-47,,
0:00.0,Offensive rebound by Team,,51-47,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:41.0,T. Harris misses 2-pt shot from 7 ft,,51-47,,
11:39.0,Offensive rebound by D. Jordan,,51-47,,
11:39.0,D. Jordan misses 2-pt shot at rim,,51-47,,
11:37.0,Offensive rebound by Team,,51-47,,
11:36.0,,,51-47,,Personal foul by J. Harden (drawn by D. Jordan)
11:28.0,T. Harris makes 3-pt shot from 22 ft (assist by A. Rivers),3,54-47,,
11:06.0,,,54-47,,T. Ariza misses 2-pt shot from 2 ft
11:03.0,Defensive rebound by D. Jordan,,54-47,,
10:58.0,L. Williams makes 2-pt shot from 7 ft,2,56-47,,
10:34.0,,,56-47,,P. Tucker misses 3-pt shot from 22 ft
10:31.0,Defensive rebound by D. Jordan,,56-47,,
10:18.0,T. Harris makes 2-pt shot from 9 ft,2,58-47,,
9:58.0,,,58-50,3,P. Tucker makes 3-pt shot from 23 ft (assist by T. Ariza)
9:42.0,L. Williams misses 3-pt shot from 25 ft,,58-50,,
9:42.0,,,58-50,,Defensive rebound by J. Harden
9:36.0,,,58-52,2,C. Capela makes 2-pt shot at rim (assist by J. Harden)
9:16.0,D. Jordan misses 2-pt shot at rim,,58-52,,
9:16.0,,,58-52,,Defensive rebound by T. Ariza
9:07.0,,,58-52,,Turnover by C. Paul (lost ball; steal by L. Williams)
9:03.0,T. Harris makes 2-pt shot from 1 ft (assist by S. Thornwell),2,60-52,,
9:03.0,,,60-52,,Technical foul by C. Paul
9:03.0,L. Williams misses technical free throw,,60-52,,
9:03.0,,,60-52,,Defensive rebound by Team
8:50.0,,,60-54,2,C. Capela makes 2-pt shot from 2 ft (assist by J. Harden)
8:35.0,A. Rivers makes 2-pt shot from 2 ft,2,62-54,,
8:35.0,Loose ball foul by D. Jordan (drawn by J. Harden),,62-54,,
8:10.0,,,62-54,,J. Harden misses 3-pt shot from 26 ft
8:07.0,,,62-54,,Offensive rebound by C. Paul
8:04.0,,,62-54,,C. Capela misses 2-pt shot from 6 ft
8:04.0,Defensive rebound by Team,,62-54,,
7:49.0,S. Thornwell misses 2-pt shot from 2 ft (block by C. Capela),,62-54,,
7:46.0,,,62-54,,Defensive rebound by C. Paul
7:39.0,,,62-54,,P. Tucker misses 2-pt shot from 6 ft
7:37.0,Defensive rebound by D. Jordan,,62-54,,
7:32.0,L. Williams makes 2-pt shot at rim (assist by D. Jordan),2,64-54,,
7:15.0,,,64-54,,P. Tucker misses 3-pt shot from 22 ft
7:11.0,Defensive rebound by A. Rivers,,64-54,,
7:03.0,A. Rivers makes 2-pt shot from 1 ft (assist by L. Williams),2,66-54,,
7:03.0,,,66-54,,Houston full timeout
7:03.0,,,66-54,,E. Gordon enters the game for C. Paul
7:03.0,,,66-54,,L. Mbah a Moute enters the game for P. Tucker
6:39.0,,,66-56,2,J. Harden makes 2-pt shot from 1 ft
6:21.0,T. Harris misses 2-pt shot from 2 ft (block by C. Capela),,66-56,,
6:19.0,,,66-56,,Defensive rebound by T. Ariza
6:13.0,,,66-56,,Shooting foul by T. Harris (drawn by L. Mbah a Moute)
6:13.0,,,66-57,1,L. Mbah a Moute makes free throw 1 of 2
6:13.0,,,66-58,1,L. Mbah a Moute makes free throw 2 of 2
5:49.0,L. Williams misses 2-pt shot from 20 ft,,66-58,,
5:48.0,,,66-58,,Defensive rebound by J. Harden
5:48.0,Personal foul by S. Thornwell (drawn by J. Harden),,66-58,,
5:37.0,,,66-61,3,E. Gordon makes 3-pt shot from 24 ft (assist by J. Harden)
5:16.0,A. Rivers misses 3-pt shot from 26 ft,,66-61,,
5:13.0,,,66-61,,Defensive rebound by C. Capela
5:04.0,,,66-64,3,E. Gordon makes 3-pt shot from 22 ft (assist by T. Ariza)
4:42.0,S. Thornwell misses 3-pt shot from 25 ft,,66-64,,
4:40.0,,,66-64,,Defensive rebound by E. Gordon
4:37.0,,,66-66,2,C. Capela makes 2-pt shot from 1 ft (assist by E. Gordon)
4:37.0,LA Clippers full timeout,,66-66,,
4:37.0,M. Teodosic enters the game for L. Williams,,66-66,,
4:14.0,S. Thornwell misses 2-pt shot from 8 ft,,66-66,,
4:12.0,Offensive rebound by D. Jordan,,66-66,,
4:10.0,D. Jordan misses 2-pt shot from 5 ft (block by C. Capela),,66-66,,
4:10.0,,,66-66,,Defensive rebound by L. Mbah a Moute
4:04.0,,,66-66,,Shooting foul by A. Rivers (drawn by J. Harden)
4:04.0,,,66-67,1,J. Harden makes free throw 1 of 2
4:04.0,,,66-68,1,J. Harden makes free throw 2 of 2
3:43.0,A. Rivers makes 2-pt shot from 5 ft (assist by M. Teodosic),2,68-68,,
3:22.0,,,68-70,2,E. Gordon makes 2-pt shot from 4 ft (assist by T. Ariza)
3:14.0,A. Rivers misses 2-pt shot from 2 ft (block by C. Capela),,68-70,,
3:04.0,Offensive rebound by D. Jordan,,68-70,,
3:03.0,D. Jordan makes 2-pt shot at rim,2,70-70,,
2:59.0,,,70-70,,C. Capela misses 2-pt shot from 2 ft
2:55.0,,,70-70,,Offensive rebound by L. Mbah a Moute
2:42.0,,,70-70,,J. Harden misses 2-pt shot from 2 ft (block by D. Jordan)
2:39.0,,,70-70,,Offensive rebound by J. Harden
2:33.0,,,70-70,,T. Ariza misses 3-pt shot from 26 ft
2:31.0,,,70-70,,Offensive rebound by C. Capela
2:29.0,,,70-70,,L. Mbah a Moute misses 3-pt shot from 25 ft
2:26.0,Defensive rebound by T. Harris,,70-70,,
2:08.0,T. Harris misses 2-pt shot from 20 ft,,70-70,,
2:06.0,,,70-70,,Defensive rebound by T. Ariza
1:49.0,,,70-70,,E. Gordon misses 2-pt shot from 1 ft
1:45.0,,,70-70,,Offensive rebound by C. Capela
1:45.0,,,70-72,2,C. Capela makes 2-pt shot at rim
1:26.0,T. Harris makes 2-pt shot from 1 ft,2,72-72,,
1:03.0,,,72-72,,Shooting foul by D. Jordan (drawn by L. Mbah a Moute)
1:03.0,,,72-72,,L. Mbah a Moute misses free throw 1 of 2
1:03.0,,,72-72,,Offensive rebound by Team
1:03.0,,,72-72,,P. Tucker enters the game for T. Ariza
1:03.0,,,72-72,,J. Johnson enters the game for J. Harden
1:03.0,,,72-72,,C. Paul enters the game for C. Capela
1:03.0,M. Harrell enters the game for D. Jordan,,72-72,,
1:03.0,,,72-73,1,L. Mbah a Moute makes free throw 2 of 2
0:41.0,T. Harris misses 2-pt shot from 9 ft,,72-73,,
0:39.0,,,72-73,,Defensive rebound by J. Johnson
0:32.0,,,72-76,3,E. Gordon makes 3-pt shot from 30 ft (assist by C. Paul)
0:20.0,A. Rivers makes 2-pt shot from 2 ft,2,74-76,,
0:04.0,J. Evans enters the game for S. Thornwell,,74-76,,
0:04.0,W. Johnson enters the game for M. Teodosic,,74-76,,
0:00.0,,,74-76,,Shooting foul by M. Harrell (drawn by C. Paul)
0:00.0,,,74-77,1,C. Paul makes free throw 1 of 2
0:00.0,,,74-78,1,C. Paul makes free throw 2 of 2
0:00.0,J. Evans misses 3-pt shot from 62 ft,,74-78,,
0:00.0,Offensive rebound by Team,,74-78,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:46.0,,,74-78,,Shooting foul by M. Harrell (drawn by C. Paul)
11:46.0,,,74-79,1,C. Paul makes free throw 1 of 2
11:46.0,,,74-80,1,C. Paul makes free throw 2 of 2
11:35.0,J. Evans misses 2-pt shot from 2 ft,,74-80,,
11:33.0,Offensive rebound by M. Harrell,,74-80,,
11:31.0,M. Harrell makes 2-pt shot from 1 ft,2,76-80,,
11:09.0,,,76-80,,L. Mbah a Moute misses 3-pt shot from 22 ft
11:07.0,,,76-80,,Offensive rebound by P. Tucker
11:03.0,,,76-80,,L. Mbah a Moute misses 3-pt shot from 23 ft
11:00.0,Defensive rebound by M. Harrell,,76-80,,
10:38.0,M. Harrell misses 2-pt shot from 12 ft,,76-80,,
10:36.0,Offensive rebound by J. Evans,,76-80,,
10:35.0,J. Evans makes 2-pt shot at rim,2,78-80,,
10:18.0,,,78-80,,E. Gordon misses 2-pt shot from 1 ft (block by M. Teodosic)
10:14.0,Defensive rebound by L. Williams,,78-80,,
10:08.0,J. Evans makes 2-pt shot from 19 ft,2,80-80,,
9:47.0,,,80-80,,C. Paul misses 3-pt shot from 25 ft
9:44.0,Defensive rebound by M. Teodosic,,80-80,,
9:38.0,L. Williams misses 2-pt shot from 2 ft,,80-80,,
9:36.0,,,80-80,,Defensive rebound by J. Johnson
9:33.0,,,80-83,3,E. Gordon makes 3-pt shot from 30 ft (assist by J. Johnson)
9:15.0,Shooting foul by E. Gordon (drawn by S. Dekker),,80-83,,
9:15.0,S. Dekker makes free throw 1 of 2,1,81-83,,
9:15.0,S. Dekker makes free throw 2 of 2,1,82-83,,
9:00.0,,,82-86,3,L. Mbah a Moute makes 3-pt shot from 22 ft (assist by P. Tucker)
8:47.0,S. Dekker misses 2-pt shot from 2 ft,,82-86,,
8:45.0,,,82-86,,Defensive rebound by C. Paul
8:41.0,,,82-88,2,L. Mbah a Moute makes 2-pt shot from 1 ft (assist by C. Paul)
8:39.0,LA Clippers full timeout,,82-88,,
8:39.0,T. Harris enters the game for J. Evans,,82-88,,
8:39.0,A. Rivers enters the game for S. Dekker,,82-88,,
8:25.0,T. Harris misses 2-pt shot from 4 ft (block by L. Mbah a Moute),,82-88,,
8:20.0,,,82-88,,Defensive rebound by E. Gordon
8:13.0,,,82-90,2,C. Paul makes 2-pt shot from 19 ft
7:49.0,A. Rivers makes 2-pt shot from 1 ft,2,84-90,,
7:31.0,,,84-90,,E. Gordon misses 3-pt shot from 25 ft
7:29.0,Defensive rebound by M. Teodosic,,84-90,,
7:12.0,A. Rivers makes 2-pt shot from 1 ft,2,86-90,,
6:58.0,,,86-90,,J. Johnson misses 3-pt shot from 22 ft
6:56.0,Defensive rebound by L. Williams,,86-90,,
6:45.0,,,86-90,,Personal foul by L. Mbah a Moute (drawn by M. Harrell)
6:45.0,,,86-90,,J. Harden enters the game for C. Paul
6:45.0,S. Thornwell enters the game for M. Teodosic,,86-90,,
6:24.0,T. Harris misses 3-pt shot from 27 ft,,86-90,,
6:21.0,,,86-90,,Defensive rebound by E. Gordon
6:18.0,,,86-93,3,J. Harden makes 3-pt shot from 26 ft
6:09.0,,,86-93,,T. Ariza enters the game for J. Johnson
6:09.0,L. Williams misses 2-pt shot from 2 ft (block by J. Harden),,86-93,,
6:09.0,Offensive rebound by Team,,86-93,,
6:09.0,,,86-93,,C. Capela enters the game for P. Tucker
6:09.0,D. Jordan enters the game for M. Harrell,,86-93,,
6:06.0,Turnover by L. Williams (bad pass; steal by E. Gordon),,86-93,,
5:48.0,,,86-93,,L. Mbah a Moute misses 3-pt shot from 22 ft
5:44.0,Defensive rebound by D. Jordan,,86-93,,
5:36.0,L. Williams misses 2-pt shot from 8 ft,,86-93,,
5:34.0,,,86-93,,Defensive rebound by E. Gordon
5:24.0,,,86-93,,Shooting foul by D. Jordan (drawn by C. Capela)
5:24.0,,,86-93,,C. Capela misses free throw 1 of 2
5:24.0,,,86-93,,Offensive rebound by Team
5:24.0,,,86-94,1,C. Capela makes free throw 2 of 2
5:06.0,T. Harris misses 3-pt shot from 23 ft,,86-94,,
5:03.0,,,86-94,,Defensive rebound by C. Capela
4:51.0,,,86-94,,J. Harden misses 3-pt shot from 26 ft
4:50.0,,,86-94,,Offensive rebound by C. Capela
4:35.0,,,86-94,,E. Gordon misses 2-pt shot from 15 ft
4:32.0,Defensive rebound by T. Harris,,86-94,,
4:19.0,T. Harris makes 2-pt shot from 1 ft,2,88-94,,
3:56.0,,,88-96,2,L. Mbah a Moute makes 2-pt shot from 2 ft (assist by J. Harden)
3:38.0,A. Rivers makes 2-pt shot from 1 ft,2,90-96,,
3:24.0,,,90-96,,J. Harden misses 2-pt shot from 2 ft
3:20.0,,,90-96,,Offensive rebound by C. Capela
3:20.0,,,90-98,2,C. Capela makes 2-pt shot at rim
3:11.0,A. Rivers misses 2-pt shot from 5 ft,,90-98,,
3:09.0,,,90-98,,Defensive rebound by L. Mbah a Moute
3:01.0,,,90-98,,J. Harden misses 3-pt shot from 27 ft
2:58.0,Defensive rebound by T. Harris,,90-98,,
2:54.0,L. Williams misses 3-pt shot from 24 ft,,90-98,,
2:52.0,,,90-98,,Defensive rebound by E. Gordon
2:42.0,,,90-98,,Turnover by L. Mbah a Moute (traveling)
2:42.0,,,90-98,,Houston full timeout
2:42.0,,,90-98,,C. Paul enters the game for E. Gordon
