time,New York,pts.away,score,pts.home,San Antonio
0:31.0,,,51-54,1,T. Parker makes free throw 2 of 2
0:08.0,C. Lee misses 2-pt shot from 10 ft,,51-54,,
0:05.0,Offensive rebound by K. Porzingis,,51-54,,
0:05.0,K. Porzingis misses 2-pt shot from 1 ft,,51-54,,
0:05.0,Offensive rebound by E. Kanter,,51-54,,
0:04.0,E. Kanter makes 2-pt shot at rim,2,53-54,,
0:00.0,,,53-54,,T. Parker misses 2-pt shot from 13 ft
0:00.0,,,53-54,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:43.0,Turnover by E. Kanter (turnover),,53-54,,
11:23.0,,,53-54,,L. Aldridge misses 2-pt shot from 12 ft
11:20.0,Defensive rebound by E. Kanter,,53-54,,
11:03.0,C. Lee makes 2-pt shot from 19 ft,2,55-54,,
10:43.0,,,55-54,,Shooting foul by L. Thomas (drawn by P. Gasol)
10:43.0,,,55-54,,P. Gasol misses free throw 1 of 2
10:43.0,,,55-54,,Offensive rebound by Team
10:43.0,,,55-55,1,P. Gasol makes free throw 2 of 2
10:32.0,J. Jack misses 2-pt shot from 12 ft,,55-55,,
10:32.0,,,55-55,,Defensive rebound by Team
10:32.0,Loose ball foul by E. Kanter (drawn by P. Gasol),,55-55,,
10:11.0,,,55-58,3,D. Green makes 3-pt shot from 25 ft (assist by L. Aldridge)
9:54.0,K. Porzingis makes 2-pt shot from 13 ft (assist by L. Thomas),2,57-58,,
9:39.0,,,57-60,2,K. Anderson makes 2-pt shot from 9 ft (assist by P. Gasol)
9:29.0,K. Porzingis misses 3-pt shot from 24 ft,,57-60,,
9:27.0,,,57-60,,Defensive rebound by P. Gasol
9:21.0,,,57-62,2,L. Aldridge makes 2-pt shot from 2 ft (assist by P. Gasol)
9:08.0,C. Lee misses 2-pt shot from 12 ft,,57-62,,
9:06.0,,,57-62,,Defensive rebound by P. Gasol
9:06.0,Personal foul by J. Jack (drawn by T. Parker),,57-62,,
8:52.0,,,57-64,2,P. Gasol makes 2-pt shot from 20 ft (assist by D. Green)
8:35.0,E. Kanter makes 2-pt shot from 5 ft (assist by J. Jack),2,59-64,,
8:16.0,,,59-64,,L. Aldridge misses 2-pt shot from 2 ft
8:14.0,,,59-64,,Offensive rebound by L. Aldridge
8:13.0,,,59-67,3,D. Green makes 3-pt shot from 25 ft (assist by L. Aldridge)
8:13.0,New York full timeout,,59-67,,
7:58.0,Shooting foul by K. Anderson (drawn by K. Porzingis),,59-67,,
7:58.0,K. Porzingis makes free throw 1 of 2,1,60-67,,
7:58.0,K. Porzingis makes free throw 2 of 2,1,61-67,,
7:42.0,,,61-70,3,D. Green makes 3-pt shot from 25 ft (assist by L. Aldridge)
7:24.0,K. Porzingis makes 2-pt shot from 13 ft (assist by E. Kanter),2,63-70,,
7:02.0,,,63-70,,L. Aldridge misses 2-pt shot from 7 ft
7:00.0,Defensive rebound by K. Porzingis,,63-70,,
6:53.0,J. Jack makes 2-pt shot from 18 ft,2,65-70,,
6:34.0,,,65-70,,L. Aldridge misses 2-pt shot from 16 ft
6:32.0,Defensive rebound by J. Jack,,65-70,,
6:29.0,Shooting foul by D. Green (drawn by C. Lee),,65-70,,
6:29.0,C. Lee makes free throw 1 of 2,1,66-70,,
6:29.0,,,66-70,,B. Forbes enters the game for T. Parker
6:29.0,,,66-70,,R. Gay enters the game for L. Aldridge
6:29.0,,,66-70,,D. Murray enters the game for D. Green
6:29.0,C. Lee makes free throw 2 of 2,1,67-70,,
6:13.0,,,67-70,,B. Forbes misses 2-pt shot from 14 ft
6:11.0,Defensive rebound by L. Thomas,,67-70,,
5:55.0,E. Kanter misses 2-pt shot from 7 ft,,67-70,,
5:52.0,,,67-70,,Defensive rebound by P. Gasol
5:45.0,,,67-70,,Shooting foul by L. Thomas (drawn by K. Anderson)
5:45.0,,,67-71,1,K. Anderson makes free throw 1 of 2
5:45.0,,,67-72,1,K. Anderson makes free throw 2 of 2
5:32.0,C. Lee makes 2-pt shot from 13 ft (assist by K. Porzingis),2,69-72,,
5:16.0,,,69-72,,B. Forbes misses 3-pt shot from 24 ft
5:16.0,Defensive rebound by K. Porzingis,,69-72,,
5:07.0,Turnover by K. Porzingis (bad pass),,69-72,,
5:07.0,M. Beasley enters the game for L. Thomas,,69-72,,
4:56.0,,,69-72,,Shooting foul by K. Porzingis (drawn by R. Gay)
4:56.0,,,69-73,1,R. Gay makes free throw 1 of 2
4:56.0,K. O'Quinn enters the game for E. Kanter,,69-73,,
4:56.0,,,69-73,,R. Gay misses free throw 2 of 2
4:53.0,Defensive rebound by M. Beasley,,69-73,,
4:43.0,C. Lee misses 2-pt shot from 16 ft,,69-73,,
4:39.0,,,69-73,,Defensive rebound by B. Forbes
4:25.0,,,69-75,2,K. Anderson makes 2-pt shot from 20 ft (assist by P. Gasol)
4:15.0,J. Jack misses 2-pt shot from 18 ft,,69-75,,
4:14.0,,,69-75,,Defensive rebound by Team
4:14.0,F. Ntilikina enters the game for J. Jack,,69-75,,
3:57.0,,,69-77,2,D. Murray makes 2-pt shot from 1 ft (assist by P. Gasol)
3:50.0,,,69-77,,Personal foul by B. Forbes (drawn by C. Lee)
3:41.0,K. Porzingis misses 2-pt shot from 11 ft,,69-77,,
3:38.0,,,69-77,,Defensive rebound by P. Gasol
3:28.0,,,69-77,,P. Gasol misses 2-pt shot from 1 ft (block by K. Porzingis)
3:27.0,,,69-77,,Offensive rebound by R. Gay
3:25.0,,,69-79,2,D. Murray makes 2-pt shot from 1 ft (assist by R. Gay)
3:25.0,,,69-79,,Shooting foul by K. Porzingis (drawn by D. Murray)
3:25.0,,,69-79,,M. Ginobili enters the game for K. Anderson
3:25.0,,,69-79,,D. Murray misses free throw 1 of 1
3:23.0,Defensive rebound by M. Beasley,,69-79,,
3:00.0,M. Beasley misses 2-pt shot from 2 ft (block by R. Gay),,69-79,,
3:00.0,Offensive rebound by Team,,69-79,,
3:00.0,Turnover by Team (shot clock),,69-79,,
3:00.0,,,69-79,,San Antonio full timeout
3:00.0,D. McDermott enters the game for K. Porzingis,,69-79,,
2:43.0,,,69-79,,D. Murray misses 2-pt shot from 3 ft
2:41.0,,,69-79,,Offensive rebound by P. Gasol
2:38.0,,,69-81,2,R. Gay makes 2-pt shot from 11 ft (assist by P. Gasol)
2:22.0,M. Beasley makes 2-pt shot at rim (assist by F. Ntilikina),2,71-81,,
2:05.0,,,71-84,3,P. Gasol makes 3-pt shot from 25 ft (assist by M. Ginobili)
1:44.0,C. Lee misses 2-pt shot from 18 ft,,71-84,,
1:40.0,,,71-84,,Defensive rebound by R. Gay
1:29.0,,,71-84,,M. Ginobili misses 2-pt shot from 3 ft
1:28.0,Defensive rebound by K. O'Quinn,,71-84,,
1:22.0,K. O'Quinn makes 2-pt shot from 20 ft (assist by D. McDermott),2,73-84,,
1:00.0,,,73-84,,R. Gay misses 2-pt shot at rim
0:57.0,Defensive rebound by D. McDermott,,73-84,,
0:52.0,M. Beasley makes 2-pt shot from 2 ft (assist by F. Ntilikina),2,75-84,,
0:46.0,,,75-84,,San Antonio full timeout
0:46.0,,,75-84,,K. Anderson enters the game for P. Gasol
0:46.0,,,75-84,,L. Aldridge enters the game for R. Gay
0:46.0,R. Baker enters the game for C. Lee,,75-84,,
0:41.0,Personal foul by K. O'Quinn (drawn by L. Aldridge),,75-84,,
0:41.0,,,75-85,1,L. Aldridge makes free throw 1 of 2
0:41.0,,,75-86,1,L. Aldridge makes free throw 2 of 2
0:35.0,,,75-86,,Personal foul by B. Forbes (drawn by D. McDermott)
0:23.0,M. Beasley misses 2-pt shot from 10 ft,,75-86,,
0:23.0,Offensive rebound by Team,,75-86,,
0:21.0,K. O'Quinn makes 2-pt shot from 3 ft (assist by R. Baker),2,77-86,,
0:01.0,,,77-86,,B. Forbes misses 2-pt shot from 1 ft
0:01.0,Defensive rebound by R. Baker,,77-86,,
0:00.0,Shooting foul by D. Murray (drawn by R. Baker),,77-86,,
0:00.0,R. Baker makes free throw 2 of 3,1,79-86,,
0:00.0,R. Baker makes free throw 3 of 3,1,79-86,,
0:00.0,R. Baker misses free throw 1 of 3,,79-86,,
0:00.0,Offensive rebound by Team,,79-86,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:41.0,,,79-88,2,B. Forbes makes 2-pt shot from 18 ft (assist by M. Ginobili)
11:27.0,D. McDermott misses 3-pt shot from 25 ft,,79-88,,
11:24.0,Offensive rebound by K. O'Quinn,,79-88,,
11:24.0,M. Beasley makes 2-pt shot from 6 ft (assist by K. O'Quinn),2,81-88,,
11:24.0,Shooting foul by M. Ginobili (drawn by M. Beasley),,81-88,,
11:24.0,M. Beasley makes free throw 1 of 1,1,82-88,,
11:16.0,Personal foul by R. Baker (drawn by M. Ginobili),,82-88,,
11:16.0,,,82-88,,D. Green enters the game for M. Ginobili
11:10.0,,,82-88,,Shooting foul by K. O'Quinn (drawn by L. Aldridge)
11:10.0,,,82-89,1,L. Aldridge makes free throw 1 of 2
11:10.0,,,82-90,1,L. Aldridge makes free throw 2 of 2
11:00.0,,,82-90,,Personal foul by T. Parker (drawn by D. McDermott)
11:00.0,,,82-90,,P. Mills enters the game for B. Forbes
10:53.0,M. Beasley misses 2-pt shot from 1 ft,,82-90,,
10:50.0,,,82-90,,Defensive rebound by K. Anderson
10:41.0,,,82-90,,D. Green misses 3-pt shot from 26 ft
10:35.0,,,82-90,,Offensive rebound by L. Aldridge
10:35.0,,,82-92,2,L. Aldridge makes 2-pt shot at rim
10:22.0,K. O'Quinn misses 2-pt shot from 8 ft (block by D. Green),,82-92,,
10:18.0,,,82-92,,Defensive rebound by P. Mills
10:16.0,,,82-95,3,D. Green makes 3-pt shot from 25 ft (assist by P. Mills)
10:16.0,New York full timeout,,82-95,,
10:16.0,K. Porzingis enters the game for D. McDermott,,82-95,,
10:04.0,Turnover by R. Baker (bad pass),,82-95,,
10:04.0,D. McDermott enters the game for K. O'Quinn,,82-95,,
9:51.0,,,82-95,,Shooting foul by K. Porzingis (drawn by L. Aldridge)
9:51.0,,,82-96,1,L. Aldridge makes free throw 1 of 2
9:51.0,C. Lee enters the game for R. Baker,,82-96,,
9:51.0,,,82-97,1,L. Aldridge makes free throw 2 of 2
9:51.0,J. Jack enters the game for D. McDermott,,82-97,,
9:35.0,Turnover by F. Ntilikina (bad pass; steal by K. Anderson),,82-97,,
9:18.0,,,82-97,,Shooting foul by K. Porzingis (drawn by K. Anderson)
9:18.0,,,82-98,1,K. Anderson makes free throw 1 of 2
9:18.0,,,82-99,1,K. Anderson makes free throw 2 of 2
9:00.0,F. Ntilikina makes 2-pt shot from 19 ft (assist by J. Jack),2,84-99,,
8:40.0,,,84-99,,L. Aldridge misses 2-pt shot from 12 ft
8:40.0,,,84-99,,Offensive rebound by Team
8:40.0,Personal foul by F. Ntilikina (drawn by K. Anderson),,84-99,,
8:40.0,,,84-100,1,K. Anderson makes free throw 1 of 2
8:40.0,,,84-101,1,K. Anderson makes free throw 2 of 2
8:27.0,M. Beasley makes 2-pt shot from 9 ft (assist by J. Jack),2,86-101,,
8:07.0,,,86-101,,D. Green misses 3-pt shot from 25 ft
8:07.0,Defensive rebound by C. Lee,,86-101,,
7:59.0,C. Lee makes 2-pt shot from 1 ft,2,88-101,,
7:42.0,,,88-101,,Turnover by T. Parker (step out of bounds)
7:26.0,K. Porzingis misses 2-pt shot from 11 ft,,88-101,,
7:24.0,,,88-101,,Defensive rebound by L. Aldridge
7:15.0,,,88-101,,Turnover by L. Aldridge (lost ball; steal by M. Beasley)
7:06.0,J. Jack makes 2-pt shot from 21 ft (assist by F. Ntilikina),2,90-101,,
6:38.0,,,90-101,,B. Forbes enters the game for D. Green
6:34.0,,,90-103,2,L. Aldridge makes 2-pt shot from 20 ft (assist by P. Mills)
6:19.0,F. Ntilikina misses 2-pt shot from 16 ft,,90-103,,
6:16.0,,,90-103,,Defensive rebound by K. Anderson
5:51.0,,,90-105,2,K. Anderson makes 2-pt shot from 9 ft
5:39.0,M. Beasley makes 2-pt shot from 1 ft (assist by F. Ntilikina),2,92-105,,
5:39.0,Shooting foul by K. Anderson (drawn by M. Beasley),,92-105,,
5:39.0,M. Beasley makes free throw 1 of 1,1,93-105,,
5:18.0,,,93-105,,L. Aldridge misses 2-pt shot from 7 ft
5:17.0,Defensive rebound by M. Beasley,,93-105,,
5:10.0,K. Porzingis makes 2-pt shot from 2 ft (assist by F. Ntilikina),2,95-105,,
4:56.0,Personal foul by J. Jack (drawn by P. Mills),,95-105,,
4:56.0,,,95-106,1,P. Mills makes free throw 1 of 2
4:56.0,,,95-106,,M. Ginobili enters the game for K. Anderson
4:56.0,,,95-107,1,P. Mills makes free throw 2 of 2
4:46.0,M. Beasley misses 2-pt shot from 8 ft,,95-107,,
4:45.0,,,95-107,,Defensive rebound by Team
4:27.0,,,95-109,2,M. Ginobili makes 2-pt shot from 12 ft (assist by T. Parker)
