time,Dallas,pts.away,score,pts.home,LA Clippers
4:07.0,D. Harris enters the game for M. Kleber,,43-49,,
4:07.0,J. Barea enters the game for S. Mejri,,43-49,,
3:53.0,,,43-51,2,L. Williams makes 2-pt shot from 15 ft (assist by M. Teodosic)
3:33.0,D. Nowitzki misses 3-pt shot from 23 ft,,43-51,,
3:29.0,Offensive rebound by D. Powell,,43-51,,
3:27.0,W. Matthews makes 3-pt shot from 26 ft (assist by D. Powell),3,46-51,,
3:07.0,,,46-51,,M. Teodosic misses 3-pt shot from 24 ft
3:07.0,Defensive rebound by Team,,46-51,,
2:56.0,Turnover by J. Barea (bad pass; steal by L. Williams),,46-51,,
2:55.0,Personal take foul by D. Harris (drawn by L. Williams),,46-51,,
2:41.0,,,46-51,,Turnover by M. Teodosic (bad pass; steal by D. Harris)
2:37.0,D. Nowitzki misses 3-pt shot from 25 ft,,46-51,,
2:34.0,,,46-51,,Defensive rebound by T. Harris
2:30.0,,,46-53,2,T. Harris makes 2-pt shot from 1 ft
2:10.0,D. Nowitzki misses 2-pt shot from 11 ft,,46-53,,
2:10.0,Offensive rebound by Team,,46-53,,
2:02.0,Offensive foul by D. Powell (drawn by L. Williams),,46-53,,
2:02.0,Turnover by D. Powell (offensive foul),,46-53,,
1:41.0,,,46-53,,D. Gallinari misses 2-pt shot from 23 ft
1:37.0,Defensive rebound by J. Barea,,46-53,,
1:35.0,W. Matthews makes 3-pt shot from 25 ft (assist by J. Barea),3,49-53,,
1:20.0,,,49-55,2,T. Harris makes 2-pt shot from 10 ft (assist by D. Jordan)
1:04.0,Shooting foul by D. Jordan (drawn by D. Powell),,49-55,,
1:04.0,D. Powell makes free throw 1 of 2,1,50-55,,
1:04.0,D. Powell misses free throw 2 of 2,,50-55,,
1:01.0,,,50-55,,Defensive rebound by D. Jordan
0:53.0,,,50-58,3,D. Gallinari makes 3-pt shot from 24 ft
0:45.0,J. Barea makes 3-pt shot from 24 ft,3,53-58,,
0:37.0,,,53-58,,L. Williams misses 3-pt shot from 24 ft
0:33.0,Defensive rebound by D. Powell,,53-58,,
0:16.0,D. Nowitzki makes 2-pt shot from 21 ft (assist by W. Matthews),2,55-58,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:46.0,W. Matthews makes 3-pt shot from 23 ft (assist by D. Smith),3,58-58,,
11:30.0,,,58-58,,Shooting foul by W. Matthews (drawn by T. Harris)
11:30.0,,,58-58,,T. Harris misses free throw 1 of 2
11:30.0,,,58-58,,Offensive rebound by Team
11:30.0,,,58-58,,T. Harris misses free throw 2 of 2
11:27.0,Defensive rebound by D. Powell,,58-58,,
11:08.0,D. Smith makes 2-pt shot from 17 ft (assist by D. Powell),2,60-58,,
10:56.0,,,60-61,3,T. Harris makes 3-pt shot from 24 ft (assist by A. Bradley)
10:35.0,Y. Ferrell misses 2-pt shot from 19 ft,,60-61,,
10:32.0,,,60-61,,Defensive rebound by A. Bradley
10:26.0,,,60-64,3,D. Gallinari makes 3-pt shot from 22 ft (assist by M. Teodosic)
10:10.0,D. Nowitzki makes 3-pt shot from 24 ft (assist by W. Matthews),3,63-64,,
9:56.0,Personal foul by W. Matthews (drawn by D. Gallinari),,63-64,,
9:56.0,S. Mejri enters the game for D. Nowitzki,,63-64,,
9:48.0,,,63-66,2,D. Gallinari makes 2-pt shot from 12 ft (assist by T. Harris)
9:34.0,W. Matthews makes 3-pt shot from 24 ft (assist by D. Smith),3,66-66,,
9:24.0,,,66-66,,T. Harris misses 3-pt shot from 24 ft
9:23.0,Defensive rebound by Team,,66-66,,
9:06.0,Y. Ferrell misses 2-pt shot from 17 ft,,66-66,,
9:01.0,,,66-66,,Defensive rebound by D. Jordan
8:56.0,,,66-66,,Turnover by A. Bradley (traveling)
8:37.0,D. Smith misses 3-pt shot from 25 ft,,66-66,,
8:36.0,,,66-66,,Defensive rebound by Team
8:15.0,Jump ball: A. Bradley vs. Y. Ferrell (D. Jordan gains possession),,,,Jump ball: A. Bradley vs. Y. Ferrell (D. Jordan gains possession)
8:11.0,,,66-66,,T. Harris misses 3-pt shot from 24 ft
8:07.0,Defensive rebound by D. Powell,,66-66,,
7:56.0,W. Matthews makes 3-pt shot from 25 ft,3,69-66,,
7:39.0,,,69-66,,M. Teodosic misses 2-pt shot from 15 ft
7:35.0,Defensive rebound by S. Mejri,,69-66,,
7:28.0,W. Matthews misses 3-pt shot from 27 ft,,69-66,,
7:23.0,Offensive rebound by D. Powell,,69-66,,
7:20.0,W. Matthews makes 3-pt shot from 24 ft (assist by D. Smith),3,72-66,,
7:19.0,,,72-66,,LA Clippers full timeout
6:56.0,,,72-66,,D. Gallinari misses 2-pt shot from 19 ft
6:52.0,Defensive rebound by S. Mejri,,72-66,,
6:33.0,D. Powell misses 2-pt shot from 20 ft,,72-66,,
6:30.0,,,72-66,,Defensive rebound by T. Harris
6:23.0,,,72-66,,A. Bradley misses 3-pt shot from 23 ft
6:23.0,,,72-66,,Offensive rebound by Team
6:23.0,,,72-66,,L. Williams enters the game for M. Teodosic
6:23.0,,,72-66,,T. Wallace enters the game for A. Bradley
6:23.0,M. Kleber enters the game for D. Powell,,72-66,,
6:19.0,,,72-66,,L. Williams misses 2-pt shot from 18 ft
6:19.0,Defensive rebound by Team,,72-66,,
6:15.0,Jump ball: D. Jordan vs. M. Kleber (W. Matthews gains possession),,,,Jump ball: D. Jordan vs. M. Kleber (W. Matthews gains possession)
5:59.0,W. Matthews misses 3-pt shot from 24 ft,,72-66,,
5:58.0,,,72-66,,Defensive rebound by D. Gallinari
5:58.0,Personal foul by S. Mejri (drawn by D. Gallinari),,72-66,,
5:46.0,,,72-68,2,T. Wallace makes 2-pt shot from 2 ft (assist by D. Jordan)
5:36.0,,,72-68,,Personal foul by T. Wallace (drawn by D. Smith)
5:26.0,M. Kleber misses 3-pt shot from 25 ft,,72-68,,
5:21.0,,,72-68,,Defensive rebound by T. Harris
5:10.0,,,72-70,2,T. Harris makes 2-pt shot from 1 ft (assist by D. Gallinari)
4:51.0,Turnover by D. Smith (lost ball; steal by D. Jordan),,72-70,,
4:42.0,,,72-70,,T. Wallace misses 2-pt shot from 11 ft
4:40.0,Defensive rebound by W. Matthews,,72-70,,
4:38.0,Turnover by W. Matthews (bad pass),,72-70,,
4:16.0,,,72-70,,Offensive foul by T. Harris (drawn by W. Matthews)
4:16.0,,,72-70,,Turnover by T. Harris (offensive foul)
4:16.0,,,72-70,,W. Johnson enters the game for D. Gallinari
3:59.0,W. Matthews misses 3-pt shot from 24 ft,,72-70,,
3:56.0,,,72-70,,Defensive rebound by L. Williams
3:53.0,,,72-70,,Turnover by L. Williams (bad pass; steal by W. Matthews)
3:47.0,D. Smith misses 2-pt shot at rim (block by D. Jordan),,72-70,,
3:46.0,,,72-70,,Defensive rebound by D. Jordan
3:46.0,D. Harris enters the game for W. Matthews,,72-70,,
3:46.0,,,72-70,,M. Harrell enters the game for D. Jordan
3:30.0,,,72-72,2,T. Harris makes 2-pt shot from 1 ft
3:29.0,Dallas full timeout,,72-72,,
3:29.0,J. Barea enters the game for D. Smith,,72-72,,
3:16.0,Y. Ferrell misses 3-pt shot from 25 ft,,72-72,,
3:15.0,,,72-72,,Defensive rebound by Team
3:15.0,Loose ball foul by S. Mejri (drawn by M. Harrell),,72-72,,
3:15.0,D. Nowitzki enters the game for M. Kleber,,72-72,,
3:15.0,D. Powell enters the game for S. Mejri,,72-72,,
3:03.0,,,72-72,,L. Williams misses 3-pt shot from 25 ft
2:59.0,Defensive rebound by Y. Ferrell,,72-72,,
2:49.0,,,72-72,,Personal foul by W. Johnson (drawn by D. Powell)
2:38.0,D. Harris makes 3-pt shot from 25 ft,3,75-72,,
2:17.0,,,75-72,,T. Harris misses 2-pt shot from 10 ft (block by D. Powell)
2:17.0,Defensive rebound by Team,,75-72,,
2:17.0,,,75-72,,Loose ball foul by M. Harrell (drawn by D. Powell)
2:03.0,Shooting foul by T. Wallace (drawn by D. Powell),,75-72,,
2:03.0,D. Powell makes free throw 1 of 2,1,76-72,,
2:03.0,,,76-72,,S. Dekker enters the game for T. Harris
2:03.0,D. Powell makes free throw 2 of 2,1,77-72,,
1:48.0,,,77-72,,Turnover by T. Wallace (step out of bounds)
1:33.0,Turnover by D. Harris (bad pass; steal by T. Wallace),,77-72,,
1:28.0,,,77-74,2,T. Wallace makes 2-pt shot at rim
1:16.0,J. Barea misses 2-pt shot from 16 ft,,77-74,,
1:07.0,Offensive rebound by D. Powell,,77-74,,
1:07.0,D. Powell makes 2-pt shot at rim,2,79-74,,
1:00.0,,,79-76,2,L. Williams makes 2-pt shot at rim
0:52.0,D. Nowitzki misses 3-pt shot from 25 ft,,79-76,,
0:49.0,,,79-76,,Defensive rebound by M. Harrell
0:39.0,,,79-76,,L. Williams misses 3-pt shot from 25 ft
0:37.0,Defensive rebound by D. Powell,,79-76,,
0:34.0,J. Barea makes 3-pt shot from 25 ft,3,82-76,,
0:13.0,Personal foul by D. Harris (drawn by L. Williams),,82-76,,
0:13.0,,,82-77,1,L. Williams makes free throw 1 of 2
0:13.0,,,82-77,,A. Bradley enters the game for T. Wallace
0:13.0,,,82-78,1,L. Williams makes free throw 2 of 2
0:01.0,J. Barea misses 3-pt shot from 25 ft,,82-78,,
0:00.0,Offensive rebound by Team,,82-78,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:43.0,,,82-78,,M. Harrell misses 2-pt shot from 1 ft
11:40.0,Defensive rebound by D. Powell,,82-78,,
11:30.0,D. Nowitzki makes 2-pt shot from 21 ft (assist by D. Harris),2,84-78,,
11:22.0,Personal foul by D. Harris (drawn by L. Williams),,84-78,,
11:10.0,,,84-80,2,A. Bradley makes 2-pt shot from 1 ft (assist by S. Dekker)
10:58.0,Turnover by D. Smith (out of bounds lost ball),,84-80,,
10:49.0,,,84-80,,L. Williams misses 2-pt shot from 16 ft
10:49.0,,,84-80,,Offensive rebound by A. Bradley
10:47.0,,,84-82,2,A. Bradley makes 2-pt shot from 1 ft
10:32.0,D. Nowitzki misses 3-pt shot from 25 ft,,84-82,,
10:29.0,,,84-82,,Defensive rebound by L. Williams
10:26.0,,,84-82,,Turnover by L. Williams (bad pass; steal by J. Barea)
10:21.0,Turnover by D. Smith (out of bounds lost ball),,84-82,,
10:13.0,,,84-82,,W. Johnson misses 3-pt shot from 24 ft
10:09.0,Defensive rebound by J. Barea,,84-82,,
9:58.0,Shooting foul by A. Bradley (drawn by D. Powell),,84-82,,
9:58.0,D. Powell makes free throw 1 of 2,1,85-82,,
9:58.0,D. Powell misses free throw 2 of 2,,85-82,,
9:56.0,,,85-82,,Defensive rebound by S. Dekker
9:50.0,,,85-82,,Turnover by L. Williams (out of bounds lost ball)
9:37.0,D. Harris misses 2-pt shot from 3 ft,,85-82,,
9:33.0,,,85-82,,Defensive rebound by S. Dekker
9:23.0,,,85-85,3,S. Dekker makes 3-pt shot from 25 ft (assist by W. Johnson)
9:10.0,J. Barea misses 2-pt shot from 4 ft (block by M. Harrell),,85-85,,
9:10.0,Offensive rebound by Team,,85-85,,
9:10.0,,,85-85,,D. Gallinari enters the game for S. Dekker
9:04.0,D. Nowitzki makes 3-pt shot from 24 ft (assist by J. Barea),3,88-85,,
8:38.0,,,88-85,,L. Williams misses 2-pt shot from 1 ft
8:36.0,Defensive rebound by D. Nowitzki,,88-85,,
8:33.0,Offensive foul by D. Harris (drawn by D. Gallinari),,88-85,,
8:33.0,Turnover by D. Harris (offensive foul),,88-85,,
8:33.0,W. Matthews enters the game for D. Harris,,88-85,,
8:22.0,,,88-85,,A. Bradley misses 3-pt shot from 25 ft
8:17.0,Defensive rebound by D. Nowitzki,,88-85,,
7:57.0,W. Matthews misses 2-pt shot from 23 ft,,88-85,,
7:55.0,,,88-85,,Defensive rebound by L. Williams
7:54.0,Personal foul by D. Smith (drawn by M. Harrell),,88-85,,
7:54.0,,,88-85,,M. Teodosic enters the game for W. Johnson
7:44.0,,,88-85,,M. Teodosic misses 3-pt shot from 23 ft
7:39.0,Defensive rebound by D. Powell,,88-85,,
7:25.0,D. Smith makes 3-pt shot from 24 ft,3,91-85,,
7:24.0,,,91-85,,LA Clippers full timeout
7:24.0,,,91-85,,D. Jordan enters the game for M. Harrell
7:24.0,,,91-85,,T. Harris enters the game for A. Bradley
7:24.0,M. Kleber enters the game for J. Barea,,91-85,,
7:24.0,Y. Ferrell enters the game for D. Nowitzki,,91-85,,
7:09.0,,,91-85,,D. Gallinari misses 2-pt shot from 16 ft
7:05.0,Defensive rebound by D. Smith,,91-85,,
6:55.0,D. Smith misses 2-pt shot from 11 ft,,91-85,,
6:55.0,Offensive rebound by Team,,91-85,,
6:55.0,S. Mejri enters the game for D. Powell,,91-85,,
6:53.0,Y. Ferrell makes 3-pt shot from 22 ft (assist by D. Smith),3,94-85,,
6:41.0,,,94-85,,L. Williams misses 2-pt shot from 1 ft
6:36.0,,,94-85,,Offensive rebound by D. Jordan
6:36.0,,,94-87,2,D. Jordan makes 2-pt shot at rim
6:13.0,D. Smith makes 2-pt shot from 2 ft,2,96-87,,
5:58.0,,,96-87,,Shooting foul by D. Smith (drawn by D. Gallinari)
5:58.0,,,96-88,1,D. Gallinari makes free throw 1 of 2
5:58.0,,,96-89,1,D. Gallinari makes free throw 2 of 2
5:39.0,Shooting foul by T. Harris (drawn by S. Mejri),,96-89,,
5:39.0,S. Mejri makes free throw 1 of 2,1,97-89,,
5:39.0,S. Mejri makes free throw 2 of 2,1,98-89,,
5:24.0,,,98-91,2,L. Williams makes 2-pt shot from 16 ft
5:00.0,D. Smith misses 2-pt shot from 18 ft,,98-91,,
4:56.0,,,98-91,,Defensive rebound by D. Jordan
4:54.0,,,98-91,,Turnover by M. Teodosic (traveling)
4:42.0,W. Matthews makes 3-pt shot from 25 ft (assist by D. Smith),3,101-91,,
4:23.0,,,101-91,,Shooting foul by D. Smith (drawn by D. Gallinari)
4:23.0,,,101-92,1,D. Gallinari makes free throw 1 of 2
4:23.0,,,101-92,,A. Bradley enters the game for M. Teodosic
4:23.0,,,101-93,1,D. Gallinari makes free throw 2 of 2
4:12.0,D. Smith misses 2-pt shot from 15 ft,,101-93,,
4:09.0,Offensive rebound by S. Mejri,,101-93,,
4:07.0,Y. Ferrell misses 3-pt shot from 24 ft,,101-93,,
4:07.0,,,101-93,,Defensive rebound by D. Jordan
4:01.0,,,101-93,,Shooting foul by Y. Ferrell (drawn by L. Williams)
4:01.0,,,101-94,1,L. Williams makes free throw 1 of 2
4:01.0,,,101-95,1,L. Williams makes free throw 2 of 2
3:48.0,Turnover by S. Mejri (bad pass; steal by T. Harris),,101-95,,
3:40.0,,,101-97,2,L. Williams makes 2-pt shot from 13 ft
3:40.0,Dallas full timeout,,101-97,,
