time,New Orleans,pts.away,score,pts.home,Denver
7:14.0,,,4-22,1,N. Jokic makes free throw 2 of 2
6:58.0,D. Cousins misses 2-pt shot from 19 ft,,4-22,,
6:55.0,,,4-22,,Defensive rebound by P. Millsap
6:37.0,,,4-25,3,P. Millsap makes 3-pt shot from 23 ft (assist by N. Jokic)
6:20.0,Turnover by D. Cousins (bad pass; steal by P. Millsap),,4-25,,
6:20.0,Personal foul by D. Cousins (drawn by N. Jokic),,4-25,,
6:04.0,,,4-25,,J. Murray misses 3-pt shot from 25 ft
6:01.0,Defensive rebound by D. Cousins,,4-25,,
5:53.0,R. Rondo makes 2-pt shot from 2 ft (assist by D. Cousins),2,6-25,,
5:31.0,E. Moore enters the game for D. Cunningham,,6-25,,
5:31.0,J. Nelson enters the game for R. Rondo,,6-25,,
5:27.0,,,6-27,2,P. Millsap makes 2-pt shot from 12 ft (assist by G. Harris)
5:09.0,D. Cousins misses 2-pt shot from 5 ft,,6-27,,
5:07.0,,,6-27,,Defensive rebound by W. Chandler
5:01.0,,,6-27,,P. Millsap misses 3-pt shot from 24 ft
4:54.0,,,6-27,,Offensive rebound by G. Harris
4:54.0,,,6-29,2,G. Harris makes 2-pt shot at rim
4:50.0,,,6-29,,Violation by G. Harris (kicked ball)
4:50.0,,,6-29,,W. Barton enters the game for W. Chandler
4:50.0,D. Cunningham enters the game for A. Davis,,6-29,,
4:42.0,Turnover by J. Nelson (turnover),,6-29,,
4:42.0,,,6-29,,M. Plumlee enters the game for N. Jokic
4:25.0,,,6-29,,P. Millsap misses 2-pt shot from 4 ft
4:23.0,Defensive rebound by D. Cousins,,6-29,,
4:09.0,E. Moore makes 2-pt shot from 6 ft (assist by J. Holiday),2,8-29,,
3:46.0,,,8-31,2,J. Murray makes 2-pt shot from 23 ft
3:36.0,Turnover by D. Cousins (turnover),,8-31,,
3:27.0,,,8-33,2,G. Harris makes 2-pt shot from 20 ft (assist by M. Plumlee)
3:11.0,E. Moore misses 3-pt shot from 23 ft,,8-33,,
3:07.0,,,8-33,,Defensive rebound by M. Plumlee
2:56.0,,,8-35,2,J. Murray makes 2-pt shot from 16 ft
2:45.0,D. Cousins misses 3-pt shot from 25 ft,,8-35,,
2:45.0,,,8-35,,Defensive rebound by G. Harris
2:35.0,,,8-35,,P. Millsap misses 2-pt shot from 17 ft
2:29.0,Defensive rebound by D. Cousins,,8-35,,
2:19.0,D. Cousins makes 2-pt shot from 2 ft (assist by J. Holiday),2,10-35,,
2:14.0,,,10-35,,Denver full timeout
2:14.0,,,10-35,,N. Jokic enters the game for P. Millsap
2:14.0,,,10-35,,E. Mudiay enters the game for G. Harris
2:14.0,D. Miller enters the game for D. Cousins,,10-35,,
2:14.0,C. Diallo enters the game for J. Holiday,,10-35,,
2:14.0,A. Davis enters the game for D. Cunningham,,10-35,,
2:11.0,,,10-35,,Turnover by W. Barton (traveling)
1:56.0,A. Davis makes 2-pt shot from 1 ft (assist by J. Nelson),2,12-35,,
1:39.0,,,12-35,,Turnover by M. Plumlee (bad pass)
1:24.0,A. Davis makes 2-pt shot from 2 ft,2,14-35,,
1:17.0,,,14-35,,Turnover by E. Mudiay (discontinued dribble)
1:03.0,C. Diallo makes 2-pt shot from 2 ft (assist by J. Nelson),2,16-35,,
0:50.0,Personal block foul by C. Diallo (drawn by E. Mudiay),,16-35,,
0:40.0,,,16-37,2,M. Plumlee makes 2-pt shot from 6 ft (assist by J. Murray)
0:40.0,,,16-37,,Shooting foul by C. Diallo (drawn by M. Plumlee)
0:40.0,,,16-37,,M. Plumlee misses free throw 1 of 1
0:38.0,Defensive rebound by C. Diallo,,16-37,,
0:28.0,D. Miller makes 3-pt shot from 25 ft (assist by J. Nelson),3,19-37,,
0:03.0,,,19-37,,E. Mudiay misses 3-pt shot from 24 ft
0:00.0,,,19-37,,W. Barton misses 2-pt shot from 4 ft
0:00.0,,,19-37,,Offensive rebound by W. Barton
0:00.0,,,19-37,,Offensive rebound by M. Plumlee
0:00.0,,,19-37,,M. Plumlee misses 2-pt shot at rim
0:00.0,,,19-37,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:45.0,,,19-37,,K. Faried misses 2-pt shot from 10 ft
11:40.0,Defensive rebound by A. Davis,,19-37,,
11:35.0,A. Davis makes 2-pt shot from 2 ft (assist by J. Nelson),2,21-37,,
11:11.0,,,21-39,2,W. Chandler makes 2-pt shot from 7 ft
10:59.0,D. Miller misses 3-pt shot from 25 ft,,21-39,,
10:51.0,,,21-39,,Defensive rebound by W. Chandler
10:43.0,,,21-39,,Turnover by N. Jokic (traveling)
10:31.0,Shooting foul by K. Faried (drawn by A. Davis),,21-39,,
10:31.0,A. Davis makes free throw 1 of 2,1,22-39,,
10:31.0,A. Davis makes free throw 2 of 2,1,23-39,,
10:19.0,,,23-42,3,W. Chandler makes 3-pt shot from 25 ft (assist by N. Jokic)
10:19.0,,,23-42,,Shooting foul by D. Miller (drawn by W. Chandler)
10:19.0,,,23-42,,W. Chandler misses free throw 1 of 1
10:16.0,Defensive rebound by C. Diallo,,23-42,,
10:07.0,A. Davis misses 2-pt shot from 13 ft,,23-42,,
10:03.0,,,23-42,,Defensive rebound by N. Jokic
9:56.0,,,23-42,,W. Barton misses 3-pt shot from 24 ft
9:53.0,Defensive rebound by A. Davis,,23-42,,
9:48.0,C. Diallo makes 2-pt shot from 2 ft (assist by A. Davis),2,25-42,,
9:31.0,,,25-44,2,K. Faried makes 2-pt shot from 3 ft
9:21.0,Turnover by J. Nelson (bad pass),,25-44,,
9:07.0,,,25-44,,K. Faried misses 2-pt shot from 2 ft
9:07.0,,,25-44,,Offensive rebound by N. Jokic
9:07.0,,,25-44,,Shooting foul by C. Diallo (drawn by N. Jokic)
9:07.0,,,25-45,1,N. Jokic makes free throw 1 of 2
9:07.0,D. Cousins enters the game for C. Diallo,,25-45,,
9:07.0,D. Cunningham enters the game for A. Davis,,25-45,,
9:07.0,,,25-46,1,N. Jokic makes free throw 2 of 2
8:54.0,D. Cunningham makes 3-pt shot from 23 ft (assist by E. Moore),3,28-46,,
8:42.0,,,28-46,,E. Mudiay misses 2-pt shot from 13 ft
8:41.0,,,28-46,,Offensive rebound by N. Jokic
8:37.0,,,28-46,,Turnover by W. Barton (turnover)
8:25.0,D. Cousins misses 2-pt shot from 2 ft,,28-46,,
8:22.0,,,28-46,,Defensive rebound by N. Jokic
8:15.0,,,28-46,,Turnover by K. Faried (bad pass)
7:59.0,Shooting foul by N. Jokic (drawn by D. Cousins),,28-46,,
7:59.0,,,28-46,,Denver full timeout
7:59.0,A. Davis enters the game for J. Nelson,,28-46,,
7:59.0,R. Rondo enters the game for D. Cunningham,,28-46,,
7:59.0,D. Cousins makes free throw 1 of 2,1,29-46,,
7:59.0,D. Cousins makes free throw 2 of 2,1,30-46,,
7:46.0,,,30-48,2,K. Faried makes 2-pt shot from 1 ft (assist by W. Barton)
7:34.0,J. Holiday enters the game for E. Moore,,30-48,,
7:29.0,A. Davis makes 2-pt shot from 17 ft,2,32-48,,
7:15.0,,,32-48,,E. Mudiay misses 3-pt shot from 25 ft
7:12.0,Defensive rebound by D. Cousins,,32-48,,
7:09.0,,,32-48,,P. Millsap enters the game for N. Jokic
7:07.0,J. Holiday misses 2-pt shot from 2 ft (block by W. Barton),,32-48,,
7:03.0,Offensive rebound by J. Holiday,,32-48,,
6:56.0,A. Davis makes 2-pt shot from 2 ft (assist by D. Cousins),2,34-48,,
6:56.0,Shooting foul by K. Faried (drawn by A. Davis),,34-48,,
6:56.0,A. Davis makes free throw 1 of 1,1,35-48,,
6:33.0,,,35-50,2,W. Barton makes 2-pt shot from 4 ft
6:24.0,J. Holiday makes 2-pt shot from 2 ft (assist by A. Davis),2,37-50,,
6:09.0,,,37-50,,W. Barton misses 2-pt shot from 8 ft
6:03.0,,,37-50,,Offensive rebound by K. Faried
6:03.0,,,37-50,,K. Faried misses 2-pt shot at rim
6:02.0,,,37-50,,Offensive rebound by K. Faried
6:02.0,,,37-52,2,K. Faried makes 2-pt shot at rim
6:00.0,Turnover by R. Rondo (bad pass; steal by K. Faried),,37-52,,
5:55.0,,,37-52,,E. Mudiay misses 3-pt shot from 23 ft
5:50.0,Defensive rebound by J. Holiday,,37-52,,
5:47.0,D. Cousins makes 2-pt shot from 1 ft (assist by J. Holiday),2,39-52,,
5:17.0,,,39-52,,Turnover by P. Millsap (bad pass; steal by A. Davis)
5:15.0,J. Holiday makes 2-pt shot from 2 ft,2,41-52,,
5:14.0,,,41-52,,Denver full timeout
5:14.0,,,41-52,,N. Jokic enters the game for E. Mudiay
5:14.0,,,41-52,,G. Harris enters the game for W. Barton
5:14.0,,,41-52,,J. Murray enters the game for K. Faried
4:52.0,,,41-52,,Shooting foul by D. Cousins (drawn by P. Millsap)
4:52.0,,,41-52,,P. Millsap misses free throw 1 of 2
4:52.0,,,41-52,,Offensive rebound by Team
4:52.0,,,41-53,1,P. Millsap makes free throw 2 of 2
4:27.0,A. Davis misses 3-pt shot from 24 ft,,41-53,,
4:25.0,,,41-53,,Defensive rebound by N. Jokic
4:17.0,,,41-56,3,J. Murray makes 3-pt shot from 25 ft (assist by W. Chandler)
4:09.0,Turnover by R. Rondo (bad pass),,41-56,,
4:00.0,,,41-56,,P. Millsap misses 3-pt shot from 25 ft
3:57.0,Defensive rebound by A. Davis,,41-56,,
3:57.0,,,41-56,,Personal take foul by N. Jokic (drawn by A. Davis)
3:57.0,E. Moore enters the game for D. Miller,,41-56,,
3:44.0,A. Davis misses 2-pt shot from 2 ft (block by P. Millsap),,41-56,,
3:40.0,Offensive rebound by A. Davis,,41-56,,
3:33.0,E. Moore makes 3-pt shot from 25 ft (assist by R. Rondo),3,44-56,,
3:15.0,,,44-58,2,G. Harris makes 2-pt shot from 15 ft (assist by N. Jokic)
3:00.0,Offensive foul by D. Cousins (drawn by G. Harris),,44-58,,
3:00.0,Turnover by D. Cousins (offensive foul),,44-58,,
3:00.0,D. Cunningham enters the game for D. Cousins,,44-58,,
2:49.0,,,44-58,,J. Murray misses 2-pt shot from 4 ft
2:47.0,Defensive rebound by A. Davis,,44-58,,
2:42.0,J. Holiday makes 2-pt shot from 1 ft (assist by R. Rondo),2,46-58,,
2:23.0,,,46-58,,Shooting foul by J. Holiday (drawn by W. Chandler)
2:23.0,,,46-59,1,W. Chandler makes free throw 1 of 2
2:23.0,,,46-59,,W. Chandler misses free throw 2 of 2
2:21.0,Defensive rebound by R. Rondo,,46-59,,
2:15.0,R. Rondo makes 2-pt shot from 15 ft,2,48-59,,
2:02.0,Violation by A. Davis (kicked ball),,48-59,,
1:50.0,,,48-59,,P. Millsap misses 2-pt shot from 3 ft
1:48.0,Defensive rebound by E. Moore,,48-59,,
1:43.0,A. Davis makes 2-pt shot from 1 ft (assist by R. Rondo),2,50-59,,
1:29.0,,,50-62,3,N. Jokic makes 3-pt shot from 25 ft (assist by J. Murray)
1:15.0,D. Cunningham misses 3-pt shot from 22 ft,,50-62,,
1:11.0,,,50-62,,Defensive rebound by P. Millsap
1:10.0,,,50-62,,N. Jokic misses 3-pt shot from 24 ft
1:06.0,Defensive rebound by J. Holiday,,50-62,,
0:52.0,R. Rondo makes 2-pt shot from 3 ft,2,52-62,,
0:38.0,,,52-62,,J. Murray misses 3-pt shot from 23 ft
0:34.0,Defensive rebound by R. Rondo,,52-62,,
0:29.0,J. Holiday makes 2-pt shot from 2 ft,2,54-62,,
0:08.0,,,54-62,,N. Jokic misses 2-pt shot from 7 ft
0:07.0,,,54-62,,Offensive rebound by Team
0:07.0,Personal foul by R. Rondo (drawn by N. Jokic),,54-62,,
0:07.0,D. Miller enters the game for D. Cunningham,,54-62,,
0:07.0,,,54-63,1,N. Jokic makes free throw 1 of 2
0:07.0,,,54-64,1,N. Jokic makes free throw 2 of 2
0:00.0,R. Rondo makes 2-pt shot from 1 ft,2,56-64,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:34.0,,,56-64,,P. Millsap misses 3-pt shot from 24 ft
11:32.0,,,56-64,,Offensive rebound by J. Murray
11:31.0,,,56-66,2,J. Murray makes 2-pt shot from 2 ft
11:10.0,A. Davis makes 2-pt shot from 18 ft (assist by D. Cousins),2,58-66,,
11:02.0,,,58-66,,Offensive charge foul by N. Jokic (drawn by A. Davis)
11:02.0,,,58-66,,Turnover by N. Jokic (offensive foul)
11:02.0,C. Diallo enters the game for A. Davis,,58-66,,
11:02.0,D. Miller enters the game for C. Diallo,,58-66,,
10:45.0,D. Cousins misses 2-pt shot from 2 ft,,58-66,,
10:43.0,,,58-66,,Defensive rebound by W. Chandler
10:40.0,Personal foul by D. Cousins (drawn by N. Jokic),,58-66,,
10:29.0,,,58-68,2,J. Murray makes 2-pt shot from 18 ft (assist by P. Millsap)
10:12.0,J. Holiday misses 3-pt shot from 24 ft,,58-68,,
10:09.0,,,58-68,,Defensive rebound by N. Jokic
10:03.0,,,58-68,,Shooting foul by J. Holiday (drawn by J. Murray)
10:03.0,,,58-69,1,J. Murray makes free throw 1 of 2
10:03.0,,,58-70,1,J. Murray makes free throw 2 of 2
9:52.0,Shooting foul by J. Murray (drawn by D. Cousins),,58-70,,
9:40.0,J. Holiday makes 3-pt shot from 25 ft (assist by D. Miller),3,61-70,,
9:16.0,,,61-72,2,G. Harris makes 2-pt shot from 2 ft (assist by N. Jokic)
9:08.0,D. Miller misses 2-pt shot from 18 ft,,61-72,,
9:05.0,,,61-72,,Defensive rebound by W. Chandler
8:59.0,,,61-75,3,J. Murray makes 3-pt shot from 25 ft (assist by P. Millsap)
8:51.0,J. Holiday misses 3-pt shot from 24 ft,,61-75,,
8:48.0,,,61-75,,Defensive rebound by P. Millsap
8:35.0,,,61-77,2,P. Millsap makes 2-pt shot from 7 ft (assist by G. Harris)
8:28.0,New Orleans full timeout,,61-77,,
8:18.0,D. Miller misses 3-pt shot from 24 ft,,61-77,,
8:16.0,Offensive rebound by D. Cousins,,61-77,,
8:15.0,D. Cousins misses 2-pt shot from 2 ft,,61-77,,
8:15.0,Offensive rebound by D. Cousins,,61-77,,
8:13.0,D. Cousins makes 2-pt shot at rim,2,63-77,,
7:50.0,,,63-79,2,N. Jokic makes 2-pt shot from 4 ft
7:27.0,D. Cunningham misses 2-pt shot from 2 ft (block by N. Jokic),,63-79,,
7:27.0,Offensive rebound by Team,,63-79,,
7:23.0,D. Cousins makes 2-pt shot from 20 ft (assist by R. Rondo),2,65-79,,
7:14.0,,,65-79,,W. Chandler misses 3-pt shot from 25 ft
7:13.0,Defensive rebound by Team,,65-79,,
6:59.0,R. Rondo misses 2-pt shot from 18 ft,,65-79,,
6:55.0,,,65-79,,Defensive rebound by P. Millsap
6:46.0,,,65-82,3,G. Harris makes 3-pt shot from 25 ft (assist by P. Millsap)
6:27.0,D. Cunningham misses 2-pt shot from 2 ft,,65-82,,
6:25.0,,,65-82,,Defensive rebound by N. Jokic
6:18.0,,,65-85,3,P. Millsap makes 3-pt shot from 23 ft (assist by G. Harris)
6:17.0,New Orleans full timeout,,65-85,,
6:17.0,J. Nelson enters the game for R. Rondo,,65-85,,
6:17.0,E. Moore enters the game for D. Cunningham,,65-85,,
6:05.0,J. Holiday makes 2-pt shot from 19 ft,2,67-85,,
5:45.0,,,67-85,,G. Harris misses 3-pt shot from 22 ft
5:43.0,,,67-85,,Offensive rebound by W. Chandler
5:40.0,Personal foul by E. Moore (drawn by W. Chandler),,67-85,,
5:36.0,Violation by D. Miller (kicked ball),,67-85,,
5:26.0,,,67-87,2,J. Murray makes 2-pt shot from 13 ft (assist by N. Jokic)
5:06.0,Turnover by D. Miller (traveling),,67-87,,
5:06.0,,,67-87,,W. Barton enters the game for N. Jokic
4:52.0,,,67-89,2,P. Millsap makes 2-pt shot from 3 ft
4:33.0,D. Cousins misses 2-pt shot from 4 ft (block by P. Millsap),,67-89,,
4:30.0,,,67-89,,Defensive rebound by W. Chandler
4:27.0,,,67-91,2,W. Chandler makes 2-pt shot from 2 ft
4:16.0,D. Cousins makes 2-pt shot from 2 ft (assist by J. Holiday),2,69-91,,
4:16.0,Shooting foul by P. Millsap (drawn by D. Cousins),,69-91,,
4:16.0,D. Cousins misses free throw 1 of 1,,69-91,,
4:13.0,,,69-91,,Defensive rebound by W. Barton
4:02.0,,,69-93,2,J. Murray makes 2-pt shot from 2 ft
3:52.0,D. Cousins misses 3-pt shot from 26 ft,,69-93,,
3:49.0,,,69-93,,Defensive rebound by W. Chandler
3:36.0,,,69-95,2,J. Murray makes 2-pt shot from 17 ft (assist by P. Millsap)
3:24.0,E. Moore misses 2-pt shot from 16 ft,,69-95,,
3:20.0,Offensive rebound by E. Moore,,69-95,,
3:15.0,E. Moore makes 2-pt shot from 1 ft (assist by D. Cousins),2,71-95,,
3:04.0,,,71-95,,Offensive foul by P. Millsap (drawn by J. Holiday)
3:04.0,,,71-95,,Turnover by P. Millsap (offensive foul)
3:04.0,C. Diallo enters the game for D. Cousins,,71-95,,
2:52.0,J. Holiday misses 3-pt shot from 23 ft,,71-95,,
2:51.0,Offensive rebound by Team,,71-95,,
2:51.0,,,71-95,,Loose ball foul by G. Harris (drawn by C. Diallo)
2:45.0,Turnover by J. Nelson (bad pass; steal by P. Millsap),,71-95,,
2:41.0,,,71-95,,Turnover by W. Barton (bad pass)
2:22.0,C. Diallo makes 2-pt shot from 1 ft (assist by J. Holiday),2,73-95,,
2:11.0,,,73-97,2,P. Millsap makes 2-pt shot from 5 ft
2:11.0,,,73-97,,Shooting foul by C. Diallo (drawn by P. Millsap)
2:11.0,,,73-97,,E. Mudiay enters the game for J. Murray
2:11.0,,,73-97,,P. Millsap misses free throw 1 of 1
2:09.0,Defensive rebound by J. Holiday,,73-97,,
2:02.0,E. Moore makes 2-pt shot from 6 ft (assist by J. Holiday),2,75-97,,
1:52.0,,,75-97,,Shooting foul by D. Miller (drawn by W. Chandler)
1:52.0,,,75-98,1,W. Chandler makes free throw 1 of 2
1:52.0,,,75-98,,M. Plumlee enters the game for P. Millsap
1:52.0,I. Clark enters the game for J. Holiday,,75-98,,
1:52.0,,,75-99,1,W. Chandler makes free throw 2 of 2
1:40.0,Offensive foul by C. Diallo (drawn by W. Chandler),,75-99,,
1:40.0,Turnover by C. Diallo (offensive foul),,75-99,,
1:27.0,,,75-101,2,M. Plumlee makes 2-pt shot from 3 ft (assist by G. Harris)
1:22.0,J. Nelson misses 3-pt shot from 24 ft,,75-101,,
1:17.0,,,75-101,,Defensive rebound by G. Harris
1:01.0,,,75-103,2,E. Mudiay makes 2-pt shot from 2 ft (assist by W. Chandler)
0:44.0,E. Moore makes 2-pt shot from 14 ft,2,77-103,,
0:33.0,,,77-103,,Offensive foul by G. Harris (drawn by I. Clark)
0:33.0,,,77-103,,Turnover by G. Harris (offensive foul)
0:33.0,D. Cunningham enters the game for C. Diallo,,77-103,,
0:27.0,I. Clark makes 3-pt shot from 24 ft (assist by J. Nelson),3,80-103,,
0:02.0,,,80-106,3,E. Mudiay makes 3-pt shot from 23 ft (assist by G. Harris)
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:47.0,J. Nelson makes 2-pt shot from 2 ft,2,82-106,,
11:30.0,,,82-106,,W. Chandler misses 3-pt shot from 25 ft
11:28.0,Defensive rebound by J. Nelson,,82-106,,
11:18.0,E. Moore misses 2-pt shot from 6 ft,,82-106,,
11:15.0,,,82-106,,Defensive rebound by W. Chandler
11:03.0,,,82-106,,Turnover by W. Chandler (bad pass; steal by E. Moore)
10:55.0,E. Moore makes 3-pt shot from 23 ft (assist by J. Nelson),3,85-106,,
10:39.0,,,85-108,2,W. Chandler makes 2-pt shot from 2 ft
10:25.0,J. Nelson makes 3-pt shot from 25 ft,3,88-108,,
10:23.0,,,88-108,,Denver full timeout
10:09.0,,,88-108,,J. Murray misses 3-pt shot from 22 ft
10:07.0,Defensive rebound by J. Nelson,,88-108,,
10:02.0,E. Moore makes 2-pt shot from 3 ft (assist by J. Nelson),2,90-108,,
9:43.0,,,90-110,2,E. Mudiay makes 2-pt shot from 1 ft (assist by W. Chandler)
9:31.0,,,90-110,,Personal foul by W. Chandler (drawn by D. Miller)
9:21.0,D. Miller makes 3-pt shot from 25 ft (assist by E. Moore),3,93-110,,
8:58.0,,,93-113,3,E. Mudiay makes 3-pt shot from 22 ft (assist by M. Plumlee)
8:42.0,,,93-113,,Personal foul by J. Murray (drawn by D. Cunningham)
8:33.0,J. Nelson makes 3-pt shot from 25 ft,3,96-113,,
8:17.0,,,96-116,3,W. Chandler makes 3-pt shot from 25 ft (assist by J. Murray)
8:03.0,J. Nelson misses 3-pt shot from 24 ft,,96-116,,
8:00.0,,,96-116,,Defensive rebound by W. Chandler
7:53.0,,,96-118,2,M. Plumlee makes 2-pt shot from 2 ft (assist by E. Mudiay)
7:39.0,I. Clark misses 3-pt shot from 25 ft,,96-118,,
7:37.0,,,96-118,,Defensive rebound by E. Mudiay
7:30.0,,,96-118,,Shooting foul by D. Cunningham (drawn by E. Mudiay)
7:30.0,,,96-119,1,E. Mudiay makes free throw 1 of 2
7:30.0,,,96-119,,G. Harris enters the game for W. Chandler
7:30.0,,,96-120,1,E. Mudiay makes free throw 2 of 2
7:07.0,D. Cunningham makes 2-pt shot from 2 ft (assist by E. Moore),2,98-120,,
6:54.0,,,98-120,,G. Harris misses 3-pt shot from 22 ft
6:50.0,,,98-120,,Offensive rebound by M. Plumlee
6:46.0,,,98-122,2,G. Harris makes 2-pt shot at rim (assist by E. Mudiay)
6:40.0,I. Clark makes 3-pt shot from 22 ft (assist by J. Nelson),3,101-122,,
6:23.0,,,101-122,,J. Murray misses 3-pt shot from 23 ft
6:19.0,Defensive rebound by J. Nelson,,101-122,,
6:11.0,D. Cunningham makes 2-pt shot from 1 ft (assist by I. Clark),2,103-122,,
5:55.0,,,103-124,2,J. Murray makes 2-pt shot from 11 ft
5:46.0,D. Miller misses 3-pt shot from 25 ft,,103-124,,
5:43.0,Offensive rebound by D. Cunningham,,103-124,,
5:34.0,I. Clark misses 2-pt shot from 3 ft,,103-124,,
5:31.0,,,103-124,,Defensive rebound by M. Plumlee
5:30.0,,,103-126,2,W. Barton makes 2-pt shot from 2 ft (assist by E. Mudiay)
5:08.0,E. Moore misses 2-pt shot from 21 ft,,103-126,,
5:05.0,,,103-126,,Defensive rebound by W. Barton
5:03.0,,,103-128,2,E. Mudiay makes 2-pt shot at rim (assist by W. Barton)
5:03.0,New Orleans full timeout,,103-128,,
5:03.0,,,103-128,,M. Beasley enters the game for J. Murray
5:03.0,J. Jones enters the game for D. Miller,,103-128,,
5:03.0,R. Rondo enters the game for D. Cunningham,,103-128,,
5:03.0,C. Diallo enters the game for E. Moore,,103-128,,
4:54.0,J. Jones makes 3-pt shot from 26 ft (assist by R. Rondo),3,106-128,,
4:39.0,,,106-131,3,G. Harris makes 3-pt shot from 24 ft (assist by E. Mudiay)
4:24.0,I. Clark misses 3-pt shot from 27 ft,,106-131,,
4:21.0,Offensive rebound by J. Nelson,,106-131,,
4:14.0,J. Jones misses 2-pt shot from 3 ft,,106-131,,
4:11.0,,,106-131,,Defensive rebound by M. Plumlee
4:06.0,,,106-131,,M. Plumlee misses 2-pt shot from 2 ft
4:04.0,Defensive rebound by J. Jones,,106-131,,
3:57.0,,,106-131,,T. Lyles enters the game for W. Barton
3:57.0,,,106-131,,J. Hernangomez enters the game for G. Harris
3:53.0,J. Nelson makes 2-pt shot from 20 ft (assist by R. Rondo),2,108-131,,
3:35.0,,,108-131,,Turnover by T. Lyles (step out of bounds)
3:26.0,I. Clark misses 3-pt shot from 25 ft,,108-131,,
3:23.0,,,108-131,,Defensive rebound by T. Lyles
3:19.0,,,108-131,,Shooting foul by I. Clark (drawn by M. Beasley)
3:19.0,,,108-132,1,M. Beasley makes free throw 1 of 2
3:19.0,,,108-133,1,M. Beasley makes free throw 2 of 2
3:07.0,C. Diallo misses 2-pt shot from 13 ft,,108-133,,
3:06.0,,,108-133,,Defensive rebound by Team
2:52.0,,,108-136,3,J. Hernangomez makes 3-pt shot from 23 ft (assist by M. Beasley)
2:44.0,Turnover by J. Nelson (bad pass; steal by E. Mudiay),,108-136,,
2:39.0,,,108-136,,M. Beasley misses 2-pt shot from 2 ft
2:34.0,,,108-136,,Offensive rebound by E. Mudiay
2:34.0,,,108-138,2,E. Mudiay makes 2-pt shot at rim
2:29.0,C. Diallo makes 2-pt shot from 2 ft (assist by J. Nelson),2,110-138,,
2:10.0,,,110-141,3,M. Beasley makes 3-pt shot from 26 ft (assist by E. Mudiay)
1:46.0,I. Clark misses 3-pt shot from 24 ft,,110-141,,
1:43.0,Offensive rebound by C. Diallo,,110-141,,
1:43.0,Turnover by C. Diallo (turnover),,110-141,,
1:31.0,Personal foul by J. Jones (drawn by T. Lyles),,110-141,,
1:20.0,,,110-144,3,E. Mudiay makes 3-pt shot from 25 ft
