time,Utah,pts.away,score,pts.home,Houston
0:31.0,,,47-66,3,E. Gordon makes 3-pt shot from 26 ft (assist by J. Harden)
0:10.0,R. Gobert makes 2-pt shot from 1 ft (assist by T. Sefolosha),2,49-66,,
0:10.0,Technical foul by R. Gobert,,49-66,,
0:10.0,,,49-67,1,J. Harden makes technical free throw
0:01.0,,,49-67,,J. Harden misses 2-pt shot from 16 ft
0:01.0,,,49-67,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:41.0,J. Ingles makes 2-pt shot from 1 ft,2,51-67,,
11:41.0,Shooting foul by R. Anderson (drawn by J. Ingles),,51-67,,
11:41.0,J. Ingles makes free throw 1 of 1,1,52-67,,
11:27.0,,,52-69,2,C. Capela makes 2-pt shot from 2 ft
11:15.0,Turnover by R. Rubio (bad pass; steal by C. Capela),,52-69,,
11:07.0,,,52-71,2,J. Harden makes 2-pt shot from 4 ft
10:48.0,J. Ingles makes 2-pt shot from 1 ft,2,54-71,,
10:27.0,,,54-71,,E. Gordon misses 3-pt shot from 27 ft
10:25.0,Defensive rebound by R. Gobert,,54-71,,
10:15.0,D. Favors makes 2-pt shot from 15 ft,2,56-71,,
10:03.0,,,56-71,,Turnover by J. Harden (bad pass; steal by D. Favors)
9:57.0,J. Ingles misses 2-pt shot from 3 ft,,56-71,,
9:55.0,,,56-71,,Defensive rebound by Team
9:48.0,,,56-71,,T. Ariza misses 3-pt shot from 25 ft
9:48.0,Defensive rebound by R. Rubio,,56-71,,
9:43.0,R. Hood makes 2-pt shot at rim (assist by R. Rubio),2,58-71,,
9:42.0,,,58-71,,Houston full timeout
9:28.0,,,58-74,3,E. Gordon makes 3-pt shot from 25 ft (assist by J. Harden)
9:05.0,D. Favors misses 3-pt shot from 25 ft,,58-74,,
9:02.0,Offensive rebound by R. Gobert,,58-74,,
9:01.0,R. Gobert misses 2-pt shot from 2 ft (block by C. Capela),,58-74,,
9:01.0,,,58-74,,Defensive rebound by J. Harden
8:51.0,,,58-74,,Shooting foul by J. Ingles (drawn by J. Harden)
8:51.0,,,58-75,1,J. Harden makes free throw 1 of 3
8:51.0,,,58-76,1,J. Harden makes free throw 2 of 3
8:51.0,,,58-77,1,J. Harden makes free throw 3 of 3
8:38.0,J. Ingles misses 2-pt shot from 2 ft,,58-77,,
8:34.0,,,58-77,,Defensive rebound by J. Harden
8:25.0,,,58-77,,Shooting foul by D. Favors (drawn by C. Capela)
8:25.0,,,58-78,1,C. Capela makes free throw 1 of 2
8:25.0,,,58-79,1,C. Capela makes free throw 2 of 2
8:25.0,Violation by J. Ingles (lane),,58-79,,
8:18.0,,,58-79,,Personal foul by J. Harden (drawn by J. Ingles)
8:14.0,,,58-79,,Personal foul by E. Gordon (drawn by R. Rubio)
8:06.0,R. Gobert makes 2-pt shot from 1 ft (assist by R. Rubio),2,60-79,,
8:06.0,Shooting foul by C. Capela (drawn by R. Gobert),,60-79,,
8:06.0,R. Gobert makes free throw 1 of 1,1,61-79,,
7:45.0,Violation by R. Hood (kicked ball),,61-79,,
7:34.0,,,61-79,,Turnover by J. Harden (bad pass; steal by D. Favors)
7:23.0,Turnover by R. Hood (lost ball; steal by J. Harden),,61-79,,
7:14.0,,,61-79,,E. Gordon misses 3-pt shot from 24 ft
7:12.0,Defensive rebound by J. Ingles,,61-79,,
7:04.0,J. Ingles misses 2-pt shot from 2 ft (block by C. Capela),,61-79,,
7:00.0,Offensive rebound by R. Gobert,,61-79,,
6:59.0,R. Gobert makes 2-pt shot at rim,2,63-79,,
6:53.0,Personal foul by J. Ingles (drawn by J. Harden),,63-79,,
6:53.0,,,63-79,,N. Hilario enters the game for C. Capela
6:53.0,,,63-79,,P. Tucker enters the game for R. Anderson
6:53.0,D. Mitchell enters the game for J. Ingles,,63-79,,
6:45.0,A. Burks enters the game for R. Rubio,,63-79,,
6:43.0,,,63-82,3,J. Harden makes 3-pt shot from 26 ft (assist by T. Ariza)
6:17.0,Turnover by R. Hood (bad pass),,63-82,,
6:17.0,,,63-82,,L. Mbah a Moute enters the game for E. Gordon
5:59.0,,,63-82,,J. Harden misses 2-pt shot from 3 ft
5:56.0,Defensive rebound by D. Favors,,63-82,,
5:54.0,R. Hood makes 2-pt shot from 1 ft (assist by A. Burks),2,65-82,,
5:54.0,Shooting foul by L. Mbah a Moute (drawn by R. Hood),,65-82,,
5:54.0,R. Hood makes free throw 1 of 1,1,66-82,,
5:39.0,,,66-84,2,N. Hilario makes 2-pt shot from 2 ft (assist by J. Harden)
5:39.0,,,66-84,,Shooting foul by R. Hood (drawn by N. Hilario)
5:39.0,T. Sefolosha enters the game for R. Hood,,66-84,,
5:39.0,,,66-85,1,N. Hilario makes free throw 1 of 1
5:31.0,A. Burks makes 3-pt shot from 25 ft (assist by D. Mitchell),3,69-85,,
5:17.0,,,69-87,2,J. Harden makes 2-pt shot from 1 ft
5:10.0,D. Mitchell makes 2-pt shot from 1 ft,2,71-87,,
4:57.0,,,71-87,,Shooting foul by T. Sefolosha (drawn by J. Harden)
4:57.0,,,71-87,,J. Harden misses free throw 1 of 2
4:57.0,,,71-87,,Offensive rebound by Team
4:57.0,,,71-88,1,J. Harden makes free throw 2 of 2
4:46.0,R. Gobert makes 2-pt shot at rim (assist by D. Mitchell),2,73-88,,
4:31.0,,,73-90,2,N. Hilario makes 2-pt shot from 1 ft (assist by J. Harden)
4:21.0,D. Mitchell makes 2-pt shot at rim,2,75-90,,
4:06.0,,,75-93,3,J. Harden makes 3-pt shot from 25 ft
3:51.0,Turnover by D. Mitchell (bad pass; steal by T. Ariza),,75-93,,
3:46.0,,,75-95,2,T. Ariza makes 2-pt shot at rim (assist by N. Hilario)
3:40.0,Utah full timeout,,75-95,,
3:40.0,,,75-95,,E. Gordon enters the game for L. Mbah a Moute
3:40.0,R. Rubio enters the game for D. Favors,,75-95,,
3:34.0,Turnover by D. Mitchell (lost ball; steal by P. Tucker),,75-95,,
3:30.0,,,75-97,2,J. Harden makes 2-pt shot from 1 ft (assist by P. Tucker)
3:15.0,T. Sefolosha misses 2-pt shot from 8 ft,,75-97,,
3:15.0,Offensive rebound by T. Sefolosha,,75-97,,
3:07.0,T. Sefolosha misses 2-pt shot at rim,,75-97,,
3:03.0,Offensive rebound by T. Sefolosha,,75-97,,
3:03.0,T. Sefolosha makes 2-pt shot at rim,2,77-97,,
2:55.0,,,77-100,3,E. Gordon makes 3-pt shot from 26 ft (assist by J. Harden)
2:46.0,D. Mitchell misses 3-pt shot from 23 ft,,77-100,,
2:43.0,,,77-100,,Defensive rebound by E. Gordon
2:34.0,,,77-103,3,T. Ariza makes 3-pt shot from 25 ft (assist by J. Harden)
2:19.0,,,77-103,,Personal foul by T. Ariza (drawn by A. Burks)
2:19.0,A. Burks makes free throw 1 of 2,1,78-103,,
2:19.0,E. Udoh enters the game for R. Gobert,,78-103,,
2:19.0,A. Burks makes free throw 2 of 2,1,79-103,,
2:11.0,,,79-103,,Shooting foul by A. Burks (drawn by J. Harden)
2:11.0,,,79-104,1,J. Harden makes free throw 1 of 2
2:11.0,,,79-105,1,J. Harden makes free throw 2 of 2
1:56.0,R. Rubio makes 3-pt shot from 24 ft,3,82-105,,
1:44.0,,,82-105,,Shooting foul by A. Burks (drawn by N. Hilario)
1:44.0,,,82-106,1,N. Hilario makes free throw 1 of 2
1:44.0,,,82-107,1,N. Hilario makes free throw 2 of 2
1:27.0,A. Burks misses 2-pt shot from 14 ft,,82-107,,
1:26.0,,,82-107,,Defensive rebound by P. Tucker
1:16.0,,,82-109,2,J. Harden makes 2-pt shot from 1 ft
1:03.0,,,82-109,,Personal foul by N. Hilario (drawn by R. Rubio)
1:03.0,R. Rubio misses free throw 1 of 2,,82-109,,
1:03.0,Offensive rebound by Team,,82-109,,
1:03.0,R. Rubio makes free throw 2 of 2,1,83-109,,
0:54.0,,,83-111,2,N. Hilario makes 2-pt shot from 1 ft (assist by J. Harden)
0:54.0,,,83-111,,Shooting foul by D. Mitchell (drawn by N. Hilario)
0:54.0,,,83-111,,N. Hilario misses free throw 1 of 1
0:52.0,Defensive rebound by T. Sefolosha,,83-111,,
0:48.0,R. Rubio misses 3-pt shot from 24 ft,,83-111,,
0:46.0,Offensive rebound by D. Mitchell,,83-111,,
0:43.0,R. Rubio misses 3-pt shot from 23 ft,,83-111,,
0:43.0,,,83-111,,Defensive rebound by N. Hilario
0:34.0,D. Mitchell misses 3-pt shot from 24 ft,,83-111,,
0:34.0,,,83-111,,Defensive rebound by E. Gordon
0:25.0,,,83-113,2,J. Harden makes 2-pt shot at rim
0:07.0,,,83-113,,Personal foul by N. Hilario (drawn by R. Rubio)
0:07.0,R. Rubio makes free throw 1 of 2,1,84-113,,
0:07.0,R. Rubio makes free throw 2 of 2,1,85-113,,
0:00.0,,,85-115,2,J. Harden makes 2-pt shot from 1 ft
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:37.0,,,85-117,2,J. Harden makes 2-pt shot from 2 ft
11:15.0,Turnover by D. Favors (lost ball; steal by J. Harden),,85-117,,
10:58.0,,,85-117,,N. Hilario misses 2-pt shot from 2 ft
10:58.0,Defensive rebound by R. O'Neale,,85-117,,
10:50.0,R. O'Neale misses 2-pt shot from 3 ft (block by P. Tucker),,85-117,,
10:50.0,Offensive rebound by Team,,85-117,,
10:50.0,R. Neto enters the game for A. Burks,,85-117,,
10:44.0,,,85-117,,Personal foul by E. Gordon (drawn by D. Mitchell)
10:39.0,R. Neto misses 2-pt shot from 20 ft,,85-117,,
10:35.0,,,85-117,,Defensive rebound by P. Tucker
10:29.0,,,85-117,,Turnover by J. Harden (out of bounds lost ball)
10:07.0,D. Mitchell misses 3-pt shot from 25 ft,,85-117,,
10:04.0,,,85-117,,Defensive rebound by N. Hilario
9:58.0,,,85-117,,Turnover by J. Harden (lost ball; steal by D. Mitchell)
9:58.0,Loose ball foul by D. Mitchell (drawn by J. Harden),,85-117,,
9:58.0,Turnover by D. Mitchell (turnover),,85-117,,
9:46.0,,,85-117,,Turnover by N. Hilario (bad pass; steal by R. O'Neale)
9:37.0,R. O'Neale misses 3-pt shot from 25 ft,,85-117,,
9:33.0,Offensive rebound by E. Udoh,,85-117,,
9:32.0,D. Mitchell makes 3-pt shot from 26 ft (assist by E. Udoh),3,88-117,,
9:07.0,,,88-117,,J. Harden misses 3-pt shot from 26 ft
9:04.0,Defensive rebound by D. Favors,,88-117,,
8:50.0,E. Udoh makes 2-pt shot from 8 ft (assist by R. O'Neale),2,90-117,,
8:33.0,,,90-117,,E. Gordon misses 3-pt shot from 28 ft
8:31.0,Defensive rebound by D. Mitchell,,90-117,,
8:22.0,D. Favors misses 2-pt shot from 11 ft,,90-117,,
8:19.0,,,90-117,,Defensive rebound by R. Anderson
8:15.0,Personal foul by R. Neto (drawn by J. Harden),,90-117,,
8:13.0,,,90-117,,C. Capela enters the game for N. Hilario
8:04.0,,,90-117,,J. Harden misses 2-pt shot from 10 ft
8:00.0,Defensive rebound by E. Udoh,,90-117,,
7:55.0,D. Mitchell misses 2-pt shot from 2 ft (block by C. Capela),,90-117,,
7:51.0,,,90-117,,Defensive rebound by C. Capela
7:50.0,Personal foul by R. Neto (drawn by J. Harden),,90-117,,
7:50.0,J. Jerebko enters the game for D. Favors,,90-117,,
7:40.0,,,90-117,,J. Harden misses 2-pt shot from 15 ft
7:37.0,Defensive rebound by J. Jerebko,,90-117,,
7:32.0,,,90-117,,Personal foul by C. Capela (drawn by E. Udoh)
7:32.0,,,90-117,,T. Ariza enters the game for J. Harden
7:27.0,J. Jerebko makes 3-pt shot from 25 ft (assist by E. Udoh),3,93-117,,
7:10.0,,,93-117,,E. Gordon misses 3-pt shot from 27 ft
7:08.0,Defensive rebound by D. Mitchell,,93-117,,
7:00.0,Turnover by D. Mitchell (discontinued dribble),,93-117,,
6:51.0,,,93-117,,Turnover by C. Capela (bad pass)
6:51.0,,,93-117,,Houston full timeout
6:51.0,,,93-117,,T. Black enters the game for C. Capela
6:27.0,R. Neto makes 2-pt shot at rim,2,95-117,,
6:27.0,Shooting foul by T. Black (drawn by R. Neto),,95-117,,
6:27.0,A. Burks enters the game for D. Mitchell,,95-117,,
6:27.0,R. Neto makes free throw 1 of 1,1,96-117,,
6:12.0,,,96-117,,T. Ariza misses 2-pt shot from 2 ft (block by E. Udoh)
6:07.0,,,96-117,,Offensive rebound by P. Tucker
6:04.0,,,96-120,3,P. Tucker makes 3-pt shot from 26 ft
5:57.0,R. O'Neale misses 3-pt shot from 26 ft,,96-120,,
5:57.0,,,96-120,,Defensive rebound by R. Anderson
5:47.0,,,96-120,,E. Gordon misses 2-pt shot from 1 ft
5:45.0,Defensive rebound by R. O'Neale,,96-120,,
5:42.0,Shooting foul by T. Black (drawn by R. O'Neale),,96-120,,
5:42.0,R. O'Neale makes free throw 1 of 2,1,97-120,,
5:42.0,T. Bradley enters the game for E. Udoh,,97-120,,
5:42.0,R. O'Neale makes free throw 2 of 2,1,98-120,,
5:31.0,,,98-120,,Turnover by P. Tucker (step out of bounds)
5:17.0,R. Neto misses 2-pt shot from 10 ft,,98-120,,
5:15.0,,,98-120,,Defensive rebound by P. Tucker
5:02.0,,,98-120,,T. Black misses 2-pt shot from 2 ft
4:59.0,Defensive rebound by T. Bradley,,98-120,,
4:56.0,J. Jerebko misses 3-pt shot from 24 ft,,98-120,,
4:53.0,,,98-120,,Defensive rebound by P. Tucker
4:45.0,,,98-123,3,T. Ariza makes 3-pt shot from 25 ft (assist by R. Anderson)
4:39.0,Shooting foul by R. Anderson (drawn by R. O'Neale),,98-123,,
4:39.0,R. O'Neale makes free throw 1 of 2,1,99-123,,
4:39.0,,,99-123,,Z. Qi enters the game for E. Gordon
4:39.0,,,99-123,,B. Brown enters the game for R. Anderson
4:39.0,R. O'Neale makes free throw 2 of 2,1,100-123,,
4:24.0,,,100-123,,T. Ariza misses 3-pt shot from 23 ft
4:20.0,Defensive rebound by R. O'Neale,,100-123,,
4:15.0,J. Jerebko misses 2-pt shot from 6 ft,,100-123,,
4:12.0,,,100-123,,Defensive rebound by T. Black
4:07.0,,,100-126,3,B. Brown makes 3-pt shot from 24 ft
3:49.0,A. Burks makes 2-pt shot from 1 ft (assist by J. Jerebko),2,102-126,,
3:31.0,,,102-126,,Shooting foul by R. O'Neale (drawn by Z. Qi)
3:31.0,,,102-127,1,Z. Qi makes free throw 1 of 2
