time,Sacramento,pts.away,score,pts.home,LA Clippers
9:38.0,B. Bogdanovic makes 3-pt shot from 24 ft (assist by D. Fox),3,22-38,,
9:17.0,,,22-38,,M. Harrell misses 2-pt shot from 5 ft
9:14.0,Defensive rebound by S. Labissiere,,22-38,,
9:10.0,D. Fox misses 2-pt shot from 17 ft,,22-38,,
9:05.0,,,22-38,,Defensive rebound by J. Evans
9:03.0,,,22-38,,Turnover by S. Dekker (out of bounds lost ball)
8:55.0,Turnover by W. Cauley-Stein (bad pass; steal by M. Harrell),,22-38,,
8:54.0,Personal foul by B. Bogdanovic (drawn by L. Williams),,22-38,,
8:47.0,,,22-40,2,J. Evans makes 2-pt shot from 1 ft
8:27.0,Turnover by W. Cauley-Stein (bad pass; steal by L. Williams),,22-40,,
8:21.0,,,22-40,,W. Johnson misses 3-pt shot from 24 ft
8:16.0,Defensive rebound by S. Labissiere,,22-40,,
8:13.0,Turnover by D. Fox (bad pass; steal by L. Williams),,22-40,,
8:09.0,,,22-42,2,W. Johnson makes 2-pt shot from 1 ft (assist by L. Williams)
8:08.0,Sacramento full timeout,,22-42,,
7:53.0,W. Cauley-Stein misses 2-pt shot from 2 ft,,22-42,,
7:48.0,Offensive rebound by W. Cauley-Stein,,22-42,,
7:48.0,W. Cauley-Stein misses 2-pt shot at rim,,22-42,,
7:47.0,,,22-42,,Defensive rebound by S. Dekker
7:44.0,Personal foul by V. Carter (drawn by M. Harrell),,22-42,,
7:37.0,,,22-42,,Turnover by J. Evans (bad pass; steal by V. Carter)
7:37.0,,,22-42,,Personal take foul by S. Dekker (drawn by V. Carter)
7:23.0,W. Cauley-Stein makes 2-pt shot from 1 ft,2,24-42,,
7:13.0,,,24-42,,S. Dekker misses 3-pt shot from 25 ft
7:11.0,Defensive rebound by W. Cauley-Stein,,24-42,,
7:03.0,D. Fox misses 2-pt shot from 17 ft,,24-42,,
6:59.0,,,24-42,,Defensive rebound by W. Johnson
6:51.0,,,24-42,,M. Harrell misses 2-pt shot from 5 ft (block by W. Cauley-Stein)
6:48.0,,,24-42,,Offensive rebound by M. Harrell
6:48.0,,,24-42,,M. Harrell misses 2-pt shot at rim
6:45.0,Defensive rebound by W. Cauley-Stein,,24-42,,
6:41.0,V. Carter makes 3-pt shot from 26 ft (assist by B. Bogdanovic),3,27-42,,
6:40.0,,,27-42,,LA Clippers full timeout
6:40.0,,,27-42,,M. Teodosic enters the game for J. Evans
6:40.0,,,27-42,,W. Reed enters the game for M. Harrell
6:40.0,,,27-42,,B. Griffin enters the game for S. Dekker
6:16.0,,,27-42,,B. Griffin misses 2-pt shot from 9 ft
6:16.0,Defensive rebound by Team,,27-42,,
6:16.0,,,27-42,,T. Wallace enters the game for W. Johnson
6:07.0,W. Cauley-Stein makes 2-pt shot from 16 ft (assist by D. Fox),2,29-42,,
5:56.0,,,29-44,2,L. Williams makes 2-pt shot from 2 ft
5:46.0,Jump ball: B. Griffin vs. D. Fox (B. Bogdanovic gains possession),,,,Jump ball: B. Griffin vs. D. Fox (B. Bogdanovic gains possession)
5:40.0,S. Labissiere misses 2-pt shot from 22 ft,,29-44,,
5:36.0,,,29-44,,Defensive rebound by B. Griffin
5:30.0,,,29-46,2,B. Griffin makes 2-pt shot from 19 ft
5:17.0,W. Cauley-Stein misses 2-pt shot from 2 ft,,29-46,,
5:13.0,Offensive rebound by S. Labissiere,,29-46,,
5:13.0,S. Labissiere makes 2-pt shot at rim,2,31-46,,
5:06.0,,,31-49,2,L. Williams makes 3-pt shot from 23 ft (assist by B. Griffin)
4:55.0,B. Bogdanovic makes 2-pt shot from 1 ft (assist by D. Fox),2,33-49,,
4:47.0,Personal foul by B. Bogdanovic (drawn by L. Williams),,33-49,,
4:47.0,G. Temple enters the game for S. Labissiere,,33-49,,
4:37.0,,,33-51,2,B. Griffin makes 2-pt shot from 2 ft
4:33.0,Shooting foul by T. Wallace (drawn by D. Fox),,33-51,,
4:33.0,D. Fox makes free throw 1 of 2,1,34-51,,
4:33.0,B. Hield enters the game for B. Bogdanovic,,34-51,,
4:33.0,D. Fox makes free throw 2 of 2,1,35-51,,
4:18.0,,,35-51,,Turnover by T. Wallace (bad pass; steal by G. Temple)
4:18.0,,,35-51,,Personal take foul by M. Teodosic (drawn by G. Temple)
4:07.0,B. Hield misses 3-pt shot from 24 ft,,35-51,,
4:01.0,Offensive rebound by W. Cauley-Stein,,35-51,,
3:51.0,B. Hield misses 3-pt shot from 24 ft,,35-51,,
3:47.0,,,35-51,,Defensive rebound by M. Teodosic
3:41.0,,,35-51,,L. Williams misses 3-pt shot from 26 ft
3:36.0,Defensive rebound by B. Hield,,35-51,,
3:34.0,D. Fox makes 2-pt shot at rim,2,37-51,,
3:25.0,Personal foul by G. Temple (drawn by L. Williams),,37-51,,
3:25.0,,,37-52,1,L. Williams makes free throw 1 of 2
3:25.0,,,37-52,,L. Williams misses free throw 2 of 2
3:22.0,Defensive rebound by W. Cauley-Stein,,37-52,,
3:07.0,D. Fox misses 3-pt shot from 25 ft,,37-52,,
3:01.0,Offensive rebound by V. Carter,,37-52,,
3:00.0,V. Carter makes 2-pt shot from 7 ft,2,39-52,,
2:57.0,,,39-52,,L. Williams misses 2-pt shot from 1 ft
2:57.0,,,39-52,,Offensive rebound by W. Reed
2:56.0,,,39-52,,Shooting foul by G. Temple (drawn by W. Reed)
2:56.0,,,39-53,1,W. Reed makes free throw 1 of 2
2:56.0,,,39-53,,W. Reed misses free throw 2 of 2
2:53.0,Defensive rebound by W. Cauley-Stein,,39-53,,
2:32.0,B. Hield misses 2-pt shot from 13 ft (block by T. Wallace),,39-53,,
2:29.0,,,39-53,,Defensive rebound by T. Wallace
2:26.0,,,39-53,,Turnover by L. Williams (bad pass; steal by B. Hield)
2:13.0,W. Cauley-Stein misses 2-pt shot from 5 ft,,39-53,,
2:11.0,,,39-53,,Defensive rebound by W. Reed
2:02.0,,,39-56,3,M. Teodosic makes 3-pt shot from 25 ft (assist by B. Griffin)
1:47.0,,,39-56,,Personal foul by M. Teodosic (drawn by V. Carter)
1:47.0,V. Carter misses free throw 1 of 2,,39-56,,
1:47.0,Offensive rebound by Team,,39-56,,
1:47.0,V. Carter makes free throw 2 of 2,1,40-56,,
1:33.0,,,40-56,,Shooting foul by W. Cauley-Stein (drawn by L. Williams)
1:33.0,,,40-57,1,L. Williams makes free throw 1 of 2
1:33.0,,,40-58,1,L. Williams makes free throw 2 of 2
1:18.0,Turnover by B. Hield (bad pass; steal by L. Williams),,40-58,,
1:10.0,,,40-60,2,T. Wallace makes 2-pt shot from 4 ft (assist by B. Griffin)
1:02.0,D. Fox makes 3-pt shot from 25 ft,3,43-60,,
0:48.0,,,43-62,2,W. Reed makes 2-pt shot from 2 ft (assist by M. Teodosic)
0:37.0,D. Fox misses 2-pt shot from 16 ft,,43-62,,
0:34.0,,,43-62,,Defensive rebound by W. Reed
0:19.0,,,43-62,,Shooting foul by D. Fox (drawn by L. Williams)
0:19.0,,,43-63,1,L. Williams makes free throw 1 of 2
0:19.0,,,43-63,,J. Evans enters the game for M. Teodosic
0:19.0,,,43-63,,W. Johnson enters the game for T. Wallace
0:19.0,,,43-64,1,L. Williams makes free throw 2 of 2
0:02.0,B. Hield makes 2-pt shot from 18 ft (assist by D. Fox),2,45-64,,
0:00.0,,,45-64,,B. Griffin misses 3-pt shot from 38 ft
0:00.0,,,45-64,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:45.0,,,45-67,3,L. Williams makes 3-pt shot from 22 ft (assist by W. Reed)
11:26.0,Z. Randolph misses 2-pt shot from 20 ft,,45-67,,
11:21.0,Offensive rebound by W. Cauley-Stein,,45-67,,
11:19.0,W. Cauley-Stein makes 2-pt shot at rim,2,47-67,,
11:08.0,,,47-67,,L. Williams misses 3-pt shot from 26 ft
11:08.0,,,47-67,,Offensive rebound by Team
10:51.0,,,47-67,,B. Griffin misses 2-pt shot from 20 ft
10:47.0,Defensive rebound by G. Temple,,47-67,,
10:43.0,Shooting foul by M. Teodosic (drawn by D. Fox),,47-67,,
10:43.0,D. Fox makes free throw 1 of 2,1,48-67,,
10:43.0,D. Fox makes free throw 2 of 2,1,49-67,,
10:28.0,,,49-67,,M. Teodosic misses 3-pt shot from 25 ft
10:24.0,,,49-67,,Offensive rebound by W. Reed
10:17.0,,,49-67,,L. Williams misses 2-pt shot from 7 ft
10:17.0,,,49-67,,Offensive rebound by Team
10:04.0,,,49-67,,Turnover by B. Griffin (lost ball; steal by G. Temple)
10:00.0,D. Fox makes 2-pt shot at rim,2,51-67,,
9:36.0,,,51-69,2,W. Reed makes 2-pt shot from 8 ft (assist by M. Teodosic)
9:20.0,W. Cauley-Stein makes 3-pt shot from 22 ft (assist by D. Fox),3,54-69,,
9:01.0,,,54-69,,M. Teodosic misses 3-pt shot from 32 ft
8:56.0,Defensive rebound by W. Cauley-Stein,,54-69,,
8:50.0,Z. Randolph misses 3-pt shot from 24 ft,,54-69,,
8:46.0,,,54-69,,Defensive rebound by L. Williams
8:40.0,,,54-71,2,W. Reed makes 2-pt shot from 1 ft (assist by B. Griffin)
8:40.0,,,54-71,,Shooting foul by W. Cauley-Stein (drawn by W. Reed)
8:40.0,,,54-72,1,W. Reed makes free throw 1 of 1
8:28.0,D. Fox misses 2-pt shot from 22 ft,,54-72,,
8:24.0,,,54-72,,Defensive rebound by T. Wallace
8:16.0,,,54-72,,T. Wallace misses 2-pt shot from 1 ft (block by G. Hill)
8:13.0,Defensive rebound by W. Cauley-Stein,,54-72,,
8:07.0,W. Cauley-Stein makes 2-pt shot at rim (assist by G. Temple),2,56-72,,
7:48.0,,,56-72,,T. Wallace misses 3-pt shot from 22 ft
7:46.0,Defensive rebound by Z. Randolph,,56-72,,
7:41.0,Offensive charge foul by G. Temple (drawn by B. Griffin),,56-72,,
7:41.0,Turnover by G. Temple (offensive foul),,56-72,,
7:23.0,,,56-72,,Turnover by B. Griffin (lost ball; steal by G. Temple)
7:21.0,,,56-72,,Personal foul by M. Teodosic (drawn by W. Cauley-Stein)
7:21.0,,,56-72,,J. Evans enters the game for M. Teodosic
7:01.0,D. Fox misses 3-pt shot from 25 ft,,56-72,,
6:55.0,,,56-72,,Defensive rebound by W. Reed
6:46.0,,,56-72,,Turnover by B. Griffin (traveling)
6:46.0,,,56-72,,LA Clippers full timeout
6:32.0,Z. Randolph makes 2-pt shot from 1 ft (assist by G. Hill),2,58-72,,
6:10.0,Personal foul by W. Cauley-Stein (drawn by L. Williams),,58-72,,
6:04.0,,,58-72,,Offensive charge foul by T. Wallace (drawn by W. Cauley-Stein)
6:04.0,,,58-72,,Turnover by T. Wallace (offensive foul)
5:50.0,D. Fox misses 2-pt shot from 15 ft,,58-72,,
5:46.0,,,58-72,,Defensive rebound by W. Reed
5:39.0,,,58-74,2,L. Williams makes 2-pt shot from 16 ft
5:29.0,Z. Randolph makes 2-pt shot from 1 ft (assist by D. Fox),2,60-74,,
5:15.0,,,60-74,,Shooting foul by G. Hill (drawn by B. Griffin)
5:15.0,,,60-75,1,B. Griffin makes free throw 1 of 2
5:15.0,K. Koufos enters the game for W. Cauley-Stein,,60-75,,
5:15.0,,,60-76,1,B. Griffin makes free throw 2 of 2
5:02.0,Turnover by Z. Randolph (out of bounds lost ball),,60-76,,
4:49.0,,,60-78,2,L. Williams makes 2-pt shot from 20 ft
4:40.0,Z. Randolph misses 2-pt shot at rim,,60-78,,
4:37.0,,,60-78,,Defensive rebound by W. Reed
4:34.0,B. Hield enters the game for G. Hill,,60-78,,
4:26.0,,,60-81,3,L. Williams makes 3-pt shot from 22 ft (assist by J. Evans)
4:15.0,,,60-81,,Personal foul by B. Griffin (drawn by Z. Randolph)
4:09.0,D. Fox misses 2-pt shot from 1 ft,,60-81,,
4:09.0,,,60-81,,Defensive rebound by Team
3:50.0,,,60-81,,Turnover by B. Griffin (bad pass; steal by K. Koufos)
3:36.0,K. Koufos makes 2-pt shot from 6 ft (assist by D. Fox),2,62-81,,
3:22.0,,,62-81,,Turnover by J. Evans (lost ball; steal by D. Fox)
3:22.0,D. Fox makes 2-pt shot at rim,2,64-81,,
3:22.0,Shooting foul by J. Evans (drawn by D. Fox),,64-81,,
3:22.0,,,64-81,,W. Johnson enters the game for L. Williams
3:22.0,B. Bogdanovic enters the game for G. Temple,,64-81,,
3:22.0,D. Fox misses free throw 1 of 1,,64-81,,
3:18.0,,,64-81,,Defensive rebound by W. Reed
2:57.0,,,64-83,2,W. Reed makes 2-pt shot from 1 ft
2:50.0,Sacramento full timeout,,64-83,,
2:36.0,Z. Randolph misses 2-pt shot from 4 ft (block by W. Reed),,64-83,,
2:35.0,Offensive rebound by Z. Randolph,,64-83,,
2:34.0,Z. Randolph makes 2-pt shot at rim,2,66-83,,
2:15.0,,,66-85,2,J. Evans makes 2-pt shot from 4 ft (assist by B. Griffin)
2:10.0,Offensive foul by Z. Randolph (drawn by B. Griffin),,66-85,,
2:10.0,Turnover by Z. Randolph (offensive foul),,66-85,,
2:10.0,,,66-85,,M. Harrell enters the game for W. Reed
1:53.0,,,66-85,,W. Johnson misses 2-pt shot from 19 ft
1:49.0,Defensive rebound by K. Koufos,,66-85,,
1:39.0,Z. Randolph misses 2-pt shot from 16 ft,,66-85,,
1:34.0,,,66-85,,Defensive rebound by T. Wallace
1:30.0,,,66-87,2,T. Wallace makes 2-pt shot from 1 ft
1:16.0,Turnover by D. Fox (bad pass; steal by J. Evans),,66-87,,
1:15.0,,,66-89,2,M. Harrell makes 2-pt shot from 1 ft (assist by J. Evans)
0:49.0,,,66-89,,Personal foul by T. Wallace (drawn by Z. Randolph)
0:49.0,Z. Randolph makes free throw 1 of 2,1,67-89,,
0:49.0,,,67-89,,S. Dekker enters the game for T. Wallace
0:49.0,,,67-89,,S. Thornwell enters the game for B. Griffin
0:49.0,G. Temple enters the game for D. Fox,,67-89,,
0:49.0,Z. Randolph makes free throw 2 of 2,1,68-89,,
0:26.0,,,68-91,2,S. Thornwell makes 2-pt shot from 5 ft (assist by J. Evans)
0:03.0,B. Bogdanovic misses 2-pt shot from 2 ft,,68-91,,
0:03.0,,,68-91,,Defensive rebound by M. Harrell
0:01.0,,,68-91,,M. Harrell misses 3-pt shot from 51 ft
0:01.0,,,68-91,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:41.0,B. Hield makes 2-pt shot from 22 ft (assist by B. Bogdanovic),2,70-91,,
11:19.0,,,70-91,,J. Evans misses 2-pt shot from 23 ft
11:15.0,Defensive rebound by K. Koufos,,70-91,,
11:06.0,S. Labissiere makes 3-pt shot from 24 ft (assist by B. Bogdanovic),3,73-91,,
10:58.0,Personal foul by S. Labissiere (drawn by M. Harrell),,73-91,,
10:43.0,,,73-91,,J. Evans misses 2-pt shot from 11 ft (block by G. Temple)
10:38.0,Defensive rebound by B. Bogdanovic,,73-91,,
10:37.0,B. Hield makes 2-pt shot at rim (assist by B. Bogdanovic),2,75-91,,
10:24.0,Personal foul by K. Koufos (drawn by M. Harrell),,75-91,,
10:24.0,,,75-91,,L. Williams enters the game for S. Thornwell
10:10.0,,,75-93,2,M. Harrell makes 2-pt shot from 1 ft (assist by S. Dekker)
9:48.0,B. Bogdanovic misses 2-pt shot from 22 ft,,75-93,,
9:44.0,,,75-93,,Defensive rebound by M. Harrell
9:41.0,,,75-96,3,W. Johnson makes 3-pt shot from 26 ft (assist by J. Evans)
9:30.0,Turnover by G. Temple (lost ball; steal by W. Johnson),,75-96,,
9:28.0,,,75-98,2,S. Dekker makes 2-pt shot at rim
9:28.0,Violation by G. Temple (def goaltending),,75-98,,
9:28.0,Sacramento full timeout,,75-98,,
9:28.0,,,75-98,,M. Teodosic enters the game for J. Evans
9:16.0,B. Bogdanovic misses 3-pt shot from 25 ft,,75-98,,
9:12.0,,,75-98,,Defensive rebound by W. Johnson
8:57.0,,,75-98,,L. Williams misses 3-pt shot from 29 ft
8:55.0,Defensive rebound by Team,,75-98,,
8:30.0,B. Hield makes 2-pt shot from 11 ft,2,77-98,,
8:20.0,,,77-100,2,M. Harrell makes 2-pt shot from 1 ft (assist by L. Williams)
8:00.0,G. Temple misses 2-pt shot from 1 ft,,77-100,,
7:56.0,,,77-100,,Defensive rebound by M. Harrell
7:51.0,,,77-100,,W. Johnson misses 3-pt shot from 22 ft
7:46.0,Defensive rebound by S. Labissiere,,77-100,,
7:40.0,Shooting foul by W. Johnson (drawn by B. Bogdanovic),,77-100,,
7:40.0,B. Bogdanovic makes free throw 1 of 2,1,78-100,,
7:40.0,D. Fox enters the game for B. Hield,,78-100,,
7:40.0,B. Bogdanovic misses free throw 2 of 2,,78-100,,
7:37.0,,,78-100,,Defensive rebound by M. Harrell
7:26.0,,,78-100,,L. Williams misses 2-pt shot from 2 ft (block by S. Labissiere)
7:22.0,Defensive rebound by B. Bogdanovic,,78-100,,
7:20.0,K. Koufos makes 2-pt shot from 1 ft (assist by B. Bogdanovic),2,80-100,,
7:00.0,,,80-102,2,S. Dekker makes 2-pt shot from 2 ft (assist by M. Teodosic)
6:50.0,K. Koufos makes 2-pt shot from 5 ft (assist by D. Fox),2,82-102,,
6:34.0,,,82-105,3,M. Teodosic makes 3-pt shot from 24 ft
6:26.0,,,82-105,,Personal take foul by W. Johnson (drawn by B. Bogdanovic)
6:26.0,,,82-105,,LA Clippers full timeout
6:26.0,J. Jackson enters the game for G. Temple,,82-105,,
6:26.0,W. Cauley-Stein enters the game for K. Koufos,,82-105,,
6:16.0,W. Cauley-Stein misses 2-pt shot from 18 ft,,82-105,,
6:13.0,,,82-105,,Defensive rebound by S. Dekker
6:10.0,,,82-105,,Shooting foul by W. Cauley-Stein (drawn by M. Harrell)
6:10.0,,,82-106,1,M. Harrell makes free throw 1 of 2
6:10.0,,,82-107,1,M. Harrell makes free throw 2 of 2
5:57.0,J. Jackson makes 2-pt shot from 17 ft,2,84-107,,
5:46.0,,,84-107,,L. Williams misses 2-pt shot from 1 ft
5:42.0,Defensive rebound by J. Jackson,,84-107,,
5:39.0,B. Bogdanovic makes 2-pt shot from 12 ft (assist by D. Fox),2,86-107,,
5:39.0,Shooting foul by W. Johnson (drawn by B. Bogdanovic),,86-107,,
5:39.0,B. Bogdanovic makes free throw 1 of 1,1,87-107,,
5:25.0,,,87-107,,S. Dekker misses 3-pt shot from 25 ft
5:20.0,Defensive rebound by W. Cauley-Stein,,87-107,,
5:09.0,D. Fox makes 2-pt shot from 19 ft,2,89-107,,
4:56.0,,,89-107,,W. Johnson misses 3-pt shot from 25 ft
4:51.0,Defensive rebound by D. Fox,,89-107,,
4:51.0,Shooting foul by M. Harrell (drawn by S. Labissiere),,89-107,,
4:51.0,S. Labissiere makes free throw 1 of 2,1,90-107,,
4:51.0,B. Hield enters the game for B. Bogdanovic,,90-107,,
4:51.0,S. Labissiere misses free throw 2 of 2,,90-107,,
