time,New Orleans,pts.away,score,pts.home,Oklahoma City
5:05.0,,,14-13,,Defensive rebound by S. Adams
5:00.0,,,14-15,2,R. Westbrook makes 2-pt shot from 2 ft
4:50.0,Turnover by A. Davis (lost ball; steal by P. George),,14-15,,
4:44.0,,,14-17,2,S. Adams makes 2-pt shot at rim (assist by R. Westbrook)
4:38.0,,,14-17,,A. Abrines enters the game for T. Ferguson
4:28.0,D. Miller makes 2-pt shot from 20 ft (assist by R. Rondo),2,16-17,,
4:10.0,Personal foul by D. Cunningham (drawn by P. George),,16-17,,
4:10.0,,,16-18,1,P. George makes free throw 1 of 2
4:10.0,,,16-19,1,P. George makes free throw 2 of 2
3:56.0,A. Davis misses 2-pt shot from 14 ft,,16-19,,
3:53.0,,,16-19,,Defensive rebound by C. Anthony
3:48.0,,,16-19,,A. Abrines misses 3-pt shot from 22 ft
3:43.0,Defensive rebound by R. Rondo,,16-19,,
3:43.0,Turnover by R. Rondo (bad pass),,16-19,,
3:33.0,,,16-22,3,A. Abrines makes 3-pt shot from 25 ft (assist by R. Westbrook)
3:16.0,A. Davis misses 2-pt shot from 6 ft (block by S. Adams),,16-22,,
3:13.0,,,16-22,,Defensive rebound by P. George
3:09.0,,,16-22,,P. George misses 3-pt shot from 26 ft
3:04.0,Defensive rebound by A. Davis,,16-22,,
3:04.0,Turnover by A. Davis (bad pass),,16-22,,
3:04.0,J. Holiday enters the game for R. Rondo,,16-22,,
3:04.0,C. Diallo enters the game for A. Davis,,16-22,,
2:52.0,,,16-22,,C. Anthony misses 2-pt shot from 7 ft
2:50.0,,,16-22,,Offensive rebound by C. Anthony
2:50.0,,,16-24,2,C. Anthony makes 2-pt shot at rim
2:38.0,J. Holiday misses 2-pt shot from 22 ft,,16-24,,
2:36.0,,,16-24,,Defensive rebound by R. Westbrook
2:34.0,,,16-27,3,C. Anthony makes 3-pt shot from 26 ft (assist by R. Westbrook)
2:28.0,New Orleans full timeout,,16-27,,
2:28.0,,,16-27,,J. Grant enters the game for R. Westbrook
2:28.0,,,16-27,,R. Felton enters the game for S. Adams
2:12.0,I. Clark makes 2-pt shot from 7 ft,2,18-27,,
1:57.0,,,18-27,,R. Felton misses 2-pt shot from 20 ft
1:55.0,Defensive rebound by J. Holiday,,18-27,,
1:50.0,C. Diallo makes 2-pt shot at rim (assist by I. Clark),2,20-27,,
1:28.0,,,20-27,,C. Anthony misses 2-pt shot at rim (block by C. Diallo)
1:24.0,Defensive rebound by D. Miller,,20-27,,
1:20.0,D. Cunningham misses 2-pt shot from 3 ft (block by R. Felton),,20-27,,
1:17.0,,,20-27,,Defensive rebound by R. Felton
1:15.0,,,20-29,2,C. Anthony makes 2-pt shot at rim (assist by R. Felton)
0:53.0,C. Diallo misses 2-pt shot from 14 ft,,20-29,,
0:50.0,,,20-29,,Defensive rebound by P. George
0:45.0,,,20-29,,J. Grant misses 2-pt shot from 1 ft
0:45.0,,,20-29,,Offensive rebound by J. Grant
0:31.0,,,20-32,3,A. Abrines makes 3-pt shot from 24 ft (assist by P. George)
0:17.0,J. Holiday makes 2-pt shot from 7 ft,2,22-32,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:43.0,,,22-32,,A. Abrines misses 3-pt shot from 25 ft
11:40.0,Defensive rebound by C. Diallo,,22-32,,
11:40.0,Turnover by C. Diallo (traveling),,22-32,,
11:32.0,,,22-34,2,J. Grant makes 2-pt shot from 1 ft (assist by R. Felton)
11:16.0,J. Holiday misses 2-pt shot from 7 ft,,22-34,,
11:13.0,,,22-34,,Defensive rebound by J. Grant
10:54.0,,,22-36,2,R. Felton makes 2-pt shot from 14 ft
10:43.0,Turnover by I. Clark (bad pass; steal by P. Patterson),,22-36,,
10:37.0,,,22-38,2,J. Grant makes 2-pt shot at rim (assist by R. Felton)
10:20.0,E. Moore makes 2-pt shot from 5 ft,2,24-38,,
10:09.0,,,24-38,,Shooting foul by J. Holiday (drawn by A. Abrines)
10:09.0,,,24-39,1,A. Abrines makes free throw 1 of 2
10:09.0,,,24-40,1,A. Abrines makes free throw 2 of 2
10:00.0,D. Miller makes 3-pt shot from 25 ft (assist by I. Clark),3,27-40,,
9:35.0,Personal foul by I. Clark (drawn by R. Felton),,27-40,,
9:22.0,,,27-40,,R. Felton misses 2-pt shot from 6 ft
9:20.0,Defensive rebound by C. Diallo,,27-40,,
9:17.0,E. Moore makes 2-pt shot from 17 ft,2,29-40,,
8:59.0,,,29-40,,A. Abrines misses 3-pt shot from 25 ft
8:59.0,Defensive rebound by C. Diallo,,29-40,,
8:48.0,,,29-40,,R. Westbrook enters the game for A. Abrines
8:48.0,M. James enters the game for I. Clark,,29-40,,
8:44.0,E. Moore misses 2-pt shot from 2 ft,,29-40,,
8:42.0,,,29-40,,Defensive rebound by R. Westbrook
8:33.0,,,29-40,,R. Westbrook misses 2-pt shot from 14 ft
8:30.0,Defensive rebound by D. Miller,,29-40,,
8:26.0,D. Miller misses 3-pt shot from 29 ft,,29-40,,
8:23.0,,,29-40,,Defensive rebound by J. Grant
8:16.0,,,29-40,,J. Huestis misses 3-pt shot from 22 ft
8:10.0,Defensive rebound by C. Diallo,,29-40,,
8:04.0,E. Moore makes 3-pt shot from 22 ft (assist by J. Holiday),3,32-40,,
7:47.0,,,32-40,,P. Patterson misses 3-pt shot from 25 ft
7:44.0,Defensive rebound by J. Holiday,,32-40,,
7:44.0,,,32-40,,Personal foul by R. Westbrook (drawn by J. Holiday)
7:44.0,,,32-40,,S. Adams enters the game for J. Grant
7:44.0,R. Rondo enters the game for J. Holiday,,32-40,,
7:44.0,A. Davis enters the game for C. Diallo,,32-40,,
7:30.0,E. Moore makes 2-pt shot from 21 ft,2,34-40,,
7:08.0,,,34-40,,Shooting foul by A. Davis (drawn by S. Adams)
7:08.0,,,34-40,,S. Adams misses free throw 1 of 2
7:08.0,,,34-40,,Offensive rebound by Team
7:08.0,,,34-41,1,S. Adams makes free throw 2 of 2
7:00.0,Turnover by A. Davis (bad pass; steal by R. Felton),,34-41,,
6:55.0,,,34-43,2,S. Adams makes 2-pt shot from 1 ft (assist by R. Felton)
6:39.0,A. Davis misses 2-pt shot from 1 ft (block by J. Huestis),,34-43,,
6:36.0,,,34-43,,Defensive rebound by R. Westbrook
6:33.0,,,34-45,2,S. Adams makes 2-pt shot at rim (assist by R. Westbrook)
6:32.0,New Orleans full timeout,,34-45,,
6:17.0,R. Rondo misses 3-pt shot from 22 ft,,34-45,,
6:12.0,Offensive rebound by M. James,,34-45,,
6:09.0,,,34-45,,Personal foul by R. Westbrook (drawn by R. Rondo)
6:00.0,A. Davis makes 2-pt shot from 2 ft (assist by M. James),2,36-45,,
5:37.0,,,36-45,,P. Patterson misses 2-pt shot from 8 ft
5:36.0,,,36-45,,Offensive rebound by S. Adams
5:36.0,,,36-45,,S. Adams misses 2-pt shot at rim
5:35.0,Defensive rebound by Team,,36-45,,
5:35.0,,,36-45,,Loose ball foul by S. Adams (drawn by A. Davis)
5:35.0,,,36-45,,P. George enters the game for R. Felton
5:35.0,,,36-45,,C. Anthony enters the game for J. Huestis
5:35.0,,,36-45,,J. Grant enters the game for P. Patterson
5:21.0,A. Davis makes 2-pt shot from 1 ft (assist by R. Rondo),2,38-45,,
5:05.0,,,38-47,2,R. Westbrook makes 2-pt shot at rim (assist by J. Grant)
4:55.0,Turnover by E. Moore (step out of bounds),,38-47,,
4:55.0,,,38-48,1,P. George makes technical free throw
4:55.0,D. Cunningham enters the game for M. James,,38-48,,
4:44.0,,,38-50,2,J. Grant makes 2-pt shot from 1 ft (assist by R. Westbrook)
4:25.0,A. Davis makes 2-pt shot at rim (assist by E. Moore),2,40-50,,
4:06.0,,,40-52,2,S. Adams makes 2-pt shot at rim (assist by R. Westbrook)
3:55.0,Turnover by E. Moore (traveling),,40-52,,
3:48.0,,,40-52,,Turnover by R. Westbrook (bad pass; steal by A. Davis)
3:40.0,R. Rondo makes 2-pt shot from 3 ft,2,42-52,,
3:40.0,Shooting foul by J. Grant (drawn by R. Rondo),,42-52,,
3:40.0,J. Holiday enters the game for D. Miller,,42-52,,
3:40.0,R. Rondo misses free throw 1 of 1,,42-52,,
3:40.0,,,42-52,,Defensive rebound by C. Anthony
3:25.0,,,42-52,,C. Anthony misses 3-pt shot from 26 ft
3:22.0,Defensive rebound by A. Davis,,42-52,,
3:17.0,R. Rondo makes 2-pt shot from 1 ft,2,44-52,,
3:04.0,,,44-52,,C. Anthony misses 2-pt shot at rim
3:02.0,,,44-52,,Offensive rebound by C. Anthony
3:02.0,,,44-54,2,C. Anthony makes 2-pt shot at rim
2:50.0,,,44-54,,Violation by S. Adams (kicked ball)
2:50.0,,,44-54,,Oklahoma City full timeout
2:36.0,A. Davis misses 2-pt shot from 9 ft,,44-54,,
2:35.0,Offensive rebound by R. Rondo,,44-54,,
2:35.0,R. Rondo misses 2-pt shot at rim,,44-54,,
2:34.0,Offensive rebound by D. Cunningham,,44-54,,
2:33.0,D. Cunningham makes 2-pt shot at rim,2,46-54,,
2:14.0,,,46-54,,S. Adams misses 2-pt shot from 1 ft
2:12.0,Defensive rebound by E. Moore,,46-54,,
2:08.0,A. Davis makes 2-pt shot from 1 ft (assist by R. Rondo),2,48-54,,
2:00.0,,,48-54,,R. Westbrook misses 2-pt shot from 19 ft
1:57.0,Defensive rebound by A. Davis,,48-54,,
1:53.0,E. Moore makes 2-pt shot at rim,2,50-54,,
1:53.0,,,50-54,,Oklahoma City full timeout
1:34.0,,,50-56,2,J. Grant makes 2-pt shot at rim (assist by P. George)
1:21.0,,,50-56,,Personal foul by J. Grant (drawn by A. Davis)
1:21.0,A. Davis makes free throw 1 of 2,1,51-56,,
1:21.0,A. Davis makes free throw 2 of 2,1,52-56,,
1:05.0,,,52-58,2,P. George makes 2-pt shot from 3 ft
0:43.0,A. Davis misses 2-pt shot from 15 ft,,52-58,,
0:42.0,,,52-58,,Defensive rebound by C. Anthony
0:33.0,,,52-58,,C. Anthony misses 2-pt shot from 20 ft
0:30.0,,,52-58,,Offensive rebound by J. Grant
0:27.0,,,52-58,,S. Adams misses 2-pt shot from 7 ft
0:20.0,Defensive rebound by D. Cunningham,,52-58,,
0:05.0,J. Holiday misses 3-pt shot from 25 ft,,52-58,,
0:05.0,Offensive rebound by Team,,52-58,,
0:05.0,,,52-58,,Loose ball foul by J. Grant (drawn by A. Davis)
0:05.0,A. Davis makes free throw 1 of 2,1,53-58,,
0:05.0,,,53-58,,A. Abrines enters the game for J. Grant
0:05.0,M. James enters the game for E. Moore,,53-58,,
0:05.0,A. Davis makes free throw 2 of 2,1,54-58,,
0:01.0,,,54-58,,Turnover by R. Westbrook (lost ball; steal by R. Rondo)
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:48.0,,,54-60,2,R. Westbrook makes 2-pt shot at rim
11:35.0,A. Davis makes 2-pt shot at rim (assist by R. Rondo),2,56-60,,
11:19.0,,,56-60,,P. George misses 2-pt shot from 15 ft
11:16.0,Defensive rebound by R. Rondo,,56-60,,
11:13.0,,,56-60,,Personal foul by P. George (drawn by J. Holiday)
11:11.0,A. Davis makes 2-pt shot at rim (assist by R. Rondo),2,58-60,,
11:11.0,,,58-60,,Oklahoma City full timeout
10:58.0,,,58-60,,Offensive foul by C. Anthony
10:58.0,,,58-60,,Turnover by C. Anthony (offensive foul)
10:58.0,,,58-60,,Technical foul by C. Anthony
10:58.0,J. Holiday misses technical free throw,,58-60,,
10:58.0,Offensive rebound by Team,,58-60,,
10:48.0,E. Moore makes 3-pt shot from 25 ft (assist by R. Rondo),3,61-60,,
10:37.0,,,61-60,,Turnover by R. Westbrook (bad pass; steal by E. Moore)
10:31.0,D. Cunningham makes 2-pt shot at rim (assist by R. Rondo),2,63-60,,
10:14.0,,,63-60,,P. George misses 2-pt shot from 12 ft
10:11.0,Defensive rebound by A. Davis,,63-60,,
10:07.0,A. Davis misses 2-pt shot from 13 ft,,63-60,,
10:03.0,,,63-60,,Defensive rebound by C. Anthony
9:48.0,,,63-60,,R. Westbrook misses 3-pt shot from 27 ft
9:45.0,Defensive rebound by D. Cunningham,,63-60,,
9:38.0,J. Holiday makes 2-pt shot from 1 ft,2,65-60,,
9:20.0,,,65-62,2,C. Anthony makes 2-pt shot from 16 ft (assist by P. George)
8:58.0,E. Moore makes 3-pt shot from 25 ft (assist by R. Rondo),3,68-62,,
8:41.0,,,68-62,,Turnover by S. Adams (out of bounds lost ball)
8:41.0,,,68-62,,A. Abrines enters the game for T. Ferguson
8:22.0,Turnover by E. Moore (lost ball; steal by C. Anthony),,68-62,,
8:22.0,Personal foul by R. Rondo (drawn by R. Westbrook),,68-62,,
8:02.0,,,68-62,,C. Anthony misses 2-pt shot from 17 ft
8:00.0,Defensive rebound by A. Davis,,68-62,,
7:53.0,A. Davis makes 2-pt shot at rim (assist by R. Rondo),2,70-62,,
7:38.0,,,70-62,,R. Westbrook misses 2-pt shot from 1 ft
7:34.0,,,70-62,,Offensive rebound by R. Westbrook
7:34.0,,,70-62,,Shooting foul by D. Cunningham (drawn by S. Adams)
7:34.0,,,70-63,1,S. Adams makes free throw 1 of 2
7:34.0,,,70-64,1,S. Adams makes free throw 2 of 2
7:15.0,A. Davis misses 3-pt shot from 24 ft,,70-64,,
7:14.0,,,70-64,,Defensive rebound by Team
7:07.0,,,70-64,,Turnover by S. Adams (traveling)
6:53.0,J. Holiday makes 2-pt shot from 2 ft (assist by R. Rondo),2,72-64,,
6:43.0,Personal foul by R. Rondo (drawn by P. George),,72-64,,
6:38.0,,,72-64,,R. Westbrook misses 2-pt shot from 16 ft
6:34.0,,,72-64,,Offensive rebound by S. Adams
6:32.0,,,72-64,,R. Westbrook misses 2-pt shot at rim
6:32.0,Defensive rebound by Team,,72-64,,
6:25.0,Shooting foul by A. Abrines (drawn by E. Moore),,72-64,,
6:25.0,E. Moore makes free throw 1 of 2,1,73-64,,
6:25.0,D. Miller enters the game for J. Holiday,,73-64,,
6:25.0,E. Moore makes free throw 2 of 2,1,74-64,,
6:16.0,,,74-67,3,A. Abrines makes 3-pt shot from 25 ft (assist by R. Westbrook)
5:59.0,A. Davis misses 2-pt shot from 7 ft,,74-67,,
5:57.0,,,74-67,,Defensive rebound by S. Adams
5:53.0,,,74-67,,P. George misses 3-pt shot from 24 ft
5:52.0,Defensive rebound by Team,,74-67,,
5:34.0,Turnover by A. Davis (bad pass; steal by R. Westbrook),,74-67,,
5:33.0,Loose ball foul by E. Moore (drawn by R. Westbrook),,74-67,,
5:24.0,,,74-69,2,R. Westbrook makes 2-pt shot from 20 ft
5:14.0,A. Davis makes 3-pt shot from 25 ft (assist by D. Miller),3,77-69,,
5:03.0,,,77-69,,A. Abrines misses 3-pt shot from 25 ft
5:00.0,,,77-69,,Offensive rebound by S. Adams
4:58.0,,,77-72,3,P. George makes 3-pt shot from 26 ft (assist by R. Westbrook)
4:47.0,A. Davis misses 3-pt shot from 24 ft,,77-72,,
4:45.0,,,77-72,,Defensive rebound by A. Abrines
4:38.0,Personal foul by A. Davis (drawn by S. Adams),,77-72,,
4:38.0,,,77-73,1,S. Adams makes free throw 1 of 2
4:38.0,,,77-74,1,S. Adams makes free throw 2 of 2
4:20.0,E. Moore makes 2-pt shot from 10 ft,2,79-74,,
4:04.0,,,79-76,2,P. George makes 2-pt shot from 17 ft
3:43.0,D. Miller makes 3-pt shot from 24 ft (assist by R. Rondo),3,82-76,,
3:17.0,,,82-76,,P. George misses 2-pt shot from 9 ft
3:15.0,Defensive rebound by E. Moore,,82-76,,
3:03.0,A. Davis misses 2-pt shot from 18 ft,,82-76,,
3:01.0,,,82-76,,Defensive rebound by R. Westbrook
2:56.0,,,82-78,2,S. Adams makes 2-pt shot from 1 ft (assist by R. Westbrook)
2:56.0,,,82-78,,Shooting foul by R. Rondo (drawn by S. Adams)
2:56.0,New Orleans full timeout,,82-78,,
2:56.0,,,82-78,,R. Felton enters the game for R. Westbrook
2:56.0,C. Diallo enters the game for R. Rondo,,82-78,,
2:56.0,J. Holiday enters the game for A. Davis,,82-78,,
2:56.0,I. Clark enters the game for E. Moore,,82-78,,
2:56.0,,,82-79,1,S. Adams makes free throw 1 of 1
2:46.0,,,82-79,,Personal foul by A. Abrines (drawn by C. Diallo)
2:46.0,,,82-79,,J. Grant enters the game for S. Adams
2:35.0,J. Holiday misses 3-pt shot from 25 ft,,82-79,,
2:32.0,,,82-79,,Defensive rebound by J. Grant
2:12.0,,,82-79,,C. Anthony misses 2-pt shot from 11 ft
2:09.0,Defensive rebound by C. Diallo,,82-79,,
1:57.0,J. Holiday misses 2-pt shot from 3 ft,,82-79,,
1:56.0,Offensive rebound by C. Diallo,,82-79,,
1:55.0,C. Diallo makes 2-pt shot at rim,2,84-79,,
1:36.0,,,84-79,,Turnover by C. Anthony (traveling)
1:36.0,,,84-79,,P. Patterson enters the game for C. Anthony
1:27.0,C. Diallo makes 2-pt shot from 1 ft (assist by J. Holiday),2,86-79,,
1:27.0,Shooting foul by A. Abrines (drawn by C. Diallo),,86-79,,
1:27.0,C. Diallo makes free throw 1 of 1,1,87-79,,
1:11.0,Personal foul by I. Clark (drawn by P. George),,87-79,,
1:11.0,,,87-80,1,P. George makes free throw 1 of 2
1:11.0,,,87-81,1,P. George makes free throw 2 of 2
0:55.0,Turnover by D. Cunningham (out of bounds lost ball),,87-81,,
0:46.0,,,87-81,,P. George misses 3-pt shot from 26 ft
0:45.0,,,87-81,,Offensive rebound by J. Grant
0:45.0,,,87-83,2,J. Grant makes 2-pt shot at rim
0:35.0,J. Holiday misses 3-pt shot from 25 ft,,87-83,,
0:35.0,,,87-83,,Defensive rebound by J. Grant
0:27.0,,,87-83,,P. George misses 3-pt shot from 25 ft
0:22.0,Defensive rebound by C. Diallo,,87-83,,
0:01.0,D. Cunningham makes 3-pt shot from 23 ft (assist by J. Holiday),3,90-83,,
0:00.0,,,90-83,,R. Felton misses 3-pt shot from 52 ft
0:00.0,,,90-83,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:55.0,,,90-83,,Personal foul by J. Huestis (drawn by A. Davis)
11:53.0,I. Clark misses 2-pt shot from 13 ft,,90-83,,
11:40.0,,,90-83,,Defensive rebound by J. Grant
11:27.0,,,90-86,3,A. Abrines makes 3-pt shot from 25 ft (assist by P. Patterson)
11:13.0,D. Miller makes 3-pt shot from 25 ft (assist by I. Clark),3,93-86,,
10:52.0,,,93-86,,P. Patterson misses 3-pt shot from 25 ft
10:51.0,Defensive rebound by Team,,93-86,,
10:39.0,A. Davis makes 2-pt shot from 12 ft,2,95-86,,
10:39.0,,,95-86,,Oklahoma City full timeout
10:39.0,,,95-86,,S. Adams enters the game for J. Grant
10:28.0,,,95-86,,R. Felton misses 3-pt shot from 26 ft
10:25.0,Defensive rebound by C. Diallo,,95-86,,
10:11.0,D. Miller misses 3-pt shot from 24 ft,,95-86,,
10:10.0,,,95-86,,Defensive rebound by Team
9:59.0,,,95-86,,P. Patterson misses 3-pt shot from 26 ft
9:59.0,Defensive rebound by Team,,95-86,,
9:47.0,J. Holiday makes 2-pt shot from 1 ft,2,97-86,,
9:36.0,Personal foul by I. Clark (drawn by R. Felton),,97-86,,
9:19.0,,,97-89,3,R. Felton makes 3-pt shot from 25 ft (assist by J. Huestis)
8:55.0,A. Davis misses 2-pt shot from 12 ft,,97-89,,
8:53.0,,,97-89,,Defensive rebound by P. Patterson
8:44.0,,,97-89,,R. Felton misses 2-pt shot from 15 ft
8:41.0,,,97-89,,Offensive rebound by P. Patterson
8:41.0,,,97-89,,P. Patterson misses 2-pt shot from 2 ft
8:38.0,Defensive rebound by Team,,97-89,,
8:38.0,,,97-89,,R. Westbrook enters the game for J. Huestis
8:26.0,,,97-89,,Personal foul by R. Felton
8:25.0,,,97-89,,Technical foul by R. Felton
8:25.0,A. Davis makes technical free throw,1,98-89,,
8:25.0,R. Rondo enters the game for J. Holiday,,98-89,,
8:19.0,,,98-89,,Personal foul by R. Felton (drawn by I. Clark)
8:19.0,,,98-89,,P. George enters the game for R. Felton
8:12.0,A. Davis makes 2-pt shot from 14 ft (assist by R. Rondo),2,100-89,,
7:59.0,,,100-89,,R. Westbrook misses 3-pt shot from 25 ft
7:57.0,Defensive rebound by C. Diallo,,100-89,,
7:34.0,R. Rondo misses 3-pt shot from 23 ft,,100-89,,
7:32.0,,,100-89,,Defensive rebound by P. George
7:18.0,,,100-89,,R. Westbrook misses 3-pt shot from 27 ft
7:13.0,,,100-89,,Offensive rebound by P. Patterson
7:03.0,,,100-89,,P. Patterson misses 3-pt shot from 23 ft
7:02.0,,,100-89,,Offensive rebound by S. Adams
7:02.0,,,100-91,2,S. Adams makes 2-pt shot at rim
7:02.0,,,100-91,,Shooting foul by A. Davis (drawn by S. Adams)
7:02.0,E. Moore enters the game for I. Clark,,100-91,,
7:02.0,,,100-91,,S. Adams misses free throw 1 of 1
7:02.0,,,100-91,,J. Grant enters the game for P. Patterson
6:59.0,Defensive rebound by A. Davis,,100-91,,
6:44.0,E. Moore misses 2-pt shot from 21 ft,,100-91,,
6:42.0,,,100-91,,Defensive rebound by J. Grant
6:33.0,,,100-93,2,J. Grant makes 2-pt shot at rim (assist by R. Westbrook)
6:27.0,New Orleans full timeout,,100-93,,
6:27.0,J. Holiday enters the game for C. Diallo,,100-93,,
6:27.0,D. Cunningham enters the game for D. Miller,,100-93,,
6:18.0,R. Rondo misses 2-pt shot from 1 ft,,100-93,,
6:16.0,,,100-93,,Defensive rebound by J. Grant
6:12.0,,,100-93,,Turnover by R. Westbrook (bad pass; steal by R. Rondo)
6:07.0,A. Davis makes 2-pt shot from 1 ft (assist by J. Holiday),2,102-93,,
5:54.0,,,102-96,3,P. George makes 3-pt shot from 25 ft (assist by R. Westbrook)
5:33.0,R. Rondo makes 3-pt shot from 22 ft (assist by J. Holiday),3,105-96,,
5:20.0,,,105-96,,P. George misses 3-pt shot from 24 ft
5:17.0,Defensive rebound by D. Cunningham,,105-96,,
5:05.0,A. Davis misses 2-pt shot from 8 ft,,105-96,,
5:03.0,Offensive rebound by D. Cunningham,,105-96,,
5:03.0,D. Cunningham misses 2-pt shot from 1 ft,,105-96,,
5:02.0,,,105-96,,Defensive rebound by J. Grant
5:01.0,,,105-96,,Oklahoma City full timeout
5:01.0,,,105-96,,C. Anthony enters the game for A. Abrines
4:55.0,,,105-96,,R. Westbrook misses 2-pt shot from 13 ft
4:52.0,Defensive rebound by R. Rondo,,105-96,,
4:36.0,Turnover by R. Rondo (bad pass; steal by P. George),,105-96,,
4:30.0,,,105-96,,R. Westbrook misses 3-pt shot from 25 ft
4:29.0,,,105-96,,Offensive rebound by Team
4:29.0,Loose ball foul by E. Moore (drawn by S. Adams),,105-96,,
4:20.0,,,105-96,,C. Anthony misses 3-pt shot from 25 ft
4:18.0,Defensive rebound by E. Moore,,105-96,,
4:07.0,Turnover by A. Davis (traveling),,105-96,,
