time,Cleveland,pts.away,score,pts.home,Indiana
6:35.0,Defensive rebound by K. Love,,14-10,,
6:35.0,Turnover by J. Smith (out of bounds lost ball),,14-10,,
6:26.0,,,14-13,3,V. Oladipo makes 3-pt shot from 26 ft (assist by D. Collison)
6:12.0,,,14-13,,Personal foul by D. Collison (drawn by J. Calderon)
6:00.0,K. Love misses 2-pt shot from 7 ft (block by M. Turner),,14-13,,
5:58.0,,,14-13,,Defensive rebound by M. Turner
5:47.0,,,14-13,,Shooting foul by J. Calderon (drawn by T. Young)
5:47.0,,,14-14,1,T. Young makes free throw 1 of 2
5:47.0,J. Clarkson enters the game for J. Calderon,,14-14,,
5:47.0,,,14-15,1,T. Young makes free throw 2 of 2
5:35.0,Turnover by K. Korver (lost ball; steal by V. Oladipo),,14-15,,
5:30.0,,,14-17,2,V. Oladipo makes 2-pt shot at rim (assist by D. Collison)
5:13.0,J. Clarkson makes 2-pt shot from 2 ft,2,16-17,,
5:03.0,Personal foul by L. James (drawn by M. Turner),,16-17,,
4:50.0,,,16-17,,B. Bogdanovic misses 3-pt shot from 29 ft
4:46.0,Defensive rebound by J. Smith,,16-17,,
4:28.0,L. James makes 3-pt shot from 25 ft,3,19-17,,
4:09.0,,,19-17,,B. Bogdanovic misses 3-pt shot from 23 ft
4:02.0,Defensive rebound by K. Love,,19-17,,
3:54.0,K. Love makes 3-pt shot from 27 ft (assist by L. James),3,22-17,,
3:44.0,,,22-17,,Indiana full timeout
3:44.0,,,22-17,,L. Stephenson enters the game for T. Young
3:44.0,,,22-17,,D. Sabonis enters the game for B. Bogdanovic
3:29.0,Personal foul by J. Smith (drawn by M. Turner),,22-17,,
3:29.0,L. Nance enters the game for K. Love,,22-17,,
3:20.0,,,22-17,,D. Collison misses 2-pt shot from 13 ft
3:18.0,Defensive rebound by K. Korver,,22-17,,
3:05.0,L. James misses 3-pt shot from 27 ft,,22-17,,
3:03.0,,,22-17,,Defensive rebound by V. Oladipo
2:57.0,,,22-20,3,V. Oladipo makes 3-pt shot from 27 ft
2:51.0,J. Smith misses 3-pt shot from 30 ft,,22-20,,
2:47.0,,,22-20,,Defensive rebound by M. Turner
2:42.0,,,22-20,,V. Oladipo misses 2-pt shot at rim
2:42.0,,,22-20,,Offensive rebound by V. Oladipo
2:39.0,,,22-22,2,V. Oladipo makes 2-pt shot from 7 ft
2:20.0,Turnover by L. James (bad pass; steal by V. Oladipo),,22-22,,
2:16.0,,,22-24,2,V. Oladipo makes 2-pt shot from 2 ft (assist by L. Stephenson)
1:58.0,L. James makes 2-pt shot from 1 ft,2,24-24,,
1:42.0,,,24-26,2,D. Collison makes 2-pt shot from 19 ft
1:23.0,J. Smith misses 3-pt shot from 25 ft,,24-26,,
1:19.0,,,24-26,,Defensive rebound by V. Oladipo
1:12.0,,,24-26,,Turnover by V. Oladipo (bad pass; steal by L. James)
1:02.0,Turnover by K. Korver (bad pass; steal by V. Oladipo),,24-26,,
0:58.0,,,24-26,,D. Collison misses 3-pt shot from 27 ft
0:56.0,,,24-26,,Offensive rebound by Team
0:56.0,,,24-26,,C. Joseph enters the game for D. Collison
0:56.0,,,24-26,,T. Booker enters the game for M. Turner
0:56.0,R. Hood enters the game for J. Smith,,24-26,,
0:56.0,J. Green enters the game for K. Korver,,24-26,,
0:45.0,,,24-29,3,V. Oladipo makes 3-pt shot from 23 ft (assist by C. Joseph)
0:40.0,,,24-29,,Personal foul by L. Stephenson (drawn by L. James)
0:29.0,L. James misses 3-pt shot from 26 ft,,24-29,,
0:25.0,,,24-29,,Defensive rebound by T. Booker
0:07.0,,,24-29,,Shooting foul by L. Nance (drawn by L. Stephenson)
0:07.0,,,24-29,,L. Stephenson misses free throw 1 of 2
0:07.0,,,24-29,,Offensive rebound by Team
0:07.0,,,24-29,,B. Bogdanovic enters the game for V. Oladipo
0:07.0,J. Smith enters the game for L. Nance,,24-29,,
0:07.0,,,24-29,,L. Stephenson misses free throw 2 of 2
0:07.0,Defensive rebound by R. Hood,,24-29,,
0:02.0,J. Green makes 2-pt shot from 2 ft (assist by L. James),2,26-29,,
0:00.0,,,26-29,,L. Stephenson misses 3-pt shot from 57 ft
0:00.0,,,26-29,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:45.0,R. Hood makes 2-pt shot from 15 ft,2,28-29,,
11:29.0,,,28-29,,Turnover by C. Joseph (out of bounds lost ball)
11:18.0,R. Hood misses 3-pt shot from 26 ft,,28-29,,
11:14.0,,,28-29,,Defensive rebound by C. Joseph
11:00.0,,,28-29,,L. Stephenson misses 3-pt shot from 23 ft
10:57.0,Defensive rebound by L. Nance,,28-29,,
10:50.0,J. Clarkson misses 2-pt shot from 20 ft,,28-29,,
10:48.0,Offensive rebound by Team,,28-29,,
10:35.0,K. Love makes 2-pt shot from 8 ft (assist by J. Green),2,30-29,,
10:16.0,,,30-31,2,L. Stephenson makes 2-pt shot from 16 ft
10:04.0,Turnover by R. Hood (out of bounds lost ball),,30-31,,
9:45.0,,,30-33,2,C. Joseph makes 2-pt shot from 18 ft
9:29.0,L. Nance makes 2-pt shot from 1 ft (assist by J. Clarkson),2,32-33,,
9:16.0,,,32-36,3,L. Stephenson makes 3-pt shot from 26 ft
8:47.0,R. Hood makes 2-pt shot from 17 ft,2,34-36,,
8:26.0,,,34-36,,L. Stephenson misses 3-pt shot from 26 ft
8:24.0,,,34-36,,Offensive rebound by Team
8:24.0,Loose ball foul by L. Nance (drawn by D. Sabonis),,34-36,,
8:06.0,,,34-36,,C. Joseph misses 3-pt shot from 23 ft
8:03.0,,,34-36,,Offensive rebound by D. Sabonis
7:52.0,,,34-36,,L. Stephenson misses 2-pt shot from 1 ft
7:51.0,Defensive rebound by K. Love,,34-36,,
7:45.0,J. Clarkson misses 2-pt shot from 9 ft,,34-36,,
7:42.0,,,34-36,,Defensive rebound by C. Joseph
7:36.0,,,34-36,,B. Bogdanovic misses 2-pt shot from 7 ft
7:33.0,,,34-36,,Offensive rebound by T. Booker
7:33.0,,,34-38,2,T. Booker makes 2-pt shot at rim
7:11.0,,,34-38,,Personal foul by T. Booker (drawn by K. Love)
7:11.0,,,34-38,,T. Young enters the game for T. Booker
7:11.0,,,34-38,,V. Oladipo enters the game for B. Bogdanovic
7:11.0,L. James enters the game for J. Clarkson,,34-38,,
6:58.0,K. Love misses 2-pt shot from 8 ft,,34-38,,
6:57.0,,,34-38,,Defensive rebound by D. Sabonis
6:46.0,,,34-40,2,D. Sabonis makes 2-pt shot from 5 ft (assist by C. Joseph)
6:46.0,,,34-40,,Shooting foul by R. Hood (drawn by D. Sabonis)
6:46.0,,,34-40,,Indiana full timeout
6:46.0,J. Smith enters the game for L. Nance,,34-40,,
6:46.0,,,34-40,,D. Sabonis misses free throw 1 of 1
6:46.0,Defensive rebound by K. Love,,34-40,,
6:22.0,R. Hood makes 2-pt shot from 3 ft,2,36-40,,
6:08.0,,,36-42,2,D. Sabonis makes 2-pt shot at rim (assist by L. Stephenson)
5:55.0,J. Smith misses 3-pt shot from 26 ft,,36-42,,
5:52.0,,,36-42,,Defensive rebound by L. Stephenson
5:45.0,,,36-44,2,L. Stephenson makes 2-pt shot from 6 ft
5:21.0,Turnover by L. James (bad pass; steal by C. Joseph),,36-44,,
5:17.0,,,36-46,2,D. Sabonis makes 2-pt shot from 1 ft (assist by V. Oladipo)
4:55.0,L. James makes 2-pt shot from 1 ft,2,38-46,,
4:55.0,Shooting foul by D. Sabonis (drawn by L. James),,38-46,,
4:55.0,,,38-46,,D. Collison enters the game for C. Joseph
4:55.0,K. Korver enters the game for J. Green,,38-46,,
4:55.0,L. James makes free throw 1 of 1,1,39-46,,
4:36.0,Personal foul by R. Hood (drawn by T. Young),,39-46,,
4:36.0,,,39-46,,M. Turner enters the game for D. Sabonis
4:21.0,,,39-49,2,V. Oladipo makes 3-pt shot from 27 ft (assist by M. Turner)
3:57.0,K. Love makes 2-pt shot from 1 ft,2,41-49,,
3:39.0,,,41-51,2,M. Turner makes 2-pt shot from 1 ft (assist by V. Oladipo)
3:23.0,K. Love misses 3-pt shot from 27 ft,,41-51,,
3:20.0,,,41-51,,Defensive rebound by T. Young
3:11.0,,,41-51,,Shooting foul by R. Hood (drawn by M. Turner)
3:11.0,,,41-51,,M. Turner misses free throw 1 of 2
3:11.0,,,41-51,,Offensive rebound by Team
3:11.0,L. Nance enters the game for K. Love,,41-51,,
3:11.0,J. Calderon enters the game for R. Hood,,41-51,,
3:11.0,,,41-52,1,M. Turner makes free throw 2 of 2
2:57.0,L. James makes 2-pt shot from 16 ft,2,43-52,,
2:36.0,,,43-52,,T. Young misses 2-pt shot from 1 ft
2:34.0,Defensive rebound by L. Nance,,43-52,,
2:13.0,Cleveland full timeout,,43-52,,
2:13.0,Turnover by Team (shot clock),,43-52,,
1:57.0,,,43-52,,L. Stephenson misses 2-pt shot at rim
1:55.0,Defensive rebound by L. Nance,,43-52,,
1:51.0,K. Korver misses 3-pt shot from 22 ft,,43-52,,
1:47.0,,,43-52,,Defensive rebound by V. Oladipo
1:46.0,,,43-52,,Turnover by V. Oladipo (lost ball; steal by L. Nance)
1:40.0,L. Nance makes 2-pt shot from 1 ft (assist by L. James),2,45-52,,
1:23.0,,,45-52,,Turnover by D. Collison (out of bounds lost ball)
1:23.0,,,45-52,,B. Bogdanovic enters the game for L. Stephenson
1:15.0,Shooting foul by M. Turner (drawn by L. James),,45-52,,
1:15.0,L. James makes free throw 1 of 2,1,46-52,,
1:15.0,L. James makes free throw 2 of 2,1,47-52,,
1:02.0,,,47-55,3,D. Collison makes 3-pt shot from 25 ft
0:41.0,J. Smith misses 2-pt shot from 17 ft,,47-55,,
0:38.0,,,47-55,,Defensive rebound by T. Young
0:33.0,,,47-55,,Shooting foul by J. Smith (drawn by T. Young)
0:33.0,,,47-55,,T. Young misses free throw 1 of 2
0:33.0,,,47-55,,Offensive rebound by Team
0:33.0,J. Green enters the game for J. Smith,,47-55,,
0:33.0,K. Love enters the game for L. Nance,,47-55,,
0:33.0,,,47-55,,T. Young misses free throw 2 of 2
0:33.0,Defensive rebound by L. James,,47-55,,
0:24.0,Offensive foul by K. Love (drawn by V. Oladipo),,47-55,,
0:24.0,Turnover by K. Love (offensive foul),,47-55,,
0:24.0,C. Osman enters the game for K. Love,,47-55,,
0:03.0,,,47-57,2,B. Bogdanovic makes 2-pt shot from 8 ft
0:00.0,J. Calderon misses 3-pt shot from 28 ft,,47-57,,
0:00.0,Offensive rebound by Team,,47-57,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:39.0,Turnover by K. Love (step out of bounds),,47-57,,
11:16.0,,,47-59,2,M. Turner makes 2-pt shot at rim (assist by D. Collison)
11:01.0,,,47-59,,Personal block foul by V. Oladipo (drawn by J. Smith)
10:49.0,K. Love misses 3-pt shot from 27 ft,,47-59,,
10:44.0,,,47-59,,Defensive rebound by B. Bogdanovic
10:41.0,,,47-62,3,V. Oladipo makes 3-pt shot from 25 ft
10:40.0,Cleveland full timeout,,47-62,,
10:23.0,L. James misses 2-pt shot from 16 ft,,47-62,,
10:18.0,,,47-62,,Defensive rebound by D. Collison
10:12.0,,,47-62,,B. Bogdanovic misses 3-pt shot from 23 ft
10:09.0,Defensive rebound by L. James,,47-62,,
10:05.0,J. Smith misses 3-pt shot from 24 ft,,47-62,,
10:01.0,,,47-62,,Defensive rebound by B. Bogdanovic
9:49.0,,,47-62,,Turnover by D. Collison (bad pass; steal by J. Calderon)
9:43.0,Turnover by L. James (lost ball; steal by T. Young),,47-62,,
9:38.0,,,47-62,,V. Oladipo misses 2-pt shot from 1 ft
9:37.0,Defensive rebound by K. Love,,47-62,,
9:30.0,Cleveland full timeout,,47-62,,
9:30.0,T. Thompson enters the game for K. Love,,47-62,,
9:19.0,T. Thompson makes 2-pt shot from 6 ft (assist by K. Korver),2,49-62,,
8:54.0,,,49-62,,V. Oladipo misses 2-pt shot from 22 ft
8:53.0,Defensive rebound by Team,,49-62,,
8:53.0,,,49-62,,Loose ball foul by T. Young (drawn by L. James)
8:45.0,L. James misses 2-pt shot from 5 ft,,49-62,,
8:43.0,,,49-62,,Defensive rebound by V. Oladipo
8:35.0,Personal block foul by J. Smith (drawn by B. Bogdanovic),,49-62,,
8:22.0,,,49-64,2,T. Young makes 2-pt shot from 1 ft (assist by M. Turner)
8:07.0,L. James makes 2-pt shot from 18 ft,2,51-64,,
7:53.0,,,51-64,,V. Oladipo misses 2-pt shot from 4 ft (block by L. James)
7:50.0,,,51-64,,Offensive rebound by Team
7:48.0,,,51-64,,B. Bogdanovic misses 3-pt shot from 22 ft
7:45.0,,,51-64,,Offensive rebound by M. Turner
7:45.0,,,51-64,,Shooting foul by L. James (drawn by M. Turner)
7:45.0,,,51-65,1,M. Turner makes free throw 1 of 2
7:45.0,J. Green enters the game for J. Calderon,,51-65,,
7:45.0,,,51-66,1,M. Turner makes free throw 2 of 2
7:35.0,Turnover by L. James (bad pass; steal by T. Young),,51-66,,
7:32.0,,,51-68,2,B. Bogdanovic makes 2-pt shot from 1 ft (assist by V. Oladipo)
7:12.0,L. James misses 2-pt shot from 20 ft,,51-68,,
7:09.0,,,51-68,,Defensive rebound by V. Oladipo
7:04.0,,,51-71,3,M. Turner makes 3-pt shot from 25 ft (assist by V. Oladipo)
6:38.0,J. Smith makes 3-pt shot from 24 ft (assist by L. James),3,54-71,,
6:15.0,,,54-71,,B. Bogdanovic misses 3-pt shot from 26 ft
6:13.0,Defensive rebound by J. Green,,54-71,,
6:02.0,J. Green misses 3-pt shot from 22 ft,,54-71,,
5:58.0,,,54-71,,Defensive rebound by V. Oladipo
5:54.0,,,54-74,3,B. Bogdanovic makes 3-pt shot from 23 ft (assist by D. Collison)
5:50.0,Cleveland full timeout,,54-74,,
5:27.0,J. Green misses 3-pt shot from 27 ft,,54-74,,
5:21.0,,,54-74,,Defensive rebound by V. Oladipo
5:14.0,,,54-74,,B. Bogdanovic misses 2-pt shot from 17 ft
5:11.0,Defensive rebound by Team,,54-74,,
4:57.0,J. Green makes 3-pt shot from 27 ft (assist by T. Thompson),3,57-74,,
4:34.0,,,57-74,,V. Oladipo misses 2-pt shot from 1 ft (block by L. James)
4:32.0,Defensive rebound by J. Smith,,57-74,,
4:26.0,J. Green misses 2-pt shot from 4 ft,,57-74,,
4:24.0,,,57-74,,Defensive rebound by V. Oladipo
4:20.0,,,57-77,3,D. Collison makes 3-pt shot from 26 ft (assist by V. Oladipo)
3:59.0,L. James makes 3-pt shot from 23 ft,3,60-77,,
3:38.0,,,60-79,2,V. Oladipo makes 2-pt shot from 1 ft
3:13.0,L. James makes 3-pt shot from 28 ft,3,63-79,,
3:12.0,,,63-79,,Indiana full timeout
3:12.0,,,63-79,,L. Stephenson enters the game for B. Bogdanovic
3:12.0,R. Hood enters the game for K. Korver,,63-79,,
2:45.0,,,63-82,3,D. Collison makes 3-pt shot from 23 ft
2:29.0,L. James misses 2-pt shot from 23 ft,,63-82,,
2:25.0,,,63-82,,Defensive rebound by T. Young
2:14.0,,,63-82,,V. Oladipo misses 3-pt shot from 26 ft
2:12.0,Defensive rebound by L. James,,63-82,,
2:04.0,J. Green makes 3-pt shot from 23 ft (assist by L. James),3,66-82,,
1:50.0,,,66-84,2,V. Oladipo makes 2-pt shot from 1 ft (assist by D. Collison)
1:38.0,,,66-84,,Personal foul by L. Stephenson (drawn by T. Thompson)
1:38.0,,,66-84,,D. Sabonis enters the game for D. Collison
1:38.0,,,66-84,,C. Joseph enters the game for T. Young
1:38.0,J. Clarkson enters the game for J. Smith,,66-84,,
1:29.0,R. Hood misses 2-pt shot from 10 ft,,66-84,,
1:26.0,,,66-84,,Defensive rebound by V. Oladipo
1:23.0,,,66-87,3,L. Stephenson makes 3-pt shot from 26 ft (assist by V. Oladipo)
1:10.0,J. Clarkson misses 3-pt shot from 23 ft,,66-87,,
1:08.0,Offensive rebound by Team,,66-87,,
1:08.0,,,66-87,,Loose ball foul by M. Turner (drawn by T. Thompson)
1:08.0,T. Thompson misses free throw 1 of 2,,66-87,,
1:08.0,Offensive rebound by Team,,66-87,,
1:08.0,T. Thompson makes free throw 2 of 2,1,67-87,,
0:48.0,,,67-90,3,V. Oladipo makes 3-pt shot from 26 ft
0:34.0,L. James misses 2-pt shot from 8 ft,,67-90,,
0:31.0,Offensive rebound by T. Thompson,,67-90,,
0:30.0,L. James misses 3-pt shot from 22 ft,,67-90,,
0:27.0,,,67-90,,Defensive rebound by V. Oladipo
0:18.0,Personal foul by L. James (drawn by L. Stephenson),,67-90,,
0:18.0,L. Nance enters the game for T. Thompson,,67-90,,
0:07.0,,,67-90,,C. Joseph misses 2-pt shot from 17 ft
0:05.0,,,67-90,,Offensive rebound by D. Sabonis
0:05.0,,,67-92,2,D. Sabonis makes 2-pt shot at rim
0:01.0,J. Clarkson misses 3-pt shot from 27 ft,,67-92,,
0:01.0,Offensive rebound by Team,,67-92,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:43.0,,,67-92,,C. Joseph misses 2-pt shot from 11 ft
11:41.0,,,67-92,,Offensive rebound by D. Sabonis
11:40.0,,,67-94,2,D. Sabonis makes 2-pt shot from 1 ft
11:23.0,R. Hood misses 2-pt shot from 20 ft,,67-94,,
11:20.0,,,67-94,,Defensive rebound by C. Joseph
11:05.0,,,67-96,2,D. Sabonis makes 2-pt shot from 1 ft (assist by L. Stephenson)
10:44.0,Shooting foul by D. Sabonis (drawn by J. Green),,67-96,,
10:44.0,J. Green misses free throw 1 of 2,,67-96,,
10:44.0,Offensive rebound by Team,,67-96,,
10:44.0,J. Green misses free throw 2 of 2,,67-96,,
10:44.0,,,67-96,,Defensive rebound by B. Bogdanovic
10:24.0,,,67-98,2,L. Stephenson makes 2-pt shot from 21 ft
10:04.0,L. Nance makes 2-pt shot from 2 ft (assist by J. Clarkson),2,69-98,,
10:04.0,Shooting foul by T. Booker (drawn by L. Nance),,69-98,,
10:04.0,L. Nance misses free throw 1 of 1,,69-98,,
10:04.0,,,69-98,,Defensive rebound by T. Booker
9:51.0,Personal foul by J. Green (drawn by D. Sabonis),,69-98,,
9:46.0,,,69-98,,C. Joseph misses 2-pt shot from 18 ft
9:42.0,,,69-98,,Offensive rebound by D. Sabonis
9:42.0,,,69-98,,D. Sabonis misses 2-pt shot at rim
9:41.0,Defensive rebound by R. Hood,,69-98,,
9:35.0,R. Hood makes 2-pt shot from 7 ft,2,71-98,,
9:14.0,,,71-98,,L. Stephenson misses 3-pt shot from 26 ft
9:11.0,Defensive rebound by R. Hood,,71-98,,
9:07.0,Turnover by R. Hood (bad pass; steal by L. Stephenson),,71-98,,
9:03.0,,,71-101,3,B. Bogdanovic makes 3-pt shot from 25 ft (assist by L. Stephenson)
8:45.0,,,71-101,,Personal foul by D. Sabonis (drawn by J. Clarkson)
8:39.0,K. Love misses 3-pt shot from 25 ft,,71-101,,
8:36.0,,,71-101,,Defensive rebound by L. Stephenson
8:22.0,,,71-103,2,D. Sabonis makes 2-pt shot from 1 ft (assist by L. Stephenson)
8:10.0,J. Clarkson misses 3-pt shot from 26 ft,,71-103,,
8:07.0,,,71-103,,Defensive rebound by B. Bogdanovic
7:51.0,,,71-103,,L. Stephenson misses 3-pt shot from 26 ft
7:48.0,Defensive rebound by L. Nance,,71-103,,
7:41.0,,,71-103,,Personal block foul by B. Bogdanovic (drawn by R. Hood)
7:41.0,C. Osman enters the game for K. Love,,71-103,,
7:35.0,J. Green makes 3-pt shot from 26 ft (assist by R. Hood),3,74-103,,
7:34.0,,,74-103,,Indiana full timeout
7:34.0,,,74-103,,V. Oladipo enters the game for T. Booker
7:34.0,,,74-103,,T. Young enters the game for B. Bogdanovic
7:20.0,,,74-103,,Turnover by D. Sabonis (bad pass; steal by C. Osman)
7:16.0,R. Hood makes 2-pt shot from 1 ft,2,76-103,,
7:03.0,,,76-103,,C. Joseph misses 2-pt shot from 16 ft
7:03.0,Defensive rebound by Team,,76-103,,
7:03.0,,,76-103,,Loose ball foul by D. Sabonis (drawn by J. Green)
7:03.0,J. Green makes free throw 1 of 2,1,77-103,,
7:03.0,J. Green makes free throw 2 of 2,1,78-103,,
6:47.0,,,78-105,2,D. Sabonis makes 2-pt shot from 11 ft (assist by V. Oladipo)
6:30.0,,,78-105,,Personal foul by C. Joseph (drawn by J. Clarkson)
6:30.0,J. Clarkson misses free throw 1 of 2,,78-105,,
6:30.0,Offensive rebound by Team,,78-105,,
6:30.0,J. Clarkson makes free throw 2 of 2,1,79-105,,
6:11.0,,,79-105,,V. Oladipo misses 3-pt shot from 23 ft
6:08.0,,,79-105,,Offensive rebound by T. Young
5:52.0,,,79-107,2,T. Young makes 2-pt shot from 1 ft (assist by L. Stephenson)
5:33.0,J. Green misses 3-pt shot from 25 ft,,79-107,,
5:30.0,Offensive rebound by L. Nance,,79-107,,
5:22.0,R. Hood misses 2-pt shot from 11 ft,,79-107,,
5:20.0,Offensive rebound by L. Nance,,79-107,,
5:11.0,J. Clarkson makes 2-pt shot from 4 ft,2,81-107,,
4:52.0,Personal foul by C. Osman (drawn by D. Sabonis),,81-107,,
4:52.0,T. Thompson enters the game for L. Nance,,81-107,,
4:42.0,,,81-110,3,C. Joseph makes 3-pt shot from 27 ft (assist by V. Oladipo)
4:26.0,C. Osman misses 3-pt shot from 26 ft,,81-110,,
4:23.0,Offensive rebound by T. Thompson,,81-110,,
4:15.0,R. Hood misses 3-pt shot from 25 ft,,81-110,,
4:09.0,Offensive rebound by J. Green,,81-110,,
4:09.0,J. Green misses 2-pt shot at rim,,81-110,,
4:09.0,,,81-110,,Defensive rebound by C. Joseph
4:09.0,,,81-110,,Indiana full timeout
4:09.0,,,81-110,,G. Robinson enters the game for V. Oladipo
4:09.0,A. Zizic enters the game for J. Green,,81-110,,
4:00.0,,,81-110,,D. Sabonis misses 2-pt shot from 13 ft
3:57.0,Defensive rebound by T. Thompson,,81-110,,
3:41.0,Turnover by A. Zizic (traveling),,81-110,,
3:41.0,,,81-110,,T. Leaf enters the game for T. Young
3:18.0,,,81-112,2,C. Joseph makes 2-pt shot from 3 ft
2:58.0,C. Osman makes 2-pt shot from 20 ft,2,83-112,,
2:44.0,,,83-114,2,D. Sabonis makes 2-pt shot from 1 ft
2:44.0,,,83-114,,Shooting foul by R. Hood (drawn by D. Sabonis)
2:44.0,,,83-114,,J. Young enters the game for L. Stephenson
2:44.0,,,83-115,1,D. Sabonis makes free throw 1 of 1
2:22.0,Turnover by T. Thompson (bad pass; steal by C. Joseph),,83-115,,
2:20.0,,,83-117,2,C. Joseph makes 2-pt shot from 1 ft
2:20.0,Violation by C. Osman (def goaltending),,83-117,,
2:06.0,C. Osman misses 3-pt shot from 27 ft,,83-117,,
2:05.0,,,83-117,,Defensive rebound by D. Sabonis
2:05.0,,,83-117,,Indiana full timeout
2:05.0,,,83-117,,T. Booker enters the game for D. Sabonis
1:50.0,,,83-119,2,G. Robinson makes 2-pt shot from 9 ft
1:37.0,R. Hood misses 2-pt shot from 18 ft,,83-119,,
1:35.0,,,83-119,,Defensive rebound by G. Robinson
1:15.0,,,83-119,,T. Booker misses 2-pt shot from 7 ft
1:12.0,Defensive rebound by T. Thompson,,83-119,,
1:04.0,J. Clarkson misses 3-pt shot from 25 ft,,83-119,,
1:00.0,Offensive rebound by J. Clarkson,,83-119,,
0:57.0,T. Thompson misses 2-pt shot from 6 ft,,83-119,,
0:55.0,Offensive rebound by Team,,83-119,,
0:48.0,,,83-119,,Personal foul by J. Young (drawn by C. Osman)
0:48.0,C. Osman misses free throw 1 of 2,,83-119,,
0:48.0,Offensive rebound by Team,,83-119,,
0:48.0,C. Osman misses free throw 2 of 2,,83-119,,
0:46.0,Offensive rebound by Team,,83-119,,
0:43.0,R. Hood makes 2-pt shot from 1 ft (assist by J. Clarkson),2,85-119,,
0:30.0,,,85-119,,Shooting foul by C. Osman (drawn by T. Booker)
0:30.0,,,85-120,1,T. Booker makes free throw 1 of 2
0:30.0,,,85-121,1,T. Booker makes free throw 2 of 2
0:21.0,A. Zizic makes 2-pt shot at rim (assist by J. Clarkson),2,87-121,,
