time,Indiana,pts.away,score,pts.home,New Orleans
3:37.0,,,17-14,1,I. Clark makes free throw 1 of 2
3:37.0,,,17-14,,C. Diallo enters the game for A. Davis
3:37.0,C. Joseph enters the game for D. Collison,,17-14,,
3:37.0,L. Stephenson enters the game for B. Bogdanovic,,17-14,,
3:37.0,,,17-15,1,I. Clark makes free throw 2 of 2
3:19.0,T. Booker makes 2-pt shot from 1 ft (assist by L. Stephenson),2,19-15,,
3:02.0,,,19-17,2,N. Mirotic makes 2-pt shot from 18 ft
2:45.0,T. Booker makes 2-pt shot from 8 ft,2,21-17,,
2:38.0,Personal foul by V. Oladipo (drawn by I. Clark),,21-17,,
2:38.0,Indiana full timeout,,21-17,,
2:38.0,G. Robinson enters the game for V. Oladipo,,21-17,,
2:38.0,A. Jefferson enters the game for M. Turner,,21-17,,
2:27.0,,,21-19,2,N. Mirotic makes 2-pt shot from 16 ft
2:07.0,T. Booker makes 2-pt shot from 15 ft,2,23-19,,
1:59.0,,,23-19,,N. Mirotic misses 3-pt shot from 26 ft
1:54.0,Defensive rebound by L. Stephenson,,23-19,,
1:50.0,L. Stephenson misses 2-pt shot from 16 ft,,23-19,,
1:47.0,,,23-19,,Defensive rebound by N. Mirotic
1:44.0,,,23-19,,Turnover by I. Clark (bad pass; steal by C. Joseph)
1:38.0,L. Stephenson misses 3-pt shot from 23 ft,,23-19,,
1:35.0,,,23-19,,Defensive rebound by N. Mirotic
1:29.0,,,23-19,,N. Mirotic misses 2-pt shot from 14 ft
1:25.0,Defensive rebound by C. Joseph,,23-19,,
1:18.0,C. Joseph misses 2-pt shot from 22 ft,,23-19,,
1:10.0,Offensive rebound by T. Booker,,23-19,,
1:08.0,T. Booker misses 2-pt shot from 1 ft (block by C. Diallo),,23-19,,
1:05.0,,,23-19,,Defensive rebound by D. Miller
1:01.0,,,23-21,2,N. Mirotic makes 2-pt shot from 1 ft (assist by D. Miller)
0:42.0,C. Joseph misses 3-pt shot from 25 ft,,23-21,,
0:37.0,Offensive rebound by A. Jefferson,,23-21,,
0:36.0,C. Joseph makes 2-pt shot from 1 ft (assist by A. Jefferson),2,25-21,,
0:26.0,,,25-24,3,D. Miller makes 3-pt shot from 25 ft (assist by I. Clark)
0:00.0,Turnover by L. Stephenson (offensive goaltending),,25-24,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:44.0,A. Jefferson makes 2-pt shot from 10 ft,2,27-24,,
11:35.0,,,27-24,,Offensive foul by C. Diallo (drawn by G. Robinson)
11:35.0,,,27-24,,Turnover by C. Diallo (offensive foul)
11:22.0,Turnover by A. Jefferson (bad pass),,27-24,,
11:01.0,,,27-24,,I. Clark misses 2-pt shot from 6 ft
11:01.0,,,27-24,,Offensive rebound by C. Diallo
11:01.0,,,27-24,,Shooting foul by A. Jefferson (drawn by C. Diallo)
11:01.0,,,27-25,1,C. Diallo makes free throw 1 of 2
11:01.0,,,27-26,1,C. Diallo makes free throw 2 of 2
10:40.0,T. Booker misses 2-pt shot from 18 ft,,27-26,,
10:35.0,,,27-26,,Defensive rebound by C. Diallo
10:32.0,,,27-26,,Offensive foul by E. Moore (drawn by L. Stephenson)
10:32.0,,,27-26,,Turnover by E. Moore (offensive foul)
10:26.0,Turnover by L. Stephenson (palming),,27-26,,
10:26.0,B. Bogdanovic enters the game for T. Booker,,27-26,,
10:15.0,,,27-26,,N. Mirotic misses 3-pt shot from 25 ft
10:13.0,Defensive rebound by B. Bogdanovic,,27-26,,
10:07.0,L. Stephenson makes 2-pt shot from 16 ft,2,29-26,,
9:53.0,,,29-26,,I. Clark misses 2-pt shot from 4 ft (block by A. Jefferson)
9:53.0,Defensive rebound by Team,,29-26,,
9:53.0,,,29-26,,R. Rondo enters the game for I. Clark
9:42.0,L. Stephenson misses 2-pt shot from 15 ft,,29-26,,
9:37.0,,,29-26,,Defensive rebound by C. Diallo
9:31.0,,,29-28,2,C. Diallo makes 2-pt shot at rim (assist by R. Rondo)
9:31.0,,,29-28,,Shooting foul by L. Stephenson (drawn by C. Diallo)
9:31.0,T. Young enters the game for L. Stephenson,,29-28,,
9:31.0,,,29-29,1,C. Diallo makes free throw 1 of 1
9:16.0,B. Bogdanovic makes 2-pt shot from 1 ft (assist by T. Young),2,31-29,,
9:03.0,,,31-29,,N. Mirotic misses 2-pt shot from 1 ft
9:00.0,Defensive rebound by A. Jefferson,,31-29,,
8:59.0,Shooting foul by C. Diallo (drawn by G. Robinson),,31-29,,
8:59.0,G. Robinson makes free throw 1 of 2,1,32-29,,
8:59.0,,,32-29,,J. Holiday enters the game for N. Mirotic
8:59.0,,,32-29,,A. Davis enters the game for D. Miller
8:59.0,M. Turner enters the game for A. Jefferson,,32-29,,
8:59.0,G. Robinson makes free throw 2 of 2,1,33-29,,
8:52.0,Violation by T. Young (kicked ball),,33-29,,
8:40.0,,,33-29,,Turnover by J. Holiday (lost ball; steal by G. Robinson)
8:36.0,B. Bogdanovic misses 2-pt shot from 2 ft,,33-29,,
8:31.0,,,33-29,,Defensive rebound by C. Diallo
8:29.0,,,33-29,,Turnover by C. Diallo (bad pass; steal by C. Joseph)
8:25.0,B. Bogdanovic misses 2-pt shot from 1 ft (block by A. Davis),,33-29,,
8:22.0,,,33-29,,Defensive rebound by C. Diallo
8:18.0,,,33-29,,C. Diallo misses 2-pt shot from 1 ft
8:14.0,,,33-29,,Offensive rebound by E. Moore
8:14.0,,,33-31,2,E. Moore makes 2-pt shot at rim
7:59.0,C. Joseph makes 2-pt shot from 11 ft,2,35-31,,
7:50.0,,,35-31,,Turnover by R. Rondo (bad pass; steal by C. Joseph)
7:46.0,C. Joseph misses 2-pt shot from 2 ft (block by J. Holiday),,35-31,,
7:43.0,,,35-31,,Defensive rebound by R. Rondo
7:41.0,Personal foul by T. Young (drawn by A. Davis),,35-31,,
7:41.0,D. Collison enters the game for G. Robinson,,35-31,,
7:38.0,Personal foul by M. Turner (drawn by A. Davis),,35-31,,
7:27.0,,,35-31,,Shooting foul by M. Turner (drawn by C. Diallo)
7:27.0,,,35-32,1,C. Diallo makes free throw 1 of 2
7:27.0,,,35-33,1,C. Diallo makes free throw 2 of 2
7:17.0,C. Joseph misses 2-pt shot from 16 ft,,35-33,,
7:13.0,Offensive rebound by D. Collison,,35-33,,
7:10.0,B. Bogdanovic misses 3-pt shot from 25 ft,,35-33,,
7:06.0,Offensive rebound by T. Young,,35-33,,
7:04.0,T. Young misses 2-pt shot from 1 ft,,35-33,,
7:02.0,,,35-33,,Defensive rebound by J. Holiday
6:57.0,,,35-36,3,E. Moore makes 3-pt shot from 25 ft (assist by J. Holiday)
6:46.0,Indiana full timeout,,35-36,,
6:46.0,V. Oladipo enters the game for C. Joseph,,35-36,,
6:36.0,M. Turner makes 2-pt shot at rim (assist by D. Collison),2,37-36,,
6:26.0,,,37-36,,J. Holiday misses 2-pt shot from 11 ft
6:23.0,Defensive rebound by T. Young,,37-36,,
6:03.0,T. Young misses 3-pt shot from 25 ft,,37-36,,
5:59.0,,,37-36,,Defensive rebound by A. Davis
5:48.0,,,37-38,2,A. Davis makes 2-pt shot from 12 ft (assist by R. Rondo)
5:32.0,M. Turner misses 2-pt shot from 17 ft,,37-38,,
5:32.0,Offensive rebound by T. Young,,37-38,,
5:26.0,D. Collison misses 2-pt shot from 20 ft,,37-38,,
5:24.0,,,37-38,,Defensive rebound by C. Diallo
5:18.0,,,37-38,,A. Davis misses 2-pt shot from 4 ft
5:14.0,Defensive rebound by M. Turner,,37-38,,
5:07.0,D. Collison misses 3-pt shot from 25 ft,,37-38,,
5:02.0,Offensive rebound by B. Bogdanovic,,37-38,,
5:01.0,B. Bogdanovic makes 2-pt shot from 12 ft,2,39-38,,
4:35.0,,,39-38,,R. Rondo misses 2-pt shot from 15 ft
4:32.0,Defensive rebound by V. Oladipo,,39-38,,
4:15.0,V. Oladipo makes 3-pt shot from 23 ft (assist by D. Collison),3,42-38,,
4:03.0,,,42-41,3,E. Moore makes 3-pt shot from 26 ft (assist by A. Davis)
3:42.0,T. Young misses 2-pt shot from 18 ft,,42-41,,
3:38.0,,,42-41,,Defensive rebound by A. Davis
3:34.0,,,42-44,3,A. Davis makes 3-pt shot from 25 ft
3:07.0,B. Bogdanovic misses 2-pt shot from 14 ft,,42-44,,
3:03.0,,,42-44,,Defensive rebound by A. Davis
2:45.0,,,42-46,2,A. Davis makes 2-pt shot from 12 ft
2:36.0,Shooting foul by C. Diallo (drawn by T. Young),,42-46,,
2:36.0,,,42-46,,New Orleans full timeout
2:36.0,,,42-46,,N. Mirotic enters the game for C. Diallo
2:36.0,L. Stephenson enters the game for M. Turner,,42-46,,
2:36.0,T. Booker enters the game for B. Bogdanovic,,42-46,,
2:36.0,T. Young makes free throw 1 of 2,1,43-46,,
2:36.0,T. Young makes free throw 2 of 2,1,44-46,,
2:25.0,,,44-46,,N. Mirotic misses 3-pt shot from 23 ft
2:21.0,Defensive rebound by T. Booker,,44-46,,
2:15.0,Turnover by D. Collison (bad pass; steal by A. Davis),,44-46,,
2:08.0,,,44-46,,Turnover by E. Moore (bad pass; steal by T. Young)
2:04.0,L. Stephenson makes 3-pt shot from 22 ft (assist by V. Oladipo),3,47-46,,
1:35.0,,,47-46,,R. Rondo misses 3-pt shot from 23 ft
1:33.0,Defensive rebound by T. Booker,,47-46,,
1:26.0,T. Young misses 2-pt shot from 7 ft,,47-46,,
1:24.0,Offensive rebound by T. Young,,47-46,,
1:12.0,Shooting foul by R. Rondo (drawn by T. Young),,47-46,,
1:12.0,T. Young misses free throw 1 of 2,,47-46,,
1:12.0,Offensive rebound by Team,,47-46,,
1:12.0,,,47-46,,I. Clark enters the game for R. Rondo
1:12.0,,,47-46,,L. Drew enters the game for J. Holiday
1:12.0,C. Joseph enters the game for V. Oladipo,,47-46,,
1:12.0,T. Young makes free throw 2 of 2,1,48-46,,
1:01.0,Personal foul by T. Booker (drawn by A. Davis),,48-46,,
1:01.0,,,48-47,1,A. Davis makes free throw 1 of 2
1:01.0,,,48-48,1,A. Davis makes free throw 2 of 2
0:46.0,T. Young makes 2-pt shot from 13 ft (assist by D. Collison),2,50-48,,
0:39.0,Personal foul by T. Young (drawn by N. Mirotic),,50-48,,
0:39.0,,,50-48,,N. Mirotic misses free throw 1 of 2
0:39.0,,,50-48,,Offensive rebound by Team
0:39.0,B. Bogdanovic enters the game for T. Young,,50-48,,
0:39.0,,,50-49,1,N. Mirotic makes free throw 2 of 2
0:30.0,D. Collison misses 2-pt shot from 1 ft,,50-49,,
0:27.0,,,50-49,,Defensive rebound by N. Mirotic
0:09.0,,,50-51,2,E. Moore makes 2-pt shot from 19 ft
0:00.0,D. Collison misses 2-pt shot from 21 ft,,50-51,,
0:00.0,,,50-51,,Defensive rebound by A. Davis
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:40.0,M. Turner misses 2-pt shot from 3 ft,,50-51,,
11:39.0,Offensive rebound by M. Turner,,50-51,,
11:38.0,M. Turner misses 2-pt shot from 1 ft,,50-51,,
11:37.0,,,50-51,,Defensive rebound by A. Davis
11:23.0,,,50-51,,Turnover by E. Moore (lost ball; steal by T. Young)
11:09.0,M. Turner makes 2-pt shot from 20 ft (assist by B. Bogdanovic),2,52-51,,
10:47.0,,,52-51,,Shooting foul by T. Young (drawn by A. Davis)
10:47.0,,,52-52,1,A. Davis makes free throw 1 of 2
10:47.0,,,52-52,,J. Holiday enters the game for I. Clark
10:47.0,,,52-53,1,A. Davis makes free throw 2 of 2
10:22.0,Turnover by Team (shot clock),,52-53,,
10:06.0,,,52-53,,A. Davis misses 2-pt shot from 17 ft
10:04.0,Defensive rebound by V. Oladipo,,52-53,,
9:54.0,T. Young misses 2-pt shot from 2 ft (block by A. Davis),,52-53,,
9:50.0,,,52-53,,Defensive rebound by R. Rondo
9:44.0,,,52-53,,E. Okafor misses 2-pt shot from 3 ft
9:44.0,Defensive rebound by M. Turner,,52-53,,
9:42.0,,,52-53,,Personal foul by R. Rondo (drawn by D. Collison)
9:32.0,M. Turner misses 2-pt shot from 18 ft,,52-53,,
9:28.0,,,52-53,,Defensive rebound by A. Davis
9:07.0,,,52-53,,Turnover by Team (shot clock)
8:56.0,V. Oladipo makes 2-pt shot from 5 ft,2,54-53,,
8:46.0,,,54-55,2,E. Moore makes 2-pt shot from 6 ft (assist by J. Holiday)
8:28.0,V. Oladipo makes 3-pt shot from 25 ft,3,57-55,,
8:20.0,,,57-55,,J. Holiday misses 2-pt shot from 5 ft
8:16.0,,,57-55,,Offensive rebound by E. Okafor
8:15.0,,,57-55,,R. Rondo misses 3-pt shot from 26 ft
8:11.0,Defensive rebound by M. Turner,,57-55,,
8:04.0,M. Turner misses 2-pt shot from 4 ft (block by A. Davis),,57-55,,
8:02.0,Offensive rebound by T. Young,,57-55,,
8:01.0,T. Young misses 2-pt shot from 2 ft (block by E. Okafor),,57-55,,
8:00.0,,,57-55,,Defensive rebound by E. Okafor
7:54.0,,,57-57,2,A. Davis makes 2-pt shot from 3 ft (assist by R. Rondo)
7:39.0,V. Oladipo misses 3-pt shot from 27 ft,,57-57,,
7:39.0,Offensive rebound by Team,,57-57,,
7:36.0,,,57-57,,N. Mirotic enters the game for E. Okafor
7:23.0,M. Turner misses 2-pt shot from 20 ft,,57-57,,
7:19.0,,,57-57,,Defensive rebound by J. Holiday
7:15.0,,,57-57,,Offensive foul by R. Rondo (drawn by T. Young)
7:15.0,,,57-57,,Turnover by R. Rondo (offensive foul)
6:59.0,D. Collison misses 2-pt shot from 5 ft (block by A. Davis),,57-57,,
6:55.0,,,57-57,,Defensive rebound by N. Mirotic
6:47.0,,,57-57,,J. Holiday misses 3-pt shot from 25 ft
6:42.0,,,57-57,,Offensive rebound by A. Davis
6:34.0,,,57-57,,R. Rondo misses 2-pt shot from 7 ft
6:30.0,Defensive rebound by V. Oladipo,,57-57,,
6:28.0,Turnover by V. Oladipo (bad pass; steal by E. Moore),,57-57,,
6:19.0,,,57-57,,Turnover by E. Moore (bad pass; steal by V. Oladipo)
6:19.0,D. Collison misses 3-pt shot from 23 ft,,57-57,,
6:19.0,,,57-57,,Defensive rebound by R. Rondo
6:06.0,,,57-57,,N. Mirotic misses 3-pt shot from 25 ft
6:02.0,Defensive rebound by V. Oladipo,,57-57,,
5:59.0,Indiana full timeout,,57-57,,
5:59.0,,,57-57,,I. Clark enters the game for R. Rondo
5:59.0,,,57-57,,D. Miller enters the game for E. Moore
5:53.0,V. Oladipo misses 2-pt shot from 6 ft (block by N. Mirotic),,57-57,,
5:48.0,,,57-57,,Defensive rebound by D. Miller
5:38.0,,,57-57,,N. Mirotic misses 3-pt shot from 26 ft
5:35.0,Defensive rebound by V. Oladipo,,57-57,,
5:24.0,T. Young misses 2-pt shot from 6 ft,,57-57,,
5:18.0,Offensive rebound by M. Turner,,57-57,,
5:15.0,D. Collison makes 3-pt shot from 27 ft (assist by M. Turner),3,60-57,,
5:07.0,Personal foul by B. Bogdanovic (drawn by A. Davis),,60-57,,
4:59.0,,,60-59,2,J. Holiday makes 2-pt shot from 7 ft
4:37.0,B. Bogdanovic makes 3-pt shot from 26 ft (assist by V. Oladipo),3,63-59,,
4:26.0,,,63-59,,Offensive foul by A. Davis (drawn by B. Bogdanovic)
4:26.0,,,63-59,,Turnover by A. Davis (offensive foul)
4:26.0,T. Booker enters the game for T. Young,,63-59,,
4:09.0,V. Oladipo misses 3-pt shot from 27 ft,,63-59,,
4:05.0,,,63-59,,Defensive rebound by A. Davis
3:52.0,,,63-59,,Shooting foul by V. Oladipo (drawn by I. Clark)
3:52.0,,,63-60,1,I. Clark makes free throw 1 of 2
3:52.0,C. Joseph enters the game for B. Bogdanovic,,63-60,,
3:52.0,,,63-61,1,I. Clark makes free throw 2 of 2
3:34.0,M. Turner misses 3-pt shot from 26 ft,,63-61,,
3:30.0,,,63-61,,Defensive rebound by N. Mirotic
3:24.0,,,63-61,,I. Clark misses 2-pt shot from 6 ft (block by C. Joseph)
3:21.0,Defensive rebound by C. Joseph,,63-61,,
3:17.0,,,63-61,,Violation by N. Mirotic (kicked ball)
3:17.0,,,63-61,,C. Diallo enters the game for A. Davis
3:17.0,L. Stephenson enters the game for D. Collison,,63-61,,
3:04.0,V. Oladipo misses 2-pt shot from 4 ft,,63-61,,
3:04.0,Offensive rebound by C. Joseph,,63-61,,
2:59.0,C. Joseph makes 2-pt shot from 8 ft,2,65-61,,
2:35.0,,,65-61,,Turnover by D. Miller (lost ball; steal by L. Stephenson)
2:27.0,C. Joseph makes 2-pt shot from 19 ft,2,67-61,,
2:25.0,,,67-61,,New Orleans full timeout
2:25.0,,,67-61,,E. Moore enters the game for J. Holiday
2:25.0,G. Robinson enters the game for V. Oladipo,,67-61,,
2:25.0,A. Jefferson enters the game for M. Turner,,67-61,,
2:10.0,,,67-61,,I. Clark misses 2-pt shot from 20 ft
2:10.0,Defensive rebound by Team,,67-61,,
2:08.0,,,67-61,,Loose ball foul by C. Diallo (drawn by L. Stephenson)
1:55.0,C. Joseph misses 2-pt shot from 15 ft,,67-61,,
1:51.0,,,67-61,,Defensive rebound by N. Mirotic
1:48.0,,,67-63,2,N. Mirotic makes 2-pt shot from 18 ft
1:21.0,C. Joseph misses 2-pt shot from 10 ft,,67-63,,
1:18.0,,,67-63,,Defensive rebound by C. Diallo
1:14.0,,,67-65,2,E. Moore makes 2-pt shot from 7 ft
0:54.0,L. Stephenson misses 2-pt shot from 18 ft,,67-65,,
0:54.0,Offensive rebound by A. Jefferson,,67-65,,
0:45.0,Shooting foul by N. Mirotic (drawn by A. Jefferson),,67-65,,
0:45.0,A. Jefferson makes free throw 1 of 2,1,68-65,,
0:45.0,A. Jefferson makes free throw 2 of 2,1,69-65,,
0:37.0,,,69-65,,Turnover by N. Mirotic (lost ball; steal by G. Robinson)
0:30.0,L. Stephenson misses 3-pt shot from 25 ft,,69-65,,
0:26.0,,,69-65,,Defensive rebound by I. Clark
0:10.0,,,69-65,,I. Clark misses 2-pt shot from 4 ft
0:09.0,,,69-65,,Offensive rebound by C. Diallo
0:09.0,,,69-67,2,C. Diallo makes 2-pt shot at rim
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:47.0,,,69-67,,Turnover by I. Clark (bad pass; steal by T. Booker)
11:30.0,A. Jefferson misses 2-pt shot from 1 ft (block by N. Mirotic),,69-67,,
11:27.0,,,69-67,,Defensive rebound by I. Clark
11:23.0,,,69-67,,E. Moore misses 3-pt shot from 23 ft
11:19.0,Defensive rebound by G. Robinson,,69-67,,
11:10.0,T. Booker misses 2-pt shot from 1 ft,,69-67,,
11:04.0,Offensive rebound by A. Jefferson,,69-67,,
11:04.0,A. Jefferson misses 2-pt shot at rim,,69-67,,
11:04.0,,,69-67,,Defensive rebound by E. Moore
11:02.0,,,69-69,2,E. Moore makes 2-pt shot from 11 ft
10:47.0,Offensive foul by T. Booker (drawn by I. Clark),,69-69,,
10:47.0,Turnover by T. Booker (offensive foul),,69-69,,
10:47.0,D. Collison enters the game for G. Robinson,,69-69,,
10:47.0,M. Turner enters the game for A. Jefferson,,69-69,,
10:47.0,,,69-69,,J. Holiday enters the game for D. Miller
10:38.0,,,69-69,,N. Mirotic misses 3-pt shot from 25 ft
10:34.0,Defensive rebound by C. Joseph,,69-69,,
10:31.0,,,69-69,,Personal foul by I. Clark (drawn by C. Joseph)
10:31.0,V. Oladipo enters the game for L. Stephenson,,69-69,,
10:17.0,,,69-69,,Personal foul by I. Clark (drawn by C. Joseph)
10:06.0,Turnover by V. Oladipo (lost ball; steal by E. Moore),,69-69,,
10:02.0,,,69-69,,E. Moore misses 2-pt shot from 1 ft
10:02.0,,,69-69,,Offensive rebound by C. Diallo
10:00.0,,,69-69,,N. Mirotic misses 2-pt shot from 15 ft
9:57.0,,,69-69,,Offensive rebound by C. Diallo
9:54.0,,,69-69,,I. Clark misses 3-pt shot from 25 ft
9:49.0,Defensive rebound by M. Turner,,69-69,,
9:35.0,M. Turner makes 2-pt shot from 1 ft (assist by D. Collison),2,71-69,,
9:17.0,,,71-69,,N. Mirotic misses 3-pt shot from 25 ft
9:17.0,Defensive rebound by V. Oladipo,,71-69,,
9:01.0,M. Turner makes 2-pt shot from 1 ft (assist by D. Collison),2,73-69,,
9:01.0,Shooting foul by J. Holiday (drawn by M. Turner),,73-69,,
9:01.0,,,73-69,,A. Davis enters the game for N. Mirotic
9:01.0,B. Bogdanovic enters the game for T. Booker,,73-69,,
9:01.0,M. Turner makes free throw 1 of 1,1,74-69,,
8:50.0,,,74-72,3,J. Holiday makes 3-pt shot from 24 ft
8:31.0,Offensive foul by D. Collison (drawn by I. Clark),,74-72,,
8:31.0,Turnover by D. Collison (offensive foul),,74-72,,
8:31.0,,,74-72,,D. Miller enters the game for C. Diallo
8:16.0,Def 3 sec tech foul by D. Collison,,74-72,,
8:16.0,,,74-73,1,A. Davis makes technical free throw
8:16.0,,,74-73,,R. Rondo enters the game for E. Moore
8:06.0,,,74-75,2,J. Holiday makes 2-pt shot from 1 ft
7:49.0,Offensive charge foul by M. Turner (drawn by A. Davis),,74-75,,
7:49.0,Turnover by M. Turner (offensive foul),,74-75,,
7:31.0,,,74-77,2,A. Davis makes 2-pt shot from 16 ft (assist by R. Rondo)
7:30.0,Indiana full timeout,,74-77,,
7:30.0,T. Young enters the game for D. Collison,,74-77,,
7:20.0,V. Oladipo misses 2-pt shot from 21 ft,,74-77,,
7:17.0,,,74-77,,Defensive rebound by R. Rondo
7:08.0,,,74-77,,D. Miller misses 3-pt shot from 22 ft
7:02.0,Defensive rebound by M. Turner,,74-77,,
6:52.0,V. Oladipo makes 2-pt shot from 16 ft,2,76-77,,
6:29.0,,,76-77,,J. Holiday misses 3-pt shot from 25 ft
6:26.0,Defensive rebound by T. Young,,76-77,,
6:03.0,V. Oladipo misses 2-pt shot from 1 ft (block by A. Davis),,76-77,,
6:00.0,,,76-77,,Defensive rebound by D. Miller
5:54.0,,,76-77,,Shooting foul by M. Turner (drawn by A. Davis)
5:54.0,,,76-78,1,A. Davis makes free throw 1 of 2
5:54.0,,,76-79,1,A. Davis makes free throw 2 of 2
5:34.0,T. Young makes 2-pt shot from 1 ft,2,78-79,,
5:18.0,,,78-79,,A. Davis misses 2-pt shot from 13 ft
5:13.0,Defensive rebound by T. Young,,78-79,,
4:57.0,V. Oladipo misses 3-pt shot from 25 ft,,78-79,,
4:52.0,,,78-79,,Defensive rebound by D. Miller
4:37.0,,,78-79,,A. Davis misses 2-pt shot from 5 ft
4:34.0,Defensive rebound by M. Turner,,78-79,,
4:29.0,Offensive foul by M. Turner (drawn by J. Holiday),,78-79,,
4:29.0,Turnover by M. Turner (offensive foul),,78-79,,
4:29.0,,,78-79,,N. Mirotic enters the game for D. Miller
4:29.0,,,78-79,,New Orleans full timeout
