time,Brooklyn,pts.away,score,pts.home,Boston
6:17.0,,,10-10,,A. Nader misses 2-pt shot from 2 ft (block by A. Crabbe)
6:16.0,,,10-10,,Offensive rebound by A. Baynes
6:15.0,,,10-12,2,A. Baynes makes 2-pt shot from 1 ft
6:15.0,Brooklyn full timeout,,10-12,,
6:15.0,,,10-12,,S. Ojeleye enters the game for G. Yabusele
6:15.0,N. Stauskas enters the game for C. LeVert,,10-12,,
6:06.0,Turnover by D. Russell (bad pass),,10-12,,
5:51.0,,,10-12,,S. Larkin misses 3-pt shot from 26 ft
5:49.0,Defensive rebound by J. Allen,,10-12,,
5:36.0,R. Hollis-Jefferson misses 2-pt shot from 11 ft,,10-12,,
5:32.0,,,10-12,,Defensive rebound by S. Larkin
5:25.0,,,10-12,,A. Baynes misses 2-pt shot from 19 ft
5:24.0,Defensive rebound by R. Hollis-Jefferson,,10-12,,
5:14.0,R. Hollis-Jefferson misses 2-pt shot at rim,,10-12,,
5:12.0,,,10-12,,Defensive rebound by A. Baynes
5:06.0,,,10-12,,Shooting foul by J. Allen (drawn by A. Baynes)
5:06.0,,,10-13,1,A. Baynes makes free throw 1 of 2
5:06.0,,,10-13,,J. Gibson enters the game for J. Bird
5:06.0,Q. Acy enters the game for R. Hollis-Jefferson,,10-13,,
5:06.0,D. Cunningham enters the game for J. Allen,,10-13,,
5:06.0,,,10-14,1,A. Baynes makes free throw 2 of 2
4:48.0,D. Cunningham misses 3-pt shot from 23 ft,,10-14,,
4:47.0,,,10-14,,Defensive rebound by S. Larkin
4:35.0,,,10-16,2,A. Baynes makes 2-pt shot from 1 ft (assist by S. Larkin)
4:23.0,A. Crabbe misses 3-pt shot from 26 ft,,10-16,,
4:22.0,,,10-16,,Defensive rebound by S. Ojeleye
4:16.0,,,10-19,3,S. Ojeleye makes 3-pt shot from 27 ft
4:00.0,Q. Acy makes 3-pt shot from 22 ft (assist by D. Cunningham),3,13-19,,
3:45.0,,,13-21,2,A. Baynes makes 2-pt shot from 14 ft (assist by J. Gibson)
3:38.0,Turnover by N. Stauskas (bad pass),,13-21,,
3:38.0,C. LeVert enters the game for D. Russell,,13-21,,
3:26.0,,,13-23,2,A. Baynes makes 2-pt shot at rim (assist by S. Larkin)
3:13.0,Turnover by N. Stauskas (bad pass),,13-23,,
3:13.0,M. Doyle enters the game for A. Crabbe,,13-23,,
3:02.0,,,13-23,,J. Gibson misses 3-pt shot from 25 ft
2:58.0,,,13-23,,Offensive rebound by Team
2:58.0,,,13-23,,Boston full timeout
2:58.0,,,13-23,,G. Monroe enters the game for S. Larkin
2:58.0,,,13-23,,K. Allen enters the game for A. Baynes
2:53.0,,,13-23,,J. Gibson misses 2-pt shot from 10 ft
2:51.0,Defensive rebound by Q. Acy,,13-23,,
2:44.0,Q. Acy misses 3-pt shot from 25 ft,,13-23,,
2:40.0,,,13-23,,Defensive rebound by S. Ojeleye
2:35.0,,,13-23,,Shooting foul by N. Stauskas (drawn by K. Allen)
2:35.0,,,13-24,1,K. Allen makes free throw 1 of 2
2:35.0,,,13-25,1,K. Allen makes free throw 2 of 2
2:24.0,C. LeVert misses 2-pt shot from 5 ft,,13-25,,
2:23.0,Offensive rebound by D. Cunningham,,13-25,,
2:23.0,D. Cunningham makes 2-pt shot at rim,2,15-25,,
2:05.0,,,15-25,,K. Allen misses 3-pt shot from 22 ft
2:03.0,Defensive rebound by Q. Acy,,15-25,,
1:56.0,N. Stauskas makes 3-pt shot from 27 ft (assist by C. LeVert),3,18-25,,
1:31.0,,,18-25,,G. Monroe misses 2-pt shot from 4 ft (block by Q. Acy)
1:27.0,Defensive rebound by N. Stauskas,,18-25,,
1:17.0,Shooting foul by A. Nader (drawn by C. LeVert),,18-25,,
1:17.0,C. LeVert makes free throw 1 of 2,1,19-25,,
1:17.0,C. LeVert makes free throw 2 of 2,1,20-25,,
0:58.0,,,20-25,,Turnover by K. Allen (lost ball; steal by Q. Acy)
0:57.0,Turnover by Q. Acy (step out of bounds),,20-25,,
0:49.0,,,20-25,,A. Nader misses 2-pt shot from 10 ft
0:46.0,Defensive rebound by Q. Acy,,20-25,,
0:36.0,N. Stauskas makes 2-pt shot from 20 ft (assist by Q. Acy),2,22-25,,
0:22.0,,,22-25,,G. Monroe misses 2-pt shot from 8 ft
0:20.0,,,22-25,,Offensive rebound by Team
0:06.0,,,22-27,2,J. Gibson makes 2-pt shot from 2 ft
0:00.0,M. Doyle misses 3-pt shot from 32 ft,,22-27,,
0:00.0,Offensive rebound by Team,,22-27,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:45.0,D. Cunningham makes 2-pt shot from 1 ft (assist by C. LeVert),2,24-27,,
11:30.0,,,24-27,,Turnover by K. Allen (bad pass; steal by C. LeVert)
11:19.0,C. LeVert misses 2-pt shot from 1 ft,,24-27,,
11:18.0,,,24-27,,Defensive rebound by G. Monroe
11:10.0,,,24-27,,J. Bird misses 3-pt shot from 26 ft
11:10.0,Defensive rebound by D. Cunningham,,24-27,,
10:55.0,D. Cunningham makes 2-pt shot from 1 ft (assist by M. Doyle),2,26-27,,
10:43.0,,,26-27,,G. Monroe misses 2-pt shot from 5 ft
10:40.0,Defensive rebound by C. LeVert,,26-27,,
10:30.0,C. LeVert makes 2-pt shot at rim,2,28-27,,
10:17.0,,,28-30,3,J. Gibson makes 3-pt shot from 25 ft
10:01.0,N. Stauskas misses 3-pt shot from 26 ft,,28-30,,
9:58.0,,,28-30,,Defensive rebound by G. Monroe
9:53.0,,,28-32,2,J. Gibson makes 2-pt shot from 1 ft (assist by G. Monroe)
9:36.0,M. Doyle misses 2-pt shot at rim,,28-32,,
9:34.0,,,28-32,,Defensive rebound by G. Monroe
9:15.0,,,28-34,2,S. Ojeleye makes 2-pt shot from 1 ft (assist by G. Monroe)
9:05.0,Brooklyn full timeout,,28-34,,
8:56.0,Q. Acy misses 3-pt shot from 25 ft,,28-34,,
8:56.0,,,28-34,,Defensive rebound by Team
8:46.0,,,28-34,,Offensive foul by K. Allen (drawn by N. Stauskas)
8:46.0,,,28-34,,Turnover by K. Allen (offensive foul)
8:46.0,R. Hollis-Jefferson enters the game for Q. Acy,,28-34,,
8:25.0,M. Doyle misses 3-pt shot from 27 ft,,28-34,,
8:23.0,Offensive rebound by D. Cunningham,,28-34,,
8:22.0,D. Cunningham misses 2-pt shot from 1 ft,,28-34,,
8:22.0,,,28-34,,Defensive rebound by J. Bird
8:12.0,,,28-36,2,S. Ojeleye makes 2-pt shot from 1 ft (assist by K. Allen)
7:52.0,N. Stauskas makes 2-pt shot from 1 ft,2,30-36,,
7:35.0,,,30-38,2,J. Bird makes 2-pt shot from 1 ft (assist by G. Monroe)
7:15.0,R. Hollis-Jefferson misses 2-pt shot from 6 ft,,30-38,,
7:13.0,,,30-38,,Defensive rebound by G. Monroe
7:03.0,,,30-40,2,J. Bird makes 2-pt shot at rim (assist by K. Allen)
6:50.0,C. LeVert misses 3-pt shot from 25 ft,,30-40,,
6:46.0,,,30-40,,Defensive rebound by J. Bird
6:35.0,,,30-40,,Shooting foul by D. Cunningham (drawn by G. Monroe)
6:35.0,,,30-41,1,G. Monroe makes free throw 1 of 2
6:35.0,,,30-41,,G. Yabusele enters the game for S. Ojeleye
6:35.0,D. Russell enters the game for N. Stauskas,,30-41,,
6:35.0,A. Crabbe enters the game for M. Doyle,,30-41,,
6:35.0,J. Allen enters the game for D. Cunningham,,30-41,,
6:35.0,,,30-41,,G. Monroe misses free throw 2 of 2
6:35.0,Defensive rebound by J. Allen,,30-41,,
6:15.0,J. Allen makes 2-pt shot from 2 ft (assist by D. Russell),2,32-41,,
6:04.0,,,32-41,,J. Gibson misses 2-pt shot from 6 ft
5:59.0,Defensive rebound by R. Hollis-Jefferson,,32-41,,
5:52.0,Shooting foul by G. Monroe (drawn by J. Allen),,32-41,,
5:52.0,J. Allen makes free throw 1 of 2,1,33-41,,
5:52.0,,,33-41,,A. Baynes enters the game for G. Monroe
5:52.0,,,33-41,,S. Larkin enters the game for J. Gibson
5:52.0,J. Allen makes free throw 2 of 2,1,34-41,,
5:41.0,,,34-43,2,A. Baynes makes 2-pt shot from 15 ft (assist by S. Larkin)
5:16.0,D. Russell makes 2-pt shot from 4 ft,2,36-43,,
4:54.0,,,36-43,,K. Allen misses 2-pt shot from 2 ft
4:53.0,,,36-43,,A. Baynes misses 2-pt shot from 1 ft
4:53.0,,,36-43,,Offensive rebound by A. Baynes
4:52.0,,,36-43,,Offensive rebound by J. Bird
4:51.0,,,36-43,,J. Bird misses 2-pt shot from 1 ft (block by J. Allen)
4:50.0,,,36-43,,Offensive rebound by K. Allen
4:47.0,,,36-43,,G. Yabusele misses 3-pt shot from 27 ft
4:45.0,Defensive rebound by C. LeVert,,36-43,,
4:34.0,A. Crabbe makes 3-pt shot from 25 ft (assist by R. Hollis-Jefferson),3,39-43,,
4:14.0,,,39-43,,A. Baynes misses 3-pt shot from 26 ft
4:11.0,,,39-43,,Offensive rebound by S. Larkin
4:03.0,,,39-43,,K. Allen misses 3-pt shot from 26 ft
4:00.0,Defensive rebound by J. Allen,,39-43,,
3:54.0,A. Crabbe misses 3-pt shot from 27 ft,,39-43,,
3:52.0,,,39-43,,Defensive rebound by A. Baynes
3:52.0,,,39-43,,Boston full timeout
3:52.0,,,39-43,,S. Ojeleye enters the game for J. Bird
3:52.0,,,39-43,,A. Nader enters the game for K. Allen
3:52.0,N. Stauskas enters the game for C. LeVert,,39-43,,
3:39.0,,,39-43,,S. Larkin misses 3-pt shot from 26 ft
3:34.0,,,39-43,,Offensive rebound by S. Ojeleye
3:26.0,,,39-43,,S. Larkin misses 2-pt shot from 19 ft
3:25.0,,,39-43,,Offensive rebound by G. Yabusele
3:19.0,Violation by D. Russell (kicked ball),,39-43,,
3:12.0,,,39-43,,A. Baynes misses 2-pt shot from 1 ft
3:09.0,,,39-43,,Offensive rebound by G. Yabusele
3:02.0,,,39-45,2,A. Nader makes 2-pt shot from 2 ft
2:41.0,J. Allen makes 2-pt shot at rim (assist by A. Crabbe),2,41-45,,
2:25.0,,,41-45,,Shooting foul by J. Allen (drawn by A. Nader)
2:25.0,,,41-46,1,A. Nader makes free throw 1 of 2
2:25.0,M. Doyle enters the game for A. Crabbe,,41-46,,
2:25.0,,,41-46,,A. Nader misses free throw 2 of 2
2:24.0,Defensive rebound by Team,,41-46,,
2:24.0,A. Crabbe enters the game for M. Doyle,,41-46,,
2:13.0,J. Allen makes 2-pt shot from 1 ft (assist by A. Crabbe),2,43-46,,
1:59.0,,,43-48,2,G. Yabusele makes 2-pt shot from 3 ft (assist by A. Baynes)
1:59.0,,,43-48,,Shooting foul by R. Hollis-Jefferson (drawn by G. Yabusele)
1:59.0,,,43-49,1,G. Yabusele makes free throw 1 of 1
1:43.0,D. Russell misses 3-pt shot from 26 ft,,43-49,,
1:39.0,,,43-49,,Defensive rebound by S. Larkin
1:27.0,,,43-49,,A. Baynes misses 2-pt shot from 16 ft
1:22.0,Defensive rebound by A. Crabbe,,43-49,,
1:08.0,Turnover by R. Hollis-Jefferson (bad pass),,43-49,,
0:55.0,,,43-49,,Turnover by A. Baynes (offensive goaltending)
0:39.0,J. Allen misses 2-pt shot from 1 ft,,43-49,,
0:36.0,,,43-49,,Defensive rebound by A. Nader
0:32.0,,,43-49,,A. Nader misses 2-pt shot from 5 ft
0:31.0,,,43-51,2,A. Baynes makes 2-pt shot at rim
0:31.0,,,43-51,,Offensive rebound by A. Baynes
0:25.0,Turnover by N. Stauskas (lost ball; steal by A. Nader),,43-51,,
0:20.0,,,43-53,2,A. Nader makes 2-pt shot from 1 ft
0:05.0,Q. Acy enters the game for J. Allen,,43-53,,
0:05.0,,,43-53,,K. Allen enters the game for A. Baynes
0:03.0,,,43-53,,Personal foul by S. Larkin (drawn by D. Russell)
0:02.0,Turnover by R. Hollis-Jefferson (bad pass; steal by G. Yabusele),,43-53,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:48.0,Turnover by D. Russell (bad pass),,43-53,,
11:27.0,,,43-53,,J. Bird misses 2-pt shot from 2 ft
11:26.0,Defensive rebound by J. Allen,,43-53,,
11:19.0,A. Crabbe misses 2-pt shot from 21 ft,,43-53,,
11:17.0,,,43-53,,Defensive rebound by S. Larkin
11:03.0,,,43-53,,Shooting foul by J. Allen (drawn by G. Yabusele)
11:03.0,,,43-54,1,G. Yabusele makes free throw 1 of 2
11:03.0,,,43-55,1,G. Yabusele makes free throw 2 of 2
10:50.0,A. Crabbe misses 3-pt shot from 27 ft,,43-55,,
10:47.0,,,43-55,,Defensive rebound by A. Baynes
10:40.0,,,43-55,,S. Larkin misses 3-pt shot from 26 ft
10:37.0,Defensive rebound by A. Crabbe,,43-55,,
10:23.0,C. LeVert makes 2-pt shot from 1 ft,2,45-55,,
10:12.0,,,45-57,2,A. Baynes makes 2-pt shot from 19 ft (assist by S. Larkin)
9:59.0,D. Russell makes 2-pt shot from 10 ft,2,47-57,,
9:43.0,,,47-57,,G. Yabusele misses 2-pt shot from 18 ft
9:41.0,,,47-57,,Offensive rebound by A. Baynes
9:41.0,Personal foul by A. Crabbe (drawn by A. Baynes),,47-57,,
9:41.0,D. Cunningham enters the game for R. Hollis-Jefferson,,47-57,,
9:32.0,,,47-57,,S. Larkin misses 2-pt shot from 4 ft
9:31.0,,,47-57,,Offensive rebound by A. Baynes
9:30.0,,,47-59,2,A. Baynes makes 2-pt shot at rim
9:09.0,Turnover by C. LeVert (bad pass; steal by G. Yabusele),,47-59,,
9:03.0,,,47-59,,Turnover by A. Nader (bad pass; steal by D. Russell)
9:02.0,,,47-59,,Personal foul by G. Yabusele (drawn by D. Russell)
8:50.0,Turnover by C. LeVert (bad pass; steal by J. Bird),,47-59,,
8:45.0,,,47-59,,A. Nader misses 3-pt shot from 25 ft
8:43.0,,,47-59,,Offensive rebound by Team
8:43.0,Loose ball foul by J. Allen (drawn by J. Bird),,47-59,,
8:43.0,Q. Acy enters the game for J. Allen,,47-59,,
8:38.0,,,47-61,2,A. Baynes makes 2-pt shot from 15 ft (assist by S. Larkin)
8:25.0,Turnover by D. Russell (bad pass),,47-61,,
8:17.0,Violation by Q. Acy (kicked ball),,47-61,,
8:08.0,,,47-61,,A. Baynes misses 2-pt shot from 14 ft
8:04.0,Defensive rebound by A. Crabbe,,47-61,,
7:57.0,Turnover by D. Russell (bad pass),,47-61,,
7:43.0,,,47-61,,A. Baynes misses 2-pt shot from 1 ft
7:41.0,,,47-61,,Offensive rebound by A. Baynes
7:41.0,,,47-63,2,A. Baynes makes 2-pt shot from 1 ft
7:27.0,C. LeVert misses 3-pt shot from 29 ft,,47-63,,
7:23.0,,,47-63,,Defensive rebound by S. Larkin
7:17.0,Personal foul by Q. Acy (drawn by G. Yabusele),,47-63,,
7:17.0,N. Stauskas enters the game for D. Russell,,47-63,,
7:14.0,,,47-66,3,S. Larkin makes 3-pt shot from 25 ft
7:01.0,Shooting foul by A. Baynes (drawn by N. Stauskas),,47-66,,
7:01.0,N. Stauskas makes free throw 1 of 2,1,48-66,,
7:01.0,N. Stauskas misses free throw 2 of 2,,48-66,,
7:01.0,,,48-66,,Defensive rebound by S. Larkin
6:50.0,,,48-66,,Turnover by J. Bird (bad pass; steal by C. LeVert)
6:44.0,C. LeVert misses 2-pt shot from 2 ft,,48-66,,
6:40.0,,,48-66,,Defensive rebound by J. Bird
6:37.0,,,48-66,,Turnover by J. Bird (bad pass; steal by C. LeVert)
6:31.0,N. Stauskas makes 2-pt shot from 1 ft (assist by C. LeVert),2,50-66,,
6:21.0,,,50-69,3,G. Yabusele makes 3-pt shot from 25 ft (assist by S. Larkin)
6:21.0,Brooklyn full timeout,,50-69,,
6:21.0,,,50-69,,S. Ojeleye enters the game for A. Baynes
5:58.0,C. LeVert misses 2-pt shot from 4 ft,,50-69,,
5:56.0,,,50-69,,Defensive rebound by S. Ojeleye
5:49.0,,,50-69,,S. Ojeleye misses 2-pt shot from 2 ft (block by D. Cunningham)
5:46.0,Defensive rebound by Q. Acy,,50-69,,
5:44.0,A. Crabbe makes 3-pt shot from 29 ft,3,53-69,,
5:27.0,,,53-71,2,G. Yabusele makes 2-pt shot at rim (assist by S. Larkin)
5:14.0,,,53-71,,Personal foul by J. Bird (drawn by Q. Acy)
5:09.0,A. Crabbe makes 3-pt shot from 26 ft (assist by C. LeVert),3,56-71,,
5:09.0,Shooting foul by J. Bird (drawn by A. Crabbe),,56-71,,
5:09.0,A. Crabbe makes free throw 1 of 1,1,57-71,,
4:59.0,,,57-73,2,S. Larkin makes 2-pt shot at rim
4:42.0,A. Crabbe misses 2-pt shot from 1 ft (block by A. Nader),,57-73,,
4:39.0,Offensive rebound by A. Crabbe,,57-73,,
4:35.0,C. LeVert misses 3-pt shot from 26 ft,,57-73,,
4:35.0,,,57-73,,Defensive rebound by S. Ojeleye
4:26.0,,,57-73,,Shooting foul by Q. Acy (drawn by J. Bird)
4:26.0,,,57-74,1,J. Bird makes free throw 1 of 2
4:26.0,M. Doyle enters the game for C. LeVert,,57-74,,
4:26.0,D. Russell enters the game for A. Crabbe,,57-74,,
4:26.0,,,57-75,1,J. Bird makes free throw 2 of 2
4:17.0,N. Stauskas misses 2-pt shot from 2 ft (block by G. Yabusele),,57-75,,
4:14.0,,,57-75,,Defensive rebound by A. Nader
4:10.0,,,57-78,3,S. Larkin makes 3-pt shot from 23 ft (assist by A. Nader)
4:08.0,Brooklyn full timeout,,57-78,,
3:52.0,Q. Acy misses 3-pt shot from 28 ft,,57-78,,
3:47.0,Offensive rebound by D. Cunningham,,57-78,,
3:45.0,D. Russell misses 3-pt shot from 26 ft,,57-78,,
3:44.0,,,57-78,,Defensive rebound by S. Larkin
3:37.0,,,57-80,2,S. Larkin makes 2-pt shot at rim
3:13.0,D. Russell misses 2-pt shot from 5 ft (block by S. Ojeleye),,57-80,,
3:11.0,Offensive rebound by D. Russell,,57-80,,
3:10.0,D. Cunningham misses 2-pt shot from 3 ft,,57-80,,
3:09.0,Offensive rebound by Q. Acy,,57-80,,
3:09.0,Q. Acy makes 2-pt shot from 1 ft,2,59-80,,
2:55.0,,,59-80,,G. Yabusele misses 2-pt shot from 20 ft
2:55.0,Defensive rebound by D. Cunningham,,59-80,,
2:46.0,N. Stauskas makes 3-pt shot from 23 ft (assist by D. Russell),3,62-80,,
2:17.0,,,62-80,,A. Nader misses 2-pt shot from 12 ft
2:17.0,Defensive rebound by N. Stauskas,,62-80,,
2:10.0,D. Russell makes 2-pt shot at rim (assist by N. Stauskas),2,64-80,,
1:53.0,,,64-82,2,S. Larkin makes 2-pt shot from 1 ft
1:40.0,D. Russell misses 3-pt shot from 27 ft,,64-82,,
1:34.0,,,64-82,,Defensive rebound by S. Ojeleye
1:21.0,,,64-82,,S. Ojeleye misses 3-pt shot from 23 ft
1:19.0,,,64-82,,Offensive rebound by S. Larkin
1:19.0,,,64-82,,A. Nader misses 3-pt shot from 26 ft
1:18.0,,,64-82,,Offensive rebound by J. Bird
1:17.0,Personal foul by M. Doyle (drawn by J. Bird),,64-82,,
1:17.0,,,64-82,,J. Bird misses free throw 1 of 2
1:17.0,,,64-82,,Offensive rebound by Team
1:17.0,,,64-82,,K. Allen enters the game for S. Larkin
1:17.0,,,64-82,,G. Monroe enters the game for A. Nader
1:17.0,,,64-82,,J. Gibson enters the game for G. Yabusele
1:17.0,C. LeVert enters the game for D. Russell,,64-82,,
1:17.0,,,64-83,1,J. Bird makes free throw 2 of 2
1:06.0,N. Stauskas misses 3-pt shot from 25 ft,,64-83,,
1:05.0,Offensive rebound by Team,,64-83,,
0:51.0,M. Doyle makes 2-pt shot from 7 ft,2,66-83,,
0:51.0,Shooting foul by K. Allen (drawn by M. Doyle),,66-83,,
0:51.0,M. Doyle makes free throw 1 of 1,1,67-83,,
0:42.0,,,67-83,,Turnover by J. Gibson (traveling)
0:35.0,D. Cunningham makes 2-pt shot from 3 ft (assist by C. LeVert),2,69-83,,
0:18.0,,,69-83,,J. Bird misses 2-pt shot from 1 ft (block by D. Cunningham)
0:16.0,Defensive rebound by M. Doyle,,69-83,,
0:14.0,Shooting foul by S. Ojeleye (drawn by N. Stauskas),,69-83,,
0:14.0,N. Stauskas misses free throw 1 of 2,,69-83,,
0:14.0,Offensive rebound by Team,,69-83,,
0:14.0,N. Stauskas makes free throw 2 of 2,1,70-83,,
0:03.0,,,70-83,,J. Gibson misses 3-pt shot from 26 ft
0:01.0,Defensive rebound by D. Cunningham,,70-83,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:42.0,,,70-85,2,G. Monroe makes 2-pt shot from 2 ft
11:29.0,N. Stauskas misses 3-pt shot from 25 ft,,70-85,,
11:26.0,Offensive rebound by J. Webb,,70-85,,
11:23.0,M. Doyle misses 3-pt shot from 27 ft,,70-85,,
11:22.0,,,70-85,,Defensive rebound by J. Gibson
11:16.0,,,70-85,,S. Ojeleye misses 3-pt shot from 25 ft
11:14.0,Defensive rebound by J. Allen,,70-85,,
10:51.0,Turnover by Team (shot clock),,70-85,,
10:33.0,,,70-85,,Turnover by G. Monroe (lost ball; steal by M. Doyle)
10:29.0,C. LeVert makes 2-pt shot from 1 ft (assist by N. Stauskas),2,72-85,,
10:12.0,,,72-87,2,G. Monroe makes 2-pt shot from 16 ft
9:55.0,C. LeVert misses 2-pt shot from 8 ft,,72-87,,
9:53.0,,,72-87,,Defensive rebound by G. Monroe
9:45.0,,,72-87,,S. Ojeleye misses 2-pt shot from 4 ft
9:45.0,,,72-87,,Offensive rebound by A. Nader
9:44.0,,,72-89,2,A. Nader makes 2-pt shot at rim
9:33.0,C. LeVert misses 2-pt shot from 1 ft,,72-89,,
9:33.0,,,72-89,,Defensive rebound by G. Monroe
9:22.0,,,72-91,2,G. Monroe makes 2-pt shot from 18 ft (assist by K. Allen)
9:21.0,Brooklyn full timeout,,72-91,,
9:21.0,A. Crabbe enters the game for C. LeVert,,72-91,,
9:21.0,T. Mozgov enters the game for J. Allen,,72-91,,
9:06.0,A. Crabbe misses 2-pt shot from 6 ft (block by K. Allen),,72-91,,
9:03.0,,,72-91,,Defensive rebound by A. Nader
8:51.0,,,72-91,,Boston full timeout
8:47.0,,,72-91,,Turnover by J. Gibson (bad pass; steal by N. Stauskas)
8:29.0,Shooting foul by G. Monroe (drawn by M. Doyle),,72-91,,
8:29.0,M. Doyle makes free throw 1 of 2,1,73-91,,
8:29.0,M. Doyle misses free throw 2 of 2,,73-91,,
8:27.0,,,73-91,,Defensive rebound by Team
8:17.0,,,73-91,,K. Allen misses 3-pt shot from 26 ft
8:16.0,Defensive rebound by N. Stauskas,,73-91,,
8:08.0,J. Webb misses 3-pt shot from 22 ft,,73-91,,
8:05.0,Offensive rebound by T. Mozgov,,73-91,,
8:04.0,A. Crabbe makes 3-pt shot from 29 ft (assist by T. Mozgov),3,76-91,,
7:49.0,,,76-93,2,J. Gibson makes 2-pt shot from 16 ft
7:31.0,M. Doyle makes 2-pt shot from 1 ft (assist by N. Stauskas),2,78-93,,
7:15.0,,,78-93,,G. Monroe misses 2-pt shot from 8 ft
7:14.0,Defensive rebound by A. Crabbe,,78-93,,
7:07.0,A. Crabbe makes 3-pt shot from 28 ft (assist by M. Doyle),3,81-93,,
6:45.0,,,81-95,2,K. Allen makes 2-pt shot from 2 ft (assist by G. Monroe)
6:26.0,Shooting foul by J. Gibson (drawn by N. Stauskas),,81-95,,
6:26.0,N. Stauskas makes free throw 1 of 2,1,82-95,,
6:26.0,Q. Acy enters the game for A. Crabbe,,82-95,,
6:26.0,N. Stauskas makes free throw 2 of 2,1,83-95,,
6:16.0,,,83-95,,A. Nader misses 3-pt shot from 26 ft
6:13.0,Defensive rebound by T. Mozgov,,83-95,,
6:03.0,Turnover by N. Stauskas (lost ball; steal by G. Monroe),,83-95,,
5:59.0,,,83-95,,S. Ojeleye misses 3-pt shot from 23 ft
5:55.0,,,83-95,,Offensive rebound by A. Nader
5:51.0,,,83-95,,Boston full timeout
5:36.0,,,83-97,2,G. Monroe makes 2-pt shot from 1 ft
5:25.0,Brooklyn full timeout,,83-97,,
5:25.0,,,83-97,,G. Yabusele enters the game for S. Ojeleye
5:16.0,J. Webb misses 3-pt shot from 27 ft,,83-97,,
5:12.0,,,83-97,,Defensive rebound by G. Monroe
