time,Golden State,pts.away,score,pts.home,Cleveland
7:04.0,,,6-16,,J. Smith misses 3-pt shot from 25 ft
7:04.0,Defensive rebound by K. Durant,,6-16,,
6:55.0,K. Thompson misses 3-pt shot from 24 ft,,6-16,,
6:52.0,,,6-16,,Defensive rebound by T. Thompson
6:48.0,,,6-16,,Turnover by G. Hill (bad pass; steal by D. Green)
6:44.0,D. Green makes 2-pt shot from 1 ft (assist by K. Durant),2,8-16,,
6:34.0,,,8-16,,K. Love misses 3-pt shot from 23 ft
6:34.0,Defensive rebound by K. Durant,,8-16,,
6:26.0,K. Thompson misses 3-pt shot from 24 ft,,8-16,,
6:23.0,,,8-16,,Defensive rebound by K. Love
6:21.0,Personal foul by S. Curry (drawn by J. Smith),,8-16,,
6:21.0,A. Iguodala enters the game for J. McGee,,8-16,,
6:08.0,,,8-16,,K. Love misses 3-pt shot from 25 ft
6:06.0,Defensive rebound by Team,,8-16,,
5:57.0,S. Curry misses 2-pt shot from 1 ft (block by T. Thompson),,8-16,,
5:54.0,,,8-16,,Defensive rebound by K. Love
5:53.0,Personal foul by A. Iguodala (drawn by J. Smith),,8-16,,
5:40.0,,,8-18,2,K. Love makes 2-pt shot at rim
5:17.0,A. Iguodala makes 2-pt shot from 1 ft (assist by S. Curry),2,10-18,,
4:49.0,Personal foul by D. Green (drawn by T. Thompson),,10-18,,
4:36.0,,,10-20,2,J. Smith makes 2-pt shot from 7 ft (assist by L. James)
4:24.0,S. Curry misses 3-pt shot from 29 ft,,10-20,,
4:21.0,Offensive rebound by K. Durant,,10-20,,
4:19.0,K. Durant makes 2-pt shot from 1 ft,2,12-20,,
3:54.0,,,12-20,,G. Hill misses 2-pt shot from 11 ft
3:51.0,,,12-20,,Offensive rebound by G. Hill
3:49.0,,,12-22,2,G. Hill makes 2-pt shot from 1 ft
3:38.0,S. Curry makes 2-pt shot from 2 ft,2,14-22,,
3:38.0,,,14-22,,Cleveland full timeout
3:38.0,,,14-22,,R. Hood enters the game for K. Love
3:38.0,,,14-22,,J. Green enters the game for J. Smith
3:38.0,S. Livingston enters the game for S. Curry,,14-22,,
3:22.0,,,14-22,,G. Hill misses 2-pt shot from 16 ft
3:19.0,,,14-22,,Offensive rebound by T. Thompson
3:17.0,,,14-22,,R. Hood misses 3-pt shot from 25 ft
3:11.0,Defensive rebound by K. Durant,,14-22,,
3:11.0,,,14-22,,Personal foul by G. Hill (drawn by D. Green)
3:00.0,K. Thompson misses 3-pt shot from 28 ft,,14-22,,
2:57.0,,,14-22,,Defensive rebound by R. Hood
2:43.0,,,14-22,,Turnover by G. Hill (bad pass)
2:43.0,,,14-22,,K. Korver enters the game for G. Hill
2:27.0,Shooting foul by R. Hood (drawn by K. Durant),,14-22,,
2:27.0,K. Durant makes free throw 1 of 2,1,15-22,,
2:27.0,,,15-22,,L. Nance enters the game for T. Thompson
2:27.0,D. West enters the game for D. Green,,15-22,,
2:27.0,K. Durant makes free throw 2 of 2,1,16-22,,
2:14.0,,,16-24,2,L. Nance makes 2-pt shot from 1 ft (assist by L. James)
2:04.0,,,16-24,,Personal foul by K. Korver (drawn by D. West)
1:55.0,K. Thompson makes 3-pt shot from 22 ft (assist by A. Iguodala),3,19-24,,
1:39.0,,,19-24,,Turnover by L. James (bad pass)
1:24.0,K. Durant makes 3-pt shot from 25 ft,3,22-24,,
1:00.0,,,22-26,2,L. James makes 2-pt shot from 1 ft (assist by L. Nance)
0:55.0,S. Livingston makes 2-pt shot from 6 ft,2,24-26,,
0:38.0,,,24-26,,L. Nance misses 2-pt shot from 10 ft
0:36.0,Defensive rebound by K. Durant,,24-26,,
0:32.0,K. Durant makes 2-pt shot from 18 ft,2,26-26,,
0:09.0,,,26-29,3,J. Green makes 3-pt shot from 22 ft (assist by L. James)
0:02.0,S. Curry enters the game for A. Iguodala,,26-29,,
0:02.0,N. Young enters the game for S. Livingston,,26-29,,
0:02.0,J. McGee enters the game for D. West,,26-29,,
0:01.0,Shooting foul by J. Green (drawn by K. Durant),,26-29,,
0:01.0,K. Looney enters the game for S. Curry,,26-29,,
0:01.0,S. Livingston enters the game for J. McGee,,26-29,,
0:01.0,K. Durant makes free throw 1 of 2,1,27-29,,
0:01.0,K. Durant makes free throw 2 of 2,1,28-29,,
0:00.0,,,28-29,,J. Green misses 3-pt shot from 52 ft
0:00.0,,,28-29,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:36.0,D. West misses 2-pt shot from 9 ft,,28-29,,
11:34.0,,,28-29,,Defensive rebound by L. James
11:19.0,,,28-29,,J. Green misses 2-pt shot from 11 ft
11:16.0,Defensive rebound by D. Green,,28-29,,
11:04.0,Turnover by D. West (bad pass; steal by L. James),,28-29,,
10:56.0,,,28-29,,L. James misses 2-pt shot from 3 ft
10:52.0,,,28-29,,Offensive rebound by L. Nance
10:52.0,,,28-29,,L. Nance misses 2-pt shot at rim
10:50.0,,,28-29,,Offensive rebound by L. James
10:49.0,,,28-31,2,L. James makes 2-pt shot from 2 ft
10:31.0,S. Curry misses 2-pt shot from 2 ft (block by R. Hood),,28-31,,
10:27.0,,,28-31,,Defensive rebound by R. Hood
10:24.0,,,28-33,2,R. Hood makes 2-pt shot from 16 ft
10:10.0,S. Curry misses 3-pt shot from 28 ft,,28-33,,
10:05.0,,,28-33,,Defensive rebound by R. Hood
10:00.0,,,28-33,,K. Korver misses 3-pt shot from 31 ft
9:57.0,,,28-33,,Offensive rebound by L. Nance
9:51.0,,,28-33,,K. Korver misses 2-pt shot at rim
9:49.0,Defensive rebound by D. West,,28-33,,
9:41.0,S. Curry misses 3-pt shot from 29 ft,,28-33,,
9:36.0,Offensive rebound by D. West,,28-33,,
9:35.0,D. West misses 2-pt shot from 2 ft,,28-33,,
9:33.0,,,28-33,,Defensive rebound by L. James
9:31.0,,,28-35,2,L. James makes 2-pt shot from 1 ft
9:20.0,Golden State full timeout,,28-35,,
9:20.0,K. Durant enters the game for N. Young,,28-35,,
9:20.0,J. Bell enters the game for D. West,,28-35,,
9:05.0,S. Curry misses 3-pt shot from 22 ft,,28-35,,
9:05.0,Offensive rebound by Team,,28-35,,
9:05.0,Turnover by Team (shot clock),,28-35,,
9:00.0,,,28-35,,Offensive foul by L. James (drawn by K. Durant)
9:00.0,,,28-35,,Turnover by L. James (offensive foul)
9:00.0,,,28-35,,J. Smith enters the game for K. Korver
8:53.0,J. Bell makes 2-pt shot from 1 ft (assist by D. Green),2,30-35,,
8:35.0,,,30-37,2,L. James makes 2-pt shot from 12 ft
8:19.0,S. Livingston makes 2-pt shot from 2 ft (assist by S. Curry),2,32-37,,
8:05.0,,,32-37,,L. James misses 2-pt shot from 3 ft
8:03.0,Defensive rebound by J. Bell,,32-37,,
7:50.0,S. Livingston misses 2-pt shot from 18 ft (block by R. Hood),,32-37,,
7:48.0,,,32-37,,Defensive rebound by L. Nance
7:48.0,,,32-37,,Turnover by L. Nance (bad pass)
7:48.0,,,32-37,,K. Love enters the game for J. Green
7:48.0,K. Thompson enters the game for S. Livingston,,32-37,,
7:48.0,,,32-37,,G. Hill enters the game for R. Hood
7:44.0,K. Thompson misses 2-pt shot from 1 ft,,32-37,,
7:41.0,,,32-37,,Defensive rebound by K. Love
7:33.0,,,32-37,,L. James misses 2-pt shot from 1 ft
7:30.0,Defensive rebound by K. Thompson,,32-37,,
7:30.0,,,32-37,,Personal foul by K. Love (drawn by K. Durant)
7:30.0,,,32-37,,T. Thompson enters the game for L. Nance
7:23.0,Turnover by D. Green (bad pass; steal by J. Smith),,32-37,,
7:12.0,,,32-40,3,J. Smith makes 3-pt shot from 24 ft (assist by L. James)
6:58.0,J. Bell makes 2-pt shot from 1 ft (assist by D. Green),2,34-40,,
6:40.0,,,34-42,2,L. James makes 2-pt shot at rim
6:40.0,Golden State full timeout,,34-42,,
6:29.0,Shooting foul by T. Thompson (drawn by J. Bell),,34-42,,
6:29.0,J. Bell makes free throw 1 of 2,1,35-42,,
6:29.0,J. Bell misses free throw 2 of 2,,35-42,,
6:26.0,,,35-42,,Defensive rebound by L. James
6:13.0,Personal foul by K. Durant (drawn by T. Thompson),,35-42,,
5:56.0,,,35-45,3,K. Love makes 3-pt shot from 25 ft (assist by G. Hill)
5:46.0,D. Green misses 2-pt shot from 2 ft,,35-45,,
5:46.0,,,35-45,,Defensive rebound by K. Love
5:46.0,Personal foul by D. Green (drawn by K. Love),,35-45,,
5:46.0,A. Iguodala enters the game for J. Bell,,35-45,,
5:31.0,,,35-45,,J. Smith misses 2-pt shot from 9 ft
5:27.0,,,35-45,,Offensive rebound by K. Love
5:24.0,,,35-47,2,K. Love makes 2-pt shot at rim
5:06.0,Turnover by D. Green (bad pass; steal by J. Smith),,35-47,,
5:02.0,,,35-47,,Turnover by L. James (out of bounds lost ball)
4:53.0,,,35-47,,Personal foul by J. Smith (drawn by D. Green)
4:44.0,Shooting foul by K. Love (drawn by K. Durant),,35-47,,
4:44.0,K. Durant makes free throw 1 of 2,1,36-47,,
4:44.0,K. Durant makes free throw 2 of 2,1,37-47,,
4:31.0,,,37-47,,Turnover by G. Hill (bad pass; steal by K. Thompson)
4:22.0,K. Durant misses 3-pt shot from 25 ft,,37-47,,
4:19.0,,,37-47,,Defensive rebound by J. Smith
4:06.0,,,37-50,3,K. Love makes 3-pt shot from 27 ft (assist by L. James)
3:47.0,K. Thompson makes 2-pt shot from 1 ft (assist by K. Durant),2,39-50,,
3:20.0,,,39-50,,L. James misses 2-pt shot from 9 ft
3:20.0,,,39-50,,Offensive rebound by K. Love
3:20.0,,,39-50,,K. Love misses 2-pt shot from 7 ft
3:20.0,,,39-50,,Offensive rebound by Team
3:20.0,,,39-50,,Turnover by Team (shot clock)
3:10.0,K. Durant makes 3-pt shot from 29 ft,3,42-50,,
2:50.0,,,42-52,2,T. Thompson makes 2-pt shot from 6 ft (assist by L. James)
2:36.0,A. Iguodala misses 2-pt shot from 3 ft,,42-52,,
2:36.0,,,42-52,,Defensive rebound by Team
2:36.0,Loose ball foul by D. Green (drawn by T. Thompson),,42-52,,
2:36.0,,,42-52,,R. Hood enters the game for K. Love
2:36.0,,,42-52,,J. Green enters the game for J. Smith
2:36.0,J. Bell enters the game for D. Green,,42-52,,
2:22.0,Personal foul by S. Curry (drawn by L. James),,42-52,,
2:13.0,,,42-54,2,R. Hood makes 2-pt shot from 8 ft (assist by L. James)
1:57.0,Shooting foul by T. Thompson (drawn by A. Iguodala),,42-54,,
1:57.0,A. Iguodala makes free throw 1 of 2,1,43-54,,
1:57.0,,,43-54,,L. Nance enters the game for T. Thompson
1:57.0,S. Livingston enters the game for S. Curry,,43-54,,
1:57.0,A. Iguodala makes free throw 2 of 2,1,44-54,,
1:37.0,,,44-54,,L. James misses 2-pt shot from 13 ft
1:35.0,Defensive rebound by K. Durant,,44-54,,
1:30.0,K. Durant misses 2-pt shot from 18 ft,,44-54,,
1:21.0,Offensive rebound by J. Bell,,44-54,,
1:21.0,J. Bell makes 2-pt shot at rim,2,46-54,,
1:06.0,,,46-56,2,R. Hood makes 2-pt shot from 9 ft
0:57.0,K. Durant makes 2-pt shot from 10 ft,2,48-56,,
0:57.0,Shooting foul by L. Nance (drawn by K. Durant),,48-56,,
0:57.0,P. McCaw enters the game for A. Iguodala,,48-56,,
0:57.0,K. Durant makes free throw 1 of 1,1,49-56,,
0:47.0,,,49-58,2,L. Nance makes 2-pt shot at rim (assist by J. Green)
0:34.0,K. Durant misses 2-pt shot from 4 ft,,49-58,,
0:28.0,Offensive rebound by J. Bell,,49-58,,
0:28.0,J. Bell misses 2-pt shot at rim,,49-58,,
0:27.0,,,49-58,,Defensive rebound by R. Hood
0:22.0,,,49-58,,L. James misses 2-pt shot from 3 ft
0:19.0,Defensive rebound by J. Bell,,49-58,,
0:01.0,K. Durant makes 3-pt shot from 34 ft,3,52-58,,
0:00.0,,,52-58,,J. Green misses 3-pt shot from 57 ft (block by J. Bell)
0:00.0,,,52-58,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:48.0,J. McGee makes 2-pt shot from 1 ft (assist by D. Green),2,54-58,,
11:38.0,,,54-60,2,L. James makes 2-pt shot from 8 ft
11:38.0,,,54-60,,Shooting foul by K. Thompson (drawn by L. James)
11:38.0,,,54-61,1,L. James makes free throw 1 of 1
11:29.0,,,54-61,,Violation by K. Love (kicked ball)
11:19.0,J. McGee misses 2-pt shot from 3 ft,,54-61,,
11:17.0,Offensive rebound by J. McGee,,54-61,,
11:11.0,J. McGee makes 2-pt shot from 1 ft (assist by K. Thompson),2,56-61,,
10:58.0,,,56-61,,G. Hill misses 2-pt shot from 6 ft
10:55.0,Defensive rebound by J. McGee,,56-61,,
10:52.0,K. Durant makes 3-pt shot from 31 ft (assist by D. Green),3,59-61,,
10:36.0,Personal foul by K. Thompson (drawn by G. Hill),,59-61,,
10:19.0,,,59-61,,J. Smith misses 3-pt shot from 26 ft
10:17.0,Defensive rebound by S. Curry,,59-61,,
10:14.0,S. Curry misses 2-pt shot from 2 ft (block by L. James),,59-61,,
10:13.0,Offensive rebound by J. McGee,,59-61,,
10:13.0,J. McGee makes 2-pt shot from 1 ft,2,61-61,,
10:13.0,,,61-61,,Cleveland full timeout
10:01.0,,,61-61,,Turnover by G. Hill (bad pass; steal by S. Curry)
9:57.0,Shooting foul by G. Hill (drawn by S. Curry),,61-61,,
9:57.0,S. Curry makes free throw 1 of 2,1,62-61,,
9:57.0,S. Curry makes free throw 2 of 2,1,63-61,,
9:44.0,Def 3 sec tech foul by J. McGee,,63-61,,
9:44.0,,,63-62,1,K. Love makes technical free throw
9:30.0,,,63-62,,K. Love misses 3-pt shot from 25 ft
9:27.0,Defensive rebound by K. Durant,,63-62,,
9:26.0,Turnover by K. Durant (bad pass; steal by L. James),,63-62,,
9:24.0,,,63-64,2,T. Thompson makes 2-pt shot from 1 ft (assist by L. James)
9:24.0,,,63-64,,Shooting foul by K. Durant (drawn by T. Thompson)
9:24.0,,,63-64,,T. Thompson misses free throw 1 of 1
9:24.0,Defensive rebound by K. Durant,,63-64,,
9:07.0,J. McGee makes 2-pt shot at rim (assist by D. Green),2,65-64,,
8:39.0,,,65-64,,G. Hill misses 3-pt shot from 25 ft
8:37.0,Defensive rebound by K. Thompson,,65-64,,
8:31.0,,,65-64,,Personal foul by J. Smith (drawn by S. Curry)
8:24.0,K. Durant makes 2-pt shot from 1 ft (assist by D. Green),2,67-64,,
8:06.0,,,67-64,,J. Smith misses 2-pt shot from 14 ft
8:04.0,Defensive rebound by K. Durant,,67-64,,
8:00.0,S. Curry misses 3-pt shot from 31 ft,,67-64,,
7:57.0,,,67-64,,Defensive rebound by G. Hill
7:52.0,,,67-64,,J. Smith misses 3-pt shot from 24 ft
7:50.0,Defensive rebound by K. Durant,,67-64,,
7:44.0,D. Green makes 2-pt shot at rim (assist by K. Durant),2,69-64,,
7:44.0,,,69-64,,Cleveland full timeout
7:27.0,Personal foul by J. McGee (drawn by L. James),,69-64,,
7:09.0,,,69-64,,L. James misses 3-pt shot from 24 ft
7:06.0,Defensive rebound by D. Green,,69-64,,
6:43.0,K. Durant misses 3-pt shot from 27 ft,,69-64,,
6:41.0,,,69-64,,Defensive rebound by J. Smith
6:37.0,,,69-66,2,L. James makes 2-pt shot at rim
6:20.0,,,69-66,,Personal foul by G. Hill (drawn by J. McGee)
6:16.0,S. Curry misses 3-pt shot from 23 ft,,69-66,,
6:14.0,,,69-66,,Defensive rebound by T. Thompson
6:06.0,,,69-69,3,G. Hill makes 3-pt shot from 26 ft (assist by K. Love)
5:57.0,K. Durant makes 3-pt shot from 28 ft (assist by S. Curry),3,72-69,,
5:33.0,,,72-72,3,J. Smith makes 3-pt shot from 24 ft (assist by G. Hill)
5:23.0,K. Thompson misses 2-pt shot from 19 ft,,72-72,,
5:19.0,,,72-72,,Defensive rebound by J. Smith
4:54.0,,,72-72,,K. Love misses 3-pt shot from 22 ft
4:51.0,Defensive rebound by S. Curry,,72-72,,
4:49.0,K. Thompson makes 3-pt shot from 24 ft (assist by S. Curry),3,75-72,,
4:24.0,,,75-72,,L. James misses 3-pt shot from 24 ft
4:21.0,Defensive rebound by K. Durant,,75-72,,
4:15.0,D. Green makes 2-pt shot at rim (assist by K. Durant),2,77-72,,
3:53.0,,,77-74,2,T. Thompson makes 2-pt shot from 9 ft (assist by K. Love)
3:32.0,K. Durant makes 2-pt shot from 10 ft,2,79-74,,
3:12.0,Personal foul by K. Thompson (drawn by K. Love),,79-74,,
3:12.0,,,79-75,1,K. Love makes free throw 1 of 2
3:12.0,,,79-75,,R. Hood enters the game for G. Hill
3:12.0,S. Livingston enters the game for J. McGee,,79-75,,
3:12.0,A. Iguodala enters the game for S. Curry,,79-75,,
3:12.0,,,79-76,1,K. Love makes free throw 2 of 2
2:56.0,D. Green misses 2-pt shot from 4 ft (block by L. James),,79-76,,
2:56.0,Offensive rebound by Team,,79-76,,
2:56.0,,,79-76,,J. Green enters the game for K. Love
2:50.0,K. Durant misses 2-pt shot from 3 ft,,79-76,,
2:48.0,,,79-76,,Defensive rebound by L. James
2:42.0,,,79-78,2,R. Hood makes 2-pt shot from 14 ft (assist by L. James)
2:39.0,Golden State full timeout,,79-78,,
2:39.0,J. Bell enters the game for D. Green,,79-78,,
2:19.0,S. Livingston makes 2-pt shot from 1 ft (assist by K. Durant),2,81-78,,
1:58.0,,,81-80,2,L. James makes 2-pt shot from 1 ft
1:36.0,K. Thompson makes 2-pt shot from 1 ft,2,83-80,,
1:12.0,,,83-80,,Shooting foul by S. Livingston (drawn by R. Hood)
1:12.0,,,83-81,1,R. Hood makes free throw 1 of 2
1:12.0,,,83-81,,G. Hill enters the game for J. Smith
1:12.0,,,83-81,,K. Love enters the game for L. James
1:12.0,,,83-81,,R. Hood misses free throw 2 of 2
1:09.0,Defensive rebound by J. Bell,,83-81,,
0:51.0,K. Durant misses 2-pt shot from 2 ft,,83-81,,
0:46.0,,,83-81,,Defensive rebound by T. Thompson
0:28.0,,,83-81,,R. Hood misses 2-pt shot from 21 ft
0:25.0,Defensive rebound by J. Bell,,83-81,,
0:04.0,Turnover by A. Iguodala (bad pass),,83-81,,
0:04.0,,,83-81,,L. James enters the game for T. Thompson
0:04.0,D. Green enters the game for K. Thompson,,83-81,,
0:00.0,,,83-81,,L. James misses 3-pt shot from 25 ft
0:00.0,,,83-81,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:36.0,,,83-83,2,R. Hood makes 2-pt shot from 10 ft
11:20.0,J. Bell makes 2-pt shot at rim (assist by S. Livingston),2,85-83,,
11:03.0,,,85-83,,K. Korver misses 2-pt shot from 23 ft
11:00.0,Defensive rebound by S. Curry,,85-83,,
10:50.0,Turnover by S. Curry (out of bounds lost ball),,85-83,,
10:41.0,,,85-83,,L. James misses 3-pt shot from 24 ft
10:41.0,Defensive rebound by Team,,85-83,,
10:30.0,Shooting foul by R. Hood (drawn by J. Bell),,85-83,,
10:30.0,J. Bell makes free throw 1 of 2,1,86-83,,
10:30.0,J. Bell misses free throw 2 of 2,,86-83,,
10:28.0,,,86-83,,Defensive rebound by L. James
10:21.0,,,86-83,,Turnover by K. Korver (traveling)
10:09.0,S. Curry misses 3-pt shot from 29 ft,,86-83,,
10:04.0,,,86-83,,Defensive rebound by K. Korver
9:55.0,,,86-83,,Shooting foul by S. Livingston (drawn by L. James)
9:55.0,,,86-84,1,L. James makes free throw 1 of 2
9:55.0,K. Durant enters the game for N. Young,,86-84,,
9:55.0,,,86-85,1,L. James makes free throw 2 of 2
9:44.0,S. Curry misses 2-pt shot from 7 ft,,86-85,,
9:39.0,,,86-85,,Defensive rebound by L. James
9:33.0,,,86-87,2,R. Hood makes 2-pt shot from 10 ft
9:17.0,K. Durant makes 2-pt shot from 19 ft (assist by S. Livingston),2,88-87,,
8:51.0,,,88-87,,Shooting foul by S. Livingston (drawn by L. Nance)
8:51.0,,,88-87,,L. Nance misses free throw 1 of 2
8:51.0,,,88-87,,Offensive rebound by Team
8:51.0,K. Thompson enters the game for J. Bell,,88-87,,
8:51.0,,,88-88,1,L. Nance makes free throw 2 of 2
8:42.0,S. Livingston makes 2-pt shot from 15 ft (assist by S. Curry),2,90-88,,
8:32.0,,,90-88,,K. Korver misses 3-pt shot from 24 ft
8:31.0,,,90-88,,Offensive rebound by R. Hood
8:23.0,,,90-90,2,R. Hood makes 2-pt shot from 9 ft
8:06.0,K. Durant makes 2-pt shot from 8 ft,2,92-90,,
7:47.0,,,92-90,,Turnover by J. Green (bad pass; steal by D. Green)
7:42.0,S. Curry misses 3-pt shot from 25 ft,,92-90,,
7:39.0,,,92-90,,Defensive rebound by K. Korver
7:34.0,,,92-90,,Shooting foul by K. Durant (drawn by L. James)
7:34.0,,,92-90,,L. James misses free throw 1 of 2
7:34.0,,,92-90,,Offensive rebound by Team
7:34.0,,,92-91,1,L. James makes free throw 2 of 2
7:34.0,,,92-91,,K. Love enters the game for L. Nance
7:34.0,,,92-91,,J. Smith enters the game for K. Korver
7:34.0,,,92-91,,T. Thompson enters the game for J. Green
7:34.0,A. Iguodala enters the game for S. Livingston,,92-91,,
7:10.0,K. Durant misses 3-pt shot from 26 ft,,92-91,,
7:08.0,,,92-91,,Defensive rebound by L. James
6:56.0,,,92-91,,T. Thompson misses 2-pt shot from 7 ft
6:53.0,Defensive rebound by A. Iguodala,,92-91,,
6:38.0,D. Green misses 3-pt shot from 23 ft,,92-91,,
6:34.0,,,92-91,,Defensive rebound by K. Love
6:17.0,,,92-93,2,L. James makes 2-pt shot from 4 ft
6:06.0,A. Iguodala makes 2-pt shot from 1 ft (assist by K. Durant),2,94-93,,
6:05.0,,,94-93,,Cleveland full timeout
5:42.0,,,94-93,,Turnover by L. James (bad pass; steal by K. Durant)
5:20.0,K. Thompson misses 2-pt shot from 3 ft,,94-93,,
5:18.0,,,94-93,,Defensive rebound by T. Thompson
5:03.0,,,94-93,,L. James misses 2-pt shot from 3 ft
5:03.0,,,94-93,,Offensive rebound by K. Love
5:03.0,,,94-93,,K. Love misses 2-pt shot at rim
5:01.0,Defensive rebound by S. Curry,,94-93,,
4:50.0,Turnover by S. Curry (lost ball; steal by J. Smith),,94-93,,
4:35.0,,,94-93,,R. Hood misses 2-pt shot from 12 ft (block by K. Thompson)
4:32.0,,,94-93,,Offensive rebound by R. Hood
4:31.0,Personal foul by D. Green (drawn by T. Thompson),,94-93,,
4:24.0,Personal foul by A. Iguodala (drawn by L. James),,94-93,,
4:24.0,,,94-94,1,L. James makes free throw 1 of 2
4:24.0,,,94-95,1,L. James makes free throw 2 of 2
4:10.0,K. Durant makes 2-pt shot from 14 ft,2,96-95,,
3:45.0,,,96-95,,J. Smith misses 3-pt shot from 25 ft
3:42.0,Defensive rebound by S. Curry,,96-95,,
3:30.0,K. Durant misses 2-pt shot from 11 ft,,96-95,,
3:29.0,,,96-95,,Defensive rebound by T. Thompson
3:21.0,,,96-95,,L. James misses 3-pt shot from 29 ft
3:19.0,,,96-95,,Offensive rebound by Team
3:19.0,,,96-95,,Cleveland full timeout
3:11.0,,,96-95,,Shooting foul by A. Iguodala (drawn by K. Love)
3:11.0,,,96-96,1,K. Love makes free throw 1 of 2
3:11.0,,,96-97,1,K. Love makes free throw 2 of 2
2:58.0,S. Curry makes 2-pt shot from 1 ft (assist by D. Green),2,98-97,,
2:43.0,,,98-97,,Turnover by K. Love (lost ball; steal by A. Iguodala)
2:38.0,S. Curry makes 3-pt shot from 30 ft (assist by D. Green),3,101-97,,
2:12.0,,,101-97,,L. James misses 2-pt shot from 5 ft
2:09.0,,,101-97,,Offensive rebound by J. Smith
2:04.0,,,101-97,,J. Smith misses 3-pt shot from 24 ft
2:01.0,,,101-97,,Offensive rebound by K. Love
1:57.0,,,101-100,3,L. James makes 3-pt shot from 24 ft (assist by K. Love)
1:37.0,A. Iguodala makes 2-pt shot from 1 ft (assist by K. Durant),2,103-100,,
1:12.0,,,103-100,,T. Thompson misses 2-pt shot from 8 ft
1:10.0,Defensive rebound by K. Thompson,,103-100,,
0:49.0,K. Durant makes 3-pt shot from 32 ft,3,106-100,,
0:49.0,,,106-100,,Cleveland full timeout
0:49.0,,,106-100,,K. Korver enters the game for T. Thompson
0:40.0,,,106-102,2,L. James makes 2-pt shot from 2 ft
0:25.0,D. Green makes 2-pt shot at rim (assist by S. Curry),2,108-102,,
0:25.0,,,108-102,,Cleveland full timeout
0:18.0,,,108-102,,J. Smith misses 3-pt shot from 25 ft
0:15.0,Defensive rebound by A. Iguodala,,108-102,,
0:12.0,,,108-102,,Personal foul by L. James (drawn by S. Curry)
0:12.0,,,108-102,,J. Green enters the game for K. Love
0:12.0,,,108-102,,G. Hill enters the game for K. Korver
0:11.0,,,108-102,,Personal foul by J. Smith (drawn by S. Curry)
