time,Toronto,pts.away,score,pts.home,Cleveland
7:36.0,Defensive rebound by K. Lowry,,4-10,,
7:29.0,D. DeRozan misses 2-pt shot from 8 ft,,4-10,,
7:26.0,,,4-10,,Defensive rebound by L. James
7:15.0,,,4-10,,K. Love misses 2-pt shot from 16 ft
7:11.0,Defensive rebound by O. Anunoby,,4-10,,
7:03.0,O. Anunoby misses 2-pt shot at rim (block by K. Love),,4-10,,
7:00.0,,,4-10,,Defensive rebound by K. Love
6:56.0,,,4-12,2,L. James makes 2-pt shot from 1 ft
6:39.0,Offensive foul by K. Lowry (drawn by G. Hill),,4-12,,
6:39.0,Turnover by K. Lowry (offensive foul),,4-12,,
6:39.0,C. Miles enters the game for O. Anunoby,,4-12,,
6:23.0,,,4-14,2,K. Love makes 2-pt shot from 1 ft (assist by K. Korver)
6:14.0,F. VanVleet misses 3-pt shot from 25 ft,,4-14,,
6:11.0,,,4-14,,Defensive rebound by K. Love
6:05.0,,,4-14,,J. Smith misses 2-pt shot from 5 ft
6:02.0,Defensive rebound by J. Valanciunas,,4-14,,
5:54.0,D. DeRozan misses 2-pt shot from 11 ft,,4-14,,
5:52.0,,,4-14,,Defensive rebound by J. Smith
5:52.0,,,4-14,,Cleveland full timeout
5:52.0,S. Ibaka enters the game for J. Valanciunas,,4-14,,
5:52.0,P. Siakam enters the game for F. VanVleet,,4-14,,
5:29.0,,,4-14,,L. James misses 2-pt shot from 10 ft
5:27.0,Defensive rebound by C. Miles,,4-14,,
5:14.0,D. DeRozan misses 2-pt shot from 23 ft,,4-14,,
5:10.0,,,4-14,,Defensive rebound by K. Love
5:07.0,,,4-14,,Shooting foul by D. DeRozan (drawn by K. Korver)
5:07.0,,,4-15,1,K. Korver makes free throw 1 of 2
5:07.0,,,4-16,1,K. Korver makes free throw 2 of 2
4:46.0,Turnover by P. Siakam (bad pass; steal by L. James),,4-16,,
4:46.0,Personal foul by P. Siakam (drawn by L. James),,4-16,,
4:26.0,,,4-16,,K. Korver misses 3-pt shot from 29 ft
4:24.0,Defensive rebound by D. DeRozan,,4-16,,
4:19.0,D. DeRozan makes 2-pt shot from 7 ft,2,6-16,,
4:19.0,Shooting foul by J. Smith (drawn by D. DeRozan),,6-16,,
4:19.0,,,6-16,,J. Green enters the game for J. Smith
4:19.0,D. DeRozan makes free throw 1 of 1,1,7-16,,
4:05.0,Personal foul by D. DeRozan (drawn by K. Love),,7-16,,
4:05.0,,,7-17,1,K. Love makes free throw 1 of 2
4:05.0,F. VanVleet enters the game for D. DeRozan,,7-17,,
4:05.0,,,7-18,1,K. Love makes free throw 2 of 2
3:44.0,K. Lowry makes 3-pt shot from 30 ft (assist by F. VanVleet),3,10-18,,
3:15.0,,,10-20,2,K. Love makes 2-pt shot from 7 ft (assist by L. James)
3:02.0,S. Ibaka misses 3-pt shot from 26 ft,,10-20,,
3:00.0,Offensive rebound by P. Siakam,,10-20,,
2:55.0,P. Siakam makes 2-pt shot at rim,2,12-20,,
2:40.0,,,12-20,,R. Hood enters the game for L. James
2:33.0,,,12-20,,Turnover by K. Love (bad pass; steal by C. Miles)
2:26.0,S. Ibaka misses 2-pt shot from 15 ft,,12-20,,
2:24.0,Offensive rebound by P. Siakam,,12-20,,
2:22.0,C. Miles makes 3-pt shot from 26 ft (assist by K. Lowry),3,15-20,,
2:19.0,,,15-20,,Cleveland full timeout
2:19.0,,,15-20,,J. Clarkson enters the game for K. Love
2:19.0,,,15-20,,T. Thompson enters the game for K. Korver
2:08.0,,,15-20,,T. Thompson misses 2-pt shot from 10 ft (block by S. Ibaka)
2:01.0,,,15-20,,Offensive rebound by T. Thompson
2:00.0,,,15-20,,R. Hood misses 3-pt shot from 25 ft
1:57.0,Defensive rebound by S. Ibaka,,15-20,,
1:57.0,Shooting foul by R. Hood (drawn by K. Lowry),,15-20,,
1:57.0,K. Lowry makes free throw 1 of 2,1,16-20,,
1:57.0,,,16-20,,K. Love enters the game for G. Hill
1:57.0,K. Lowry makes free throw 2 of 2,1,17-20,,
1:34.0,,,17-22,2,J. Clarkson makes 2-pt shot at rim
1:16.0,F. VanVleet misses 2-pt shot from 3 ft,,17-22,,
1:15.0,,,17-22,,Defensive rebound by K. Love
1:10.0,,,17-22,,J. Clarkson misses 3-pt shot from 27 ft
1:06.0,Defensive rebound by C. Miles,,17-22,,
1:00.0,Offensive foul by S. Ibaka (drawn by J. Clarkson),,17-22,,
1:00.0,Turnover by S. Ibaka (offensive foul),,17-22,,
0:50.0,,,17-24,2,J. Green makes 2-pt shot from 1 ft (assist by J. Clarkson)
0:31.0,P. Siakam misses 2-pt shot from 10 ft,,17-24,,
0:28.0,,,17-24,,Defensive rebound by K. Love
0:09.0,,,17-24,,J. Clarkson misses 2-pt shot from 13 ft (block by S. Ibaka)
0:06.0,Defensive rebound by S. Ibaka,,17-24,,
0:02.0,Shooting foul by R. Hood (drawn by S. Ibaka),,17-24,,
0:02.0,S. Ibaka makes free throw 1 of 2,1,18-24,,
0:02.0,S. Ibaka makes free throw 2 of 2,1,19-24,,
0:00.0,,,19-24,,J. Green misses 3-pt shot from 51 ft
0:00.0,,,19-24,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:42.0,,,19-24,,L. James misses 3-pt shot from 25 ft
11:38.0,Defensive rebound by F. VanVleet,,19-24,,
11:27.0,F. VanVleet makes 3-pt shot from 24 ft (assist by K. Lowry),3,22-24,,
11:16.0,Personal foul by P. Siakam (drawn by L. James),,22-24,,
11:00.0,,,22-27,3,J. Clarkson makes 3-pt shot from 22 ft
10:39.0,C. Miles makes 3-pt shot from 28 ft (assist by K. Lowry),3,25-27,,
10:39.0,Shooting foul by R. Hood (drawn by C. Miles),,25-27,,
10:39.0,,,25-27,,J. Smith enters the game for R. Hood
10:39.0,C. Miles misses free throw 1 of 1,,25-27,,
10:39.0,,,25-27,,Defensive rebound by T. Thompson
10:17.0,,,25-29,2,L. James makes 2-pt shot at rim
10:09.0,Turnover by K. Lowry (out of bounds lost ball),,25-29,,
10:09.0,D. DeRozan enters the game for K. Lowry,,25-29,,
9:48.0,,,25-31,2,L. James makes 2-pt shot at rim
9:31.0,D. DeRozan misses 2-pt shot from 2 ft (block by J. Green),,25-31,,
9:27.0,Offensive rebound by P. Siakam,,25-31,,
9:26.0,P. Siakam makes 2-pt shot at rim,2,27-31,,
9:12.0,,,27-33,2,L. James makes 2-pt shot at rim
9:12.0,,,27-33,,Shooting foul by S. Ibaka (drawn by L. James)
9:12.0,J. Valanciunas enters the game for S. Ibaka,,27-33,,
9:12.0,O. Anunoby enters the game for P. Siakam,,27-33,,
9:12.0,,,27-34,1,L. James makes free throw 1 of 1
8:56.0,D. DeRozan misses 2-pt shot from 11 ft,,27-34,,
8:53.0,Offensive rebound by J. Valanciunas,,27-34,,
8:52.0,J. Valanciunas makes 2-pt shot at rim,2,29-34,,
8:46.0,,,29-34,,Turnover by J. Clarkson (out of bounds lost ball)
8:30.0,C. Miles makes 2-pt shot from 2 ft (assist by D. DeRozan),2,31-34,,
8:13.0,,,31-34,,L. James misses 2-pt shot from 1 ft (block by J. Valanciunas)
8:13.0,,,31-34,,Offensive rebound by Team
8:05.0,,,31-34,,J. Green misses 2-pt shot from 20 ft
8:03.0,Defensive rebound by Team,,31-34,,
7:48.0,Turnover by D. DeRozan (bad pass; steal by J. Clarkson),,31-34,,
7:42.0,,,31-34,,J. Clarkson misses 3-pt shot from 22 ft
7:39.0,Defensive rebound by C. Miles,,31-34,,
7:27.0,C. Miles misses 3-pt shot from 24 ft,,31-34,,
7:21.0,Offensive rebound by O. Anunoby,,31-34,,
7:17.0,Turnover by D. DeRozan (bad pass; steal by J. Clarkson),,31-34,,
7:15.0,Personal foul by F. VanVleet (drawn by L. James),,31-34,,
7:15.0,,,31-34,,K. Love enters the game for T. Thompson
7:15.0,D. Wright enters the game for C. Miles,,31-34,,
7:00.0,,,31-34,,L. James misses 2-pt shot from 1 ft
6:57.0,Defensive rebound by J. Valanciunas,,31-34,,
6:47.0,,,31-34,,Personal foul by J. Clarkson (drawn by F. VanVleet)
6:47.0,,,31-34,,Cleveland full timeout
6:47.0,,,31-34,,G. Hill enters the game for J. Clarkson
6:47.0,K. Lowry enters the game for F. VanVleet,,31-34,,
6:37.0,J. Valanciunas makes 2-pt shot from 11 ft,2,33-34,,
6:18.0,,,33-36,2,K. Love makes 2-pt shot from 15 ft (assist by J. Smith)
6:04.0,O. Anunoby misses 3-pt shot from 23 ft,,33-36,,
6:01.0,,,33-36,,Defensive rebound by K. Love
5:55.0,Personal foul by J. Valanciunas (drawn by K. Love),,33-36,,
5:55.0,,,33-36,,K. Korver enters the game for J. Green
5:50.0,,,33-36,,Shooting foul by D. Wright (drawn by K. Love)
5:50.0,,,33-36,,K. Love misses free throw 1 of 2
5:50.0,,,33-36,,Offensive rebound by Team
5:50.0,,,33-37,1,K. Love makes free throw 2 of 2
5:39.0,O. Anunoby makes 3-pt shot from 22 ft (assist by D. DeRozan),3,36-37,,
5:23.0,,,36-39,2,G. Hill makes 2-pt shot from 1 ft
5:07.0,O. Anunoby makes 2-pt shot from 1 ft,2,38-39,,
4:52.0,,,38-39,,Shooting foul by K. Lowry (drawn by G. Hill)
4:52.0,,,38-40,1,G. Hill makes free throw 1 of 2
4:52.0,,,38-41,1,G. Hill makes free throw 2 of 2
4:41.0,,,38-41,,Personal foul by J. Smith (drawn by D. DeRozan)
4:41.0,,,38-41,,J. Green enters the game for J. Smith
4:33.0,K. Lowry misses 3-pt shot from 25 ft,,38-41,,
4:31.0,,,38-41,,Defensive rebound by L. James
4:21.0,,,38-43,2,L. James makes 2-pt shot at rim
4:12.0,Turnover by D. DeRozan (out of bounds lost ball),,38-43,,
4:00.0,,,38-43,,K. Love misses 2-pt shot from 1 ft (block by D. Wright)
4:00.0,,,38-43,,Offensive rebound by Team
3:57.0,,,38-45,2,K. Korver makes 2-pt shot from 17 ft (assist by L. James)
3:48.0,Toronto full timeout,,38-45,,
3:48.0,C. Miles enters the game for J. Valanciunas,,38-45,,
3:48.0,S. Ibaka enters the game for D. Wright,,38-45,,
3:37.0,D. DeRozan misses 2-pt shot from 23 ft,,38-45,,
3:34.0,,,38-45,,Defensive rebound by L. James
3:10.0,,,38-45,,Turnover by L. James (bad pass; steal by K. Lowry)
3:05.0,Turnover by C. Miles (bad pass),,38-45,,
2:51.0,,,38-47,2,K. Korver makes 2-pt shot from 1 ft (assist by L. James)
2:31.0,C. Miles misses 3-pt shot from 23 ft (block by L. James),,38-47,,
2:28.0,,,38-47,,Defensive rebound by K. Love
2:27.0,,,38-47,,L. James misses 2-pt shot from 2 ft (block by D. DeRozan)
2:27.0,,,38-47,,Offensive rebound by Team
2:18.0,,,38-50,3,K. Korver makes 3-pt shot from 23 ft (assist by J. Green)
2:04.0,Toronto full timeout,,38-50,,
1:58.0,S. Ibaka makes 2-pt shot from 16 ft (assist by K. Lowry),2,40-50,,
1:20.0,,,40-50,,J. Green misses 2-pt shot from 17 ft
1:20.0,,,40-50,,Offensive rebound by Team
1:20.0,,,40-50,,Turnover by Team (shot clock)
1:07.0,,,40-50,,Personal foul by G. Hill (drawn by S. Ibaka)
1:05.0,S. Ibaka misses 3-pt shot from 25 ft,,40-50,,
1:01.0,,,40-50,,Defensive rebound by K. Love
0:51.0,,,40-53,3,K. Love makes 3-pt shot from 25 ft (assist by L. James)
0:39.0,K. Lowry misses 3-pt shot from 28 ft,,40-53,,
0:36.0,,,40-53,,Defensive rebound by L. James
0:34.0,,,40-53,,Turnover by L. James (bad pass; steal by K. Lowry)
0:26.0,Turnover by K. Lowry (bad pass; steal by K. Love),,40-53,,
0:04.0,,,40-55,2,J. Green makes 2-pt shot at rim (assist by L. James)
0:00.0,D. DeRozan misses 2-pt shot from 23 ft,,40-55,,
0:00.0,Offensive rebound by Team,,40-55,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:47.0,,,40-55,,Turnover by L. James (turnover)
11:35.0,O. Anunoby misses 3-pt shot from 23 ft,,40-55,,
11:31.0,,,40-55,,Defensive rebound by G. Hill
11:27.0,,,40-57,2,L. James makes 2-pt shot at rim
11:15.0,Shooting foul by G. Hill (drawn by J. Valanciunas),,40-57,,
11:15.0,J. Valanciunas makes free throw 1 of 2,1,41-57,,
11:15.0,J. Valanciunas makes free throw 2 of 2,1,42-57,,
11:01.0,,,42-57,,G. Hill misses 3-pt shot from 26 ft
10:58.0,Defensive rebound by J. Valanciunas,,42-57,,
10:49.0,F. VanVleet misses 3-pt shot from 23 ft,,42-57,,
10:46.0,Offensive rebound by J. Valanciunas,,42-57,,
10:43.0,J. Valanciunas makes 2-pt shot at rim,2,44-57,,
10:16.0,,,44-57,,J. Smith misses 3-pt shot from 23 ft
10:13.0,Defensive rebound by D. DeRozan,,44-57,,
10:03.0,O. Anunoby misses 3-pt shot from 24 ft,,44-57,,
10:00.0,,,44-57,,Defensive rebound by K. Korver
9:51.0,,,44-57,,K. Love misses 3-pt shot from 27 ft
9:49.0,Defensive rebound by K. Lowry,,44-57,,
9:31.0,Shooting foul by K. Love (drawn by J. Valanciunas),,44-57,,
9:31.0,J. Valanciunas makes free throw 1 of 2,1,45-57,,
9:31.0,J. Valanciunas makes free throw 2 of 2,1,46-57,,
9:15.0,,,46-57,,K. Love misses 2-pt shot from 3 ft (block by J. Valanciunas)
9:12.0,Defensive rebound by J. Valanciunas,,46-57,,
9:09.0,D. DeRozan makes 2-pt shot from 1 ft,2,48-57,,
9:09.0,Shooting foul by J. Smith (drawn by D. DeRozan),,48-57,,
9:09.0,,,48-57,,Cleveland full timeout
9:09.0,,,48-57,,J. Green enters the game for J. Smith
9:09.0,D. DeRozan makes free throw 1 of 1,1,49-57,,
8:53.0,,,49-57,,K. Love misses 3-pt shot from 25 ft
8:51.0,Defensive rebound by D. DeRozan,,49-57,,
8:39.0,Shooting foul by J. Green (drawn by F. VanVleet),,49-57,,
8:39.0,F. VanVleet makes free throw 1 of 3,1,50-57,,
8:39.0,F. VanVleet makes free throw 2 of 3,1,51-57,,
8:39.0,F. VanVleet makes free throw 3 of 3,1,52-57,,
8:26.0,,,52-59,2,L. James makes 2-pt shot from 7 ft
8:26.0,,,52-59,,Shooting foul by D. DeRozan (drawn by L. James)
8:26.0,,,52-60,1,L. James makes free throw 1 of 1
8:11.0,Turnover by K. Lowry (bad pass; steal by L. James),,52-60,,
8:10.0,Personal foul by O. Anunoby (drawn by L. James),,52-60,,
7:50.0,,,52-63,3,G. Hill makes 3-pt shot from 22 ft (assist by L. James)
7:37.0,K. Lowry makes 3-pt shot from 26 ft,3,55-63,,
7:16.0,,,55-66,3,K. Korver makes 3-pt shot from 25 ft (assist by J. Green)
7:03.0,,,55-66,,Violation by G. Hill (kicked ball)
7:03.0,C. Miles enters the game for F. VanVleet,,55-66,,
6:53.0,J. Valanciunas misses 2-pt shot from 6 ft,,55-66,,
6:52.0,,,55-66,,Defensive rebound by L. James
6:51.0,Personal foul by C. Miles (drawn by L. James),,55-66,,
6:35.0,,,55-66,,L. James misses 2-pt shot from 4 ft (block by O. Anunoby)
6:35.0,,,55-66,,Offensive rebound by L. James
6:33.0,,,55-66,,L. James misses 2-pt shot from 2 ft (block by D. DeRozan)
6:32.0,Defensive rebound by Team,,55-66,,
6:21.0,Offensive foul by J. Valanciunas (drawn by K. Love),,55-66,,
6:21.0,Turnover by J. Valanciunas (offensive foul),,55-66,,
6:10.0,,,55-66,,Turnover by G. Hill (bad pass; steal by D. DeRozan)
6:07.0,D. DeRozan makes 2-pt shot from 1 ft,2,57-66,,
5:45.0,,,57-68,2,L. James makes 2-pt shot at rim
5:36.0,Toronto full timeout,,57-68,,
5:36.0,P. Siakam enters the game for O. Anunoby,,57-68,,
5:31.0,Turnover by J. Valanciunas (bad pass; steal by L. James),,57-68,,
5:17.0,,,57-68,,L. James misses 2-pt shot from 13 ft
5:14.0,Defensive rebound by J. Valanciunas,,57-68,,
5:06.0,K. Lowry makes 2-pt shot at rim,2,59-68,,
4:49.0,,,59-68,,Turnover by L. James (bad pass)
4:33.0,P. Siakam misses 2-pt shot from 1 ft (block by G. Hill),,59-68,,
4:28.0,,,59-68,,Defensive rebound by K. Love
4:14.0,,,59-70,2,K. Love makes 2-pt shot from 5 ft (assist by G. Hill)
4:04.0,Turnover by J. Valanciunas (out of bounds lost ball),,59-70,,
4:04.0,,,59-70,,R. Hood enters the game for L. James
4:04.0,S. Ibaka enters the game for J. Valanciunas,,59-70,,
3:54.0,,,59-70,,Turnover by G. Hill (out of bounds lost ball)
3:44.0,S. Ibaka misses 2-pt shot from 21 ft,,59-70,,
3:41.0,,,59-70,,Defensive rebound by K. Korver
3:36.0,Personal foul by P. Siakam (drawn by G. Hill),,59-70,,
3:21.0,,,59-72,2,K. Love makes 2-pt shot from 6 ft
3:21.0,,,59-72,,Shooting foul by P. Siakam (drawn by K. Love)
3:21.0,,,59-73,1,K. Love makes free throw 1 of 1
3:13.0,D. DeRozan misses 2-pt shot from 8 ft,,59-73,,
3:09.0,Offensive rebound by D. DeRozan,,59-73,,
3:03.0,S. Ibaka makes 2-pt shot from 12 ft,2,61-73,,
2:38.0,,,61-75,2,K. Love makes 2-pt shot at rim
2:28.0,P. Siakam misses 2-pt shot from 1 ft,,61-75,,
2:25.0,,,61-75,,Defensive rebound by K. Love
2:16.0,Personal foul by S. Ibaka (drawn by K. Love),,61-75,,
2:16.0,,,61-76,1,K. Love makes free throw 1 of 2
2:16.0,,,61-77,1,K. Love makes free throw 2 of 2
2:16.0,Toronto full timeout,,61-77,,
2:16.0,D. Wright enters the game for D. DeRozan,,61-77,,
2:05.0,C. Miles misses 3-pt shot from 25 ft,,61-77,,
2:03.0,,,61-77,,Defensive rebound by K. Love
1:40.0,,,61-77,,J. Green misses 3-pt shot from 26 ft
1:40.0,,,61-77,,Offensive rebound by Team
1:40.0,,,61-77,,Turnover by Team (shot clock)
1:28.0,P. Siakam makes 2-pt shot from 1 ft (assist by S. Ibaka),2,63-77,,
1:02.0,,,63-77,,R. Hood misses 2-pt shot from 18 ft
1:00.0,,,63-77,,Offensive rebound by R. Hood
0:59.0,,,63-79,2,J. Green makes 2-pt shot from 1 ft (assist by R. Hood)
0:48.0,,,63-79,,Personal foul by G. Hill (drawn by D. Wright)
0:48.0,D. Wright makes free throw 1 of 2,1,64-79,,
0:48.0,F. VanVleet enters the game for K. Lowry,,64-79,,
0:48.0,D. Wright makes free throw 2 of 2,1,65-79,,
0:36.0,,,65-79,,G. Hill misses 2-pt shot from 2 ft
0:32.0,,,65-79,,Offensive rebound by K. Love
0:32.0,,,65-79,,K. Love misses 2-pt shot at rim (block by D. Wright)
0:30.0,Defensive rebound by C. Miles,,65-79,,
0:27.0,F. VanVleet misses 3-pt shot from 22 ft,,65-79,,
0:25.0,,,65-79,,Defensive rebound by R. Hood
0:02.0,,,65-79,,J. Green misses 3-pt shot from 26 ft
0:02.0,Defensive rebound by S. Ibaka,,65-79,,
0:00.0,D. Wright misses 3-pt shot from 57 ft,,65-79,,
0:00.0,Offensive rebound by Team,,65-79,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:37.0,F. VanVleet makes 2-pt shot from 1 ft,2,67-79,,
11:37.0,Shooting foul by R. Hood (drawn by F. VanVleet),,67-79,,
11:37.0,F. VanVleet misses free throw 1 of 1,,67-79,,
11:37.0,,,67-79,,Defensive rebound by J. Clarkson
11:21.0,,,67-79,,L. James misses 2-pt shot from 19 ft
11:19.0,,,67-79,,Offensive rebound by T. Thompson
11:06.0,,,67-79,,J. Green misses 2-pt shot from 1 ft (block by S. Ibaka)
11:04.0,Defensive rebound by D. Wright,,67-79,,
11:01.0,C. Miles misses 3-pt shot from 26 ft,,67-79,,
11:01.0,Offensive rebound by S. Ibaka,,67-79,,
11:01.0,Shooting foul by T. Thompson (drawn by S. Ibaka),,67-79,,
11:01.0,S. Ibaka makes free throw 1 of 2,1,68-79,,
11:01.0,S. Ibaka makes free throw 2 of 2,1,69-79,,
10:36.0,,,69-81,2,J. Green makes 2-pt shot from 10 ft
10:09.0,Turnover by S. Ibaka (traveling),,69-81,,
9:53.0,,,69-81,,J. Clarkson misses 3-pt shot from 24 ft
9:50.0,Defensive rebound by S. Ibaka,,69-81,,
9:43.0,O. Anunoby makes 3-pt shot from 23 ft (assist by D. Wright),3,72-81,,
9:27.0,,,72-81,,J. Smith enters the game for R. Hood
9:21.0,,,72-81,,Shooting foul by S. Ibaka (drawn by L. James)
9:21.0,,,72-82,1,L. James makes free throw 1 of 2
9:21.0,K. Lowry enters the game for D. Wright,,72-82,,
9:21.0,,,72-83,1,L. James makes free throw 2 of 2
9:10.0,C. Miles makes 3-pt shot from 26 ft (assist by F. VanVleet),3,75-83,,
8:55.0,,,75-83,,J. Clarkson misses 2-pt shot from 21 ft
8:54.0,,,75-83,,Offensive rebound by J. Green
8:54.0,,,75-85,2,J. Green makes 2-pt shot from 1 ft
8:54.0,,,75-85,,Shooting foul by C. Miles (drawn by J. Green)
8:54.0,,,75-85,,J. Green misses free throw 1 of 1
8:54.0,Defensive rebound by S. Ibaka,,75-85,,
8:38.0,K. Lowry makes 3-pt shot from 24 ft,3,78-85,,
8:17.0,,,78-85,,J. Green misses 2-pt shot from 8 ft (block by S. Ibaka)
8:13.0,Defensive rebound by K. Lowry,,78-85,,
8:12.0,K. Lowry makes 2-pt shot at rim,2,80-85,,
8:12.0,,,80-85,,Cleveland full timeout
8:12.0,,,80-85,,K. Love enters the game for J. Clarkson
7:47.0,,,80-87,2,L. James makes 2-pt shot from 18 ft
7:22.0,F. VanVleet misses 3-pt shot from 27 ft,,80-87,,
7:19.0,Offensive rebound by C. Miles,,80-87,,
7:15.0,,,80-87,,Personal foul by L. James (drawn by K. Lowry)
6:58.0,Turnover by K. Lowry (bad pass),,80-87,,
6:33.0,,,80-90,3,L. James makes 3-pt shot from 25 ft
6:11.0,K. Lowry makes 2-pt shot at rim,2,82-90,,
5:48.0,,,82-90,,Shooting foul by C. Miles (drawn by L. James)
5:48.0,,,82-91,1,L. James makes free throw 1 of 2
5:48.0,,,82-91,,G. Hill enters the game for J. Green
5:48.0,,,82-92,1,L. James makes free throw 2 of 2
5:38.0,K. Lowry makes 3-pt shot from 29 ft,3,85-92,,
5:33.0,Personal foul by F. VanVleet (drawn by G. Hill),,85-92,,
5:33.0,,,85-92,,K. Korver enters the game for T. Thompson
5:18.0,Violation by O. Anunoby (kicked ball),,85-92,,
5:03.0,,,85-92,,L. James misses 3-pt shot from 25 ft
5:03.0,Defensive rebound by Team,,85-92,,
5:03.0,,,85-92,,Loose ball foul by K. Love (drawn by S. Ibaka)
4:48.0,S. Ibaka makes 3-pt shot from 26 ft (assist by K. Lowry),3,88-92,,
4:29.0,,,88-95,3,K. Korver makes 3-pt shot from 22 ft (assist by K. Love)
4:10.0,K. Lowry misses 3-pt shot from 30 ft,,88-95,,
4:05.0,Offensive rebound by C. Miles,,88-95,,
4:05.0,C. Miles makes 2-pt shot at rim,2,90-95,,
3:41.0,,,90-97,2,G. Hill makes 2-pt shot at rim (assist by L. James)
3:40.0,Toronto full timeout,,90-97,,
3:30.0,O. Anunoby makes 3-pt shot from 26 ft (assist by K. Lowry),2,93-97,,
3:02.0,,,93-97,,Turnover by K. Korver (out of bounds lost ball)
2:52.0,Shooting foul by K. Love (drawn by K. Lowry),,93-97,,
2:52.0,K. Lowry makes free throw 1 of 2,1,94-97,,
2:52.0,K. Lowry makes free throw 2 of 2,1,95-97,,
2:38.0,,,95-99,2,L. James makes 2-pt shot at rim
2:38.0,,,95-99,,Shooting foul by C. Miles (drawn by L. James)
2:38.0,,,95-99,,J. Green enters the game for K. Love
2:38.0,,,95-99,,L. James misses free throw 1 of 1
2:38.0,Defensive rebound by S. Ibaka,,95-99,,
2:26.0,,,95-99,,Personal foul by G. Hill (drawn by K. Lowry)
2:26.0,K. Lowry makes free throw 1 of 2,1,96-99,,
2:26.0,,,96-99,,K. Love enters the game for J. Green
2:26.0,K. Lowry misses free throw 2 of 2,,96-99,,
2:23.0,,,96-99,,Defensive rebound by K. Love
2:01.0,,,96-101,2,L. James makes 2-pt shot from 16 ft
1:41.0,O. Anunoby misses 2-pt shot at rim,,96-101,,
1:40.0,Offensive rebound by O. Anunoby,,96-101,,
1:40.0,O. Anunoby makes 2-pt shot at rim,2,98-101,,
1:16.0,,,98-101,,L. James misses 3-pt shot from 25 ft
1:14.0,Defensive rebound by S. Ibaka,,98-101,,
0:57.0,Toronto full timeout,,98-101,,
0:57.0,,,98-101,,J. Green enters the game for K. Love
0:53.0,F. VanVleet misses 3-pt shot from 34 ft,,98-101,,
0:49.0,,,98-101,,Defensive rebound by J. Green
0:49.0,,,98-101,,Cleveland full timeout
0:49.0,,,98-101,,K. Love enters the game for J. Green
0:30.0,,,98-101,,Shooting foul by S. Ibaka (drawn by L. James)
