time,Golden State,pts.away,score,pts.home,Phoenix
9:21.0,S. Livingston makes free throw 1 of 1,1,45-34,,
9:04.0,,,45-34,,S. Harrison misses 2-pt shot from 1 ft
9:02.0,Defensive rebound by Team,,45-34,,
9:02.0,,,45-34,,Loose ball foul by J. Dudley (drawn by D. Green)
8:53.0,N. Young misses 2-pt shot from 18 ft,,45-34,,
8:50.0,,,45-34,,Defensive rebound by T. Daniels
8:46.0,,,45-34,,S. Harrison misses 2-pt shot at rim (block by D. Green)
8:44.0,Defensive rebound by D. West,,45-34,,
8:39.0,Q. Cook makes 2-pt shot from 1 ft,2,47-34,,
8:31.0,,,47-34,,Phoenix full timeout
8:31.0,,,47-34,,D. House enters the game for S. Harrison
8:31.0,,,47-34,,A. Len enters the game for T. Daniels
8:31.0,,,47-34,,T. Ulis enters the game for A. Peters
8:19.0,,,47-37,3,D. Reed makes 3-pt shot from 27 ft (assist by A. Len)
8:04.0,D. West misses 2-pt shot from 13 ft,,47-37,,
8:02.0,,,47-37,,Defensive rebound by J. Dudley
7:40.0,,,47-37,,D. House misses 3-pt shot from 25 ft
7:38.0,Defensive rebound by N. Young,,47-37,,
7:31.0,D. West misses 2-pt shot from 20 ft,,47-37,,
7:26.0,,,47-37,,Defensive rebound by D. Reed
7:22.0,,,47-37,,Shooting foul by Q. Cook (drawn by T. Ulis)
7:22.0,,,47-38,1,T. Ulis makes free throw 1 of 2
7:22.0,K. Looney enters the game for D. Green,,47-38,,
7:22.0,,,47-39,1,T. Ulis makes free throw 2 of 2
7:10.0,S. Livingston misses 2-pt shot from 16 ft,,47-39,,
7:06.0,,,47-39,,Defensive rebound by D. House
7:01.0,,,47-39,,Turnover by T. Ulis (bad pass; steal by S. Livingston)
6:45.0,Q. Cook misses 2-pt shot from 19 ft,,47-39,,
6:41.0,,,47-39,,Defensive rebound by J. Dudley
6:34.0,Personal foul by S. Livingston (drawn by T. Ulis),,47-39,,
6:34.0,K. Thompson enters the game for Q. Cook,,47-39,,
6:34.0,K. Durant enters the game for S. Livingston,,47-39,,
6:27.0,,,47-39,,Turnover by D. Reed (lost ball; steal by D. West)
6:27.0,,,47-39,,Personal foul by T. Ulis (drawn by K. Durant)
6:27.0,K. Durant makes free throw 1 of 2,1,48-39,,
6:27.0,K. Durant misses free throw 2 of 2,,48-39,,
6:25.0,,,48-39,,Defensive rebound by A. Len
6:14.0,,,48-39,,Turnover by T. Ulis (bad pass; steal by K. Looney)
6:09.0,Golden State full timeout,,48-39,,
6:09.0,,,48-39,,D. Bender enters the game for A. Len
6:09.0,,,48-39,,T. Daniels enters the game for D. Reed
6:00.0,Turnover by K. Thompson (bad pass; steal by J. Dudley),,48-39,,
5:55.0,,,48-39,,D. House misses 2-pt shot at rim
5:52.0,Defensive rebound by K. Durant,,48-39,,
5:35.0,K. Durant makes 3-pt shot from 26 ft (assist by D. West),3,51-39,,
5:11.0,,,51-41,2,J. Dudley makes 2-pt shot from 1 ft
4:53.0,,,51-41,,Personal foul by D. House (drawn by K. Durant)
4:53.0,K. Durant makes free throw 1 of 2,1,52-41,,
4:53.0,D. Jones enters the game for D. West,,52-41,,
4:53.0,K. Durant makes free throw 2 of 2,1,53-41,,
4:42.0,,,53-41,,Turnover by T. Daniels (step out of bounds)
4:24.0,K. Durant makes 2-pt shot from 1 ft,2,55-41,,
4:13.0,Personal block foul by D. Jones (drawn by D. House),,55-41,,
4:13.0,,,55-41,,A. Len enters the game for J. Dudley
4:13.0,Q. Cook enters the game for N. Young,,55-41,,
4:10.0,,,55-41,,T. Ulis misses 2-pt shot from 2 ft (block by D. Jones)
4:07.0,Defensive rebound by K. Looney,,55-41,,
3:59.0,Turnover by K. Durant (traveling),,55-41,,
3:52.0,,,55-41,,D. Bender misses 3-pt shot from 27 ft
3:51.0,,,55-41,,Offensive rebound by Team
3:51.0,Loose ball foul by D. Jones (drawn by A. Len),,55-41,,
3:45.0,,,55-41,,T. Daniels misses 2-pt shot from 19 ft
3:43.0,,,55-41,,Offensive rebound by Team
3:37.0,,,55-41,,A. Len misses 2-pt shot from 2 ft (block by K. Looney)
3:34.0,Defensive rebound by K. Durant,,55-41,,
3:32.0,Q. Cook makes 2-pt shot from 1 ft (assist by K. Durant),2,57-41,,
3:31.0,,,57-41,,Phoenix full timeout
3:21.0,,,57-41,,D. Bender misses 3-pt shot from 26 ft
3:18.0,Defensive rebound by Q. Cook,,57-41,,
3:03.0,Turnover by Q. Cook (bad pass),,57-41,,
2:47.0,,,57-41,,D. House misses 3-pt shot from 26 ft
2:43.0,Defensive rebound by Team,,57-41,,
2:32.0,K. Thompson makes 2-pt shot from 10 ft,2,59-41,,
2:16.0,,,59-41,,Turnover by T. Daniels (bad pass; steal by K. Durant)
2:00.0,K. Thompson misses 3-pt shot from 23 ft,,59-41,,
1:57.0,,,59-41,,Defensive rebound by A. Len
1:49.0,,,59-43,2,A. Len makes 2-pt shot from 1 ft (assist by T. Ulis)
1:49.0,,,59-43,,Shooting foul by D. Jones (drawn by A. Len)
1:49.0,,,59-43,,S. Harrison enters the game for T. Daniels
1:49.0,D. Green enters the game for D. Jones,,59-43,,
1:49.0,,,59-43,,A. Len misses free throw 1 of 1
1:49.0,Defensive rebound by K. Looney,,59-43,,
1:29.0,K. Looney makes 2-pt shot from 1 ft (assist by D. Green),2,61-43,,
1:14.0,,,61-45,2,T. Ulis makes 2-pt shot from 10 ft
0:55.0,Q. Cook misses 2-pt shot from 10 ft,,61-45,,
0:52.0,,,61-45,,Defensive rebound by T. Ulis
0:46.0,,,61-45,,A. Len misses 2-pt shot from 3 ft
0:45.0,Defensive rebound by D. Green,,61-45,,
0:40.0,K. Thompson misses 3-pt shot from 29 ft,,61-45,,
0:37.0,,,61-45,,Defensive rebound by D. House
0:33.0,,,61-47,2,D. House makes 2-pt shot from 2 ft
0:13.0,K. Durant makes 3-pt shot from 27 ft,3,64-47,,
0:04.0,,,64-50,3,T. Ulis makes 3-pt shot from 28 ft
0:00.0,D. Green misses 3-pt shot from 49 ft,,64-50,,
0:00.0,Offensive rebound by Team,,64-50,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:43.0,,,64-53,3,D. House makes 3-pt shot from 25 ft (assist by S. Harrison)
11:19.0,Q. Cook misses 2-pt shot from 8 ft,,64-53,,
11:19.0,,,64-53,,Defensive rebound by D. Bender
11:02.0,,,64-55,2,A. Len makes 2-pt shot from 2 ft
10:51.0,,,64-55,,Personal foul by D. House (drawn by Z. Pachulia)
10:45.0,K. Thompson misses 2-pt shot from 15 ft,,64-55,,
10:41.0,,,64-55,,Defensive rebound by D. House
10:25.0,,,64-55,,T. Ulis misses 2-pt shot from 18 ft
10:24.0,Defensive rebound by Z. Pachulia,,64-55,,
10:20.0,K. Thompson misses 2-pt shot from 21 ft,,64-55,,
10:18.0,,,64-55,,Defensive rebound by D. Bender
10:03.0,,,64-55,,A. Len misses 3-pt shot from 24 ft
10:00.0,Defensive rebound by Team,,64-55,,
9:50.0,K. Durant makes 2-pt shot from 13 ft,2,66-55,,
9:35.0,,,66-55,,Turnover by D. Bender (bad pass)
9:29.0,D. Green makes 2-pt shot from 18 ft,2,68-55,,
9:09.0,,,68-57,2,A. Len makes 2-pt shot from 13 ft (assist by S. Harrison)
9:00.0,Z. Pachulia makes 2-pt shot from 13 ft (assist by D. Green),2,70-57,,
8:50.0,,,70-59,2,A. Len makes 2-pt shot from 1 ft (assist by T. Ulis)
8:39.0,Shooting foul by D. Bender (drawn by D. Green),,70-59,,
8:39.0,D. Green makes free throw 1 of 2,1,71-59,,
8:39.0,D. Green misses free throw 2 of 2,,71-59,,
8:37.0,,,71-59,,Defensive rebound by A. Len
8:18.0,,,71-61,2,T. Ulis makes 2-pt shot from 11 ft
7:58.0,D. Green misses 3-pt shot from 26 ft,,71-61,,
7:56.0,Offensive rebound by Z. Pachulia,,71-61,,
7:51.0,K. Durant makes 2-pt shot from 19 ft,2,73-61,,
7:33.0,,,73-63,2,T. Ulis makes 2-pt shot from 13 ft (assist by D. House)
7:25.0,K. Thompson misses 3-pt shot from 25 ft,,73-63,,
7:23.0,,,73-63,,Defensive rebound by Team
7:00.0,,,73-63,,T. Ulis misses 2-pt shot from 14 ft
7:00.0,,,73-63,,Offensive rebound by Team
7:00.0,,,73-63,,Turnover by Team (shot clock)
7:00.0,,,73-63,,Phoenix full timeout
6:45.0,Shooting foul by A. Len (drawn by D. Green),,73-63,,
6:45.0,D. Green makes free throw 1 of 2,1,74-63,,
6:45.0,D. Green makes free throw 2 of 2,1,75-63,,
6:26.0,,,75-63,,Turnover by T. Ulis (bad pass; steal by Z. Pachulia)
6:20.0,Q. Cook misses 3-pt shot from 27 ft,,75-63,,
6:18.0,,,75-63,,Defensive rebound by D. House
6:04.0,,,75-63,,Turnover by S. Harrison (step out of bounds)
5:56.0,K. Durant misses 2-pt shot from 13 ft,,75-63,,
5:53.0,,,75-63,,Defensive rebound by A. Len
5:50.0,Personal block foul by Q. Cook (drawn by T. Ulis),,75-63,,
5:50.0,,,75-63,,J. Dudley enters the game for D. Bender
5:38.0,,,75-63,,Turnover by A. Len (bad pass; steal by D. Green)
5:31.0,D. Green makes 3-pt shot from 26 ft,3,78-63,,
5:11.0,,,78-66,3,D. House makes 3-pt shot from 24 ft (assist by S. Harrison)
4:54.0,K. Durant makes 2-pt shot from 18 ft,2,80-66,,
4:34.0,,,80-66,,Turnover by T. Ulis (bad pass; steal by D. Green)
4:34.0,,,80-66,,Personal foul by T. Ulis (drawn by D. Green)
4:34.0,J. McGee enters the game for Z. Pachulia,,80-66,,
4:34.0,,,80-66,,D. Reed enters the game for S. Harrison
4:23.0,Shooting foul by J. Dudley (drawn by J. McGee),,80-66,,
4:23.0,J. McGee misses free throw 1 of 2,,80-66,,
4:23.0,Offensive rebound by Team,,80-66,,
4:23.0,K. Looney enters the game for D. Green,,80-66,,
4:23.0,J. McGee makes free throw 2 of 2,1,81-66,,
4:06.0,,,81-66,,D. House misses 2-pt shot at rim (block by K. Looney)
3:59.0,,,81-66,,Offensive rebound by A. Len
3:59.0,,,81-68,2,A. Len makes 2-pt shot at rim
3:51.0,J. McGee makes 2-pt shot from 2 ft (assist by K. Durant),2,83-68,,
3:40.0,,,83-68,,D. Reed misses 3-pt shot from 26 ft
3:39.0,Defensive rebound by Team,,83-68,,
3:30.0,J. McGee makes 2-pt shot at rim (assist by K. Durant),2,85-68,,
3:05.0,,,85-70,2,J. Dudley makes 2-pt shot from 20 ft (assist by D. House)
3:04.0,Golden State full timeout,,85-70,,
3:04.0,,,85-70,,S. Harrison enters the game for T. Ulis
3:04.0,,,85-70,,D. Bender enters the game for A. Len
3:04.0,S. Livingston enters the game for K. Thompson,,85-70,,
2:45.0,S. Livingston makes 2-pt shot from 11 ft,2,87-70,,
2:24.0,,,87-70,,S. Harrison misses 2-pt shot from 1 ft
2:21.0,Defensive rebound by K. Looney,,87-70,,
2:09.0,Q. Cook misses 3-pt shot from 26 ft,,87-70,,
2:07.0,,,87-70,,Defensive rebound by D. Reed
1:58.0,,,87-70,,D. Bender misses 2-pt shot from 21 ft (block by K. Looney)
1:53.0,Defensive rebound by Q. Cook,,87-70,,
1:41.0,J. McGee makes 2-pt shot from 1 ft (assist by K. Durant),2,89-70,,
1:41.0,Shooting foul by J. Dudley (drawn by J. McGee),,89-70,,
1:41.0,J. McGee misses free throw 1 of 1,,89-70,,
1:41.0,,,89-70,,Defensive rebound by D. Bender
1:26.0,,,89-70,,J. Dudley misses 3-pt shot from 26 ft
1:22.0,Defensive rebound by S. Livingston,,89-70,,
1:12.0,J. McGee makes 2-pt shot from 5 ft,2,91-70,,
1:00.0,,,91-70,,D. House misses 3-pt shot from 25 ft
0:57.0,Defensive rebound by J. McGee,,91-70,,
0:41.0,S. Livingston misses 2-pt shot from 15 ft,,91-70,,
0:38.0,Offensive rebound by K. Looney,,91-70,,
0:36.0,Turnover by K. Looney (bad pass; steal by S. Harrison),,91-70,,
0:31.0,,,91-70,,Shooting foul by K. Durant (drawn by D. Reed)
0:31.0,,,91-71,1,D. Reed makes free throw 1 of 2
0:31.0,N. Young enters the game for J. McGee,,91-71,,
0:31.0,,,91-72,1,D. Reed makes free throw 2 of 2
0:12.0,K. Durant misses 2-pt shot from 21 ft,,91-72,,
0:12.0,,,91-72,,Defensive rebound by D. Reed
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:46.0,D. West misses 2-pt shot from 5 ft,,91-72,,
11:45.0,,,91-72,,Defensive rebound by Team
11:45.0,Loose ball foul by D. West (drawn by D. House),,91-72,,
11:32.0,Personal foul by N. Young (drawn by D. Reed),,91-72,,
11:23.0,,,91-74,2,D. Reed makes 2-pt shot from 8 ft
11:03.0,D. West makes 2-pt shot at rim (assist by K. Thompson),2,93-74,,
10:39.0,,,93-76,2,D. Bender makes 2-pt shot at rim (assist by D. Reed)
10:27.0,K. Thompson misses 3-pt shot from 25 ft,,93-76,,
10:24.0,,,93-76,,Defensive rebound by D. Bender
10:10.0,,,93-78,2,D. House makes 2-pt shot from 1 ft (assist by S. Harrison)
9:53.0,N. Young misses 2-pt shot from 18 ft,,93-78,,
9:50.0,,,93-78,,Defensive rebound by D. House
9:37.0,,,93-80,2,J. Dudley makes 2-pt shot from 7 ft
9:33.0,,,93-80,,Personal take foul by J. Dudley (drawn by D. Green)
9:21.0,D. Green misses 3-pt shot from 29 ft,,93-80,,
9:18.0,,,93-80,,Defensive rebound by D. Bender
8:58.0,,,93-80,,D. Reed misses 2-pt shot from 19 ft
8:56.0,Defensive rebound by N. Young,,93-80,,
8:50.0,D. Green misses 2-pt shot at rim,,93-80,,
8:47.0,,,93-80,,Defensive rebound by Team
8:39.0,,,93-83,3,D. Bender makes 3-pt shot from 24 ft (assist by S. Harrison)
8:23.0,S. Livingston misses 2-pt shot from 14 ft,,93-83,,
8:23.0,,,93-83,,Defensive rebound by D. Bender
8:10.0,,,93-83,,S. Harrison misses 3-pt shot from 23 ft
8:10.0,,,93-83,,Offensive rebound by D. Bender
8:06.0,,,93-83,,D. Bender misses 2-pt shot at rim
8:04.0,Defensive rebound by Team,,93-83,,
7:46.0,K. Thompson makes 2-pt shot from 17 ft (assist by D. West),2,95-83,,
7:26.0,,,95-83,,Shooting foul by N. Young (drawn by J. Dudley)
7:26.0,,,95-83,,J. Dudley misses free throw 1 of 2
7:26.0,,,95-83,,Offensive rebound by Team
7:26.0,,,95-83,,T. Ulis enters the game for S. Harrison
7:26.0,,,95-83,,J. Dudley misses free throw 2 of 2
7:24.0,Defensive rebound by D. Green,,95-83,,
7:11.0,K. Thompson makes 3-pt shot from 23 ft (assist by N. Young),3,98-83,,
6:57.0,,,98-83,,Turnover by D. Reed (traveling)
6:57.0,,,98-83,,Phoenix full timeout
6:45.0,Turnover by D. Green (traveling),,98-83,,
6:36.0,,,98-83,,D. Reed misses 3-pt shot from 24 ft
6:33.0,Defensive rebound by K. Thompson,,98-83,,
6:27.0,S. Livingston makes 2-pt shot at rim (assist by D. Green),2,100-83,,
6:10.0,,,100-83,,D. Bender misses 3-pt shot from 26 ft
6:09.0,Defensive rebound by K. Thompson,,100-83,,
6:04.0,K. Thompson makes 3-pt shot from 29 ft,3,103-83,,
5:38.0,,,103-83,,T. Ulis misses 3-pt shot from 27 ft
5:35.0,Defensive rebound by D. Green,,103-83,,
5:32.0,K. Thompson makes 2-pt shot from 2 ft (assist by D. West),2,105-83,,
5:31.0,,,105-83,,Phoenix full timeout
5:31.0,,,105-83,,S. Harrison enters the game for D. Reed
5:31.0,D. Jones enters the game for D. West,,105-83,,
5:31.0,Q. Cook enters the game for D. Green,,105-83,,
5:31.0,J. Bell enters the game for S. Livingston,,105-83,,
5:18.0,,,105-83,,Turnover by S. Harrison (bad pass; steal by K. Thompson)
5:05.0,K. Thompson misses 3-pt shot from 27 ft,,105-83,,
5:04.0,Offensive rebound by Team,,105-83,,
5:04.0,,,105-83,,Loose ball foul by D. Bender (drawn by D. Jones)
5:04.0,K. Looney enters the game for K. Thompson,,105-83,,
5:04.0,,,105-83,,A. Peters enters the game for J. Dudley
4:59.0,N. Young makes 2-pt shot from 13 ft (assist by Q. Cook),2,107-83,,
4:39.0,,,107-83,,Shooting foul by J. Bell (drawn by D. House)
4:39.0,,,107-83,,D. House misses free throw 1 of 2
4:39.0,,,107-83,,Offensive rebound by Team
4:39.0,,,107-84,1,D. House makes free throw 2 of 2
4:29.0,N. Young misses 2-pt shot from 19 ft,,107-84,,
4:25.0,,,107-84,,Defensive rebound by D. Bender
4:14.0,,,107-84,,D. House misses 3-pt shot from 22 ft
4:09.0,,,107-84,,Offensive rebound by D. Bender
4:05.0,,,107-84,,S. Harrison misses 2-pt shot from 4 ft
4:02.0,Defensive rebound by D. Jones,,107-84,,
3:56.0,K. Looney misses 3-pt shot from 27 ft,,107-84,,
3:54.0,,,107-84,,Defensive rebound by S. Harrison
3:45.0,,,107-87,3,A. Peters makes 3-pt shot from 23 ft (assist by D. Bender)
3:22.0,J. Bell misses 2-pt shot from 12 ft,,107-87,,
3:16.0,,,107-87,,Defensive rebound by D. Bender
3:12.0,,,107-89,2,A. Peters makes 2-pt shot from 1 ft (assist by T. Ulis)
2:58.0,Q. Cook makes 3-pt shot from 26 ft,3,110-89,,
2:29.0,,,110-89,,A. Peters misses 3-pt shot from 25 ft
2:25.0,Defensive rebound by K. Looney,,110-89,,
2:17.0,Q. Cook misses 2-pt shot from 12 ft,,110-89,,
2:16.0,,,110-89,,Defensive rebound by A. Peters
2:10.0,,,110-89,,D. Bender misses 3-pt shot from 26 ft
2:07.0,Defensive rebound by N. Young,,110-89,,
1:52.0,K. Looney makes 2-pt shot from 2 ft (assist by D. Jones),2,112-89,,
1:37.0,,,112-91,2,D. House makes 2-pt shot from 1 ft (assist by D. Bender)
1:25.0,N. Young makes 3-pt shot from 30 ft,3,115-91,,
1:17.0,,,115-93,2,D. Bender makes 2-pt shot from 1 ft (assist by T. Ulis)
1:03.0,Turnover by J. Bell (bad pass; steal by D. House),,115-93,,
0:59.0,,,115-95,2,S. Harrison makes 2-pt shot from 1 ft (assist by D. House)
0:49.0,N. Young misses 3-pt shot from 26 ft,,115-95,,
0:46.0,,,115-95,,Defensive rebound by S. Harrison
0:40.0,,,115-98,3,A. Peters makes 3-pt shot from 22 ft (assist by T. Ulis)
0:29.0,D. Jones misses 2-pt shot from 3 ft,,115-98,,
0:26.0,,,115-98,,Defensive rebound by D. Bender
0:25.0,,,115-100,2,D. House makes 2-pt shot from 1 ft (assist by S. Harrison)
