time,Golden State,pts.away,score,pts.home,LA Lakers
6:17.0,,,15-9,2,B. Ingram makes 2-pt shot from 1 ft
6:02.0,K. Durant misses 2-pt shot from 18 ft,,15-9,,
5:59.0,,,15-9,,Defensive rebound by K. Caldwell-Pope
5:53.0,,,15-9,,Turnover by K. Caldwell-Pope (bad pass; steal by Z. Pachulia)
5:31.0,D. Green makes 2-pt shot from 1 ft (assist by Z. Pachulia),2,17-9,,
5:20.0,Personal foul by K. Durant (drawn by B. Lopez),,17-9,,
5:20.0,J. Bell enters the game for D. Green,,17-9,,
5:20.0,A. Iguodala enters the game for Z. Pachulia,,17-9,,
5:20.0,,,17-9,,B. Lopez misses free throw 1 of 2
5:20.0,,,17-9,,Offensive rebound by Team
5:20.0,,,17-10,1,B. Lopez makes free throw 2 of 2
5:08.0,Shooting foul by K. Caldwell-Pope (drawn by K. Thompson),,17-10,,
5:08.0,K. Thompson makes free throw 1 of 2,1,18-10,,
5:08.0,K. Thompson makes free throw 2 of 2,1,19-10,,
4:52.0,,,19-12,2,B. Lopez makes 2-pt shot from 17 ft
4:29.0,Turnover by J. Bell (bad pass; steal by L. Nance),,19-12,,
4:08.0,,,19-12,,Offensive foul by B. Lopez (drawn by A. Iguodala)
4:08.0,,,19-12,,Turnover by B. Lopez (offensive foul)
4:08.0,,,19-12,,J. Clarkson enters the game for L. Nance
4:08.0,N. Young enters the game for K. Thompson,,19-12,,
3:52.0,J. Bell makes 2-pt shot from 1 ft (assist by S. Curry),2,21-12,,
3:34.0,,,21-12,,K. Caldwell-Pope misses 3-pt shot from 24 ft
3:32.0,Defensive rebound by A. Iguodala,,21-12,,
3:22.0,S. Curry misses 3-pt shot from 26 ft,,21-12,,
3:20.0,,,21-12,,Defensive rebound by B. Lopez
3:14.0,,,21-12,,Turnover by B. Ingram (bad pass; steal by J. Bell)
3:09.0,S. Curry misses 2-pt shot from 2 ft,,21-12,,
3:07.0,,,21-12,,Defensive rebound by B. Ingram
3:02.0,,,21-12,,B. Ingram misses 2-pt shot from 4 ft
3:00.0,,,21-12,,Offensive rebound by J. Clarkson
2:58.0,,,21-12,,J. Clarkson misses 2-pt shot from 2 ft
2:58.0,Defensive rebound by S. Curry,,21-12,,
2:52.0,A. Iguodala makes 2-pt shot from 2 ft (assist by S. Curry),2,23-12,,
2:46.0,,,23-12,,LA Lakers full timeout
2:46.0,,,23-12,,J. Randle enters the game for B. Lopez
2:46.0,D. Green enters the game for K. Durant,,23-12,,
2:38.0,,,23-12,,L. Ball misses 2-pt shot from 1 ft (block by J. Bell)
2:34.0,,,23-12,,Offensive rebound by J. Randle
2:33.0,,,23-14,2,J. Randle makes 2-pt shot from 1 ft
2:17.0,Turnover by S. Curry (bad pass; steal by L. Ball),,23-14,,
2:13.0,,,23-16,2,J. Randle makes 2-pt shot from 1 ft (assist by L. Ball)
2:04.0,D. Green misses 3-pt shot from 27 ft,,23-16,,
2:02.0,,,23-16,,Defensive rebound by Team
1:52.0,,,23-16,,L. Ball misses 3-pt shot from 26 ft
1:50.0,Defensive rebound by J. Bell,,23-16,,
1:41.0,J. Bell misses 2-pt shot from 14 ft,,23-16,,
1:38.0,,,23-16,,Defensive rebound by J. Clarkson
1:32.0,,,23-18,2,J. Clarkson makes 2-pt shot from 4 ft (assist by L. Ball)
1:31.0,Golden State full timeout,,23-18,,
1:19.0,S. Curry misses 3-pt shot from 26 ft,,23-18,,
1:16.0,Offensive rebound by D. Green,,23-18,,
1:08.0,S. Curry makes 2-pt shot from 1 ft (assist by D. Green),2,25-18,,
0:53.0,,,25-20,2,J. Randle makes 2-pt shot from 4 ft
0:34.0,S. Curry makes 2-pt shot from 2 ft,2,27-20,,
0:22.0,,,27-20,,J. Randle misses 2-pt shot from 22 ft
0:20.0,Defensive rebound by D. Green,,27-20,,
0:06.0,N. Young makes 3-pt shot from 25 ft,3,30-20,,
0:02.0,Personal foul by A. Iguodala (drawn by K. Caldwell-Pope),,30-20,,
0:02.0,P. McCaw enters the game for S. Curry,,30-20,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:45.0,,,30-20,,Shooting foul by S. Livingston (drawn by J. Randle)
11:45.0,,,30-21,1,J. Randle makes free throw 1 of 2
11:45.0,,,30-22,1,J. Randle makes free throw 2 of 2
11:31.0,N. Young misses 2-pt shot from 18 ft,,30-22,,
11:27.0,,,30-22,,Defensive rebound by A. Bogut
11:21.0,,,30-22,,J. Clarkson misses 2-pt shot from 16 ft
11:18.0,Defensive rebound by N. Young,,30-22,,
10:58.0,K. Looney misses 2-pt shot from 2 ft,,30-22,,
10:53.0,Offensive rebound by N. Young,,30-22,,
10:51.0,N. Young makes 2-pt shot from 1 ft,2,32-22,,
10:42.0,,,32-22,,J. Randle misses 2-pt shot from 12 ft
10:39.0,Defensive rebound by K. Looney,,32-22,,
10:24.0,A. Iguodala misses 2-pt shot from 14 ft,,32-22,,
10:21.0,,,32-22,,Defensive rebound by A. Bogut
10:09.0,,,32-24,2,A. Bogut makes 2-pt shot from 6 ft (assist by J. Clarkson)
9:52.0,A. Iguodala misses 2-pt shot from 18 ft,,32-24,,
9:48.0,,,32-24,,Defensive rebound by J. Hart
9:35.0,,,32-26,2,J. Clarkson makes 2-pt shot from 2 ft
9:14.0,Shooting foul by C. Brewer (drawn by S. Livingston),,32-26,,
9:14.0,S. Livingston misses free throw 1 of 2,,32-26,,
9:14.0,Offensive rebound by Team,,32-26,,
9:14.0,,,32-26,,L. Nance enters the game for J. Randle
9:14.0,K. Thompson enters the game for N. Young,,32-26,,
9:14.0,K. Durant enters the game for D. Green,,32-26,,
9:14.0,S. Livingston makes free throw 2 of 2,1,33-26,,
8:57.0,,,33-26,,Turnover by J. Hart (bad pass)
8:43.0,K. Durant misses 2-pt shot from 5 ft,,33-26,,
8:43.0,Offensive rebound by Team,,33-26,,
8:43.0,,,33-26,,Loose ball foul by J. Clarkson (drawn by K. Looney)
8:32.0,A. Iguodala misses 3-pt shot from 23 ft,,33-26,,
8:28.0,,,33-26,,Defensive rebound by J. Hart
8:21.0,,,33-26,,J. Clarkson misses 2-pt shot from 4 ft (block by K. Looney)
8:18.0,Defensive rebound by A. Iguodala,,33-26,,
8:15.0,S. Livingston makes 2-pt shot from 3 ft (assist by A. Iguodala),2,35-26,,
8:15.0,,,35-26,,LA Lakers full timeout
8:15.0,P. McCaw enters the game for A. Iguodala,,35-26,,
8:04.0,,,35-28,2,J. Clarkson makes 2-pt shot from 2 ft (assist by A. Bogut)
7:45.0,K. Thompson misses 2-pt shot from 16 ft,,35-28,,
7:42.0,,,35-28,,Defensive rebound by L. Nance
7:38.0,,,35-28,,Shooting foul by P. McCaw (drawn by J. Hart)
7:38.0,,,35-29,1,J. Hart makes free throw 1 of 2
7:38.0,,,35-30,1,J. Hart makes free throw 2 of 2
7:22.0,K. Durant makes 3-pt shot from 27 ft,3,38-30,,
7:03.0,,,38-32,2,J. Clarkson makes 2-pt shot from 2 ft
6:42.0,K. Durant makes 2-pt shot from 2 ft,2,40-32,,
6:39.0,,,40-32,,Turnover by C. Brewer (traveling)
6:39.0,,,40-32,,B. Ingram enters the game for A. Bogut
6:24.0,S. Livingston makes 2-pt shot from 9 ft (assist by P. McCaw),2,42-32,,
6:11.0,,,42-34,2,J. Hart makes 2-pt shot from 3 ft (assist by L. Nance)
5:59.0,K. Thompson misses 3-pt shot from 26 ft,,42-34,,
5:58.0,Offensive rebound by Team,,42-34,,
5:58.0,,,42-34,,L. Ball enters the game for C. Brewer
5:58.0,,,42-34,,K. Caldwell-Pope enters the game for J. Hart
5:58.0,S. Curry enters the game for S. Livingston,,42-34,,
5:55.0,K. Looney makes 2-pt shot from 2 ft (assist by K. Thompson),2,44-34,,
5:41.0,,,44-34,,K. Caldwell-Pope misses 2-pt shot from 18 ft
5:39.0,Defensive rebound by K. Durant,,44-34,,
5:34.0,,,44-34,,Violation by L. Nance (kicked ball)
5:20.0,S. Curry misses 2-pt shot from 2 ft,,44-34,,
5:18.0,Offensive rebound by K. Looney,,44-34,,
5:18.0,K. Looney misses 2-pt shot from 1 ft (block by L. Nance),,44-34,,
5:18.0,Offensive rebound by Team,,44-34,,
5:14.0,K. Durant misses 2-pt shot from 2 ft,,44-34,,
5:11.0,,,44-34,,Defensive rebound by K. Caldwell-Pope
5:05.0,,,44-34,,Turnover by J. Clarkson (bad pass; steal by K. Durant)
5:05.0,Turnover by K. Durant (bad pass),,44-34,,
4:56.0,,,44-36,2,L. Ball makes 2-pt shot from 3 ft (assist by L. Nance)
4:42.0,S. Curry misses 2-pt shot from 2 ft,,44-36,,
4:41.0,Offensive rebound by K. Looney,,44-36,,
4:41.0,K. Looney misses 2-pt shot at rim,,44-36,,
4:41.0,Offensive rebound by Team,,44-36,,
4:37.0,P. McCaw misses 2-pt shot from 5 ft (block by B. Ingram),,44-36,,
4:37.0,Offensive rebound by Team,,44-36,,
4:24.0,K. Durant makes 2-pt shot from 14 ft,2,46-36,,
4:15.0,,,46-39,3,B. Ingram makes 3-pt shot from 24 ft (assist by L. Ball)
4:15.0,Golden State full timeout,,46-39,,
4:15.0,,,46-39,,J. Randle enters the game for L. Nance
4:15.0,D. Green enters the game for P. McCaw,,46-39,,
4:15.0,A. Iguodala enters the game for K. Looney,,46-39,,
3:53.0,K. Durant misses 2-pt shot from 1 ft,,46-39,,
3:53.0,,,46-39,,Defensive rebound by Team
3:53.0,Loose ball foul by D. Green (drawn by L. Ball),,46-39,,
3:33.0,,,46-39,,Shooting foul by A. Iguodala (drawn by K. Caldwell-Pope)
3:33.0,,,46-40,1,K. Caldwell-Pope makes free throw 1 of 2
3:33.0,,,46-41,1,K. Caldwell-Pope makes free throw 2 of 2
3:26.0,,,46-41,,Personal foul by J. Clarkson (drawn by S. Curry)
3:18.0,S. Curry misses 3-pt shot from 25 ft,,46-41,,
3:16.0,,,46-41,,Defensive rebound by J. Randle
2:58.0,,,46-43,2,B. Ingram makes 2-pt shot from 15 ft (assist by J. Randle)
2:47.0,K. Durant makes 2-pt shot from 9 ft (assist by D. Green),2,48-43,,
2:34.0,,,48-45,2,K. Caldwell-Pope makes 2-pt shot from 2 ft (assist by J. Clarkson)
2:20.0,,,48-45,,Personal foul by L. Ball (drawn by D. Green)
2:15.0,Turnover by K. Durant (discontinued dribble),,48-45,,
2:10.0,,,48-47,2,J. Randle makes 2-pt shot at rim (assist by L. Ball)
2:10.0,Golden State full timeout,,48-47,,
2:02.0,,,48-47,,Personal foul by L. Ball (drawn by K. Durant)
2:02.0,K. Durant misses free throw 1 of 2,,48-47,,
2:02.0,Offensive rebound by Team,,48-47,,
2:02.0,K. Durant misses free throw 2 of 2,,48-47,,
1:59.0,,,48-47,,Defensive rebound by J. Randle
1:53.0,Personal foul by S. Curry (drawn by L. Ball),,48-47,,
1:53.0,,,48-48,1,L. Ball makes free throw 1 of 2
1:53.0,,,48-49,1,L. Ball makes free throw 2 of 2
1:42.0,S. Curry makes 2-pt shot from 2 ft,2,50-49,,
1:24.0,,,50-52,3,K. Caldwell-Pope makes 3-pt shot from 25 ft (assist by L. Ball)
1:00.0,K. Thompson misses 3-pt shot from 28 ft,,50-52,,
0:59.0,,,50-52,,Defensive rebound by Team
0:46.0,,,50-54,2,J. Randle makes 2-pt shot from 2 ft (assist by J. Clarkson)
0:30.0,K. Thompson misses 2-pt shot from 1 ft,,50-54,,
0:28.0,,,50-54,,Defensive rebound by J. Randle
0:05.0,,,50-54,,J. Clarkson misses 3-pt shot from 27 ft
0:02.0,,,50-54,,Offensive rebound by L. Ball
0:02.0,,,50-54,,Turnover by L. Ball (bad pass; steal by D. Green)
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:43.0,,,50-56,2,B. Ingram makes 2-pt shot from 2 ft
11:20.0,K. Thompson makes 2-pt shot from 17 ft,2,52-56,,
11:02.0,,,52-56,,K. Caldwell-Pope misses 2-pt shot from 16 ft
11:02.0,Defensive rebound by Team,,52-56,,
10:54.0,K. Thompson makes 3-pt shot from 25 ft (assist by D. Green),3,55-56,,
10:42.0,,,55-58,2,B. Lopez makes 2-pt shot from 4 ft (assist by L. Ball)
10:42.0,,,55-58,,Shooting foul by Z. Pachulia (drawn by B. Lopez)
10:42.0,,,55-59,1,B. Lopez makes free throw 1 of 1
10:23.0,S. Curry makes 3-pt shot from 25 ft (assist by K. Thompson),3,58-59,,
10:05.0,,,58-59,,K. Caldwell-Pope misses 3-pt shot from 26 ft
10:03.0,Defensive rebound by Team,,58-59,,
9:53.0,Z. Pachulia makes 2-pt shot from 2 ft (assist by D. Green),2,60-59,,
9:53.0,Shooting foul by B. Ingram (drawn by Z. Pachulia),,60-59,,
9:53.0,Z. Pachulia makes free throw 1 of 1,1,61-59,,
9:40.0,,,61-59,,L. Ball misses 3-pt shot from 27 ft
9:38.0,Defensive rebound by D. Green,,61-59,,
9:29.0,D. Green misses 2-pt shot from 1 ft (block by B. Ingram),,61-59,,
9:23.0,Offensive rebound by Z. Pachulia,,61-59,,
9:23.0,Z. Pachulia makes 2-pt shot at rim,2,63-59,,
9:10.0,,,63-59,,B. Ingram misses 2-pt shot from 20 ft
9:08.0,Defensive rebound by K. Durant,,63-59,,
9:02.0,K. Durant misses 2-pt shot from 12 ft (block by B. Lopez),,63-59,,
8:57.0,Offensive rebound by D. Green,,63-59,,
8:53.0,K. Durant misses 3-pt shot from 23 ft,,63-59,,
8:50.0,,,63-59,,Defensive rebound by L. Nance
8:47.0,,,63-59,,B. Lopez misses 3-pt shot from 25 ft
8:45.0,,,63-59,,Offensive rebound by K. Caldwell-Pope
8:43.0,,,63-62,3,L. Ball makes 3-pt shot from 24 ft (assist by B. Ingram)
8:22.0,D. Green misses 3-pt shot from 25 ft,,63-62,,
8:20.0,Offensive rebound by Z. Pachulia,,63-62,,
8:13.0,Jump ball: L. Nance vs. S. Curry (K. Caldwell-Pope gains possession),,,,Jump ball: L. Nance vs. S. Curry (K. Caldwell-Pope gains possession)
8:13.0,Turnover by S. Curry (turnover; steal by L. Nance),,63-62,,
7:53.0,,,63-65,3,L. Ball makes 3-pt shot from 28 ft (assist by B. Ingram)
7:44.0,K. Durant misses 3-pt shot from 22 ft,,63-65,,
7:42.0,,,63-65,,Defensive rebound by Team
7:33.0,,,63-67,2,L. Ball makes 2-pt shot from 1 ft
7:21.0,,,63-67,,LA Lakers full timeout
7:16.0,Jump ball: L. Nance vs. S. Curry (K. Durant gains possession),,,,Jump ball: L. Nance vs. S. Curry (K. Durant gains possession)
7:13.0,K. Thompson makes 3-pt shot from 26 ft (assist by S. Curry),3,66-67,,
6:54.0,,,66-69,2,B. Ingram makes 2-pt shot from 3 ft
6:37.0,K. Thompson misses 3-pt shot from 26 ft,,66-69,,
6:37.0,,,66-69,,Defensive rebound by L. Nance
6:25.0,,,66-69,,Shooting foul by Z. Pachulia (drawn by K. Caldwell-Pope)
6:25.0,,,66-70,1,K. Caldwell-Pope makes free throw 1 of 3
6:25.0,,,66-70,,K. Caldwell-Pope misses free throw 2 of 3
6:25.0,,,66-70,,Offensive rebound by Team
6:25.0,,,66-71,1,K. Caldwell-Pope makes free throw 3 of 3
6:14.0,D. Green makes 3-pt shot from 25 ft (assist by Z. Pachulia),3,69-71,,
6:05.0,,,69-71,,Turnover by K. Caldwell-Pope (bad pass; steal by D. Green)
6:02.0,Turnover by K. Durant (bad pass),,69-71,,
5:58.0,,,69-71,,Turnover by B. Ingram (bad pass)
5:44.0,K. Thompson misses 3-pt shot from 26 ft,,69-71,,
5:43.0,,,69-71,,Defensive rebound by Team
5:24.0,,,69-71,,Turnover by L. Ball (step out of bounds)
5:15.0,Turnover by D. Green (bad pass),,69-71,,
5:04.0,,,69-71,,B. Lopez misses 2-pt shot from 10 ft
5:02.0,Defensive rebound by Z. Pachulia,,69-71,,
4:48.0,K. Durant makes 3-pt shot from 26 ft (assist by D. Green),3,72-71,,
4:35.0,,,72-74,3,L. Ball makes 3-pt shot from 26 ft (assist by B. Lopez)
4:29.0,Shooting foul by B. Ingram (drawn by K. Durant),,72-74,,
4:29.0,K. Durant makes free throw 1 of 2,1,73-74,,
4:29.0,,,73-74,,J. Randle enters the game for B. Lopez
4:29.0,J. Bell enters the game for D. Green,,73-74,,
4:29.0,A. Iguodala enters the game for Z. Pachulia,,73-74,,
4:29.0,K. Durant makes free throw 2 of 2,1,74-74,,
4:21.0,P. McCaw enters the game for K. Thompson,,74-74,,
4:18.0,,,74-74,,B. Ingram misses 2-pt shot from 17 ft
4:13.0,Defensive rebound by J. Bell,,74-74,,
4:10.0,Turnover by S. Curry (lost ball; steal by B. Ingram),,74-74,,
4:06.0,,,74-76,2,J. Randle makes 2-pt shot at rim (assist by B. Ingram)
3:58.0,Turnover by S. Curry (bad pass; steal by K. Caldwell-Pope),,74-76,,
3:52.0,,,74-78,2,J. Randle makes 2-pt shot from 2 ft (assist by L. Ball)
3:52.0,Golden State full timeout,,74-78,,
3:52.0,N. Young enters the game for S. Curry,,74-78,,
3:39.0,Turnover by J. Bell (traveling),,74-78,,
3:19.0,,,74-78,,J. Randle misses 2-pt shot from 7 ft
3:17.0,Defensive rebound by K. Durant,,74-78,,
3:13.0,,,74-78,,Personal foul by K. Caldwell-Pope (drawn by K. Durant)
3:05.0,Turnover by J. Bell (bad pass; steal by B. Ingram),,74-78,,
3:01.0,,,74-78,,K. Caldwell-Pope misses 2-pt shot from 1 ft
2:59.0,Defensive rebound by K. Durant,,74-78,,
2:55.0,K. Durant makes 2-pt shot from 19 ft (assist by P. McCaw),2,76-78,,
2:41.0,,,76-78,,L. Ball misses 3-pt shot from 25 ft
2:38.0,Defensive rebound by J. Bell,,76-78,,
2:29.0,N. Young misses 3-pt shot from 23 ft,,76-78,,
2:26.0,Offensive rebound by A. Iguodala,,76-78,,
2:24.0,J. Bell makes 2-pt shot from 2 ft (assist by K. Durant),2,78-78,,
2:24.0,,,78-78,,LA Lakers full timeout
2:24.0,,,78-78,,J. Clarkson enters the game for K. Caldwell-Pope
2:24.0,,,78-78,,C. Brewer enters the game for L. Nance
2:08.0,,,78-80,2,B. Ingram makes 2-pt shot from 2 ft (assist by J. Clarkson)
1:49.0,K. Durant makes 2-pt shot from 20 ft,2,80-80,,
1:31.0,,,80-82,2,B. Ingram makes 2-pt shot from 20 ft (assist by J. Clarkson)
1:08.0,K. Durant misses 2-pt shot from 3 ft,,80-82,,
0:59.0,Offensive rebound by J. Bell,,80-82,,
0:59.0,J. Bell makes 2-pt shot at rim,2,82-82,,
0:48.0,,,82-82,,Turnover by B. Ingram (lost ball; steal by J. Bell)
0:36.0,N. Young makes 2-pt shot from 15 ft,2,84-82,,
0:26.0,,,84-82,,J. Clarkson misses 2-pt shot at rim
0:26.0,,,84-82,,Offensive rebound by J. Clarkson
0:26.0,,,84-82,,J. Clarkson misses 2-pt shot at rim
0:26.0,,,84-82,,Offensive rebound by J. Clarkson
0:24.0,,,84-84,2,J. Clarkson makes 2-pt shot at rim
0:03.0,,,84-84,,Personal foul by J. Randle (drawn by K. Durant)
0:03.0,S. Curry enters the game for P. McCaw,,84-84,,
0:03.0,K. Thompson enters the game for J. Bell,,84-84,,
0:01.0,S. Curry misses 3-pt shot from 26 ft,,84-84,,
0:00.0,Offensive rebound by Team,,84-84,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:49.0,Shooting foul by J. Randle (drawn by N. Young),,84-84,,
11:49.0,N. Young misses free throw 1 of 3,,84-84,,
11:49.0,Offensive rebound by Team,,84-84,,
11:49.0,N. Young makes free throw 2 of 3,1,85-84,,
11:49.0,N. Young makes free throw 3 of 3,1,86-84,,
11:35.0,,,86-84,,J. Clarkson misses 2-pt shot from 12 ft (block by A. Iguodala)
11:30.0,Defensive rebound by D. Green,,86-84,,
11:27.0,Turnover by D. Green (bad pass),,86-84,,
11:20.0,,,86-84,,C. Brewer misses 3-pt shot from 25 ft
11:17.0,Defensive rebound by Team,,86-84,,
11:07.0,D. Green makes 2-pt shot from 2 ft (assist by A. Iguodala),2,88-84,,
10:49.0,,,88-86,2,J. Randle makes 2-pt shot from 2 ft (assist by J. Clarkson)
10:34.0,Shooting foul by C. Brewer (drawn by D. Green),,88-86,,
10:34.0,D. Green misses free throw 1 of 2,,88-86,,
10:34.0,Offensive rebound by Team,,88-86,,
10:34.0,D. Green makes free throw 2 of 2,1,89-86,,
10:28.0,,,89-89,3,K. Caldwell-Pope makes 3-pt shot from 26 ft (assist by J. Clarkson)
10:09.0,,,89-89,,Personal foul by J. Hart (drawn by A. Iguodala)
10:00.0,Shooting foul by C. Brewer (drawn by D. Green),,89-89,,
10:00.0,D. Green makes free throw 1 of 2,1,90-89,,
10:00.0,D. Green makes free throw 2 of 2,1,91-89,,
9:49.0,,,91-89,,Turnover by J. Randle (lost ball; steal by S. Livingston)
9:42.0,Turnover by S. Livingston (lost ball; steal by C. Brewer),,91-89,,
9:37.0,,,91-91,2,J. Clarkson makes 2-pt shot from 2 ft
9:20.0,Turnover by N. Young (lost ball; steal by C. Brewer),,91-91,,
9:15.0,,,91-91,,K. Caldwell-Pope misses 3-pt shot from 26 ft
9:11.0,Defensive rebound by S. Livingston,,91-91,,
9:11.0,Turnover by S. Livingston (bad pass),,91-91,,
8:53.0,,,91-91,,Shooting foul by S. Livingston (drawn by J. Randle)
8:53.0,,,91-91,,J. Randle misses free throw 1 of 2
8:53.0,,,91-91,,Offensive rebound by Team
8:53.0,K. Thompson enters the game for N. Young,,91-91,,
8:53.0,,,91-91,,J. Randle misses free throw 2 of 2
8:49.0,Defensive rebound by K. Looney,,91-91,,
8:35.0,K. Looney misses 2-pt shot from 2 ft (block by J. Randle),,91-91,,
8:31.0,,,91-91,,Defensive rebound by J. Clarkson
8:27.0,,,91-93,2,K. Caldwell-Pope makes 2-pt shot from 3 ft
8:22.0,Golden State full timeout,,91-93,,
8:22.0,,,91-93,,L. Ball enters the game for K. Caldwell-Pope
8:22.0,,,91-93,,B. Ingram enters the game for C. Brewer
8:22.0,S. Curry enters the game for S. Livingston,,91-93,,
8:08.0,S. Curry misses 3-pt shot from 22 ft,,91-93,,
8:06.0,,,91-93,,Defensive rebound by B. Ingram
7:46.0,,,91-93,,J. Clarkson misses 2-pt shot from 2 ft
7:44.0,Defensive rebound by K. Thompson,,91-93,,
7:38.0,K. Thompson makes 2-pt shot from 16 ft (assist by S. Curry),2,93-93,,
7:15.0,,,93-93,,Turnover by B. Ingram (lost ball; steal by K. Looney)
6:56.0,K. Looney misses 2-pt shot from 1 ft,,93-93,,
6:54.0,,,93-93,,Defensive rebound by J. Hart
6:51.0,,,93-93,,J. Hart misses 2-pt shot at rim
6:51.0,,,93-93,,Offensive rebound by Team
6:51.0,K. Durant enters the game for K. Looney,,93-93,,
6:51.0,J. Bell enters the game for D. Green,,93-93,,
6:41.0,,,93-93,,L. Ball misses 2-pt shot from 15 ft
6:41.0,Defensive rebound by K. Durant,,93-93,,
6:33.0,S. Curry makes 2-pt shot from 14 ft (assist by K. Durant),2,95-93,,
6:11.0,,,95-95,2,J. Hart makes 2-pt shot from 1 ft (assist by L. Ball)
6:02.0,Offensive foul by K. Durant (drawn by L. Ball),,95-95,,
6:02.0,Turnover by K. Durant (offensive foul),,95-95,,
5:41.0,,,95-95,,L. Ball misses 2-pt shot from 20 ft
5:41.0,Defensive rebound by S. Curry,,95-95,,
5:41.0,,,95-95,,Personal foul by J. Randle (drawn by S. Curry)
5:41.0,S. Curry makes free throw 1 of 2,1,96-95,,
5:41.0,S. Curry makes free throw 2 of 2,1,97-95,,
5:28.0,,,97-95,,B. Ingram misses 2-pt shot from 2 ft
5:25.0,Defensive rebound by A. Iguodala,,97-95,,
5:21.0,K. Thompson makes 3-pt shot from 25 ft (assist by S. Curry),3,100-95,,
5:20.0,,,100-95,,LA Lakers full timeout
5:20.0,,,100-95,,K. Caldwell-Pope enters the game for J. Hart
5:01.0,,,100-95,,J. Clarkson misses 2-pt shot from 20 ft
4:57.0,,,100-95,,Offensive rebound by K. Caldwell-Pope
4:54.0,,,100-98,3,J. Clarkson makes 3-pt shot from 25 ft (assist by J. Randle)
4:30.0,S. Curry misses 3-pt shot from 23 ft,,100-98,,
4:22.0,,,100-98,,Defensive rebound by B. Ingram
4:13.0,Personal foul by J. Bell (drawn by B. Ingram),,100-98,,
4:13.0,D. Green enters the game for J. Bell,,100-98,,
4:03.0,Personal foul by S. Curry (drawn by J. Randle),,100-98,,
3:58.0,,,100-98,,Shooting foul by D. Green (drawn by B. Ingram)
3:58.0,,,100-99,1,B. Ingram makes free throw 1 of 2
3:58.0,,,100-100,1,B. Ingram makes free throw 2 of 2
