time,Cleveland,pts.away,score,pts.home,New York
6:29.0,J. Calderon enters the game for K. Korver,,15-12,,
6:17.0,,,15-12,,Turnover by T. Burke (bad pass; steal by J. Smith)
6:14.0,J. Smith makes 2-pt shot from 1 ft,2,17-12,,
5:57.0,,,17-12,,Turnover by F. Ntilikina (bad pass; steal by L. James)
5:53.0,Turnover by L. James (bad pass; steal by M. Beasley),,17-12,,
5:51.0,Personal foul by J. Smith (drawn by M. Beasley),,17-12,,
5:51.0,,,17-12,,D. Dotson enters the game for T. Burke
5:47.0,,,17-14,2,L. Thomas makes 2-pt shot at rim (assist by K. O'Quinn)
5:30.0,L. James misses 3-pt shot from 24 ft,,17-14,,
5:27.0,,,17-14,,Defensive rebound by L. Thomas
5:20.0,,,17-16,2,F. Ntilikina makes 2-pt shot from 9 ft
5:11.0,K. Love misses 3-pt shot from 27 ft,,17-16,,
5:08.0,,,17-16,,Defensive rebound by D. Dotson
4:46.0,,,17-18,2,L. Thomas makes 2-pt shot at rim (assist by M. Beasley)
4:25.0,J. Calderon misses 3-pt shot from 25 ft,,17-18,,
4:23.0,,,17-18,,Defensive rebound by K. O'Quinn
4:18.0,,,17-18,,F. Ntilikina misses 2-pt shot from 18 ft
4:16.0,Defensive rebound by J. Calderon,,17-18,,
4:16.0,,,17-18,,Personal foul by M. Beasley (drawn by J. Calderon)
4:16.0,,,17-18,,I. Hicks enters the game for M. Beasley
4:16.0,L. Nance enters the game for J. Green,,17-18,,
4:03.0,K. Love misses 2-pt shot from 15 ft,,17-18,,
3:59.0,,,17-18,,Defensive rebound by I. Hicks
3:47.0,,,17-20,2,D. Dotson makes 2-pt shot from 21 ft (assist by I. Hicks)
3:31.0,J. Calderon makes 3-pt shot from 25 ft,3,20-20,,
3:09.0,,,20-23,3,L. Thomas makes 3-pt shot from 22 ft (assist by F. Ntilikina)
3:02.0,Cleveland full timeout,,20-23,,
3:02.0,,,20-23,,L. Kornet enters the game for K. O'Quinn
3:02.0,J. Clarkson enters the game for K. Love,,20-23,,
2:48.0,L. James misses 2-pt shot from 13 ft,,20-23,,
2:44.0,,,20-23,,Defensive rebound by I. Hicks
2:36.0,,,20-23,,C. Lee enters the game for I. Hicks
2:36.0,,,20-23,,Turnover by F. Ntilikina (bad pass)
2:19.0,J. Clarkson misses 3-pt shot from 26 ft,,20-23,,
2:18.0,Offensive rebound by Team,,20-23,,
2:18.0,,,20-23,,Loose ball foul by L. Kornet (drawn by L. Nance)
2:09.0,L. James makes 3-pt shot from 25 ft,3,23-23,,
1:48.0,,,23-23,,C. Lee misses 3-pt shot from 23 ft
1:44.0,Defensive rebound by J. Calderon,,23-23,,
1:25.0,J. Clarkson misses 3-pt shot from 26 ft,,23-23,,
1:25.0,,,23-23,,Defensive rebound by F. Ntilikina
1:09.0,,,23-23,,L. Kornet misses 2-pt shot from 20 ft
1:07.0,Defensive rebound by J. Smith,,23-23,,
0:59.0,J. Smith misses 2-pt shot from 14 ft,,23-23,,
0:56.0,,,23-23,,Defensive rebound by C. Lee
0:39.0,,,23-25,2,F. Ntilikina makes 2-pt shot from 15 ft
0:31.0,,,23-25,,Personal foul by L. Thomas (drawn by L. Nance)
0:31.0,,,23-25,,I. Hicks enters the game for L. Thomas
0:25.0,J. Smith makes 3-pt shot from 22 ft (assist by L. James),3,26-25,,
0:06.0,,,26-25,,F. Ntilikina misses 2-pt shot from 19 ft
0:02.0,Defensive rebound by L. Nance,,26-25,,
0:00.0,J. Smith misses 3-pt shot from 37 ft,,26-25,,
0:00.0,Offensive rebound by Team,,26-25,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:46.0,J. Clarkson misses 2-pt shot from 20 ft,,26-25,,
11:44.0,,,26-25,,Defensive rebound by C. Lee
11:28.0,,,26-25,,I. Hicks misses 2-pt shot from 13 ft
11:22.0,Defensive rebound by J. Smith,,26-25,,
11:09.0,G. Hill misses 3-pt shot from 23 ft,,26-25,,
11:07.0,,,26-25,,Defensive rebound by D. Dotson
11:00.0,,,26-25,,D. Dotson misses 3-pt shot from 24 ft
10:56.0,Defensive rebound by T. Thompson,,26-25,,
10:50.0,J. Smith makes 3-pt shot from 25 ft (assist by J. Clarkson),3,29-25,,
10:40.0,Jump ball: I. Hicks vs. G. Hill (L. Kornet gains possession),,,,Jump ball: I. Hicks vs. G. Hill (L. Kornet gains possession)
10:28.0,,,29-27,2,I. Hicks makes 2-pt shot at rim (assist by D. Dotson)
10:12.0,J. Smith makes 3-pt shot from 24 ft (assist by G. Hill),3,32-27,,
9:55.0,,,32-27,,T. Burke misses 3-pt shot from 23 ft
9:52.0,Defensive rebound by L. Nance,,32-27,,
9:48.0,L. Nance makes 2-pt shot at rim (assist by J. Clarkson),2,34-27,,
9:37.0,,,34-27,,Turnover by I. Hicks (traveling)
9:20.0,Shooting foul by D. Dotson (drawn by T. Thompson),,34-27,,
9:20.0,,,34-27,,M. Beasley enters the game for I. Hicks
9:20.0,T. Thompson misses free throw 1 of 2,,34-27,,
9:20.0,Offensive rebound by Team,,34-27,,
9:20.0,T. Thompson makes free throw 2 of 2,1,35-27,,
9:06.0,,,35-27,,M. Beasley misses 2-pt shot from 5 ft
9:04.0,Defensive rebound by G. Hill,,35-27,,
8:58.0,T. Thompson misses 2-pt shot from 2 ft (block by L. Kornet),,35-27,,
8:58.0,Offensive rebound by Team,,35-27,,
8:55.0,J. Smith misses 3-pt shot from 24 ft,,35-27,,
8:46.0,Offensive rebound by T. Thompson,,35-27,,
8:43.0,,,35-27,,Personal foul by L. Kornet (drawn by T. Thompson)
8:35.0,J. Clarkson makes 2-pt shot from 11 ft (assist by T. Thompson),2,37-27,,
8:09.0,,,37-27,,L. Kornet misses 2-pt shot from 14 ft
8:06.0,Defensive rebound by L. Nance,,37-27,,
7:58.0,T. Thompson makes 2-pt shot from 1 ft (assist by J. Smith),2,39-27,,
7:58.0,,,39-27,,New York full timeout
7:58.0,,,39-27,,K. O'Quinn enters the game for L. Kornet
7:58.0,,,39-27,,F. Ntilikina enters the game for D. Dotson
7:38.0,,,39-27,,M. Beasley misses 2-pt shot from 12 ft
7:36.0,,,39-27,,Offensive rebound by M. Beasley
7:35.0,,,39-29,2,M. Beasley makes 2-pt shot from 6 ft
7:15.0,L. Nance misses 2-pt shot from 2 ft (block by K. O'Quinn),,39-29,,
7:12.0,,,39-29,,Defensive rebound by F. Ntilikina
7:10.0,,,39-32,3,C. Lee makes 3-pt shot from 23 ft (assist by T. Burke)
6:59.0,T. Thompson misses 2-pt shot from 2 ft (block by K. O'Quinn),,39-32,,
6:58.0,,,39-32,,Defensive rebound by Team
6:57.0,L. James enters the game for J. Clarkson,,39-32,,
6:57.0,K. Love enters the game for L. Nance,,39-32,,
6:41.0,,,39-34,2,C. Lee makes 2-pt shot from 13 ft (assist by F. Ntilikina)
6:33.0,J. Smith misses 3-pt shot from 26 ft,,39-34,,
6:33.0,,,39-34,,Defensive rebound by F. Ntilikina
6:18.0,,,39-34,,Turnover by C. Lee (bad pass; steal by G. Hill)
6:05.0,K. Love makes 3-pt shot from 23 ft (assist by L. James),3,42-34,,
5:50.0,,,42-34,,K. O'Quinn misses 2-pt shot from 14 ft
5:47.0,Defensive rebound by T. Thompson,,42-34,,
5:41.0,Shooting foul by F. Ntilikina (drawn by L. James),,42-34,,
5:41.0,L. James makes free throw 1 of 2,1,43-34,,
5:41.0,,,43-34,,L. Thomas enters the game for C. Lee
5:41.0,L. James makes free throw 2 of 2,1,44-34,,
5:41.0,K. Korver enters the game for J. Smith,,44-34,,
5:41.0,J. Calderon enters the game for T. Thompson,,44-34,,
5:41.0,J. Green enters the game for G. Hill,,44-34,,
5:30.0,,,44-37,3,F. Ntilikina makes 3-pt shot from 23 ft (assist by M. Beasley)
5:18.0,K. Korver misses 3-pt shot from 24 ft,,44-37,,
5:16.0,,,44-37,,Defensive rebound by M. Beasley
5:12.0,,,44-39,2,M. Beasley makes 2-pt shot from 11 ft (assist by T. Burke)
5:12.0,,,44-39,,Shooting foul by K. Korver (drawn by M. Beasley)
5:12.0,,,44-40,1,M. Beasley makes free throw 1 of 1
5:00.0,K. Korver makes 2-pt shot at rim (assist by J. Calderon),2,46-40,,
4:51.0,Personal foul by J. Calderon (drawn by L. Thomas),,46-40,,
4:36.0,,,46-42,2,M. Beasley makes 2-pt shot from 6 ft (assist by L. Thomas)
4:27.0,,,46-42,,Personal foul by K. O'Quinn (drawn by K. Korver)
4:24.0,K. Love makes 3-pt shot from 25 ft (assist by L. James),3,49-42,,
4:07.0,Personal foul by L. James (drawn by L. Thomas),,49-42,,
3:59.0,,,49-44,2,K. O'Quinn makes 2-pt shot at rim (assist by M. Beasley)
3:40.0,L. James makes 2-pt shot at rim (assist by K. Korver),2,51-44,,
3:27.0,,,51-44,,Turnover by M. Beasley (bad pass; steal by K. Love)
3:24.0,,,51-44,,Personal foul by F. Ntilikina (drawn by L. James)
3:24.0,L. James makes free throw 1 of 2,1,52-44,,
3:24.0,L. James makes free throw 2 of 2,1,53-44,,
3:01.0,,,53-44,,L. Thomas misses 2-pt shot at rim
3:00.0,Defensive rebound by K. Korver,,53-44,,
2:48.0,Shooting foul by M. Beasley (drawn by J. Green),,53-44,,
2:48.0,Cleveland full timeout,,53-44,,
2:48.0,J. Green misses free throw 1 of 3,,53-44,,
2:48.0,Offensive rebound by Team,,53-44,,
2:48.0,J. Green makes free throw 2 of 3,1,54-44,,
2:48.0,J. Green makes free throw 3 of 3,1,55-44,,
2:30.0,,,55-44,,T. Burke misses 3-pt shot from 25 ft
2:25.0,,,55-44,,Offensive rebound by L. Thomas
2:25.0,,,55-44,,L. Thomas misses 2-pt shot at rim
2:24.0,Defensive rebound by K. Love,,55-44,,
2:15.0,Turnover by L. James (bad pass; steal by F. Ntilikina),,55-44,,
2:01.0,,,55-44,,F. Ntilikina misses 3-pt shot from 24 ft
1:57.0,Defensive rebound by L. James,,55-44,,
1:54.0,Shooting foul by L. Thomas (drawn by L. James),,55-44,,
1:54.0,L. James misses free throw 1 of 2,,55-44,,
1:54.0,Offensive rebound by Team,,55-44,,
1:54.0,,,55-44,,C. Lee enters the game for L. Thomas
1:54.0,L. James makes free throw 2 of 2,1,56-44,,
1:43.0,,,56-44,,M. Beasley misses 3-pt shot from 26 ft
1:36.0,Defensive rebound by K. Korver,,56-44,,
1:33.0,L. James makes 2-pt shot from 1 ft (assist by K. Korver),2,58-44,,
1:21.0,,,58-44,,Shooting foul by J. Green (drawn by M. Beasley)
1:21.0,,,58-44,,M. Beasley misses free throw 1 of 2
1:21.0,,,58-44,,Offensive rebound by Team
1:21.0,J. Smith enters the game for K. Korver,,58-44,,
1:21.0,,,58-44,,D. Dotson enters the game for T. Burke
1:21.0,,,58-45,1,M. Beasley makes free throw 2 of 2
1:03.0,K. Love misses 3-pt shot from 26 ft,,58-45,,
1:01.0,,,58-45,,Defensive rebound by C. Lee
0:45.0,,,58-45,,D. Dotson misses 3-pt shot from 25 ft
0:41.0,,,58-45,,Offensive rebound by F. Ntilikina
0:38.0,,,58-47,2,K. O'Quinn makes 2-pt shot at rim (assist by D. Dotson)
0:27.0,J. Smith makes 3-pt shot from 25 ft,3,61-47,,
0:04.0,,,61-49,2,C. Lee makes 2-pt shot from 1 ft
0:00.0,J. Calderon misses 3-pt shot from 27 ft,,61-49,,
0:00.0,Offensive rebound by Team,,61-49,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
12:00.0,K. Love makes technical free throw,1,64-49,,
11:46.0,K. Love makes 2-pt shot from 1 ft (assist by L. James),2,63-49,,
11:31.0,,,63-49,,T. Burke misses 2-pt shot from 20 ft
11:28.0,Defensive rebound by K. Korver,,63-49,,
11:24.0,K. Love misses 3-pt shot from 25 ft,,63-49,,
11:21.0,,,63-49,,Defensive rebound by L. Thomas
11:16.0,,,64-51,2,L. Thomas makes 2-pt shot from 1 ft (assist by T. Burke)
10:58.0,K. Love makes 2-pt shot at rim,2,66-51,,
10:58.0,,,66-51,,Violation by F. Ntilikina (def goaltending)
10:43.0,,,66-54,3,L. Thomas makes 3-pt shot from 23 ft (assist by F. Ntilikina)
10:14.0,G. Hill makes 3-pt shot from 23 ft (assist by K. Love),3,69-54,,
10:02.0,,,69-56,2,T. Burke makes 2-pt shot from 1 ft
9:45.0,G. Hill misses 3-pt shot from 25 ft,,69-56,,
9:41.0,,,69-56,,Defensive rebound by Team
9:23.0,,,69-58,2,L. Thomas makes 2-pt shot from 8 ft
9:01.0,J. Green makes 2-pt shot from 22 ft,2,71-58,,
8:46.0,,,71-61,3,M. Beasley makes 3-pt shot from 23 ft (assist by T. Burke)
8:21.0,K. Love misses 3-pt shot from 24 ft,,71-61,,
8:18.0,,,71-61,,Defensive rebound by M. Beasley
7:58.0,,,71-61,,Turnover by M. Beasley (bad pass; steal by G. Hill)
7:53.0,L. James makes 3-pt shot from 23 ft (assist by G. Hill),3,74-61,,
7:41.0,,,74-63,2,T. Burke makes 2-pt shot from 19 ft
7:33.0,Shooting foul by M. Beasley (drawn by G. Hill),,74-63,,
7:33.0,G. Hill makes free throw 1 of 2,1,75-63,,
7:33.0,G. Hill makes free throw 2 of 2,1,76-63,,
7:19.0,,,76-63,,Turnover by M. Beasley (bad pass)
7:06.0,K. Korver misses 3-pt shot from 25 ft (block by F. Ntilikina),,76-63,,
7:01.0,,,76-63,,Defensive rebound by K. O'Quinn
6:51.0,,,76-65,2,T. Burke makes 2-pt shot from 1 ft
6:38.0,Turnover by K. Love (bad pass; steal by M. Beasley),,76-65,,
6:30.0,,,76-65,,Turnover by K. O'Quinn (lost ball; steal by K. Korver)
6:23.0,L. James misses 3-pt shot from 25 ft,,76-65,,
6:21.0,,,76-65,,Defensive rebound by L. Thomas
6:18.0,Personal foul by K. Korver (drawn by T. Burke),,76-65,,
6:18.0,,,76-65,,New York full timeout
6:07.0,,,76-65,,L. Thomas misses 2-pt shot from 3 ft (block by J. Green)
6:03.0,,,76-65,,Offensive rebound by K. O'Quinn
6:02.0,,,76-67,2,K. O'Quinn makes 2-pt shot from 6 ft
5:44.0,J. Green misses 3-pt shot from 26 ft,,76-67,,
5:42.0,Offensive rebound by K. Love,,76-67,,
5:40.0,K. Korver misses 3-pt shot from 26 ft,,76-67,,
5:40.0,,,76-67,,Defensive rebound by F. Ntilikina
5:32.0,,,76-69,2,M. Beasley makes 2-pt shot from 2 ft
5:32.0,Violation by L. James (def goaltending),,76-69,,
5:22.0,Offensive foul by K. Korver (drawn by F. Ntilikina),,76-69,,
5:22.0,Turnover by K. Korver (offensive foul),,76-69,,
5:22.0,J. Smith enters the game for K. Korver,,76-69,,
5:12.0,Personal foul by J. Green (drawn by M. Beasley),,76-69,,
5:00.0,,,76-71,2,M. Beasley makes 2-pt shot from 1 ft
4:41.0,K. Love makes 3-pt shot from 23 ft (assist by J. Smith),3,79-71,,
4:29.0,,,79-71,,F. Ntilikina misses 3-pt shot from 25 ft
4:26.0,,,79-71,,Offensive rebound by K. O'Quinn
4:15.0,,,79-71,,Shooting foul by J. Green (drawn by M. Beasley)
4:15.0,,,79-72,1,M. Beasley makes free throw 1 of 2
4:15.0,,,79-72,,L. Kornet enters the game for K. O'Quinn
4:15.0,L. Nance enters the game for G. Hill,,79-72,,
4:15.0,J. Calderon enters the game for J. Green,,79-72,,
4:15.0,,,79-72,,M. Beasley misses free throw 2 of 2
4:12.0,Defensive rebound by K. Love,,79-72,,
3:59.0,L. James misses 2-pt shot at rim,,79-72,,
3:56.0,Offensive rebound by L. Nance,,79-72,,
3:56.0,Turnover by L. Nance (turnover),,79-72,,
3:56.0,,,79-72,,C. Lee enters the game for F. Ntilikina
3:40.0,,,79-72,,L. Kornet misses 3-pt shot from 23 ft
3:38.0,Defensive rebound by L. James,,79-72,,
3:30.0,Shooting foul by L. Kornet (drawn by K. Love),,79-72,,
3:30.0,K. Love makes free throw 1 of 2,1,80-72,,
3:30.0,K. Love makes free throw 2 of 2,1,81-72,,
3:21.0,,,81-72,,Turnover by T. Burke (bad pass; steal by K. Love)
3:17.0,L. Nance makes 2-pt shot from 1 ft (assist by L. James),2,83-72,,
2:48.0,,,83-72,,L. Kornet misses 2-pt shot from 14 ft
2:45.0,Defensive rebound by L. James,,83-72,,
2:34.0,J. Calderon misses 3-pt shot from 23 ft,,83-72,,
2:30.0,,,83-72,,Defensive rebound by L. Thomas
2:21.0,,,83-72,,M. Beasley misses 3-pt shot from 24 ft
2:19.0,Defensive rebound by L. James,,83-72,,
2:12.0,L. Nance misses 2-pt shot from 1 ft (block by M. Beasley),,83-72,,
2:08.0,Offensive rebound by J. Calderon,,83-72,,
2:07.0,L. Nance makes 2-pt shot at rim (assist by L. James),2,85-72,,
2:07.0,,,85-72,,New York full timeout
2:07.0,,,85-72,,J. Jack enters the game for M. Beasley
2:07.0,J. Clarkson enters the game for K. Love,,85-72,,
1:59.0,Personal foul by J. Clarkson (drawn by C. Lee),,85-72,,
1:44.0,,,85-72,,J. Jack misses 3-pt shot from 26 ft
1:44.0,,,85-72,,Offensive rebound by Team
1:44.0,Loose ball foul by J. Clarkson (drawn by L. Kornet),,85-72,,
1:44.0,,,85-72,,L. Kornet misses free throw 1 of 2
1:44.0,,,85-72,,Offensive rebound by Team
1:44.0,,,85-72,,L. Kornet misses free throw 2 of 2
1:41.0,Defensive rebound by J. Smith,,85-72,,
1:31.0,Shooting foul by C. Lee (drawn by L. Nance),,85-72,,
1:31.0,L. Nance makes free throw 1 of 2,1,86-72,,
1:31.0,L. Nance makes free throw 2 of 2,1,87-72,,
1:12.0,,,87-72,,C. Lee misses 2-pt shot from 21 ft
1:08.0,Defensive rebound by J. Smith,,87-72,,
0:56.0,J. Clarkson makes 3-pt shot from 23 ft (assist by L. James),3,90-72,,
0:45.0,,,90-72,,Turnover by L. Kornet (bad pass; steal by J. Smith)
0:39.0,L. James misses 2-pt shot from 1 ft,,90-72,,
0:37.0,,,90-72,,Defensive rebound by L. Thomas
0:32.0,,,90-72,,C. Lee misses 2-pt shot at rim
0:29.0,,,90-72,,Offensive rebound by C. Lee
0:29.0,,,90-74,2,C. Lee makes 2-pt shot at rim
0:09.0,L. James misses 3-pt shot from 27 ft,,90-74,,
0:05.0,,,90-74,,Defensive rebound by J. Jack
0:02.0,,,90-77,3,L. Kornet makes 3-pt shot from 28 ft (assist by J. Jack)
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:49.0,,,90-77,,J. Jack misses 2-pt shot from 18 ft
11:46.0,Defensive rebound by L. Nance,,90-77,,
11:35.0,T. Thompson makes 2-pt shot at rim (assist by J. Clarkson),2,92-77,,
11:15.0,,,92-79,2,D. Dotson makes 2-pt shot from 2 ft
11:03.0,Turnover by J. Clarkson (bad pass),,92-79,,
10:54.0,,,92-81,2,C. Lee makes 2-pt shot from 19 ft
10:40.0,J. Smith misses 2-pt shot from 17 ft,,92-81,,
10:39.0,Offensive rebound by Team,,92-81,,
10:39.0,,,92-81,,Loose ball foul by J. Jack (drawn by T. Thompson)
10:33.0,T. Thompson misses 2-pt shot at rim,,92-81,,
10:30.0,,,92-81,,Defensive rebound by D. Dotson
10:15.0,,,92-83,2,F. Ntilikina makes 2-pt shot from 1 ft (assist by D. Dotson)
10:04.0,J. Smith misses 3-pt shot from 25 ft,,92-83,,
10:01.0,,,92-83,,Defensive rebound by L. Kornet
9:56.0,,,92-83,,D. Dotson misses 3-pt shot from 25 ft
9:53.0,Defensive rebound by T. Thompson,,92-83,,
9:44.0,J. Clarkson misses 2-pt shot from 1 ft (block by L. Kornet),,92-83,,
9:43.0,Offensive rebound by Team,,92-83,,
9:33.0,L. Nance makes 2-pt shot from 19 ft (assist by J. Smith),2,94-83,,
9:11.0,,,94-85,2,J. Jack makes 2-pt shot from 1 ft
9:11.0,Cleveland full timeout,,94-85,,
9:11.0,J. Green enters the game for T. Thompson,,94-85,,
8:59.0,J. Smith misses 2-pt shot from 21 ft,,94-85,,
8:56.0,,,94-85,,Defensive rebound by L. Kornet
8:46.0,,,94-87,2,L. Kornet makes 2-pt shot from 1 ft (assist by J. Jack)
8:46.0,,,94-87,,Shooting foul by J. Green (drawn by L. Kornet)
8:46.0,L. James enters the game for J. Calderon,,94-87,,
8:46.0,,,94-88,1,L. Kornet makes free throw 1 of 1
8:30.0,Shooting foul by C. Lee (drawn by L. James),,94-88,,
8:30.0,L. James makes free throw 1 of 2,1,95-88,,
8:30.0,L. James makes free throw 2 of 2,1,96-88,,
8:19.0,,,96-91,3,D. Dotson makes 3-pt shot from 24 ft (assist by L. Kornet)
7:54.0,L. James misses 2-pt shot from 16 ft (block by C. Lee),,96-91,,
7:51.0,,,96-91,,Defensive rebound by C. Lee
7:46.0,,,96-91,,C. Lee misses 3-pt shot from 25 ft
7:43.0,Defensive rebound by J. Smith,,96-91,,
7:34.0,Offensive charge foul by L. James (drawn by L. Kornet),,96-91,,
7:34.0,Turnover by L. James (offensive foul),,96-91,,
7:18.0,,,96-91,,F. Ntilikina misses 2-pt shot from 11 ft (block by L. Nance)
7:13.0,,,96-91,,Offensive rebound by J. Jack
7:09.0,,,96-91,,C. Lee misses 3-pt shot from 25 ft
7:07.0,Defensive rebound by L. Nance,,96-91,,
6:47.0,J. Clarkson makes 3-pt shot from 22 ft (assist by L. James),3,99-91,,
6:46.0,,,99-91,,New York full timeout
6:46.0,K. Love enters the game for L. Nance,,99-91,,
6:37.0,,,99-94,3,D. Dotson makes 3-pt shot from 25 ft (assist by F. Ntilikina)
6:18.0,J. Green makes 2-pt shot from 1 ft (assist by L. James),2,101-94,,
6:03.0,,,101-94,,Shooting foul by K. Love (drawn by D. Dotson)
6:03.0,,,101-94,,D. Dotson misses free throw 1 of 2
6:03.0,,,101-94,,Offensive rebound by Team
6:03.0,,,101-95,1,D. Dotson makes free throw 2 of 2
5:52.0,,,101-95,,Personal foul by D. Dotson (drawn by J. Green)
5:52.0,,,101-95,,L. Thomas enters the game for J. Jack
5:42.0,L. James misses 2-pt shot from 18 ft,,101-95,,
5:39.0,,,101-95,,Defensive rebound by D. Dotson
5:32.0,,,101-95,,D. Dotson misses 3-pt shot from 23 ft
5:29.0,Defensive rebound by J. Smith,,101-95,,
5:21.0,L. James makes 2-pt shot from 1 ft,2,103-95,,
5:03.0,,,103-95,,Turnover by D. Dotson (traveling)
4:56.0,Shooting foul by L. Thomas (drawn by L. James),,103-95,,
4:56.0,L. James makes free throw 1 of 2,1,104-95,,
4:56.0,,,104-95,,T. Burke enters the game for D. Dotson
4:56.0,L. James makes free throw 2 of 2,1,105-95,,
4:37.0,,,105-97,2,F. Ntilikina makes 2-pt shot from 1 ft (assist by T. Burke)
4:29.0,K. Love misses 3-pt shot from 24 ft,,105-97,,
4:22.0,Offensive rebound by J. Clarkson,,105-97,,
4:16.0,J. Green misses 3-pt shot from 23 ft,,105-97,,
4:14.0,Offensive rebound by K. Love,,105-97,,
4:09.0,,,105-97,,Personal foul by L. Thomas (drawn by K. Love)
4:09.0,K. Love misses free throw 1 of 2,,105-97,,
4:09.0,Offensive rebound by Team,,105-97,,
4:09.0,,,105-97,,K. O'Quinn enters the game for L. Kornet
4:09.0,K. Love makes free throw 2 of 2,1,106-97,,
3:51.0,,,106-100,3,T. Burke makes 3-pt shot from 25 ft (assist by C. Lee)
3:34.0,K. Love makes 2-pt shot at rim (assist by L. James),2,108-100,,
3:32.0,,,108-100,,New York full timeout
3:32.0,Cleveland full timeout,,108-100,,
3:24.0,,,108-100,,T. Burke misses 2-pt shot from 21 ft
3:19.0,Defensive rebound by K. Love,,108-100,,
2:57.0,K. Love misses 3-pt shot from 22 ft,,108-100,,
2:54.0,,,108-100,,Defensive rebound by C. Lee
2:50.0,,,108-100,,Turnover by T. Burke (bad pass)
2:29.0,J. Clarkson makes 3-pt shot from 25 ft,3,111-100,,
2:18.0,,,111-102,2,T. Burke makes 2-pt shot at rim
1:57.0,J. Clarkson makes 3-pt shot from 22 ft (assist by L. James),3,114-102,,
1:47.0,,,114-105,3,C. Lee makes 3-pt shot from 26 ft (assist by T. Burke)
1:27.0,L. James makes 3-pt shot from 27 ft,3,117-105,,
1:19.0,,,117-105,,Shooting foul by J. Smith (drawn by T. Burke)
1:19.0,,,117-106,1,T. Burke makes free throw 1 of 2
1:19.0,,,117-106,,T. Burke misses free throw 2 of 2
1:17.0,Defensive rebound by L. James,,117-106,,
1:05.0,,,117-106,,Personal foul by L. Thomas (drawn by J. Clarkson)
1:05.0,,,117-106,,D. Dotson enters the game for L. Thomas
1:05.0,J. Clarkson makes free throw 1 of 2,1,118-106,,
1:05.0,C. Osman enters the game for K. Love,,118-106,,
1:05.0,A. Zizic enters the game for L. James,,118-106,,
1:05.0,J. Holland enters the game for J. Green,,118-106,,
