time,Golden State,pts.away,score,pts.home,New Orleans
4:42.0,J. McGee enters the game for K. Durant,,5-8,,
4:42.0,A. Iguodala enters the game for Z. Pachulia,,5-8,,
4:42.0,,,5-8,,A. Davis misses free throw 2 of 2
4:39.0,Defensive rebound by J. McGee,,5-8,,
4:28.0,S. Curry misses 3-pt shot from 26 ft,,5-8,,
4:28.0,,,5-8,,Defensive rebound by J. Holiday
4:21.0,,,5-8,,D. Cunningham misses 2-pt shot from 18 ft
4:21.0,Defensive rebound by J. McGee,,5-8,,
4:06.0,K. Thompson misses 2-pt shot from 14 ft,,5-8,,
4:06.0,,,5-8,,Defensive rebound by D. Miller
3:55.0,,,5-8,,J. Holiday misses 3-pt shot from 25 ft
3:55.0,Defensive rebound by D. Green,,5-8,,
3:45.0,S. Curry misses 3-pt shot from 25 ft,,5-8,,
3:45.0,,,5-8,,Defensive rebound by J. Holiday
3:35.0,,,5-8,,J. Holiday misses 3-pt shot from 26 ft
3:35.0,Defensive rebound by S. Curry,,5-8,,
3:31.0,A. Iguodala makes 2-pt shot from 3 ft (assist by S. Curry),2,7-8,,
3:11.0,,,7-8,,A. Davis misses 3-pt shot from 25 ft
3:11.0,Defensive rebound by J. McGee,,7-8,,
3:03.0,K. Thompson makes 3-pt shot from 23 ft (assist by D. Green),3,10-8,,
2:42.0,,,10-8,,Offensive foul by D. Miller (drawn by K. Thompson)
2:42.0,,,10-8,,Turnover by D. Miller (offensive foul)
2:42.0,Golden State full timeout,,10-8,,
2:42.0,,,10-8,,T. Allen enters the game for J. Holiday
2:42.0,,,10-8,,J. Crawford enters the game for D. Cunningham
2:42.0,N. Young enters the game for K. Thompson,,10-8,,
2:28.0,Turnover by A. Iguodala (bad pass),,10-8,,
2:15.0,,,10-11,3,I. Clark makes 3-pt shot from 25 ft (assist by A. Davis)
2:15.0,S. Curry makes 2-pt shot from 2 ft (assist by A. Iguodala),2,12-11,,
1:45.0,,,12-13,2,A. Davis makes 2-pt shot from 3 ft (assist by D. Miller)
1:29.0,J. McGee makes 2-pt shot from 1 ft (assist by D. Green),2,14-13,,
1:19.0,,,14-16,3,J. Crawford makes 3-pt shot from 29 ft
1:07.0,S. Curry makes 3-pt shot from 30 ft,3,17-16,,
0:50.0,,,17-16,,Turnover by T. Allen (traveling)
0:37.0,J. McGee misses 2-pt shot from 9 ft,,17-16,,
0:37.0,,,17-16,,Defensive rebound by D. Miller
0:29.0,,,17-19,3,I. Clark makes 3-pt shot from 24 ft (assist by A. Davis)
0:06.0,D. Green makes 3-pt shot from 30 ft (assist by J. McGee),3,20-19,,
0:00.0,,,20-22,3,A. Davis makes 3-pt shot from 26 ft
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:44.0,K. Durant makes 2-pt shot from 3 ft (assist by D. West),2,22-22,,
11:30.0,,,22-22,,D. Miller misses 3-pt shot from 26 ft
11:30.0,,,22-22,,Offensive rebound by T. Allen
11:30.0,,,22-22,,T. Allen misses 2-pt shot at rim (block by K. Durant)
11:30.0,,,22-22,,Offensive rebound by T. Allen
11:30.0,,,22-22,,T. Allen misses 2-pt shot at rim (block by K. Durant)
11:30.0,Defensive rebound by K. Durant,,22-22,,
11:17.0,Golden State full timeout,,22-22,,
11:09.0,N. Young misses 2-pt shot from 16 ft,,22-22,,
11:09.0,,,22-22,,Defensive rebound by D. Cousins
10:48.0,,,22-24,2,D. Cousins makes 2-pt shot from 3 ft (assist by D. Miller)
10:32.0,D. West makes 2-pt shot from 20 ft (assist by A. Iguodala),2,24-24,,
10:15.0,,,24-27,3,D. Cousins makes 3-pt shot from 26 ft (assist by J. Crawford)
9:56.0,K. Durant makes 2-pt shot from 16 ft,2,26-27,,
9:37.0,,,26-29,2,J. Crawford makes 2-pt shot from 13 ft
9:30.0,K. Durant misses 3-pt shot from 27 ft,,26-29,,
9:30.0,Offensive rebound by S. Livingston,,26-29,,
9:25.0,D. West makes 3-pt shot from 27 ft (assist by S. Livingston),3,29-29,,
9:09.0,,,29-31,2,I. Clark makes 2-pt shot from 2 ft (assist by J. Crawford)
8:54.0,N. Young makes 3-pt shot from 26 ft,3,32-31,,
8:37.0,,,32-31,,D. Cousins misses 3-pt shot from 25 ft
8:37.0,Defensive rebound by S. Livingston,,32-31,,
8:29.0,S. Livingston misses 2-pt shot from 12 ft,,32-31,,
8:29.0,,,32-31,,Defensive rebound by D. Cousins
8:17.0,,,32-34,3,J. Crawford makes 3-pt shot from 32 ft (assist by D. Cousins)
7:57.0,S. Livingston misses 2-pt shot from 10 ft,,32-34,,
7:57.0,Offensive rebound by A. Iguodala,,32-34,,
7:49.0,Shooting foul by I. Clark (drawn by D. West),,32-34,,
7:49.0,,,32-34,,D. Cunningham enters the game for T. Allen
7:49.0,K. Thompson enters the game for N. Young,,32-34,,
7:49.0,D. West misses free throw 1 of 2,,32-34,,
7:49.0,Offensive rebound by Team,,32-34,,
7:49.0,D. West misses free throw 2 of 2,,32-34,,
7:47.0,,,32-34,,Defensive rebound by D. Cunningham
7:37.0,,,32-34,,Shooting foul by D. West (drawn by D. Cousins)
7:37.0,,,32-34,,E. Moore enters the game for I. Clark
7:37.0,,,32-34,,D. Cousins misses free throw 1 of 2
7:37.0,,,32-34,,Offensive rebound by Team
7:37.0,,,32-34,,D. Cousins misses free throw 2 of 2
7:34.0,Defensive rebound by K. Durant,,32-34,,
7:19.0,A. Iguodala misses 2-pt shot from 9 ft,,32-34,,
7:19.0,,,32-34,,Defensive rebound by D. Cousins
7:13.0,,,32-34,,Turnover by D. Cousins (turnover)
7:13.0,,,32-34,,A. Davis enters the game for D. Miller
6:59.0,Shooting foul by A. Davis (drawn by D. West),,32-34,,
6:59.0,D. West makes free throw 1 of 2,1,33-34,,
6:59.0,D. West makes free throw 2 of 2,1,34-34,,
6:51.0,,,34-37,3,J. Crawford makes 3-pt shot from 22 ft (assist by E. Moore)
6:43.0,Shooting foul by J. Crawford (drawn by S. Livingston),,34-37,,
6:43.0,S. Livingston misses free throw 1 of 2,,34-37,,
6:43.0,Offensive rebound by Team,,34-37,,
6:43.0,S. Livingston misses free throw 2 of 2,,34-37,,
6:41.0,,,34-37,,Defensive rebound by A. Davis
6:31.0,,,34-37,,J. Crawford misses 2-pt shot from 11 ft
6:31.0,Defensive rebound by A. Iguodala,,34-37,,
6:25.0,K. Durant makes 2-pt shot from 13 ft (assist by A. Iguodala),2,36-37,,
6:09.0,,,36-37,,D. Cunningham misses 3-pt shot from 24 ft
6:09.0,,,36-37,,Offensive rebound by A. Davis
6:09.0,,,36-39,2,A. Davis makes 2-pt shot at rim
5:57.0,Offensive charge foul by K. Durant (drawn by A. Davis),,36-39,,
5:57.0,Turnover by K. Durant (offensive foul),,36-39,,
5:57.0,,,36-39,,J. Holiday enters the game for J. Crawford
5:57.0,S. Curry enters the game for A. Iguodala,,36-39,,
5:57.0,D. Green enters the game for D. West,,36-39,,
5:44.0,,,36-39,,Turnover by A. Davis (turnover)
5:34.0,K. Thompson misses 3-pt shot from 26 ft,,36-39,,
5:34.0,,,36-39,,Defensive rebound by A. Davis
5:27.0,Personal foul by D. Green (drawn by D. Cousins),,36-39,,
5:27.0,Technical foul by D. Green,,36-39,,
5:27.0,,,36-40,1,D. Cousins makes technical free throw
5:26.0,Personal foul by S. Livingston (drawn by D. Cunningham),,36-40,,
5:25.0,,,36-40,,Offensive charge foul by D. Cousins (drawn by S. Curry)
5:25.0,,,36-40,,Turnover by D. Cousins (offensive foul)
5:15.0,K. Durant misses 2-pt shot from 1 ft (block by D. Cousins),,36-40,,
5:15.0,,,36-40,,Defensive rebound by Team
5:05.0,Personal foul by K. Thompson (drawn by D. Cousins),,36-40,,
5:05.0,Z. Pachulia enters the game for S. Livingston,,36-40,,
5:03.0,,,36-40,,Offensive charge foul by D. Cousins (drawn by S. Curry)
5:03.0,,,36-40,,Turnover by D. Cousins (offensive foul)
5:03.0,,,36-40,,D. Miller enters the game for D. Cousins
5:03.0,,,36-40,,Technical foul by Team
5:03.0,S. Curry makes technical free throw,1,37-40,,
4:38.0,K. Durant misses 2-pt shot from 1 ft,,37-40,,
4:38.0,Offensive rebound by K. Thompson,,37-40,,
4:32.0,,,37-40,,Personal foul by J. Holiday (drawn by S. Curry)
4:26.0,S. Curry makes 3-pt shot from 25 ft (assist by D. Green),3,40-40,,
4:08.0,,,40-42,2,D. Miller makes 2-pt shot from 14 ft (assist by A. Davis)
3:47.0,D. Green misses 2-pt shot from 9 ft,,40-42,,
3:47.0,Offensive rebound by K. Thompson,,40-42,,
3:47.0,K. Thompson makes 2-pt shot at rim,2,42-42,,
3:35.0,,,42-42,,J. Holiday misses 2-pt shot from 11 ft
3:35.0,Defensive rebound by S. Curry,,42-42,,
3:26.0,K. Thompson misses 3-pt shot from 22 ft,,42-42,,
3:26.0,,,42-42,,Defensive rebound by A. Davis
3:20.0,,,42-42,,Shooting foul by S. Curry (drawn by D. Cunningham)
3:20.0,,,42-42,,D. Cunningham misses free throw 1 of 2
3:20.0,,,42-42,,Offensive rebound by Team
3:20.0,,,42-43,1,D. Cunningham makes free throw 2 of 2
3:15.0,Shooting foul by D. Cunningham (drawn by S. Curry),,42-43,,
3:15.0,S. Curry makes free throw 1 of 2,1,43-43,,
3:15.0,S. Curry makes free throw 2 of 2,1,44-43,,
2:56.0,,,44-45,2,D. Miller makes 2-pt shot from 12 ft
2:44.0,Z. Pachulia misses 2-pt shot from 2 ft,,44-45,,
2:44.0,,,44-45,,Defensive rebound by A. Davis
2:29.0,,,44-45,,J. Holiday misses 2-pt shot from 2 ft (block by K. Durant)
2:29.0,Defensive rebound by K. Thompson,,44-45,,
2:21.0,S. Curry misses 3-pt shot from 27 ft,,44-45,,
2:21.0,,,44-45,,Defensive rebound by J. Holiday
2:02.0,,,44-45,,A. Davis misses 2-pt shot from 14 ft
2:02.0,Defensive rebound by Z. Pachulia,,44-45,,
1:56.0,K. Thompson makes 3-pt shot from 27 ft (assist by D. Green),3,47-45,,
1:38.0,,,47-45,,Turnover by A. Davis (lost ball; steal by Z. Pachulia)
1:35.0,Shooting foul by J. Holiday (drawn by Z. Pachulia),,47-45,,
1:35.0,,,47-45,,New Orleans full timeout
1:35.0,Z. Pachulia makes free throw 1 of 2,1,48-45,,
1:35.0,Z. Pachulia makes free throw 2 of 2,1,49-45,,
1:22.0,,,49-45,,Turnover by J. Holiday (bad pass; steal by K. Durant)
1:17.0,Offensive charge foul by K. Durant (drawn by A. Davis),,49-45,,
1:17.0,Turnover by K. Durant (offensive foul),,49-45,,
1:17.0,,,49-45,,J. Crawford enters the game for J. Holiday
1:03.0,,,49-47,2,A. Davis makes 2-pt shot from 2 ft
0:49.0,Offensive foul by Z. Pachulia (drawn by D. Miller),,49-47,,
0:49.0,Turnover by Z. Pachulia (offensive foul),,49-47,,
0:36.0,,,49-47,,J. Crawford misses 2-pt shot from 3 ft
0:36.0,Defensive rebound by K. Durant,,49-47,,
0:32.0,K. Durant makes 2-pt shot from 2 ft,2,51-47,,
0:32.0,Shooting foul by E. Moore (drawn by K. Durant),,51-47,,
0:32.0,J. Bell enters the game for D. Green,,51-47,,
0:32.0,K. Durant makes free throw 1 of 1,1,52-47,,
0:16.0,,,52-47,,D. Cunningham misses 2-pt shot from 4 ft
0:16.0,Defensive rebound by Z. Pachulia,,52-47,,
0:01.0,K. Durant makes 3-pt shot from 26 ft,3,55-47,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:51.0,Turnover by D. Green (bad pass; steal by D. Cousins),,55-47,,
11:41.0,,,55-47,,D. Cousins misses 2-pt shot from 13 ft
11:41.0,Defensive rebound by K. Durant,,55-47,,
11:35.0,K. Thompson makes 3-pt shot from 25 ft (assist by S. Curry),3,58-47,,
11:21.0,Personal foul by Z. Pachulia (drawn by D. Cousins),,58-47,,
11:18.0,Personal foul by Z. Pachulia (drawn by D. Cousins),,58-47,,
11:05.0,,,58-47,,D. Cousins misses 2-pt shot from 16 ft
11:05.0,Defensive rebound by Team,,58-47,,
11:05.0,,,58-47,,Turnover by Team (shot clock)
10:48.0,S. Curry misses 2-pt shot from 16 ft,,58-47,,
10:48.0,Offensive rebound by Z. Pachulia,,58-47,,
10:48.0,Z. Pachulia makes 2-pt shot at rim,2,60-47,,
10:27.0,,,60-47,,D. Cousins misses 3-pt shot from 25 ft
10:27.0,Defensive rebound by S. Curry,,60-47,,
10:18.0,K. Durant makes 2-pt shot from 2 ft (assist by S. Curry),2,62-47,,
10:18.0,,,62-47,,New Orleans full timeout
10:07.0,,,62-49,2,D. Cousins makes 2-pt shot from 19 ft (assist by A. Davis)
9:49.0,K. Thompson makes 2-pt shot from 21 ft (assist by S. Curry),2,64-49,,
9:29.0,,,64-49,,E. Moore misses 2-pt shot from 7 ft
9:29.0,Defensive rebound by K. Durant,,64-49,,
9:19.0,Z. Pachulia makes 2-pt shot from 3 ft (assist by D. Green),2,66-49,,
9:02.0,,,66-49,,J. Holiday misses 2-pt shot from 18 ft
9:02.0,,,66-49,,Offensive rebound by E. Moore
8:54.0,,,66-49,,Personal foul by D. Cousins (drawn by D. Green)
8:54.0,,,66-49,,Turnover by D. Cousins (turnover)
8:43.0,K. Durant misses 2-pt shot from 2 ft,,66-49,,
8:43.0,,,66-49,,Defensive rebound by D. Cousins
8:33.0,Personal foul by Z. Pachulia (drawn by D. Cousins),,66-49,,
8:33.0,J. McGee enters the game for Z. Pachulia,,66-49,,
8:24.0,,,66-49,,J. Holiday misses 3-pt shot from 26 ft (block by K. Thompson)
8:24.0,Defensive rebound by K. Thompson,,66-49,,
8:23.0,K. Thompson makes 2-pt shot from 3 ft,2,68-49,,
8:22.0,,,68-49,,New Orleans full timeout
8:09.0,,,68-49,,E. Moore misses 3-pt shot from 27 ft
8:09.0,Defensive rebound by J. McGee,,68-49,,
8:03.0,K. Thompson makes 3-pt shot from 27 ft (assist by S. Curry),3,71-49,,
7:49.0,,,71-49,,Shooting foul by D. Green (drawn by D. Cousins)
7:49.0,,,71-50,1,D. Cousins makes free throw 1 of 2
7:49.0,,,71-51,1,D. Cousins makes free throw 2 of 2
7:37.0,Turnover by D. Green (bad pass; steal by A. Davis),,71-51,,
7:23.0,Violation by K. Durant (kicked ball),,71-51,,
7:10.0,,,71-51,,J. Holiday misses 3-pt shot from 38 ft
7:10.0,,,71-51,,Offensive rebound by D. Cousins
7:01.0,,,71-51,,A. Davis misses 2-pt shot from 8 ft
7:01.0,,,71-51,,Offensive rebound by A. Davis
7:01.0,,,71-53,2,A. Davis makes 2-pt shot from 8 ft
7:01.0,,,71-53,,Shooting foul by J. McGee (drawn by A. Davis)
7:01.0,,,71-53,,A. Davis misses free throw 1 of 1
7:00.0,Defensive rebound by D. Green,,71-53,,
6:53.0,Turnover by S. Curry (bad pass; steal by D. Cousins),,71-53,,
6:50.0,,,71-53,,J. Holiday misses 2-pt shot from 5 ft (block by K. Durant)
6:50.0,,,71-53,,Offensive rebound by Team
6:46.0,Personal foul by J. McGee (drawn by D. Cousins),,71-53,,
6:46.0,,,71-54,1,D. Cousins makes free throw 1 of 2
6:46.0,,,71-55,1,D. Cousins makes free throw 2 of 2
6:35.0,Shooting foul by J. Holiday (drawn by S. Curry),,71-55,,
6:35.0,S. Curry makes free throw 1 of 3,1,72-55,,
6:35.0,S. Curry makes free throw 2 of 3,1,73-55,,
6:35.0,S. Curry makes free throw 3 of 3,1,74-55,,
6:18.0,,,74-58,3,A. Davis makes 3-pt shot from 26 ft (assist by E. Moore)
6:05.0,K. Thompson makes 2-pt shot from 13 ft,2,76-58,,
5:44.0,,,76-58,,Shooting foul by K. Thompson (drawn by A. Davis)
5:44.0,,,76-59,1,A. Davis makes free throw 1 of 2
5:44.0,,,76-59,,A. Davis misses free throw 2 of 2
5:40.0,Defensive rebound by K. Durant,,76-59,,
5:37.0,Offensive charge foul by K. Durant (drawn by D. Cunningham),,76-59,,
5:37.0,Turnover by K. Durant (offensive foul),,76-59,,
5:37.0,,,76-59,,I. Clark enters the game for D. Cousins
5:37.0,,,76-59,,D. Miller enters the game for E. Moore
5:37.0,A. Iguodala enters the game for K. Durant,,76-59,,
5:26.0,,,76-61,2,A. Davis makes 2-pt shot from 3 ft (assist by I. Clark)
5:14.0,D. Green makes 3-pt shot from 25 ft (assist by S. Curry),3,79-61,,
4:58.0,,,79-61,,I. Clark misses 2-pt shot from 12 ft
4:58.0,Defensive rebound by D. Green,,79-61,,
4:50.0,Turnover by J. McGee (bad pass; steal by A. Davis),,79-61,,
4:34.0,,,79-61,,J. Holiday misses 2-pt shot from 20 ft
4:34.0,,,79-61,,Offensive rebound by A. Davis
4:34.0,,,79-63,2,A. Davis makes 2-pt shot at rim
4:32.0,Golden State full timeout,,79-63,,
4:32.0,,,79-63,,J. Crawford enters the game for D. Cunningham
4:32.0,N. Young enters the game for J. McGee,,79-63,,
4:32.0,J. Bell enters the game for K. Thompson,,79-63,,
4:21.0,D. Green misses 2-pt shot from 5 ft (block by A. Davis),,79-63,,
4:21.0,,,79-63,,Defensive rebound by A. Davis
4:14.0,,,79-65,2,A. Davis makes 2-pt shot from 5 ft
4:01.0,S. Curry makes 2-pt shot from 3 ft,2,81-65,,
3:54.0,,,81-65,,D. Miller misses 3-pt shot from 27 ft
3:54.0,Defensive rebound by N. Young,,81-65,,
3:45.0,S. Curry misses 3-pt shot from 25 ft,,81-65,,
3:45.0,,,81-65,,Defensive rebound by J. Crawford
3:29.0,,,81-65,,Turnover by J. Crawford (turnover)
3:20.0,D. Green misses 3-pt shot from 25 ft,,81-65,,
3:16.0,,,81-65,,Defensive rebound by A. Davis
3:00.0,,,81-67,2,A. Davis makes 2-pt shot from 4 ft (assist by J. Holiday)
2:40.0,N. Young misses 3-pt shot from 22 ft,,81-67,,
2:40.0,,,81-67,,Defensive rebound by J. Holiday
2:39.0,Loose ball foul by N. Young (drawn by J. Holiday),,81-67,,
2:39.0,,,81-68,1,J. Holiday makes free throw 1 of 2
2:39.0,,,81-68,,J. Holiday misses free throw 2 of 2
2:37.0,Defensive rebound by J. Bell,,81-68,,
2:29.0,Shooting foul by J. Crawford (drawn by S. Curry),,81-68,,
2:29.0,S. Curry makes free throw 1 of 2,1,82-68,,
2:29.0,S. Curry makes free throw 2 of 2,1,83-68,,
2:16.0,,,83-70,2,J. Holiday makes 2-pt shot from 9 ft (assist by A. Davis)
2:04.0,J. Bell makes 2-pt shot from 2 ft (assist by D. Green),2,85-70,,
1:54.0,,,85-70,,Turnover by J. Crawford (lost ball; steal by N. Young)
1:50.0,S. Curry makes 3-pt shot from 26 ft (assist by N. Young),3,88-70,,
1:32.0,,,88-73,3,I. Clark makes 3-pt shot from 27 ft (assist by J. Crawford)
1:19.0,S. Curry misses 3-pt shot from 26 ft,,88-73,,
1:19.0,,,88-73,,Defensive rebound by I. Clark
1:06.0,,,88-73,,I. Clark misses 2-pt shot from 3 ft
1:06.0,,,88-73,,Offensive rebound by A. Davis
1:06.0,,,88-73,,A. Davis misses 2-pt shot at rim
1:06.0,Defensive rebound by A. Iguodala,,88-73,,
1:00.0,A. Iguodala makes 2-pt shot from 2 ft,2,90-73,,
0:41.0,,,90-73,,J. Holiday misses 2-pt shot from 5 ft
0:41.0,Defensive rebound by A. Iguodala,,90-73,,
0:32.0,D. Green misses 3-pt shot from 25 ft,,90-73,,
0:32.0,,,90-73,,Defensive rebound by A. Davis
0:12.0,,,90-73,,Turnover by A. Davis (lost ball; steal by J. Bell)
0:06.0,S. Curry misses 2-pt shot from 1 ft,,90-73,,
0:06.0,Offensive rebound by J. Bell,,90-73,,
0:06.0,J. Bell makes 2-pt shot at rim,2,92-73,,
0:01.0,,,92-73,,D. Miller misses 3-pt shot from 26 ft
0:01.0,Defensive rebound by Team,,92-73,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:38.0,,,92-73,,J. Crawford misses 2-pt shot from 19 ft
11:38.0,Defensive rebound by A. Iguodala,,92-73,,
11:25.0,A. Iguodala misses 3-pt shot from 25 ft,,92-73,,
11:25.0,,,92-73,,Defensive rebound by Team
11:02.0,,,92-73,,D. Cunningham misses 3-pt shot from 25 ft
11:02.0,Defensive rebound by A. Iguodala,,92-73,,
10:55.0,K. Thompson makes 3-pt shot from 23 ft (assist by K. Durant),3,95-73,,
10:54.0,,,95-73,,New Orleans full timeout
10:45.0,,,95-73,,Shooting foul by D. West (drawn by D. Cousins)
10:45.0,,,95-73,,D. Cousins misses free throw 1 of 2
10:45.0,,,95-73,,Offensive rebound by Team
10:45.0,,,95-74,1,D. Cousins makes free throw 2 of 2
10:39.0,Turnover by K. Thompson (bad pass; steal by D. Cousins),,95-74,,
10:36.0,,,95-76,2,D. Cousins makes 2-pt shot from 2 ft
10:36.0,,,95-76,,Shooting foul by D. West (drawn by D. Cousins)
10:36.0,,,95-77,1,D. Cousins makes free throw 1 of 1
10:19.0,K. Durant makes 3-pt shot from 23 ft (assist by D. West),3,98-77,,
9:56.0,,,98-77,,J. Crawford misses 2-pt shot from 21 ft
9:56.0,Defensive rebound by S. Livingston,,98-77,,
9:49.0,Turnover by S. Livingston (bad pass),,98-77,,
9:31.0,,,98-77,,E. Moore misses 3-pt shot from 26 ft
9:31.0,,,98-77,,Offensive rebound by E. Moore
9:24.0,,,98-77,,D. Cunningham misses 3-pt shot from 23 ft
9:24.0,Defensive rebound by A. Iguodala,,98-77,,
9:16.0,A. Iguodala makes 2-pt shot from 2 ft,2,100-77,,
9:16.0,Shooting foul by D. Cunningham (drawn by A. Iguodala),,100-77,,
9:16.0,A. Iguodala makes free throw 1 of 1,1,101-77,,
8:56.0,,,101-77,,Shooting foul by D. West (drawn by D. Cousins)
8:56.0,,,101-78,1,D. Cousins makes free throw 1 of 2
8:56.0,,,101-78,,A. Davis enters the game for D. Cunningham
8:56.0,,,101-79,1,D. Cousins makes free throw 2 of 2
8:41.0,,,101-79,,Personal foul by E. Moore (drawn by K. Thompson)
8:41.0,,,101-79,,J. Holiday enters the game for E. Moore
8:37.0,D. West makes 2-pt shot from 2 ft (assist by K. Thompson),2,103-79,,
8:15.0,,,103-79,,Offensive charge foul by D. Cousins (drawn by D. West)
8:15.0,,,103-79,,Turnover by D. Cousins (offensive foul)
8:00.0,D. West misses 2-pt shot from 16 ft,,103-79,,
8:00.0,,,103-79,,Defensive rebound by A. Davis
7:45.0,,,103-81,2,A. Davis makes 2-pt shot from 1 ft (assist by D. Cousins)
7:45.0,Golden State full timeout,,103-81,,
7:34.0,K. Durant misses 2-pt shot from 17 ft,,103-81,,
7:30.0,,,103-81,,Defensive rebound by D. Cousins
7:15.0,,,103-81,,D. Cousins misses 2-pt shot from 4 ft (block by K. Durant)
7:15.0,,,103-81,,Offensive rebound by D. Cousins
