time,LA Clippers,pts.away,score,pts.home,Portland
3:34.0,B. Griffin makes 2-pt shot at rim,2,19-13,,
3:19.0,,,19-16,3,D. Lillard makes 3-pt shot from 29 ft
3:04.0,P. Beverley misses 2-pt shot from 20 ft,,19-16,,
3:02.0,Offensive rebound by D. Jordan,,19-16,,
2:55.0,P. Beverley makes 3-pt shot from 24 ft (assist by B. Griffin),3,22-16,,
2:35.0,,,22-16,,D. Lillard misses 2-pt shot from 14 ft
2:35.0,,,22-16,,Offensive rebound by Team
2:35.0,LA Clippers full timeout,,22-16,,
2:35.0,,,22-16,,C. McCollum enters the game for D. Lillard
2:35.0,,,22-16,,C. Swanigan enters the game for J. Nurkic
2:35.0,W. Johnson enters the game for D. Gallinari,,22-16,,
2:35.0,S. Dekker enters the game for B. Griffin,,22-16,,
2:18.0,,,22-16,,E. Turner misses 2-pt shot from 4 ft
2:16.0,Defensive rebound by S. Dekker,,22-16,,
2:06.0,L. Williams misses 3-pt shot from 25 ft,,22-16,,
2:04.0,,,22-16,,Defensive rebound by C. Swanigan
2:02.0,Personal block foul by P. Beverley (drawn by E. Davis),,22-16,,
2:02.0,A. Rivers enters the game for P. Beverley,,22-16,,
1:55.0,,,22-19,3,P. Connaughton makes 3-pt shot from 25 ft (assist by C. McCollum)
1:33.0,S. Dekker misses 3-pt shot from 25 ft,,22-19,,
1:30.0,Offensive rebound by D. Jordan,,22-19,,
1:27.0,W. Johnson makes 3-pt shot from 27 ft (assist by D. Jordan),3,25-19,,
1:13.0,,,25-21,2,C. McCollum makes 2-pt shot from 14 ft
1:03.0,,,25-21,,Personal foul by C. McCollum (drawn by A. Rivers)
1:03.0,A. Rivers makes free throw 1 of 2,1,26-21,,
1:03.0,A. Rivers makes free throw 2 of 2,1,27-21,,
0:47.0,,,27-21,,E. Turner misses 3-pt shot from 24 ft
0:44.0,,,27-21,,Offensive rebound by E. Davis
0:43.0,,,27-21,,Shooting foul by S. Dekker (drawn by E. Davis)
0:43.0,,,27-22,1,E. Davis makes free throw 1 of 2
0:43.0,,,27-22,,E. Davis misses free throw 2 of 2
0:42.0,Defensive rebound by D. Jordan,,27-22,,
0:34.0,A. Rivers makes 3-pt shot from 24 ft,3,30-22,,
0:28.0,,,30-22,,C. McCollum misses 2-pt shot from 2 ft
0:28.0,,,30-22,,Offensive rebound by E. Davis
0:28.0,,,30-22,,E. Davis misses 2-pt shot at rim
0:28.0,,,30-22,,Offensive rebound by Team
0:28.0,S. Thornwell enters the game for A. Rivers,,30-22,,
0:25.0,,,30-22,,Shooting foul by S. Thornwell (drawn by C. McCollum)
0:25.0,,,30-23,1,C. McCollum makes free throw 1 of 2
0:25.0,A. Rivers enters the game for S. Thornwell,,30-23,,
0:25.0,,,30-24,1,C. McCollum makes free throw 2 of 2
0:04.0,A. Rivers misses 3-pt shot from 25 ft,,30-24,,
0:01.0,,,30-24,,Defensive rebound by P. Connaughton
0:00.0,,,30-24,,P. Connaughton misses 3-pt shot from 68 ft
0:00.0,,,30-24,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:49.0,L. Williams misses 2-pt shot from 17 ft,,30-24,,
11:47.0,,,30-24,,Defensive rebound by E. Turner
11:31.0,,,30-24,,P. Connaughton misses 2-pt shot from 16 ft
11:28.0,Defensive rebound by W. Reed,,30-24,,
11:19.0,W. Johnson misses 3-pt shot from 25 ft,,30-24,,
11:16.0,,,30-24,,Defensive rebound by E. Davis
11:13.0,Personal foul by S. Dekker (drawn by C. Swanigan),,30-24,,
10:56.0,,,30-27,3,C. McCollum makes 3-pt shot from 26 ft
10:46.0,Shooting foul by E. Davis (drawn by L. Williams),,30-27,,
10:46.0,L. Williams makes free throw 1 of 2,1,31-27,,
10:46.0,,,31-27,,S. Napier enters the game for P. Connaughton
10:46.0,D. Gallinari enters the game for S. Dekker,,31-27,,
10:46.0,L. Williams misses free throw 2 of 2,,31-27,,
10:44.0,,,31-27,,Defensive rebound by E. Turner
10:24.0,,,31-27,,Turnover by C. Swanigan (turnover)
10:24.0,,,31-27,,Loose ball foul by C. Swanigan (drawn by W. Reed)
10:05.0,W. Reed makes 2-pt shot from 2 ft (assist by L. Williams),2,33-27,,
9:55.0,,,33-27,,Turnover by E. Davis (traveling)
9:55.0,,,33-27,,M. Harkless enters the game for C. Swanigan
9:41.0,Turnover by A. Rivers (lost ball; steal by E. Turner),,33-27,,
9:34.0,,,33-27,,C. McCollum misses 2-pt shot from 19 ft
9:32.0,,,33-27,,Offensive rebound by E. Davis
9:30.0,,,33-27,,E. Davis misses 2-pt shot from 2 ft (block by W. Johnson)
9:30.0,,,33-27,,Offensive rebound by C. McCollum
9:24.0,,,33-30,3,S. Napier makes 3-pt shot from 25 ft (assist by C. McCollum)
9:16.0,W. Reed makes 2-pt shot from 6 ft (assist by W. Johnson),2,35-30,,
9:16.0,Shooting foul by E. Turner (drawn by W. Reed),,35-30,,
9:16.0,W. Reed makes free throw 1 of 1,1,36-30,,
9:02.0,,,36-30,,E. Davis misses 2-pt shot from 1 ft
8:59.0,Defensive rebound by A. Rivers,,36-30,,
8:50.0,W. Johnson misses 2-pt shot from 20 ft,,36-30,,
8:46.0,,,36-30,,Defensive rebound by S. Napier
8:41.0,,,36-30,,S. Napier misses 2-pt shot from 16 ft
8:36.0,Defensive rebound by W. Johnson,,36-30,,
8:35.0,Turnover by W. Johnson (bad pass; steal by M. Harkless),,36-30,,
8:34.0,,,36-30,,Shooting foul by W. Johnson (drawn by M. Harkless)
8:34.0,,,36-31,1,M. Harkless makes free throw 1 of 2
8:34.0,B. Griffin enters the game for W. Johnson,,36-31,,
8:34.0,,,36-32,1,M. Harkless makes free throw 2 of 2
8:19.0,Shooting foul by E. Davis (drawn by D. Gallinari),,36-32,,
8:19.0,D. Gallinari makes free throw 1 of 2,1,37-32,,
8:19.0,,,37-32,,D. Lillard enters the game for C. McCollum
8:19.0,,,37-32,,J. Nurkic enters the game for E. Davis
8:19.0,D. Gallinari makes free throw 2 of 2,1,38-32,,
8:05.0,,,38-34,2,M. Harkless makes 2-pt shot at rim (assist by S. Napier)
7:51.0,L. Williams misses 3-pt shot from 23 ft,,38-34,,
7:48.0,,,38-34,,Defensive rebound by S. Napier
7:34.0,,,38-36,2,J. Nurkic makes 2-pt shot at rim (assist by D. Lillard)
7:16.0,Shooting foul by D. Lillard (drawn by A. Rivers),,38-36,,
7:16.0,A. Rivers misses free throw 1 of 2,,38-36,,
7:16.0,Offensive rebound by Team,,38-36,,
7:16.0,D. Jordan enters the game for W. Reed,,38-36,,
7:16.0,A. Rivers makes free throw 2 of 2,1,39-36,,
7:03.0,,,39-36,,D. Lillard misses 3-pt shot from 24 ft
7:00.0,Defensive rebound by D. Jordan,,39-36,,
6:42.0,A. Rivers makes 3-pt shot from 22 ft,3,42-36,,
6:39.0,,,42-36,,Portland full timeout
6:39.0,P. Beverley enters the game for L. Williams,,42-36,,
6:19.0,,,42-38,2,J. Nurkic makes 2-pt shot from 5 ft
6:06.0,D. Gallinari makes 2-pt shot from 14 ft (assist by B. Griffin),2,44-38,,
5:55.0,,,44-38,,A. Aminu enters the game for E. Turner
5:55.0,,,44-38,,C. McCollum enters the game for S. Napier
5:44.0,,,44-41,3,A. Aminu makes 3-pt shot from 24 ft (assist by M. Harkless)
5:26.0,Shooting foul by M. Harkless (drawn by D. Gallinari),,44-41,,
5:26.0,D. Gallinari makes free throw 1 of 2,1,45-41,,
5:26.0,D. Gallinari makes free throw 2 of 2,1,46-41,,
5:09.0,,,46-43,2,C. McCollum makes 2-pt shot from 21 ft (assist by M. Harkless)
4:53.0,,,46-43,,Personal foul by J. Nurkic (drawn by D. Jordan)
4:53.0,D. Jordan misses free throw 1 of 2,,46-43,,
4:53.0,Offensive rebound by Team,,46-43,,
4:53.0,D. Jordan makes free throw 2 of 2,1,47-43,,
4:42.0,,,47-43,,J. Nurkic misses 2-pt shot from 16 ft
4:38.0,Defensive rebound by B. Griffin,,47-43,,
4:29.0,B. Griffin misses 3-pt shot from 25 ft,,47-43,,
4:23.0,,,47-43,,Defensive rebound by J. Nurkic
4:08.0,,,47-45,2,J. Nurkic makes 2-pt shot from 6 ft
3:58.0,Turnover by P. Beverley (bad pass),,47-45,,
3:58.0,S. Thornwell enters the game for A. Rivers,,47-45,,
3:49.0,,,47-45,,Turnover by J. Nurkic (bad pass; steal by B. Griffin)
3:45.0,D. Jordan makes 2-pt shot from 2 ft (assist by D. Gallinari),2,49-45,,
3:31.0,,,49-45,,D. Lillard misses 2-pt shot from 2 ft
3:28.0,Defensive rebound by S. Thornwell,,49-45,,
3:24.0,Shooting foul by M. Harkless (drawn by S. Thornwell),,49-45,,
3:24.0,S. Thornwell makes free throw 1 of 2,1,50-45,,
3:24.0,S. Thornwell makes free throw 2 of 2,1,51-45,,
3:07.0,,,51-47,2,J. Nurkic makes 2-pt shot from 1 ft (assist by D. Lillard)
2:51.0,P. Beverley makes 2-pt shot from 1 ft,2,53-47,,
2:39.0,,,53-50,3,A. Aminu makes 3-pt shot from 26 ft (assist by D. Lillard)
2:29.0,Turnover by P. Beverley (bad pass),,53-50,,
2:29.0,LA Clippers full timeout,,53-50,,
2:17.0,,,53-50,,D. Lillard misses 3-pt shot from 22 ft
2:14.0,Defensive rebound by P. Beverley,,53-50,,
2:08.0,S. Thornwell makes 2-pt shot from 20 ft (assist by D. Gallinari),2,55-50,,
1:52.0,,,55-50,,C. McCollum misses 2-pt shot from 10 ft
1:51.0,Defensive rebound by Team,,55-50,,
1:51.0,,,55-50,,Loose ball foul by J. Nurkic (drawn by S. Thornwell)
1:51.0,S. Thornwell makes free throw 1 of 2,1,56-50,,
1:51.0,S. Thornwell makes free throw 2 of 2,1,57-50,,
1:36.0,,,57-50,,C. McCollum misses 2-pt shot from 4 ft
1:36.0,Defensive rebound by Team,,57-50,,
1:36.0,,,57-50,,Loose ball foul by C. McCollum (drawn by D. Jordan)
1:36.0,D. Jordan makes free throw 1 of 2,1,58-50,,
1:36.0,D. Jordan misses free throw 2 of 2,,58-50,,
1:33.0,,,58-50,,Defensive rebound by J. Nurkic
1:24.0,,,58-50,,Shooting foul by P. Beverley (drawn by D. Lillard)
1:24.0,,,58-51,1,D. Lillard makes free throw 1 of 3
1:24.0,,,58-52,1,D. Lillard makes free throw 2 of 3
1:24.0,A. Rivers enters the game for P. Beverley,,58-52,,
1:24.0,,,58-53,1,D. Lillard makes free throw 3 of 3
1:04.0,A. Rivers misses 3-pt shot from 27 ft,,58-53,,
1:02.0,Offensive rebound by S. Thornwell,,58-53,,
1:00.0,S. Thornwell misses 2-pt shot from 1 ft,,58-53,,
0:58.0,,,58-53,,Defensive rebound by A. Aminu
0:53.0,,,58-53,,Turnover by A. Aminu (bad pass; steal by A. Rivers)
0:35.0,B. Griffin makes 3-pt shot from 24 ft,3,61-53,,
0:30.0,,,61-53,,D. Lillard misses 3-pt shot from 24 ft
0:28.0,Defensive rebound by D. Jordan,,61-53,,
0:09.0,,,61-53,,Personal foul by J. Nurkic (drawn by B. Griffin)
0:09.0,B. Griffin misses free throw 1 of 2,,61-53,,
0:09.0,Offensive rebound by Team,,61-53,,
0:09.0,,,61-53,,E. Davis enters the game for J. Nurkic
0:09.0,W. Johnson enters the game for A. Rivers,,61-53,,
0:09.0,B. Griffin makes free throw 2 of 2,1,62-53,,
0:00.0,,,62-53,,M. Harkless misses 3-pt shot from 22 ft
0:00.0,,,62-53,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:36.0,Shooting foul by J. Nurkic (drawn by D. Jordan),,62-53,,
11:36.0,D. Jordan makes free throw 1 of 2,1,63-53,,
11:36.0,D. Jordan misses free throw 2 of 2,,63-53,,
11:33.0,,,63-53,,Defensive rebound by J. Nurkic
11:13.0,,,63-53,,J. Nurkic misses 2-pt shot from 6 ft
11:11.0,Defensive rebound by D. Gallinari,,63-53,,
11:00.0,D. Gallinari misses 2-pt shot from 6 ft,,63-53,,
10:58.0,,,63-53,,Defensive rebound by J. Nurkic
10:51.0,,,63-53,,Shooting foul by A. Rivers (drawn by D. Lillard)
10:51.0,,,63-54,1,D. Lillard makes free throw 1 of 2
10:51.0,,,63-55,1,D. Lillard makes free throw 2 of 2
10:30.0,D. Gallinari misses 2-pt shot from 1 ft (block by J. Nurkic),,63-55,,
10:28.0,,,63-55,,Defensive rebound by J. Nurkic
10:23.0,,,63-58,3,D. Lillard makes 3-pt shot from 26 ft
9:56.0,B. Griffin misses 3-pt shot from 24 ft,,63-58,,
9:51.0,Offensive rebound by P. Beverley,,63-58,,
9:51.0,P. Beverley makes 2-pt shot at rim,2,65-58,,
9:40.0,,,65-58,,D. Lillard misses 3-pt shot from 28 ft
9:37.0,Defensive rebound by B. Griffin,,65-58,,
9:24.0,A. Rivers misses 2-pt shot from 6 ft,,65-58,,
9:21.0,,,65-58,,Defensive rebound by A. Aminu
9:17.0,,,65-60,2,D. Lillard makes 2-pt shot from 19 ft (assist by A. Aminu)
8:54.0,Shooting foul by J. Nurkic (drawn by B. Griffin),,65-60,,
8:54.0,B. Griffin makes free throw 1 of 2,1,66-60,,
8:54.0,,,66-60,,E. Davis enters the game for J. Nurkic
8:54.0,B. Griffin misses free throw 2 of 2,,66-60,,
8:52.0,,,66-60,,Defensive rebound by E. Davis
8:41.0,,,66-60,,D. Lillard misses 2-pt shot from 1 ft
8:40.0,Personal foul by B. Griffin (drawn by E. Davis),,66-60,,
8:39.0,,,66-60,,Defensive rebound by E. Davis
8:34.0,,,66-62,2,C. McCollum makes 2-pt shot from 11 ft
8:17.0,P. Beverley misses 3-pt shot from 24 ft,,66-62,,
8:15.0,,,66-62,,Defensive rebound by M. Harkless
8:07.0,,,66-62,,C. McCollum misses 2-pt shot from 14 ft
8:02.0,,,66-62,,Offensive rebound by C. McCollum
8:02.0,,,66-64,2,C. McCollum makes 2-pt shot at rim
7:43.0,B. Griffin misses 2-pt shot from 3 ft,,66-64,,
7:39.0,Offensive rebound by D. Jordan,,66-64,,
7:39.0,D. Jordan makes 2-pt shot at rim,2,68-64,,
7:22.0,,,68-64,,A. Aminu misses 3-pt shot from 25 ft
7:19.0,,,68-64,,Offensive rebound by E. Davis
7:12.0,,,68-64,,E. Davis misses 2-pt shot from 4 ft
7:11.0,Defensive rebound by D. Gallinari,,68-64,,
6:54.0,A. Rivers misses 2-pt shot from 1 ft (block by A. Aminu),,68-64,,
6:54.0,Offensive rebound by Team,,68-64,,
6:54.0,,,68-64,,Portland full timeout
6:54.0,Offensive foul by A. Rivers (drawn by E. Davis),,68-64,,
6:54.0,Turnover by A. Rivers (offensive foul),,68-64,,
6:39.0,,,68-64,,C. McCollum misses 2-pt shot from 4 ft
6:33.0,,,68-64,,Offensive rebound by M. Harkless
6:33.0,,,68-66,2,M. Harkless makes 2-pt shot at rim
6:23.0,D. Gallinari misses 3-pt shot from 24 ft,,68-66,,
6:18.0,Offensive rebound by P. Beverley,,68-66,,
6:18.0,P. Beverley makes 2-pt shot at rim,2,70-66,,
5:54.0,,,70-69,3,A. Aminu makes 3-pt shot from 24 ft (assist by D. Lillard)
5:37.0,P. Beverley makes 2-pt shot from 2 ft (assist by B. Griffin),2,72-69,,
5:16.0,,,72-69,,A. Aminu misses 2-pt shot from 16 ft
5:14.0,Defensive rebound by D. Jordan,,72-69,,
5:04.0,A. Rivers misses 2-pt shot from 5 ft,,72-69,,
5:02.0,Offensive rebound by D. Jordan,,72-69,,
5:01.0,D. Jordan misses 2-pt shot from 1 ft,,72-69,,
5:01.0,,,72-69,,Defensive rebound by A. Aminu
4:48.0,,,72-72,3,A. Aminu makes 3-pt shot from 25 ft (assist by C. McCollum)
4:21.0,D. Gallinari makes 2-pt shot from 20 ft,2,74-72,,
4:09.0,,,74-72,,Offensive foul by A. Aminu (drawn by P. Beverley)
4:09.0,,,74-72,,Turnover by A. Aminu (offensive foul)
4:09.0,,,74-72,,E. Turner enters the game for M. Harkless
4:09.0,W. Johnson enters the game for B. Griffin,,74-72,,
3:51.0,W. Johnson misses 3-pt shot from 23 ft,,74-72,,
3:41.0,Offensive rebound by P. Beverley,,74-72,,
3:41.0,P. Beverley misses 2-pt shot at rim,,74-72,,
3:41.0,,,74-72,,Defensive rebound by E. Davis
3:30.0,,,74-72,,C. McCollum misses 2-pt shot from 14 ft
3:26.0,Defensive rebound by D. Jordan,,74-72,,
3:17.0,D. Gallinari misses 2-pt shot from 1 ft (block by E. Turner),,74-72,,
3:17.0,Offensive rebound by Team,,74-72,,
3:17.0,,,74-72,,P. Connaughton enters the game for C. McCollum
3:17.0,L. Williams enters the game for A. Rivers,,74-72,,
3:11.0,D. Gallinari misses 3-pt shot from 25 ft,,74-72,,
3:05.0,,,74-72,,Defensive rebound by D. Lillard
2:53.0,,,74-72,,D. Lillard misses 2-pt shot from 15 ft
2:49.0,Defensive rebound by D. Jordan,,74-72,,
2:32.0,Turnover by D. Gallinari (bad pass),,74-72,,
2:32.0,LA Clippers full timeout,,74-72,,
2:32.0,B. Griffin enters the game for D. Gallinari,,74-72,,
2:15.0,,,74-74,2,D. Lillard makes 2-pt shot from 12 ft
2:04.0,P. Beverley makes 2-pt shot at rim (assist by B. Griffin),2,76-74,,
2:04.0,Shooting foul by D. Lillard (drawn by P. Beverley),,76-74,,
2:04.0,P. Beverley misses free throw 1 of 1,,76-74,,
2:00.0,,,76-74,,Defensive rebound by A. Aminu
1:51.0,,,76-77,3,D. Lillard makes 3-pt shot from 31 ft
1:35.0,L. Williams makes 2-pt shot from 6 ft,2,78-77,,
1:09.0,,,78-77,,D. Lillard misses 2-pt shot from 23 ft
1:05.0,Defensive rebound by P. Beverley,,78-77,,
0:49.0,L. Williams makes 2-pt shot from 1 ft,2,80-77,,
0:33.0,,,80-77,,Shooting foul by W. Johnson (drawn by D. Lillard)
0:33.0,,,80-78,1,D. Lillard makes free throw 1 of 2
0:33.0,W. Reed enters the game for D. Jordan,,80-78,,
0:33.0,S. Thornwell enters the game for P. Beverley,,80-78,,
0:33.0,,,80-79,1,D. Lillard makes free throw 2 of 2
0:25.0,L. Williams misses 2-pt shot from 4 ft,,80-79,,
0:25.0,,,80-79,,Defensive rebound by Team
0:02.0,,,80-79,,D. Lillard misses 2-pt shot from 15 ft
0:02.0,Defensive rebound by W. Reed,,80-79,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:50.0,,,80-79,,M. Harkless misses 3-pt shot from 25 ft
11:47.0,Defensive rebound by W. Johnson,,80-79,,
11:38.0,,,80-79,,Personal block foul by S. Napier (drawn by L. Williams)
11:32.0,,,80-79,,Personal foul by E. Davis (drawn by B. Griffin)
11:21.0,B. Griffin makes 2-pt shot at rim,2,82-79,,
11:12.0,,,82-79,,E. Turner misses 3-pt shot from 25 ft
11:10.0,Defensive rebound by W. Johnson,,82-79,,
11:05.0,Shooting foul by E. Davis (drawn by W. Reed),,82-79,,
11:05.0,W. Reed misses free throw 1 of 2,,82-79,,
11:05.0,Offensive rebound by Team,,82-79,,
11:05.0,W. Reed misses free throw 2 of 2,,82-79,,
11:03.0,Offensive rebound by W. Johnson,,82-79,,
10:54.0,W. Johnson misses 2-pt shot from 19 ft,,82-79,,
10:52.0,,,82-79,,Defensive rebound by C. McCollum
10:35.0,,,82-79,,C. McCollum misses 3-pt shot from 22 ft
10:32.0,Defensive rebound by B. Griffin,,82-79,,
10:23.0,L. Williams makes 2-pt shot from 17 ft,2,84-79,,
9:57.0,,,84-82,3,M. Harkless makes 3-pt shot from 22 ft (assist by S. Napier)
9:38.0,B. Griffin makes 2-pt shot from 2 ft,2,86-82,,
9:25.0,,,86-84,2,M. Harkless makes 2-pt shot from 1 ft (assist by S. Napier)
9:10.0,L. Williams makes 3-pt shot from 25 ft,3,89-84,,
8:58.0,Personal foul by S. Thornwell (drawn by E. Turner),,89-84,,
8:58.0,,,89-84,,A. Aminu enters the game for E. Davis
8:46.0,,,89-84,,E. Turner misses 2-pt shot from 8 ft (block by W. Johnson)
8:46.0,,,89-84,,Offensive rebound by Team
8:46.0,D. Gallinari enters the game for W. Reed,,89-84,,
8:42.0,,,89-84,,A. Aminu misses 2-pt shot from 17 ft
8:40.0,Defensive rebound by B. Griffin,,89-84,,
8:36.0,Turnover by B. Griffin (lost ball; steal by A. Aminu),,89-84,,
8:36.0,Personal foul by D. Gallinari (drawn by A. Aminu),,89-84,,
8:36.0,,,89-85,1,A. Aminu makes clear path free throw 2 of 2
8:36.0,,,89-86,1,A. Aminu makes clear path free throw 1 of 2
8:36.0,,,89-86,,D. Lillard enters the game for S. Napier
8:21.0,,,89-89,3,A. Aminu makes 3-pt shot from 25 ft (assist by C. McCollum)
8:04.0,,,89-89,,Personal foul by E. Turner (drawn by D. Gallinari)
8:04.0,A. Rivers enters the game for S. Thornwell,,89-89,,
7:54.0,D. Gallinari misses 2-pt shot from 20 ft,,89-89,,
7:50.0,,,89-89,,Defensive rebound by C. McCollum
7:39.0,,,89-89,,M. Harkless misses 2-pt shot from 1 ft
7:36.0,,,89-89,,Offensive rebound by E. Turner
7:36.0,LA Clippers full timeout,,89-89,,
7:36.0,P. Beverley enters the game for L. Williams,,89-89,,
7:36.0,D. Jordan enters the game for W. Johnson,,89-89,,
7:35.0,,,89-91,2,E. Turner makes 2-pt shot from 6 ft
7:15.0,B. Griffin makes 2-pt shot from 1 ft,2,91-91,,
7:01.0,,,91-94,3,C. McCollum makes 3-pt shot from 23 ft (assist by E. Turner)
6:34.0,B. Griffin misses 3-pt shot from 24 ft,,91-94,,
6:31.0,Offensive rebound by P. Beverley,,91-94,,
6:31.0,Shooting foul by M. Harkless (drawn by B. Griffin),,91-94,,
6:31.0,B. Griffin makes free throw 1 of 2,1,92-94,,
6:31.0,,,92-94,,J. Nurkic enters the game for E. Turner
6:31.0,B. Griffin misses free throw 2 of 2,,92-94,,
6:29.0,,,92-94,,Defensive rebound by M. Harkless
6:06.0,,,92-94,,A. Aminu misses 3-pt shot from 25 ft
6:02.0,,,92-94,,Offensive rebound by M. Harkless
6:02.0,,,92-94,,Turnover by M. Harkless (turnover)
5:46.0,A. Rivers makes 3-pt shot from 25 ft,3,95-94,,
5:23.0,Personal foul by P. Beverley (drawn by D. Lillard),,95-94,,
