time,Golden State,pts.away,score,pts.home,LA Lakers
8:07.0,Violation by P. McCaw (kicked ball),,8-12,,
8:05.0,,,8-12,,Shooting foul by J. Bell (drawn by B. Ingram)
8:05.0,,,8-12,,B. Ingram misses free throw 1 of 2
8:05.0,,,8-12,,Offensive rebound by Team
8:05.0,,,8-12,,B. Ingram misses free throw 2 of 2
8:02.0,,,8-12,,Offensive rebound by B. Lopez
8:00.0,,,8-14,2,B. Lopez makes 2-pt shot from 1 ft
7:44.0,P. McCaw misses 2-pt shot from 3 ft,,8-14,,
7:42.0,Offensive rebound by J. McGee,,8-14,,
7:37.0,J. McGee makes 2-pt shot from 8 ft (assist by J. Bell),2,10-14,,
7:22.0,,,10-14,,Turnover by K. Caldwell-Pope (step out of bounds)
7:10.0,Q. Cook misses 2-pt shot from 19 ft (block by L. Ball),,10-14,,
7:10.0,Offensive rebound by Team,,10-14,,
6:57.0,K. Durant misses 2-pt shot from 5 ft,,10-14,,
6:57.0,Offensive rebound by Team,,10-14,,
6:57.0,,,10-14,,Loose ball foul by L. Nance (drawn by J. McGee)
6:44.0,,,10-14,,Personal foul by B. Ingram (drawn by K. Durant)
6:40.0,Turnover by P. McCaw (lost ball; steal by B. Lopez),,10-14,,
6:37.0,,,10-16,2,B. Ingram makes 2-pt shot from 1 ft
6:37.0,Violation by J. McGee (def goaltending),,10-16,,
6:22.0,K. Durant misses 2-pt shot from 18 ft,,10-16,,
6:21.0,,,10-16,,Defensive rebound by B. Ingram
6:20.0,,,10-16,,Offensive foul by B. Lopez (drawn by P. McCaw)
6:20.0,,,10-16,,Turnover by B. Lopez (offensive foul)
6:20.0,,,10-16,,J. Randle enters the game for L. Nance
6:20.0,,,10-16,,K. Kuzma enters the game for B. Lopez
6:20.0,O. Casspi enters the game for P. McCaw,,10-16,,
6:20.0,A. Iguodala enters the game for J. McGee,,10-16,,
6:07.0,J. Bell misses 2-pt shot from 2 ft,,10-16,,
6:05.0,,,10-16,,Defensive rebound by K. Kuzma
5:58.0,,,10-16,,K. Caldwell-Pope misses 3-pt shot from 24 ft
5:54.0,Defensive rebound by A. Iguodala,,10-16,,
5:50.0,Turnover by A. Iguodala (bad pass; steal by K. Caldwell-Pope),,10-16,,
5:33.0,,,10-18,2,K. Caldwell-Pope makes 2-pt shot from 1 ft (assist by B. Ingram)
5:15.0,O. Casspi makes 2-pt shot from 1 ft (assist by K. Durant),2,12-18,,
4:51.0,,,12-18,,K. Caldwell-Pope misses 2-pt shot from 8 ft
4:47.0,Defensive rebound by K. Durant,,12-18,,
4:44.0,Shooting foul by B. Ingram (drawn by J. Bell),,12-18,,
4:44.0,J. Bell makes free throw 1 of 2,1,13-18,,
4:44.0,,,13-18,,C. Brewer enters the game for B. Ingram
4:44.0,J. Bell makes free throw 2 of 2,1,14-18,,
4:38.0,,,14-18,,K. Kuzma misses 3-pt shot from 25 ft
4:35.0,Defensive rebound by A. Iguodala,,14-18,,
4:25.0,K. Durant misses 2-pt shot from 14 ft,,14-18,,
4:22.0,,,14-18,,Defensive rebound by K. Caldwell-Pope
4:19.0,,,14-20,2,J. Randle makes 2-pt shot at rim (assist by C. Brewer)
4:04.0,J. Bell misses 2-pt shot from 4 ft (block by K. Caldwell-Pope),,14-20,,
4:04.0,Offensive rebound by Team,,14-20,,
3:53.0,O. Casspi makes 2-pt shot from 1 ft (assist by K. Durant),2,16-20,,
3:38.0,,,16-20,,L. Ball misses 2-pt shot from 2 ft (block by J. Bell)
3:36.0,Defensive rebound by K. Durant,,16-20,,
3:34.0,O. Casspi misses 2-pt shot from 2 ft (block by K. Caldwell-Pope),,16-20,,
3:33.0,,,16-20,,Defensive rebound by Team
3:33.0,,,16-20,,LA Lakers full timeout
3:33.0,,,16-20,,J. Clarkson enters the game for L. Ball
3:33.0,K. Looney enters the game for J. Bell,,16-20,,
3:33.0,N. Young enters the game for Q. Cook,,16-20,,
3:16.0,Jump ball: J. Randle vs. K. Looney (A. Iguodala gains possession),,,,Jump ball: J. Randle vs. K. Looney (A. Iguodala gains possession)
3:16.0,,,16-20,,Turnover by J. Randle (turnover; steal by K. Looney)
3:01.0,Shooting foul by C. Brewer (drawn by K. Durant),,16-20,,
3:01.0,K. Durant makes free throw 1 of 2,1,17-20,,
3:01.0,K. Durant makes free throw 2 of 2,1,18-20,,
2:45.0,,,18-20,,Turnover by J. Clarkson (bad pass; steal by O. Casspi)
2:41.0,N. Young makes 2-pt shot from 2 ft,2,20-20,,
2:41.0,,,20-20,,Violation by C. Brewer (def goaltending)
2:18.0,,,20-20,,C. Brewer misses 3-pt shot from 22 ft
2:18.0,Defensive rebound by K. Durant,,20-20,,
2:11.0,K. Durant misses 3-pt shot from 25 ft,,20-20,,
2:05.0,,,20-20,,Defensive rebound by C. Brewer
2:05.0,,,20-20,,Turnover by C. Brewer (bad pass)
1:52.0,,,20-20,,Personal foul by K. Kuzma (drawn by K. Durant)
1:52.0,K. Durant misses free throw 1 of 2,,20-20,,
1:52.0,Offensive rebound by Team,,20-20,,
1:52.0,K. Durant makes free throw 2 of 2,1,21-20,,
1:35.0,,,21-20,,K. Caldwell-Pope misses 3-pt shot from 24 ft
1:33.0,Defensive rebound by O. Casspi,,21-20,,
1:28.0,Shooting foul by C. Brewer (drawn by O. Casspi),,21-20,,
1:28.0,O. Casspi makes free throw 1 of 2,1,22-20,,
1:28.0,,,22-20,,LA Lakers full timeout
1:28.0,O. Casspi makes free throw 2 of 2,1,23-20,,
1:12.0,,,23-20,,J. Clarkson misses 2-pt shot from 19 ft
1:09.0,Defensive rebound by O. Casspi,,23-20,,
0:58.0,K. Durant makes 3-pt shot from 26 ft (assist by O. Casspi),3,26-20,,
0:43.0,,,26-20,,K. Kuzma misses 2-pt shot from 13 ft
0:41.0,Defensive rebound by O. Casspi,,26-20,,
0:36.0,N. Young makes 3-pt shot from 25 ft (assist by K. Durant),3,29-20,,
0:31.0,,,29-22,2,J. Clarkson makes 2-pt shot from 1 ft
0:11.0,N. Young makes 3-pt shot from 24 ft (assist by A. Iguodala),3,32-22,,
0:06.0,Personal take foul by A. Iguodala (drawn by J. Randle),,32-22,,
0:06.0,P. McCaw enters the game for A. Iguodala,,32-22,,
0:06.0,J. Bell enters the game for K. Durant,,32-22,,
0:02.0,,,32-24,2,J. Randle makes 2-pt shot from 1 ft
0:01.0,Turnover by N. Young (lost ball; steal by C. Brewer),,32-24,,
0:00.0,,,32-24,,C. Brewer misses 2-pt shot from 16 ft
0:00.0,,,32-24,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:47.0,,,32-24,,J. Randle misses 2-pt shot from 5 ft
11:44.0,Defensive rebound by N. Young,,32-24,,
11:31.0,O. Casspi makes 2-pt shot from 2 ft (assist by D. West),2,34-24,,
11:02.0,,,34-24,,J. Hart misses 2-pt shot from 1 ft
10:56.0,,,34-24,,Offensive rebound by J. Hart
10:56.0,,,34-26,2,J. Hart makes 2-pt shot at rim
10:51.0,N. Young misses 3-pt shot from 25 ft,,34-26,,
10:49.0,,,34-26,,Defensive rebound by J. Randle
10:42.0,,,34-26,,C. Brewer misses 2-pt shot from 4 ft
10:40.0,,,34-26,,Offensive rebound by J. Randle
10:38.0,,,34-28,2,J. Randle makes 2-pt shot from 1 ft
10:37.0,Turnover by N. Young (turnover),,34-28,,
10:37.0,,,34-28,,B. Ingram enters the game for C. Brewer
10:28.0,,,34-28,,J. Randle misses 2-pt shot from 19 ft
10:25.0,Defensive rebound by A. Iguodala,,34-28,,
10:06.0,O. Casspi misses 2-pt shot from 2 ft,,34-28,,
10:05.0,,,34-28,,Defensive rebound by J. Randle
10:00.0,,,34-30,2,K. Kuzma makes 2-pt shot from 1 ft (assist by J. Clarkson)
9:54.0,Golden State full timeout,,34-30,,
9:38.0,D. West makes 2-pt shot from 2 ft (assist by A. Iguodala),2,36-30,,
9:25.0,,,36-32,2,K. Kuzma makes 2-pt shot from 5 ft
9:15.0,,,36-32,,Personal foul by J. Clarkson (drawn by K. Thompson)
9:15.0,K. Looney enters the game for O. Casspi,,36-32,,
9:03.0,K. Thompson misses 2-pt shot from 19 ft,,36-32,,
9:03.0,,,36-32,,Defensive rebound by Team
8:50.0,,,36-34,2,B. Ingram makes 2-pt shot at rim (assist by J. Randle)
8:29.0,D. West misses 2-pt shot from 6 ft,,36-34,,
8:28.0,,,36-34,,Defensive rebound by Team
8:16.0,Personal foul by A. Iguodala (drawn by B. Ingram),,36-34,,
8:08.0,,,36-34,,J. Hart misses 2-pt shot from 15 ft
8:05.0,Defensive rebound by K. Looney,,36-34,,
7:52.0,,,36-34,,Personal foul by K. Kuzma (drawn by D. West)
7:46.0,D. West misses 2-pt shot from 9 ft,,36-34,,
7:44.0,,,36-34,,Defensive rebound by Team
7:30.0,,,36-34,,J. Randle misses 2-pt shot from 4 ft
7:28.0,Defensive rebound by K. Thompson,,36-34,,
7:23.0,N. Young misses 3-pt shot from 23 ft,,36-34,,
7:20.0,,,36-34,,Defensive rebound by J. Randle
7:19.0,Personal foul by K. Looney (drawn by J. Randle),,36-34,,
7:19.0,P. McCaw enters the game for N. Young,,36-34,,
7:13.0,,,36-34,,B. Ingram misses 2-pt shot from 14 ft
7:11.0,Defensive rebound by P. McCaw,,36-34,,
7:04.0,K. Thompson makes 3-pt shot from 25 ft (assist by P. McCaw),3,39-34,,
6:50.0,,,39-34,,J. Clarkson misses 2-pt shot from 18 ft
6:50.0,,,39-34,,Offensive rebound by Team
6:49.0,,,39-34,,LA Lakers full timeout
6:49.0,,,39-34,,L. Ball enters the game for J. Hart
6:49.0,,,39-34,,B. Lopez enters the game for J. Randle
6:45.0,,,39-37,3,K. Kuzma makes 3-pt shot from 23 ft (assist by L. Ball)
6:27.0,P. McCaw makes 2-pt shot from 1 ft,2,41-37,,
6:16.0,,,41-37,,K. Kuzma misses 2-pt shot from 12 ft
6:14.0,Defensive rebound by A. Iguodala,,41-37,,
6:06.0,K. Thompson makes 3-pt shot from 25 ft (assist by A. Iguodala),3,44-37,,
5:57.0,,,44-37,,Turnover by L. Ball (bad pass; steal by A. Iguodala)
5:51.0,P. McCaw misses 3-pt shot from 25 ft,,44-37,,
5:40.0,Offensive rebound by K. Looney,,44-37,,
5:39.0,K. Thompson misses 3-pt shot from 25 ft,,44-37,,
5:37.0,,,44-37,,Defensive rebound by K. Kuzma
5:32.0,,,44-37,,Turnover by K. Kuzma (bad pass; steal by A. Iguodala)
5:16.0,K. Thompson misses 2-pt shot from 8 ft,,44-37,,
5:13.0,Offensive rebound by D. West,,44-37,,
5:10.0,D. West misses 2-pt shot at rim,,44-37,,
5:10.0,Offensive rebound by D. West,,44-37,,
5:10.0,D. West makes 2-pt shot at rim,2,46-37,,
5:10.0,,,46-37,,LA Lakers full timeout
5:10.0,,,46-37,,L. Nance enters the game for K. Kuzma
5:10.0,,,46-37,,K. Caldwell-Pope enters the game for J. Clarkson
5:10.0,K. Durant enters the game for A. Iguodala,,46-37,,
4:56.0,,,46-37,,Shooting foul by K. Looney (drawn by B. Ingram)
4:56.0,,,46-37,,B. Ingram misses free throw 1 of 2
4:56.0,,,46-37,,Offensive rebound by Team
4:56.0,,,46-38,1,B. Ingram makes free throw 2 of 2
4:37.0,Turnover by P. McCaw (bad pass; steal by L. Ball),,46-38,,
4:33.0,,,46-38,,B. Ingram misses 2-pt shot from 2 ft
4:29.0,Defensive rebound by P. McCaw,,46-38,,
4:28.0,Turnover by P. McCaw (out of bounds lost ball),,46-38,,
4:23.0,,,46-38,,B. Lopez misses 3-pt shot from 25 ft
4:20.0,,,46-38,,Offensive rebound by Team
4:20.0,O. Casspi enters the game for D. West,,46-38,,
4:05.0,,,46-38,,L. Nance misses 2-pt shot from 2 ft (block by K. Durant)
4:03.0,Defensive rebound by K. Thompson,,46-38,,
3:59.0,K. Thompson misses 3-pt shot from 25 ft,,46-38,,
3:55.0,Offensive rebound by K. Looney,,46-38,,
3:53.0,K. Looney misses 2-pt shot from 1 ft (block by B. Ingram),,46-38,,
3:53.0,,,46-38,,Defensive rebound by L. Ball
3:50.0,,,46-38,,Shooting foul by K. Durant (drawn by L. Ball)
3:50.0,,,46-38,,L. Ball misses free throw 1 of 2
3:50.0,,,46-38,,Offensive rebound by Team
3:50.0,J. Bell enters the game for K. Looney,,46-38,,
3:50.0,,,46-39,1,L. Ball makes free throw 2 of 2
3:35.0,J. Bell misses 2-pt shot from 8 ft (block by B. Lopez),,46-39,,
3:31.0,,,46-39,,Defensive rebound by K. Caldwell-Pope
3:26.0,Personal foul by O. Casspi (drawn by L. Nance),,46-39,,
3:26.0,,,46-40,1,L. Nance makes free throw 1 of 2
3:26.0,,,46-41,1,L. Nance makes free throw 2 of 2
3:13.0,P. McCaw misses 3-pt shot from 25 ft,,46-41,,
3:10.0,,,46-41,,Defensive rebound by L. Ball
3:06.0,,,46-41,,K. Caldwell-Pope misses 2-pt shot from 6 ft
3:04.0,Defensive rebound by K. Thompson,,46-41,,
3:00.0,O. Casspi misses 2-pt shot from 2 ft,,46-41,,
2:57.0,,,46-41,,Defensive rebound by B. Ingram
2:54.0,,,46-43,2,K. Caldwell-Pope makes 2-pt shot from 1 ft (assist by B. Ingram)
2:54.0,,,46-43,,Shooting foul by J. Bell (drawn by K. Caldwell-Pope)
2:54.0,A. Iguodala enters the game for P. McCaw,,46-43,,
2:54.0,,,46-44,1,K. Caldwell-Pope makes free throw 1 of 1
2:44.0,,,46-44,,Personal foul by K. Caldwell-Pope (drawn by K. Durant)
2:39.0,K. Thompson misses 2-pt shot from 14 ft,,46-44,,
2:36.0,Offensive rebound by K. Thompson,,46-44,,
2:33.0,A. Iguodala makes 3-pt shot from 25 ft (assist by O. Casspi),3,49-44,,
2:21.0,Personal foul by K. Durant (drawn by B. Lopez),,49-44,,
2:21.0,,,49-44,,B. Lopez misses free throw 1 of 2
2:21.0,,,49-44,,Offensive rebound by Team
2:21.0,,,49-44,,B. Lopez misses free throw 2 of 2
2:19.0,Defensive rebound by O. Casspi,,49-44,,
2:08.0,Turnover by O. Casspi (bad pass; steal by B. Ingram),,49-44,,
2:02.0,,,49-47,3,K. Caldwell-Pope makes 3-pt shot from 25 ft (assist by L. Nance)
1:43.0,K. Durant makes 2-pt shot from 1 ft,2,51-47,,
1:43.0,Shooting foul by B. Lopez (drawn by K. Durant),,51-47,,
1:43.0,,,51-47,,K. Kuzma enters the game for B. Lopez
1:43.0,K. Durant makes free throw 1 of 1,1,52-47,,
1:36.0,Loose ball foul by J. Bell (drawn by L. Nance),,52-47,,
1:36.0,,,52-47,,L. Nance misses free throw 1 of 2
1:36.0,,,52-47,,Offensive rebound by Team
1:36.0,,,52-48,1,L. Nance makes free throw 2 of 2
1:27.0,K. Durant makes 2-pt shot from 2 ft,2,54-48,,
1:27.0,Shooting foul by L. Ball (drawn by K. Durant),,54-48,,
1:27.0,K. Looney enters the game for J. Bell,,54-48,,
1:27.0,K. Durant makes free throw 1 of 1,1,55-48,,
1:18.0,,,55-51,3,L. Ball makes 3-pt shot from 26 ft
1:03.0,K. Looney misses 2-pt shot from 1 ft (block by B. Ingram),,55-51,,
1:03.0,Offensive rebound by O. Casspi,,55-51,,
1:03.0,Shooting foul by L. Ball (drawn by O. Casspi),,55-51,,
1:03.0,O. Casspi makes free throw 1 of 2,1,56-51,,
1:03.0,,,56-51,,J. Clarkson enters the game for L. Ball
1:03.0,O. Casspi makes free throw 2 of 2,1,57-51,,
0:51.0,,,57-51,,K. Caldwell-Pope misses 2-pt shot from 11 ft
0:49.0,Defensive rebound by K. Durant,,57-51,,
0:45.0,Turnover by K. Durant (bad pass; steal by K. Caldwell-Pope),,57-51,,
0:40.0,,,57-53,2,L. Nance makes 2-pt shot at rim (assist by K. Caldwell-Pope)
0:31.0,K. Thompson misses 2-pt shot from 14 ft,,57-53,,
0:28.0,Offensive rebound by O. Casspi,,57-53,,
0:25.0,K. Durant misses 3-pt shot from 25 ft,,57-53,,
0:23.0,,,57-53,,Defensive rebound by L. Nance
0:03.0,,,57-53,,Turnover by B. Ingram (lost ball; steal by K. Durant)
0:00.0,A. Iguodala misses 2-pt shot from 6 ft,,57-53,,
0:00.0,Offensive rebound by Team,,57-53,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:48.0,,,57-53,,L. Nance misses 2-pt shot from 21 ft
11:44.0,Defensive rebound by K. Durant,,57-53,,
11:32.0,K. Thompson misses 3-pt shot from 25 ft,,57-53,,
11:28.0,,,57-53,,Defensive rebound by K. Kuzma
11:09.0,,,57-56,3,K. Kuzma makes 3-pt shot from 24 ft (assist by B. Ingram)
10:50.0,K. Durant misses 2-pt shot from 20 ft,,57-56,,
10:47.0,,,57-56,,Defensive rebound by K. Caldwell-Pope
10:31.0,,,57-58,2,L. Ball makes 2-pt shot from 12 ft (assist by B. Ingram)
10:17.0,K. Durant misses 3-pt shot from 25 ft,,57-58,,
10:15.0,Offensive rebound by J. McGee,,57-58,,
10:12.0,J. McGee makes 2-pt shot from 3 ft,2,59-58,,
9:58.0,,,59-58,,K. Caldwell-Pope misses 3-pt shot from 24 ft
9:55.0,Defensive rebound by J. McGee,,59-58,,
9:43.0,K. Thompson misses 2-pt shot from 8 ft,,59-58,,
9:40.0,,,59-58,,Defensive rebound by K. Kuzma
9:27.0,,,59-58,,Turnover by L. Ball (bad pass; steal by P. McCaw)
9:11.0,K. Thompson misses 3-pt shot from 28 ft,,59-58,,
9:06.0,,,59-58,,Defensive rebound by K. Kuzma
9:01.0,,,59-60,2,K. Kuzma makes 2-pt shot from 3 ft
9:01.0,Golden State full timeout,,59-60,,
8:46.0,K. Durant misses 2-pt shot from 12 ft,,59-60,,
8:45.0,,,59-60,,Defensive rebound by L. Nance
8:40.0,Violation by J. Bell (kicked ball),,59-60,,
8:30.0,,,59-60,,B. Ingram misses 2-pt shot from 4 ft (block by K. Durant)
8:30.0,,,59-60,,Offensive rebound by Team
8:22.0,,,59-60,,B. Ingram misses 2-pt shot from 4 ft (block by J. McGee)
8:19.0,Defensive rebound by K. Thompson,,59-60,,
8:16.0,,,59-60,,Personal foul by K. Caldwell-Pope (drawn by K. Durant)
8:16.0,Technical foul by K. Durant,,59-60,,
8:16.0,,,59-61,1,K. Kuzma makes technical free throw
8:06.0,,,59-61,,Personal foul by B. Ingram (drawn by K. Durant)
8:02.0,Turnover by P. McCaw (turnover),,59-61,,
7:51.0,,,59-61,,B. Ingram misses 2-pt shot from 3 ft (block by J. Bell)
7:48.0,Defensive rebound by P. McCaw,,59-61,,
7:44.0,P. McCaw misses 2-pt shot from 1 ft,,59-61,,
7:44.0,,,59-61,,Defensive rebound by L. Nance
7:38.0,,,59-61,,Turnover by K. Kuzma (out of bounds lost ball)
7:38.0,,,59-61,,LA Lakers full timeout
7:38.0,,,59-61,,J. Hart enters the game for B. Ingram
7:38.0,K. Looney enters the game for J. Bell,,59-61,,
7:21.0,K. Durant misses 2-pt shot from 8 ft,,59-61,,
7:18.0,Offensive rebound by P. McCaw,,59-61,,
7:17.0,K. Durant misses 3-pt shot from 25 ft,,59-61,,
7:13.0,,,59-61,,Defensive rebound by L. Nance
7:09.0,,,59-61,,K. Caldwell-Pope misses 2-pt shot from 5 ft
7:07.0,Defensive rebound by K. Durant,,59-61,,
6:55.0,K. Thompson misses 2-pt shot from 12 ft,,59-61,,
6:49.0,,,59-61,,Defensive rebound by K. Caldwell-Pope
6:40.0,,,59-61,,K. Kuzma misses 2-pt shot from 2 ft
6:37.0,Defensive rebound by K. Looney,,59-61,,
6:32.0,K. Durant misses 2-pt shot from 2 ft,,59-61,,
6:29.0,Offensive rebound by K. Looney,,59-61,,
6:28.0,K. Looney makes 2-pt shot from 2 ft,2,61-61,,
6:02.0,,,61-61,,Shooting foul by J. McGee (drawn by K. Caldwell-Pope)
6:02.0,,,61-62,1,K. Caldwell-Pope makes free throw 1 of 3
6:02.0,,,61-63,1,K. Caldwell-Pope makes free throw 2 of 3
6:02.0,J. Bell enters the game for J. McGee,,61-63,,
6:02.0,,,61-64,1,K. Caldwell-Pope makes free throw 3 of 3
5:47.0,,,61-64,,Personal foul by K. Kuzma (drawn by P. McCaw)
5:38.0,K. Looney makes 2-pt shot from 1 ft (assist by K. Thompson),2,63-64,,
5:27.0,,,63-64,,K. Kuzma misses 3-pt shot from 24 ft
5:24.0,Defensive rebound by K. Durant,,63-64,,
5:20.0,Shooting foul by J. Hart (drawn by K. Durant),,63-64,,
5:20.0,K. Durant makes free throw 1 of 2,1,64-64,,
5:20.0,A. Iguodala enters the game for P. McCaw,,64-64,,
5:20.0,K. Durant makes free throw 2 of 2,1,65-64,,
5:08.0,,,65-64,,L. Ball misses 3-pt shot from 26 ft
5:04.0,,,65-64,,Offensive rebound by K. Kuzma
5:03.0,,,65-66,2,K. Kuzma makes 2-pt shot from 1 ft
4:47.0,Turnover by K. Looney (bad pass; steal by L. Nance),,65-66,,
4:40.0,,,65-66,,K. Caldwell-Pope misses 2-pt shot from 3 ft
4:35.0,Defensive rebound by K. Looney,,65-66,,
4:25.0,J. Bell makes 2-pt shot from 6 ft,2,67-66,,
4:25.0,,,67-66,,Violation by L. Nance (def goaltending)
4:11.0,,,67-69,3,J. Hart makes 3-pt shot from 24 ft (assist by K. Kuzma)
3:52.0,K. Looney makes 2-pt shot at rim (assist by A. Iguodala),2,69-69,,
3:39.0,,,69-69,,L. Ball misses 3-pt shot from 25 ft
3:34.0,Defensive rebound by K. Thompson,,69-69,,
3:28.0,K. Thompson makes 3-pt shot from 24 ft (assist by K. Durant),3,72-69,,
3:04.0,,,72-71,2,K. Kuzma makes 2-pt shot from 5 ft
2:41.0,K. Thompson makes 2-pt shot from 6 ft,2,74-71,,
2:26.0,,,74-73,2,J. Hart makes 2-pt shot from 17 ft (assist by K. Kuzma)
2:18.0,Golden State full timeout,,74-73,,
2:18.0,,,74-73,,J. Clarkson enters the game for L. Ball
2:18.0,N. Young enters the game for J. Bell,,74-73,,
2:18.0,O. Casspi enters the game for K. Thompson,,74-73,,
2:18.0,,,74-73,,J. Randle enters the game for L. Nance
2:12.0,K. Durant makes 2-pt shot from 2 ft,2,76-73,,
2:12.0,Shooting foul by J. Hart (drawn by K. Durant),,76-73,,
2:12.0,K. Durant makes free throw 1 of 1,1,77-73,,
1:53.0,,,77-75,2,J. Randle makes 2-pt shot from 1 ft (assist by K. Kuzma)
1:34.0,K. Looney makes 2-pt shot from 1 ft (assist by K. Durant),2,79-75,,
1:22.0,,,79-77,2,J. Randle makes 2-pt shot from 2 ft (assist by J. Clarkson)
1:12.0,K. Durant misses 2-pt shot from 12 ft,,79-77,,
1:09.0,Offensive rebound by Team,,79-77,,
1:08.0,,,79-77,,Personal foul by J. Hart (drawn by K. Durant)
1:08.0,K. Durant makes free throw 1 of 2,1,80-77,,
1:08.0,K. Durant makes free throw 2 of 2,1,81-77,,
0:51.0,,,81-79,2,J. Clarkson makes 2-pt shot from 9 ft
0:32.0,O. Casspi makes 2-pt shot from 1 ft (assist by K. Durant),2,83-79,,
0:29.0,Personal foul by A. Iguodala (drawn by J. Clarkson),,83-79,,
0:11.0,,,83-82,3,K. Kuzma makes 3-pt shot from 26 ft (assist by J. Clarkson)
0:00.0,K. Durant misses 2-pt shot from 3 ft (block by K. Kuzma),,83-82,,
0:00.0,Offensive rebound by Team,,83-82,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:41.0,D. West makes 2-pt shot from 1 ft (assist by O. Casspi),2,85-82,,
11:21.0,,,85-84,2,K. Kuzma makes 2-pt shot from 23 ft
10:57.0,O. Casspi makes 2-pt shot at rim (assist by D. West),2,87-84,,
10:38.0,,,87-84,,J. Randle misses 2-pt shot from 3 ft (block by D. West)
10:36.0,Defensive rebound by D. West,,87-84,,
10:29.0,A. Iguodala makes 2-pt shot from 1 ft,2,89-84,,
10:29.0,,,89-84,,LA Lakers full timeout
10:20.0,Personal foul by N. Young (drawn by J. Clarkson),,89-84,,
10:13.0,,,89-84,,J. Clarkson misses 2-pt shot from 2 ft
10:10.0,,,89-84,,Offensive rebound by J. Randle
10:10.0,,,89-84,,Turnover by J. Randle (out of bounds lost ball)
9:53.0,N. Young makes 2-pt shot from 4 ft,2,91-84,,
9:43.0,,,91-84,,Shooting foul by D. West (drawn by B. Ingram)
9:43.0,,,91-84,,B. Ingram misses free throw 1 of 2
9:43.0,,,91-84,,Offensive rebound by Team
9:43.0,,,91-84,,L. Ball enters the game for K. Kuzma
9:43.0,,,91-85,1,B. Ingram makes free throw 2 of 2
9:19.0,D. West misses 2-pt shot from 2 ft (block by J. Randle),,91-85,,
9:16.0,,,91-85,,Defensive rebound by L. Ball
9:14.0,,,91-85,,J. Clarkson misses 2-pt shot from 21 ft
9:14.0,Defensive rebound by N. Young,,91-85,,
9:04.0,K. Thompson misses 2-pt shot from 13 ft,,91-85,,
9:02.0,,,91-85,,Defensive rebound by J. Randle
9:02.0,Personal foul by O. Casspi (drawn by J. Randle),,91-85,,
8:49.0,,,91-87,2,B. Ingram makes 2-pt shot from 12 ft (assist by L. Ball)
8:29.0,N. Young misses 3-pt shot from 26 ft,,91-87,,
8:26.0,Offensive rebound by K. Thompson,,91-87,,
