time,Indiana,pts.away,score,pts.home,Charlotte
6:58.0,,,8-21,,Turnover by N. Batum (bad pass; steal by D. Collison)
6:54.0,Shooting foul by K. Walker (drawn by V. Oladipo),,8-21,,
6:54.0,V. Oladipo makes free throw 1 of 2,1,9-21,,
6:54.0,V. Oladipo makes free throw 2 of 2,1,10-21,,
6:38.0,,,10-23,2,D. Howard makes 2-pt shot from 1 ft (assist by F. Kaminsky)
6:15.0,D. Collison misses 3-pt shot from 24 ft,,10-23,,
6:11.0,,,10-23,,Defensive rebound by N. Batum
6:04.0,,,10-25,2,K. Walker makes 2-pt shot from 2 ft (assist by D. Howard)
5:49.0,V. Oladipo makes 3-pt shot from 23 ft (assist by B. Bogdanovic),3,13-25,,
5:33.0,,,13-28,3,K. Walker makes 3-pt shot from 25 ft (assist by N. Batum)
5:13.0,D. Collison makes 2-pt shot from 1 ft,2,15-28,,
5:03.0,,,15-28,,Turnover by F. Kaminsky (lost ball; steal by D. Collison)
4:59.0,D. Collison misses 2-pt shot from 1 ft,,15-28,,
4:57.0,,,15-28,,Defensive rebound by N. Batum
4:55.0,,,15-28,,Offensive charge foul by M. Kidd-Gilchrist (drawn by V. Oladipo)
4:55.0,,,15-28,,Turnover by M. Kidd-Gilchrist (offensive foul)
4:55.0,,,15-28,,T. Graham enters the game for F. Kaminsky
4:55.0,C. Joseph enters the game for B. Bogdanovic,,15-28,,
4:38.0,D. Collison makes 3-pt shot from 24 ft (assist by M. Turner),3,18-28,,
4:22.0,,,18-30,2,N. Batum makes 2-pt shot from 16 ft
4:06.0,Shooting foul by T. Graham (drawn by V. Oladipo),,18-30,,
4:06.0,V. Oladipo makes free throw 1 of 2,1,19-30,,
4:06.0,,,19-30,,J. Lamb enters the game for M. Kidd-Gilchrist
4:06.0,V. Oladipo makes free throw 2 of 2,1,20-30,,
4:03.0,,,20-30,,Turnover by K. Walker (bad pass; steal by V. Oladipo)
3:48.0,V. Oladipo makes 2-pt shot from 18 ft (assist by M. Turner),2,22-30,,
3:35.0,,,22-32,2,J. Lamb makes 2-pt shot from 11 ft
3:28.0,D. Collison misses 2-pt shot from 2 ft,,22-32,,
3:28.0,Offensive rebound by M. Turner,,22-32,,
3:28.0,M. Turner makes 2-pt shot at rim,2,24-32,,
3:28.0,Shooting foul by T. Graham (drawn by M. Turner),,24-32,,
3:28.0,M. Turner makes free throw 1 of 1,1,25-32,,
3:06.0,,,25-34,2,D. Howard makes 2-pt shot from 2 ft
2:56.0,M. Turner misses 3-pt shot from 26 ft,,25-34,,
2:53.0,,,25-34,,Defensive rebound by N. Batum
2:37.0,,,25-36,2,D. Howard makes 2-pt shot from 5 ft
2:24.0,,,25-36,,Personal foul by T. Graham (drawn by T. Young)
2:24.0,,,25-36,,Charlotte full timeout
2:24.0,,,25-36,,C. Zeller enters the game for D. Howard
2:24.0,,,25-36,,F. Kaminsky enters the game for T. Graham
2:24.0,D. Sabonis enters the game for M. Turner,,25-36,,
2:24.0,T. Young misses free throw 1 of 2,,25-36,,
2:24.0,Offensive rebound by Team,,25-36,,
2:24.0,T. Young makes free throw 2 of 2,1,26-36,,
2:14.0,,,26-38,2,N. Batum makes 2-pt shot from 2 ft (assist by K. Walker)
2:14.0,,,26-38,,Shooting foul by V. Oladipo (drawn by N. Batum)
2:14.0,,,26-39,1,N. Batum makes free throw 1 of 1
2:14.0,,,26-39,,M. Carter-Williams enters the game for K. Walker
2:14.0,L. Stephenson enters the game for D. Collison,,26-39,,
1:57.0,T. Young makes 2-pt shot from 6 ft,2,28-39,,
1:47.0,,,28-39,,N. Batum misses 3-pt shot from 25 ft
1:47.0,Defensive rebound by L. Stephenson,,28-39,,
1:35.0,D. Sabonis makes 2-pt shot from 1 ft (assist by L. Stephenson),2,30-39,,
1:25.0,,,30-42,3,F. Kaminsky makes 3-pt shot from 26 ft (assist by M. Carter-Williams)
1:05.0,D. Sabonis misses 2-pt shot from 12 ft,,30-42,,
0:59.0,Offensive rebound by T. Young,,30-42,,
0:59.0,T. Young makes 2-pt shot at rim,2,32-42,,
0:41.0,,,32-42,,Shooting foul by D. Sabonis (drawn by F. Kaminsky)
0:41.0,,,32-43,1,F. Kaminsky makes free throw 1 of 3
0:41.0,,,32-44,1,F. Kaminsky makes free throw 2 of 3
0:41.0,T. Leaf enters the game for T. Young,,32-44,,
0:41.0,,,32-45,1,F. Kaminsky makes free throw 3 of 3
0:33.0,C. Joseph makes 3-pt shot from 25 ft,3,35-45,,
0:17.0,,,35-47,2,F. Kaminsky makes 2-pt shot from 10 ft
0:03.0,Shooting foul by M. Carter-Williams (drawn by V. Oladipo),,35-47,,
0:03.0,V. Oladipo makes free throw 1 of 2,1,36-47,,
0:03.0,V. Oladipo makes free throw 2 of 2,1,37-47,,
0:00.0,,,37-49,2,M. Carter-Williams makes 2-pt shot from 10 ft
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:53.0,L. Stephenson misses 2-pt shot from 17 ft,,37-49,,
11:50.0,,,37-49,,Defensive rebound by F. Kaminsky
11:42.0,,,37-49,,F. Kaminsky misses 3-pt shot from 25 ft
11:42.0,,,37-49,,Offensive rebound by M. Kidd-Gilchrist
11:28.0,,,37-49,,Turnover by F. Kaminsky (lost ball; steal by C. Joseph)
11:21.0,L. Stephenson misses 2-pt shot from 1 ft,,37-49,,
11:19.0,,,37-49,,Defensive rebound by F. Kaminsky
11:04.0,,,37-51,2,M. Kidd-Gilchrist makes 2-pt shot from 1 ft (assist by M. Carter-Williams)
10:53.0,L. Stephenson makes 3-pt shot from 24 ft (assist by D. Sabonis),3,40-51,,
10:31.0,,,40-51,,Shooting foul by D. Sabonis (drawn by C. Zeller)
10:31.0,,,40-51,,C. Zeller misses free throw 1 of 2
10:31.0,,,40-51,,Offensive rebound by Team
10:31.0,,,40-52,1,C. Zeller makes free throw 2 of 2
10:18.0,Turnover by L. Stephenson (traveling),,40-52,,
9:56.0,,,40-54,2,C. Zeller makes 2-pt shot from 2 ft (assist by J. Lamb)
9:42.0,J. Young misses 2-pt shot from 10 ft,,40-54,,
9:39.0,,,40-54,,Defensive rebound by F. Kaminsky
9:31.0,,,40-54,,C. Zeller misses 2-pt shot from 21 ft
9:27.0,,,40-54,,Offensive rebound by M. Carter-Williams
9:24.0,,,40-54,,J. Lamb misses 3-pt shot from 25 ft
9:21.0,Defensive rebound by D. Sabonis,,40-54,,
9:12.0,Turnover by J. Young (lost ball; steal by J. Lamb),,40-54,,
9:03.0,,,40-57,3,J. Lamb makes 3-pt shot from 23 ft
8:51.0,D. Sabonis makes 2-pt shot from 1 ft,2,42-57,,
8:35.0,,,42-57,,C. Zeller misses 2-pt shot from 20 ft
8:31.0,Defensive rebound by D. Sabonis,,42-57,,
8:15.0,L. Stephenson makes 3-pt shot from 25 ft (assist by J. Young),3,45-57,,
8:06.0,,,45-57,,Charlotte full timeout
8:06.0,,,45-57,,K. Walker enters the game for M. Kidd-Gilchrist
8:06.0,B. Bogdanovic enters the game for T. Leaf,,45-57,,
8:06.0,T. Young enters the game for J. Young,,45-57,,
7:56.0,,,45-59,2,C. Zeller makes 2-pt shot from 1 ft (assist by K. Walker)
7:31.0,C. Joseph misses 3-pt shot from 25 ft,,45-59,,
7:29.0,,,45-59,,Defensive rebound by M. Carter-Williams
7:22.0,,,45-59,,M. Carter-Williams misses 2-pt shot from 19 ft
7:19.0,Defensive rebound by C. Joseph,,45-59,,
7:08.0,L. Stephenson misses 2-pt shot from 20 ft,,45-59,,
7:04.0,,,45-59,,Defensive rebound by J. Lamb
6:58.0,Personal foul by C. Joseph (drawn by C. Zeller),,45-59,,
6:58.0,,,45-59,,D. Howard enters the game for C. Zeller
6:58.0,D. Collison enters the game for C. Joseph,,45-59,,
6:58.0,M. Turner enters the game for D. Sabonis,,45-59,,
6:50.0,,,45-62,3,K. Walker makes 3-pt shot from 26 ft
6:28.0,D. Collison misses 2-pt shot from 18 ft,,45-62,,
6:26.0,,,45-62,,Defensive rebound by K. Walker
6:22.0,,,45-62,,K. Walker misses 3-pt shot from 25 ft
6:18.0,,,45-62,,Offensive rebound by M. Carter-Williams
6:11.0,Personal foul by T. Young (drawn by D. Howard),,45-62,,
6:11.0,,,45-62,,N. Batum enters the game for M. Carter-Williams
6:11.0,V. Oladipo enters the game for L. Stephenson,,45-62,,
6:06.0,Personal foul by M. Turner (drawn by D. Howard),,45-62,,
5:58.0,,,45-62,,Turnover by K. Walker (bad pass; steal by D. Collison)
5:52.0,B. Bogdanovic misses 3-pt shot from 27 ft,,45-62,,
5:49.0,,,45-62,,Defensive rebound by D. Howard
5:46.0,,,45-62,,J. Lamb misses 3-pt shot from 23 ft
5:46.0,Defensive rebound by M. Turner,,45-62,,
5:39.0,V. Oladipo misses 2-pt shot from 10 ft,,45-62,,
5:39.0,Offensive rebound by T. Young,,45-62,,
5:34.0,T. Young makes 2-pt shot at rim,2,47-62,,
5:19.0,,,47-62,,J. Lamb misses 2-pt shot from 2 ft (block by M. Turner)
5:16.0,,,47-62,,Offensive rebound by J. Lamb
5:12.0,,,47-62,,F. Kaminsky misses 3-pt shot from 25 ft
5:08.0,Defensive rebound by M. Turner,,47-62,,
5:02.0,M. Turner misses 2-pt shot from 1 ft,,47-62,,
4:57.0,Offensive rebound by M. Turner,,47-62,,
4:57.0,M. Turner makes 2-pt shot at rim,2,49-62,,
4:53.0,,,49-62,,Charlotte full timeout
4:53.0,,,49-62,,M. Kidd-Gilchrist enters the game for J. Lamb
4:40.0,,,49-64,2,M. Kidd-Gilchrist makes 2-pt shot from 15 ft (assist by F. Kaminsky)
4:20.0,V. Oladipo misses 2-pt shot from 13 ft,,49-64,,
4:17.0,,,49-64,,Defensive rebound by D. Howard
4:07.0,,,49-64,,Shooting foul by T. Young (drawn by F. Kaminsky)
4:07.0,,,49-64,,F. Kaminsky misses free throw 1 of 2
4:07.0,,,49-64,,Offensive rebound by Team
4:07.0,,,49-65,1,F. Kaminsky makes free throw 2 of 2
3:45.0,D. Collison misses 3-pt shot from 26 ft,,49-65,,
3:41.0,Offensive rebound by M. Turner,,49-65,,
3:39.0,D. Collison misses 3-pt shot from 25 ft,,49-65,,
3:36.0,,,49-65,,Defensive rebound by D. Howard
3:24.0,,,49-65,,Shooting foul by M. Turner (drawn by F. Kaminsky)
3:24.0,,,49-65,,F. Kaminsky misses free throw 1 of 2
3:24.0,,,49-65,,Offensive rebound by Team
3:24.0,L. Stephenson enters the game for T. Young,,49-65,,
3:24.0,,,49-66,1,F. Kaminsky makes free throw 2 of 2
3:16.0,B. Bogdanovic misses 2-pt shot from 1 ft,,49-66,,
3:13.0,,,49-66,,Defensive rebound by D. Howard
3:08.0,,,49-66,,K. Walker misses 2-pt shot from 2 ft (block by D. Collison)
3:05.0,Defensive rebound by M. Turner,,49-66,,
3:05.0,Turnover by B. Bogdanovic (out of bounds lost ball),,49-66,,
3:05.0,,,49-66,,J. Lamb enters the game for F. Kaminsky
2:48.0,,,49-66,,D. Howard misses 2-pt shot from 5 ft (block by M. Turner)
2:45.0,,,49-66,,Offensive rebound by J. Lamb
2:44.0,,,49-66,,J. Lamb misses 3-pt shot from 22 ft
2:44.0,Defensive rebound by D. Collison,,49-66,,
2:40.0,B. Bogdanovic makes 2-pt shot from 1 ft (assist by D. Collison),2,51-66,,
2:30.0,Def 3 sec tech foul by L. Stephenson,,51-66,,
2:30.0,,,51-67,1,N. Batum makes technical free throw
2:30.0,D. Sabonis enters the game for M. Turner,,51-67,,
2:22.0,,,51-67,,D. Howard misses 2-pt shot from 5 ft
2:22.0,,,51-67,,Offensive rebound by Team
2:18.0,,,51-69,2,J. Lamb makes 2-pt shot from 1 ft (assist by N. Batum)
2:05.0,Shooting foul by M. Kidd-Gilchrist (drawn by V. Oladipo),,51-69,,
2:05.0,V. Oladipo makes free throw 1 of 2,1,52-69,,
2:05.0,,,52-69,,M. Carter-Williams enters the game for M. Kidd-Gilchrist
2:05.0,V. Oladipo makes free throw 2 of 2,1,53-69,,
1:51.0,,,53-69,,K. Walker misses 2-pt shot from 4 ft (block by D. Sabonis)
1:47.0,Defensive rebound by V. Oladipo,,53-69,,
1:46.0,V. Oladipo makes 2-pt shot from 1 ft,2,55-69,,
1:25.0,,,55-69,,N. Batum misses 2-pt shot from 13 ft
1:25.0,Defensive rebound by Team,,55-69,,
1:25.0,,,55-69,,Loose ball foul by D. Howard (drawn by D. Sabonis)
1:09.0,Shooting foul by D. Howard (drawn by B. Bogdanovic),,55-69,,
1:09.0,B. Bogdanovic makes free throw 1 of 2,1,56-69,,
1:09.0,B. Bogdanovic makes free throw 2 of 2,1,57-69,,
1:00.0,,,57-69,,Shooting foul by D. Sabonis (drawn by K. Walker)
1:00.0,,,57-70,1,K. Walker makes free throw 1 of 2
1:00.0,,,57-70,,C. Zeller enters the game for D. Howard
1:00.0,A. Jefferson enters the game for D. Sabonis,,57-70,,
1:00.0,,,57-71,1,K. Walker makes free throw 2 of 2
0:48.0,V. Oladipo misses 2-pt shot from 14 ft,,57-71,,
0:46.0,,,57-71,,Defensive rebound by N. Batum
0:34.0,,,57-71,,K. Walker misses 3-pt shot from 25 ft
0:29.0,,,57-71,,Offensive rebound by C. Zeller
0:08.0,,,57-71,,C. Zeller misses 2-pt shot from 5 ft (block by V. Oladipo)
0:05.0,Defensive rebound by B. Bogdanovic,,57-71,,
0:03.0,D. Collison misses 2-pt shot from 1 ft,,57-71,,
0:03.0,,,57-71,,Defensive rebound by M. Carter-Williams
0:00.0,,,57-71,,K. Walker misses 3-pt shot from 33 ft
0:00.0,,,57-71,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:49.0,V. Oladipo makes 2-pt shot from 9 ft,2,59-71,,
11:33.0,,,59-71,,N. Batum misses 2-pt shot from 15 ft
11:30.0,Defensive rebound by T. Young,,59-71,,
11:19.0,,,59-71,,Personal foul by M. Kidd-Gilchrist (drawn by V. Oladipo)
11:13.0,M. Turner misses 3-pt shot from 26 ft,,59-71,,
11:10.0,,,59-71,,Defensive rebound by K. Walker
11:07.0,,,59-71,,K. Walker misses 2-pt shot from 1 ft (block by M. Turner)
11:07.0,,,59-71,,Offensive rebound by Team
10:53.0,,,59-74,3,N. Batum makes 3-pt shot from 25 ft (assist by D. Howard)
10:46.0,B. Bogdanovic makes 3-pt shot from 26 ft (assist by D. Collison),3,62-74,,
10:30.0,,,62-74,,Shooting foul by D. Collison (drawn by K. Walker)
10:30.0,,,62-75,1,K. Walker makes free throw 1 of 2
10:30.0,,,62-76,1,K. Walker makes free throw 2 of 2
10:23.0,Offensive foul by M. Turner (drawn by N. Batum),,62-76,,
10:23.0,Turnover by M. Turner (offensive foul),,62-76,,
10:02.0,,,62-76,,N. Batum misses 3-pt shot from 30 ft
9:59.0,Defensive rebound by M. Turner,,62-76,,
9:44.0,D. Collison makes 3-pt shot from 22 ft (assist by T. Young),3,65-76,,
9:24.0,,,65-76,,Turnover by F. Kaminsky (traveling)
9:14.0,V. Oladipo makes 2-pt shot from 9 ft,2,67-76,,
8:54.0,,,67-76,,M. Kidd-Gilchrist misses 2-pt shot from 16 ft
8:49.0,Defensive rebound by T. Young,,67-76,,
8:45.0,T. Young misses 2-pt shot from 5 ft,,67-76,,
8:45.0,Offensive rebound by Team,,67-76,,
8:34.0,M. Turner makes 2-pt shot from 18 ft (assist by D. Collison),2,69-76,,
8:33.0,,,69-76,,Charlotte full timeout
8:20.0,,,69-78,2,N. Batum makes 2-pt shot from 15 ft (assist by K. Walker)
8:00.0,M. Turner makes 2-pt shot from 1 ft,2,71-78,,
8:00.0,Shooting foul by D. Howard (drawn by M. Turner),,71-78,,
8:00.0,M. Turner makes free throw 1 of 1,1,72-78,,
7:36.0,,,72-80,2,M. Kidd-Gilchrist makes 2-pt shot from 16 ft (assist by F. Kaminsky)
7:24.0,B. Bogdanovic misses 3-pt shot from 26 ft,,72-80,,
7:22.0,,,72-80,,Defensive rebound by D. Howard
7:16.0,,,72-80,,K. Walker misses 3-pt shot from 25 ft
7:14.0,Defensive rebound by M. Turner,,72-80,,
7:05.0,M. Turner makes 2-pt shot from 19 ft (assist by D. Collison),2,74-80,,
6:47.0,,,74-80,,M. Kidd-Gilchrist misses 2-pt shot from 1 ft
6:45.0,Defensive rebound by V. Oladipo,,74-80,,
6:33.0,B. Bogdanovic misses 3-pt shot from 23 ft,,74-80,,
6:31.0,,,74-80,,Defensive rebound by D. Howard
6:24.0,,,74-80,,Shooting foul by D. Collison (drawn by K. Walker)
6:24.0,,,74-81,1,K. Walker makes free throw 1 of 2
6:24.0,,,74-82,1,K. Walker makes free throw 2 of 2
6:10.0,D. Collison makes 2-pt shot from 1 ft,2,76-82,,
5:52.0,,,76-82,,Turnover by M. Kidd-Gilchrist (bad pass)
5:35.0,V. Oladipo makes 3-pt shot from 25 ft (assist by T. Young),3,79-82,,
5:15.0,,,79-82,,Turnover by K. Walker (lost ball; steal by M. Turner)
5:07.0,Turnover by M. Turner (traveling),,79-82,,
5:07.0,,,79-82,,T. Graham enters the game for F. Kaminsky
4:57.0,,,79-82,,Turnover by D. Howard (out of bounds lost ball)
4:43.0,M. Turner makes 3-pt shot from 26 ft (assist by V. Oladipo),3,82-82,,
4:25.0,,,82-82,,K. Walker misses 2-pt shot from 11 ft
4:21.0,Defensive rebound by V. Oladipo,,82-82,,
4:16.0,B. Bogdanovic misses 2-pt shot from 2 ft,,82-82,,
4:13.0,,,82-82,,Defensive rebound by N. Batum
4:13.0,Personal foul by D. Collison (drawn by N. Batum),,82-82,,
4:13.0,,,82-82,,C. Zeller enters the game for D. Howard
4:03.0,,,82-85,3,N. Batum makes 3-pt shot from 23 ft (assist by K. Walker)
3:57.0,Indiana full timeout,,82-85,,
3:57.0,D. Sabonis enters the game for D. Collison,,82-85,,
3:57.0,C. Joseph enters the game for T. Young,,82-85,,
3:47.0,D. Sabonis misses 2-pt shot from 7 ft,,82-85,,
3:45.0,,,82-85,,Defensive rebound by C. Zeller
3:39.0,Personal foul by B. Bogdanovic (drawn by C. Zeller),,82-85,,
3:30.0,,,82-85,,N. Batum misses 3-pt shot from 25 ft
3:27.0,Defensive rebound by D. Sabonis,,82-85,,
3:18.0,V. Oladipo makes 2-pt shot from 2 ft,2,84-85,,
3:05.0,,,84-87,2,K. Walker makes 2-pt shot from 20 ft
2:45.0,V. Oladipo makes 2-pt shot from 1 ft (assist by D. Sabonis),2,86-87,,
2:33.0,,,86-87,,Shooting foul by M. Turner (drawn by K. Walker)
2:33.0,,,86-88,1,K. Walker makes free throw 1 of 2
2:33.0,,,86-88,,M. Carter-Williams enters the game for M. Kidd-Gilchrist
2:33.0,L. Stephenson enters the game for M. Turner,,86-88,,
2:33.0,,,86-89,1,K. Walker makes free throw 2 of 2
2:25.0,Turnover by D. Sabonis (bad pass; steal by C. Zeller),,86-89,,
2:12.0,,,86-89,,Turnover by K. Walker (bad pass; steal by V. Oladipo)
2:05.0,C. Joseph misses 3-pt shot from 26 ft,,86-89,,
2:01.0,,,86-89,,Defensive rebound by C. Zeller
1:41.0,,,86-91,2,K. Walker makes 2-pt shot from 6 ft
1:29.0,V. Oladipo makes 2-pt shot from 1 ft,2,88-91,,
1:29.0,Shooting foul by C. Zeller (drawn by V. Oladipo),,88-91,,
1:29.0,,,88-91,,J. Lamb enters the game for N. Batum
1:29.0,T. Leaf enters the game for B. Bogdanovic,,88-91,,
1:29.0,V. Oladipo misses free throw 1 of 1,,88-91,,
1:25.0,,,88-91,,Defensive rebound by T. Graham
1:14.0,,,88-94,3,K. Walker makes 3-pt shot from 26 ft
1:02.0,Indiana full timeout,,88-94,,
0:52.0,V. Oladipo misses 2-pt shot from 2 ft,,88-94,,
0:52.0,,,88-94,,Defensive rebound by Team
0:52.0,Loose ball foul by D. Sabonis (drawn by K. Walker),,88-94,,
0:52.0,,,88-95,1,K. Walker makes free throw 1 of 2
0:52.0,,,88-96,1,K. Walker makes free throw 2 of 2
0:31.0,L. Stephenson makes 3-pt shot from 25 ft (assist by T. Leaf),3,91-96,,
0:12.0,,,91-96,,C. Zeller misses 2-pt shot from 1 ft
0:10.0,Defensive rebound by C. Joseph,,91-96,,
0:00.0,L. Stephenson misses 3-pt shot from 28 ft,,91-96,,
0:00.0,Offensive rebound by Team,,91-96,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:39.0,,,91-98,2,J. Lamb makes 2-pt shot from 8 ft (assist by T. Graham)
11:27.0,C. Joseph makes 2-pt shot from 15 ft (assist by L. Stephenson),2,93-98,,
11:01.0,,,93-101,3,K. Walker makes 3-pt shot from 25 ft
10:52.0,C. Joseph misses 3-pt shot from 26 ft,,93-101,,
10:48.0,Offensive rebound by Team,,93-101,,
10:45.0,Shooting foul by C. Zeller (drawn by D. Sabonis),,93-101,,
10:45.0,D. Sabonis makes free throw 1 of 2,1,94-101,,
10:45.0,D. Sabonis makes free throw 2 of 2,1,95-101,,
10:34.0,,,95-101,,Shooting foul by C. Joseph (drawn by J. Lamb)
10:34.0,,,95-102,1,J. Lamb makes free throw 1 of 2
10:34.0,,,95-103,1,J. Lamb makes free throw 2 of 2
10:26.0,Shooting foul by C. Zeller (drawn by L. Stephenson),,95-103,,
10:26.0,L. Stephenson makes free throw 1 of 2,1,96-103,,
10:26.0,L. Stephenson makes free throw 2 of 2,1,97-103,,
10:04.0,,,97-105,2,J. Lamb makes 2-pt shot from 9 ft (assist by C. Zeller)
10:04.0,,,97-105,,Shooting foul by C. Joseph (drawn by J. Lamb)
10:04.0,,,97-106,1,J. Lamb makes free throw 1 of 1
9:50.0,Turnover by L. Stephenson (bad pass; steal by T. Graham),,97-106,,
9:45.0,,,97-108,2,K. Walker makes 2-pt shot from 1 ft (assist by T. Graham)
9:38.0,Indiana full timeout,,97-108,,
9:38.0,T. Young enters the game for T. Leaf,,97-108,,
9:23.0,T. Young makes 2-pt shot at rim (assist by L. Stephenson),2,99-108,,
9:07.0,,,99-108,,Turnover by C. Zeller (bad pass; steal by T. Young)
9:03.0,Turnover by T. Young (bad pass; steal by M. Carter-Williams),,99-108,,
8:48.0,,,99-108,,Turnover by C. Zeller (bad pass; steal by D. Sabonis)
8:40.0,Shooting foul by C. Zeller (drawn by D. Sabonis),,99-108,,
8:40.0,D. Sabonis makes free throw 1 of 2,1,100-108,,
8:40.0,,,100-108,,D. Howard enters the game for T. Graham
8:40.0,,,100-108,,F. Kaminsky enters the game for C. Zeller
8:40.0,D. Sabonis makes free throw 2 of 2,1,101-108,,
8:21.0,,,101-108,,Shooting foul by D. Sabonis (drawn by K. Walker)
8:21.0,,,101-109,1,K. Walker makes free throw 1 of 2
8:21.0,M. Turner enters the game for D. Sabonis,,101-109,,
8:21.0,,,101-110,1,K. Walker makes free throw 2 of 2
8:08.0,L. Stephenson makes 2-pt shot from 18 ft,2,103-110,,
7:51.0,Personal foul by L. Stephenson (drawn by M. Carter-Williams),,103-110,,
7:39.0,,,103-110,,M. Carter-Williams misses 3-pt shot from 23 ft
7:35.0,,,103-110,,Offensive rebound by F. Kaminsky
7:23.0,,,103-112,2,M. Carter-Williams makes 2-pt shot from 7 ft
7:14.0,L. Stephenson makes 2-pt shot from 1 ft,2,105-112,,
7:03.0,,,105-112,,Offensive foul by D. Howard (drawn by M. Turner)
7:03.0,,,105-112,,Turnover by D. Howard (offensive foul)
7:03.0,V. Oladipo enters the game for D. Collison,,105-112,,
6:51.0,,,105-112,,Personal foul by J. Lamb (drawn by L. Stephenson)
6:51.0,B. Bogdanovic enters the game for L. Stephenson,,105-112,,
6:43.0,V. Oladipo makes 2-pt shot from 16 ft,2,107-112,,
6:23.0,,,107-114,2,F. Kaminsky makes 2-pt shot from 9 ft (assist by J. Lamb)
6:11.0,V. Oladipo makes 3-pt shot from 26 ft,3,110-114,,
5:57.0,,,110-114,,N. Batum enters the game for J. Lamb
5:44.0,,,110-114,,M. Carter-Williams misses 2-pt shot from 2 ft
5:39.0,,,110-114,,Offensive rebound by D. Howard
5:39.0,,,110-116,2,D. Howard makes 2-pt shot at rim
5:29.0,T. Young misses 3-pt shot from 23 ft,,110-116,,
5:26.0,,,110-116,,Defensive rebound by F. Kaminsky
5:20.0,,,110-118,2,K. Walker makes 2-pt shot from 1 ft
5:03.0,V. Oladipo misses 2-pt shot from 15 ft (block by M. Carter-Williams),,110-118,,
4:57.0,Offensive rebound by V. Oladipo,,110-118,,
4:56.0,V. Oladipo misses 2-pt shot from 17 ft,,110-118,,
4:54.0,,,110-118,,Defensive rebound by F. Kaminsky
4:44.0,,,110-118,,F. Kaminsky misses 2-pt shot from 10 ft
4:44.0,Defensive rebound by M. Turner,,110-118,,
4:40.0,Shooting foul by M. Carter-Williams (drawn by V. Oladipo),,110-118,,
4:40.0,V. Oladipo makes free throw 1 of 2,1,111-118,,
4:40.0,V. Oladipo makes free throw 2 of 2,1,112-118,,
4:23.0,,,112-118,,M. Carter-Williams misses 2-pt shot from 7 ft
4:19.0,Defensive rebound by M. Turner,,112-118,,
4:15.0,Indiana full timeout,,112-118,,
4:15.0,,,112-118,,T. Graham enters the game for F. Kaminsky
4:15.0,L. Stephenson enters the game for T. Young,,112-118,,
