time,Indiana,pts.away,score,pts.home,Cleveland
5:37.0,,,7-12,,Shooting foul by M. Turner (drawn by T. Thompson)
5:37.0,,,7-13,1,T. Thompson makes free throw 1 of 2
5:37.0,,,7-14,1,T. Thompson makes free throw 2 of 2
5:26.0,Offensive charge foul by T. Young (drawn by K. Korver),,7-14,,
5:26.0,Turnover by T. Young (offensive foul),,7-14,,
5:07.0,,,7-16,2,T. Thompson makes 2-pt shot at rim (assist by J. Smith)
4:43.0,T. Young makes 2-pt shot from 1 ft,2,9-16,,
4:30.0,,,9-16,,K. Korver misses 3-pt shot from 22 ft
4:28.0,,,9-16,,Offensive rebound by T. Thompson
4:23.0,,,9-19,3,K. Korver makes 3-pt shot from 23 ft (assist by T. Thompson)
4:05.0,,,9-19,,Personal foul by K. Korver (drawn by B. Bogdanovic)
4:05.0,D. Sabonis enters the game for B. Bogdanovic,,9-19,,
4:05.0,L. Stephenson enters the game for M. Turner,,9-19,,
3:54.0,D. Collison makes 2-pt shot from 18 ft,2,11-19,,
3:38.0,,,11-19,,J. Green enters the game for K. Korver
3:37.0,Personal foul by D. Collison (drawn by J. Green),,11-19,,
3:37.0,C. Joseph enters the game for D. Collison,,11-19,,
3:27.0,,,11-21,2,L. James makes 2-pt shot from 20 ft
3:14.0,L. Stephenson makes 3-pt shot from 29 ft (assist by T. Young),3,14-21,,
3:02.0,Personal foul by L. Stephenson,,14-21,,
3:02.0,Technical foul by L. Stephenson,,14-21,,
3:02.0,,,14-22,1,L. James makes technical free throw
3:02.0,,,14-23,1,L. James makes free throw 1 of 2
3:02.0,,,14-24,1,L. James makes free throw 2 of 2
2:45.0,Turnover by T. Young (bad pass; steal by J. Green),,14-24,,
2:33.0,,,14-26,2,L. James makes 2-pt shot from 19 ft
2:08.0,D. Sabonis makes 2-pt shot at rim (assist by C. Joseph),2,16-26,,
2:08.0,,,16-26,,Cleveland full timeout
2:08.0,,,16-26,,R. Hood enters the game for K. Love
1:58.0,Personal foul by L. Stephenson (drawn by J. Green),,16-26,,
1:58.0,,,16-27,1,J. Green makes free throw 1 of 2
1:58.0,T. Booker enters the game for T. Young,,16-27,,
1:58.0,,,16-27,,J. Green misses free throw 2 of 2
1:56.0,Defensive rebound by D. Sabonis,,16-27,,
1:37.0,Turnover by C. Joseph (traveling),,16-27,,
1:25.0,,,16-29,2,J. Green makes 2-pt shot from 2 ft (assist by L. James)
1:14.0,,,16-29,,Personal foul by T. Thompson (drawn by V. Oladipo)
1:14.0,,,16-29,,L. Nance enters the game for T. Thompson
1:14.0,B. Bogdanovic enters the game for V. Oladipo,,16-29,,
1:14.0,,,16-29,,J. Clarkson enters the game for J. Smith
1:01.0,L. Stephenson makes 3-pt shot from 30 ft (assist by B. Bogdanovic),3,19-29,,
0:40.0,,,19-29,,J. Green misses 2-pt shot from 9 ft
0:38.0,Defensive rebound by L. Stephenson,,19-29,,
0:31.0,,,19-29,,Violation by L. Nance (kicked ball)
0:23.0,L. Stephenson misses 2-pt shot from 17 ft,,19-29,,
0:20.0,,,19-29,,Defensive rebound by R. Hood
0:00.0,,,19-31,2,L. James makes 2-pt shot from 22 ft
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:41.0,D. Sabonis misses 2-pt shot from 8 ft,,19-31,,
11:39.0,Offensive rebound by T. Booker,,19-31,,
11:37.0,T. Booker makes 2-pt shot at rim,2,21-31,,
11:17.0,,,21-33,2,L. James makes 2-pt shot from 13 ft
10:57.0,,,21-33,,Personal block foul by L. James (drawn by D. Sabonis)
10:44.0,Turnover by B. Bogdanovic (out of bounds lost ball),,21-33,,
10:28.0,,,21-33,,L. Nance misses 2-pt shot from 14 ft
10:25.0,Defensive rebound by T. Booker,,21-33,,
10:18.0,C. Joseph misses 3-pt shot from 27 ft,,21-33,,
10:14.0,,,21-33,,Defensive rebound by L. Nance
10:09.0,,,21-35,2,L. James makes 2-pt shot from 15 ft
9:54.0,Indiana full timeout,,21-35,,
9:54.0,D. Collison enters the game for L. Stephenson,,21-35,,
9:35.0,B. Bogdanovic misses 2-pt shot from 15 ft,,21-35,,
9:32.0,,,21-35,,Defensive rebound by L. Nance
9:26.0,Personal foul by B. Bogdanovic (drawn by L. James),,21-35,,
9:26.0,V. Oladipo enters the game for T. Booker,,21-35,,
9:26.0,M. Turner enters the game for B. Bogdanovic,,21-35,,
9:19.0,,,21-35,,J. Green misses 3-pt shot from 24 ft
9:16.0,Defensive rebound by V. Oladipo,,21-35,,
9:10.0,,,21-35,,Violation by L. Nance (kicked ball)
9:00.0,V. Oladipo makes 3-pt shot from 25 ft,3,24-35,,
8:41.0,,,24-35,,J. Clarkson misses 2-pt shot from 15 ft
8:39.0,Defensive rebound by D. Sabonis,,24-35,,
8:26.0,C. Joseph makes 3-pt shot from 27 ft (assist by V. Oladipo),3,27-35,,
7:59.0,,,27-35,,L. Nance misses 2-pt shot from 8 ft
7:59.0,Defensive rebound by Team,,27-35,,
7:59.0,,,27-35,,J. Smith enters the game for L. Nance
7:59.0,,,27-35,,T. Thompson enters the game for J. Green
7:36.0,D. Collison makes 2-pt shot from 3 ft,2,29-35,,
7:15.0,,,29-35,,J. Clarkson misses 2-pt shot from 9 ft
7:13.0,Defensive rebound by C. Joseph,,29-35,,
6:58.0,D. Sabonis misses 2-pt shot from 15 ft,,29-35,,
6:56.0,Offensive rebound by D. Sabonis,,29-35,,
6:54.0,Shooting foul by R. Hood (drawn by D. Collison),,29-35,,
6:54.0,D. Collison makes free throw 1 of 2,1,30-35,,
6:54.0,,,30-35,,K. Korver enters the game for R. Hood
6:54.0,,,30-35,,K. Love enters the game for J. Clarkson
6:54.0,D. Collison makes free throw 2 of 2,1,31-35,,
6:35.0,,,31-37,2,T. Thompson makes 2-pt shot at rim (assist by L. James)
6:28.0,Turnover by D. Collison (lost ball; steal by L. James),,31-37,,
6:21.0,,,31-37,,J. Smith misses 3-pt shot from 22 ft
6:19.0,,,31-37,,Offensive rebound by L. James
6:17.0,,,31-37,,L. James misses 2-pt shot from 1 ft
6:17.0,Defensive rebound by V. Oladipo,,31-37,,
6:08.0,D. Sabonis makes 2-pt shot from 16 ft (assist by D. Collison),2,33-37,,
6:07.0,,,33-37,,Cleveland full timeout
6:07.0,L. Stephenson enters the game for C. Joseph,,33-37,,
6:07.0,T. Young enters the game for M. Turner,,33-37,,
5:42.0,,,33-40,3,K. Love makes 3-pt shot from 25 ft (assist by L. James)
5:28.0,D. Sabonis misses 2-pt shot from 13 ft,,33-40,,
5:27.0,,,33-40,,Defensive rebound by L. James
5:11.0,,,33-42,2,T. Thompson makes 2-pt shot from 1 ft (assist by L. James)
4:57.0,V. Oladipo makes 2-pt shot at rim,2,35-42,,
4:34.0,,,35-44,2,L. James makes 2-pt shot at rim
4:26.0,L. Stephenson makes 2-pt shot from 1 ft,2,37-44,,
4:09.0,,,37-46,2,L. James makes 2-pt shot at rim (assist by K. Love)
3:51.0,L. Stephenson misses 3-pt shot from 24 ft,,37-46,,
3:47.0,,,37-46,,Defensive rebound by L. James
3:40.0,,,37-46,,L. James misses 2-pt shot at rim
3:40.0,,,37-46,,Offensive rebound by L. James
3:40.0,,,37-48,2,L. James makes 2-pt shot at rim
3:40.0,,,37-48,,Shooting foul by D. Sabonis (drawn by L. James)
3:40.0,B. Bogdanovic enters the game for D. Sabonis,,37-48,,
3:40.0,M. Turner enters the game for L. Stephenson,,37-48,,
3:40.0,,,37-49,1,L. James makes free throw 1 of 1
3:38.0,Indiana full timeout,,37-49,,
3:31.0,,,37-49,,Personal foul by J. Smith (drawn by M. Turner)
3:28.0,Turnover by V. Oladipo (traveling),,37-49,,
3:08.0,,,37-51,2,L. James makes 2-pt shot from 14 ft
2:45.0,D. Collison makes 2-pt shot from 22 ft,2,39-51,,
2:19.0,,,39-51,,L. James misses 2-pt shot from 15 ft
2:16.0,Defensive rebound by V. Oladipo,,39-51,,
2:05.0,D. Collison makes 2-pt shot from 4 ft,2,41-51,,
1:53.0,,,41-51,,J. Smith misses 3-pt shot from 24 ft
1:51.0,,,41-51,,Offensive rebound by K. Love
1:51.0,,,41-51,,K. Love misses 2-pt shot at rim
1:51.0,,,41-51,,Offensive rebound by K. Love
1:51.0,Personal foul by M. Turner (drawn by K. Love),,41-51,,
1:40.0,,,41-51,,K. Korver misses 3-pt shot from 26 ft
1:37.0,,,41-51,,Offensive rebound by J. Smith
1:35.0,,,41-54,3,J. Smith makes 3-pt shot from 25 ft
1:18.0,Turnover by B. Bogdanovic (lost ball; steal by L. James),,41-54,,
1:06.0,,,41-54,,J. Smith misses 3-pt shot from 23 ft
1:04.0,,,41-54,,Offensive rebound by T. Thompson
0:42.0,,,41-54,,L. James misses 2-pt shot from 22 ft
0:40.0,,,41-54,,Offensive rebound by T. Thompson
0:39.0,,,41-54,,Turnover by T. Thompson (lost ball; steal by V. Oladipo)
0:30.0,Shooting foul by K. Love (drawn by V. Oladipo),,41-54,,
0:30.0,V. Oladipo misses free throw 1 of 2,,41-54,,
0:30.0,Offensive rebound by Team,,41-54,,
0:30.0,D. Sabonis enters the game for M. Turner,,41-54,,
0:30.0,,,41-54,,J. Green enters the game for K. Love
0:30.0,V. Oladipo misses free throw 2 of 2,,41-54,,
0:27.0,,,41-54,,Defensive rebound by K. Korver
0:08.0,,,41-54,,L. James misses 2-pt shot at rim
0:06.0,Defensive rebound by V. Oladipo,,41-54,,
0:04.0,D. Collison makes 2-pt shot from 2 ft (assist by V. Oladipo),2,43-54,,
0:00.0,,,43-54,,J. Green misses 2-pt shot from 5 ft
0:00.0,,,43-54,,Offensive rebound by T. Thompson
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:49.0,M. Turner misses 3-pt shot from 27 ft,,43-54,,
11:46.0,,,43-54,,Defensive rebound by K. Korver
11:33.0,,,43-54,,K. Korver misses 2-pt shot from 16 ft
11:33.0,,,43-54,,Offensive rebound by Team
11:33.0,Loose ball foul by M. Turner (drawn by T. Thompson),,43-54,,
11:21.0,,,43-54,,Shooting foul by D. Collison (drawn by T. Thompson)
11:21.0,,,43-55,1,T. Thompson makes free throw 1 of 2
11:21.0,,,43-56,1,T. Thompson makes free throw 2 of 2
11:12.0,D. Collison makes 2-pt shot from 2 ft,2,45-56,,
11:12.0,,,45-56,,Violation by T. Thompson (def goaltending)
10:57.0,,,45-56,,Turnover by K. Korver (lost ball; steal by D. Collison)
10:46.0,,,45-56,,Violation by K. Love (kicked ball)
10:37.0,T. Young misses 2-pt shot at rim,,45-56,,
10:31.0,,,45-56,,Defensive rebound by L. James
10:23.0,,,45-56,,Offensive charge foul by K. Love (drawn by T. Young)
10:23.0,,,45-56,,Turnover by K. Love (offensive foul)
10:05.0,M. Turner makes 2-pt shot from 7 ft (assist by T. Young),2,47-56,,
9:39.0,,,47-56,,L. James misses 2-pt shot from 15 ft
9:37.0,Defensive rebound by T. Young,,47-56,,
9:35.0,Shooting foul by J. Smith (drawn by V. Oladipo),,47-56,,
9:35.0,V. Oladipo makes free throw 1 of 2,1,48-56,,
9:35.0,V. Oladipo makes free throw 2 of 2,1,49-56,,
9:18.0,,,49-56,,L. James misses 2-pt shot from 17 ft
9:14.0,Defensive rebound by V. Oladipo,,49-56,,
9:11.0,V. Oladipo makes 3-pt shot from 27 ft,3,52-56,,
9:11.0,,,52-56,,Cleveland full timeout
8:51.0,,,52-58,2,T. Thompson makes 2-pt shot from 2 ft (assist by L. James)
8:36.0,B. Bogdanovic misses 3-pt shot from 28 ft,,52-58,,
8:31.0,,,52-58,,Defensive rebound by K. Love
8:25.0,,,52-58,,Turnover by L. James (lost ball; steal by V. Oladipo)
8:23.0,B. Bogdanovic misses 2-pt shot from 4 ft (block by J. Smith),,52-58,,
8:20.0,Offensive rebound by T. Young,,52-58,,
8:18.0,T. Young misses 2-pt shot from 3 ft,,52-58,,
8:17.0,Offensive rebound by T. Young,,52-58,,
8:17.0,Shooting foul by T. Thompson (drawn by T. Young),,52-58,,
8:17.0,T. Young misses free throw 1 of 2,,52-58,,
8:17.0,Offensive rebound by Team,,52-58,,
8:17.0,T. Young makes free throw 2 of 2,1,53-58,,
8:09.0,Personal foul by T. Young (drawn by K. Love),,53-58,,
7:52.0,,,53-58,,J. Smith misses 3-pt shot from 23 ft
7:50.0,Defensive rebound by D. Collison,,53-58,,
7:38.0,T. Young makes 3-pt shot from 23 ft (assist by B. Bogdanovic),3,56-58,,
7:17.0,,,56-58,,Turnover by J. Smith (lost ball; steal by V. Oladipo)
7:13.0,B. Bogdanovic makes 3-pt shot from 24 ft (assist by V. Oladipo),3,59-58,,
7:12.0,,,59-58,,Cleveland full timeout
7:12.0,,,59-58,,G. Hill enters the game for K. Korver
6:58.0,,,59-58,,Turnover by G. Hill (turnover)
6:44.0,T. Young misses 3-pt shot from 23 ft,,59-58,,
6:39.0,Offensive rebound by M. Turner,,59-58,,
6:38.0,,,59-58,,Shooting block foul by K. Love (drawn by V. Oladipo)
6:38.0,V. Oladipo makes free throw 1 of 2,1,60-58,,
6:38.0,,,60-58,,J. Green enters the game for K. Love
6:38.0,V. Oladipo makes free throw 2 of 2,1,61-58,,
6:16.0,,,61-61,3,J. Smith makes 3-pt shot from 26 ft (assist by L. James)
5:52.0,,,61-61,,Personal foul by J. Smith (drawn by M. Turner)
5:40.0,V. Oladipo misses 2-pt shot from 1 ft,,61-61,,
5:37.0,,,61-61,,Defensive rebound by J. Smith
5:29.0,,,61-61,,Shooting foul by M. Turner (drawn by L. James)
5:29.0,,,61-61,,L. James misses free throw 1 of 2
5:29.0,,,61-61,,Offensive rebound by Team
5:29.0,D. Sabonis enters the game for M. Turner,,61-61,,
5:29.0,,,61-62,1,L. James makes free throw 2 of 2
5:13.0,V. Oladipo misses 2-pt shot from 3 ft (block by J. Green),,61-62,,
5:13.0,,,61-62,,Defensive rebound by Team
5:07.0,Personal foul by D. Collison,,61-62,,
5:07.0,Technical foul by D. Collison,,61-62,,
5:07.0,,,61-62,,L. James misses technical free throw
5:07.0,,,61-62,,Offensive rebound by Team
5:07.0,,,61-63,1,G. Hill makes free throw 1 of 2
5:07.0,,,61-64,1,G. Hill makes free throw 2 of 2
4:37.0,V. Oladipo makes 3-pt shot from 25 ft,3,64-64,,
4:22.0,,,64-66,2,L. James makes 2-pt shot from 1 ft (assist by G. Hill)
3:55.0,D. Sabonis misses 3-pt shot from 25 ft,,64-66,,
3:51.0,,,64-66,,Defensive rebound by G. Hill
3:36.0,,,64-69,3,L. James makes 3-pt shot from 25 ft (assist by J. Smith)
3:22.0,V. Oladipo makes 2-pt shot at rim,2,66-69,,
3:03.0,,,66-69,,G. Hill misses 3-pt shot from 25 ft
2:59.0,Defensive rebound by V. Oladipo,,66-69,,
2:52.0,V. Oladipo makes 2-pt shot from 9 ft,2,68-69,,
2:34.0,,,68-69,,Turnover by T. Thompson (traveling)
2:25.0,D. Collison misses 2-pt shot from 18 ft,,68-69,,
2:23.0,,,68-69,,Defensive rebound by L. James
2:23.0,Personal foul by D. Sabonis (drawn by L. James),,68-69,,
2:23.0,,,68-70,1,L. James makes free throw 1 of 2
2:23.0,,,68-71,1,L. James makes free throw 2 of 2
2:12.0,T. Young makes 2-pt shot at rim (assist by V. Oladipo),2,70-71,,
1:46.0,,,70-74,3,L. James makes 3-pt shot from 25 ft
1:38.0,Turnover by V. Oladipo (lost ball; steal by T. Thompson),,70-74,,
1:35.0,,,70-74,,Turnover by L. James (lost ball; steal by T. Young)
1:31.0,T. Young makes 2-pt shot from 1 ft,2,72-74,,
1:17.0,Personal foul by B. Bogdanovic (drawn by L. James),,72-74,,
1:17.0,,,72-74,,L. James misses free throw 1 of 2
1:17.0,,,72-74,,Offensive rebound by Team
1:17.0,,,72-74,,L. Nance enters the game for J. Smith
1:17.0,,,72-74,,K. Korver enters the game for T. Thompson
1:17.0,C. Joseph enters the game for D. Collison,,72-74,,
1:17.0,,,72-75,1,L. James makes free throw 2 of 2
1:00.0,B. Bogdanovic misses 3-pt shot from 30 ft,,72-75,,
1:00.0,Offensive rebound by Team,,72-75,,
1:00.0,,,72-75,,Loose ball foul by L. Nance (drawn by D. Sabonis)
1:00.0,D. Sabonis makes free throw 1 of 2,1,73-75,,
1:00.0,,,73-75,,J. Clarkson enters the game for L. James
1:00.0,L. Stephenson enters the game for V. Oladipo,,73-75,,
1:00.0,T. Booker enters the game for T. Young,,73-75,,
1:00.0,D. Sabonis makes free throw 2 of 2,1,74-75,,
0:44.0,,,74-75,,J. Green misses 3-pt shot from 24 ft
0:44.0,,,74-75,,Offensive rebound by Team
0:44.0,Loose ball foul by T. Booker (drawn by L. Nance),,74-75,,
0:44.0,,,74-75,,L. Nance misses free throw 1 of 2
0:44.0,,,74-75,,Offensive rebound by Team
0:44.0,,,74-76,1,L. Nance makes free throw 2 of 2
0:27.0,D. Sabonis misses 2-pt shot from 16 ft,,74-76,,
0:25.0,,,74-76,,Defensive rebound by L. Nance
0:01.0,,,74-76,,J. Clarkson misses 3-pt shot from 25 ft
0:01.0,Defensive rebound by T. Booker,,74-76,,
0:00.0,T. Booker misses 3-pt shot from 62 ft,,74-76,,
0:00.0,Offensive rebound by Team,,74-76,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:40.0,,,74-76,,Turnover by J. Clarkson (bad pass)
11:23.0,C. Joseph misses 2-pt shot from 16 ft,,74-76,,
11:19.0,,,74-76,,Defensive rebound by G. Hill
11:05.0,,,74-76,,Shooting foul by D. Sabonis (drawn by G. Hill)
11:05.0,,,74-77,1,G. Hill makes free throw 1 of 3
11:05.0,,,74-78,1,G. Hill makes free throw 2 of 3
11:05.0,,,74-78,,K. Love enters the game for K. Korver
11:05.0,,,74-79,1,G. Hill makes free throw 3 of 3
10:47.0,L. Stephenson misses 3-pt shot from 27 ft,,74-79,,
10:44.0,,,74-79,,Defensive rebound by K. Love
10:30.0,,,74-79,,K. Love misses 3-pt shot from 22 ft
10:28.0,,,74-79,,Offensive rebound by J. Clarkson
10:28.0,T. Young enters the game for T. Booker,,74-79,,
10:15.0,,,74-79,,J. Clarkson misses 2-pt shot from 2 ft
10:15.0,Defensive rebound by Team,,74-79,,
10:15.0,V. Oladipo enters the game for D. Collison,,74-79,,
9:55.0,T. Young misses 3-pt shot from 23 ft,,74-79,,
9:52.0,,,74-79,,Defensive rebound by G. Hill
9:42.0,,,74-82,3,K. Love makes 3-pt shot from 25 ft (assist by J. Green)
9:41.0,Indiana full timeout,,74-82,,
9:41.0,D. Collison enters the game for L. Stephenson,,74-82,,
9:41.0,B. Bogdanovic enters the game for C. Joseph,,74-82,,
9:28.0,D. Sabonis makes 2-pt shot at rim (assist by D. Collison),2,76-82,,
9:08.0,,,76-84,2,K. Love makes 2-pt shot from 13 ft (assist by G. Hill)
8:51.0,D. Sabonis misses 2-pt shot from 16 ft,,76-84,,
8:49.0,Offensive rebound by T. Young,,76-84,,
8:48.0,T. Young misses 2-pt shot at rim,,76-84,,
8:48.0,,,76-84,,Defensive rebound by J. Green
8:41.0,,,76-84,,Shooting foul by B. Bogdanovic (drawn by J. Green)
8:41.0,,,76-85,1,J. Green makes free throw 1 of 2
8:41.0,M. Turner enters the game for D. Sabonis,,76-85,,
8:41.0,,,76-86,1,J. Green makes free throw 2 of 2
8:32.0,,,76-86,,Violation by L. Nance (kicked ball)
8:25.0,M. Turner makes 2-pt shot from 1 ft (assist by T. Young),2,78-86,,
8:25.0,Shooting foul by L. Nance (drawn by M. Turner),,78-86,,
8:25.0,,,78-86,,L. James enters the game for J. Clarkson
8:25.0,M. Turner makes free throw 1 of 1,1,79-86,,
8:04.0,Shooting block foul by M. Turner (drawn by G. Hill),,79-86,,
8:04.0,,,79-87,1,G. Hill makes free throw 1 of 2
8:04.0,,,79-88,1,G. Hill makes free throw 2 of 2
7:51.0,T. Young misses 2-pt shot from 2 ft,,79-88,,
7:49.0,,,79-88,,Defensive rebound by L. Nance
7:35.0,,,79-91,3,K. Love makes 3-pt shot from 27 ft (assist by G. Hill)
7:12.0,Shooting foul by L. James (drawn by V. Oladipo),,79-91,,
7:12.0,V. Oladipo makes free throw 1 of 2,1,80-91,,
7:12.0,V. Oladipo makes free throw 2 of 2,1,81-91,,
6:52.0,,,81-91,,K. Love misses 2-pt shot from 2 ft
6:50.0,,,81-91,,Offensive rebound by G. Hill
6:48.0,,,81-93,2,G. Hill makes 2-pt shot at rim
6:41.0,V. Oladipo misses 2-pt shot from 17 ft,,81-93,,
6:39.0,,,81-93,,Defensive rebound by G. Hill
6:24.0,,,81-93,,Turnover by L. James (bad pass; steal by B. Bogdanovic)
6:20.0,Shooting foul by J. Green (drawn by M. Turner),,81-93,,
6:20.0,M. Turner makes free throw 1 of 2,1,82-93,,
6:20.0,M. Turner misses free throw 2 of 2,,82-93,,
6:15.0,Offensive rebound by T. Young,,82-93,,
6:12.0,D. Collison makes 2-pt shot from 2 ft,2,84-93,,
5:55.0,,,84-93,,G. Hill misses 3-pt shot from 23 ft
5:53.0,Defensive rebound by V. Oladipo,,84-93,,
5:48.0,V. Oladipo makes 2-pt shot from 1 ft,2,86-93,,
5:48.0,Shooting foul by J. Green (drawn by V. Oladipo),,86-93,,
5:48.0,,,86-93,,T. Thompson enters the game for J. Green
5:48.0,V. Oladipo misses free throw 1 of 1,,86-93,,
5:48.0,,,86-93,,Defensive rebound by L. James
5:48.0,,,86-93,,J. Smith enters the game for L. Nance
5:28.0,,,86-95,2,L. James makes 2-pt shot from 2 ft
5:28.0,Violation by M. Turner (def goaltending),,86-95,,
5:20.0,B. Bogdanovic misses 3-pt shot from 26 ft,,86-95,,
5:18.0,Offensive rebound by Team,,86-95,,
5:18.0,,,86-95,,Loose ball foul by K. Love (drawn by M. Turner)
5:18.0,M. Turner makes free throw 1 of 2,1,87-95,,
5:18.0,M. Turner makes free throw 2 of 2,1,88-95,,
5:03.0,Personal foul by B. Bogdanovic (drawn by L. James),,88-95,,
4:50.0,,,88-95,,T. Thompson misses 2-pt shot from 12 ft
4:48.0,Defensive rebound by M. Turner,,88-95,,
4:33.0,T. Young misses 2-pt shot from 3 ft,,88-95,,
4:33.0,,,88-95,,Defensive rebound by Team
4:33.0,Loose ball foul by M. Turner (drawn by J. Smith),,88-95,,
4:33.0,D. Sabonis enters the game for M. Turner,,88-95,,
4:33.0,,,88-96,1,J. Smith makes free throw 1 of 2
4:33.0,,,88-97,1,J. Smith makes free throw 2 of 2
4:33.0,Indiana full timeout,,88-97,,
4:09.0,D. Collison makes 2-pt shot from 4 ft,2,90-97,,
3:47.0,,,90-97,,K. Love misses 3-pt shot from 22 ft
3:43.0,,,90-97,,Offensive rebound by L. James
3:21.0,,,90-97,,L. James misses 3-pt shot from 25 ft
3:18.0,Defensive rebound by V. Oladipo,,90-97,,
3:06.0,Turnover by B. Bogdanovic (lost ball; steal by L. James),,90-97,,
2:47.0,,,90-97,,Shooting foul by D. Sabonis (drawn by T. Thompson)
2:47.0,,,90-98,1,T. Thompson makes free throw 1 of 2
2:47.0,,,90-98,,T. Thompson misses free throw 2 of 2
2:45.0,Defensive rebound by V. Oladipo,,90-98,,
2:31.0,V. Oladipo makes 2-pt shot from 17 ft,2,92-98,,
2:08.0,,,92-98,,Turnover by T. Thompson (traveling)
2:00.0,D. Collison misses 3-pt shot from 23 ft,,92-98,,
1:58.0,,,92-98,,Defensive rebound by Team
1:58.0,Loose ball foul by D. Sabonis (drawn by L. James),,92-98,,
1:58.0,,,92-99,1,L. James makes free throw 1 of 2
1:58.0,,,92-100,1,L. James makes free throw 2 of 2
1:39.0,D. Collison misses 2-pt shot from 4 ft (block by T. Thompson),,92-100,,
1:39.0,Offensive rebound by Team,,92-100,,
1:32.0,V. Oladipo misses 3-pt shot from 26 ft,,92-100,,
1:31.0,Offensive rebound by Team,,92-100,,
1:31.0,,,92-100,,Loose ball foul by L. James (drawn by D. Sabonis)
1:31.0,D. Sabonis makes free throw 1 of 2,1,93-100,,
1:31.0,D. Sabonis makes free throw 2 of 2,1,94-100,,
1:07.0,,,94-100,,L. James misses 2-pt shot from 16 ft
1:06.0,Defensive rebound by V. Oladipo,,94-100,,
0:58.0,V. Oladipo misses 2-pt shot from 1 ft (block by G. Hill),,94-100,,
