time,Washington,pts.away,score,pts.home,Detroit
8:01.0,R. Sessions misses free throw 1 of 2,,32-32,,
8:01.0,Offensive rebound by Team,,32-32,,
8:01.0,M. Gortat enters the game for I. Mahinmi,,32-32,,
8:01.0,R. Sessions makes free throw 2 of 2,1,33-32,,
7:47.0,,,33-32,,R. Jackson misses 2-pt shot from 7 ft
7:45.0,Defensive rebound by M. Scott,,33-32,,
7:42.0,K. Oubre makes 2-pt shot at rim (assist by R. Sessions),2,35-32,,
7:34.0,,,35-32,,Detroit full timeout
7:34.0,,,35-32,,S. Johnson enters the game for H. Ellenson
7:34.0,,,35-32,,A. Tolliver enters the game for E. Moreland
7:34.0,,,35-32,,A. Drummond enters the game for J. Ennis
7:26.0,Personal foul by K. Oubre (drawn by L. Kennard),,35-32,,
7:18.0,,,35-34,2,A. Tolliver makes 2-pt shot from 1 ft (assist by A. Drummond)
7:04.0,M. Scott misses 3-pt shot from 24 ft,,35-34,,
7:01.0,,,35-34,,Defensive rebound by A. Drummond
6:54.0,,,35-34,,Turnover by R. Jackson (lost ball; steal by R. Sessions)
6:46.0,M. Gortat makes 2-pt shot from 11 ft (assist by R. Sessions),2,37-34,,
6:31.0,,,37-34,,Shooting foul by T. Satoransky (drawn by L. Kennard)
6:31.0,,,37-35,1,L. Kennard makes free throw 1 of 2
6:31.0,M. Morris enters the game for R. Sessions,,37-35,,
6:31.0,B. Beal enters the game for M. Scott,,37-35,,
6:31.0,,,37-35,,L. Kennard misses free throw 2 of 2
6:28.0,Defensive rebound by M. Gortat,,37-35,,
6:19.0,K. Oubre misses 3-pt shot from 23 ft,,37-35,,
6:14.0,Offensive rebound by B. Beal,,37-35,,
6:07.0,K. Oubre misses 2-pt shot from 10 ft,,37-35,,
6:07.0,,,37-35,,Defensive rebound by A. Drummond
5:59.0,,,37-35,,R. Jackson misses 3-pt shot from 25 ft
5:57.0,Defensive rebound by M. Gortat,,37-35,,
5:50.0,T. Satoransky makes 2-pt shot from 17 ft (assist by M. Gortat),2,39-35,,
5:26.0,,,39-35,,L. Kennard misses 2-pt shot from 7 ft
5:24.0,,,39-35,,Offensive rebound by A. Drummond
5:19.0,,,39-35,,R. Jackson misses 3-pt shot from 23 ft
5:17.0,,,39-35,,Offensive rebound by A. Drummond
5:14.0,,,39-35,,A. Drummond misses 2-pt shot from 7 ft
5:12.0,,,39-35,,Offensive rebound by A. Tolliver
5:10.0,,,39-35,,S. Johnson misses 3-pt shot from 24 ft
5:08.0,Defensive rebound by M. Gortat,,39-35,,
5:02.0,M. Morris misses 3-pt shot from 25 ft,,39-35,,
5:01.0,,,39-35,,Defensive rebound by Team
5:01.0,,,39-35,,I. Smith enters the game for R. Jackson
5:01.0,,,39-35,,R. Bullock enters the game for L. Kennard
4:43.0,,,39-37,2,A. Tolliver makes 2-pt shot from 5 ft (assist by A. Drummond)
4:43.0,,,39-37,,Shooting foul by M. Gortat (drawn by A. Tolliver)
4:43.0,O. Porter enters the game for K. Oubre,,39-37,,
4:43.0,,,39-38,1,A. Tolliver makes free throw 1 of 1
4:23.0,T. Satoransky misses 2-pt shot from 17 ft,,39-38,,
4:19.0,,,39-38,,Defensive rebound by A. Drummond
4:13.0,,,39-40,2,I. Smith makes 2-pt shot from 13 ft
4:00.0,Turnover by O. Porter (bad pass; steal by S. Johnson),,39-40,,
3:57.0,,,39-42,2,R. Bullock makes 2-pt shot from 1 ft
3:57.0,Washington full timeout,,39-42,,
3:44.0,B. Beal misses 3-pt shot from 24 ft,,39-42,,
3:42.0,,,39-42,,Defensive rebound by I. Smith
3:32.0,,,39-42,,S. Johnson misses 2-pt shot from 2 ft
3:32.0,Defensive rebound by B. Beal,,39-42,,
3:28.0,Shooting foul by I. Smith (drawn by B. Beal),,39-42,,
3:28.0,B. Beal makes free throw 1 of 2,1,40-42,,
3:28.0,B. Beal makes free throw 2 of 2,1,41-42,,
3:12.0,,,41-44,2,A. Tolliver makes 2-pt shot from 3 ft (assist by R. Bullock)
2:53.0,M. Morris makes 3-pt shot from 24 ft (assist by T. Satoransky),3,44-44,,
2:40.0,,,44-47,3,R. Bullock makes 3-pt shot from 25 ft (assist by A. Tolliver)
2:22.0,T. Satoransky makes 3-pt shot from 23 ft (assist by M. Morris),3,47-47,,
2:04.0,,,47-49,2,R. Bullock makes 2-pt shot from 15 ft (assist by A. Drummond)
1:42.0,O. Porter makes 2-pt shot from 21 ft,2,49-49,,
1:25.0,,,49-49,,A. Drummond misses 2-pt shot from 1 ft
1:24.0,Defensive rebound by B. Beal,,49-49,,
1:19.0,B. Beal misses 2-pt shot from 19 ft,,49-49,,
1:15.0,Offensive rebound by M. Gortat,,49-49,,
1:13.0,O. Porter misses 2-pt shot from 22 ft,,49-49,,
1:13.0,Offensive rebound by Team,,49-49,,
1:13.0,,,49-49,,Personal foul by A. Drummond (drawn by M. Gortat)
1:13.0,,,49-49,,E. Moreland enters the game for A. Drummond
0:58.0,M. Morris misses 2-pt shot from 20 ft,,49-49,,
0:56.0,,,49-49,,Defensive rebound by Team
0:40.0,,,49-49,,Offensive foul by E. Moreland (drawn by M. Morris)
0:40.0,,,49-49,,Turnover by E. Moreland (offensive foul)
0:31.0,O. Porter misses 3-pt shot from 26 ft,,49-49,,
0:28.0,,,49-49,,Defensive rebound by I. Smith
0:22.0,,,49-49,,I. Smith misses 2-pt shot from 4 ft
0:21.0,Defensive rebound by M. Gortat,,49-49,,
0:02.0,Offensive foul by M. Gortat (drawn by S. Johnson),,49-49,,
0:02.0,Turnover by M. Gortat (offensive foul),,49-49,,
0:00.0,,,49-49,,I. Smith misses 3-pt shot from 48 ft
0:00.0,,,49-49,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:37.0,,,49-49,,Turnover by R. Jackson (out of bounds lost ball)
11:23.0,T. Satoransky misses 3-pt shot from 25 ft,,49-49,,
11:19.0,,,49-49,,Defensive rebound by A. Drummond
11:11.0,,,49-51,2,R. Jackson makes 2-pt shot from 18 ft
10:54.0,Turnover by O. Porter (bad pass; steal by A. Tolliver),,49-51,,
10:46.0,,,49-54,3,A. Tolliver makes 3-pt shot from 27 ft (assist by S. Johnson)
10:26.0,M. Morris makes 2-pt shot from 2 ft (assist by T. Satoransky),2,51-54,,
10:00.0,,,51-54,,R. Bullock misses 2-pt shot from 12 ft
9:59.0,Defensive rebound by M. Gortat,,51-54,,
9:54.0,O. Porter misses 2-pt shot from 20 ft,,51-54,,
9:54.0,,,51-54,,Defensive rebound by Team
9:43.0,,,51-54,,S. Johnson misses 2-pt shot at rim (block by O. Porter)
9:42.0,Defensive rebound by M. Morris,,51-54,,
9:32.0,T. Satoransky makes 2-pt shot from 19 ft (assist by M. Morris),2,53-54,,
9:31.0,,,53-54,,Detroit full timeout
9:19.0,,,53-57,3,R. Bullock makes 3-pt shot from 24 ft (assist by R. Jackson)
9:02.0,M. Gortat makes 2-pt shot from 4 ft (assist by T. Satoransky),2,55-57,,
8:35.0,,,55-57,,R. Jackson misses 3-pt shot from 25 ft
8:33.0,Defensive rebound by B. Beal,,55-57,,
8:33.0,Washington full timeout,,55-57,,
8:33.0,K. Oubre enters the game for O. Porter,,55-57,,
8:22.0,B. Beal misses 2-pt shot from 16 ft,,55-57,,
8:20.0,,,55-57,,Defensive rebound by R. Bullock
8:08.0,,,55-57,,Turnover by R. Jackson (bad pass; steal by B. Beal)
8:06.0,Turnover by B. Beal (bad pass; steal by R. Bullock),,55-57,,
7:52.0,,,55-60,3,S. Johnson makes 3-pt shot from 25 ft (assist by R. Bullock)
7:27.0,Turnover by B. Beal (out of bounds lost ball),,55-60,,
7:14.0,,,55-62,2,A. Drummond makes 2-pt shot from 1 ft
7:14.0,,,55-62,,Shooting foul by M. Gortat (drawn by A. Drummond)
7:14.0,,,55-63,1,A. Drummond makes free throw 1 of 1
6:56.0,B. Beal makes 3-pt shot from 22 ft (assist by T. Satoransky),3,58-63,,
6:41.0,,,58-63,,Turnover by R. Jackson (bad pass; steal by T. Satoransky)
6:41.0,,,58-63,,Personal foul by R. Jackson (drawn by B. Beal)
6:24.0,Turnover by B. Beal (lost ball; steal by S. Johnson),,58-63,,
6:20.0,,,58-63,,R. Bullock misses 3-pt shot from 24 ft
6:15.0,Defensive rebound by M. Gortat,,58-63,,
6:14.0,Offensive charge foul by T. Satoransky (drawn by A. Tolliver),,58-63,,
6:14.0,Turnover by T. Satoransky (offensive foul),,58-63,,
5:57.0,,,58-63,,S. Johnson misses 2-pt shot from 3 ft (block by M. Morris)
5:56.0,,,58-63,,Offensive rebound by A. Drummond
5:52.0,,,58-63,,A. Drummond misses 2-pt shot from 1 ft
5:49.0,,,58-63,,Offensive rebound by A. Drummond
5:49.0,,,58-65,2,A. Drummond makes 2-pt shot at rim
5:38.0,B. Beal misses 3-pt shot from 26 ft,,58-65,,
5:36.0,,,58-65,,Defensive rebound by A. Tolliver
5:32.0,,,58-65,,A. Drummond misses 2-pt shot from 5 ft
5:30.0,Defensive rebound by M. Gortat,,58-65,,
5:17.0,K. Oubre makes 2-pt shot from 18 ft (assist by M. Gortat),2,60-65,,
5:01.0,,,60-65,,A. Tolliver misses 3-pt shot from 28 ft
4:58.0,Defensive rebound by T. Satoransky,,60-65,,
4:47.0,M. Morris makes 2-pt shot from 9 ft,2,62-65,,
4:29.0,,,62-67,2,R. Jackson makes 2-pt shot from 9 ft
4:08.0,M. Morris misses 2-pt shot from 7 ft,,62-67,,
4:05.0,,,62-67,,Defensive rebound by A. Drummond
3:57.0,,,62-69,2,A. Drummond makes 2-pt shot at rim (assist by R. Jackson)
3:56.0,Washington full timeout,,62-69,,
3:56.0,,,62-69,,H. Ellenson enters the game for R. Jackson
3:56.0,,,62-69,,I. Smith enters the game for R. Bullock
3:56.0,,,62-69,,L. Kennard enters the game for A. Tolliver
3:33.0,Turnover by B. Beal (lost ball; steal by L. Kennard),,62-69,,
3:29.0,,,62-69,,L. Kennard misses 3-pt shot from 25 ft
3:25.0,Defensive rebound by M. Gortat,,62-69,,
3:10.0,B. Beal makes 2-pt shot from 10 ft (assist by M. Gortat),2,64-69,,
2:48.0,,,64-69,,Shooting foul by B. Beal (drawn by L. Kennard)
2:48.0,,,64-70,1,L. Kennard makes free throw 1 of 2
2:48.0,M. Scott enters the game for M. Morris,,64-70,,
2:48.0,R. Sessions enters the game for T. Satoransky,,64-70,,
2:48.0,,,64-71,1,L. Kennard makes free throw 2 of 2
2:32.0,B. Beal misses 2-pt shot from 14 ft,,64-71,,
2:30.0,,,64-71,,Defensive rebound by A. Drummond
2:23.0,,,64-73,2,I. Smith makes 2-pt shot from 16 ft
1:59.0,M. Scott makes 2-pt shot from 14 ft (assist by B. Beal),2,66-73,,
1:50.0,,,66-75,2,A. Drummond makes 2-pt shot at rim (assist by I. Smith)
1:29.0,B. Beal misses 3-pt shot from 27 ft,,66-75,,
1:27.0,,,66-75,,Defensive rebound by A. Drummond
1:17.0,,,66-77,2,I. Smith makes 2-pt shot from 15 ft
0:58.0,R. Sessions misses 2-pt shot from 9 ft,,66-77,,
0:56.0,,,66-77,,Defensive rebound by A. Drummond
0:52.0,,,66-79,2,A. Drummond makes 2-pt shot from 1 ft (assist by L. Kennard)
0:40.0,Turnover by M. Scott (lost ball; steal by S. Johnson),,66-79,,
0:34.0,,,66-79,,Turnover by A. Drummond (bad pass; steal by B. Beal)
0:29.0,B. Beal misses 3-pt shot from 27 ft,,66-79,,
0:27.0,,,66-79,,Defensive rebound by I. Smith
0:14.0,,,66-81,2,A. Drummond makes 2-pt shot from 6 ft (assist by I. Smith)
0:00.0,Turnover by M. Gortat (bad pass; steal by L. Kennard),,66-81,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:38.0,M. Scott misses 2-pt shot from 18 ft,,66-81,,
11:32.0,,,66-81,,Defensive rebound by H. Ellenson
11:26.0,,,66-81,,I. Smith misses 3-pt shot from 25 ft
11:23.0,Defensive rebound by K. Oubre,,66-81,,
11:17.0,Turnover by J. Meeks (out of bounds lost ball),,66-81,,
10:56.0,,,66-81,,H. Ellenson misses 2-pt shot from 14 ft
10:54.0,,,66-81,,Offensive rebound by Team
10:54.0,M. Morris enters the game for I. Mahinmi,,66-81,,
10:46.0,,,66-81,,Offensive foul by E. Moreland (drawn by M. Morris)
10:46.0,,,66-81,,Turnover by E. Moreland (offensive foul)
10:37.0,K. Oubre misses 3-pt shot from 26 ft,,66-81,,
10:34.0,,,66-81,,Defensive rebound by H. Ellenson
10:24.0,,,66-81,,J. Ennis misses 3-pt shot from 28 ft
10:20.0,Defensive rebound by J. Meeks,,66-81,,
10:13.0,R. Sessions makes 2-pt shot from 7 ft,2,68-81,,
9:57.0,,,68-81,,Turnover by J. Ennis (bad pass; steal by K. Oubre)
9:52.0,K. Oubre makes 2-pt shot at rim (assist by J. Meeks),2,70-81,,
9:32.0,,,70-83,2,H. Ellenson makes 2-pt shot from 8 ft (assist by E. Moreland)
9:11.0,M. Morris makes 2-pt shot from 4 ft (assist by R. Sessions),2,72-83,,
8:56.0,Personal foul by M. Morris (drawn by L. Kennard),,72-83,,
8:46.0,,,72-83,,Turnover by H. Ellenson (offensive goaltending)
8:35.0,K. Oubre makes 2-pt shot from 4 ft (assist by R. Sessions),2,74-83,,
8:35.0,,,74-83,,Violation by E. Moreland (def goaltending)
8:35.0,,,74-83,,Detroit full timeout
8:35.0,,,74-83,,A. Tolliver enters the game for H. Ellenson
8:29.0,Personal foul by M. Morris (drawn by E. Moreland),,74-83,,
8:21.0,,,74-83,,I. Smith misses 2-pt shot from 3 ft
8:20.0,,,74-83,,Offensive rebound by E. Moreland
8:17.0,,,74-85,2,J. Ennis makes 2-pt shot from 4 ft (assist by E. Moreland)
8:02.0,J. Meeks makes 3-pt shot from 26 ft (assist by M. Morris),3,77-85,,
7:46.0,,,77-87,2,E. Moreland makes 2-pt shot at rim (assist by L. Kennard)
7:31.0,,,77-87,,Def 3 sec tech foul by I. Smith
7:31.0,K. Oubre makes technical free throw,1,78-87,,
7:31.0,,,78-87,,A. Drummond enters the game for E. Moreland
7:31.0,T. Satoransky enters the game for R. Sessions,,78-87,,
7:24.0,M. Scott misses 2-pt shot from 16 ft,,78-87,,
7:18.0,Offensive rebound by M. Morris,,78-87,,
7:18.0,M. Morris misses 2-pt shot at rim,,78-87,,
7:18.0,,,78-87,,Defensive rebound by A. Drummond
7:17.0,Personal foul by T. Satoransky (drawn by I. Smith),,78-87,,
7:12.0,Personal foul by M. Scott (drawn by A. Tolliver),,78-87,,
7:02.0,,,78-87,,Turnover by L. Kennard (lost ball; steal by J. Meeks)
7:00.0,J. Meeks makes 3-pt shot from 26 ft (assist by K. Oubre),3,81-87,,
6:46.0,,,81-87,,Shooting foul by J. Meeks (drawn by A. Tolliver)
6:46.0,,,81-88,1,A. Tolliver makes free throw 1 of 2
6:46.0,,,81-88,,S. Johnson enters the game for L. Kennard
6:46.0,,,81-88,,R. Bullock enters the game for I. Smith
6:46.0,,,81-88,,R. Jackson enters the game for J. Ennis
6:46.0,B. Beal enters the game for M. Scott,,81-88,,
6:46.0,,,81-89,1,A. Tolliver makes free throw 2 of 2
6:35.0,J. Meeks misses 3-pt shot from 27 ft,,81-89,,
6:31.0,Offensive rebound by M. Morris,,81-89,,
6:29.0,T. Satoransky misses 3-pt shot from 25 ft,,81-89,,
6:26.0,,,81-89,,Defensive rebound by A. Drummond
6:18.0,,,81-89,,R. Jackson misses 3-pt shot from 25 ft
6:15.0,Defensive rebound by K. Oubre,,81-89,,
6:10.0,K. Oubre makes 2-pt shot from 5 ft,2,83-89,,
5:56.0,,,83-91,2,A. Drummond makes 2-pt shot at rim (assist by R. Jackson)
5:40.0,Shooting foul by A. Tolliver (drawn by K. Oubre),,83-91,,
5:40.0,K. Oubre makes free throw 1 of 2,1,84-91,,
5:40.0,K. Oubre makes free throw 2 of 2,1,85-91,,
5:30.0,,,85-91,,R. Jackson misses 2-pt shot from 5 ft
5:30.0,Defensive rebound by Team,,85-91,,
5:16.0,T. Satoransky makes 2-pt shot from 2 ft (assist by M. Morris),2,87-91,,
5:15.0,,,87-91,,Detroit full timeout
4:55.0,,,87-93,2,R. Bullock makes 2-pt shot from 2 ft (assist by R. Jackson)
4:36.0,Turnover by B. Beal (bad pass),,87-93,,
4:24.0,,,87-95,2,R. Jackson makes 2-pt shot from 3 ft
4:08.0,J. Meeks misses 3-pt shot from 26 ft,,87-95,,
4:04.0,Offensive rebound by T. Satoransky,,87-95,,
4:04.0,B. Beal misses 3-pt shot from 24 ft,,87-95,,
4:00.0,,,87-95,,Defensive rebound by R. Jackson
3:50.0,,,87-97,2,R. Jackson makes 2-pt shot from 20 ft
3:33.0,M. Morris makes 2-pt shot from 1 ft (assist by K. Oubre),2,89-97,,
3:10.0,,,89-97,,R. Jackson misses 2-pt shot from 1 ft (block by M. Morris)
3:10.0,Defensive rebound by B. Beal,,89-97,,
3:07.0,Shooting foul by S. Johnson (drawn by K. Oubre),,89-97,,
3:07.0,K. Oubre misses free throw 1 of 2,,89-97,,
3:07.0,Offensive rebound by Team,,89-97,,
3:07.0,M. Scott enters the game for J. Meeks,,89-97,,
3:07.0,K. Oubre makes free throw 2 of 2,1,90-97,,
2:51.0,,,90-97,,R. Jackson misses 2-pt shot from 1 ft (block by M. Morris)
2:50.0,Defensive rebound by Team,,90-97,,
2:36.0,M. Morris misses 3-pt shot from 24 ft,,90-97,,
2:35.0,,,90-97,,Defensive rebound by Team
2:35.0,Loose ball foul by M. Scott (drawn by A. Tolliver),,90-97,,
2:35.0,,,90-98,1,A. Tolliver makes free throw 1 of 2
