time,Oklahoma City,pts.away,score,pts.home,Sacramento
2:22.0,S. Adams makes 2-pt shot at rim,2,106-105,,
1:57.0,,,106-105,,B. Hield misses 2-pt shot from 7 ft
1:56.0,Defensive rebound by J. Grant,,106-105,,
1:38.0,R. Westbrook misses 3-pt shot from 24 ft,,106-105,,
1:37.0,,,106-105,,Defensive rebound by W. Cauley-Stein
1:14.0,,,106-105,,G. Temple misses 3-pt shot from 26 ft
1:13.0,,,106-105,,Offensive rebound by J. Jackson
1:12.0,Personal foul by P. George (drawn by J. Jackson),,106-105,,
1:12.0,,,106-105,,V. Carter enters the game for W. Cauley-Stein
1:02.0,,,106-105,,Z. Randolph misses 2-pt shot from 9 ft
1:01.0,Defensive rebound by R. Westbrook,,106-105,,
0:55.0,Shooting foul by G. Temple (drawn by R. Westbrook),,106-105,,
0:55.0,R. Westbrook misses free throw 1 of 2,,106-105,,
0:55.0,Offensive rebound by Team,,106-105,,
0:55.0,R. Westbrook makes free throw 2 of 2,1,107-105,,
0:33.0,,,107-105,,B. Hield misses 2-pt shot from 2 ft (block by S. Adams)
0:31.0,Defensive rebound by R. Westbrook,,107-105,,
0:13.0,P. George misses 3-pt shot from 23 ft,,107-105,,
0:12.0,,,107-105,,Defensive rebound by J. Jackson
0:07.0,,,107-105,,V. Carter misses 3-pt shot from 32 ft
0:05.0,,,107-105,,Offensive rebound by G. Temple
0:04.0,,,107-105,,G. Temple misses 2-pt shot from 14 ft
0:01.0,,,107-105,,Offensive rebound by J. Jackson
0:01.0,,,107-107,2,J. Jackson makes 2-pt shot at rim
0:01.0,Oklahoma City full timeout,,107-107,,
0:01.0,,,107-107,,W. Cauley-Stein enters the game for B. Hield
0:00.0,R. Westbrook makes 3-pt shot from 25 ft (assist by C. Anthony),3,110-107,,
