time,Portland,pts.away,score,pts.home,New Orleans
5:04.0,,,37-50,3,J. Holiday makes 3-pt shot from 24 ft (assist by D. Cousins)
4:50.0,S. Napier misses 2-pt shot from 3 ft,,37-50,,
4:49.0,Offensive rebound by P. Connaughton,,37-50,,
4:39.0,D. Lillard misses 3-pt shot from 22 ft,,37-50,,
4:37.0,Offensive rebound by Team,,37-50,,
4:37.0,,,37-50,,Loose ball foul by D. Cousins (drawn by J. Nurkic)
4:37.0,,,37-50,,D. Cunningham enters the game for D. Cousins
4:32.0,D. Lillard makes 3-pt shot from 26 ft (assist by S. Napier),3,40-50,,
4:15.0,,,40-50,,E. Moore misses 2-pt shot from 12 ft
4:12.0,Defensive rebound by A. Aminu,,40-50,,
4:08.0,A. Aminu makes 2-pt shot from 2 ft,2,42-50,,
3:58.0,,,42-52,2,A. Davis makes 2-pt shot from 2 ft
3:36.0,P. Connaughton misses 3-pt shot from 25 ft,,42-52,,
3:31.0,Offensive rebound by J. Nurkic,,42-52,,
3:31.0,J. Nurkic misses 2-pt shot from 5 ft,,42-52,,
3:30.0,Offensive rebound by A. Aminu,,42-52,,
3:30.0,A. Aminu makes 2-pt shot at rim,2,44-52,,
3:22.0,,,44-52,,J. Holiday misses 3-pt shot from 23 ft
3:20.0,Defensive rebound by A. Aminu,,44-52,,
3:13.0,D. Lillard makes 3-pt shot from 25 ft,3,47-52,,
3:12.0,,,47-52,,New Orleans full timeout
3:12.0,,,47-52,,D. Cousins enters the game for D. Cunningham
3:02.0,,,47-54,2,A. Davis makes 2-pt shot at rim (assist by E. Moore)
2:45.0,D. Lillard makes 2-pt shot from 2 ft,2,49-54,,
2:45.0,Shooting foul by A. Davis (drawn by D. Lillard),,49-54,,
2:45.0,C. McCollum enters the game for P. Connaughton,,49-54,,
2:45.0,D. Lillard makes free throw 1 of 1,1,50-54,,
2:33.0,Personal foul by A. Aminu (drawn by A. Davis),,50-54,,
2:21.0,,,50-57,3,D. Cousins makes 3-pt shot from 25 ft (assist by R. Rondo)
1:53.0,C. McCollum makes 3-pt shot from 25 ft (assist by S. Napier),3,53-57,,
1:35.0,,,53-57,,A. Davis misses 3-pt shot from 24 ft
1:35.0,Defensive rebound by S. Napier,,53-57,,
1:21.0,A. Aminu makes 3-pt shot from 25 ft (assist by D. Lillard),3,56-57,,
1:07.0,,,56-59,2,A. Davis makes 2-pt shot from 8 ft (assist by J. Holiday)
0:48.0,A. Aminu makes 2-pt shot from 8 ft (assist by S. Napier),2,58-59,,
0:41.0,,,58-61,2,A. Davis makes 2-pt shot from 1 ft (assist by J. Holiday)
0:35.0,,,58-61,,Personal foul by J. Holiday (drawn by C. McCollum)
0:35.0,C. McCollum misses free throw 1 of 2,,58-61,,
0:35.0,Offensive rebound by Team,,58-61,,
0:35.0,,,58-61,,D. Cunningham enters the game for D. Cousins
0:35.0,C. McCollum makes free throw 2 of 2,1,59-61,,
0:29.0,,,59-61,,Turnover by J. Holiday (bad pass; steal by D. Lillard)
0:27.0,D. Lillard makes 2-pt shot at rim,2,61-61,,
0:11.0,,,61-61,,A. Davis misses 2-pt shot from 17 ft
0:07.0,Defensive rebound by A. Aminu,,61-61,,
0:00.0,A. Aminu misses 3-pt shot from 28 ft,,61-61,,
0:00.0,Offensive rebound by Team,,61-61,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:46.0,,,61-61,,Turnover by D. Cousins (bad pass; steal by A. Aminu)
11:37.0,A. Aminu makes 3-pt shot from 23 ft (assist by C. McCollum),3,64-61,,
11:20.0,,,64-63,2,A. Davis makes 2-pt shot from 15 ft
11:02.0,C. McCollum misses 2-pt shot from 15 ft,,64-63,,
10:57.0,Offensive rebound by J. Nurkic,,64-63,,
10:55.0,C. McCollum makes 3-pt shot from 23 ft (assist by J. Nurkic),3,67-63,,
10:39.0,,,67-63,,J. Holiday misses 2-pt shot from 2 ft
10:39.0,,,67-63,,Offensive rebound by Team
10:39.0,Loose ball foul by C. McCollum (drawn by A. Davis),,67-63,,
10:25.0,,,67-63,,D. Cousins misses 2-pt shot from 1 ft (block by J. Nurkic)
10:25.0,Defensive rebound by Team,,67-63,,
10:13.0,C. McCollum misses 3-pt shot from 26 ft,,67-63,,
10:10.0,Offensive rebound by S. Napier,,67-63,,
10:08.0,D. Lillard misses 3-pt shot from 25 ft,,67-63,,
10:06.0,,,67-63,,Defensive rebound by R. Rondo
10:00.0,,,67-63,,Turnover by A. Davis (out of bounds lost ball)
9:43.0,Shooting foul by A. Davis (drawn by A. Aminu),,67-63,,
9:43.0,A. Aminu makes free throw 1 of 2,1,68-63,,
9:43.0,A. Aminu makes free throw 2 of 2,1,69-63,,
9:34.0,,,69-65,2,E. Moore makes 2-pt shot from 1 ft (assist by A. Davis)
9:22.0,Turnover by J. Nurkic (lost ball; steal by J. Holiday),,69-65,,
9:15.0,,,69-67,2,A. Davis makes 2-pt shot from 1 ft (assist by E. Moore)
8:54.0,C. McCollum makes 3-pt shot from 27 ft,3,72-67,,
8:40.0,,,72-67,,Turnover by D. Cousins (bad pass; steal by A. Aminu)
8:30.0,S. Napier makes 3-pt shot from 22 ft (assist by C. McCollum),3,75-67,,
8:13.0,,,75-67,,D. Cousins misses 2-pt shot from 21 ft
8:12.0,Defensive rebound by A. Aminu,,75-67,,
8:05.0,A. Aminu misses 3-pt shot from 27 ft,,75-67,,
8:01.0,,,75-67,,Defensive rebound by D. Cousins
7:55.0,,,75-67,,New Orleans full timeout
7:40.0,,,75-67,,J. Holiday misses 2-pt shot from 18 ft
7:35.0,Defensive rebound by S. Napier,,75-67,,
7:16.0,C. McCollum misses 2-pt shot from 9 ft,,75-67,,
7:13.0,,,75-67,,Defensive rebound by D. Cousins
6:57.0,,,75-67,,D. Cousins misses 2-pt shot from 2 ft
6:54.0,,,75-67,,Offensive rebound by D. Cousins
6:54.0,,,75-69,2,D. Cousins makes 2-pt shot at rim
6:37.0,J. Nurkic misses 2-pt shot from 19 ft,,75-69,,
6:37.0,,,75-69,,Defensive rebound by D. Cousins
6:12.0,,,75-69,,E. Moore misses 3-pt shot from 25 ft
6:10.0,,,75-69,,Offensive rebound by A. Davis
6:10.0,,,75-71,2,A. Davis makes 2-pt shot at rim
6:10.0,,,75-71,,Shooting foul by J. Nurkic (drawn by A. Davis)
6:10.0,E. Davis enters the game for J. Nurkic,,75-71,,
6:10.0,,,75-72,1,A. Davis makes free throw 1 of 1
5:51.0,A. Aminu misses 2-pt shot from 10 ft,,75-72,,
5:47.0,,,75-72,,Defensive rebound by D. Cousins
5:40.0,,,75-72,,A. Davis misses 2-pt shot from 9 ft
5:37.0,Defensive rebound by A. Aminu,,75-72,,
5:34.0,S. Napier misses 3-pt shot from 25 ft,,75-72,,
5:30.0,Offensive rebound by S. Napier,,75-72,,
5:28.0,C. McCollum makes 3-pt shot from 23 ft (assist by S. Napier),3,78-72,,
5:06.0,,,78-75,3,R. Rondo makes 3-pt shot from 24 ft (assist by D. Cousins)
4:45.0,S. Napier misses 2-pt shot from 8 ft,,78-75,,
4:41.0,,,78-75,,Defensive rebound by D. Cousins
4:35.0,,,78-75,,E. Moore misses 3-pt shot from 23 ft
4:33.0,,,78-75,,Offensive rebound by A. Davis
4:32.0,,,78-75,,Turnover by A. Davis (step out of bounds)
4:32.0,P. Connaughton enters the game for S. Napier,,78-75,,
4:16.0,D. Lillard misses 2-pt shot from 3 ft (block by D. Cousins),,78-75,,
4:12.0,,,78-75,,Defensive rebound by R. Rondo
4:09.0,,,78-75,,Turnover by R. Rondo (bad pass; steal by P. Connaughton)
4:04.0,D. Lillard misses 3-pt shot from 26 ft,,78-75,,
4:00.0,Offensive rebound by D. Lillard,,78-75,,
3:58.0,C. McCollum misses 2-pt shot from 8 ft,,78-75,,
3:57.0,Offensive rebound by Team,,78-75,,
3:57.0,,,78-75,,I. Clark enters the game for R. Rondo
3:57.0,,,78-75,,D. Miller enters the game for E. Moore
3:57.0,J. Nurkic enters the game for A. Aminu,,78-75,,
3:45.0,P. Connaughton misses 3-pt shot from 24 ft,,78-75,,
3:45.0,,,78-75,,Defensive rebound by J. Holiday
3:36.0,,,78-75,,Shooting foul by E. Davis (drawn by J. Holiday)
3:36.0,,,78-76,1,J. Holiday makes free throw 1 of 2
3:36.0,M. Harkless enters the game for C. McCollum,,78-76,,
3:36.0,,,78-77,1,J. Holiday makes free throw 2 of 2
3:19.0,Turnover by D. Lillard (bad pass; steal by J. Holiday),,78-77,,
3:12.0,,,78-77,,Turnover by D. Miller (bad pass; steal by E. Davis)
2:56.0,D. Lillard makes 2-pt shot at rim,2,80-77,,
2:43.0,,,80-79,2,D. Cousins makes 2-pt shot at rim (assist by J. Holiday)
2:43.0,,,80-79,,Shooting foul by J. Nurkic (drawn by D. Cousins)
2:43.0,Portland full timeout,,80-79,,
2:43.0,Z. Collins enters the game for J. Nurkic,,80-79,,
2:43.0,,,80-79,,D. Cunningham enters the game for A. Davis
2:43.0,,,80-80,1,D. Cousins makes free throw 1 of 1
2:20.0,P. Connaughton misses 3-pt shot from 27 ft,,80-80,,
2:16.0,,,80-80,,Defensive rebound by I. Clark
2:02.0,,,80-80,,Shooting foul by E. Davis (drawn by D. Cousins)
2:02.0,,,80-81,1,D. Cousins makes free throw 1 of 2
2:02.0,J. Nurkic enters the game for E. Davis,,80-81,,
2:02.0,,,80-82,1,D. Cousins makes free throw 2 of 2
1:46.0,Turnover by J. Nurkic (bad pass; steal by I. Clark),,80-82,,
1:37.0,Shooting block foul by D. Lillard (drawn by I. Clark),,80-82,,
1:37.0,,,80-83,1,I. Clark makes free throw 1 of 2
1:37.0,,,80-83,,A. Davis enters the game for D. Cousins
1:37.0,E. Davis enters the game for J. Nurkic,,80-83,,
1:37.0,,,80-83,,I. Clark misses free throw 2 of 2
1:32.0,Defensive rebound by M. Harkless,,80-83,,
1:22.0,Shooting foul by A. Davis (drawn by D. Lillard),,80-83,,
1:22.0,D. Lillard makes free throw 1 of 2,1,81-83,,
1:22.0,S. Napier enters the game for P. Connaughton,,81-83,,
1:22.0,D. Lillard makes free throw 2 of 2,1,82-83,,
1:11.0,Personal foul by D. Lillard (drawn by J. Holiday),,82-83,,
1:11.0,,,82-84,1,J. Holiday makes free throw 1 of 2
1:11.0,,,82-85,1,J. Holiday makes free throw 2 of 2
0:57.0,M. Harkless misses 3-pt shot from 24 ft,,82-85,,
0:54.0,,,82-85,,Defensive rebound by Team
0:37.0,,,82-88,3,D. Miller makes 3-pt shot from 25 ft (assist by J. Holiday)
0:28.0,D. Lillard misses 2-pt shot from 2 ft,,82-88,,
0:24.0,Offensive rebound by Z. Collins,,82-88,,
0:24.0,Z. Collins makes 2-pt shot at rim,2,84-88,,
0:22.0,,,84-88,,Turnover by D. Cunningham (bad pass; steal by D. Lillard)
0:07.0,D. Lillard makes 2-pt shot at rim,2,86-88,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:41.0,S. Napier makes 2-pt shot from 20 ft,2,88-88,,
11:24.0,,,88-91,3,D. Miller makes 3-pt shot from 25 ft (assist by J. Nelson)
11:03.0,E. Davis misses 2-pt shot from 9 ft,,88-91,,
11:01.0,Offensive rebound by Z. Collins,,88-91,,
11:00.0,Z. Collins misses 2-pt shot from 20 ft,,88-91,,
10:59.0,,,88-91,,Defensive rebound by Team
10:49.0,,,88-91,,J. Nelson misses 3-pt shot from 26 ft
10:46.0,Defensive rebound by E. Davis,,88-91,,
10:37.0,,,88-91,,Personal foul by J. Nelson (drawn by S. Napier)
10:35.0,Offensive foul by Z. Collins (drawn by J. Nelson),,88-91,,
10:35.0,Turnover by Z. Collins (offensive foul),,88-91,,
10:23.0,,,88-93,2,A. Davis makes 2-pt shot from 1 ft
10:23.0,,,88-93,,Shooting foul by Z. Collins (drawn by A. Davis)
10:23.0,A. Aminu enters the game for Z. Collins,,88-93,,
10:23.0,,,88-94,1,A. Davis makes free throw 1 of 1
10:09.0,C. McCollum makes 2-pt shot from 1 ft (assist by S. Napier),2,90-94,,
9:48.0,,,90-94,,A. Davis misses 2-pt shot from 6 ft
9:45.0,Defensive rebound by C. McCollum,,90-94,,
9:40.0,S. Napier misses 2-pt shot from 8 ft (block by I. Clark),,90-94,,
9:35.0,Offensive rebound by S. Napier,,90-94,,
9:34.0,Turnover by S. Napier (lost ball; steal by D. Cunningham),,90-94,,
9:30.0,,,90-94,,I. Clark misses 2-pt shot from 2 ft
9:29.0,,,90-94,,Offensive rebound by A. Davis
9:29.0,,,90-96,2,A. Davis makes 2-pt shot at rim
9:06.0,C. McCollum misses 3-pt shot from 24 ft (block by D. Miller),,90-96,,
9:06.0,,,90-96,,Defensive rebound by A. Davis
8:51.0,,,90-96,,I. Clark misses 2-pt shot from 8 ft
8:51.0,Defensive rebound by M. Harkless,,90-96,,
8:35.0,S. Napier makes 3-pt shot from 22 ft (assist by E. Davis),3,93-96,,
8:17.0,,,93-96,,Turnover by J. Nelson (lost ball; steal by M. Harkless)
8:12.0,S. Napier misses 3-pt shot from 24 ft,,93-96,,
8:09.0,,,93-96,,Defensive rebound by D. Cunningham
7:57.0,,,93-96,,Turnover by D. Cunningham (turnover)
7:57.0,,,93-96,,D. Cousins enters the game for A. Davis
7:57.0,J. Nurkic enters the game for S. Napier,,93-96,,
7:57.0,D. Lillard enters the game for E. Davis,,93-96,,
7:43.0,D. Lillard makes 2-pt shot from 6 ft,2,95-96,,
7:27.0,,,95-96,,D. Cousins misses 3-pt shot from 25 ft
7:23.0,Defensive rebound by A. Aminu,,95-96,,
7:16.0,D. Lillard misses 3-pt shot from 24 ft,,95-96,,
7:13.0,,,95-96,,Defensive rebound by D. Cousins
7:05.0,,,95-98,2,D. Cousins makes 2-pt shot from 1 ft
7:05.0,Portland full timeout,,95-98,,
7:05.0,,,95-98,,A. Davis enters the game for J. Nelson
7:05.0,,,95-98,,J. Holiday enters the game for D. Cunningham
6:55.0,Shooting foul by D. Cousins (drawn by J. Nurkic),,95-98,,
6:55.0,J. Nurkic makes free throw 1 of 2,1,96-98,,
6:55.0,J. Nurkic makes free throw 2 of 2,1,97-98,,
6:50.0,Away from play foul by J. Nurkic (drawn by D. Cousins),,97-98,,
6:41.0,,,97-100,2,A. Davis makes 2-pt shot from 1 ft (assist by D. Miller)
6:25.0,A. Aminu misses 2-pt shot from 7 ft,,97-100,,
6:22.0,,,97-100,,Defensive rebound by D. Cousins
6:08.0,,,97-100,,I. Clark misses 2-pt shot from 1 ft (block by M. Harkless)
6:04.0,Defensive rebound by C. McCollum,,97-100,,
6:02.0,C. McCollum misses 3-pt shot from 22 ft,,97-100,,
5:58.0,Offensive rebound by A. Aminu,,97-100,,
5:56.0,D. Lillard misses 3-pt shot from 25 ft,,97-100,,
5:53.0,,,97-100,,Defensive rebound by D. Cousins
5:35.0,,,97-100,,Turnover by J. Holiday (bad pass; steal by C. McCollum)
5:25.0,Shooting foul by D. Cousins (drawn by J. Nurkic),,97-100,,
5:25.0,J. Nurkic makes free throw 1 of 2,1,98-100,,
5:25.0,J. Nurkic makes free throw 2 of 2,1,99-100,,
5:10.0,,,99-100,,D. Cousins misses 2-pt shot from 2 ft
5:09.0,,,99-100,,Offensive rebound by A. Davis
5:08.0,,,99-102,2,A. Davis makes 2-pt shot at rim
5:08.0,,,99-102,,Shooting foul by A. Aminu (drawn by A. Davis)
5:08.0,,,99-103,1,A. Davis makes free throw 1 of 1
4:51.0,M. Harkless makes 2-pt shot from 2 ft (assist by D. Lillard),2,101-103,,
4:43.0,,,101-105,2,A. Davis makes 2-pt shot at rim (assist by D. Cousins)
4:18.0,J. Nurkic makes 2-pt shot from 1 ft (assist by D. Lillard),2,103-105,,
3:58.0,,,103-105,,D. Cousins misses 2-pt shot from 9 ft (block by J. Nurkic)
3:54.0,Defensive rebound by C. McCollum,,103-105,,
3:51.0,A. Aminu misses 3-pt shot from 22 ft,,103-105,,
3:51.0,,,103-105,,Defensive rebound by J. Holiday
3:40.0,,,103-105,,New Orleans full timeout
3:40.0,S. Napier enters the game for M. Harkless,,103-105,,
3:28.0,,,103-107,2,A. Davis makes 2-pt shot from 19 ft (assist by D. Cousins)
3:13.0,Turnover by D. Lillard (bad pass; steal by J. Holiday),,103-107,,
2:51.0,,,103-109,2,D. Cousins makes 2-pt shot at rim (assist by D. Miller)
