time,New York,pts.away,score,pts.home,Boston
7:52.0,E. Kanter makes 2-pt shot at rim,2,8-6,,
7:35.0,,,8-6,,A. Horford misses 3-pt shot from 25 ft
7:33.0,Defensive rebound by E. Kanter,,8-6,,
7:20.0,,,8-6,,Personal foul by J. Brown (drawn by K. Porzingis)
7:12.0,K. Porzingis misses 2-pt shot from 22 ft,,8-6,,
7:09.0,Offensive rebound by E. Kanter,,8-6,,
6:58.0,E. Kanter misses 2-pt shot from 5 ft (block by J. Tatum),,8-6,,
6:56.0,,,8-6,,Defensive rebound by A. Horford
6:52.0,,,8-8,2,J. Brown makes 2-pt shot at rim (assist by K. Irving)
6:52.0,,,8-8,,Shooting foul by C. Lee (drawn by J. Brown)
6:52.0,,,8-8,,Boston full timeout
6:52.0,,,8-9,1,J. Brown makes free throw 1 of 1
6:39.0,E. Kanter makes 2-pt shot from 1 ft (assist by C. Lee),2,10-9,,
6:39.0,Shooting foul by A. Baynes (drawn by E. Kanter),,10-9,,
6:39.0,E. Kanter misses free throw 1 of 1,,10-9,,
6:39.0,,,10-9,,Defensive rebound by Team
6:39.0,Violation by K. Porzingis (lane),,10-9,,
6:17.0,,,10-11,2,A. Horford makes 2-pt shot from 3 ft (assist by J. Tatum)
5:58.0,Turnover by C. Lee (lost ball; steal by J. Brown),,10-11,,
5:53.0,,,10-13,2,J. Brown makes 2-pt shot at rim
5:31.0,Turnover by T. Hardaway (step out of bounds),,10-13,,
5:31.0,,,10-13,,T. Rozier enters the game for J. Tatum
5:19.0,,,10-13,,Turnover by K. Irving (bad pass; steal by R. Sessions)
5:08.0,T. Hardaway misses 3-pt shot from 27 ft,,10-13,,
5:03.0,Offensive rebound by K. Porzingis,,10-13,,
5:01.0,C. Lee misses 3-pt shot from 22 ft,,10-13,,
5:01.0,Offensive rebound by Team,,10-13,,
5:01.0,,,10-13,,Loose ball foul by K. Irving (drawn by K. Porzingis)
5:01.0,R. Baker enters the game for C. Lee,,10-13,,
4:55.0,R. Sessions makes 2-pt shot from 1 ft,2,12-13,,
4:29.0,,,12-13,,J. Brown misses 2-pt shot at rim (block by E. Kanter)
4:29.0,,,12-13,,Offensive rebound by A. Horford
4:29.0,,,12-13,,Turnover by Team (shot clock)
4:11.0,K. Porzingis misses 2-pt shot from 7 ft,,12-13,,
4:08.0,,,12-13,,Defensive rebound by T. Rozier
4:03.0,,,12-16,3,J. Brown makes 3-pt shot from 26 ft (assist by A. Horford)
3:43.0,T. Hardaway misses 3-pt shot from 27 ft,,12-16,,
3:40.0,,,12-16,,Defensive rebound by A. Baynes
3:30.0,,,12-16,,J. Brown misses 3-pt shot from 23 ft
3:27.0,Defensive rebound by E. Kanter,,12-16,,
3:19.0,R. Sessions misses 2-pt shot from 7 ft,,12-16,,
3:17.0,,,12-16,,Defensive rebound by A. Horford
3:03.0,,,12-18,2,J. Brown makes 2-pt shot from 1 ft (assist by T. Rozier)
2:48.0,New York full timeout,,12-18,,
2:48.0,,,12-18,,D. Theis enters the game for A. Baynes
2:48.0,K. O'Quinn enters the game for E. Kanter,,12-18,,
2:44.0,K. Porzingis misses 2-pt shot from 9 ft,,12-18,,
2:41.0,,,12-18,,Defensive rebound by T. Rozier
2:30.0,,,12-21,3,J. Brown makes 3-pt shot from 23 ft (assist by T. Rozier)
2:09.0,,,12-21,,J. Tatum enters the game for A. Horford
2:09.0,J. Jack enters the game for R. Sessions,,12-21,,
2:09.0,M. Beasley enters the game for K. Porzingis,,12-21,,
2:09.0,,,12-21,,Personal foul by J. Brown (drawn by K. Porzingis)
1:58.0,Shooting foul by D. Theis (drawn by K. O'Quinn),,12-21,,
1:58.0,K. O'Quinn misses free throw 1 of 2,,12-21,,
1:58.0,Offensive rebound by Team,,12-21,,
1:58.0,K. O'Quinn misses free throw 2 of 2,,12-21,,
1:55.0,,,12-21,,Defensive rebound by J. Brown
1:45.0,,,12-23,2,K. Irving makes 2-pt shot from 17 ft
1:31.0,,,12-23,,Def 3 sec tech foul by D. Theis
1:31.0,T. Hardaway makes free throw 1 of 1,1,13-23,,
1:31.0,D. McDermott enters the game for T. Hardaway,,13-23,,
1:19.0,M. Beasley makes 2-pt shot from 2 ft (assist by J. Jack),2,15-23,,
1:07.0,,,15-23,,Shooting foul by K. O'Quinn (drawn by K. Irving)
1:07.0,,,15-24,1,K. Irving makes free throw 1 of 2
1:07.0,,,15-24,,S. Larkin enters the game for J. Brown
1:07.0,,,15-25,1,K. Irving makes free throw 2 of 2
0:54.0,D. McDermott makes 2-pt shot from 1 ft (assist by K. O'Quinn),2,17-25,,
0:40.0,,,17-27,2,K. Irving makes 2-pt shot from 7 ft
0:28.0,Turnover by D. McDermott (step out of bounds),,17-27,,
0:12.0,,,17-27,,Shooting foul by J. Jack (drawn by K. Irving)
0:12.0,,,17-28,1,K. Irving makes free throw 1 of 3
0:12.0,,,17-29,1,K. Irving makes free throw 2 of 3
0:12.0,,,17-29,,S. Ojeleye enters the game for S. Larkin
0:12.0,C. Lee enters the game for R. Baker,,17-29,,
0:12.0,,,17-30,1,K. Irving makes free throw 3 of 3
0:01.0,J. Jack misses 2-pt shot from 8 ft,,17-30,,
0:00.0,,,17-30,,Defensive rebound by K. Irving
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:41.0,M. Beasley misses 3-pt shot from 22 ft,,17-30,,
11:39.0,,,17-30,,Defensive rebound by J. Tatum
11:23.0,,,17-30,,J. Tatum misses 2-pt shot from 3 ft
11:20.0,Defensive rebound by K. O'Quinn,,17-30,,
11:13.0,K. O'Quinn misses 2-pt shot from 1 ft,,17-30,,
11:11.0,,,17-30,,Defensive rebound by Team
11:00.0,,,17-30,,S. Larkin misses 2-pt shot from 9 ft
10:58.0,Defensive rebound by M. Beasley,,17-30,,
10:52.0,Turnover by M. Beasley (lost ball; steal by S. Larkin),,17-30,,
10:45.0,,,17-33,3,J. Tatum makes 3-pt shot from 24 ft (assist by S. Larkin)
10:25.0,D. McDermott misses 2-pt shot from 9 ft,,17-33,,
10:21.0,,,17-33,,Defensive rebound by J. Tatum
10:09.0,,,17-33,,D. Theis misses 2-pt shot from 3 ft (block by K. O'Quinn)
10:06.0,Defensive rebound by K. O'Quinn,,17-33,,
10:06.0,,,17-33,,Personal foul by S. Larkin (drawn by J. Jack)
9:59.0,M. Beasley misses 2-pt shot from 9 ft,,17-33,,
9:56.0,,,17-33,,Defensive rebound by T. Rozier
9:41.0,,,17-33,,S. Larkin misses 2-pt shot at rim
9:39.0,Defensive rebound by M. Beasley,,17-33,,
9:33.0,C. Lee misses 2-pt shot from 4 ft (block by J. Tatum),,17-33,,
9:30.0,,,17-33,,Defensive rebound by D. Theis
9:26.0,,,17-35,2,J. Tatum makes 2-pt shot from 1 ft (assist by T. Rozier)
9:08.0,K. O'Quinn makes 2-pt shot from 1 ft (assist by M. Beasley),2,19-35,,
8:49.0,,,19-37,2,J. Tatum makes 2-pt shot from 4 ft (assist by D. Theis)
8:30.0,Shooting foul by S. Larkin (drawn by M. Beasley),,19-37,,
8:30.0,M. Beasley makes free throw 1 of 2,1,20-37,,
8:30.0,,,20-37,,A. Baynes enters the game for D. Theis
8:30.0,K. Porzingis enters the game for K. O'Quinn,,20-37,,
8:30.0,E. Kanter enters the game for D. McDermott,,20-37,,
8:30.0,M. Beasley makes free throw 2 of 2,1,21-37,,
8:12.0,,,21-37,,T. Rozier misses 3-pt shot from 25 ft
8:10.0,Defensive rebound by K. Porzingis,,21-37,,
7:54.0,E. Kanter makes 2-pt shot from 1 ft,2,23-37,,
7:35.0,,,23-40,3,J. Tatum makes 3-pt shot from 24 ft (assist by T. Rozier)
7:12.0,Turnover by K. Porzingis (lost ball; steal by J. Tatum),,23-40,,
7:06.0,,,23-43,3,S. Larkin makes 3-pt shot from 25 ft (assist by J. Tatum)
7:05.0,New York full timeout,,23-43,,
6:48.0,C. Lee makes 2-pt shot from 1 ft,2,25-43,,
6:30.0,,,25-43,,J. Tatum misses 2-pt shot from 18 ft
6:28.0,Defensive rebound by K. Porzingis,,25-43,,
6:17.0,Turnover by M. Beasley (lost ball; steal by J. Tatum),,25-43,,
6:08.0,,,25-46,3,T. Rozier makes 3-pt shot from 25 ft (assist by S. Larkin)
5:50.0,M. Beasley misses 2-pt shot from 2 ft (block by A. Baynes),,25-46,,
5:47.0,Offensive rebound by E. Kanter,,25-46,,
5:47.0,E. Kanter makes 2-pt shot from 1 ft,2,27-46,,
5:27.0,,,27-46,,S. Ojeleye misses 3-pt shot from 25 ft
5:26.0,Defensive rebound by E. Kanter,,27-46,,
5:23.0,,,27-46,,Personal foul by S. Ojeleye (drawn by K. Porzingis)
5:23.0,,,27-46,,A. Horford enters the game for J. Tatum
5:23.0,,,27-46,,J. Brown enters the game for S. Ojeleye
5:23.0,T. Hardaway enters the game for M. Beasley,,27-46,,
5:23.0,R. Sessions enters the game for J. Jack,,27-46,,
5:12.0,K. Porzingis misses 2-pt shot from 15 ft,,27-46,,
5:08.0,Offensive rebound by E. Kanter,,27-46,,
4:55.0,T. Hardaway misses 2-pt shot from 5 ft,,27-46,,
4:53.0,,,27-46,,Defensive rebound by J. Brown
4:41.0,,,27-48,2,J. Brown makes 2-pt shot from 5 ft (assist by A. Horford)
4:30.0,Turnover by E. Kanter (bad pass; steal by S. Larkin),,27-48,,
4:19.0,,,27-48,,J. Brown misses 2-pt shot from 1 ft
4:19.0,,,27-48,,Offensive rebound by Team
4:19.0,,,27-48,,K. Irving enters the game for S. Larkin
4:07.0,,,27-48,,A. Horford misses 3-pt shot from 24 ft
4:04.0,Defensive rebound by T. Hardaway,,27-48,,
3:50.0,R. Sessions makes 2-pt shot from 2 ft,2,29-48,,
3:29.0,,,29-48,,T. Rozier misses 2-pt shot from 2 ft
3:28.0,,,29-48,,Offensive rebound by Team
3:27.0,,,29-48,,Shooting foul by E. Kanter (drawn by A. Baynes)
3:27.0,,,29-48,,A. Baynes misses free throw 1 of 2
3:27.0,,,29-48,,Offensive rebound by Team
3:27.0,,,29-49,1,A. Baynes makes free throw 2 of 2
3:09.0,K. Porzingis misses 2-pt shot from 9 ft,,29-49,,
3:06.0,Offensive rebound by E. Kanter,,29-49,,
3:05.0,E. Kanter misses 2-pt shot from 1 ft,,29-49,,
3:05.0,,,29-49,,Defensive rebound by T. Rozier
3:00.0,,,29-49,,K. Irving misses 3-pt shot from 25 ft
3:00.0,,,29-49,,Offensive rebound by A. Baynes
2:52.0,,,29-49,,A. Baynes misses 2-pt shot at rim
2:52.0,Defensive rebound by E. Kanter,,29-49,,
2:52.0,Offensive charge foul by K. Porzingis (drawn by K. Irving),,29-49,,
2:52.0,Turnover by K. Porzingis (offensive foul),,29-49,,
2:52.0,,,29-49,,Boston full timeout
2:52.0,,,29-49,,Turnover by K. Irving (out of bounds lost ball)
2:34.0,C. Lee misses 2-pt shot from 16 ft,,29-49,,
2:30.0,,,29-49,,Defensive rebound by A. Horford
2:15.0,,,29-51,2,A. Horford makes 2-pt shot from 19 ft (assist by K. Irving)
1:53.0,T. Hardaway misses 3-pt shot from 23 ft,,29-51,,
1:50.0,,,29-51,,Defensive rebound by K. Irving
1:46.0,,,29-54,3,J. Brown makes 3-pt shot from 22 ft (assist by K. Irving)
1:31.0,Turnover by R. Sessions (bad pass; steal by T. Rozier),,29-54,,
1:23.0,,,29-54,,K. Irving misses 3-pt shot from 25 ft
1:19.0,Defensive rebound by T. Hardaway,,29-54,,
1:11.0,T. Hardaway misses 2-pt shot from 17 ft,,29-54,,
1:09.0,,,29-54,,Defensive rebound by K. Irving
1:03.0,,,29-54,,J. Brown misses 2-pt shot from 1 ft
0:59.0,Defensive rebound by E. Kanter,,29-54,,
0:40.0,C. Lee makes 2-pt shot from 3 ft,2,31-54,,
0:27.0,,,31-54,,T. Rozier misses 2-pt shot from 6 ft
0:25.0,Defensive rebound by E. Kanter,,31-54,,
0:09.0,R. Sessions makes 2-pt shot from 1 ft,2,33-54,,
0:00.0,,,33-54,,T. Rozier misses 3-pt shot from 26 ft
0:00.0,Defensive rebound by T. Hardaway,,33-54,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:46.0,R. Sessions misses 2-pt shot from 9 ft,,33-54,,
11:43.0,,,33-54,,Defensive rebound by J. Brown
11:36.0,,,33-54,,Turnover by J. Tatum (step out of bounds)
11:20.0,C. Lee makes 2-pt shot from 11 ft (assist by R. Sessions),2,35-54,,
11:00.0,,,35-54,,A. Horford misses 2-pt shot from 9 ft
10:58.0,Defensive rebound by E. Kanter,,35-54,,
10:49.0,K. Porzingis misses 3-pt shot from 25 ft,,35-54,,
10:45.0,,,35-54,,Defensive rebound by A. Baynes
10:30.0,,,35-57,3,J. Tatum makes 3-pt shot from 23 ft (assist by A. Baynes)
10:09.0,Shooting foul by A. Baynes (drawn by E. Kanter),,35-57,,
10:09.0,E. Kanter makes free throw 1 of 2,1,36-57,,
10:09.0,E. Kanter makes free throw 2 of 2,1,37-57,,
9:53.0,,,37-57,,K. Irving misses 3-pt shot from 25 ft
9:51.0,Defensive rebound by C. Lee,,37-57,,
9:44.0,Turnover by R. Sessions (lost ball; steal by J. Tatum),,37-57,,
9:41.0,,,37-59,2,J. Tatum makes 2-pt shot from 1 ft
9:23.0,E. Kanter makes 2-pt shot at rim,2,39-59,,
9:04.0,,,39-59,,Turnover by J. Tatum (out of bounds lost ball)
8:44.0,K. Porzingis misses 2-pt shot from 11 ft,,39-59,,
8:40.0,,,39-59,,Defensive rebound by A. Horford
8:31.0,Personal foul by C. Lee (drawn by A. Horford),,39-59,,
8:17.0,,,39-59,,Shooting foul by E. Kanter (drawn by K. Irving)
8:17.0,,,39-60,1,K. Irving makes free throw 2 of 2
8:17.0,,,39-61,1,K. Irving makes free throw 1 of 2
8:08.0,,,39-61,,Personal foul by J. Tatum (drawn by K. Porzingis)
7:55.0,K. Porzingis misses 2-pt shot from 3 ft,,39-61,,
7:52.0,,,39-61,,Defensive rebound by A. Baynes
7:39.0,,,39-61,,J. Brown misses 2-pt shot from 12 ft
7:36.0,,,39-61,,Offensive rebound by A. Horford
7:28.0,,,39-61,,Turnover by K. Irving (bad pass; steal by R. Sessions)
7:26.0,T. Hardaway makes 2-pt shot from 1 ft (assist by R. Sessions),2,41-61,,
7:26.0,Shooting foul by J. Tatum (drawn by T. Hardaway),,41-61,,
7:26.0,,,41-61,,D. Theis enters the game for A. Baynes
7:26.0,T. Hardaway misses free throw 1 of 1,,41-61,,
7:22.0,,,41-61,,Defensive rebound by A. Horford
7:02.0,,,41-61,,K. Irving misses 2-pt shot from 4 ft
7:00.0,Defensive rebound by C. Lee,,41-61,,
6:55.0,,,41-61,,Boston full timeout
6:41.0,E. Kanter makes 2-pt shot at rim,2,43-61,,
6:22.0,,,43-61,,Turnover by A. Horford (bad pass; steal by R. Sessions)
6:17.0,C. Lee makes 2-pt shot from 1 ft (assist by R. Sessions),2,45-61,,
6:08.0,Personal foul by R. Sessions (drawn by D. Theis),,45-61,,
5:59.0,,,45-63,2,A. Horford makes 2-pt shot from 2 ft (assist by K. Irving)
5:40.0,Shooting foul by J. Tatum (drawn by T. Hardaway),,45-63,,
5:40.0,T. Hardaway misses free throw 1 of 2,,45-63,,
5:40.0,Offensive rebound by Team,,45-63,,
5:40.0,,,45-63,,T. Rozier enters the game for J. Tatum
5:40.0,T. Hardaway makes free throw 2 of 2,1,46-63,,
5:13.0,,,46-66,3,K. Irving makes 3-pt shot from 23 ft (assist by A. Horford)
4:57.0,R. Sessions misses 2-pt shot from 2 ft (block by D. Theis),,46-66,,
4:57.0,Offensive rebound by Team,,46-66,,
4:56.0,Shooting foul by J. Brown (drawn by K. Porzingis),,46-66,,
4:56.0,K. Porzingis makes free throw 1 of 2,1,47-66,,
4:56.0,J. Jack enters the game for R. Sessions,,47-66,,
4:56.0,K. Porzingis makes free throw 2 of 2,1,48-66,,
4:40.0,,,48-69,3,D. Theis makes 3-pt shot from 23 ft (assist by K. Irving)
4:19.0,T. Hardaway misses 2-pt shot from 1 ft,,48-69,,
4:16.0,Offensive rebound by E. Kanter,,48-69,,
4:16.0,E. Kanter makes 2-pt shot at rim,2,50-69,,
4:01.0,,,50-69,,K. Irving misses 3-pt shot from 27 ft
3:59.0,Defensive rebound by J. Jack,,50-69,,
3:46.0,T. Hardaway misses 3-pt shot from 25 ft,,50-69,,
3:42.0,Offensive rebound by E. Kanter,,50-69,,
3:41.0,,,50-69,,Personal foul by J. Brown (drawn by K. Porzingis)
3:41.0,K. Porzingis makes free throw 1 of 2,1,51-69,,
3:41.0,W. Hernangomez enters the game for E. Kanter,,51-69,,
3:41.0,D. McDermott enters the game for T. Hardaway,,51-69,,
3:41.0,K. Porzingis makes free throw 2 of 2,1,52-69,,
3:26.0,,,52-71,2,J. Brown makes 2-pt shot from 2 ft (assist by K. Irving)
3:15.0,J. Jack makes 2-pt shot from 9 ft,2,54-71,,
3:00.0,,,54-71,,K. Irving misses 2-pt shot from 2 ft
2:58.0,Defensive rebound by J. Jack,,54-71,,
2:51.0,K. Porzingis misses 2-pt shot from 2 ft (block by D. Theis),,54-71,,
2:49.0,,,54-71,,Defensive rebound by A. Horford
2:47.0,,,54-71,,Shooting foul by J. Jack (drawn by A. Horford)
2:47.0,New York full timeout,,54-71,,
2:47.0,,,54-71,,S. Larkin enters the game for K. Irving
2:47.0,L. Thomas enters the game for K. Porzingis,,54-71,,
2:47.0,,,54-71,,A. Horford misses free throw 1 of 2
2:47.0,,,54-71,,Offensive rebound by Team
2:47.0,,,54-72,1,A. Horford makes free throw 2 of 2
2:29.0,L. Thomas misses 2-pt shot from 2 ft,,54-72,,
2:27.0,,,54-72,,Defensive rebound by A. Horford
2:20.0,,,54-74,2,D. Theis makes 2-pt shot at rim (assist by A. Horford)
2:06.0,J. Jack makes 2-pt shot from 17 ft,2,56-74,,
1:49.0,,,56-77,3,A. Horford makes 3-pt shot from 27 ft (assist by T. Rozier)
1:33.0,J. Jack misses 2-pt shot from 16 ft,,56-77,,
1:29.0,,,56-77,,Defensive rebound by A. Horford
1:08.0,,,56-77,,Turnover by Team (shot clock)
1:08.0,,,56-77,,J. Tatum enters the game for A. Horford
0:49.0,W. Hernangomez makes 2-pt shot from 1 ft (assist by C. Lee),2,58-77,,
0:33.0,,,58-77,,S. Larkin misses 2-pt shot from 19 ft
0:31.0,Defensive rebound by D. McDermott,,58-77,,
0:15.0,Shooting foul by D. Theis (drawn by W. Hernangomez),,58-77,,
0:15.0,W. Hernangomez makes free throw 1 of 2,1,59-77,,
0:15.0,,,59-77,,K. Irving enters the game for J. Brown
0:15.0,R. Baker enters the game for D. McDermott,,59-77,,
0:15.0,W. Hernangomez makes free throw 2 of 2,1,60-77,,
0:01.0,,,60-77,,K. Irving misses 2-pt shot from 16 ft
0:00.0,Defensive rebound by W. Hernangomez,,60-77,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:46.0,,,60-77,,Shooting foul by W. Hernangomez (drawn by T. Rozier)
11:46.0,,,60-78,1,T. Rozier makes free throw 1 of 2
11:46.0,,,60-79,1,T. Rozier makes free throw 2 of 2
11:32.0,C. Lee misses 3-pt shot from 27 ft,,60-79,,
11:28.0,,,60-79,,Defensive rebound by S. Ojeleye
11:20.0,,,60-79,,D. Theis misses 2-pt shot from 18 ft
11:17.0,Defensive rebound by D. McDermott,,60-79,,
11:11.0,,,60-79,,Personal foul by S. Ojeleye (drawn by L. Thomas)
10:59.0,W. Hernangomez misses 2-pt shot from 2 ft,,60-79,,
10:57.0,,,60-79,,Defensive rebound by T. Rozier
10:44.0,,,60-81,2,J. Tatum makes 2-pt shot from 2 ft
10:23.0,W. Hernangomez makes 2-pt shot from 1 ft (assist by C. Lee),2,62-81,,
9:57.0,,,62-81,,Turnover by T. Rozier (lost ball; steal by W. Hernangomez)
9:51.0,C. Lee makes 3-pt shot from 22 ft (assist by D. McDermott),3,65-81,,
9:28.0,,,65-84,3,J. Tatum makes 3-pt shot from 23 ft (assist by T. Rozier)
9:17.0,,,65-84,,Personal foul by S. Larkin (drawn by W. Hernangomez)
9:09.0,L. Thomas makes 2-pt shot from 20 ft (assist by J. Jack),2,67-84,,
8:51.0,,,67-84,,J. Tatum misses 2-pt shot from 1 ft
8:51.0,,,67-84,,Offensive rebound by D. Theis
8:51.0,,,67-86,2,D. Theis makes 2-pt shot from 2 ft
8:51.0,,,67-86,,Shooting foul by D. McDermott (drawn by D. Theis)
8:51.0,K. Porzingis enters the game for W. Hernangomez,,67-86,,
8:51.0,,,67-87,1,D. Theis makes free throw 1 of 1
8:37.0,Shooting foul by D. Theis (drawn by K. Porzingis),,67-87,,
8:37.0,K. Porzingis misses free throw 1 of 2,,67-87,,
8:37.0,Offensive rebound by Team,,67-87,,
8:37.0,K. Porzingis makes free throw 2 of 2,1,68-87,,
8:25.0,,,68-87,,S. Larkin misses 3-pt shot from 27 ft
8:22.0,Defensive rebound by D. McDermott,,68-87,,
8:14.0,J. Jack misses 2-pt shot from 19 ft,,68-87,,
8:11.0,,,68-87,,Defensive rebound by J. Tatum
8:05.0,,,68-87,,Shooting foul by D. McDermott (drawn by D. Theis)
8:05.0,,,68-87,,D. Theis misses free throw 1 of 2
8:05.0,,,68-87,,Offensive rebound by Team
8:05.0,,,68-87,,K. Irving enters the game for S. Larkin
8:05.0,T. Hardaway enters the game for C. Lee,,68-87,,
8:05.0,R. Sessions enters the game for D. McDermott,,68-87,,
8:05.0,E. Kanter enters the game for J. Jack,,68-87,,
8:05.0,,,68-88,1,D. Theis makes free throw 2 of 2
7:44.0,T. Hardaway misses 3-pt shot from 26 ft,,68-88,,
7:40.0,,,68-88,,Defensive rebound by S. Ojeleye
7:29.0,,,68-91,3,T. Rozier makes 3-pt shot from 22 ft
7:17.0,,,68-91,,Personal foul by K. Irving (drawn by K. Porzingis)
7:17.0,,,68-91,,A. Horford enters the game for D. Theis
7:11.0,K. Porzingis makes 2-pt shot from 5 ft (assist by T. Hardaway),2,70-91,,
7:11.0,Shooting foul by S. Ojeleye (drawn by K. Porzingis),,70-91,,
7:11.0,K. Porzingis misses free throw 1 of 1,,70-91,,
7:07.0,,,70-91,,Defensive rebound by A. Horford
7:00.0,,,70-91,,J. Tatum misses 3-pt shot from 25 ft
6:55.0,Defensive rebound by K. Porzingis,,70-91,,
6:47.0,K. Porzingis makes 2-pt shot from 5 ft (assist by R. Sessions),2,72-91,,
6:47.0,,,72-91,,Boston full timeout
6:47.0,,,72-91,,J. Brown enters the game for S. Ojeleye
6:37.0,,,72-94,3,A. Horford makes 3-pt shot from 25 ft (assist by K. Irving)
6:19.0,T. Hardaway makes 2-pt shot from 17 ft (assist by R. Sessions),2,74-94,,
5:57.0,,,74-96,2,K. Irving makes 2-pt shot from 7 ft
5:40.0,Turnover by R. Sessions (bad pass; steal by T. Rozier),,74-96,,
5:33.0,,,74-96,,T. Rozier misses 2-pt shot from 3 ft
5:29.0,Defensive rebound by K. Porzingis,,74-96,,
5:25.0,L. Thomas misses 3-pt shot from 24 ft,,74-96,,
5:24.0,Offensive rebound by Team,,74-96,,
5:24.0,,,74-96,,Loose ball foul by A. Horford (drawn by K. Porzingis)
5:24.0,K. Porzingis misses free throw 1 of 2,,74-96,,
5:24.0,Offensive rebound by Team,,74-96,,
5:24.0,K. Porzingis makes free throw 2 of 2,1,75-96,,
5:09.0,,,75-96,,Shooting foul by R. Sessions (drawn by K. Irving)
5:09.0,,,75-97,1,K. Irving makes free throw 1 of 2
5:09.0,,,75-98,1,K. Irving makes free throw 2 of 2
4:47.0,L. Thomas misses 2-pt shot from 20 ft,,75-98,,
4:44.0,Offensive rebound by Team,,75-98,,
4:44.0,D. Dotson enters the game for R. Sessions,,75-98,,
4:44.0,M. Beasley enters the game for K. Porzingis,,75-98,,
4:44.0,R. Baker enters the game for L. Thomas,,75-98,,
4:41.0,R. Baker misses 2-pt shot from 18 ft,,75-98,,
4:39.0,,,75-98,,Defensive rebound by T. Rozier
4:29.0,,,75-98,,J. Brown misses 3-pt shot from 22 ft
4:25.0,Defensive rebound by D. Dotson,,75-98,,
4:20.0,New York full timeout,,75-98,,
4:20.0,,,75-98,,S. Larkin enters the game for K. Irving
4:20.0,,,75-98,,A. Nader enters the game for T. Rozier
4:20.0,,,75-98,,D. Theis enters the game for A. Horford
4:20.0,D. McDermott enters the game for E. Kanter,,75-98,,
4:20.0,W. Hernangomez enters the game for T. Hardaway,,75-98,,
4:07.0,M. Beasley makes 2-pt shot from 19 ft (assist by D. McDermott),2,77-98,,
3:50.0,,,77-98,,Turnover by D. Theis (bad pass; steal by W. Hernangomez)
3:42.0,Turnover by R. Baker (bad pass; steal by J. Tatum),,77-98,,
3:35.0,,,77-98,,Shooting foul by M. Beasley (drawn by J. Brown)
3:35.0,,,77-98,,J. Brown misses free throw 1 of 2
3:35.0,,,77-98,,Offensive rebound by Team
3:35.0,,,77-98,,S. Ojeleye enters the game for J. Tatum
