time,Indiana,pts.away,score,pts.home,Milwaukee
7:36.0,,,4-8,,Personal foul by K. Middleton (drawn by B. Bogdanovic)
7:24.0,V. Oladipo makes 2-pt shot from 18 ft (assist by C. Joseph),2,6-8,,
7:07.0,,,6-8,,Turnover by E. Bledsoe (lost ball; steal by C. Joseph)
6:50.0,B. Bogdanovic misses 2-pt shot from 5 ft,,6-8,,
6:46.0,Offensive rebound by T. Young,,6-8,,
6:46.0,T. Young misses 2-pt shot at rim,,6-8,,
6:46.0,Offensive rebound by M. Turner,,6-8,,
6:41.0,Turnover by M. Turner (bad pass; steal by J. Henson),,6-8,,
6:27.0,,,6-8,,Turnover by G. Antetokounmpo (lost ball; steal by C. Joseph)
6:16.0,T. Young makes 2-pt shot at rim (assist by V. Oladipo),2,8-8,,
6:14.0,Technical foul by T. Young,,8-8,,
6:14.0,,,8-8,,Milwaukee full timeout
6:14.0,,,8-9,1,K. Middleton makes technical free throw
5:59.0,,,8-9,,E. Bledsoe misses 2-pt shot from 14 ft
5:57.0,,,8-9,,Offensive rebound by J. Henson
5:54.0,,,8-9,,K. Middleton misses 3-pt shot from 27 ft
5:50.0,Defensive rebound by B. Bogdanovic,,8-9,,
5:39.0,V. Oladipo misses 2-pt shot from 18 ft,,8-9,,
5:35.0,,,8-9,,Defensive rebound by J. Henson
5:24.0,,,8-9,,K. Middleton misses 3-pt shot from 22 ft
5:21.0,Defensive rebound by V. Oladipo,,8-9,,
5:07.0,C. Joseph misses 3-pt shot from 28 ft,,8-9,,
5:04.0,,,8-9,,Defensive rebound by K. Middleton
4:58.0,,,8-9,,J. Parker enters the game for G. Antetokounmpo
4:52.0,,,8-9,,J. Parker misses 2-pt shot from 2 ft
4:50.0,Defensive rebound by B. Bogdanovic,,8-9,,
4:48.0,,,8-9,,T. Zeller enters the game for J. Henson
4:48.0,D. Sabonis enters the game for T. Young,,8-9,,
4:30.0,V. Oladipo misses 2-pt shot from 14 ft,,8-9,,
4:28.0,,,8-9,,Defensive rebound by J. Parker
4:24.0,,,8-9,,J. Parker misses 2-pt shot from 1 ft
4:21.0,Defensive rebound by V. Oladipo,,8-9,,
4:14.0,V. Oladipo misses 2-pt shot from 18 ft,,8-9,,
4:08.0,Offensive rebound by D. Sabonis,,8-9,,
4:07.0,D. Sabonis misses 2-pt shot from 2 ft,,8-9,,
4:05.0,,,8-9,,Defensive rebound by T. Zeller
3:55.0,,,8-11,2,K. Middleton makes 2-pt shot from 13 ft
3:39.0,Turnover by M. Turner (traveling),,8-11,,
3:39.0,,,8-11,,S. Brown enters the game for J. Terry
3:39.0,G. Robinson enters the game for C. Joseph,,8-11,,
3:39.0,J. Young enters the game for B. Bogdanovic,,8-11,,
3:24.0,,,8-11,,J. Parker misses 2-pt shot from 3 ft
3:23.0,,,8-11,,Offensive rebound by J. Parker
3:22.0,,,8-11,,Shooting foul by G. Robinson (drawn by K. Middleton)
3:22.0,,,8-12,1,K. Middleton makes free throw 1 of 2
3:22.0,L. Stephenson enters the game for V. Oladipo,,8-12,,
3:22.0,,,8-12,,K. Middleton misses free throw 2 of 2
3:19.0,Defensive rebound by D. Sabonis,,8-12,,
3:06.0,G. Robinson misses 3-pt shot from 28 ft,,8-12,,
3:03.0,Offensive rebound by M. Turner,,8-12,,
2:56.0,D. Sabonis misses 2-pt shot from 3 ft (block by E. Bledsoe),,8-12,,
2:56.0,Offensive rebound by Team,,8-12,,
2:56.0,Indiana full timeout,,8-12,,
2:56.0,T. Leaf enters the game for M. Turner,,8-12,,
2:53.0,J. Young makes 2-pt shot from 14 ft (assist by L. Stephenson),2,10-12,,
2:46.0,,,10-12,,Shooting foul by J. Young (drawn by E. Bledsoe)
2:46.0,,,10-12,,E. Bledsoe misses free throw 1 of 2
2:46.0,,,10-12,,Offensive rebound by Team
2:46.0,,,10-13,1,E. Bledsoe makes free throw 2 of 2
2:43.0,,,10-13,,Personal block foul by E. Bledsoe (drawn by J. Young)
2:43.0,,,10-13,,G. Antetokounmpo enters the game for E. Bledsoe
2:30.0,L. Stephenson makes 2-pt shot from 16 ft,2,12-13,,
2:06.0,,,12-16,3,G. Antetokounmpo makes 3-pt shot from 28 ft (assist by S. Brown)
1:58.0,L. Stephenson misses 3-pt shot from 28 ft,,12-16,,
1:55.0,,,12-16,,Defensive rebound by T. Zeller
1:49.0,,,12-16,,Turnover by K. Middleton (lost ball; steal by L. Stephenson)
1:44.0,G. Robinson misses 2-pt shot from 2 ft (block by G. Antetokounmpo),,12-16,,
1:38.0,Offensive rebound by J. Young,,12-16,,
1:33.0,Shooting foul by S. Brown (drawn by L. Stephenson),,12-16,,
1:33.0,L. Stephenson misses free throw 1 of 2,,12-16,,
1:33.0,Offensive rebound by Team,,12-16,,
1:33.0,L. Stephenson makes free throw 2 of 2,1,13-16,,
1:20.0,Def 3 sec tech foul by J. Young,,13-16,,
1:20.0,,,13-17,1,K. Middleton makes technical free throw
1:20.0,,,13-17,,Technical foul by E. Bledsoe
1:20.0,J. Young makes technical free throw,1,14-17,,
1:08.0,,,14-19,2,K. Middleton makes 2-pt shot from 13 ft
0:55.0,,,14-19,,Personal foul by S. Brown (drawn by L. Stephenson)
0:55.0,,,14-19,,Technical foul by G. Antetokounmpo
0:55.0,J. Young makes technical free throw,1,15-19,,
0:48.0,J. Young makes 3-pt shot from 24 ft (assist by D. Sabonis),3,18-19,,
0:39.0,,,18-21,2,J. Parker makes 2-pt shot at rim
0:30.0,L. Stephenson misses 2-pt shot from 8 ft,,18-21,,
0:30.0,,,18-21,,Defensive rebound by Team
0:28.0,Loose ball foul by D. Sabonis (drawn by K. Middleton),,18-21,,
0:07.0,,,18-21,,K. Middleton misses 2-pt shot from 6 ft (block by D. Sabonis)
0:04.0,Defensive rebound by D. Sabonis,,18-21,,
0:01.0,G. Robinson misses 2-pt shot from 4 ft (block by G. Antetokounmpo),,18-21,,
0:01.0,,,18-21,,Defensive rebound by G. Antetokounmpo
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:35.0,L. Stephenson misses 2-pt shot from 4 ft,,18-21,,
11:34.0,Offensive rebound by L. Stephenson,,18-21,,
11:33.0,L. Stephenson makes 2-pt shot at rim,2,20-21,,
11:24.0,Personal foul by L. Stephenson (drawn by G. Antetokounmpo),,20-21,,
11:15.0,,,20-21,,G. Antetokounmpo misses 2-pt shot from 7 ft
11:13.0,Defensive rebound by T. Leaf,,20-21,,
11:00.0,D. Sabonis misses 2-pt shot from 1 ft,,20-21,,
10:58.0,Offensive rebound by D. Sabonis,,20-21,,
10:47.0,D. Sabonis misses 2-pt shot from 2 ft (block by J. Parker),,20-21,,
10:47.0,Offensive rebound by Team,,20-21,,
10:39.0,J. Young misses 2-pt shot from 15 ft,,20-21,,
10:37.0,,,20-21,,Defensive rebound by J. Terry
10:33.0,,,20-21,,Shooting foul by D. Sabonis (drawn by G. Antetokounmpo)
10:33.0,,,20-21,,G. Antetokounmpo misses free throw 1 of 2
10:33.0,,,20-21,,Offensive rebound by Team
10:33.0,T. Young enters the game for J. Young,,20-21,,
10:33.0,V. Oladipo enters the game for T. Leaf,,20-21,,
10:33.0,,,20-21,,G. Antetokounmpo misses free throw 2 of 2
10:29.0,,,20-21,,Offensive rebound by J. Parker
10:22.0,,,20-24,3,J. Parker makes 3-pt shot from 27 ft (assist by G. Antetokounmpo)
10:07.0,Turnover by L. Stephenson (bad pass; steal by J. Terry),,20-24,,
10:02.0,,,20-24,,J. Terry misses 2-pt shot from 1 ft
9:59.0,Defensive rebound by D. Sabonis,,20-24,,
9:58.0,Turnover by B. Bogdanovic (step out of bounds),,20-24,,
9:38.0,,,20-24,,G. Antetokounmpo misses 2-pt shot from 14 ft
9:35.0,,,20-24,,Offensive rebound by J. Parker
9:33.0,,,20-24,,J. Parker misses 2-pt shot from 1 ft
9:33.0,Defensive rebound by V. Oladipo,,20-24,,
9:27.0,L. Stephenson makes 2-pt shot from 2 ft (assist by V. Oladipo),2,22-24,,
9:12.0,,,22-24,,S. Brown misses 3-pt shot from 26 ft
9:10.0,Defensive rebound by B. Bogdanovic,,22-24,,
9:08.0,Shooting foul by J. Parker (drawn by B. Bogdanovic),,22-24,,
9:08.0,B. Bogdanovic makes free throw 1 of 2,1,23-24,,
9:08.0,C. Joseph enters the game for L. Stephenson,,23-24,,
9:08.0,B. Bogdanovic misses free throw 2 of 2,,23-24,,
9:04.0,,,23-24,,Defensive rebound by G. Antetokounmpo
8:56.0,,,23-24,,J. Parker misses 2-pt shot from 20 ft
8:52.0,Defensive rebound by D. Sabonis,,23-24,,
8:49.0,Shooting foul by S. Brown (drawn by B. Bogdanovic),,23-24,,
8:49.0,B. Bogdanovic makes free throw 1 of 2,1,24-24,,
8:49.0,,,24-24,,E. Bledsoe enters the game for S. Brown
8:49.0,B. Bogdanovic makes free throw 2 of 2,1,25-24,,
8:36.0,Personal foul by B. Bogdanovic (drawn by G. Antetokounmpo),,25-24,,
8:31.0,,,25-27,3,E. Bledsoe makes 3-pt shot from 25 ft (assist by J. Parker)
8:17.0,Shooting foul by J. Terry (drawn by B. Bogdanovic),,25-27,,
8:17.0,B. Bogdanovic makes free throw 1 of 3,1,26-27,,
8:17.0,B. Bogdanovic makes free throw 2 of 3,1,27-27,,
8:17.0,B. Bogdanovic makes free throw 3 of 3,1,28-27,,
7:57.0,,,28-27,,E. Bledsoe misses 2-pt shot from 14 ft
7:54.0,,,28-27,,Offensive rebound by E. Bledsoe
7:51.0,,,28-27,,Turnover by E. Bledsoe (bad pass; steal by V. Oladipo)
7:44.0,V. Oladipo misses 3-pt shot from 27 ft,,28-27,,
7:42.0,,,28-27,,Defensive rebound by Team
7:42.0,Loose ball foul by D. Sabonis (drawn by T. Zeller),,28-27,,
7:42.0,,,28-27,,K. Middleton enters the game for J. Parker
7:42.0,,,28-27,,J. Henson enters the game for T. Zeller
7:42.0,M. Turner enters the game for D. Sabonis,,28-27,,
7:35.0,,,28-27,,E. Bledsoe misses 2-pt shot from 14 ft
7:32.0,Defensive rebound by T. Young,,28-27,,
7:25.0,V. Oladipo makes 2-pt shot from 13 ft,2,30-27,,
7:04.0,,,30-27,,G. Antetokounmpo misses 2-pt shot from 2 ft (block by M. Turner)
7:00.0,,,30-27,,Offensive rebound by J. Henson
6:59.0,,,30-29,2,J. Henson makes 2-pt shot from 6 ft
6:55.0,T. Young makes 2-pt shot from 1 ft (assist by C. Joseph),2,32-29,,
6:45.0,,,32-32,3,G. Antetokounmpo makes 3-pt shot from 28 ft
6:24.0,Shooting foul by G. Antetokounmpo (drawn by M. Turner),,32-32,,
6:24.0,,,32-32,,Milwaukee full timeout
6:24.0,M. Turner makes free throw 1 of 2,1,33-32,,
6:24.0,M. Turner misses free throw 2 of 2,,33-32,,
6:20.0,,,33-32,,Defensive rebound by G. Antetokounmpo
6:09.0,,,33-32,,E. Bledsoe misses 2-pt shot from 2 ft
6:04.0,,,33-32,,Offensive rebound by J. Henson
6:04.0,,,33-34,2,J. Henson makes 2-pt shot at rim
5:52.0,B. Bogdanovic misses 3-pt shot from 24 ft,,33-34,,
5:50.0,,,33-34,,Defensive rebound by G. Antetokounmpo
5:30.0,,,33-34,,G. Antetokounmpo misses 2-pt shot from 7 ft
5:27.0,Defensive rebound by C. Joseph,,33-34,,
5:21.0,C. Joseph makes 3-pt shot from 23 ft (assist by V. Oladipo),3,36-34,,
4:58.0,,,36-37,3,J. Terry makes 3-pt shot from 22 ft (assist by K. Middleton)
4:40.0,T. Young misses 2-pt shot from 4 ft (block by J. Henson),,36-37,,
4:40.0,,,36-37,,Defensive rebound by G. Antetokounmpo
4:36.0,,,36-37,,Shooting foul by M. Turner (drawn by G. Antetokounmpo)
4:36.0,,,36-38,1,G. Antetokounmpo makes free throw 1 of 2
4:36.0,L. Stephenson enters the game for B. Bogdanovic,,36-38,,
4:36.0,,,36-39,1,G. Antetokounmpo makes free throw 2 of 2
4:20.0,M. Turner makes 2-pt shot from 3 ft,2,38-39,,
4:20.0,Shooting foul by J. Henson (drawn by M. Turner),,38-39,,
4:20.0,,,38-39,,J. Parker enters the game for G. Antetokounmpo
4:20.0,M. Turner makes free throw 1 of 1,1,39-39,,
4:01.0,,,39-41,2,K. Middleton makes 2-pt shot from 8 ft
3:51.0,V. Oladipo misses 3-pt shot from 26 ft,,39-41,,
3:48.0,,,39-41,,Defensive rebound by J. Parker
3:42.0,,,39-41,,Turnover by K. Middleton (bad pass; steal by V. Oladipo)
3:36.0,T. Young makes 2-pt shot at rim (assist by L. Stephenson),2,41-41,,
3:17.0,,,41-41,,E. Bledsoe misses 3-pt shot from 27 ft
3:15.0,Defensive rebound by M. Turner,,41-41,,
3:05.0,,,41-41,,Violation by K. Middleton (kicked ball)
2:55.0,C. Joseph misses 2-pt shot from 19 ft,,41-41,,
2:47.0,Offensive rebound by M. Turner,,41-41,,
2:47.0,M. Turner makes 2-pt shot at rim,2,43-41,,
2:23.0,,,43-41,,K. Middleton misses 3-pt shot from 26 ft
2:20.0,Defensive rebound by M. Turner,,43-41,,
2:15.0,L. Stephenson misses 2-pt shot at rim,,43-41,,
2:12.0,,,43-41,,Defensive rebound by J. Henson
2:05.0,,,43-44,3,J. Terry makes 3-pt shot from 27 ft (assist by E. Bledsoe)
1:57.0,Indiana full timeout,,43-44,,
1:57.0,,,43-44,,G. Antetokounmpo enters the game for J. Terry
1:41.0,L. Stephenson misses 2-pt shot from 5 ft (block by G. Antetokounmpo),,43-44,,
1:39.0,Offensive rebound by C. Joseph,,43-44,,
1:38.0,C. Joseph misses 3-pt shot from 29 ft,,43-44,,
1:38.0,Offensive rebound by Team,,43-44,,
1:38.0,Turnover by Team (shot clock),,43-44,,
1:27.0,Personal foul by C. Joseph (drawn by E. Bledsoe),,43-44,,
1:27.0,,,43-45,1,E. Bledsoe makes free throw 1 of 2
1:27.0,,,43-46,1,E. Bledsoe makes free throw 2 of 2
1:16.0,,,43-46,,Personal foul by K. Middleton (drawn by M. Turner)
1:16.0,M. Turner makes free throw 1 of 2,1,44-46,,
1:16.0,M. Turner makes free throw 2 of 2,1,45-46,,
0:54.0,,,45-46,,J. Henson misses 2-pt shot from 1 ft
0:52.0,Defensive rebound by L. Stephenson,,45-46,,
0:34.0,C. Joseph misses 2-pt shot from 12 ft,,45-46,,
0:31.0,,,45-46,,Defensive rebound by K. Middleton
0:27.0,,,45-46,,K. Middleton misses 2-pt shot from 13 ft
0:25.0,Defensive rebound by L. Stephenson,,45-46,,
0:06.0,Turnover by V. Oladipo (lost ball; steal by K. Middleton),,45-46,,
0:04.0,,,45-46,,Turnover by K. Middleton (lost ball; steal by T. Young)
0:02.0,V. Oladipo misses 2-pt shot from 15 ft,,45-46,,
0:01.0,Offensive rebound by T. Young,,45-46,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:34.0,C. Joseph misses 2-pt shot from 19 ft,,45-46,,
11:31.0,,,45-46,,Defensive rebound by E. Bledsoe
11:17.0,,,45-46,,G. Antetokounmpo misses 2-pt shot from 5 ft
11:14.0,Defensive rebound by T. Young,,45-46,,
11:02.0,T. Young misses 2-pt shot from 1 ft (block by J. Terry),,45-46,,
10:58.0,,,45-46,,Defensive rebound by E. Bledsoe
10:55.0,,,45-49,3,K. Middleton makes 3-pt shot from 25 ft (assist by E. Bledsoe)
10:34.0,V. Oladipo makes 2-pt shot at rim,2,47-49,,
10:17.0,,,47-49,,J. Terry misses 3-pt shot from 23 ft
10:14.0,Defensive rebound by M. Turner,,47-49,,
10:11.0,V. Oladipo makes 2-pt shot at rim (assist by B. Bogdanovic),2,49-49,,
9:58.0,,,49-51,2,K. Middleton makes 2-pt shot from 15 ft
9:50.0,,,49-51,,Personal foul by E. Bledsoe (drawn by V. Oladipo)
9:34.0,V. Oladipo misses 3-pt shot from 27 ft,,49-51,,
9:31.0,,,49-51,,Defensive rebound by K. Middleton
9:28.0,,,49-51,,K. Middleton misses 2-pt shot from 2 ft (block by V. Oladipo)
9:28.0,,,49-51,,Offensive rebound by Team
9:20.0,,,49-51,,Shooting foul by T. Young (drawn by G. Antetokounmpo)
9:20.0,,,49-52,1,G. Antetokounmpo makes free throw 1 of 2
9:20.0,,,49-53,1,G. Antetokounmpo makes free throw 2 of 2
9:10.0,Shooting foul by K. Middleton (drawn by B. Bogdanovic),,49-53,,
9:10.0,B. Bogdanovic makes free throw 1 of 2,1,50-53,,
9:10.0,B. Bogdanovic makes free throw 2 of 2,1,51-53,,
8:54.0,,,51-53,,J. Terry misses 3-pt shot from 23 ft
8:51.0,Defensive rebound by M. Turner,,51-53,,
8:44.0,,,51-53,,Personal foul by E. Bledsoe (drawn by T. Young)
8:44.0,,,51-53,,S. Brown enters the game for E. Bledsoe
8:32.0,V. Oladipo misses 2-pt shot from 17 ft,,51-53,,
8:28.0,,,51-53,,Defensive rebound by G. Antetokounmpo
8:25.0,,,51-53,,G. Antetokounmpo misses 2-pt shot from 3 ft (block by M. Turner)
8:20.0,Defensive rebound by V. Oladipo,,51-53,,
8:18.0,M. Turner misses 2-pt shot from 1 ft (block by J. Terry),,51-53,,
8:15.0,,,51-53,,Defensive rebound by J. Henson
8:15.0,,,51-53,,Shooting foul by V. Oladipo (drawn by G. Antetokounmpo)
8:15.0,,,51-54,1,G. Antetokounmpo makes free throw 1 of 2
8:15.0,,,51-55,1,G. Antetokounmpo makes free throw 2 of 2
8:01.0,Turnover by V. Oladipo (bad pass),,51-55,,
7:53.0,,,51-55,,G. Antetokounmpo misses 3-pt shot from 25 ft
7:49.0,,,51-55,,Offensive rebound by K. Middleton
7:49.0,,,51-55,,K. Middleton misses 2-pt shot from 2 ft
7:47.0,Defensive rebound by M. Turner,,51-55,,
7:45.0,T. Young makes 2-pt shot from 1 ft (assist by B. Bogdanovic),2,53-55,,
7:19.0,Personal foul by V. Oladipo (drawn by K. Middleton),,53-55,,
7:12.0,,,53-55,,Shooting foul by M. Turner (drawn by S. Brown)
7:12.0,,,53-56,1,S. Brown makes free throw 1 of 2
7:12.0,,,53-56,,S. Brown misses free throw 2 of 2
7:09.0,,,53-56,,Offensive rebound by J. Henson
7:00.0,,,53-58,2,S. Brown makes 2-pt shot from 1 ft
6:41.0,Turnover by C. Joseph (bad pass; steal by G. Antetokounmpo),,53-58,,
6:32.0,,,53-58,,S. Brown misses 3-pt shot from 25 ft
6:28.0,Defensive rebound by B. Bogdanovic,,53-58,,
6:26.0,C. Joseph makes 2-pt shot at rim,2,55-58,,
6:00.0,,,55-58,,J. Terry misses 2-pt shot from 2 ft
6:00.0,,,55-58,,Offensive rebound by Team
6:00.0,,,55-58,,Turnover by J. Terry (traveling)
6:00.0,,,55-58,,Milwaukee full timeout
5:43.0,,,55-58,,Personal foul by S. Brown (drawn by V. Oladipo)
5:34.0,M. Turner makes 2-pt shot from 1 ft (assist by B. Bogdanovic),2,57-58,,
5:17.0,,,57-58,,Turnover by J. Henson (traveling)
5:17.0,,,57-58,,J. Parker enters the game for J. Terry
5:06.0,V. Oladipo makes 3-pt shot from 26 ft (assist by C. Joseph),3,60-58,,
4:50.0,,,60-58,,G. Antetokounmpo misses 2-pt shot from 13 ft
4:50.0,Defensive rebound by C. Joseph,,60-58,,
4:43.0,V. Oladipo makes 2-pt shot at rim (assist by C. Joseph),2,62-58,,
4:24.0,,,62-58,,G. Antetokounmpo misses 2-pt shot from 20 ft
4:24.0,Defensive rebound by V. Oladipo,,62-58,,
4:19.0,Turnover by V. Oladipo (lost ball; steal by K. Middleton),,62-58,,
4:16.0,Personal foul by V. Oladipo (drawn by K. Middleton),,62-58,,
4:16.0,,,62-59,1,K. Middleton makes free throw 1 of 2
4:16.0,,,62-59,,T. Zeller enters the game for J. Henson
4:16.0,L. Stephenson enters the game for B. Bogdanovic,,62-59,,
4:16.0,,,62-59,,K. Middleton misses free throw 2 of 2
4:12.0,Defensive rebound by M. Turner,,62-59,,
4:01.0,V. Oladipo makes 2-pt shot at rim,2,64-59,,
3:46.0,,,64-59,,T. Zeller misses 2-pt shot from 18 ft
3:46.0,Defensive rebound by Team,,64-59,,
3:33.0,C. Joseph makes 3-pt shot from 23 ft (assist by V. Oladipo),3,67-59,,
3:33.0,,,67-59,,Milwaukee full timeout
3:33.0,,,67-59,,E. Bledsoe enters the game for S. Brown
3:13.0,,,67-61,2,E. Bledsoe makes 2-pt shot from 7 ft
3:01.0,,,67-61,,Personal foul by K. Middleton (drawn by M. Turner)
3:01.0,M. Turner misses free throw 1 of 2,,67-61,,
3:01.0,Offensive rebound by Team,,67-61,,
3:01.0,G. Robinson enters the game for V. Oladipo,,67-61,,
3:01.0,M. Turner makes free throw 2 of 2,1,68-61,,
2:41.0,,,68-63,2,K. Middleton makes 2-pt shot from 15 ft (assist by J. Parker)
2:26.0,L. Stephenson makes 2-pt shot from 17 ft,2,70-63,,
2:12.0,,,70-63,,J. Parker misses 3-pt shot from 26 ft
2:09.0,Defensive rebound by T. Young,,70-63,,
2:02.0,L. Stephenson makes 2-pt shot from 19 ft,2,72-63,,
1:38.0,,,72-63,,Turnover by K. Middleton (lost ball; steal by T. Young)
1:21.0,L. Stephenson misses 2-pt shot from 20 ft,,72-63,,
1:17.0,Offensive rebound by T. Young,,72-63,,
1:16.0,T. Young makes 2-pt shot from 1 ft,2,74-63,,
1:02.0,,,74-65,2,K. Middleton makes 2-pt shot from 11 ft (assist by E. Bledsoe)
1:02.0,Indiana full timeout,,74-65,,
1:02.0,,,74-65,,T. Maker enters the game for K. Middleton
1:02.0,,,74-65,,J. Terry enters the game for T. Zeller
1:02.0,D. Sabonis enters the game for M. Turner,,74-65,,
0:42.0,L. Stephenson misses 3-pt shot from 26 ft,,74-65,,
0:39.0,,,74-65,,Defensive rebound by T. Maker
0:35.0,,,74-65,,Turnover by G. Antetokounmpo (lost ball; steal by L. Stephenson)
0:31.0,L. Stephenson misses 2-pt shot from 2 ft,,74-65,,
0:29.0,Offensive rebound by G. Robinson,,74-65,,
0:29.0,G. Robinson makes 2-pt shot at rim,2,76-65,,
0:09.0,Personal foul by L. Stephenson (drawn by E. Bledsoe),,76-65,,
0:09.0,,,76-66,1,E. Bledsoe makes free throw 1 of 2
0:09.0,,,76-67,1,E. Bledsoe makes free throw 2 of 2
0:00.0,L. Stephenson makes 2-pt shot at rim,2,78-67,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:48.0,,,78-69,2,J. Parker makes 2-pt shot from 1 ft
11:33.0,D. Sabonis makes 2-pt shot at rim (assist by L. Stephenson),2,80-69,,
11:09.0,,,80-69,,J. Parker misses 3-pt shot from 25 ft
11:06.0,Defensive rebound by G. Robinson,,80-69,,
10:44.0,L. Stephenson makes 3-pt shot from 23 ft (assist by B. Bogdanovic),3,83-69,,
10:33.0,Personal foul by C. Joseph (drawn by E. Bledsoe),,83-69,,
10:24.0,,,83-71,2,J. Parker makes 2-pt shot from 10 ft
10:14.0,L. Stephenson misses 2-pt shot from 2 ft (block by T. Maker),,83-71,,
10:14.0,,,83-71,,Defensive rebound by G. Antetokounmpo
10:10.0,,,83-71,,Turnover by G. Antetokounmpo (lost ball; steal by C. Joseph)
9:55.0,,,83-71,,Personal foul by J. Terry (drawn by B. Bogdanovic)
9:47.0,,,83-71,,Personal foul by E. Bledsoe (drawn by D. Sabonis)
9:47.0,,,83-71,,K. Middleton enters the game for E. Bledsoe
9:39.0,C. Joseph misses 2-pt shot from 3 ft,,83-71,,
9:33.0,Offensive rebound by D. Sabonis,,83-71,,
9:33.0,D. Sabonis makes 2-pt shot at rim,2,85-71,,
9:24.0,,,85-73,2,G. Antetokounmpo makes 2-pt shot from 14 ft
8:58.0,B. Bogdanovic makes 2-pt shot from 13 ft,2,87-73,,
8:37.0,,,87-73,,G. Antetokounmpo misses 2-pt shot from 2 ft
8:35.0,,,87-73,,Offensive rebound by T. Maker
8:34.0,,,87-73,,T. Maker misses 2-pt shot from 1 ft
8:34.0,,,87-73,,Offensive rebound by T. Maker
8:33.0,,,87-73,,Shooting foul by L. Stephenson (drawn by T. Maker)
8:33.0,,,87-73,,T. Maker misses free throw 1 of 2
8:33.0,,,87-73,,Offensive rebound by Team
8:33.0,,,87-74,1,T. Maker makes free throw 2 of 2
8:14.0,Shooting foul by T. Maker (drawn by G. Robinson),,87-74,,
8:14.0,G. Robinson makes free throw 1 of 2,1,88-74,,
8:14.0,,,88-74,,J. Henson enters the game for T. Maker
8:14.0,G. Robinson makes free throw 2 of 2,1,89-74,,
8:00.0,,,89-76,2,J. Parker makes 2-pt shot from 5 ft (assist by G. Antetokounmpo)
7:41.0,D. Sabonis misses 2-pt shot from 2 ft (block by J. Henson),,89-76,,
7:39.0,,,89-76,,Defensive rebound by J. Henson
7:34.0,Personal foul by L. Stephenson (drawn by G. Antetokounmpo),,89-76,,
7:34.0,,,89-76,,E. Bledsoe enters the game for J. Terry
7:34.0,V. Oladipo enters the game for G. Robinson,,89-76,,
7:34.0,T. Young enters the game for B. Bogdanovic,,89-76,,
7:27.0,,,89-76,,G. Antetokounmpo misses 2-pt shot from 17 ft
7:24.0,Defensive rebound by D. Sabonis,,89-76,,
7:07.0,C. Joseph makes 2-pt shot from 18 ft,2,91-76,,
7:07.0,,,91-76,,Milwaukee full timeout
6:48.0,,,91-76,,Turnover by K. Middleton (bad pass)
