time,Denver,pts.away,score,pts.home,Sacramento
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:42.0,T. Lyles misses 2-pt shot from 15 ft,,27-29,,
11:39.0,,,27-29,,Defensive rebound by B. Hield
11:22.0,,,27-29,,B. Bogdanovic misses 2-pt shot from 4 ft
11:22.0,Defensive rebound by Team,,27-29,,
11:09.0,W. Barton misses 2-pt shot from 8 ft,,27-29,,
11:06.0,,,27-29,,Defensive rebound by V. Carter
11:03.0,,,27-29,,B. Hield misses 2-pt shot from 22 ft
10:58.0,Defensive rebound by T. Craig,,27-29,,
10:53.0,W. Barton misses 2-pt shot from 6 ft,,27-29,,
10:53.0,,,27-29,,Defensive rebound by K. Koufos
10:37.0,Personal foul by W. Chandler (drawn by K. Koufos),,27-29,,
10:30.0,,,27-29,,G. Temple misses 2-pt shot from 15 ft
10:26.0,Defensive rebound by M. Beasley,,27-29,,
10:16.0,T. Lyles misses 3-pt shot from 25 ft,,27-29,,
10:12.0,,,27-29,,Defensive rebound by Team
9:56.0,,,27-29,,B. Hield misses 3-pt shot from 26 ft
9:54.0,,,27-29,,Offensive rebound by K. Koufos
9:51.0,,,27-29,,K. Koufos misses 2-pt shot from 4 ft (block by T. Lyles)
9:47.0,,,27-29,,Offensive rebound by K. Koufos
9:44.0,,,27-29,,B. Hield misses 3-pt shot from 24 ft
9:44.0,Defensive rebound by W. Barton,,27-29,,
9:40.0,W. Chandler misses 2-pt shot from 19 ft,,27-29,,
9:36.0,,,27-29,,Defensive rebound by G. Temple
9:20.0,,,27-29,,V. Carter misses 2-pt shot from 3 ft
9:17.0,Defensive rebound by W. Barton,,27-29,,
9:14.0,T. Craig misses 3-pt shot from 25 ft,,27-29,,
9:11.0,,,27-29,,Defensive rebound by B. Hield
8:57.0,,,27-32,3,B. Hield makes 3-pt shot from 25 ft (assist by V. Carter)
8:40.0,Turnover by W. Barton (bad pass; steal by V. Carter),,27-32,,
8:36.0,,,27-34,2,G. Temple makes 2-pt shot from 2 ft
8:22.0,W. Barton misses 3-pt shot from 27 ft,,27-34,,
8:19.0,,,27-34,,Defensive rebound by V. Carter
8:16.0,,,27-34,,Sacramento full timeout
8:16.0,J. Murray enters the game for W. Barton,,27-34,,
8:16.0,G. Harris enters the game for T. Craig,,27-34,,
8:09.0,,,27-34,,B. Hield misses 3-pt shot from 25 ft
8:09.0,Defensive rebound by W. Chandler,,27-34,,
7:47.0,G. Harris misses 3-pt shot from 25 ft,,27-34,,
7:43.0,,,27-34,,Defensive rebound by V. Carter
7:26.0,,,27-34,,B. Bogdanovic misses 2-pt shot from 8 ft
7:24.0,,,27-34,,Offensive rebound by Team
7:24.0,,,27-34,,D. Fox enters the game for B. Hield
7:24.0,N. Jokic enters the game for T. Lyles,,27-34,,
7:15.0,,,27-34,,G. Temple misses 2-pt shot from 15 ft
7:10.0,Defensive rebound by G. Harris,,27-34,,
7:04.0,J. Murray misses 3-pt shot from 25 ft,,27-34,,
7:00.0,,,27-34,,Defensive rebound by V. Carter
6:54.0,,,27-34,,Shooting foul by J. Murray (drawn by D. Fox)
6:54.0,,,27-34,,D. Fox misses free throw 1 of 2
6:54.0,,,27-34,,Offensive rebound by Team
6:54.0,,,27-35,1,D. Fox makes free throw 2 of 2
6:42.0,,,27-35,,Personal foul by K. Koufos (drawn by N. Jokic)
6:33.0,J. Murray makes 3-pt shot from 23 ft (assist by N. Jokic),3,30-35,,
6:15.0,Def 3 sec tech foul by W. Chandler,,30-35,,
6:15.0,,,30-36,1,B. Bogdanovic makes technical free throw
6:07.0,,,30-36,,G. Temple misses 3-pt shot from 25 ft
6:03.0,Defensive rebound by M. Beasley,,30-36,,
5:49.0,Turnover by J. Murray (bad pass; steal by K. Koufos),,30-36,,
5:34.0,,,30-36,,K. Koufos misses 2-pt shot from 6 ft
5:29.0,Defensive rebound by N. Jokic,,30-36,,
5:24.0,G. Harris misses 2-pt shot from 3 ft,,30-36,,
5:21.0,Offensive rebound by G. Harris,,30-36,,
5:15.0,Turnover by N. Jokic (bad pass; steal by V. Carter),,30-36,,
5:08.0,,,30-38,2,D. Fox makes 2-pt shot from 17 ft
4:56.0,M. Beasley misses 3-pt shot from 25 ft,,30-38,,
4:52.0,,,30-38,,Defensive rebound by G. Temple
4:44.0,,,30-38,,B. Bogdanovic misses 2-pt shot from 22 ft
4:40.0,Defensive rebound by W. Chandler,,30-38,,
4:30.0,Turnover by M. Beasley (out of bounds lost ball),,30-38,,
4:30.0,,,30-38,,W. Cauley-Stein enters the game for G. Temple
4:30.0,,,30-38,,M. Richardson enters the game for K. Koufos
4:30.0,W. Barton enters the game for M. Beasley,,30-38,,
4:08.0,,,30-41,3,B. Bogdanovic makes 3-pt shot from 25 ft
3:40.0,G. Harris makes 3-pt shot from 25 ft (assist by N. Jokic),3,33-41,,
3:30.0,,,33-43,2,D. Fox makes 2-pt shot from 15 ft
3:08.0,Turnover by W. Chandler (out of bounds lost ball),,33-43,,
2:55.0,,,33-43,,M. Richardson misses 3-pt shot from 23 ft
2:51.0,Defensive rebound by J. Murray,,33-43,,
2:49.0,Denver full timeout,,33-43,,
2:49.0,T. Lyles enters the game for W. Chandler,,33-43,,
2:49.0,,,33-44,1,B. Bogdanovic makes technical free throw
2:44.0,J. Murray misses 3-pt shot from 25 ft,,33-44,,
2:43.0,,,33-44,,Defensive rebound by Team
2:43.0,Loose ball foul by N. Jokic (drawn by V. Carter),,33-44,,
2:24.0,,,33-44,,Turnover by D. Fox (bad pass)
2:10.0,Shooting foul by B. Bogdanovic (drawn by N. Jokic),,33-44,,
2:10.0,N. Jokic makes free throw 1 of 2,1,34-44,,
2:10.0,N. Jokic makes free throw 2 of 2,1,35-44,,
1:58.0,,,35-44,,Turnover by D. Fox (out of bounds lost ball)
1:40.0,G. Harris makes 2-pt shot from 1 ft (assist by W. Barton),2,37-44,,
1:33.0,,,37-46,2,B. Bogdanovic makes 2-pt shot from 2 ft (assist by D. Fox)
1:22.0,,,37-46,,Violation by W. Cauley-Stein (kicked ball)
1:22.0,,,37-46,,G. Temple enters the game for B. Bogdanovic
1:14.0,T. Lyles makes 2-pt shot from 2 ft (assist by N. Jokic),2,39-46,,
1:03.0,,,39-46,,V. Carter misses 3-pt shot from 25 ft
0:59.0,Defensive rebound by N. Jokic,,39-46,,
0:50.0,N. Jokic makes 2-pt shot from 2 ft,2,41-46,,
0:35.0,,,41-46,,G. Temple misses 3-pt shot from 23 ft
0:31.0,Defensive rebound by T. Lyles,,41-46,,
0:19.0,,,41-46,,Personal foul by W. Cauley-Stein (drawn by N. Jokic)
0:19.0,,,41-46,,K. Koufos enters the game for W. Cauley-Stein
0:15.0,J. Murray misses 2-pt shot from 12 ft,,41-46,,
0:12.0,,,41-46,,Defensive rebound by K. Koufos
0:03.0,Personal foul by J. Murray (drawn by D. Fox),,41-46,,
0:03.0,,,41-46,,B. Hield enters the game for K. Koufos
0:03.0,M. Beasley enters the game for N. Jokic,,41-46,,
0:03.0,W. Chandler enters the game for J. Murray,,41-46,,
0:03.0,,,41-46,,Offensive foul by G. Temple (drawn by M. Beasley)
0:03.0,,,41-46,,Turnover by G. Temple (offensive foul)
0:03.0,J. Murray enters the game for M. Beasley,,41-46,,
0:03.0,N. Jokic enters the game for W. Chandler,,41-46,,
0:00.0,G. Harris misses 3-pt shot from 28 ft,,41-46,,
0:00.0,Offensive rebound by Team,,41-46,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:54.0,Turnover by J. Murray (bad pass; steal by W. Cauley-Stein),,41-46,,
11:51.0,,,41-48,2,W. Cauley-Stein makes 2-pt shot from 1 ft
11:31.0,J. Murray misses 3-pt shot from 25 ft,,41-48,,
11:28.0,,,41-48,,Defensive rebound by W. Cauley-Stein
11:14.0,,,41-48,,B. Hield misses 2-pt shot from 4 ft
11:12.0,Defensive rebound by M. Plumlee,,41-48,,
11:04.0,J. Murray makes 2-pt shot from 3 ft (assist by N. Jokic),2,43-48,,
11:04.0,Shooting foul by M. Richardson (drawn by J. Murray),,43-48,,
11:04.0,J. Murray makes free throw 1 of 1,1,44-48,,
10:53.0,,,44-50,2,S. Labissiere makes 2-pt shot from 2 ft (assist by W. Cauley-Stein)
10:32.0,J. Murray misses 2-pt shot from 3 ft,,44-50,,
10:29.0,Offensive rebound by M. Plumlee,,44-50,,
10:28.0,J. Murray makes 2-pt shot from 1 ft,2,46-50,,
10:10.0,,,46-52,2,S. Labissiere makes 2-pt shot from 7 ft (assist by W. Cauley-Stein)
9:46.0,N. Jokic misses 3-pt shot from 25 ft,,46-52,,
9:41.0,,,46-52,,Defensive rebound by D. Fox
9:34.0,,,46-52,,S. Labissiere misses 2-pt shot from 4 ft (block by M. Plumlee)
9:33.0,Defensive rebound by J. Murray,,46-52,,
9:31.0,,,46-52,,Personal foul by D. Fox (drawn by J. Murray)
9:20.0,J. Murray misses 2-pt shot from 4 ft,,46-52,,
9:20.0,,,46-52,,Defensive rebound by Team
9:20.0,Loose ball foul by M. Plumlee (drawn by S. Labissiere),,46-52,,
9:10.0,,,46-52,,W. Cauley-Stein misses 2-pt shot from 6 ft
9:06.0,Defensive rebound by M. Plumlee,,46-52,,
8:54.0,W. Chandler makes 3-pt shot from 23 ft (assist by N. Jokic),3,49-52,,
8:40.0,,,49-55,3,M. Richardson makes 3-pt shot from 23 ft (assist by D. Fox)
8:21.0,W. Chandler misses 3-pt shot from 25 ft,,49-55,,
8:19.0,Offensive rebound by W. Chandler,,49-55,,
8:09.0,M. Plumlee makes 2-pt shot from 2 ft,2,51-55,,
7:54.0,,,51-55,,S. Labissiere misses 2-pt shot from 7 ft
7:46.0,,,51-55,,Offensive rebound by W. Cauley-Stein
7:46.0,,,51-55,,W. Cauley-Stein misses 2-pt shot at rim
7:45.0,Defensive rebound by M. Plumlee,,51-55,,
7:45.0,G. Harris makes 2-pt shot at rim,2,53-55,,
7:45.0,,,53-55,,Sacramento full timeout
7:30.0,,,53-55,,D. Fox misses 2-pt shot from 18 ft
7:25.0,Defensive rebound by M. Plumlee,,53-55,,
7:14.0,Turnover by J. Murray (bad pass; steal by D. Fox),,53-55,,
7:09.0,,,53-55,,M. Richardson misses 2-pt shot from 1 ft
7:09.0,,,53-55,,Offensive rebound by S. Labissiere
7:09.0,,,53-57,2,S. Labissiere makes 2-pt shot at rim
7:04.0,J. Murray misses 2-pt shot from 2 ft (block by S. Labissiere),,53-57,,
7:04.0,Offensive rebound by Team,,53-57,,
7:00.0,M. Plumlee misses 2-pt shot from 2 ft (block by S. Labissiere),,53-57,,
6:59.0,,,53-57,,Defensive rebound by M. Richardson
6:59.0,Personal foul by M. Plumlee (drawn by M. Richardson),,53-57,,
6:47.0,,,53-57,,S. Labissiere misses 2-pt shot from 8 ft
6:47.0,Defensive rebound by G. Harris,,53-57,,
6:31.0,W. Chandler misses 3-pt shot from 25 ft,,53-57,,
6:28.0,,,53-57,,Defensive rebound by W. Cauley-Stein
6:25.0,,,53-60,3,B. Hield makes 3-pt shot from 24 ft (assist by D. Fox)
6:22.0,Denver full timeout,,53-60,,
6:22.0,T. Lyles enters the game for M. Plumlee,,53-60,,
6:10.0,Turnover by T. Lyles (bad pass; steal by W. Cauley-Stein),,53-60,,
6:03.0,,,53-60,,Shooting foul by J. Murray (drawn by D. Fox)
6:03.0,,,53-60,,D. Fox misses free throw 1 of 2
6:03.0,,,53-60,,Offensive rebound by Team
6:03.0,,,53-61,1,D. Fox makes free throw 2 of 2
5:49.0,N. Jokic makes 2-pt shot from 2 ft (assist by G. Harris),2,55-61,,
5:33.0,,,55-61,,B. Hield misses 2-pt shot from 11 ft
5:29.0,Defensive rebound by T. Lyles,,55-61,,
5:15.0,T. Lyles makes 2-pt shot from 2 ft (assist by G. Harris),2,57-61,,
5:10.0,Personal foul by N. Jokic (drawn by W. Cauley-Stein),,57-61,,
5:10.0,,,57-61,,B. Bogdanovic enters the game for W. Cauley-Stein
5:10.0,,,57-61,,K. Koufos enters the game for M. Richardson
5:10.0,W. Barton enters the game for J. Murray,,57-61,,
5:02.0,,,57-63,2,D. Fox makes 2-pt shot at rim
4:52.0,W. Barton misses 2-pt shot from 2 ft (block by S. Labissiere),,57-63,,
4:52.0,Offensive rebound by Team,,57-63,,
4:41.0,G. Harris makes 2-pt shot from 3 ft,2,59-63,,
4:26.0,,,59-65,2,K. Koufos makes 2-pt shot from 5 ft (assist by D. Fox)
4:15.0,Turnover by N. Jokic (bad pass),,59-65,,
3:59.0,,,59-68,3,B. Hield makes 3-pt shot from 26 ft (assist by B. Bogdanovic)
3:35.0,W. Chandler misses 3-pt shot from 26 ft,,59-68,,
3:34.0,,,59-68,,Defensive rebound by Team
3:34.0,Loose ball foul by N. Jokic (drawn by K. Koufos),,59-68,,
3:34.0,,,59-69,1,K. Koufos makes free throw 1 of 2
3:34.0,,,59-69,,V. Carter enters the game for S. Labissiere
3:34.0,T. Craig enters the game for W. Chandler,,59-69,,
3:34.0,,,59-70,1,K. Koufos makes free throw 2 of 2
3:22.0,Turnover by N. Jokic (out of bounds lost ball),,59-70,,
3:11.0,,,59-70,,D. Fox misses 2-pt shot from 16 ft
3:07.0,Defensive rebound by N. Jokic,,59-70,,
3:01.0,N. Jokic misses 2-pt shot from 3 ft,,59-70,,
2:53.0,Offensive rebound by T. Lyles,,59-70,,
2:53.0,T. Lyles makes 2-pt shot at rim,2,61-70,,
2:46.0,,,61-72,2,V. Carter makes 2-pt shot from 1 ft (assist by D. Fox)
2:32.0,N. Jokic makes 2-pt shot from 1 ft,2,63-72,,
2:16.0,,,63-75,3,B. Hield makes 3-pt shot from 25 ft
2:03.0,T. Lyles makes 2-pt shot from 1 ft (assist by W. Barton),2,65-75,,
1:42.0,,,65-75,,V. Carter misses 3-pt shot from 23 ft
1:39.0,Defensive rebound by G. Harris,,65-75,,
1:32.0,,,65-75,,Personal foul by B. Bogdanovic (drawn by G. Harris)
1:32.0,,,65-75,,G. Temple enters the game for B. Hield
1:32.0,M. Beasley enters the game for N. Jokic,,65-75,,
1:28.0,W. Barton makes 2-pt shot from 6 ft,2,67-75,,
1:28.0,Shooting foul by D. Fox (drawn by W. Barton),,67-75,,
1:28.0,W. Barton makes free throw 1 of 1,1,68-75,,
1:13.0,,,68-75,,Turnover by G. Temple (out of bounds lost ball)
0:58.0,T. Craig misses 3-pt shot from 25 ft,,68-75,,
0:51.0,,,68-75,,Defensive rebound by D. Fox
0:50.0,,,68-75,,Offensive foul by D. Fox (drawn by M. Beasley)
0:50.0,,,68-75,,Turnover by D. Fox (offensive foul)
0:41.0,T. Lyles misses 2-pt shot from 2 ft,,68-75,,
0:41.0,Offensive rebound by T. Lyles,,68-75,,
0:41.0,Shooting foul by G. Temple (drawn by T. Lyles),,68-75,,
0:41.0,T. Lyles makes free throw 1 of 2,1,69-75,,
0:41.0,T. Lyles misses free throw 2 of 2,,69-75,,
0:38.0,,,69-75,,Defensive rebound by V. Carter
0:30.0,,,69-77,2,D. Fox makes 2-pt shot from 20 ft
0:05.0,W. Barton makes 2-pt shot from 8 ft,2,71-77,,
0:01.0,,,71-79,2,K. Koufos makes 2-pt shot from 1 ft (assist by B. Bogdanovic)
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:46.0,,,71-81,2,V. Carter makes 2-pt shot from 18 ft
11:28.0,Turnover by T. Lyles (bad pass; steal by K. Koufos),,71-81,,
11:15.0,,,71-84,3,V. Carter makes 3-pt shot from 25 ft (assist by B. Bogdanovic)
11:14.0,Denver full timeout,,71-84,,
11:14.0,,,71-84,,G. Temple enters the game for D. Fox
11:14.0,M. Plumlee enters the game for T. Craig,,71-84,,
10:59.0,W. Barton makes 3-pt shot from 24 ft (assist by M. Beasley),3,74-84,,
10:58.0,Loose ball foul by M. Plumlee (drawn by K. Koufos),,74-84,,
10:49.0,,,74-86,2,B. Bogdanovic makes 2-pt shot from 20 ft
10:23.0,W. Barton makes 2-pt shot from 21 ft,2,76-86,,
10:04.0,,,76-86,,V. Carter misses 3-pt shot from 25 ft (block by M. Plumlee)
10:00.0,Defensive rebound by J. Murray,,76-86,,
9:54.0,W. Barton makes 3-pt shot from 25 ft,3,79-86,,
9:36.0,,,79-88,2,K. Koufos makes 2-pt shot from 6 ft
9:24.0,Shooting foul by B. Hield (drawn by M. Plumlee),,79-88,,
9:24.0,M. Plumlee makes free throw 1 of 2,1,80-88,,
9:24.0,M. Plumlee makes free throw 2 of 2,1,81-88,,
9:04.0,,,81-88,,Turnover by B. Bogdanovic (bad pass; steal by W. Barton)
9:03.0,,,81-88,,Personal foul by K. Koufos (drawn by W. Barton)
8:53.0,J. Murray makes 3-pt shot from 25 ft,3,84-88,,
8:31.0,,,84-88,,G. Temple misses 3-pt shot from 23 ft
8:29.0,Defensive rebound by M. Beasley,,84-88,,
8:20.0,W. Barton misses 2-pt shot from 6 ft,,84-88,,
8:17.0,,,84-88,,Defensive rebound by B. Hield
8:09.0,,,84-90,2,V. Carter makes 2-pt shot from 3 ft
7:51.0,Turnover by T. Lyles (out of bounds lost ball),,84-90,,
7:28.0,,,84-90,,B. Bogdanovic misses 2-pt shot from 3 ft
7:23.0,,,84-90,,Offensive rebound by K. Koufos
7:23.0,,,84-92,2,K. Koufos makes 2-pt shot at rim
7:12.0,J. Murray makes 3-pt shot from 25 ft (assist by W. Barton),3,87-92,,
6:53.0,,,87-92,,G. Temple misses 2-pt shot from 3 ft (block by J. Murray)
6:53.0,Defensive rebound by Team,,87-92,,
6:53.0,G. Harris enters the game for M. Beasley,,87-92,,
6:39.0,W. Barton misses 2-pt shot from 4 ft (block by V. Carter),,87-92,,
6:38.0,Offensive rebound by M. Plumlee,,87-92,,
6:38.0,Shooting foul by G. Temple (drawn by M. Plumlee),,87-92,,
6:38.0,M. Plumlee misses free throw 1 of 2,,87-92,,
6:38.0,Offensive rebound by Team,,87-92,,
6:38.0,M. Plumlee misses free throw 2 of 2,,87-92,,
6:35.0,,,87-92,,Defensive rebound by K. Koufos
6:17.0,,,87-92,,Turnover by G. Temple (turnover)
6:17.0,N. Jokic enters the game for M. Plumlee,,87-92,,
6:17.0,,,87-92,,W. Cauley-Stein enters the game for B. Hield
6:17.0,,,87-92,,D. Fox enters the game for K. Koufos
5:59.0,Shooting foul by V. Carter (drawn by T. Lyles),,87-92,,
5:59.0,T. Lyles misses free throw 1 of 2,,87-92,,
5:59.0,Offensive rebound by Team,,87-92,,
5:59.0,T. Lyles misses free throw 2 of 2,,87-92,,
5:56.0,,,87-92,,Defensive rebound by V. Carter
5:42.0,,,87-92,,D. Fox misses 2-pt shot from 20 ft
5:38.0,Defensive rebound by T. Lyles,,87-92,,
5:22.0,T. Lyles makes 2-pt shot from 4 ft,2,89-92,,
4:57.0,,,89-94,2,W. Cauley-Stein makes 2-pt shot from 2 ft
4:44.0,Turnover by J. Murray (out of bounds lost ball),,89-94,,
4:42.0,Personal foul by J. Murray (drawn by D. Fox),,89-94,,
4:42.0,,,89-94,,Sacramento full timeout
4:42.0,,,89-94,,B. Hield enters the game for G. Temple
4:34.0,,,89-96,2,W. Cauley-Stein makes 2-pt shot from 2 ft
4:14.0,J. Murray misses 3-pt shot from 24 ft,,89-96,,
4:11.0,,,89-96,,Defensive rebound by V. Carter
3:54.0,,,89-96,,V. Carter misses 2-pt shot from 15 ft
3:51.0,Defensive rebound by N. Jokic,,89-96,,
3:43.0,N. Jokic misses 3-pt shot from 24 ft,,89-96,,
3:39.0,,,89-96,,Defensive rebound by B. Hield
3:28.0,,,89-96,,Offensive charge foul by D. Fox (drawn by N. Jokic)
3:28.0,,,89-96,,Turnover by D. Fox (offensive foul)
3:19.0,W. Barton makes 3-pt shot from 25 ft,3,92-96,,
2:57.0,,,92-98,2,B. Hield makes 2-pt shot from 7 ft (assist by V. Carter)
