time,Washington,pts.away,score,pts.home,Toronto
1:56.0,,,49-71,,Shooting foul by B. Beal (drawn by J. Valanciunas)
1:56.0,Washington full timeout,,49-71,,
1:56.0,M. Scott enters the game for B. Beal,,49-71,,
1:56.0,,,49-72,1,J. Valanciunas makes free throw 1 of 1
1:42.0,,,49-72,,Def 3 sec tech foul by J. Valanciunas
1:42.0,J. Wall makes technical free throw,1,50-72,,
1:42.0,,,50-72,,L. Nogueira enters the game for J. Valanciunas
1:32.0,O. Porter makes 2-pt shot from 17 ft (assist by J. Wall),2,52-72,,
1:18.0,,,52-72,,Offensive foul by L. Nogueira (drawn by K. Oubre)
1:18.0,,,52-72,,Turnover by L. Nogueira (offensive foul)
1:10.0,Shooting foul by L. Nogueira (drawn by J. Wall),,52-72,,
1:10.0,J. Wall makes free throw 1 of 2,1,53-72,,
1:10.0,J. Wall makes free throw 2 of 2,1,54-72,,
0:57.0,,,54-74,2,D. DeRozan makes 2-pt shot from 16 ft
0:50.0,J. Wall misses 3-pt shot from 26 ft,,54-74,,
0:47.0,,,54-74,,Defensive rebound by S. Ibaka
0:41.0,,,54-76,2,D. DeRozan makes 2-pt shot at rim
0:31.0,O. Porter makes 2-pt shot from 20 ft (assist by J. Wall),2,56-76,,
0:26.0,,,56-76,,Turnover by L. Nogueira (bad pass; steal by O. Porter)
0:22.0,J. Wall makes 2-pt shot from 1 ft (assist by O. Porter),2,58-76,,
0:00.0,,,58-76,,S. Ibaka misses 2-pt shot from 16 ft
0:00.0,,,58-76,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:38.0,,,58-78,2,J. Valanciunas makes 2-pt shot from 3 ft (assist by D. DeRozan)
11:23.0,B. Beal makes 3-pt shot from 25 ft,3,61-78,,
11:06.0,,,61-78,,Turnover by D. DeRozan (bad pass; steal by O. Porter)
11:03.0,O. Porter makes 2-pt shot at rim (assist by J. Wall),2,63-78,,
10:41.0,,,63-78,,S. Ibaka misses 2-pt shot from 15 ft
10:38.0,Defensive rebound by M. Gortat,,63-78,,
10:25.0,J. Wall makes 2-pt shot from 13 ft,2,65-78,,
10:05.0,,,65-78,,K. Lowry misses 3-pt shot from 26 ft
10:04.0,Defensive rebound by B. Beal,,65-78,,
9:57.0,,,65-78,,Personal foul by O. Anunoby (drawn by J. Wall)
9:51.0,J. Wall misses 3-pt shot from 25 ft,,65-78,,
9:48.0,,,65-78,,Defensive rebound by S. Ibaka
9:35.0,Personal foul by M. Morris (drawn by J. Valanciunas),,65-78,,
9:30.0,,,65-78,,Shooting foul by M. Gortat (drawn by J. Valanciunas)
9:30.0,,,65-78,,J. Valanciunas misses free throw 1 of 2
9:30.0,,,65-78,,Offensive rebound by Team
9:30.0,,,65-79,1,J. Valanciunas makes free throw 2 of 2
9:19.0,M. Gortat misses 2-pt shot from 18 ft,,65-79,,
9:17.0,,,65-79,,Defensive rebound by K. Lowry
9:10.0,,,65-81,2,S. Ibaka makes 2-pt shot from 9 ft (assist by K. Lowry)
8:57.0,O. Porter misses 2-pt shot from 10 ft,,65-81,,
8:54.0,,,65-81,,Defensive rebound by O. Anunoby
8:47.0,,,65-83,2,J. Valanciunas makes 2-pt shot from 6 ft (assist by K. Lowry)
8:45.0,Washington full timeout,,65-83,,
8:22.0,J. Wall makes 2-pt shot from 2 ft,2,67-83,,
8:13.0,,,67-83,,Shooting foul by B. Beal (drawn by K. Lowry)
8:13.0,,,67-84,1,K. Lowry makes free throw 1 of 3
8:13.0,,,67-85,1,K. Lowry makes free throw 2 of 3
8:13.0,T. Lawson enters the game for B. Beal,,67-85,,
8:13.0,,,67-85,,K. Lowry misses free throw 3 of 3
8:11.0,Defensive rebound by M. Morris,,67-85,,
8:00.0,J. Wall makes 2-pt shot from 10 ft,2,69-85,,
7:45.0,,,69-85,,D. DeRozan misses 2-pt shot from 18 ft
7:43.0,Defensive rebound by M. Gortat,,69-85,,
7:37.0,M. Gortat misses 2-pt shot from 6 ft,,69-85,,
7:33.0,,,69-85,,Defensive rebound by J. Valanciunas
7:23.0,,,69-87,2,D. DeRozan makes 2-pt shot at rim
7:05.0,O. Porter makes 2-pt shot from 19 ft,2,71-87,,
6:50.0,,,71-89,2,D. DeRozan makes 2-pt shot from 13 ft (assist by K. Lowry)
6:35.0,M. Morris makes 2-pt shot at rim (assist by O. Porter),2,73-89,,
6:16.0,,,73-89,,Turnover by J. Valanciunas (bad pass; steal by M. Morris)
6:11.0,,,73-89,,Personal foul by K. Lowry (drawn by J. Wall)
6:04.0,J. Wall misses 2-pt shot from 15 ft,,73-89,,
6:01.0,,,73-89,,Defensive rebound by D. DeRozan
5:56.0,,,73-91,2,D. DeRozan makes 2-pt shot from 5 ft
5:56.0,,,73-91,,Shooting foul by O. Porter (drawn by D. DeRozan)
5:56.0,,,73-92,1,D. DeRozan makes free throw 1 of 1
5:47.0,T. Lawson makes 3-pt shot from 26 ft (assist by J. Wall),3,76-92,,
5:24.0,,,76-92,,J. Valanciunas misses 3-pt shot from 22 ft
5:22.0,,,76-92,,Offensive rebound by O. Anunoby
5:21.0,,,76-94,2,O. Anunoby makes 2-pt shot from 1 ft
5:09.0,T. Lawson makes 3-pt shot from 25 ft (assist by J. Wall),3,79-94,,
4:52.0,,,79-94,,J. Valanciunas misses 2-pt shot from 3 ft (block by M. Morris)
4:48.0,,,79-94,,Offensive rebound by J. Valanciunas
4:48.0,,,79-96,2,J. Valanciunas makes 2-pt shot at rim
4:41.0,J. Wall makes 2-pt shot from 1 ft,2,81-96,,
4:33.0,,,81-96,,K. Lowry misses 3-pt shot from 25 ft
4:29.0,Defensive rebound by J. Wall,,81-96,,
4:18.0,J. Wall misses 2-pt shot from 4 ft (block by O. Anunoby),,81-96,,
4:15.0,Offensive rebound by J. Wall,,81-96,,
4:12.0,M. Morris misses 3-pt shot from 23 ft,,81-96,,
4:09.0,,,81-96,,Defensive rebound by D. DeRozan
4:01.0,,,81-96,,Toronto full timeout
4:01.0,,,81-96,,J. Poeltl enters the game for O. Anunoby
4:01.0,,,81-96,,D. Wright enters the game for J. Valanciunas
4:01.0,K. Oubre enters the game for M. Gortat,,81-96,,
3:49.0,,,81-96,,Turnover by K. Lowry (bad pass; steal by K. Oubre)
3:46.0,Shooting foul by J. Poeltl (drawn by K. Oubre),,81-96,,
3:46.0,K. Oubre misses free throw 1 of 2,,81-96,,
3:46.0,Offensive rebound by Team,,81-96,,
3:46.0,K. Oubre makes free throw 2 of 2,1,82-96,,
3:31.0,,,82-96,,Shooting foul by M. Morris (drawn by K. Lowry)
3:31.0,,,82-97,1,K. Lowry makes free throw 1 of 2
3:31.0,M. Scott enters the game for M. Morris,,82-97,,
3:31.0,,,82-98,1,K. Lowry makes free throw 2 of 2
3:17.0,T. Lawson misses 2-pt shot from 10 ft,,82-98,,
3:15.0,,,82-98,,Defensive rebound by K. Lowry
2:59.0,,,82-98,,D. Wright misses 3-pt shot from 23 ft
2:57.0,Defensive rebound by Team,,82-98,,
2:46.0,J. Wall makes 2-pt shot at rim,2,84-98,,
2:25.0,Personal foul by T. Lawson (drawn by D. DeRozan),,84-98,,
2:25.0,,,84-98,,D. DeRozan misses free throw 1 of 2
2:25.0,,,84-98,,Offensive rebound by Team
2:25.0,,,84-98,,C. Miles enters the game for K. Lowry
2:25.0,,,84-98,,P. Siakam enters the game for S. Ibaka
2:25.0,,,84-98,,D. DeRozan misses free throw 2 of 2
2:19.0,Defensive rebound by T. Lawson,,84-98,,
2:15.0,Shooting foul by P. Siakam (drawn by J. Wall),,84-98,,
2:15.0,J. Wall makes free throw 1 of 2,1,85-98,,
2:15.0,J. Wall makes free throw 2 of 2,1,86-98,,
1:56.0,,,86-98,,P. Siakam misses 2-pt shot from 2 ft
1:52.0,,,86-98,,Offensive rebound by P. Siakam
1:52.0,,,86-100,2,P. Siakam makes 2-pt shot at rim
1:43.0,O. Porter misses 2-pt shot from 3 ft,,86-100,,
1:41.0,Offensive rebound by K. Oubre,,86-100,,
1:28.0,Shooting foul by C. Miles (drawn by J. Wall),,86-100,,
1:28.0,J. Wall makes free throw 1 of 2,1,87-100,,
1:28.0,T. Satoransky enters the game for O. Porter,,87-100,,
1:28.0,J. Wall makes free throw 2 of 2,1,88-100,,
1:13.0,,,88-100,,D. Wright misses 3-pt shot from 24 ft
1:11.0,Defensive rebound by K. Oubre,,88-100,,
0:53.0,K. Oubre makes 2-pt shot from 2 ft (assist by J. Wall),2,90-100,,
0:30.0,,,90-100,,D. DeRozan misses 3-pt shot from 26 ft
0:28.0,Defensive rebound by T. Satoransky,,90-100,,
0:06.0,J. Wall misses 2-pt shot from 17 ft,,90-100,,
0:04.0,,,90-100,,Defensive rebound by C. Miles
0:00.0,,,90-100,,D. Wright misses 3-pt shot from 29 ft
0:00.0,,,90-100,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:53.0,Turnover by J. Wall (out of bounds lost ball),,90-100,,
11:39.0,,,90-100,,Shooting foul by J. Wall (drawn by C. Miles)
11:39.0,,,90-101,1,C. Miles makes free throw 1 of 2
11:39.0,,,90-102,1,C. Miles makes free throw 2 of 2
11:26.0,K. Oubre misses 3-pt shot from 26 ft,,90-102,,
11:23.0,,,90-102,,Defensive rebound by D. Wright
11:10.0,,,90-102,,P. Siakam misses 2-pt shot from 2 ft (block by K. Oubre)
11:10.0,,,90-102,,Offensive rebound by Team
11:10.0,B. Beal enters the game for T. Satoransky,,90-102,,
11:00.0,,,90-104,2,P. Siakam makes 2-pt shot at rim (assist by L. Brown)
11:00.0,,,90-104,,Shooting foul by M. Scott (drawn by P. Siakam)
11:00.0,,,90-104,,P. Siakam misses free throw 1 of 1
10:58.0,Defensive rebound by K. Oubre,,90-104,,
10:41.0,M. Scott makes 3-pt shot from 26 ft (assist by J. Wall),3,93-104,,
10:21.0,,,93-104,,Offensive charge foul by P. Siakam (drawn by K. Oubre)
10:21.0,,,93-104,,Turnover by P. Siakam (offensive foul)
10:13.0,M. Scott misses 2-pt shot from 18 ft,,93-104,,
10:10.0,,,93-104,,Defensive rebound by J. Poeltl
10:07.0,,,93-104,,Shooting foul by M. Scott (drawn by D. Wright)
10:07.0,,,93-105,1,D. Wright makes free throw 1 of 2
10:07.0,,,93-105,,K. Lowry enters the game for P. Siakam
10:07.0,,,93-106,1,D. Wright makes free throw 2 of 2
9:49.0,K. Oubre misses 2-pt shot from 17 ft,,93-106,,
9:45.0,,,93-106,,Defensive rebound by K. Lowry
9:27.0,,,93-106,,K. Lowry misses 3-pt shot from 28 ft
9:26.0,Defensive rebound by B. Beal,,93-106,,
9:20.0,J. Wall makes 2-pt shot from 1 ft,2,95-106,,
8:56.0,,,95-106,,D. Wright misses 2-pt shot from 7 ft
8:53.0,,,95-106,,Offensive rebound by J. Poeltl
8:52.0,,,95-108,2,J. Poeltl makes 2-pt shot from 1 ft
8:52.0,Washington full timeout,,95-108,,
8:52.0,,,95-108,,L. Nogueira enters the game for J. Poeltl
8:40.0,M. Scott makes 3-pt shot from 23 ft (assist by B. Beal),3,98-108,,
8:17.0,,,98-108,,L. Nogueira misses 2-pt shot from 1 ft (block by J. Wall)
8:15.0,Defensive rebound by J. Wall,,98-108,,
8:12.0,T. Lawson makes 3-pt shot from 24 ft (assist by J. Wall),3,101-108,,
7:59.0,,,101-108,,Offensive charge foul by K. Lowry (drawn by M. Scott)
7:59.0,,,101-108,,Turnover by K. Lowry (offensive foul)
7:59.0,,,101-108,,D. DeRozan enters the game for L. Brown
7:59.0,,,101-108,,S. Ibaka enters the game for L. Nogueira
7:52.0,Shooting foul by C. Miles (drawn by J. Wall),,101-108,,
7:52.0,J. Wall makes free throw 1 of 2,1,102-108,,
7:52.0,J. Wall makes free throw 2 of 2,1,103-108,,
7:30.0,,,103-111,3,C. Miles makes 3-pt shot from 29 ft
7:14.0,J. Wall misses 2-pt shot from 1 ft (block by D. Wright),,103-111,,
7:11.0,,,103-111,,Defensive rebound by D. DeRozan
7:05.0,,,103-113,2,D. DeRozan makes 2-pt shot from 8 ft
6:40.0,B. Beal misses 2-pt shot from 20 ft,,103-113,,
6:38.0,,,103-113,,Defensive rebound by D. DeRozan
6:27.0,,,103-113,,D. DeRozan misses 2-pt shot from 14 ft
6:26.0,,,103-113,,Offensive rebound by Team
6:26.0,M. Morris enters the game for M. Scott,,103-113,,
6:21.0,Personal foul by T. Lawson (drawn by K. Lowry),,103-113,,
6:19.0,,,103-113,,Shooting foul by K. Oubre (drawn by D. DeRozan)
6:19.0,,,103-114,1,D. DeRozan makes free throw 1 of 2
6:19.0,,,103-115,1,D. DeRozan makes free throw 2 of 2
6:08.0,,,103-115,,Shooting block foul by S. Ibaka (drawn by J. Wall)
6:08.0,J. Wall makes free throw 1 of 2,1,104-115,,
6:08.0,J. Wall makes free throw 2 of 2,1,105-115,,
5:57.0,,,105-117,2,D. DeRozan makes 2-pt shot from 20 ft (assist by K. Lowry)
5:31.0,B. Beal misses 3-pt shot from 32 ft,,105-117,,
5:31.0,Offensive rebound by Team,,105-117,,
5:31.0,Turnover by Team (shot clock),,105-117,,
