time,Houston,pts.away,score,pts.home,Miami
4:30.0,,,20-18,2,G. Dragic makes 2-pt shot from 1 ft
4:22.0,G. Green makes 2-pt shot from 21 ft (assist by P. Tucker),2,22-18,,
4:07.0,,,22-18,,G. Dragic misses 2-pt shot from 13 ft (block by G. Green)
4:06.0,Defensive rebound by G. Green,,22-18,,
3:55.0,L. Mbah a Moute misses 3-pt shot from 22 ft,,22-18,,
3:51.0,Offensive rebound by P. Tucker,,22-18,,
3:50.0,P. Tucker misses 2-pt shot from 7 ft,,22-18,,
3:50.0,Offensive rebound by Team,,22-18,,
3:50.0,M. Brown enters the game for L. Mbah a Moute,,22-18,,
3:38.0,J. Harden misses 3-pt shot from 22 ft,,22-18,,
3:33.0,,,22-18,,Defensive rebound by H. Whiteside
3:24.0,,,22-18,,H. Whiteside misses 2-pt shot from 1 ft
3:23.0,,,22-18,,Offensive rebound by H. Whiteside
3:23.0,,,22-18,,H. Whiteside misses 2-pt shot from 1 ft
3:23.0,,,22-18,,Offensive rebound by H. Whiteside
3:23.0,,,22-18,,Shooting foul by M. Brown (drawn by H. Whiteside)
3:23.0,,,22-18,,H. Whiteside misses free throw 1 of 2
3:23.0,,,22-18,,Offensive rebound by Team
3:23.0,,,22-19,1,H. Whiteside makes free throw 2 of 2
3:09.0,N. Hilario misses 2-pt shot at rim,,22-19,,
3:07.0,,,22-19,,Defensive rebound by H. Whiteside
2:53.0,,,22-19,,D. Jones misses 3-pt shot from 24 ft
2:49.0,Defensive rebound by N. Hilario,,22-19,,
2:41.0,P. Tucker makes 3-pt shot from 22 ft (assist by J. Harden),3,25-19,,
2:22.0,,,25-21,2,G. Dragic makes 2-pt shot from 13 ft
2:08.0,Shooting foul by D. Jones (drawn by J. Harden),,25-21,,
2:08.0,Houston full timeout,,25-21,,
2:08.0,,,25-21,,J. Richardson enters the game for D. Jones
2:08.0,,,25-21,,J. Winslow enters the game for G. Dragic
2:08.0,,,25-21,,B. Adebayo enters the game for H. Whiteside
2:08.0,J. Harden makes free throw 1 of 3,1,26-21,,
2:08.0,J. Harden makes free throw 2 of 3,1,27-21,,
2:08.0,J. Harden misses free throw 3 of 3,,27-21,,
2:06.0,,,27-21,,Defensive rebound by B. Adebayo
1:53.0,,,27-21,,J. Johnson misses 2-pt shot from 12 ft
1:50.0,Defensive rebound by J. Harden,,27-21,,
1:49.0,Turnover by J. Harden (traveling),,27-21,,
1:49.0,C. Paul enters the game for J. Harden,,27-21,,
1:38.0,Personal foul by M. Brown (drawn by T. Johnson),,27-21,,
1:31.0,,,27-24,3,J. Johnson makes 3-pt shot from 25 ft (assist by J. Richardson)
1:16.0,G. Green makes 3-pt shot from 25 ft (assist by C. Paul),3,30-24,,
1:04.0,,,30-24,,T. Johnson misses 3-pt shot from 25 ft
1:02.0,Defensive rebound by Team,,30-24,,
0:56.0,N. Hilario makes 2-pt shot at rim (assist by C. Paul),2,32-24,,
0:43.0,,,32-24,,J. Richardson misses 2-pt shot from 18 ft
0:40.0,Defensive rebound by P. Tucker,,32-24,,
0:32.0,N. Hilario makes 2-pt shot at rim (assist by C. Paul),2,34-24,,
0:32.0,,,34-24,,Shooting block foul by B. Adebayo (drawn by N. Hilario)
0:32.0,N. Hilario makes free throw 1 of 1,1,35-24,,
0:15.0,,,35-24,,J. Richardson misses 3-pt shot from 24 ft
0:11.0,Defensive rebound by N. Hilario,,35-24,,
0:01.0,C. Paul misses 3-pt shot from 25 ft,,35-24,,
0:00.0,,,35-24,,Defensive rebound by T. Johnson
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:42.0,G. Green misses 3-pt shot from 24 ft,,35-24,,
11:41.0,,,35-24,,Defensive rebound by Team
11:41.0,Loose ball foul by C. Capela (drawn by B. Adebayo),,35-24,,
11:28.0,,,35-27,3,J. Richardson makes 3-pt shot from 24 ft (assist by T. Johnson)
11:16.0,C. Capela misses 2-pt shot from 3 ft (block by B. Adebayo),,35-27,,
11:14.0,,,35-27,,Defensive rebound by Team
11:02.0,,,35-27,,Turnover by T. Johnson (bad pass; steal by L. Mbah a Moute)
10:59.0,Shooting foul by T. Johnson (drawn by G. Green),,35-27,,
10:59.0,G. Green makes free throw 1 of 2,1,36-27,,
10:59.0,G. Green makes free throw 2 of 2,1,37-27,,
10:43.0,,,37-30,3,J. Richardson makes 3-pt shot from 25 ft (assist by B. Adebayo)
10:25.0,C. Paul misses 2-pt shot from 12 ft,,37-30,,
10:21.0,,,37-30,,Defensive rebound by T. Johnson
10:14.0,,,37-30,,J. Richardson misses 2-pt shot from 2 ft
10:10.0,Defensive rebound by C. Paul,,37-30,,
10:06.0,C. Capela makes 2-pt shot at rim (assist by C. Paul),2,39-30,,
9:43.0,,,39-30,,Turnover by J. Winslow (bad pass; steal by L. Mbah a Moute)
9:35.0,G. Green makes 3-pt shot from 25 ft,3,42-30,,
9:11.0,,,42-30,,J. Winslow misses 2-pt shot from 7 ft
9:08.0,Defensive rebound by C. Paul,,42-30,,
9:01.0,C. Paul makes 2-pt shot from 14 ft,2,44-30,,
9:01.0,,,44-30,,Miami full timeout
8:44.0,,,44-33,3,T. Johnson makes 3-pt shot from 23 ft (assist by B. Adebayo)
8:27.0,G. Green misses 3-pt shot from 26 ft,,44-33,,
8:24.0,,,44-33,,Defensive rebound by B. Adebayo
8:18.0,,,44-33,,J. Winslow misses 2-pt shot from 5 ft
8:14.0,,,44-33,,Offensive rebound by B. Adebayo
8:01.0,,,44-33,,J. Winslow misses 2-pt shot from 8 ft
8:01.0,,,44-33,,Offensive rebound by B. Adebayo
8:01.0,,,44-35,2,B. Adebayo makes 2-pt shot from 1 ft
8:01.0,,,44-35,,Shooting foul by M. Brown (drawn by B. Adebayo)
8:01.0,P. Tucker enters the game for G. Green,,44-35,,
8:01.0,J. Harden enters the game for M. Brown,,44-35,,
8:01.0,,,44-36,1,B. Adebayo makes free throw 1 of 1
7:49.0,Turnover by C. Capela (lost ball; steal by T. Johnson),,44-36,,
7:47.0,,,44-36,,Turnover by T. Johnson (bad pass)
7:41.0,C. Capela makes 2-pt shot from 2 ft (assist by J. Harden),2,46-36,,
7:27.0,,,46-36,,Turnover by J. Johnson (bad pass; steal by J. Harden)
7:11.0,J. Harden makes 2-pt shot at rim,2,48-36,,
6:52.0,,,48-36,,J. Richardson misses 2-pt shot from 10 ft
6:49.0,Defensive rebound by C. Capela,,48-36,,
6:40.0,C. Paul makes 2-pt shot at rim,2,50-36,,
6:40.0,,,50-36,,Miami full timeout
6:40.0,,,50-36,,H. Whiteside enters the game for J. Richardson
6:40.0,,,50-36,,G. Dragic enters the game for B. Adebayo
6:26.0,,,50-36,,T. Johnson misses 3-pt shot from 22 ft
6:21.0,Defensive rebound by P. Tucker,,50-36,,
6:14.0,J. Harden makes 3-pt shot from 24 ft,3,53-36,,
5:46.0,,,53-39,3,G. Dragic makes 3-pt shot from 24 ft (assist by H. Whiteside)
5:18.0,J. Harden makes 2-pt shot from 2 ft,2,55-39,,
5:03.0,,,55-39,,J. Winslow misses 3-pt shot from 26 ft
4:59.0,,,55-39,,Offensive rebound by J. Johnson
4:59.0,,,55-41,2,J. Johnson makes 2-pt shot at rim
4:40.0,J. Harden misses 3-pt shot from 25 ft,,55-41,,
4:39.0,,,55-41,,Defensive rebound by H. Whiteside
4:30.0,,,55-41,,Turnover by J. Winslow (lost ball; steal by J. Harden)
4:22.0,Turnover by J. Harden (lost ball; steal by G. Dragic),,55-41,,
4:19.0,,,55-43,2,J. Johnson makes 2-pt shot from 4 ft (assist by G. Dragic)
4:19.0,Houston full timeout,,55-43,,
4:19.0,,,55-43,,J. Richardson enters the game for J. Winslow
4:19.0,G. Green enters the game for C. Paul,,55-43,,
4:19.0,N. Hilario enters the game for C. Capela,,55-43,,
4:02.0,J. Harden misses 3-pt shot from 25 ft,,55-43,,
3:56.0,,,55-43,,Defensive rebound by H. Whiteside
3:41.0,,,55-43,,H. Whiteside misses 2-pt shot from 4 ft
3:37.0,Defensive rebound by G. Green,,55-43,,
3:33.0,Turnover by J. Harden (bad pass),,55-43,,
3:15.0,,,55-45,2,H. Whiteside makes 2-pt shot from 1 ft (assist by J. Richardson)
3:01.0,N. Hilario makes 2-pt shot from 1 ft,2,57-45,,
2:42.0,,,57-47,2,H. Whiteside makes 2-pt shot from 5 ft (assist by J. Richardson)
2:28.0,Shooting foul by T. Johnson (drawn by G. Green),,57-47,,
2:28.0,G. Green makes free throw 1 of 3,1,58-47,,
2:28.0,G. Green misses free throw 2 of 3,,58-47,,
2:28.0,Offensive rebound by Team,,58-47,,
2:28.0,C. Paul enters the game for L. Mbah a Moute,,58-47,,
2:28.0,G. Green makes free throw 3 of 3,1,59-47,,
2:12.0,Personal foul by G. Green (drawn by H. Whiteside),,59-47,,
2:03.0,,,59-49,2,G. Dragic makes 2-pt shot from 9 ft (assist by J. Richardson)
2:03.0,,,59-49,,Shooting foul by J. Harden (drawn by G. Dragic)
2:03.0,,,59-50,1,G. Dragic makes free throw 1 of 1
1:40.0,J. Harden misses 2-pt shot from 11 ft,,59-50,,
1:35.0,,,59-50,,Defensive rebound by H. Whiteside
1:27.0,,,59-52,2,G. Dragic makes 2-pt shot from 1 ft
1:27.0,,,59-52,,Shooting foul by N. Hilario (drawn by G. Dragic)
1:27.0,,,59-52,,D. Jones enters the game for T. Johnson
1:27.0,,,59-53,1,G. Dragic makes free throw 1 of 1
1:04.0,C. Paul misses 3-pt shot from 27 ft,,59-53,,
1:01.0,,,59-53,,Defensive rebound by H. Whiteside
0:54.0,,,59-55,2,G. Dragic makes 2-pt shot from 16 ft
0:33.0,C. Paul makes 2-pt shot from 6 ft,2,61-55,,
0:12.0,,,61-55,,Shooting foul by P. Tucker (drawn by G. Dragic)
0:12.0,,,61-55,,G. Dragic misses free throw 1 of 3
0:12.0,,,61-55,,Offensive rebound by Team
0:12.0,,,61-56,1,G. Dragic makes free throw 2 of 3
0:12.0,,,61-57,1,G. Dragic makes free throw 3 of 3
0:00.0,C. Paul misses 2-pt shot from 10 ft,,61-57,,
0:00.0,Offensive rebound by Team,,61-57,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:46.0,L. Mbah a Moute misses 3-pt shot from 24 ft,,61-57,,
11:40.0,,,61-57,,Defensive rebound by H. Whiteside
11:20.0,,,61-57,,D. Jones misses 3-pt shot from 22 ft
11:18.0,Defensive rebound by C. Capela,,61-57,,
11:07.0,Shooting foul by G. Dragic (drawn by L. Mbah a Moute),,61-57,,
11:07.0,L. Mbah a Moute makes free throw 1 of 2,1,62-57,,
11:07.0,L. Mbah a Moute makes free throw 2 of 2,1,63-57,,
10:55.0,,,63-57,,Turnover by G. Dragic (bad pass)
10:36.0,C. Paul makes 2-pt shot from 16 ft,2,65-57,,
10:12.0,,,65-59,2,H. Whiteside makes 2-pt shot from 18 ft (assist by J. Richardson)
9:52.0,C. Capela makes 2-pt shot from 1 ft (assist by C. Paul),2,67-59,,
9:41.0,,,67-61,2,J. Richardson makes 2-pt shot from 3 ft
9:41.0,,,67-61,,Shooting foul by L. Mbah a Moute (drawn by J. Richardson)
9:41.0,,,67-62,1,J. Richardson makes free throw 1 of 1
9:15.0,J. Harden misses 2-pt shot from 13 ft,,67-62,,
9:12.0,,,67-62,,Defensive rebound by H. Whiteside
9:02.0,,,67-65,3,J. Richardson makes 3-pt shot from 24 ft (assist by J. Winslow)
8:42.0,L. Mbah a Moute misses 3-pt shot from 22 ft,,67-65,,
8:40.0,Offensive rebound by C. Capela,,67-65,,
8:38.0,C. Capela misses 2-pt shot from 7 ft,,67-65,,
8:34.0,,,67-65,,Defensive rebound by D. Jones
8:30.0,Personal foul by C. Paul (drawn by H. Whiteside),,67-65,,
8:20.0,,,67-68,3,J. Richardson makes 3-pt shot from 23 ft (assist by G. Dragic)
8:01.0,J. Harden makes 2-pt shot from 15 ft,2,69-68,,
7:37.0,,,69-71,3,J. Winslow makes 3-pt shot from 24 ft (assist by G. Dragic)
7:24.0,Turnover by C. Paul (bad pass),,69-71,,
7:10.0,,,69-73,2,G. Dragic makes 2-pt shot from 4 ft
7:10.0,Houston full timeout,,69-73,,
7:10.0,G. Green enters the game for C. Paul,,69-73,,
6:51.0,,,69-73,,Personal foul by G. Dragic (drawn by L. Mbah a Moute)
6:47.0,Shooting foul by J. Richardson (drawn by J. Harden),,69-73,,
6:47.0,J. Harden misses free throw 1 of 2,,69-73,,
6:47.0,Offensive rebound by Team,,69-73,,
6:47.0,J. Harden makes free throw 2 of 2,1,70-73,,
6:32.0,,,70-73,,H. Whiteside misses 2-pt shot from 11 ft
6:30.0,Defensive rebound by J. Harden,,70-73,,
6:25.0,C. Capela makes 2-pt shot from 2 ft (assist by J. Harden),2,72-73,,
6:12.0,Personal block foul by C. Capela (drawn by G. Dragic),,72-73,,
6:12.0,,,72-73,,T. Johnson enters the game for J. Richardson
6:12.0,,,72-73,,J. Johnson enters the game for J. Winslow
6:05.0,,,72-73,,T. Johnson misses 2-pt shot from 18 ft
6:02.0,Defensive rebound by J. Harden,,72-73,,
5:55.0,J. Harden makes 2-pt shot from 15 ft,2,74-73,,
5:39.0,,,74-73,,G. Dragic misses 2-pt shot from 19 ft
5:36.0,Defensive rebound by C. Capela,,74-73,,
5:30.0,C. Capela makes 2-pt shot from 1 ft (assist by J. Harden),2,76-73,,
5:29.0,,,76-73,,Miami full timeout
5:06.0,,,76-73,,J. Johnson misses 3-pt shot from 22 ft
5:05.0,,,76-73,,Offensive rebound by Team
5:05.0,M. Brown enters the game for L. Mbah a Moute,,76-73,,
4:58.0,,,76-73,,T. Johnson misses 3-pt shot from 23 ft
4:54.0,,,76-73,,Offensive rebound by H. Whiteside
4:49.0,,,76-73,,H. Whiteside misses 2-pt shot from 7 ft (block by C. Capela)
4:45.0,,,76-73,,Offensive rebound by G. Dragic
4:40.0,,,76-73,,G. Dragic misses 2-pt shot at rim
4:38.0,Defensive rebound by P. Tucker,,76-73,,
4:32.0,J. Harden misses 3-pt shot from 26 ft,,76-73,,
4:27.0,Offensive rebound by M. Brown,,76-73,,
4:22.0,,,76-73,,Personal foul by J. Johnson (drawn by J. Harden)
4:22.0,,,76-73,,J. Richardson enters the game for D. Jones
4:08.0,J. Harden misses 2-pt shot from 10 ft,,76-73,,
4:06.0,,,76-73,,Defensive rebound by H. Whiteside
3:53.0,,,76-73,,H. Whiteside misses 2-pt shot from 5 ft (block by C. Capela)
3:49.0,,,76-73,,Offensive rebound by H. Whiteside
3:48.0,,,76-75,2,H. Whiteside makes 2-pt shot at rim
3:28.0,J. Harden misses 3-pt shot from 25 ft,,76-75,,
3:27.0,Offensive rebound by Team,,76-75,,
3:27.0,Turnover by Team (shot clock),,76-75,,
3:27.0,N. Hilario enters the game for C. Capela,,76-75,,
3:06.0,,,76-75,,H. Whiteside misses 2-pt shot from 8 ft
3:06.0,Defensive rebound by N. Hilario,,76-75,,
3:00.0,J. Harden misses 3-pt shot from 25 ft,,76-75,,
3:00.0,,,76-75,,Defensive rebound by H. Whiteside
2:49.0,C. Paul enters the game for J. Harden,,76-75,,
2:42.0,,,76-75,,J. Johnson misses 3-pt shot from 24 ft
2:38.0,Defensive rebound by G. Green,,76-75,,
2:18.0,C. Paul makes 3-pt shot from 23 ft,3,79-75,,
2:03.0,,,79-75,,H. Whiteside misses 2-pt shot from 20 ft
2:00.0,Defensive rebound by M. Brown,,79-75,,
1:36.0,C. Paul misses 2-pt shot from 10 ft,,79-75,,
1:34.0,,,79-75,,Defensive rebound by T. Johnson
1:34.0,Personal foul by P. Tucker (drawn by J. Richardson),,79-75,,
1:34.0,,,79-75,,B. Adebayo enters the game for H. Whiteside
1:27.0,Personal foul by M. Brown (drawn by G. Dragic),,79-75,,
1:27.0,,,79-76,1,G. Dragic makes free throw 1 of 2
1:27.0,,,79-77,1,G. Dragic makes free throw 2 of 2
1:14.0,,,79-77,,Personal foul by T. Johnson (drawn by C. Paul)
1:14.0,C. Paul misses free throw 1 of 2,,79-77,,
1:14.0,Offensive rebound by Team,,79-77,,
1:14.0,C. Paul makes free throw 2 of 2,1,80-77,,
0:50.0,,,80-80,3,J. Richardson makes 3-pt shot from 25 ft (assist by J. Johnson)
0:37.0,C. Paul makes 3-pt shot from 24 ft,3,83-80,,
0:23.0,,,83-80,,Offensive foul by B. Adebayo (drawn by M. Brown)
0:23.0,,,83-80,,Turnover by B. Adebayo (offensive foul)
0:01.0,N. Hilario misses 2-pt shot from 2 ft (block by J. Richardson),,83-80,,
0:01.0,,,83-80,,Defensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:43.0,,,83-80,,T. Johnson misses 3-pt shot from 25 ft
11:40.0,Defensive rebound by C. Paul,,83-80,,
11:23.0,L. Mbah a Moute makes 2-pt shot from 1 ft (assist by N. Hilario),2,85-80,,
10:55.0,,,85-80,,J. Johnson misses 2-pt shot from 5 ft
10:52.0,Defensive rebound by N. Hilario,,85-80,,
10:43.0,G. Green misses 3-pt shot from 22 ft,,85-80,,
10:34.0,,,85-80,,Defensive rebound by G. Dragic
10:29.0,,,85-80,,J. Johnson misses 3-pt shot from 23 ft
10:26.0,,,85-80,,Offensive rebound by T. Johnson
10:24.0,,,85-80,,G. Dragic misses 3-pt shot from 25 ft
10:14.0,,,85-80,,Offensive rebound by J. Johnson
10:14.0,,,85-82,2,J. Johnson makes 2-pt shot at rim
9:55.0,C. Paul misses 3-pt shot from 23 ft,,85-82,,
9:53.0,,,85-82,,Defensive rebound by J. Richardson
9:45.0,,,85-84,2,B. Adebayo makes 2-pt shot at rim (assist by G. Dragic)
9:29.0,G. Green misses 3-pt shot from 25 ft,,85-84,,
9:26.0,,,85-84,,Defensive rebound by B. Adebayo
9:17.0,,,85-87,3,J. Richardson makes 3-pt shot from 25 ft (assist by J. Johnson)
8:59.0,,,85-87,,Personal foul by G. Dragic (drawn by C. Paul)
8:59.0,,,85-87,,J. Winslow enters the game for J. Richardson
8:59.0,J. Harden enters the game for G. Green,,85-87,,
8:59.0,P. Tucker enters the game for M. Brown,,85-87,,
8:46.0,J. Harden makes 2-pt shot at rim,2,87-87,,
8:29.0,,,87-87,,Turnover by J. Winslow (step out of bounds)
8:14.0,,,87-87,,J. Richardson enters the game for G. Dragic
8:14.0,N. Hilario misses 2-pt shot from 1 ft (block by B. Adebayo),,87-87,,
8:14.0,Offensive rebound by Team,,87-87,,
8:08.0,,,87-87,,Personal foul by J. Winslow (drawn by J. Harden)
8:01.0,J. Harden makes 3-pt shot from 24 ft (assist by N. Hilario),3,90-87,,
7:38.0,,,90-87,,J. Richardson misses 3-pt shot from 28 ft
7:34.0,Defensive rebound by P. Tucker,,90-87,,
7:26.0,J. Harden misses 2-pt shot from 2 ft,,90-87,,
7:24.0,,,90-87,,Defensive rebound by J. Richardson
7:20.0,,,90-87,,T. Johnson misses 3-pt shot from 25 ft
7:15.0,Defensive rebound by N. Hilario,,90-87,,
7:02.0,C. Paul makes 2-pt shot from 15 ft,2,92-87,,
7:02.0,,,92-87,,Miami full timeout
7:02.0,C. Capela enters the game for N. Hilario,,92-87,,
6:47.0,,,92-87,,J. Richardson misses 2-pt shot from 18 ft (block by L. Mbah a Moute)
6:45.0,Defensive rebound by C. Paul,,92-87,,
6:40.0,L. Mbah a Moute misses 2-pt shot at rim,,92-87,,
6:40.0,Offensive rebound by C. Capela,,92-87,,
6:39.0,C. Capela makes 2-pt shot at rim,2,94-87,,
6:17.0,,,94-87,,J. Winslow misses 3-pt shot from 24 ft
6:14.0,,,94-87,,Offensive rebound by T. Johnson
6:00.0,,,94-87,,Turnover by J. Richardson (out of bounds lost ball)
6:00.0,,,94-87,,H. Whiteside enters the game for B. Adebayo
6:00.0,,,94-87,,G. Dragic enters the game for J. Winslow
5:34.0,C. Paul misses 3-pt shot from 25 ft,,94-87,,
5:32.0,,,94-87,,Defensive rebound by H. Whiteside
5:13.0,,,94-90,3,J. Richardson makes 3-pt shot from 24 ft (assist by G. Dragic)
4:55.0,C. Paul makes 3-pt shot from 24 ft (assist by J. Harden),3,97-90,,
4:29.0,,,97-90,,J. Johnson misses 2-pt shot from 1 ft
4:26.0,,,97-90,,Offensive rebound by J. Richardson
4:25.0,,,97-92,2,J. Richardson makes 2-pt shot from 6 ft
4:07.0,Shooting foul by T. Johnson (drawn by J. Harden),,97-92,,
4:07.0,Houston full timeout,,97-92,,
4:07.0,,,97-92,,J. Winslow enters the game for T. Johnson
4:07.0,J. Harden makes free throw 1 of 2,1,98-92,,
4:07.0,J. Harden makes free throw 2 of 2,1,99-92,,
3:46.0,,,99-94,2,G. Dragic makes 2-pt shot at rim (assist by J. Johnson)
3:25.0,Shooting foul by H. Whiteside (drawn by L. Mbah a Moute),,99-94,,
3:25.0,L. Mbah a Moute makes free throw 1 of 2,1,100-94,,
3:25.0,,,100-94,,T. Johnson enters the game for J. Winslow
3:25.0,L. Mbah a Moute makes free throw 2 of 2,1,101-94,,
3:09.0,,,101-94,,J. Johnson misses 2-pt shot from 11 ft
3:05.0,Defensive rebound by C. Capela,,101-94,,
2:50.0,J. Harden makes 3-pt shot from 25 ft,3,104-94,,
2:27.0,,,104-94,,J. Richardson misses 2-pt shot from 17 ft
2:23.0,Defensive rebound by C. Capela,,104-94,,
2:03.0,J. Harden makes 3-pt shot from 28 ft,3,107-94,,
2:02.0,,,107-94,,Miami full timeout
1:49.0,,,107-96,2,G. Dragic makes 2-pt shot from 1 ft
1:26.0,Turnover by J. Harden (bad pass),,107-96,,
1:15.0,,,107-98,2,G. Dragic makes 2-pt shot from 17 ft
0:52.0,C. Paul misses 2-pt shot from 1 ft,,107-98,,
0:49.0,,,107-98,,Defensive rebound by H. Whiteside
0:46.0,,,107-98,,Turnover by T. Johnson (bad pass; steal by J. Harden)
0:45.0,C. Paul makes 2-pt shot at rim (assist by J. Harden),2,109-98,,
0:32.0,,,109-100,2,H. Whiteside makes 2-pt shot from 1 ft (assist by T. Johnson)
0:32.0,,,109-100,,Shooting foul by P. Tucker (drawn by H. Whiteside)
0:32.0,,,109-101,1,H. Whiteside makes free throw 1 of 1
0:12.0,Turnover by P. Tucker (step out of bounds),,109-101,,
0:05.0,,,109-101,,G. Dragic misses 2-pt shot from 2 ft (block by C. Capela)
0:04.0,Defensive rebound by C. Paul,,109-101,,
