time,Utah,pts.away,score,pts.home,Memphis
8:53.0,Defensive rebound by D. Favors,,25-23,,
8:48.0,J. Johnson misses 3-pt shot from 27 ft,,25-23,,
8:45.0,,,25-23,,Defensive rebound by J. Martin
8:26.0,,,25-23,,I. Rabb misses 2-pt shot from 17 ft
8:20.0,Defensive rebound by R. Neto,,25-23,,
7:59.0,R. Neto makes 3-pt shot from 25 ft (assist by R. Hood),3,28-23,,
7:59.0,,,28-23,,Memphis full timeout
7:59.0,,,28-23,,J. Green enters the game for J. Martin
7:59.0,R. Gobert enters the game for D. Favors,,28-23,,
7:59.0,R. Rubio enters the game for R. Neto,,28-23,,
7:49.0,,,28-23,,D. Brooks misses 2-pt shot from 6 ft
7:45.0,Defensive rebound by R. Rubio,,28-23,,
7:39.0,R. Hood misses 3-pt shot from 22 ft,,28-23,,
7:36.0,,,28-23,,Defensive rebound by D. Brooks
7:30.0,,,28-25,2,D. Brooks makes 2-pt shot from 13 ft (assist by A. Harrison)
7:13.0,D. Mitchell misses 3-pt shot from 25 ft,,28-25,,
7:10.0,,,28-25,,Defensive rebound by J. Ennis
7:05.0,,,28-27,2,A. Harrison makes 2-pt shot from 7 ft
7:05.0,,,28-27,,Shooting foul by R. Rubio (drawn by A. Harrison)
7:05.0,,,28-28,1,A. Harrison makes free throw 1 of 1
6:46.0,Turnover by R. Rubio (bad pass; steal by A. Harrison),,28-28,,
6:46.0,Personal take foul by D. Mitchell (drawn by A. Harrison),,28-28,,
6:46.0,,,28-28,,M. Chalmers enters the game for J. Ennis
6:46.0,J. Ingles enters the game for R. Hood,,28-28,,
6:46.0,,,28-28,,W. Selden enters the game for D. Brooks
6:30.0,,,28-28,,Turnover by M. Chalmers (traveling)
6:18.0,Turnover by R. Rubio (bad pass; steal by I. Rabb),,28-28,,
6:16.0,,,28-28,,Turnover by I. Rabb (lost ball; steal by R. Rubio)
6:15.0,R. Rubio misses 2-pt shot from 6 ft,,28-28,,
6:15.0,Offensive rebound by Team,,28-28,,
6:15.0,,,28-28,,M. Gasol enters the game for I. Rabb
6:08.0,,,28-28,,Personal foul by A. Harrison (drawn by D. Mitchell)
6:00.0,D. Mitchell makes 2-pt shot from 1 ft,2,30-28,,
5:53.0,,,30-28,,Turnover by W. Selden (out of bounds lost ball)
5:37.0,R. Rubio misses 2-pt shot from 2 ft (block by M. Gasol),,30-28,,
5:36.0,,,30-28,,Turnover by M. Chalmers (bad pass)
5:36.0,,,30-28,,Offensive rebound by M. Chalmers
5:36.0,D. Favors enters the game for J. Johnson,,30-28,,
5:26.0,R. Rubio makes 2-pt shot from 16 ft,2,32-28,,
5:02.0,,,32-30,2,M. Chalmers makes 2-pt shot from 9 ft (assist by M. Gasol)
4:49.0,Shooting foul by M. Chalmers (drawn by R. Rubio),,32-30,,
4:49.0,R. Rubio misses free throw 1 of 2,,32-30,,
4:49.0,Offensive rebound by Team,,32-30,,
4:49.0,R. Rubio makes free throw 2 of 2,1,33-30,,
4:42.0,Personal foul by D. Mitchell (drawn by M. Chalmers),,33-30,,
4:42.0,R. Hood enters the game for D. Mitchell,,33-30,,
4:34.0,,,33-32,2,M. Gasol makes 2-pt shot from 21 ft (assist by W. Selden)
4:13.0,R. Hood makes 2-pt shot from 22 ft,2,35-32,,
4:01.0,,,35-32,,M. Gasol misses 2-pt shot from 12 ft
3:57.0,Defensive rebound by D. Favors,,35-32,,
3:55.0,Shooting foul by W. Selden (drawn by R. Rubio),,35-32,,
3:55.0,R. Rubio makes free throw 1 of 2,1,36-32,,
3:55.0,,,36-32,,D. Brooks enters the game for M. Chalmers
3:55.0,,,36-32,,J. Martin enters the game for W. Selden
3:55.0,R. Rubio makes free throw 2 of 2,1,37-32,,
3:44.0,,,37-32,,J. Green misses 2-pt shot from 20 ft
3:40.0,Defensive rebound by R. Gobert,,37-32,,
3:33.0,R. Rubio misses 2-pt shot from 1 ft,,37-32,,
3:30.0,,,37-32,,Defensive rebound by M. Gasol
3:30.0,,,37-32,,Shooting foul by J. Ingles (drawn by D. Brooks)
3:30.0,,,37-33,1,D. Brooks makes free throw 1 of 2
3:30.0,,,37-34,1,D. Brooks makes free throw 2 of 2
3:18.0,J. Ingles misses 3-pt shot from 25 ft,,37-34,,
3:16.0,Offensive rebound by D. Favors,,37-34,,
2:55.0,R. Hood makes 2-pt shot from 10 ft,2,39-34,,
2:45.0,,,39-37,3,A. Harrison makes 3-pt shot from 25 ft
2:28.0,R. Rubio makes 3-pt shot from 26 ft (assist by J. Ingles),3,42-37,,
2:12.0,Utah full timeout,,42-37,,
2:12.0,,,42-37,,J. Ennis enters the game for J. Green
2:12.0,J. Johnson enters the game for D. Favors,,42-37,,
2:09.0,,,42-37,,Turnover by M. Gasol (traveling)
1:50.0,J. Johnson makes 2-pt shot from 1 ft,2,44-37,,
1:37.0,,,44-37,,M. Gasol misses 2-pt shot from 21 ft
1:32.0,Defensive rebound by J. Johnson,,44-37,,
1:28.0,Turnover by R. Hood (bad pass; steal by J. Martin),,44-37,,
1:18.0,,,44-37,,D. Brooks misses 3-pt shot from 26 ft
1:15.0,Defensive rebound by J. Ingles,,44-37,,
0:52.0,R. Hood misses 2-pt shot from 21 ft (block by M. Gasol),,44-37,,
0:50.0,,,44-37,,Defensive rebound by J. Martin
0:42.0,,,44-37,,Shooting foul by R. Gobert (drawn by M. Gasol)
0:42.0,,,44-38,1,M. Gasol makes free throw 1 of 2
0:42.0,,,44-39,1,M. Gasol makes free throw 2 of 2
0:25.0,J. Johnson misses 3-pt shot from 26 ft,,44-39,,
0:21.0,,,44-39,,Defensive rebound by J. Ennis
0:01.0,,,44-39,,A. Harrison misses 2-pt shot from 6 ft
0:01.0,Defensive rebound by J. Ingles,,44-39,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:49.0,,,44-41,2,J. Martin makes 2-pt shot from 20 ft (assist by M. Gasol)
11:26.0,R. Rubio makes 3-pt shot from 22 ft (assist by D. Mitchell),3,47-41,,
11:11.0,,,47-41,,J. Martin misses 2-pt shot at rim (block by R. Gobert)
11:08.0,Defensive rebound by R. Gobert,,47-41,,
10:49.0,,,47-41,,Personal foul by D. Brooks (drawn by R. Gobert)
10:46.0,,,47-41,,Personal foul by D. Brooks (drawn by D. Mitchell)
10:40.0,Offensive charge foul by R. Gobert (drawn by M. Gasol),,47-41,,
10:40.0,Turnover by R. Gobert (offensive foul),,47-41,,
10:27.0,,,47-43,2,A. Harrison makes 2-pt shot from 17 ft (assist by J. Green)
10:14.0,Shooting foul by J. Green (drawn by R. Rubio),,47-43,,
10:14.0,R. Rubio makes free throw 1 of 2,1,48-43,,
10:14.0,R. Rubio makes free throw 2 of 2,1,49-43,,
10:00.0,,,49-45,2,M. Gasol makes 2-pt shot from 1 ft (assist by A. Harrison)
9:36.0,R. Rubio misses 3-pt shot from 25 ft,,49-45,,
9:32.0,,,49-45,,Defensive rebound by M. Gasol
9:27.0,,,49-45,,M. Gasol misses 3-pt shot from 25 ft
9:25.0,Defensive rebound by R. Rubio,,49-45,,
9:13.0,D. Mitchell misses 2-pt shot at rim (block by M. Gasol),,49-45,,
9:11.0,Offensive rebound by D. Mitchell,,49-45,,
9:09.0,R. Rubio misses 3-pt shot from 23 ft,,49-45,,
9:09.0,Offensive rebound by R. Gobert,,49-45,,
8:55.0,D. Favors misses 3-pt shot from 23 ft,,49-45,,
8:52.0,,,49-45,,Defensive rebound by D. Brooks
8:39.0,,,49-45,,M. Gasol misses 2-pt shot at rim
8:37.0,Defensive rebound by D. Favors,,49-45,,
8:37.0,,,49-45,,Technical foul by M. Gasol
8:37.0,R. Rubio misses technical free throw,,49-45,,
8:37.0,Offensive rebound by Team,,49-45,,
8:30.0,,,49-45,,Personal foul by A. Harrison (drawn by R. Rubio)
8:30.0,,,49-45,,Memphis full timeout
8:25.0,,,49-45,,Violation by A. Harrison (kicked ball)
8:15.0,D. Mitchell makes 3-pt shot from 24 ft (assist by R. Rubio),3,52-45,,
7:51.0,,,52-45,,M. Gasol misses 2-pt shot from 9 ft
7:48.0,Defensive rebound by R. Gobert,,52-45,,
7:32.0,J. Ingles misses 2-pt shot from 4 ft,,52-45,,
7:31.0,,,52-45,,Defensive rebound by J. Martin
7:25.0,,,52-45,,A. Harrison misses 3-pt shot from 24 ft
7:22.0,,,52-45,,Offensive rebound by D. Brooks
7:16.0,,,52-47,2,A. Harrison makes 2-pt shot at rim
6:50.0,J. Ingles makes 2-pt shot from 19 ft,2,54-47,,
6:37.0,,,54-49,2,D. Brooks makes 2-pt shot from 21 ft (assist by M. Gasol)
6:21.0,D. Favors misses 2-pt shot from 19 ft,,54-49,,
6:18.0,,,54-49,,Defensive rebound by J. Martin
6:06.0,,,54-49,,M. Gasol misses 2-pt shot from 4 ft
6:01.0,,,54-49,,Offensive rebound by J. Green
6:01.0,,,54-51,2,J. Green makes 2-pt shot at rim
5:42.0,R. Rubio makes 2-pt shot from 18 ft,2,56-51,,
5:35.0,,,56-51,,Shooting foul by R. Rubio (drawn by A. Harrison)
5:35.0,,,56-52,1,A. Harrison makes free throw 1 of 2
5:35.0,,,56-52,,W. Selden enters the game for J. Martin
5:35.0,J. Johnson enters the game for R. Rubio,,56-52,,
5:35.0,R. Neto enters the game for D. Favors,,56-52,,
5:35.0,,,56-53,1,A. Harrison makes free throw 2 of 2
5:20.0,R. Gobert makes 2-pt shot at rim (assist by J. Ingles),2,58-53,,
5:00.0,,,58-55,2,A. Harrison makes 2-pt shot from 13 ft
4:43.0,D. Mitchell misses 2-pt shot from 2 ft,,58-55,,
4:41.0,,,58-55,,Defensive rebound by M. Gasol
4:37.0,,,58-58,3,J. Green makes 3-pt shot from 22 ft (assist by D. Brooks)
4:36.0,Utah full timeout,,58-58,,
4:36.0,,,58-58,,M. Chalmers enters the game for J. Green
4:36.0,,,58-58,,J. Ennis enters the game for A. Harrison
4:36.0,R. O'Neale enters the game for J. Ingles,,58-58,,
4:13.0,Turnover by R. Neto (bad pass; steal by D. Brooks),,58-58,,
3:59.0,,,58-58,,W. Selden misses 3-pt shot from 22 ft
3:56.0,,,58-58,,Offensive rebound by D. Brooks
3:55.0,,,58-58,,M. Gasol misses 3-pt shot from 26 ft
3:52.0,Defensive rebound by R. O'Neale,,58-58,,
3:33.0,D. Mitchell misses 2-pt shot from 1 ft,,58-58,,
3:28.0,,,58-58,,Defensive rebound by M. Gasol
3:23.0,,,58-58,,D. Brooks misses 2-pt shot from 1 ft
3:20.0,Defensive rebound by R. Gobert,,58-58,,
3:15.0,R. Neto makes 2-pt shot from 8 ft,2,60-58,,
3:15.0,Shooting foul by M. Chalmers (drawn by R. Neto),,60-58,,
3:15.0,,,60-58,,A. Harrison enters the game for D. Brooks
3:15.0,R. Hood enters the game for D. Mitchell,,60-58,,
3:15.0,R. Neto makes free throw 1 of 1,1,61-58,,
3:00.0,Def 3 sec tech foul by J. Johnson,,61-58,,
3:00.0,,,61-58,,M. Gasol misses technical free throw
3:00.0,,,61-58,,Offensive rebound by Team
2:50.0,,,61-58,,Shooting foul by R. Gobert (drawn by M. Gasol)
2:50.0,,,61-59,1,M. Gasol makes free throw 1 of 2
2:50.0,,,61-59,,M. Gasol misses free throw 2 of 2
2:48.0,Defensive rebound by R. Gobert,,61-59,,
2:34.0,R. Hood makes 2-pt shot from 20 ft (assist by R. Gobert),2,63-59,,
2:23.0,,,63-61,2,A. Harrison makes 2-pt shot at rim
2:19.0,Turnover by R. Gobert (bad pass; steal by A. Harrison),,63-61,,
2:10.0,,,63-61,,J. Ennis misses 2-pt shot from 10 ft
2:07.0,Defensive rebound by R. Neto,,63-61,,
1:53.0,J. Johnson makes 3-pt shot from 25 ft (assist by R. Neto),3,66-61,,
1:38.0,,,66-61,,M. Chalmers misses 2-pt shot from 14 ft
1:34.0,Defensive rebound by R. O'Neale,,66-61,,
1:23.0,J. Johnson makes 2-pt shot from 9 ft,2,68-61,,
0:55.0,,,68-61,,M. Gasol misses 2-pt shot from 8 ft
0:51.0,Defensive rebound by R. Hood,,68-61,,
0:47.0,R. Hood misses 3-pt shot from 25 ft,,68-61,,
0:44.0,,,68-61,,Defensive rebound by M. Gasol
0:33.0,,,68-63,2,M. Chalmers makes 2-pt shot from 4 ft
0:20.0,Offensive foul by R. Gobert (drawn by M. Chalmers),,68-63,,
0:20.0,Turnover by R. Gobert (offensive foul),,68-63,,
0:20.0,D. Favors enters the game for R. Gobert,,68-63,,
0:00.0,,,68-63,,J. Ennis misses 2-pt shot from 21 ft
0:00.0,,,68-63,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:38.0,J. Johnson misses 2-pt shot from 10 ft,,68-63,,
11:34.0,,,68-63,,Defensive rebound by M. Chalmers
11:19.0,,,68-63,,J. Ennis misses 2-pt shot from 8 ft
11:16.0,Defensive rebound by D. Favors,,68-63,,
11:00.0,R. Hood misses 3-pt shot from 26 ft,,68-63,,
10:57.0,Offensive rebound by Team,,68-63,,
10:46.0,R. Neto makes 2-pt shot at rim,2,70-63,,
10:26.0,Violation by J. Johnson (kicked ball),,70-63,,
10:18.0,,,70-65,2,A. Harrison makes 2-pt shot from 13 ft
9:56.0,R. O'Neale makes 2-pt shot from 1 ft (assist by R. Hood),2,72-65,,
9:36.0,,,72-67,2,J. Martin makes 2-pt shot from 13 ft
9:19.0,Shooting foul by A. Harrison (drawn by R. Hood),,72-67,,
9:19.0,R. Hood makes free throw 1 of 2,1,73-67,,
9:19.0,R. Hood makes technical free throw,1,74-67,,
9:19.0,R. Hood makes free throw 2 of 2,1,75-67,,
9:05.0,,,75-69,2,I. Rabb makes 2-pt shot from 17 ft (assist by M. Chalmers)
8:40.0,,,75-69,,Personal foul by J. Martin (drawn by R. Neto)
8:31.0,J. Johnson misses 2-pt shot from 5 ft,,75-69,,
8:27.0,Offensive rebound by R. Neto,,75-69,,
8:17.0,R. Hood makes 2-pt shot from 13 ft,2,77-69,,
8:09.0,,,77-69,,Memphis full timeout
8:09.0,,,77-69,,J. Green enters the game for A. Harrison
8:09.0,,,77-69,,D. Brooks enters the game for J. Ennis
8:09.0,,,77-69,,M. Gasol enters the game for I. Rabb
8:09.0,R. Gobert enters the game for J. Johnson,,77-69,,
7:47.0,,,77-69,,D. Brooks misses 2-pt shot from 10 ft
7:45.0,Defensive rebound by R. O'Neale,,77-69,,
7:43.0,Shooting foul by J. Martin (drawn by R. O'Neale),,77-69,,
7:43.0,R. O'Neale makes free throw 1 of 2,1,78-69,,
7:43.0,R. O'Neale makes free throw 2 of 2,1,79-69,,
7:41.0,R. Hood makes technical free throw,1,80-69,,
7:30.0,,,80-69,,Shooting foul by R. Hood (drawn by M. Gasol)
7:30.0,,,80-70,1,M. Gasol makes free throw 1 of 2
7:30.0,,,80-70,,M. Gasol misses free throw 2 of 2
7:28.0,Defensive rebound by Team,,80-70,,
7:04.0,R. Hood misses 3-pt shot from 27 ft,,80-70,,
7:01.0,,,80-70,,Defensive rebound by J. Green
6:47.0,,,80-70,,J. Green misses 3-pt shot from 23 ft
6:43.0,,,80-70,,Offensive rebound by J. Martin
6:43.0,,,80-70,,J. Martin misses 2-pt shot at rim
6:43.0,Defensive rebound by R. Gobert,,80-70,,
6:25.0,Turnover by R. Neto (bad pass; steal by D. Brooks),,80-70,,
6:21.0,,,80-72,2,D. Brooks makes 2-pt shot at rim
6:17.0,Utah full timeout,,80-72,,
6:17.0,J. Ingles enters the game for R. Hood,,80-72,,
6:17.0,R. Rubio enters the game for R. O'Neale,,80-72,,
6:17.0,D. Mitchell enters the game for R. Neto,,80-72,,
6:11.0,,,80-72,,Personal foul by M. Chalmers (drawn by R. Rubio)
6:11.0,,,80-72,,A. Harrison enters the game for M. Chalmers
5:59.0,Turnover by D. Mitchell (bad pass; steal by M. Gasol),,80-72,,
5:56.0,,,80-72,,Shooting foul by D. Favors (drawn by J. Green)
5:56.0,,,80-73,1,J. Green makes free throw 1 of 2
5:56.0,,,80-74,1,J. Green makes free throw 2 of 2
5:46.0,,,80-74,,Personal foul by J. Martin (drawn by R. Gobert)
5:46.0,R. Gobert makes free throw 1 of 2,1,81-74,,
5:46.0,R. Gobert misses free throw 2 of 2,,81-74,,
5:44.0,,,81-74,,Defensive rebound by J. Green
5:24.0,,,81-74,,A. Harrison misses 3-pt shot from 26 ft
5:22.0,,,81-74,,Offensive rebound by Team
5:22.0,,,81-74,,Turnover by Team (shot clock)
5:07.0,Turnover by J. Ingles (bad pass; steal by D. Brooks),,81-74,,
5:01.0,,,81-74,,Turnover by A. Harrison (bad pass; steal by D. Favors)
4:50.0,D. Mitchell makes 2-pt shot from 1 ft (assist by R. Rubio),2,83-74,,
4:33.0,,,83-74,,Offensive charge foul by A. Harrison (drawn by R. Rubio)
4:33.0,,,83-74,,Turnover by A. Harrison (offensive foul)
4:17.0,,,83-74,,Personal foul by J. Martin (drawn by R. Gobert)
4:17.0,R. Gobert misses free throw 1 of 2,,83-74,,
4:17.0,Offensive rebound by Team,,83-74,,
4:17.0,,,83-74,,M. Chalmers enters the game for J. Martin
4:17.0,,,83-74,,J. Ennis enters the game for A. Harrison
4:17.0,R. Gobert makes free throw 2 of 2,1,84-74,,
3:59.0,,,84-74,,Turnover by M. Chalmers (bad pass; steal by J. Ingles)
3:47.0,J. Ingles misses 3-pt shot from 25 ft,,84-74,,
3:46.0,,,84-74,,Defensive rebound by M. Gasol
3:37.0,,,84-77,3,M. Gasol makes 3-pt shot from 25 ft (assist by M. Chalmers)
3:14.0,Shooting foul by D. Brooks (drawn by R. Gobert),,84-77,,
3:14.0,,,84-77,,Memphis full timeout
3:14.0,J. Johnson enters the game for D. Favors,,84-77,,
3:14.0,R. Gobert makes free throw 1 of 2,1,85-77,,
3:14.0,R. Gobert makes free throw 2 of 2,1,86-77,,
2:57.0,,,86-77,,M. Chalmers misses 3-pt shot from 24 ft
2:52.0,,,86-77,,Offensive rebound by J. Green
2:52.0,,,86-79,2,J. Green makes 2-pt shot at rim
2:33.0,,,86-79,,Personal foul by M. Gasol (drawn by R. Rubio)
2:33.0,R. Rubio makes free throw 1 of 2,1,87-79,,
2:33.0,R. Rubio makes free throw 2 of 2,1,88-79,,
