time,Golden State,pts.away,score,pts.home,Houston
11:10.0,Loose ball foul by D. West (drawn by C. Capela),,17-26,,
10:49.0,,,17-28,2,J. Harden makes 2-pt shot at rim
10:38.0,S. Curry makes 3-pt shot from 23 ft (assist by D. West),3,20-28,,
10:20.0,,,20-28,,Shooting foul by K. Thompson (drawn by E. Gordon)
10:20.0,,,20-29,1,E. Gordon makes free throw 1 of 3
10:20.0,,,20-30,1,E. Gordon makes free throw 2 of 3
10:20.0,,,20-30,,E. Gordon misses free throw 3 of 3
10:20.0,Defensive rebound by D. Green,,20-30,,
10:09.0,S. Curry makes 2-pt shot from 15 ft,2,22-30,,
9:52.0,,,22-30,,C. Paul misses 3-pt shot from 25 ft
9:51.0,Defensive rebound by D. West,,22-30,,
9:48.0,,,22-30,,Personal foul by P. Tucker (drawn by S. Curry)
9:48.0,,,22-30,,T. Ariza enters the game for C. Paul
9:44.0,Turnover by K. Thompson (bad pass; steal by T. Ariza),,22-30,,
9:29.0,,,22-30,,J. Harden misses 3-pt shot from 25 ft
9:29.0,Defensive rebound by Team,,22-30,,
9:16.0,Shooting foul by C. Capela (drawn by S. Curry),,22-30,,
9:16.0,S. Curry makes free throw 1 of 3,1,23-30,,
9:16.0,S. Curry makes free throw 2 of 3,1,24-30,,
9:16.0,S. Curry misses free throw 3 of 3,,24-30,,
9:16.0,,,24-30,,Defensive rebound by P. Tucker
9:00.0,,,24-30,,Offensive foul by C. Capela (drawn by D. Green)
9:00.0,,,24-30,,Turnover by C. Capela (offensive foul)
8:49.0,D. Green misses 2-pt shot from 3 ft (block by C. Capela),,24-30,,
8:46.0,,,24-30,,Defensive rebound by E. Gordon
8:27.0,,,24-30,,J. Harden misses 3-pt shot from 26 ft
8:25.0,Defensive rebound by K. Thompson,,24-30,,
8:25.0,Turnover by K. Thompson (bad pass),,24-30,,
8:12.0,,,24-30,,J. Harden misses 2-pt shot from 17 ft
8:10.0,Defensive rebound by K. Thompson,,24-30,,
8:03.0,Turnover by D. Green (bad pass),,24-30,,
7:43.0,,,24-32,2,E. Gordon makes 2-pt shot from 2 ft
7:38.0,K. Thompson makes 2-pt shot from 1 ft (assist by S. Curry),2,26-32,,
7:28.0,,,26-32,,Turnover by J. Harden (lost ball; steal by S. Livingston)
7:21.0,K. Thompson misses 3-pt shot from 23 ft,,26-32,,
7:19.0,,,26-32,,Defensive rebound by J. Harden
7:10.0,,,26-35,3,E. Gordon makes 3-pt shot from 26 ft
7:05.0,Golden State full timeout,,26-35,,
7:05.0,,,26-35,,C. Paul enters the game for E. Gordon
7:05.0,K. Durant enters the game for D. West,,26-35,,
7:05.0,K. Looney enters the game for S. Curry,,26-35,,
7:05.0,Q. Cook enters the game for S. Livingston,,26-35,,
6:58.0,Shooting foul by T. Ariza (drawn by K. Durant),,26-35,,
6:58.0,K. Durant makes free throw 1 of 2,1,27-35,,
6:58.0,K. Durant makes free throw 2 of 2,1,28-35,,
6:34.0,,,28-35,,C. Paul misses 2-pt shot from 14 ft
6:32.0,Defensive rebound by K. Thompson,,28-35,,
6:18.0,K. Durant misses 2-pt shot from 1 ft,,28-35,,
6:16.0,,,28-35,,Defensive rebound by C. Paul
5:56.0,,,28-38,3,P. Tucker makes 3-pt shot from 23 ft (assist by C. Paul)
5:32.0,K. Thompson makes 2-pt shot from 14 ft,2,30-38,,
5:15.0,,,30-38,,J. Harden misses 2-pt shot from 2 ft
5:12.0,,,30-38,,Offensive rebound by C. Capela
5:08.0,,,30-38,,T. Ariza misses 2-pt shot from 6 ft
5:04.0,Defensive rebound by Team,,30-38,,
5:04.0,S. Curry enters the game for D. Green,,30-38,,
5:04.0,J. Bell enters the game for Q. Cook,,30-38,,
5:04.0,,,30-38,,G. Green enters the game for C. Capela
4:49.0,S. Curry makes 2-pt shot from 15 ft (assist by K. Looney),2,32-38,,
4:33.0,,,32-40,2,J. Harden makes 2-pt shot from 3 ft
4:17.0,,,32-40,,Personal foul by J. Harden (drawn by K. Durant)
4:11.0,S. Curry makes 2-pt shot from 1 ft,2,34-40,,
4:01.0,,,34-42,2,P. Tucker makes 2-pt shot from 1 ft (assist by C. Paul)
3:43.0,K. Thompson makes 3-pt shot from 26 ft (assist by K. Looney),3,37-42,,
3:15.0,,,37-44,2,J. Harden makes 2-pt shot at rim
3:15.0,,,37-44,,Shooting foul by K. Looney (drawn by J. Harden)
3:15.0,,,37-44,,E. Gordon enters the game for G. Green
3:15.0,D. Green enters the game for J. Bell,,37-44,,
3:15.0,,,37-44,,C. Capela enters the game for P. Tucker
3:15.0,,,37-45,1,J. Harden makes free throw 1 of 1
3:04.0,S. Curry misses 2-pt shot from 4 ft,,37-45,,
3:02.0,,,37-45,,Defensive rebound by C. Capela
2:58.0,,,37-45,,E. Gordon misses 3-pt shot from 25 ft
2:56.0,Defensive rebound by D. Green,,37-45,,
2:46.0,K. Durant misses 2-pt shot from 3 ft (block by C. Capela),,37-45,,
2:43.0,,,37-45,,Defensive rebound by C. Capela
2:21.0,,,37-45,,C. Paul misses 3-pt shot from 26 ft
2:19.0,Defensive rebound by K. Durant,,37-45,,
2:12.0,K. Durant makes 3-pt shot from 26 ft,3,40-45,,
1:58.0,,,40-45,,E. Gordon misses 3-pt shot from 27 ft
1:56.0,Defensive rebound by D. Green,,40-45,,
1:55.0,,,40-45,,Personal foul by C. Paul (drawn by D. Green)
1:55.0,,,40-45,,Houston full timeout
1:55.0,,,40-45,,P. Tucker enters the game for C. Capela
1:55.0,D. Green makes free throw 1 of 2,1,41-45,,
1:55.0,D. Green makes free throw 2 of 2,1,42-45,,
1:33.0,,,42-45,,J. Harden misses 3-pt shot from 25 ft
1:30.0,,,42-45,,Offensive rebound by C. Paul
1:29.0,,,42-45,,C. Paul misses 2-pt shot from 2 ft
1:27.0,Defensive rebound by D. Green,,42-45,,
1:11.0,K. Thompson misses 2-pt shot from 20 ft,,42-45,,
1:09.0,,,42-45,,Defensive rebound by C. Paul
0:59.0,Personal foul by S. Curry (drawn by C. Paul),,42-45,,
0:56.0,,,42-45,,Turnover by P. Tucker (bad pass)
0:51.0,,,42-45,,Personal foul by T. Ariza (drawn by K. Durant)
0:51.0,K. Durant makes free throw 1 of 2,1,43-45,,
0:51.0,S. Livingston enters the game for K. Thompson,,43-45,,
0:51.0,,,43-45,,C. Capela enters the game for T. Ariza
0:51.0,K. Durant makes free throw 2 of 2,1,44-45,,
0:31.0,,,44-45,,Turnover by J. Harden (bad pass; steal by S. Curry)
0:24.0,,,44-45,,Personal foul by C. Paul (drawn by D. Green)
0:24.0,D. Green misses free throw 1 of 2,,44-45,,
0:24.0,Offensive rebound by Team,,44-45,,
0:24.0,,,44-45,,G. Green enters the game for C. Capela
0:24.0,J. Bell enters the game for S. Curry,,44-45,,
0:24.0,D. Green makes free throw 2 of 2,1,45-45,,
0:04.0,,,45-45,,Turnover by J. Harden (out of bounds lost ball)
0:04.0,K. Thompson enters the game for K. Looney,,45-45,,
0:04.0,S. Curry enters the game for J. Bell,,45-45,,
0:04.0,N. Young enters the game for S. Livingston,,45-45,,
0:00.0,S. Curry misses 3-pt shot from 46 ft,,45-45,,
0:00.0,Offensive rebound by Team,,45-45,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:46.0,K. Thompson makes 2-pt shot from 5 ft,2,47-45,,
11:46.0,Shooting foul by C. Capela (drawn by K. Thompson),,47-45,,
11:46.0,K. Thompson misses free throw 1 of 1,,47-45,,
11:46.0,,,47-45,,Defensive rebound by C. Capela
11:28.0,Personal foul by K. Looney (drawn by C. Paul),,47-45,,
11:20.0,,,47-45,,Turnover by P. Tucker (bad pass; steal by S. Curry)
11:14.0,K. Durant misses 3-pt shot from 26 ft,,47-45,,
11:10.0,,,47-45,,Defensive rebound by P. Tucker
11:04.0,,,47-45,,Shooting foul by K. Thompson (drawn by J. Harden)
11:04.0,,,47-46,1,J. Harden makes free throw 1 of 2
11:04.0,,,47-47,1,J. Harden makes free throw 2 of 2
10:49.0,Turnover by K. Durant (bad pass; steal by T. Ariza),,47-47,,
10:36.0,,,47-47,,Turnover by J. Harden (bad pass; steal by K. Looney)
10:29.0,K. Looney makes 2-pt shot at rim (assist by D. Green),2,49-47,,
10:07.0,,,49-47,,P. Tucker misses 3-pt shot from 24 ft
10:05.0,,,49-47,,Offensive rebound by C. Capela
10:05.0,,,49-49,2,C. Capela makes 2-pt shot from 1 ft
9:55.0,S. Curry misses 3-pt shot from 23 ft,,49-49,,
9:52.0,,,49-49,,Defensive rebound by C. Capela
9:43.0,,,49-52,3,C. Paul makes 3-pt shot from 26 ft
9:16.0,K. Durant makes 3-pt shot from 23 ft (assist by K. Thompson),3,52-52,,
8:51.0,,,52-52,,Shooting foul by K. Looney (drawn by C. Capela)
8:51.0,,,52-52,,C. Capela misses free throw 1 of 2
8:51.0,,,52-52,,Offensive rebound by Team
8:51.0,J. Bell enters the game for K. Looney,,52-52,,
8:51.0,,,52-53,1,C. Capela makes free throw 2 of 2
8:42.0,D. Green makes 2-pt shot from 1 ft (assist by J. Bell),2,54-53,,
8:25.0,,,54-56,3,C. Paul makes 3-pt shot from 24 ft
8:12.0,Turnover by K. Durant (bad pass; steal by T. Ariza),,54-56,,
8:08.0,,,54-56,,Turnover by J. Harden (lost ball; steal by S. Curry)
8:03.0,,,54-56,,Personal foul by C. Paul (drawn by K. Durant)
8:03.0,,,54-56,,E. Gordon enters the game for C. Capela
8:01.0,,,54-56,,Personal block foul by P. Tucker (drawn by D. Green)
7:54.0,K. Durant misses 2-pt shot from 13 ft,,54-56,,
7:52.0,,,54-56,,Defensive rebound by C. Paul
7:40.0,,,54-56,,C. Paul misses 2-pt shot from 9 ft
7:38.0,,,54-56,,Offensive rebound by P. Tucker
7:33.0,,,54-56,,E. Gordon misses 3-pt shot from 24 ft
7:31.0,Defensive rebound by S. Curry,,54-56,,
7:26.0,K. Thompson makes 3-pt shot from 23 ft (assist by D. Green),3,57-56,,
7:08.0,,,57-56,,T. Ariza misses 3-pt shot from 23 ft
7:06.0,Defensive rebound by S. Curry,,57-56,,
6:55.0,K. Durant misses 2-pt shot from 11 ft,,57-56,,
6:53.0,,,57-56,,Defensive rebound by E. Gordon
6:29.0,,,57-59,3,C. Paul makes 3-pt shot from 28 ft
6:15.0,K. Thompson makes 2-pt shot from 1 ft,2,59-59,,
6:14.0,,,59-59,,Houston full timeout
5:59.0,,,59-59,,J. Harden misses 3-pt shot from 25 ft
5:57.0,Defensive rebound by J. Bell,,59-59,,
5:46.0,K. Thompson makes 3-pt shot from 26 ft (assist by S. Curry),3,62-59,,
5:21.0,,,62-59,,Shooting foul by K. Durant (drawn by J. Harden)
5:21.0,,,62-60,1,J. Harden makes free throw 1 of 2
5:21.0,,,62-60,,G. Green enters the game for C. Paul
5:21.0,,,62-61,1,J. Harden makes free throw 2 of 2
5:05.0,Turnover by D. Green (bad pass; steal by E. Gordon),,62-61,,
5:00.0,,,62-61,,Shooting foul by J. Bell (drawn by E. Gordon)
5:00.0,,,62-62,1,E. Gordon makes free throw 1 of 2
5:00.0,,,62-63,1,E. Gordon makes free throw 2 of 2
4:48.0,S. Curry makes 2-pt shot from 1 ft,2,64-63,,
4:34.0,,,64-63,,E. Gordon misses 3-pt shot from 29 ft
4:32.0,Defensive rebound by Team,,64-63,,
4:17.0,Shooting foul by E. Gordon (drawn by S. Curry),,64-63,,
4:17.0,S. Curry makes free throw 1 of 2,1,65-63,,
4:17.0,S. Curry makes free throw 2 of 2,1,66-63,,
4:00.0,,,66-66,3,E. Gordon makes 3-pt shot from 26 ft
3:35.0,S. Curry misses 2-pt shot from 15 ft (block by E. Gordon),,66-66,,
3:34.0,Offensive rebound by S. Curry,,66-66,,
3:33.0,Turnover by J. Bell (turnover),,66-66,,
3:10.0,,,66-66,,J. Harden misses 3-pt shot from 25 ft
3:08.0,Defensive rebound by D. Green,,66-66,,
3:01.0,K. Thompson misses 2-pt shot from 20 ft,,66-66,,
3:01.0,,,66-66,,Defensive rebound by Team
2:45.0,,,66-66,,P. Tucker misses 2-pt shot from 6 ft
2:43.0,Defensive rebound by D. Green,,66-66,,
2:40.0,Turnover by S. Curry (traveling),,66-66,,
2:40.0,Golden State full timeout,,66-66,,
2:40.0,,,66-66,,C. Paul enters the game for J. Harden
2:40.0,K. Looney enters the game for K. Thompson,,66-66,,
2:40.0,Q. Cook enters the game for D. Green,,66-66,,
2:40.0,S. Livingston enters the game for S. Curry,,66-66,,
2:23.0,,,66-68,2,E. Gordon makes 2-pt shot from 13 ft (assist by C. Paul)
2:02.0,Shooting foul by C. Paul (drawn by K. Durant),,66-68,,
2:02.0,K. Durant makes free throw 1 of 2,1,67-68,,
2:02.0,D. West enters the game for J. Bell,,67-68,,
2:02.0,K. Durant makes free throw 2 of 2,1,68-68,,
1:40.0,,,68-68,,C. Paul misses 3-pt shot from 28 ft
1:38.0,Defensive rebound by K. Durant,,68-68,,
1:28.0,D. West misses 2-pt shot from 14 ft,,68-68,,
1:25.0,,,68-68,,Defensive rebound by P. Tucker
1:21.0,,,68-68,,E. Gordon misses 3-pt shot from 26 ft
1:19.0,Defensive rebound by S. Livingston,,68-68,,
1:06.0,K. Durant makes 2-pt shot from 19 ft,2,70-68,,
0:45.0,Personal foul by K. Durant (drawn by C. Paul),,70-68,,
0:45.0,,,70-69,1,C. Paul makes free throw 1 of 2
0:45.0,,,70-69,,C. Capela enters the game for P. Tucker
0:45.0,,,70-70,1,C. Paul makes free throw 2 of 2
0:36.0,,,70-70,,Personal foul by T. Ariza (drawn by K. Durant)
0:36.0,K. Durant makes free throw 1 of 2,1,71-70,,
0:36.0,D. Green enters the game for D. West,,71-70,,
0:36.0,K. Durant makes free throw 2 of 2,1,72-70,,
0:27.0,Personal foul by S. Livingston (drawn by C. Capela),,72-70,,
0:27.0,,,72-70,,C. Capela misses free throw 1 of 2
0:27.0,,,72-70,,Offensive rebound by Team
0:27.0,S. Curry enters the game for K. Looney,,72-70,,
0:27.0,N. Young enters the game for S. Livingston,,72-70,,
0:27.0,,,72-71,1,C. Capela makes free throw 2 of 2
0:06.0,Q. Cook misses 3-pt shot from 22 ft,,72-71,,
0:06.0,,,72-71,,Defensive rebound by G. Green
0:04.0,,,72-71,,Turnover by G. Green (bad pass; steal by S. Curry)
0:00.0,S. Curry misses 3-pt shot from 33 ft,,72-71,,
0:00.0,Offensive rebound by Team,,72-71,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:32.0,,,72-71,,Turnover by Team (shot clock)
11:20.0,S. Curry makes 3-pt shot from 26 ft,3,75-71,,
10:56.0,,,75-74,3,G. Green makes 3-pt shot from 22 ft (assist by C. Paul)
10:42.0,Turnover by K. Thompson (step out of bounds),,75-74,,
10:19.0,,,75-76,2,C. Paul makes 2-pt shot from 2 ft
10:05.0,S. Curry makes 2-pt shot from 2 ft,2,77-76,,
9:38.0,,,77-79,3,C. Paul makes 3-pt shot from 26 ft
9:18.0,S. Livingston misses 2-pt shot from 12 ft,,77-79,,
9:15.0,,,77-79,,Defensive rebound by C. Capela
9:07.0,Personal foul by S. Livingston (drawn by C. Paul),,77-79,,
9:07.0,,,77-79,,T. Ariza enters the game for E. Gordon
9:07.0,K. Durant enters the game for D. West,,77-79,,
8:52.0,,,77-79,,C. Paul misses 2-pt shot from 20 ft
8:50.0,Defensive rebound by S. Curry,,77-79,,
8:41.0,K. Durant misses 3-pt shot from 25 ft,,77-79,,
8:37.0,,,77-79,,Defensive rebound by P. Tucker
8:14.0,,,77-79,,C. Paul misses 3-pt shot from 26 ft
8:12.0,Defensive rebound by D. Green,,77-79,,
8:08.0,K. Thompson makes 3-pt shot from 25 ft (assist by S. Curry),3,80-79,,
8:08.0,,,80-79,,Houston full timeout
8:08.0,,,80-79,,J. Harden enters the game for C. Paul
8:08.0,,,80-79,,E. Gordon enters the game for G. Green
7:53.0,,,80-79,,Shooting foul by S. Curry (drawn by J. Harden)
7:53.0,,,80-80,1,J. Harden makes free throw 1 of 2
7:53.0,,,80-81,1,J. Harden makes free throw 2 of 2
7:41.0,S. Curry misses 3-pt shot from 25 ft,,80-81,,
7:38.0,,,80-81,,Defensive rebound by J. Harden
7:31.0,,,80-81,,J. Harden misses 2-pt shot from 5 ft
7:29.0,Defensive rebound by D. Green,,80-81,,
7:21.0,K. Durant misses 3-pt shot from 25 ft,,80-81,,
7:18.0,,,80-81,,Defensive rebound by P. Tucker
6:57.0,,,80-81,,Shooting foul by K. Durant (drawn by E. Gordon)
6:57.0,,,80-82,1,E. Gordon makes free throw 1 of 3
6:57.0,,,80-83,1,E. Gordon makes free throw 2 of 3
6:57.0,,,80-84,1,E. Gordon makes free throw 3 of 3
6:43.0,Shooting foul by P. Tucker (drawn by K. Durant),,80-84,,
6:43.0,K. Durant makes free throw 1 of 2,1,81-84,,
6:43.0,K. Looney enters the game for S. Livingston,,81-84,,
6:43.0,K. Durant makes free throw 2 of 2,1,82-84,,
6:34.0,,,82-84,,Shooting foul by D. Green (drawn by J. Harden)
6:34.0,,,82-85,1,J. Harden makes free throw 1 of 2
6:34.0,,,82-85,,C. Paul enters the game for C. Capela
6:34.0,,,82-86,1,J. Harden makes free throw 2 of 2
6:14.0,K. Durant misses 2-pt shot from 13 ft,,82-86,,
6:11.0,,,82-86,,Defensive rebound by E. Gordon
6:08.0,,,82-86,,P. Tucker misses 3-pt shot from 23 ft
6:06.0,Defensive rebound by K. Durant,,82-86,,
5:59.0,Golden State full timeout,,82-86,,
5:58.0,Turnover by D. Green (bad pass; steal by J. Harden),,82-86,,
5:54.0,,,82-88,2,J. Harden makes 2-pt shot from 1 ft
5:34.0,K. Looney makes 2-pt shot at rim (assist by D. Green),2,84-88,,
5:10.0,,,84-90,2,E. Gordon makes 2-pt shot from 2 ft
4:53.0,S. Curry makes 2-pt shot from 8 ft (assist by D. Green),2,86-90,,
4:29.0,,,86-90,,J. Harden misses 3-pt shot from 25 ft
4:26.0,,,86-90,,Offensive rebound by P. Tucker
4:06.0,,,86-92,2,C. Paul makes 2-pt shot from 3 ft
4:05.0,Golden State full timeout,,86-92,,
4:05.0,S. Livingston enters the game for K. Looney,,86-92,,
3:48.0,K. Durant misses 2-pt shot from 15 ft,,86-92,,
3:45.0,,,86-92,,Defensive rebound by C. Paul
3:27.0,,,86-92,,J. Harden misses 2-pt shot from 17 ft
3:25.0,Defensive rebound by K. Thompson,,86-92,,
3:09.0,Shooting foul by E. Gordon (drawn by K. Thompson),,86-92,,
3:09.0,,,86-92,,Houston full timeout
3:09.0,K. Thompson makes free throw 1 of 3,1,87-92,,
3:09.0,K. Thompson makes free throw 2 of 3,1,88-92,,
3:09.0,K. Thompson makes free throw 3 of 3,1,89-92,,
2:47.0,,,89-92,,J. Harden misses 2-pt shot from 2 ft
2:45.0,Defensive rebound by S. Curry,,89-92,,
2:21.0,Turnover by Team (shot clock),,89-92,,
1:58.0,,,89-92,,C. Paul misses 2-pt shot from 11 ft (block by K. Durant)
1:57.0,,,89-92,,Offensive rebound by Team
1:57.0,,,89-92,,Turnover by Team (shot clock)
1:44.0,D. Green misses 2-pt shot from 2 ft,,89-92,,
1:42.0,Offensive rebound by D. Green,,89-92,,
1:42.0,D. Green makes 2-pt shot at rim,2,91-92,,
1:21.0,,,91-95,3,E. Gordon makes 3-pt shot from 27 ft (assist by J. Harden)
1:21.0,Golden State full timeout,,91-95,,
1:21.0,Q. Cook enters the game for S. Livingston,,91-95,,
1:15.0,D. Green makes 3-pt shot from 26 ft (assist by Q. Cook),3,94-95,,
0:51.0,,,94-95,,C. Paul misses 2-pt shot from 8 ft
0:49.0,Defensive rebound by D. Green,,94-95,,
0:42.0,Q. Cook misses 3-pt shot from 25 ft,,94-95,,
