time,Portland,pts.away,score,pts.home,Denver
0:55.0,,,20-26,,D. Harris misses 3-pt shot from 23 ft
0:52.0,Defensive rebound by E. Davis,,20-26,,
0:34.0,Z. Collins makes 3-pt shot from 24 ft (assist by D. Lillard),3,23-26,,
0:15.0,,,23-26,,G. Harris misses 2-pt shot from 23 ft
0:12.0,,,23-26,,Offensive rebound by M. Plumlee
0:12.0,,,23-28,2,N. Jokic makes 2-pt shot from 1 ft (assist by M. Plumlee)
0:07.0,,,23-28,,Personal take foul by T. Craig (drawn by D. Lillard)
0:07.0,C. McCollum enters the game for Z. Collins,,23-28,,
0:07.0,,,23-28,,W. Barton enters the game for N. Jokic
0:02.0,D. Lillard misses 3-pt shot from 30 ft,,23-28,,
0:02.0,,,23-28,,Defensive rebound by T. Craig
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:47.0,Turnover by P. Connaughton (lost ball; steal by G. Harris),,23-28,,
11:42.0,,,23-30,2,G. Harris makes 2-pt shot at rim (assist by N. Jokic)
11:15.0,S. Napier makes 2-pt shot from 7 ft,2,25-30,,
11:03.0,Personal foul by P. Connaughton (drawn by G. Harris),,25-30,,
11:03.0,E. Turner enters the game for P. Connaughton,,25-30,,
10:54.0,,,25-30,,D. Harris misses 2-pt shot from 8 ft
10:53.0,Defensive rebound by E. Davis,,25-30,,
10:38.0,S. Napier misses 2-pt shot from 17 ft,,25-30,,
10:36.0,,,25-30,,Defensive rebound by T. Lyles
10:30.0,,,25-30,,Shooting foul by E. Davis (drawn by G. Harris)
10:30.0,,,25-31,1,G. Harris makes free throw 1 of 2
10:30.0,,,25-32,1,G. Harris makes free throw 2 of 2
10:15.0,C. McCollum makes 2-pt shot from 7 ft,2,27-32,,
10:01.0,,,27-32,,D. Harris misses 3-pt shot from 24 ft
9:58.0,Defensive rebound by E. Davis,,27-32,,
9:50.0,Shooting foul by N. Jokic (drawn by C. McCollum),,27-32,,
9:50.0,C. McCollum makes free throw 1 of 2,1,28-32,,
9:50.0,C. McCollum makes free throw 2 of 2,1,29-32,,
9:26.0,,,29-32,,N. Jokic misses 2-pt shot from 2 ft
9:24.0,Defensive rebound by E. Davis,,29-32,,
9:14.0,E. Davis misses 2-pt shot from 9 ft,,29-32,,
9:12.0,,,29-32,,Defensive rebound by G. Harris
9:11.0,,,29-32,,D. Harris misses 2-pt shot from 2 ft (block by E. Turner)
9:11.0,,,29-32,,Offensive rebound by Team
8:55.0,Personal foul by E. Davis (drawn by N. Jokic),,29-32,,
8:55.0,J. Nurkic enters the game for E. Davis,,29-32,,
8:55.0,,,29-32,,M. Plumlee enters the game for N. Jokic
8:51.0,Personal foul by J. Nurkic (drawn by M. Plumlee),,29-32,,
8:45.0,,,29-32,,G. Harris misses 3-pt shot from 23 ft
8:42.0,Defensive rebound by J. Nurkic,,29-32,,
8:33.0,E. Turner makes 2-pt shot from 11 ft,2,31-32,,
8:17.0,,,31-32,,Turnover by T. Lyles (lost ball; steal by C. McCollum)
8:13.0,C. McCollum makes 2-pt shot from 1 ft,2,33-32,,
8:13.0,,,33-32,,Denver full timeout
8:13.0,,,33-32,,W. Chandler enters the game for T. Craig
8:02.0,,,33-34,2,M. Plumlee makes 2-pt shot from 1 ft (assist by D. Harris)
7:48.0,Turnover by E. Turner (bad pass),,33-34,,
7:48.0,,,33-34,,J. Murray enters the game for T. Lyles
7:48.0,,,33-34,,P. Millsap enters the game for D. Harris
7:48.0,A. Aminu enters the game for Z. Collins,,33-34,,
7:23.0,,,33-34,,G. Harris misses 2-pt shot from 7 ft
7:22.0,Defensive rebound by A. Aminu,,33-34,,
7:17.0,E. Turner misses 2-pt shot from 11 ft,,33-34,,
7:12.0,Offensive rebound by J. Nurkic,,33-34,,
7:12.0,J. Nurkic misses 2-pt shot at rim,,33-34,,
7:11.0,,,33-34,,Defensive rebound by W. Chandler
7:06.0,,,33-34,,Shooting foul by S. Napier (drawn by J. Murray)
7:06.0,,,33-35,1,J. Murray makes free throw 1 of 2
7:06.0,,,33-35,,W. Barton enters the game for G. Harris
7:06.0,D. Lillard enters the game for C. McCollum,,33-35,,
7:06.0,,,33-35,,J. Murray misses free throw 2 of 2
7:01.0,Defensive rebound by J. Nurkic,,33-35,,
6:52.0,J. Nurkic makes 2-pt shot from 2 ft,2,35-35,,
6:52.0,Shooting foul by M. Plumlee (drawn by J. Nurkic),,35-35,,
6:52.0,J. Nurkic makes free throw 1 of 1,1,36-35,,
6:35.0,,,36-35,,P. Millsap misses 2-pt shot from 13 ft
6:34.0,,,36-35,,Offensive rebound by Team
6:34.0,Loose ball foul by E. Turner (drawn by M. Plumlee),,36-35,,
6:34.0,,,36-35,,M. Plumlee misses free throw 1 of 2
6:34.0,,,36-35,,Offensive rebound by Team
6:34.0,,,36-36,1,M. Plumlee makes free throw 2 of 2
6:21.0,Turnover by A. Aminu (bad pass; steal by M. Plumlee),,36-36,,
6:14.0,,,36-36,,Offensive foul by M. Plumlee (drawn by A. Aminu)
6:14.0,,,36-36,,Turnover by M. Plumlee (offensive foul)
6:04.0,J. Nurkic misses 2-pt shot from 3 ft,,36-36,,
6:01.0,Offensive rebound by J. Nurkic,,36-36,,
6:00.0,J. Nurkic makes 2-pt shot from 1 ft,2,38-36,,
5:48.0,,,38-36,,Turnover by J. Murray (bad pass; steal by A. Aminu)
5:47.0,,,38-36,,Personal block foul by P. Millsap (drawn by A. Aminu)
5:47.0,,,38-36,,N. Jokic enters the game for M. Plumlee
5:32.0,A. Aminu misses 3-pt shot from 25 ft,,38-36,,
5:29.0,,,38-36,,Defensive rebound by P. Millsap
5:12.0,,,38-36,,W. Barton misses 2-pt shot from 3 ft
5:10.0,Defensive rebound by A. Aminu,,38-36,,
5:06.0,S. Napier makes 3-pt shot from 25 ft (assist by A. Aminu),3,41-36,,
4:49.0,,,41-36,,P. Millsap misses 2-pt shot from 2 ft
4:48.0,Defensive rebound by E. Turner,,41-36,,
4:41.0,A. Aminu misses 3-pt shot from 24 ft,,41-36,,
4:38.0,,,41-36,,Defensive rebound by N. Jokic
4:25.0,,,41-36,,N. Jokic misses 2-pt shot from 5 ft
4:23.0,Defensive rebound by A. Aminu,,41-36,,
4:06.0,J. Nurkic misses 2-pt shot from 10 ft,,41-36,,
4:04.0,,,41-36,,Defensive rebound by N. Jokic
3:56.0,,,41-36,,J. Murray misses 3-pt shot from 24 ft
3:53.0,Defensive rebound by Team,,41-36,,
3:53.0,Portland full timeout,,41-36,,
3:53.0,C. McCollum enters the game for S. Napier,,41-36,,
3:46.0,Offensive foul by A. Aminu (drawn by J. Murray),,41-36,,
3:46.0,Turnover by A. Aminu (offensive foul),,41-36,,
3:38.0,,,41-36,,Shooting foul by C. McCollum (drawn by W. Barton)
3:38.0,,,41-37,1,W. Barton makes free throw 1 of 2
3:38.0,,,41-38,1,W. Barton makes free throw 2 of 2
3:24.0,D. Lillard misses 3-pt shot from 25 ft,,41-38,,
3:20.0,,,41-38,,Defensive rebound by W. Chandler
3:16.0,,,41-38,,Shooting foul by J. Nurkic (drawn by N. Jokic)
3:16.0,,,41-39,1,N. Jokic makes free throw 1 of 2
3:16.0,C. Swanigan enters the game for J. Nurkic,,41-39,,
3:16.0,,,41-40,1,N. Jokic makes free throw 2 of 2
3:05.0,,,41-40,,Away from play foul by W. Barton (drawn by E. Turner)
2:53.0,C. McCollum misses 2-pt shot from 5 ft,,41-40,,
2:51.0,,,41-40,,Defensive rebound by W. Chandler
2:37.0,,,41-40,,P. Millsap misses 2-pt shot from 4 ft
2:34.0,Defensive rebound by C. Swanigan,,41-40,,
2:28.0,Shooting foul by P. Millsap (drawn by C. McCollum),,41-40,,
2:28.0,C. McCollum makes free throw 1 of 2,1,42-40,,
2:28.0,C. McCollum makes free throw 2 of 2,1,43-40,,
2:16.0,,,43-40,,W. Chandler misses 2-pt shot from 17 ft
2:11.0,Defensive rebound by A. Aminu,,43-40,,
2:00.0,E. Turner misses 3-pt shot from 22 ft,,43-40,,
1:56.0,,,43-40,,Defensive rebound by N. Jokic
1:52.0,Violation by C. Swanigan (kicked ball),,43-40,,
1:43.0,,,43-42,2,N. Jokic makes 2-pt shot from 7 ft (assist by W. Barton)
1:23.0,D. Lillard misses 3-pt shot from 22 ft,,43-42,,
1:20.0,Offensive rebound by D. Lillard,,43-42,,
1:16.0,C. Swanigan misses 2-pt shot from 7 ft,,43-42,,
1:12.0,Offensive rebound by E. Turner,,43-42,,
1:10.0,D. Lillard misses 3-pt shot from 25 ft,,43-42,,
1:07.0,Offensive rebound by A. Aminu,,43-42,,
1:06.0,A. Aminu misses 2-pt shot from 3 ft (block by N. Jokic),,43-42,,
1:04.0,Offensive rebound by Team,,43-42,,
1:04.0,,,43-42,,M. Plumlee enters the game for N. Jokic
0:57.0,C. Swanigan makes 2-pt shot from 2 ft (assist by D. Lillard),2,45-42,,
0:48.0,,,45-42,,Turnover by J. Murray (lost ball; steal by D. Lillard)
0:43.0,A. Aminu makes 2-pt shot from 1 ft (assist by C. McCollum),2,47-42,,
0:24.0,,,47-42,,P. Millsap misses 3-pt shot from 23 ft
0:19.0,,,47-42,,Offensive rebound by M. Plumlee
0:19.0,,,47-42,,M. Plumlee misses 2-pt shot at rim
0:18.0,Defensive rebound by A. Aminu,,47-42,,
0:01.0,D. Lillard makes 2-pt shot from 1 ft,2,49-42,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:46.0,C. McCollum misses 2-pt shot from 14 ft,,49-42,,
11:43.0,,,49-42,,Defensive rebound by N. Jokic
11:32.0,,,49-42,,N. Jokic misses 2-pt shot from 3 ft
11:31.0,Defensive rebound by J. Nurkic,,49-42,,
11:23.0,A. Aminu misses 3-pt shot from 24 ft,,49-42,,
11:21.0,Offensive rebound by Team,,49-42,,
11:21.0,,,49-42,,Loose ball foul by J. Murray (drawn by J. Nurkic)
11:00.0,C. McCollum makes 3-pt shot from 22 ft (assist by E. Turner),3,52-42,,
10:46.0,,,52-44,2,P. Millsap makes 2-pt shot from 14 ft (assist by W. Barton)
10:32.0,D. Lillard misses 2-pt shot from 2 ft (block by W. Chandler),,52-44,,
10:31.0,,,52-44,,Defensive rebound by W. Chandler
10:24.0,,,52-46,2,W. Barton makes 2-pt shot from 1 ft (assist by N. Jokic)
10:01.0,J. Nurkic misses 2-pt shot from 16 ft,,52-46,,
9:58.0,Offensive rebound by C. McCollum,,52-46,,
9:56.0,C. McCollum misses 3-pt shot from 24 ft,,52-46,,
9:51.0,Offensive rebound by J. Nurkic,,52-46,,
9:50.0,J. Nurkic makes 2-pt shot from 3 ft,2,54-46,,
9:38.0,,,54-46,,Turnover by N. Jokic (bad pass; steal by E. Turner)
9:32.0,C. McCollum misses 2-pt shot from 14 ft,,54-46,,
9:29.0,Offensive rebound by J. Nurkic,,54-46,,
9:29.0,J. Nurkic makes 2-pt shot from 2 ft,2,56-46,,
9:29.0,,,56-46,,Denver full timeout
9:16.0,Personal block foul by A. Aminu (drawn by P. Millsap),,56-46,,
9:10.0,,,56-46,,P. Millsap misses 3-pt shot from 25 ft
9:07.0,,,56-46,,Offensive rebound by N. Jokic
9:06.0,,,56-48,2,N. Jokic makes 2-pt shot from 2 ft
8:49.0,A. Aminu misses 3-pt shot from 25 ft,,56-48,,
8:48.0,,,56-48,,Defensive rebound by Team
8:31.0,,,56-48,,W. Chandler misses 2-pt shot from 1 ft
8:28.0,Defensive rebound by D. Lillard,,56-48,,
8:18.0,A. Aminu makes 3-pt shot from 22 ft (assist by C. McCollum),3,59-48,,
8:03.0,Personal foul by A. Aminu (drawn by P. Millsap),,59-48,,
7:54.0,,,59-51,3,W. Chandler makes 3-pt shot from 25 ft (assist by W. Barton)
7:36.0,A. Aminu misses 3-pt shot from 22 ft,,59-51,,
7:34.0,Offensive rebound by A. Aminu,,59-51,,
7:33.0,A. Aminu misses 2-pt shot from 5 ft,,59-51,,
7:30.0,Offensive rebound by A. Aminu,,59-51,,
7:30.0,A. Aminu makes 2-pt shot from 2 ft,2,61-51,,
7:21.0,Personal foul by D. Lillard (drawn by J. Murray),,61-51,,
7:21.0,C. Swanigan enters the game for A. Aminu,,61-51,,
7:14.0,,,61-51,,N. Jokic misses 2-pt shot from 5 ft
7:13.0,,,61-51,,Offensive rebound by P. Millsap
7:13.0,,,61-51,,Shooting foul by C. Swanigan (drawn by P. Millsap)
7:13.0,,,61-52,1,P. Millsap makes free throw 1 of 2
7:13.0,,,61-53,1,P. Millsap makes free throw 2 of 2
6:56.0,E. Turner misses 2-pt shot from 12 ft,,61-53,,
6:53.0,,,61-53,,Defensive rebound by J. Murray
6:45.0,,,61-53,,W. Barton misses 2-pt shot from 23 ft
6:41.0,Defensive rebound by C. Swanigan,,61-53,,
6:35.0,Shooting foul by J. Murray (drawn by D. Lillard),,61-53,,
6:35.0,D. Lillard makes free throw 1 of 2,1,62-53,,
6:35.0,,,62-53,,M. Plumlee enters the game for P. Millsap
6:35.0,D. Lillard misses free throw 2 of 2,,62-53,,
6:31.0,,,62-53,,Defensive rebound by N. Jokic
6:18.0,,,62-53,,J. Murray misses 2-pt shot from 2 ft
6:18.0,Defensive rebound by C. Swanigan,,62-53,,
6:18.0,D. Lillard misses technical free throw,,62-53,,
6:18.0,Offensive rebound by Team,,62-53,,
6:04.0,,,62-53,,Personal foul by J. Murray (drawn by C. McCollum)
5:58.0,Turnover by C. Swanigan (lost ball; steal by N. Jokic),,62-53,,
5:52.0,,,62-53,,J. Murray misses 3-pt shot from 25 ft
5:50.0,Defensive rebound by J. Nurkic,,62-53,,
5:42.0,D. Lillard makes 2-pt shot from 2 ft,2,64-53,,
5:24.0,,,64-55,2,W. Barton makes 2-pt shot from 1 ft
5:01.0,C. McCollum misses 2-pt shot from 5 ft (block by J. Murray),,64-55,,
4:58.0,,,64-55,,Defensive rebound by N. Jokic
4:55.0,,,64-57,2,W. Chandler makes 2-pt shot at rim (assist by J. Murray)
4:55.0,Portland full timeout,,64-57,,
4:55.0,,,64-57,,G. Harris enters the game for J. Murray
4:55.0,E. Davis enters the game for J. Nurkic,,64-57,,
4:55.0,Z. Collins enters the game for C. Swanigan,,64-57,,
4:41.0,D. Lillard misses 2-pt shot from 6 ft,,64-57,,
4:39.0,Offensive rebound by Team,,64-57,,
4:39.0,,,64-57,,Loose ball foul by M. Plumlee (drawn by E. Davis)
4:28.0,Z. Collins misses 2-pt shot from 21 ft,,64-57,,
4:26.0,,,64-57,,Defensive rebound by W. Chandler
4:09.0,,,64-57,,Shooting foul by Z. Collins (drawn by N. Jokic)
4:09.0,,,64-58,1,N. Jokic makes free throw 1 of 2
4:09.0,,,64-59,1,N. Jokic makes free throw 2 of 2
3:54.0,D. Lillard misses 2-pt shot from 14 ft,,64-59,,
3:50.0,,,64-59,,Defensive rebound by W. Barton
3:33.0,,,64-59,,W. Chandler misses 3-pt shot from 25 ft
3:29.0,Defensive rebound by C. McCollum,,64-59,,
3:22.0,C. McCollum misses 3-pt shot from 24 ft,,64-59,,
3:19.0,,,64-59,,Defensive rebound by N. Jokic
3:09.0,,,64-61,2,G. Harris makes 2-pt shot from 1 ft (assist by M. Plumlee)
2:48.0,,,64-61,,Personal foul by W. Barton (drawn by D. Lillard)
2:48.0,D. Lillard makes free throw 1 of 2,1,65-61,,
2:48.0,S. Napier enters the game for C. McCollum,,65-61,,
2:48.0,D. Lillard makes free throw 2 of 2,1,66-61,,
2:40.0,,,66-61,,Turnover by W. Barton (bad pass)
2:19.0,S. Napier misses 2-pt shot from 15 ft,,66-61,,
2:16.0,,,66-61,,Defensive rebound by M. Plumlee
2:07.0,,,66-61,,W. Barton misses 2-pt shot from 2 ft
2:06.0,,,66-61,,Offensive rebound by W. Barton
2:04.0,,,66-63,2,W. Barton makes 2-pt shot from 3 ft
1:51.0,Z. Collins misses 3-pt shot from 22 ft,,66-63,,
1:47.0,,,66-63,,Defensive rebound by N. Jokic
1:39.0,,,66-65,2,M. Plumlee makes 2-pt shot from 1 ft (assist by W. Chandler)
1:19.0,Offensive charge foul by Z. Collins (drawn by N. Jokic),,66-65,,
1:19.0,Turnover by Z. Collins (offensive foul),,66-65,,
1:19.0,,,66-65,,P. Millsap enters the game for W. Barton
1:19.0,,,66-65,,J. Murray enters the game for N. Jokic
1:19.0,,,66-65,,D. Harris enters the game for W. Chandler
1:19.0,P. Connaughton enters the game for E. Turner,,66-65,,
1:02.0,,,66-65,,P. Millsap misses 2-pt shot from 3 ft
1:00.0,Defensive rebound by S. Napier,,66-65,,
0:58.0,S. Napier misses 2-pt shot from 4 ft,,66-65,,
0:56.0,Offensive rebound by Team,,66-65,,
0:50.0,D. Lillard makes 3-pt shot from 29 ft,3,69-65,,
0:50.0,Shooting foul by J. Murray (drawn by D. Lillard),,69-65,,
0:50.0,,,69-65,,W. Barton enters the game for J. Murray
0:50.0,D. Lillard misses free throw 1 of 1,,69-65,,
0:50.0,,,69-65,,Defensive rebound by M. Plumlee
0:41.0,,,69-65,,D. Harris misses 3-pt shot from 24 ft
0:39.0,Defensive rebound by P. Connaughton,,69-65,,
0:32.0,D. Lillard misses 2-pt shot from 9 ft,,69-65,,
0:30.0,,,69-65,,Defensive rebound by P. Millsap
0:26.0,,,69-65,,Shooting foul by Z. Collins (drawn by M. Plumlee)
0:26.0,,,69-66,1,M. Plumlee makes free throw 1 of 2
0:26.0,,,69-66,,T. Craig enters the game for P. Millsap
0:26.0,C. McCollum enters the game for P. Connaughton,,69-66,,
0:26.0,,,69-66,,M. Plumlee misses free throw 2 of 2
0:24.0,Defensive rebound by E. Davis,,69-66,,
0:04.0,D. Lillard misses 3-pt shot from 25 ft,,69-66,,
0:01.0,,,69-66,,Defensive rebound by Team
0:00.0,,,69-66,,W. Barton misses 3-pt shot from 48 ft
0:00.0,,,69-66,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:41.0,,,69-66,,Turnover by P. Millsap (bad pass)
11:30.0,S. Napier misses 3-pt shot from 25 ft,,69-66,,
11:26.0,Offensive rebound by P. Connaughton,,69-66,,
11:23.0,S. Napier misses 2-pt shot from 1 ft,,69-66,,
11:22.0,Offensive rebound by Team,,69-66,,
11:13.0,C. McCollum makes 2-pt shot from 15 ft,2,71-66,,
10:43.0,,,71-66,,G. Harris misses 3-pt shot from 26 ft
10:39.0,Defensive rebound by C. McCollum,,71-66,,
10:18.0,S. Napier misses 2-pt shot from 4 ft,,71-66,,
10:15.0,,,71-66,,Defensive rebound by W. Barton
10:06.0,,,71-66,,Turnover by W. Barton (lost ball; steal by S. Napier)
10:02.0,C. McCollum misses 3-pt shot from 24 ft,,71-66,,
9:58.0,Offensive rebound by C. McCollum,,71-66,,
9:45.0,S. Napier misses 3-pt shot from 24 ft,,71-66,,
9:44.0,,,71-66,,Defensive rebound by P. Millsap
9:35.0,,,71-68,2,G. Harris makes 2-pt shot from 2 ft (assist by N. Jokic)
9:14.0,Turnover by E. Davis (bad pass),,71-68,,
9:14.0,J. Nurkic enters the game for E. Davis,,71-68,,
9:14.0,D. Lillard enters the game for P. Connaughton,,71-68,,
8:56.0,,,71-68,,G. Harris misses 3-pt shot from 22 ft
8:55.0,,,71-68,,Offensive rebound by Team
8:46.0,,,71-70,2,D. Harris makes 2-pt shot from 2 ft
8:22.0,Turnover by C. McCollum (out of bounds lost ball),,71-70,,
8:22.0,E. Turner enters the game for S. Napier,,71-70,,
8:11.0,,,71-73,3,D. Harris makes 3-pt shot from 24 ft (assist by N. Jokic)
8:09.0,Portland full timeout,,71-73,,
8:09.0,,,71-73,,J. Murray enters the game for G. Harris
7:55.0,,,71-73,,Personal foul by W. Barton (drawn by D. Lillard)
7:45.0,Turnover by D. Lillard (lost ball; steal by N. Jokic),,71-73,,
7:40.0,,,71-73,,J. Murray misses 2-pt shot from 2 ft
7:36.0,,,71-73,,Offensive rebound by P. Millsap
7:30.0,,,71-75,2,N. Jokic makes 2-pt shot from 7 ft (assist by D. Harris)
7:07.0,A. Aminu misses 2-pt shot from 7 ft,,71-75,,
7:03.0,,,71-75,,Defensive rebound by N. Jokic
6:54.0,,,71-75,,Shooting foul by E. Turner (drawn by P. Millsap)
6:54.0,,,71-75,,P. Millsap misses free throw 1 of 2
6:54.0,,,71-75,,Offensive rebound by Team
6:54.0,,,71-75,,P. Millsap misses free throw 2 of 2
6:52.0,Defensive rebound by J. Nurkic,,71-75,,
6:36.0,Shooting foul by W. Barton (drawn by D. Lillard),,71-75,,
6:36.0,D. Lillard makes free throw 1 of 2,1,72-75,,
