time,Utah,pts.away,score,pts.home,Denver
0:00.0,Defensive rebound by Team,,20-28,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:37.0,,,20-28,,T. Lyles misses 3-pt shot from 26 ft
11:32.0,Defensive rebound by A. Burks,,20-28,,
11:24.0,R. Hood makes 2-pt shot from 4 ft,2,22-28,,
11:06.0,,,22-28,,Shooting foul by J. Johnson (drawn by T. Lyles)
11:06.0,,,22-28,,T. Lyles misses free throw 1 of 2
11:06.0,,,22-28,,Offensive rebound by Team
11:06.0,,,22-28,,T. Lyles misses free throw 2 of 2
11:06.0,Defensive rebound by J. Johnson,,22-28,,
10:51.0,A. Burks misses 3-pt shot from 26 ft,,22-28,,
10:48.0,Offensive rebound by A. Burks,,22-28,,
10:46.0,A. Burks misses 2-pt shot from 3 ft,,22-28,,
10:44.0,,,22-28,,Defensive rebound by N. Jokic
10:30.0,,,22-28,,Offensive charge foul by W. Barton (drawn by R. Rubio)
10:30.0,,,22-28,,Turnover by W. Barton (offensive foul)
10:15.0,R. Hood misses 2-pt shot from 7 ft,,22-28,,
10:13.0,,,22-28,,Defensive rebound by T. Lyles
10:06.0,,,22-28,,T. Craig misses 2-pt shot from 6 ft
10:06.0,,,22-28,,Offensive rebound by Team
10:06.0,J. Jerebko enters the game for J. Johnson,,22-28,,
9:49.0,,,22-28,,N. Jokic misses 2-pt shot from 1 ft
9:48.0,,,22-28,,Offensive rebound by N. Jokic
9:48.0,,,22-30,2,N. Jokic makes 2-pt shot from 1 ft
9:48.0,,,22-30,,Shooting foul by R. Hood (drawn by N. Jokic)
9:48.0,,,22-31,1,N. Jokic makes free throw 1 of 1
9:30.0,R. Rubio misses 2-pt shot from 6 ft,,22-31,,
9:26.0,,,22-31,,Defensive rebound by T. Lyles
9:22.0,,,22-33,2,T. Lyles makes 2-pt shot from 2 ft (assist by W. Chandler)
9:22.0,Utah full timeout,,22-33,,
9:22.0,D. Mitchell enters the game for R. Rubio,,22-33,,
9:07.0,R. Hood misses 2-pt shot from 21 ft,,22-33,,
9:04.0,,,22-33,,Defensive rebound by T. Lyles
8:55.0,Personal foul by E. Udoh (drawn by N. Jokic),,22-33,,
8:44.0,,,22-33,,W. Chandler misses 2-pt shot from 2 ft
8:42.0,Defensive rebound by E. Udoh,,22-33,,
8:33.0,Shooting foul by W. Chandler (drawn by E. Udoh),,22-33,,
8:33.0,E. Udoh misses free throw 1 of 2,,22-33,,
8:33.0,Offensive rebound by Team,,22-33,,
8:33.0,E. Udoh makes free throw 2 of 2,1,23-33,,
8:09.0,,,23-33,,W. Barton misses 2-pt shot from 16 ft
8:07.0,Defensive rebound by A. Burks,,23-33,,
8:01.0,,,23-33,,Personal foul by T. Craig (drawn by A. Burks)
7:47.0,D. Mitchell makes 3-pt shot from 25 ft,3,26-33,,
7:23.0,,,26-36,3,N. Jokic makes 3-pt shot from 25 ft
7:08.0,,,26-36,,Personal foul by T. Craig (drawn by D. Mitchell)
7:08.0,,,26-36,,G. Harris enters the game for T. Craig
7:08.0,J. Ingles enters the game for A. Burks,,26-36,,
7:00.0,D. Mitchell misses 3-pt shot from 25 ft,,26-36,,
6:58.0,,,26-36,,Defensive rebound by T. Lyles
6:58.0,Personal foul by J. Jerebko (drawn by T. Lyles),,26-36,,
6:58.0,D. Favors enters the game for E. Udoh,,26-36,,
6:38.0,,,26-38,2,W. Chandler makes 2-pt shot from 3 ft (assist by G. Harris)
6:16.0,D. Mitchell misses 2-pt shot from 23 ft,,26-38,,
6:12.0,,,26-38,,Defensive rebound by W. Chandler
5:56.0,,,26-40,2,N. Jokic makes 2-pt shot from 13 ft
5:56.0,,,26-40,,Shooting foul by D. Favors (drawn by N. Jokic)
5:56.0,,,26-40,,J. Murray enters the game for W. Chandler
5:56.0,R. Rubio enters the game for R. Hood,,26-40,,
5:56.0,,,26-41,1,N. Jokic makes free throw 1 of 1
5:38.0,D. Favors misses 2-pt shot from 17 ft,,26-41,,
5:35.0,,,26-41,,Defensive rebound by W. Barton
5:17.0,,,26-41,,T. Lyles misses 2-pt shot from 1 ft
5:15.0,Defensive rebound by J. Ingles,,26-41,,
5:07.0,,,26-41,,Personal foul by G. Harris (drawn by J. Jerebko)
5:07.0,,,26-41,,M. Plumlee enters the game for N. Jokic
5:00.0,J. Ingles makes 3-pt shot from 22 ft (assist by R. Rubio),3,29-41,,
4:47.0,,,29-41,,G. Harris misses 3-pt shot from 24 ft
4:44.0,Defensive rebound by J. Ingles,,29-41,,
4:38.0,Shooting foul by T. Lyles (drawn by D. Favors),,29-41,,
4:38.0,D. Favors makes free throw 1 of 2,1,30-41,,
4:38.0,J. Johnson enters the game for J. Jerebko,,30-41,,
4:38.0,D. Favors misses free throw 2 of 2,,30-41,,
4:36.0,,,30-41,,Defensive rebound by T. Lyles
4:20.0,,,30-41,,Turnover by G. Harris (bad pass; steal by J. Ingles)
4:14.0,J. Ingles misses 3-pt shot from 25 ft,,30-41,,
4:13.0,Offensive rebound by Team,,30-41,,
4:13.0,,,30-41,,Personal foul by M. Plumlee (drawn by D. Favors)
4:13.0,D. Favors makes free throw 1 of 2,1,31-41,,
4:13.0,D. Favors makes free throw 2 of 2,1,32-41,,
3:55.0,,,32-41,,J. Murray misses 2-pt shot from 3 ft
3:51.0,,,32-41,,Offensive rebound by W. Barton
3:48.0,,,32-43,2,T. Lyles makes 2-pt shot from 1 ft (assist by G. Harris)
3:38.0,Turnover by J. Ingles (traveling),,32-43,,
3:38.0,,,32-43,,W. Chandler enters the game for T. Lyles
3:26.0,,,32-43,,J. Murray misses 3-pt shot from 25 ft
3:22.0,Defensive rebound by D. Mitchell,,32-43,,
3:02.0,D. Favors misses 2-pt shot from 7 ft,,32-43,,
2:59.0,,,32-43,,Defensive rebound by J. Murray
2:43.0,,,32-43,,W. Chandler misses 3-pt shot from 27 ft
2:40.0,Defensive rebound by J. Ingles,,32-43,,
2:28.0,D. Favors misses 2-pt shot from 6 ft,,32-43,,
2:24.0,,,32-43,,Defensive rebound by M. Plumlee
2:16.0,,,32-43,,G. Harris misses 2-pt shot from 2 ft
2:13.0,,,32-43,,Offensive rebound by M. Plumlee
2:13.0,,,32-43,,M. Plumlee misses 2-pt shot from 1 ft
2:11.0,Defensive rebound by J. Johnson,,32-43,,
2:08.0,R. Rubio misses 2-pt shot from 3 ft,,32-43,,
2:08.0,,,32-43,,Defensive rebound by M. Plumlee
2:05.0,,,32-43,,Denver full timeout
2:05.0,,,32-43,,N. Jokic enters the game for M. Plumlee
2:05.0,R. Hood enters the game for R. Rubio,,32-43,,
2:04.0,Violation by J. Ingles (kicked ball),,32-43,,
1:52.0,,,32-46,3,G. Harris makes 3-pt shot from 23 ft (assist by W. Barton)
1:25.0,D. Favors makes 2-pt shot from 3 ft (assist by D. Mitchell),2,34-46,,
1:10.0,,,34-46,,N. Jokic misses 3-pt shot from 25 ft
1:08.0,Defensive rebound by J. Ingles,,34-46,,
1:00.0,J. Johnson misses 3-pt shot from 26 ft,,34-46,,
0:56.0,,,34-46,,Defensive rebound by N. Jokic
0:41.0,,,34-48,2,W. Chandler makes 2-pt shot from 18 ft (assist by W. Barton)
0:19.0,D. Mitchell misses 3-pt shot from 26 ft,,34-48,,
0:17.0,,,34-48,,Defensive rebound by G. Harris
0:00.0,,,34-48,,Shooting foul by D. Favors (drawn by N. Jokic)
0:00.0,,,34-49,1,N. Jokic makes free throw 1 of 2
0:00.0,,,34-50,1,N. Jokic makes free throw 2 of 2
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:49.0,,,34-52,2,M. Plumlee makes 2-pt shot from 1 ft (assist by G. Harris)
11:23.0,D. Favors makes 2-pt shot from 1 ft (assist by R. Rubio),2,36-52,,
11:23.0,Shooting foul by N. Jokic (drawn by D. Favors),,36-52,,
11:23.0,D. Favors makes free throw 1 of 1,1,37-52,,
11:13.0,,,37-54,2,J. Murray makes 2-pt shot at rim (assist by M. Plumlee)
10:54.0,J. Jerebko misses 2-pt shot from 5 ft,,37-54,,
10:54.0,Offensive rebound by Team,,37-54,,
10:47.0,D. Favors makes 2-pt shot from 2 ft (assist by D. Mitchell),2,39-54,,
10:33.0,,,39-56,2,G. Harris makes 2-pt shot from 15 ft
10:20.0,Turnover by R. Rubio (bad pass; steal by N. Jokic),,39-56,,
10:20.0,Personal foul by D. Mitchell (drawn by N. Jokic),,39-56,,
10:06.0,Personal foul by R. Rubio (drawn by N. Jokic),,39-56,,
10:02.0,Personal foul by J. Jerebko (drawn by N. Jokic),,39-56,,
9:50.0,,,39-58,2,W. Chandler makes 2-pt shot from 18 ft
9:33.0,D. Favors misses 2-pt shot from 2 ft,,39-58,,
9:31.0,,,39-58,,Defensive rebound by N. Jokic
9:24.0,,,39-58,,Turnover by J. Murray (bad pass; steal by D. Mitchell)
9:20.0,J. Jerebko makes 2-pt shot at rim (assist by D. Mitchell),2,41-58,,
8:55.0,,,41-60,2,N. Jokic makes 2-pt shot from 4 ft
8:34.0,J. Jerebko misses 2-pt shot from 19 ft,,41-60,,
8:32.0,,,41-60,,Defensive rebound by W. Chandler
8:17.0,,,41-62,2,M. Plumlee makes 2-pt shot from 1 ft (assist by N. Jokic)
8:17.0,Utah full timeout,,41-62,,
8:17.0,R. Hood enters the game for R. Rubio,,41-62,,
8:17.0,J. Johnson enters the game for J. Jerebko,,41-62,,
8:04.0,,,41-62,,Personal foul by N. Jokic (drawn by D. Favors)
7:52.0,R. Hood makes 3-pt shot from 25 ft (assist by D. Mitchell),3,44-62,,
7:38.0,Personal foul by D. Favors (drawn by N. Jokic),,44-62,,
7:24.0,,,44-62,,J. Murray misses 3-pt shot from 26 ft
7:23.0,,,44-62,,Offensive rebound by M. Plumlee
7:23.0,Personal foul by J. Johnson (drawn by M. Plumlee),,44-62,,
7:23.0,,,44-62,,M. Plumlee misses free throw 1 of 2
7:23.0,,,44-62,,Offensive rebound by Team
7:23.0,,,44-63,1,M. Plumlee makes free throw 2 of 2
7:11.0,,,44-63,,Personal foul by G. Harris (drawn by D. Mitchell)
7:04.0,R. Hood misses 2-pt shot from 2 ft,,44-63,,
7:02.0,Offensive rebound by D. Favors,,44-63,,
7:01.0,D. Favors makes 2-pt shot from 1 ft,2,46-63,,
7:01.0,,,46-63,,Denver full timeout
7:01.0,,,46-63,,W. Barton enters the game for M. Plumlee
6:39.0,,,46-66,3,G. Harris makes 3-pt shot from 25 ft (assist by W. Barton)
6:22.0,D. Favors makes 2-pt shot from 13 ft (assist by J. Ingles),2,48-66,,
6:04.0,,,48-66,,Turnover by J. Murray (lost ball; steal by J. Ingles)
5:55.0,J. Ingles misses 3-pt shot from 22 ft,,48-66,,
5:52.0,,,48-66,,Defensive rebound by W. Chandler
5:38.0,,,48-68,2,G. Harris makes 2-pt shot from 1 ft (assist by N. Jokic)
5:21.0,J. Johnson misses 3-pt shot from 23 ft,,48-68,,
5:19.0,Offensive rebound by D. Favors,,48-68,,
5:14.0,D. Favors misses 2-pt shot from 13 ft,,48-68,,
5:11.0,Offensive rebound by J. Johnson,,48-68,,
5:08.0,R. Hood misses 2-pt shot from 1 ft,,48-68,,
5:06.0,Offensive rebound by Team,,48-68,,
5:06.0,,,48-68,,T. Craig enters the game for J. Murray
5:03.0,J. Johnson makes 2-pt shot from 7 ft (assist by D. Mitchell),2,50-68,,
4:42.0,,,50-68,,G. Harris misses 2-pt shot from 10 ft
4:39.0,Defensive rebound by R. Hood,,50-68,,
4:33.0,R. Hood misses 3-pt shot from 25 ft,,50-68,,
4:29.0,Offensive rebound by D. Favors,,50-68,,
4:24.0,J. Ingles makes 2-pt shot from 1 ft,2,52-68,,
4:24.0,,,52-68,,Denver full timeout
4:24.0,,,52-68,,M. Plumlee enters the game for N. Jokic
4:24.0,R. O'Neale enters the game for J. Ingles,,52-68,,
4:06.0,,,52-70,2,G. Harris makes 2-pt shot from 1 ft
3:53.0,R. O'Neale misses 3-pt shot from 22 ft,,52-70,,
3:49.0,Offensive rebound by D. Favors,,52-70,,
3:46.0,D. Mitchell makes 2-pt shot from 3 ft (assist by D. Favors),2,54-70,,
3:30.0,,,54-72,2,W. Chandler makes 2-pt shot from 2 ft
3:16.0,D. Mitchell misses 2-pt shot from 11 ft,,54-72,,
3:14.0,,,54-72,,Defensive rebound by T. Craig
2:58.0,,,54-72,,W. Chandler misses 3-pt shot from 24 ft
2:58.0,Defensive rebound by R. O'Neale,,54-72,,
2:48.0,Turnover by R. Hood (out of bounds lost ball),,54-72,,
2:48.0,J. Jerebko enters the game for D. Favors,,54-72,,
2:25.0,,,54-72,,Turnover by W. Chandler (lost ball; steal by J. Johnson)
2:13.0,J. Johnson misses 2-pt shot from 16 ft,,54-72,,
2:09.0,,,54-72,,Defensive rebound by W. Chandler
2:06.0,,,54-72,,Shooting foul by R. O'Neale (drawn by W. Chandler)
2:06.0,,,54-73,1,W. Chandler makes free throw 1 of 2
2:06.0,,,54-74,1,W. Chandler makes free throw 2 of 2
1:51.0,Shooting foul by W. Chandler (drawn by R. O'Neale),,54-74,,
1:51.0,R. O'Neale makes free throw 1 of 2,1,55-74,,
1:51.0,,,55-74,,T. Lyles enters the game for W. Chandler
1:51.0,R. O'Neale makes free throw 2 of 2,1,56-74,,
1:41.0,,,56-74,,T. Craig misses 3-pt shot from 25 ft
1:38.0,Defensive rebound by R. Hood,,56-74,,
1:32.0,R. Hood misses 2-pt shot from 11 ft,,56-74,,
1:29.0,Offensive rebound by R. Hood,,56-74,,
1:28.0,J. Johnson misses 3-pt shot from 25 ft,,56-74,,
1:28.0,,,56-74,,Defensive rebound by M. Plumlee
1:15.0,,,56-74,,W. Barton misses 3-pt shot from 26 ft
1:13.0,,,56-74,,Offensive rebound by T. Craig
1:13.0,,,56-74,,Shooting foul by D. Mitchell (drawn by T. Craig)
1:13.0,,,56-75,1,T. Craig makes free throw 1 of 2
1:13.0,R. Rubio enters the game for D. Mitchell,,56-75,,
1:13.0,,,56-76,1,T. Craig makes free throw 2 of 2
1:00.0,J. Jerebko misses 3-pt shot from 26 ft,,56-76,,
0:57.0,,,56-76,,Defensive rebound by T. Craig
0:37.0,,,56-76,,T. Lyles misses 3-pt shot from 25 ft
0:37.0,Defensive rebound by R. Hood,,56-76,,
0:23.0,J. Jerebko makes 3-pt shot from 22 ft (assist by R. O'Neale),3,59-76,,
0:02.0,,,59-76,,W. Barton misses 2-pt shot from 7 ft
0:00.0,Defensive rebound by R. Rubio,,59-76,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:50.0,R. Hood misses 3-pt shot from 27 ft,,59-76,,
11:50.0,,,59-76,,Defensive rebound by W. Barton
11:23.0,,,59-76,,T. Lyles misses 3-pt shot from 26 ft
11:23.0,Defensive rebound by Team,,59-76,,
11:23.0,,,59-76,,Turnover by Team (shot clock)
11:13.0,R. Hood makes 2-pt shot from 2 ft,2,61-76,,
10:53.0,,,61-79,3,W. Barton makes 3-pt shot from 25 ft (assist by N. Jokic)
10:32.0,R. Rubio makes 2-pt shot from 2 ft,2,63-79,,
10:13.0,,,63-79,,N. Jokic misses 2-pt shot at rim
10:13.0,,,63-79,,Offensive rebound by N. Jokic
10:13.0,,,63-79,,N. Jokic misses 2-pt shot at rim
10:13.0,Defensive rebound by R. O'Neale,,63-79,,
10:13.0,,,63-79,,Personal foul by N. Jokic (drawn by R. O'Neale)
9:57.0,R. Rubio misses 2-pt shot from 18 ft,,63-79,,
9:52.0,Offensive rebound by J. Ingles,,63-79,,
9:50.0,R. Hood misses 3-pt shot from 25 ft,,63-79,,
9:47.0,,,63-79,,Defensive rebound by N. Jokic
9:43.0,,,63-79,,Technical foul by N. Jokic (drawn by J. Jerebko)
9:43.0,,,63-79,,Turnover by N. Jokic (turnover)
9:43.0,J. Jerebko makes flagrant free throw 2 of 2,1,64-79,,
9:43.0,J. Jerebko makes flagrant free throw 1 of 2,1,65-79,,
9:43.0,,,65-79,,W. Chandler enters the game for N. Jokic
9:22.0,R. Hood misses 3-pt shot from 25 ft,,65-79,,
9:18.0,Offensive rebound by R. Rubio,,65-79,,
9:15.0,R. O'Neale misses 3-pt shot from 23 ft,,65-79,,
9:12.0,,,65-79,,Defensive rebound by J. Murray
8:53.0,,,65-79,,W. Chandler misses 3-pt shot from 27 ft
8:51.0,Defensive rebound by J. Jerebko,,65-79,,
8:43.0,J. Ingles misses 3-pt shot from 25 ft,,65-79,,
8:41.0,,,65-79,,Defensive rebound by W. Chandler
8:22.0,,,65-81,2,J. Murray makes 2-pt shot from 19 ft (assist by T. Craig)
7:56.0,R. O'Neale makes 3-pt shot from 25 ft (assist by R. Hood),3,68-81,,
7:41.0,,,68-83,2,J. Murray makes 2-pt shot at rim
7:41.0,,,68-83,,Shooting foul by R. Rubio (drawn by J. Murray)
7:41.0,,,68-83,,G. Harris enters the game for T. Craig
7:41.0,D. Mitchell enters the game for R. Hood,,68-83,,
7:41.0,D. Favors enters the game for J. Jerebko,,68-83,,
7:41.0,J. Johnson enters the game for R. O'Neale,,68-83,,
7:41.0,,,68-84,1,J. Murray makes free throw 1 of 1
7:18.0,R. Rubio misses 3-pt shot from 25 ft,,68-84,,
7:16.0,Offensive rebound by J. Johnson,,68-84,,
7:08.0,D. Mitchell makes 2-pt shot from 5 ft,2,70-84,,
7:08.0,,,70-84,,Violation by T. Lyles (def goaltending)
6:53.0,,,70-86,2,T. Lyles makes 2-pt shot from 2 ft (assist by J. Murray)
6:43.0,D. Mitchell misses 3-pt shot from 25 ft,,70-86,,
6:43.0,,,70-86,,Defensive rebound by J. Murray
6:40.0,,,70-86,,Shooting foul by J. Johnson (drawn by W. Chandler)
6:40.0,,,70-86,,Denver full timeout
6:40.0,,,70-87,1,W. Chandler makes free throw 1 of 2
6:40.0,,,70-88,1,W. Chandler makes free throw 2 of 2
6:24.0,D. Mitchell makes 2-pt shot from 2 ft (assist by R. Rubio),2,72-88,,
6:10.0,,,72-88,,G. Harris misses 2-pt shot from 22 ft
6:07.0,Defensive rebound by J. Ingles,,72-88,,
5:58.0,Turnover by D. Mitchell (bad pass),,72-88,,
5:38.0,,,72-90,2,T. Lyles makes 2-pt shot from 2 ft (assist by W. Barton)
5:13.0,D. Favors misses 2-pt shot from 5 ft,,72-90,,
5:09.0,,,72-90,,Defensive rebound by W. Barton
4:58.0,,,72-90,,W. Barton misses 2-pt shot from 2 ft
4:56.0,Defensive rebound by J. Johnson,,72-90,,
4:52.0,Shooting foul by W. Chandler (drawn by D. Favors),,72-90,,
4:52.0,D. Favors makes free throw 1 of 2,1,73-90,,
4:52.0,R. Hood enters the game for J. Ingles,,73-90,,
4:52.0,D. Favors makes free throw 2 of 2,1,74-90,,
4:34.0,,,74-90,,W. Barton misses 2-pt shot from 2 ft
4:31.0,Defensive rebound by R. Rubio,,74-90,,
4:28.0,Turnover by R. Rubio (bad pass; steal by T. Lyles),,74-90,,
4:24.0,,,74-90,,W. Barton misses 2-pt shot from 2 ft
4:22.0,,,74-90,,Offensive rebound by J. Murray
4:22.0,,,74-92,2,J. Murray makes 2-pt shot from 1 ft
4:22.0,Utah full timeout,,74-92,,
3:56.0,R. Hood misses 2-pt shot from 14 ft,,74-92,,
3:52.0,Offensive rebound by R. Hood,,74-92,,
3:45.0,Shooting foul by W. Chandler (drawn by D. Mitchell),,74-92,,
3:45.0,D. Mitchell makes free throw 1 of 2,1,75-92,,
3:45.0,D. Mitchell makes free throw 2 of 2,1,76-92,,
3:34.0,,,76-94,2,T. Lyles makes 2-pt shot from 3 ft (assist by G. Harris)
3:34.0,,,76-94,,Shooting foul by D. Mitchell (drawn by T. Lyles)
3:34.0,Utah full timeout,,76-94,,
3:34.0,J. Jerebko enters the game for R. Rubio,,76-94,,
3:34.0,A. Burks enters the game for J. Johnson,,76-94,,
3:34.0,R. O'Neale enters the game for D. Favors,,76-94,,
3:34.0,N. Mitrou-Long enters the game for D. Mitchell,,76-94,,
3:34.0,E. Udoh enters the game for R. Hood,,76-94,,
3:34.0,,,76-95,1,T. Lyles makes free throw 1 of 1
3:20.0,N. Mitrou-Long makes 3-pt shot from 25 ft (assist by A. Burks),3,79-95,,
3:05.0,,,79-95,,Turnover by J. Murray (bad pass; steal by R. O'Neale)
3:03.0,Shooting foul by W. Barton (drawn by R. O'Neale),,79-95,,
3:03.0,R. Rubio enters the game for N. Mitrou-Long,,79-95,,
3:03.0,R. O'Neale makes free throw 1 of 2,1,80-95,,
3:03.0,R. O'Neale makes free throw 2 of 2,1,81-95,,
2:41.0,,,81-95,,W. Barton misses 3-pt shot from 26 ft
2:38.0,,,81-95,,Offensive rebound by W. Chandler
