time,Dallas,pts.away,score,pts.home,Memphis
11:29.0,,,14-27,,Turnover by T. Evans (lost ball; steal by D. Harris)
11:23.0,,,14-27,,Personal foul by B. McLemore (drawn by J. Barea)
11:10.0,D. Nowitzki misses 2-pt shot from 11 ft,,14-27,,
11:08.0,,,14-27,,Defensive rebound by T. Evans
11:01.0,,,14-27,,T. Evans misses 3-pt shot from 26 ft
10:59.0,Defensive rebound by D. Powell,,14-27,,
10:45.0,J. Barea makes 3-pt shot from 26 ft (assist by A. Cleveland),3,17-27,,
10:27.0,,,17-29,2,B. McLemore makes 2-pt shot from 3 ft (assist by M. Gasol)
10:12.0,D. Powell makes 2-pt shot at rim (assist by J. Barea),2,19-29,,
9:56.0,Violation by D. Powell (kicked ball),,19-29,,
9:56.0,,,19-29,,D. Brooks enters the game for B. McLemore
9:48.0,,,19-29,,J. Green misses 2-pt shot from 13 ft
9:45.0,,,19-29,,Offensive rebound by D. Brooks
9:44.0,,,19-29,,D. Brooks misses 2-pt shot from 1 ft
9:44.0,Defensive rebound by D. Powell,,19-29,,
9:33.0,J. Barea misses 3-pt shot from 27 ft,,19-29,,
9:31.0,,,19-29,,Defensive rebound by T. Evans
9:12.0,,,19-29,,Turnover by M. Gasol (bad pass; steal by D. Harris)
9:08.0,D. Harris makes 2-pt shot from 1 ft,2,21-29,,
9:02.0,,,21-29,,Memphis full timeout
8:47.0,,,21-29,,Turnover by T. Evans (bad pass; steal by D. Nowitzki)
8:36.0,D. Harris makes 2-pt shot at rim (assist by J. Barea),2,23-29,,
8:19.0,,,23-29,,J. Green misses 3-pt shot from 23 ft
8:15.0,Defensive rebound by D. Harris,,23-29,,
8:01.0,D. Nowitzki misses 3-pt shot from 25 ft,,23-29,,
7:57.0,,,23-29,,Defensive rebound by T. Evans
7:54.0,,,23-29,,Offensive foul by M. Gasol (drawn by D. Harris)
7:54.0,,,23-29,,Turnover by M. Gasol (offensive foul)
7:54.0,,,23-29,,M. Chalmers enters the game for T. Evans
7:54.0,H. Barnes enters the game for D. Nowitzki,,23-29,,
7:44.0,H. Barnes makes 2-pt shot from 17 ft (assist by J. Barea),2,25-29,,
7:28.0,,,25-31,2,M. Gasol makes 2-pt shot at rim (assist by M. Chalmers)
7:15.0,,,25-31,,Personal foul by D. Brooks (drawn by D. Powell)
7:15.0,N. Noel enters the game for D. Powell,,25-31,,
7:12.0,,,25-31,,Personal foul by J. Green (drawn by H. Barnes)
7:06.0,N. Noel makes 2-pt shot at rim (assist by J. Barea),2,27-31,,
6:51.0,,,27-31,,Shooting foul by J. Barea (drawn by M. Chalmers)
6:51.0,,,27-32,1,M. Chalmers makes free throw 1 of 2
6:51.0,,,27-32,,D. Davis enters the game for M. Gasol
6:51.0,D. Smith enters the game for J. Barea,,27-32,,
6:51.0,W. Matthews enters the game for D. Harris,,27-32,,
6:51.0,Y. Ferrell enters the game for A. Cleveland,,27-32,,
6:51.0,,,27-33,1,M. Chalmers makes free throw 2 of 2
6:30.0,D. Smith misses 2-pt shot at rim (block by D. Davis),,27-33,,
6:26.0,,,27-33,,Defensive rebound by M. Chalmers
6:25.0,Violation by D. Smith (kicked ball),,27-33,,
6:14.0,,,27-35,2,D. Davis makes 2-pt shot from 2 ft (assist by J. Ennis)
5:50.0,Turnover by Y. Ferrell (bad pass; steal by M. Chalmers),,27-35,,
5:44.0,,,27-35,,Offensive charge foul by D. Brooks (drawn by D. Smith)
5:44.0,,,27-35,,Turnover by D. Brooks (offensive foul)
5:23.0,Y. Ferrell misses 2-pt shot from 21 ft,,27-35,,
5:22.0,,,27-35,,Defensive rebound by J. Ennis
5:21.0,Personal foul by N. Noel (drawn by J. Ennis),,27-35,,
5:21.0,,,27-35,,C. Parsons enters the game for D. Brooks
5:08.0,,,27-35,,M. Chalmers misses 3-pt shot from 22 ft
5:03.0,Defensive rebound by D. Smith,,27-35,,
4:59.0,Turnover by D. Smith (lost ball; steal by J. Green),,27-35,,
4:56.0,,,27-35,,Shooting foul by Y. Ferrell (drawn by J. Green)
4:56.0,,,27-36,1,J. Green makes free throw 1 of 2
4:56.0,,,27-37,1,J. Green makes free throw 2 of 2
4:49.0,,,27-37,,Personal foul by J. Green (drawn by H. Barnes)
4:49.0,H. Barnes misses free throw 1 of 2,,27-37,,
4:49.0,Offensive rebound by Team,,27-37,,
4:49.0,,,27-37,,J. Martin enters the game for J. Green
4:49.0,,,27-37,,T. Evans enters the game for J. Ennis
4:49.0,H. Barnes makes free throw 2 of 2,1,28-37,,
4:24.0,,,28-40,3,C. Parsons makes 3-pt shot from 24 ft (assist by M. Chalmers)
4:21.0,Dallas full timeout,,28-40,,
3:58.0,D. Smith misses 2-pt shot at rim (block by J. Martin),,28-40,,
3:54.0,,,28-40,,Defensive rebound by D. Davis
3:48.0,,,28-40,,Turnover by M. Chalmers (bad pass)
3:33.0,H. Barnes misses 2-pt shot from 6 ft,,28-40,,
3:29.0,,,28-40,,Defensive rebound by M. Chalmers
3:24.0,,,28-42,2,T. Evans makes 2-pt shot at rim (assist by M. Chalmers)
3:23.0,Dallas full timeout,,28-42,,
3:23.0,D. Harris enters the game for D. Smith,,28-42,,
3:23.0,J. Barea enters the game for N. Noel,,28-42,,
3:23.0,S. Mejri enters the game for Y. Ferrell,,28-42,,
3:07.0,D. Harris misses 3-pt shot from 25 ft,,28-42,,
3:02.0,Offensive rebound by H. Barnes,,28-42,,
3:02.0,H. Barnes makes 2-pt shot at rim,2,30-42,,
2:49.0,,,30-42,,Shooting foul by S. Mejri (drawn by D. Davis)
2:49.0,,,30-43,1,D. Davis makes free throw 1 of 2
2:49.0,,,30-44,1,D. Davis makes free throw 2 of 2
2:41.0,W. Matthews misses 3-pt shot from 26 ft,,30-44,,
2:39.0,,,30-44,,Defensive rebound by Team
2:39.0,Loose ball foul by S. Mejri (drawn by J. Martin),,30-44,,
2:39.0,,,30-45,1,J. Martin makes free throw 1 of 2
2:39.0,D. Nowitzki enters the game for S. Mejri,,30-45,,
2:39.0,,,30-46,1,J. Martin makes free throw 2 of 2
2:25.0,D. Nowitzki makes 2-pt shot from 6 ft,2,32-46,,
2:08.0,,,32-48,2,T. Evans makes 2-pt shot from 19 ft
1:57.0,J. Barea misses 2-pt shot at rim,,32-48,,
1:55.0,,,32-48,,Defensive rebound by M. Chalmers
1:48.0,,,32-50,2,M. Chalmers makes 2-pt shot from 10 ft
1:39.0,D. Harris makes 2-pt shot at rim (assist by J. Barea),2,34-50,,
1:27.0,,,34-50,,Turnover by T. Evans (bad pass; steal by D. Nowitzki)
1:07.0,D. Nowitzki misses 3-pt shot from 25 ft,,34-50,,
1:04.0,,,34-50,,Defensive rebound by D. Davis
1:01.0,,,34-50,,C. Parsons misses 3-pt shot from 26 ft
0:58.0,Defensive rebound by H. Barnes,,34-50,,
0:51.0,H. Barnes makes 2-pt shot at rim (assist by J. Barea),2,36-50,,
0:51.0,Shooting foul by J. Martin (drawn by H. Barnes),,36-50,,
0:51.0,H. Barnes misses free throw 1 of 1,,36-50,,
0:48.0,,,36-50,,Defensive rebound by T. Evans
0:35.0,,,36-53,3,T. Evans makes 3-pt shot from 25 ft
0:32.0,D. Nowitzki makes 3-pt shot from 26 ft (assist by J. Barea),3,39-53,,
0:22.0,,,39-53,,Memphis full timeout
0:22.0,,,39-53,,M. Gasol enters the game for D. Davis
0:10.0,,,39-56,3,T. Evans makes 3-pt shot from 26 ft
0:04.0,D. Nowitzki misses 3-pt shot from 26 ft,,39-56,,
0:00.0,,,39-56,,Defensive rebound by T. Evans
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:45.0,,,39-56,,Personal foul by D. Brooks (drawn by D. Nowitzki)
11:30.0,M. Kleber misses 2-pt shot from 21 ft,,39-56,,
11:27.0,,,39-56,,Defensive rebound by J. Green
11:13.0,,,39-56,,M. Gasol misses 2-pt shot from 15 ft
11:10.0,Defensive rebound by D. Nowitzki,,39-56,,
11:00.0,D. Smith makes 2-pt shot from 1 ft,2,41-56,,
10:46.0,,,41-56,,M. Chalmers misses 2-pt shot from 7 ft
10:42.0,Defensive rebound by M. Kleber,,41-56,,
10:34.0,M. Kleber makes 2-pt shot from 13 ft (assist by D. Nowitzki),2,43-56,,
10:34.0,,,43-56,,Memphis full timeout
10:19.0,,,43-58,2,J. Green makes 2-pt shot at rim (assist by C. Parsons)
9:59.0,H. Barnes makes 2-pt shot at rim (assist by W. Matthews),2,45-58,,
9:40.0,,,45-58,,M. Gasol misses 3-pt shot from 24 ft
9:38.0,Defensive rebound by H. Barnes,,45-58,,
9:27.0,D. Nowitzki misses 2-pt shot from 14 ft,,45-58,,
9:24.0,,,45-58,,Defensive rebound by M. Gasol
9:14.0,,,45-58,,J. Green misses 3-pt shot from 23 ft
9:11.0,Defensive rebound by M. Kleber,,45-58,,
9:03.0,M. Kleber makes 2-pt shot at rim (assist by D. Smith),2,47-58,,
8:37.0,,,47-58,,M. Gasol misses 2-pt shot from 11 ft
8:34.0,Defensive rebound by D. Nowitzki,,47-58,,
8:26.0,D. Smith misses 3-pt shot from 25 ft,,47-58,,
8:24.0,,,47-58,,Defensive rebound by M. Chalmers
8:17.0,,,47-58,,J. Green misses 3-pt shot from 25 ft
8:14.0,Defensive rebound by D. Smith,,47-58,,
8:02.0,D. Smith makes 3-pt shot from 26 ft (assist by W. Matthews),3,50-58,,
7:38.0,,,50-58,,D. Brooks misses 3-pt shot from 26 ft
7:37.0,Defensive rebound by Team,,50-58,,
7:24.0,H. Barnes makes 2-pt shot at rim,2,52-58,,
7:11.0,,,52-58,,T. Evans enters the game for C. Parsons
7:04.0,,,52-60,2,M. Chalmers makes 2-pt shot from 1 ft
6:54.0,D. Smith makes 3-pt shot from 25 ft,3,55-60,,
6:43.0,Personal foul by W. Matthews (drawn by T. Evans),,55-60,,
6:31.0,,,55-62,2,T. Evans makes 2-pt shot from 1 ft (assist by M. Gasol)
6:17.0,D. Smith makes 3-pt shot from 25 ft,3,58-62,,
5:59.0,,,58-65,3,D. Brooks makes 3-pt shot from 25 ft (assist by T. Evans)
5:46.0,D. Smith misses 2-pt shot from 8 ft,,58-65,,
5:43.0,,,58-65,,Defensive rebound by M. Gasol
5:37.0,,,58-65,,M. Chalmers misses 3-pt shot from 26 ft
5:34.0,Defensive rebound by H. Barnes,,58-65,,
5:25.0,D. Nowitzki makes 3-pt shot from 24 ft (assist by W. Matthews),3,61-65,,
4:57.0,,,61-67,2,T. Evans makes 2-pt shot from 1 ft
4:56.0,Dallas full timeout,,61-67,,
4:56.0,,,61-67,,D. Davis enters the game for J. Green
4:56.0,,,61-67,,J. Martin enters the game for M. Gasol
4:56.0,D. Harris enters the game for D. Smith,,61-67,,
4:56.0,J. Barea enters the game for D. Nowitzki,,61-67,,
4:56.0,D. Powell enters the game for M. Kleber,,61-67,,
4:49.0,Turnover by H. Barnes (bad pass; steal by M. Chalmers),,61-67,,
4:47.0,,,61-67,,Turnover by M. Chalmers (bad pass; steal by D. Harris)
4:44.0,D. Harris makes 2-pt shot from 1 ft,2,63-67,,
4:30.0,,,63-67,,J. Martin misses 3-pt shot from 26 ft
4:28.0,Defensive rebound by D. Powell,,63-67,,
4:17.0,D. Powell misses 2-pt shot at rim,,63-67,,
4:14.0,,,63-67,,Defensive rebound by D. Davis
4:09.0,,,63-67,,M. Chalmers misses 3-pt shot from 25 ft
4:04.0,Defensive rebound by D. Harris,,63-67,,
3:57.0,W. Matthews misses 3-pt shot from 24 ft,,63-67,,
3:53.0,,,63-67,,Defensive rebound by D. Davis
3:43.0,,,63-70,3,D. Brooks makes 3-pt shot from 23 ft (assist by T. Evans)
3:30.0,,,63-70,,Personal foul by M. Chalmers (drawn by J. Barea)
3:30.0,,,63-70,,B. McLemore enters the game for M. Chalmers
3:30.0,,,63-70,,J. Ennis enters the game for D. Brooks
3:22.0,D. Powell makes 2-pt shot from 1 ft (assist by J. Barea),2,65-70,,
3:22.0,Shooting foul by D. Davis (drawn by D. Powell),,65-70,,
3:22.0,D. Powell misses free throw 1 of 1,,65-70,,
3:20.0,,,65-70,,Defensive rebound by T. Evans
3:07.0,,,65-70,,T. Evans misses 2-pt shot at rim
3:01.0,Defensive rebound by H. Barnes,,65-70,,
2:53.0,W. Matthews misses 3-pt shot from 23 ft,,65-70,,
2:49.0,Offensive rebound by H. Barnes,,65-70,,
2:48.0,H. Barnes misses 2-pt shot from 1 ft (block by D. Davis),,65-70,,
2:48.0,Offensive rebound by Team,,65-70,,
2:44.0,H. Barnes misses 2-pt shot at rim,,65-70,,
2:40.0,Offensive rebound by D. Powell,,65-70,,
2:36.0,J. Barea makes 2-pt shot from 19 ft,2,67-70,,
2:19.0,,,67-70,,T. Evans misses 3-pt shot from 26 ft
2:14.0,Defensive rebound by H. Barnes,,67-70,,
2:10.0,,,67-70,,Personal foul by B. McLemore (drawn by D. Harris)
2:06.0,J. Barea makes 2-pt shot from 10 ft,2,69-70,,
1:45.0,,,69-70,,Turnover by J. Ennis (bad pass; steal by D. Harris)
1:45.0,,,69-70,,Personal foul by B. McLemore (drawn by D. Harris)
1:45.0,D. Harris misses free throw 1 of 2,,69-70,,
1:45.0,Offensive rebound by Team,,69-70,,
1:45.0,,,69-70,,M. Gasol enters the game for D. Davis
1:45.0,D. Harris makes free throw 2 of 2,1,70-70,,
1:34.0,,,70-70,,J. Ennis misses 3-pt shot from 26 ft
1:30.0,Defensive rebound by W. Matthews,,70-70,,
1:19.0,Turnover by W. Matthews (bad pass; steal by J. Ennis),,70-70,,
1:18.0,,,70-70,,Offensive charge foul by J. Ennis (drawn by H. Barnes)
1:18.0,,,70-70,,Turnover by J. Ennis (bad pass)
1:00.0,J. Barea misses 3-pt shot from 25 ft,,70-70,,
0:59.0,,,70-70,,Defensive rebound by J. Martin
0:53.0,,,70-70,,M. Gasol misses 2-pt shot from 3 ft (block by D. Powell)
0:49.0,Defensive rebound by D. Powell,,70-70,,
0:47.0,D. Harris makes 2-pt shot at rim,2,72-70,,
0:38.0,Personal foul by D. Powell (drawn by M. Gasol),,72-70,,
0:33.0,,,72-70,,Shooting foul by D. Harris (drawn by T. Evans)
0:33.0,,,72-71,1,T. Evans makes free throw 1 of 2
0:33.0,,,72-72,1,T. Evans makes free throw 2 of 2
0:14.0,H. Barnes makes 2-pt shot at rim,2,74-72,,
0:00.0,,,74-72,,T. Evans misses 2-pt shot from 20 ft
0:00.0,,,74-72,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:37.0,,,74-72,,Turnover by T. Evans (bad pass; steal by D. Powell)
11:17.0,D. Harris misses 2-pt shot from 19 ft,,74-72,,
11:14.0,,,74-72,,Defensive rebound by M. Gasol
10:57.0,,,74-72,,J. Ennis misses 2-pt shot from 7 ft
10:55.0,,,74-72,,Offensive rebound by B. McLemore
10:54.0,,,74-72,,B. McLemore misses 2-pt shot at rim (block by D. Nowitzki)
10:49.0,Defensive rebound by D. Nowitzki,,74-72,,
10:41.0,D. Powell makes 2-pt shot from 1 ft (assist by J. Barea),2,76-72,,
10:41.0,,,76-72,,Memphis full timeout
10:41.0,,,76-72,,D. Brooks enters the game for J. Martin
10:41.0,,,76-72,,M. Chalmers enters the game for J. Ennis
10:41.0,D. Smith enters the game for D. Harris,,76-72,,
10:24.0,Personal foul by D. Powell (drawn by M. Gasol),,76-72,,
10:12.0,,,76-72,,M. Gasol misses 2-pt shot from 8 ft
10:09.0,Defensive rebound by D. Nowitzki,,76-72,,
9:54.0,Turnover by J. Barea (bad pass; steal by T. Evans),,76-72,,
9:50.0,,,76-72,,Offensive charge foul by T. Evans (drawn by J. Barea)
9:50.0,,,76-72,,Turnover by T. Evans (offensive foul)
9:38.0,D. Smith misses 2-pt shot from 7 ft,,76-72,,
9:35.0,Offensive rebound by D. Nowitzki,,76-72,,
9:34.0,J. Barea makes 3-pt shot from 25 ft (assist by Y. Ferrell),3,79-72,,
9:22.0,Personal foul by J. Barea (drawn by B. McLemore),,79-72,,
9:16.0,,,79-72,,Turnover by T. Evans (traveling)
8:59.0,D. Smith misses 3-pt shot from 26 ft (block by T. Evans),,79-72,,
8:56.0,,,79-72,,Defensive rebound by M. Chalmers
8:54.0,,,79-74,2,B. McLemore makes 2-pt shot at rim (assist by M. Chalmers)
8:36.0,J. Barea misses 2-pt shot from 11 ft,,79-74,,
8:33.0,,,79-74,,Defensive rebound by M. Chalmers
8:31.0,,,79-76,2,T. Evans makes 2-pt shot from 1 ft (assist by M. Chalmers)
8:31.0,,,79-76,,Shooting foul by D. Smith (drawn by T. Evans)
8:31.0,,,79-76,,T. Evans misses free throw 1 of 1
8:29.0,Defensive rebound by D. Powell,,79-76,,
8:15.0,Turnover by Y. Ferrell (bad pass; steal by T. Evans),,79-76,,
8:12.0,,,79-76,,J. Green enters the game for T. Evans
8:12.0,,,79-76,,C. Parsons enters the game for B. McLemore
8:12.0,W. Matthews enters the game for J. Barea,,79-76,,
8:02.0,,,79-78,2,C. Parsons makes 2-pt shot from 18 ft
7:44.0,D. Smith makes 2-pt shot from 11 ft,2,81-78,,
7:27.0,,,81-78,,M. Gasol misses 3-pt shot from 25 ft
7:26.0,Defensive rebound by Team,,81-78,,
7:06.0,D. Nowitzki misses 2-pt shot from 9 ft,,81-78,,
7:04.0,,,81-78,,Defensive rebound by Team
6:51.0,,,81-78,,Turnover by M. Gasol (out of bounds lost ball)
6:51.0,S. Mejri enters the game for D. Powell,,81-78,,
6:51.0,H. Barnes enters the game for D. Nowitzki,,81-78,,
6:31.0,H. Barnes misses 3-pt shot from 25 ft,,81-78,,
6:29.0,,,81-78,,Defensive rebound by M. Chalmers
6:18.0,,,81-78,,Turnover by M. Chalmers (bad pass; steal by S. Mejri)
6:15.0,Shooting foul by C. Parsons (drawn by H. Barnes),,81-78,,
6:15.0,H. Barnes makes free throw 1 of 2,1,82-78,,
6:15.0,H. Barnes makes free throw 2 of 2,1,83-78,,
6:05.0,,,83-80,2,M. Gasol makes 2-pt shot at rim (assist by M. Chalmers)
6:05.0,,,83-80,,Shooting foul by H. Barnes (drawn by M. Gasol)
6:05.0,,,83-81,1,M. Gasol makes free throw 1 of 1
5:50.0,D. Smith misses 3-pt shot from 25 ft,,83-81,,
5:47.0,,,83-81,,Defensive rebound by M. Gasol
5:43.0,,,83-81,,Offensive charge foul by M. Chalmers (drawn by Y. Ferrell)
5:43.0,,,83-81,,Turnover by M. Chalmers (offensive foul)
5:26.0,Y. Ferrell misses 2-pt shot from 22 ft,,83-81,,
5:23.0,,,83-81,,Defensive rebound by D. Brooks
5:18.0,,,83-81,,C. Parsons misses 3-pt shot from 25 ft
5:14.0,Defensive rebound by S. Mejri,,83-81,,
5:09.0,,,83-81,,Personal foul by D. Brooks (drawn by S. Mejri)
4:56.0,Y. Ferrell makes 2-pt shot from 1 ft,2,85-81,,
4:35.0,,,85-81,,Turnover by M. Gasol (lost ball; steal by D. Smith)
4:22.0,D. Smith misses 2-pt shot from 2 ft (block by D. Brooks),,85-81,,
4:22.0,Offensive rebound by Team,,85-81,,
4:22.0,,,85-81,,Loose ball foul by C. Parsons (drawn by S. Mejri)
4:06.0,H. Barnes misses 2-pt shot from 19 ft,,85-81,,
4:00.0,,,85-81,,Defensive rebound by J. Green
3:53.0,,,85-81,,M. Chalmers misses 2-pt shot from 1 ft
3:53.0,Defensive rebound by S. Mejri,,85-81,,
3:53.0,Dallas full timeout,,85-81,,
3:53.0,,,85-81,,T. Evans enters the game for M. Chalmers
3:41.0,W. Matthews misses 3-pt shot from 25 ft,,85-81,,
3:38.0,,,85-81,,Defensive rebound by J. Green
3:22.0,,,85-83,2,C. Parsons makes 2-pt shot from 1 ft
3:03.0,H. Barnes makes 2-pt shot from 13 ft,2,87-83,,
2:40.0,,,87-85,2,M. Gasol makes 2-pt shot from 6 ft (assist by J. Green)
2:23.0,,,87-85,,Personal foul by D. Brooks (drawn by H. Barnes)
2:17.0,D. Smith misses 2-pt shot from 14 ft,,87-85,,
2:15.0,,,87-85,,Defensive rebound by C. Parsons
2:10.0,,,87-85,,M. Gasol misses 3-pt shot from 26 ft
