time,New Orleans,pts.away,score,pts.home,Portland
6:49.0,,,11-8,,Defensive rebound by C. McCollum
6:42.0,,,11-8,,C. McCollum misses 2-pt shot from 1 ft
6:38.0,,,11-8,,Offensive rebound by A. Aminu
6:38.0,,,11-8,,A. Aminu misses 2-pt shot at rim
6:37.0,Defensive rebound by R. Rondo,,11-8,,
6:29.0,Turnover by R. Rondo (bad pass; steal by C. McCollum),,11-8,,
6:26.0,,,11-10,2,C. McCollum makes 2-pt shot at rim
6:12.0,J. Holiday misses 2-pt shot from 6 ft,,11-10,,
6:10.0,Offensive rebound by A. Davis,,11-10,,
6:09.0,A. Davis misses 2-pt shot from 2 ft (block by J. Nurkic),,11-10,,
6:07.0,Offensive rebound by A. Davis,,11-10,,
6:06.0,J. Holiday makes 2-pt shot at rim (assist by A. Davis),2,13-10,,
5:53.0,,,13-10,,J. Nurkic misses 2-pt shot from 1 ft (block by N. Mirotic)
5:51.0,Defensive rebound by E. Moore,,13-10,,
5:47.0,E. Moore misses 3-pt shot from 22 ft,,13-10,,
5:43.0,Offensive rebound by J. Holiday,,13-10,,
5:41.0,R. Rondo makes 2-pt shot from 1 ft (assist by J. Holiday),2,15-10,,
5:17.0,,,15-10,,Turnover by D. Lillard (lost ball; steal by J. Holiday)
5:11.0,N. Mirotic misses 3-pt shot from 24 ft,,15-10,,
5:09.0,,,15-10,,Defensive rebound by A. Aminu
5:03.0,,,15-10,,D. Lillard misses 2-pt shot from 13 ft
5:03.0,Defensive rebound by A. Davis,,15-10,,
4:53.0,Shooting foul by E. Turner (drawn by A. Davis),,15-10,,
4:53.0,A. Davis makes free throw 1 of 2,1,16-10,,
4:53.0,,,16-10,,E. Davis enters the game for E. Turner
4:53.0,,,16-10,,M. Harkless enters the game for J. Nurkic
4:53.0,I. Clark enters the game for E. Moore,,16-10,,
4:53.0,S. Hill enters the game for R. Rondo,,16-10,,
4:53.0,A. Davis makes free throw 2 of 2,1,17-10,,
4:40.0,Personal foul by N. Mirotic (drawn by C. McCollum),,17-10,,
4:30.0,,,17-13,3,A. Aminu makes 3-pt shot from 24 ft (assist by C. McCollum)
4:17.0,Turnover by A. Davis (out of bounds lost ball),,17-13,,
4:17.0,C. Diallo enters the game for A. Davis,,17-13,,
4:01.0,,,17-13,,C. McCollum misses 3-pt shot from 25 ft
3:59.0,Defensive rebound by Team,,17-13,,
3:42.0,J. Holiday misses 3-pt shot from 24 ft,,17-13,,
3:38.0,Offensive rebound by C. Diallo,,17-13,,
3:18.0,S. Hill makes 2-pt shot from 8 ft,2,19-13,,
3:01.0,,,19-15,2,M. Harkless makes 2-pt shot from 2 ft (assist by A. Aminu)
2:42.0,N. Mirotic misses 2-pt shot from 18 ft,,19-15,,
2:39.0,,,19-15,,Defensive rebound by E. Davis
2:32.0,,,19-15,,D. Lillard misses 3-pt shot from 24 ft
2:28.0,Defensive rebound by S. Hill,,19-15,,
2:22.0,N. Mirotic misses 3-pt shot from 27 ft,,19-15,,
2:20.0,,,19-15,,Defensive rebound by A. Aminu
2:08.0,,,19-17,2,C. McCollum makes 2-pt shot from 15 ft
1:53.0,J. Holiday makes 2-pt shot from 2 ft,2,21-17,,
1:40.0,,,21-19,2,C. McCollum makes 2-pt shot from 2 ft
1:19.0,I. Clark misses 2-pt shot from 4 ft,,21-19,,
1:18.0,,,21-19,,Defensive rebound by E. Davis
1:09.0,,,21-21,2,C. McCollum makes 2-pt shot at rim (assist by D. Lillard)
0:55.0,S. Hill misses 2-pt shot from 16 ft (block by M. Harkless),,21-21,,
0:52.0,,,21-21,,Defensive rebound by C. McCollum
0:51.0,,,21-23,2,M. Harkless makes 2-pt shot from 1 ft (assist by C. McCollum)
0:34.0,J. Holiday makes 2-pt shot from 1 ft,2,23-23,,
0:29.0,,,23-23,,E. Davis misses 2-pt shot from 12 ft
0:27.0,Defensive rebound by N. Mirotic,,23-23,,
0:08.0,J. Holiday makes 2-pt shot at rim,2,25-23,,
0:00.0,,,25-23,,C. McCollum misses 3-pt shot from 25 ft
0:00.0,,,25-23,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:45.0,I. Clark misses 2-pt shot from 15 ft (block by P. Connaughton),,25-23,,
11:42.0,,,25-23,,Defensive rebound by M. Harkless
11:32.0,,,25-25,2,D. Lillard makes 2-pt shot from 15 ft
11:15.0,D. Miller makes 3-pt shot from 24 ft (assist by S. Hill),3,28-25,,
10:52.0,,,28-27,2,M. Harkless makes 2-pt shot from 16 ft
10:49.0,,,28-27,,Personal foul by E. Davis (drawn by R. Rondo)
10:39.0,R. Rondo misses 2-pt shot from 2 ft,,28-27,,
10:36.0,,,28-27,,Defensive rebound by E. Davis
10:29.0,,,28-29,2,E. Davis makes 2-pt shot at rim (assist by P. Connaughton)
10:14.0,I. Clark misses 2-pt shot from 15 ft,,28-29,,
10:12.0,,,28-29,,Defensive rebound by Z. Collins
10:03.0,Violation by A. Davis (kicked ball),,28-29,,
9:56.0,,,28-31,2,Z. Collins makes 2-pt shot from 2 ft
9:32.0,R. Rondo misses 2-pt shot from 1 ft,,28-31,,
9:31.0,,,28-31,,Defensive rebound by E. Davis
9:22.0,,,28-33,2,E. Davis makes 2-pt shot at rim (assist by D. Lillard)
9:16.0,New Orleans full timeout,,28-33,,
9:07.0,,,28-33,,Personal foul by M. Harkless (drawn by A. Davis)
9:02.0,D. Miller makes 2-pt shot from 20 ft (assist by R. Rondo),2,30-33,,
8:43.0,,,30-35,2,Z. Collins makes 2-pt shot from 4 ft
8:22.0,A. Davis misses 2-pt shot from 19 ft,,30-35,,
8:21.0,,,30-35,,Defensive rebound by Z. Collins
8:20.0,,,30-35,,Turnover by Z. Collins (bad pass)
8:20.0,,,30-35,,C. McCollum enters the game for D. Lillard
8:20.0,,,30-35,,E. Turner enters the game for M. Harkless
8:20.0,J. Holiday enters the game for I. Clark,,30-35,,
8:20.0,N. Mirotic enters the game for S. Hill,,30-35,,
8:13.0,A. Davis misses 2-pt shot from 4 ft,,30-35,,
8:11.0,,,30-35,,Defensive rebound by E. Davis
8:03.0,,,30-35,,E. Turner misses 2-pt shot from 2 ft (block by A. Davis)
8:01.0,Defensive rebound by R. Rondo,,30-35,,
7:58.0,N. Mirotic makes 2-pt shot from 1 ft (assist by R. Rondo),2,32-35,,
7:42.0,Violation by A. Davis (kicked ball),,32-35,,
7:34.0,,,32-35,,P. Connaughton misses 3-pt shot from 26 ft
7:31.0,Defensive rebound by N. Mirotic,,32-35,,
7:11.0,A. Davis misses 2-pt shot from 2 ft,,32-35,,
7:10.0,,,32-35,,Defensive rebound by Z. Collins
6:57.0,,,32-37,2,P. Connaughton makes 2-pt shot at rim (assist by E. Turner)
6:43.0,N. Mirotic makes 3-pt shot from 22 ft (assist by J. Holiday),3,35-37,,
6:22.0,,,35-37,,Turnover by C. McCollum (lost ball; steal by A. Davis)
6:19.0,A. Davis makes 2-pt shot at rim (assist by R. Rondo),2,37-37,,
6:19.0,Shooting foul by P. Connaughton (drawn by A. Davis),,37-37,,
6:19.0,E. Moore enters the game for R. Rondo,,37-37,,
6:19.0,A. Davis makes free throw 1 of 1,1,38-37,,
6:06.0,,,38-40,3,Z. Collins makes 3-pt shot from 24 ft (assist by C. McCollum)
5:44.0,D. Miller misses 2-pt shot from 12 ft,,38-40,,
5:42.0,,,38-40,,Defensive rebound by E. Davis
5:34.0,Personal foul by J. Holiday (drawn by E. Turner),,38-40,,
5:34.0,,,38-40,,A. Aminu enters the game for E. Davis
5:34.0,S. Hill enters the game for A. Davis,,38-40,,
5:24.0,,,38-40,,Z. Collins misses 3-pt shot from 23 ft
5:22.0,Defensive rebound by N. Mirotic,,38-40,,
5:14.0,E. Moore makes 2-pt shot from 5 ft (assist by J. Holiday),2,40-40,,
4:54.0,,,40-40,,E. Turner misses 2-pt shot from 18 ft
4:50.0,,,40-40,,Offensive rebound by Z. Collins
4:44.0,,,40-40,,A. Aminu misses 2-pt shot from 2 ft
4:41.0,,,40-40,,Offensive rebound by E. Turner
4:41.0,,,40-40,,E. Turner misses 2-pt shot at rim
4:40.0,Defensive rebound by D. Miller,,40-40,,
4:39.0,,,40-40,,Shooting block foul by Z. Collins (drawn by S. Hill)
4:39.0,S. Hill makes free throw 1 of 2,1,41-40,,
4:39.0,,,41-40,,D. Lillard enters the game for C. McCollum
4:39.0,,,41-40,,J. Nurkic enters the game for P. Connaughton
4:39.0,,,41-40,,C. McCollum enters the game for Z. Collins
4:39.0,R. Rondo enters the game for D. Miller,,41-40,,
4:39.0,S. Hill makes free throw 2 of 2,1,42-40,,
4:24.0,,,42-43,3,A. Aminu makes 3-pt shot from 24 ft (assist by E. Turner)
4:13.0,J. Holiday makes 2-pt shot at rim,2,44-43,,
3:56.0,,,44-43,,J. Nurkic misses 2-pt shot from 1 ft
3:55.0,,,44-43,,Offensive rebound by A. Aminu
3:55.0,,,44-43,,A. Aminu misses 2-pt shot at rim
3:55.0,,,44-43,,Offensive rebound by Team
3:55.0,A. Davis enters the game for S. Hill,,44-43,,
3:53.0,,,44-46,3,A. Aminu makes 3-pt shot from 22 ft (assist by E. Turner)
3:39.0,Turnover by J. Holiday (lost ball; steal by E. Turner),,44-46,,
3:35.0,,,44-46,,C. McCollum misses 3-pt shot from 25 ft
3:33.0,Defensive rebound by N. Mirotic,,44-46,,
3:16.0,A. Davis misses 2-pt shot from 1 ft,,44-46,,
3:14.0,,,44-46,,Defensive rebound by A. Aminu
3:13.0,Personal take foul by J. Holiday (drawn by A. Aminu),,44-46,,
3:07.0,,,44-49,3,A. Aminu makes 3-pt shot from 23 ft (assist by C. McCollum)
2:59.0,A. Davis misses 2-pt shot from 1 ft,,44-49,,
2:57.0,,,44-49,,Defensive rebound by A. Aminu
2:57.0,,,44-49,,Portland full timeout
2:46.0,,,44-49,,D. Lillard misses 2-pt shot from 8 ft
2:43.0,,,44-49,,Offensive rebound by D. Lillard
2:43.0,,,44-51,2,D. Lillard makes 2-pt shot at rim
2:26.0,Turnover by R. Rondo (bad pass; steal by E. Turner),,44-51,,
2:23.0,,,44-51,,D. Lillard misses 3-pt shot from 25 ft
2:23.0,Defensive rebound by Team,,44-51,,
2:23.0,,,44-51,,Loose ball foul by A. Aminu (drawn by N. Mirotic)
2:23.0,N. Mirotic makes free throw 1 of 2,1,45-51,,
2:23.0,N. Mirotic makes free throw 2 of 2,1,46-51,,
2:07.0,,,46-53,2,J. Nurkic makes 2-pt shot at rim (assist by C. McCollum)
1:57.0,Shooting foul by D. Lillard (drawn by E. Moore),,46-53,,
1:57.0,E. Moore makes free throw 1 of 2,1,47-53,,
1:57.0,E. Moore misses free throw 2 of 2,,47-53,,
1:54.0,,,47-53,,Defensive rebound by A. Aminu
1:49.0,,,47-53,,Turnover by D. Lillard (out of bounds lost ball)
1:42.0,Offensive foul by R. Rondo (drawn by E. Turner),,47-53,,
1:42.0,Turnover by R. Rondo (offensive foul),,47-53,,
1:27.0,,,47-56,3,C. McCollum makes 3-pt shot from 27 ft
1:12.0,J. Holiday misses 2-pt shot from 1 ft,,47-56,,
1:08.0,Offensive rebound by A. Davis,,47-56,,
1:08.0,A. Davis makes 2-pt shot at rim,2,49-56,,
0:55.0,,,49-56,,C. McCollum misses 3-pt shot from 24 ft
0:54.0,,,49-56,,Offensive rebound by A. Aminu
0:41.0,Personal foul by E. Moore (drawn by D. Lillard),,49-56,,
0:41.0,I. Clark enters the game for J. Holiday,,49-56,,
0:35.0,,,49-56,,Shooting foul by N. Mirotic (drawn by J. Nurkic)
0:35.0,,,49-57,1,J. Nurkic makes free throw 1 of 2
0:35.0,,,49-57,,J. Nurkic misses free throw 2 of 2
0:33.0,Defensive rebound by N. Mirotic,,49-57,,
0:31.0,,,49-57,,Personal foul by E. Turner (drawn by R. Rondo)
0:31.0,R. Rondo makes free throw 1 of 2,1,50-57,,
0:31.0,R. Rondo makes free throw 2 of 2,1,51-57,,
0:14.0,,,51-57,,J. Nurkic misses 2-pt shot from 1 ft
0:12.0,,,51-57,,Offensive rebound by J. Nurkic
0:12.0,,,51-59,2,J. Nurkic makes 2-pt shot at rim
0:03.0,R. Rondo makes 3-pt shot from 25 ft,3,54-59,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:48.0,J. Holiday makes 2-pt shot from 15 ft,2,56-59,,
11:29.0,Personal foul by J. Holiday (drawn by C. McCollum),,56-59,,
11:22.0,,,56-59,,Shooting foul by A. Davis (drawn by J. Nurkic)
11:22.0,,,56-60,1,J. Nurkic makes free throw 1 of 2
11:22.0,,,56-61,1,J. Nurkic makes free throw 2 of 2
11:07.0,J. Holiday makes 2-pt shot at rim,2,58-61,,
11:00.0,,,58-64,3,C. McCollum makes 3-pt shot from 24 ft (assist by E. Turner)
10:49.0,J. Holiday makes 3-pt shot from 24 ft,3,61-64,,
10:33.0,,,61-64,,D. Lillard misses 3-pt shot from 24 ft
10:33.0,Defensive rebound by R. Rondo,,61-64,,
10:27.0,N. Mirotic misses 3-pt shot from 24 ft,,61-64,,
10:27.0,Offensive rebound by Team,,61-64,,
10:18.0,J. Holiday misses 2-pt shot from 1 ft,,61-64,,
10:16.0,,,61-64,,Defensive rebound by A. Aminu
10:12.0,,,61-64,,Turnover by C. McCollum (out of bounds lost ball)
9:58.0,E. Moore misses 3-pt shot from 25 ft,,61-64,,
9:56.0,,,61-64,,Defensive rebound by E. Turner
9:51.0,,,61-64,,E. Turner misses 2-pt shot from 12 ft
9:48.0,Defensive rebound by N. Mirotic,,61-64,,
9:31.0,E. Moore makes 2-pt shot from 1 ft (assist by J. Holiday),2,63-64,,
9:09.0,,,63-64,,E. Turner misses 2-pt shot from 13 ft
9:06.0,Defensive rebound by A. Davis,,63-64,,
8:55.0,A. Davis makes 2-pt shot from 6 ft,2,65-64,,
8:36.0,,,65-64,,C. McCollum misses 2-pt shot from 10 ft
8:33.0,Defensive rebound by R. Rondo,,65-64,,
8:31.0,Shooting foul by J. Nurkic (drawn by A. Davis),,65-64,,
8:31.0,A. Davis misses free throw 1 of 2,,65-64,,
8:31.0,Offensive rebound by Team,,65-64,,
8:31.0,,,65-64,,E. Davis enters the game for J. Nurkic
8:31.0,A. Davis misses free throw 2 of 2,,65-64,,
8:29.0,,,65-64,,Defensive rebound by C. McCollum
8:21.0,,,65-67,3,C. McCollum makes 3-pt shot from 24 ft
8:07.0,N. Mirotic makes 3-pt shot from 24 ft (assist by R. Rondo),3,68-67,,
7:48.0,,,68-67,,Turnover by E. Davis (bad pass)
7:38.0,A. Davis makes 2-pt shot at rim (assist by J. Holiday),2,70-67,,
7:38.0,,,70-67,,Portland full timeout
7:27.0,,,70-67,,Turnover by D. Lillard (step out of bounds)
7:14.0,A. Davis makes 2-pt shot at rim (assist by J. Holiday),2,72-67,,
7:04.0,,,72-67,,Shooting foul by J. Holiday (drawn by C. McCollum)
7:04.0,,,72-67,,C. McCollum misses free throw 1 of 2
7:04.0,,,72-67,,Offensive rebound by Team
7:04.0,,,72-67,,M. Harkless enters the game for E. Turner
7:04.0,,,72-68,1,C. McCollum makes free throw 2 of 2
6:51.0,E. Moore misses 2-pt shot from 5 ft,,72-68,,
6:48.0,,,72-68,,Defensive rebound by A. Aminu
6:30.0,,,72-68,,Offensive foul by A. Aminu (drawn by N. Mirotic)
6:30.0,,,72-68,,Turnover by A. Aminu (offensive foul)
6:19.0,J. Holiday misses 3-pt shot from 24 ft,,72-68,,
6:17.0,,,72-68,,Defensive rebound by M. Harkless
6:09.0,,,72-68,,C. McCollum misses 2-pt shot from 15 ft
6:07.0,Defensive rebound by A. Davis,,72-68,,
5:59.0,A. Davis makes 3-pt shot from 24 ft (assist by J. Holiday),3,75-68,,
5:42.0,,,75-68,,D. Lillard misses 3-pt shot from 28 ft
5:41.0,Defensive rebound by A. Davis,,75-68,,
5:35.0,Turnover by E. Moore (out of bounds lost ball),,75-68,,
5:35.0,I. Clark enters the game for J. Holiday,,75-68,,
5:16.0,,,75-68,,D. Lillard misses 2-pt shot from 11 ft
5:14.0,Defensive rebound by A. Davis,,75-68,,
5:07.0,R. Rondo makes 2-pt shot from 1 ft,2,77-68,,
4:58.0,,,77-68,,Portland full timeout
4:58.0,,,77-68,,Z. Collins enters the game for C. McCollum
4:58.0,,,77-68,,P. Connaughton enters the game for A. Aminu
4:45.0,,,77-68,,Z. Collins misses 3-pt shot from 25 ft
4:43.0,Defensive rebound by E. Moore,,77-68,,
4:29.0,A. Davis makes 2-pt shot at rim (assist by E. Moore),2,79-68,,
4:03.0,,,79-70,2,D. Lillard makes 2-pt shot at rim
3:49.0,Offensive foul by A. Davis (drawn by Z. Collins),,79-70,,
3:49.0,Turnover by A. Davis (offensive foul),,79-70,,
3:49.0,S. Hill enters the game for N. Mirotic,,79-70,,
3:26.0,,,79-72,2,P. Connaughton makes 2-pt shot at rim
3:10.0,R. Rondo makes 2-pt shot from 1 ft,2,81-72,,
2:52.0,,,81-75,3,Z. Collins makes 3-pt shot from 24 ft (assist by P. Connaughton)
2:30.0,,,81-75,,Personal foul by M. Harkless (drawn by A. Davis)
2:18.0,R. Rondo misses 3-pt shot from 24 ft,,81-75,,
2:18.0,Offensive rebound by Team,,81-75,,
2:18.0,D. Miller enters the game for E. Moore,,81-75,,
2:08.0,Turnover by I. Clark (bad pass; steal by D. Lillard),,81-75,,
2:03.0,,,81-75,,P. Connaughton misses 3-pt shot from 22 ft
2:01.0,Defensive rebound by A. Davis,,81-75,,
1:38.0,Turnover by A. Davis (out of bounds lost ball),,81-75,,
1:29.0,Personal foul by I. Clark (drawn by D. Lillard),,81-75,,
1:22.0,,,81-77,2,D. Lillard makes 2-pt shot from 16 ft
1:22.0,,,81-77,,Shooting foul by D. Miller (drawn by D. Lillard)
1:22.0,,,81-78,1,D. Lillard makes free throw 1 of 1
1:09.0,A. Davis misses 3-pt shot from 25 ft,,81-78,,
1:06.0,,,81-78,,Defensive rebound by M. Harkless
0:45.0,,,81-78,,Turnover by M. Harkless (out of bounds lost ball)
0:40.0,I. Clark makes 3-pt shot from 30 ft (assist by R. Rondo),3,84-78,,
0:30.0,,,84-78,,Turnover by D. Lillard (bad pass)
0:30.0,,,84-78,,A. Aminu enters the game for M. Harkless
0:17.0,,,84-78,,Personal foul by P. Connaughton (drawn by I. Clark)
0:17.0,,,84-78,,W. Baldwin enters the game for D. Lillard
0:06.0,D. Miller makes 3-pt shot from 25 ft (assist by I. Clark),3,87-78,,
0:01.0,,,87-78,,Turnover by W. Baldwin (lost ball; steal by S. Hill)
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:45.0,,,87-80,2,Z. Collins makes 2-pt shot from 1 ft (assist by P. Connaughton)
11:25.0,J. Holiday misses 2-pt shot from 16 ft,,87-80,,
11:24.0,,,87-80,,Defensive rebound by Z. Collins
11:15.0,,,87-80,,Z. Collins misses 3-pt shot from 24 ft
11:12.0,Defensive rebound by I. Clark,,87-80,,
11:03.0,I. Clark misses 3-pt shot from 28 ft,,87-80,,
11:01.0,,,87-80,,Defensive rebound by M. Harkless
10:52.0,,,87-80,,Shooting foul by N. Mirotic (drawn by P. Connaughton)
10:52.0,,,87-81,1,P. Connaughton makes free throw 1 of 2
10:52.0,,,87-81,,A. Aminu enters the game for E. Davis
10:52.0,,,87-82,1,P. Connaughton makes free throw 2 of 2
10:39.0,N. Mirotic makes 2-pt shot from 7 ft (assist by I. Clark),2,89-82,,
10:21.0,,,89-82,,Offensive foul by Z. Collins (drawn by N. Mirotic)
10:21.0,,,89-82,,Turnover by Z. Collins (offensive foul)
10:21.0,A. Davis enters the game for S. Hill,,89-82,,
10:13.0,J. Holiday misses 2-pt shot at rim,,89-82,,
10:11.0,,,89-82,,Defensive rebound by A. Aminu
10:05.0,,,89-84,2,C. McCollum makes 2-pt shot from 13 ft
9:48.0,N. Mirotic makes 2-pt shot from 18 ft (assist by I. Clark),2,91-84,,
9:37.0,,,91-86,2,C. McCollum makes 2-pt shot from 19 ft
9:22.0,,,91-86,,Personal foul by P. Connaughton (drawn by A. Davis)
9:22.0,R. Rondo enters the game for I. Clark,,91-86,,
9:09.0,J. Holiday makes 2-pt shot at rim (assist by R. Rondo),2,93-86,,
8:55.0,,,93-86,,C. McCollum misses 3-pt shot from 25 ft
8:53.0,Defensive rebound by R. Rondo,,93-86,,
8:42.0,A. Davis misses 2-pt shot from 1 ft,,93-86,,
8:40.0,,,93-86,,Defensive rebound by P. Connaughton
8:32.0,,,93-89,3,P. Connaughton makes 3-pt shot from 24 ft (assist by C. McCollum)
8:15.0,Turnover by R. Rondo (bad pass),,93-89,,
8:15.0,,,93-89,,D. Lillard enters the game for P. Connaughton
7:56.0,,,93-89,,A. Aminu misses 3-pt shot from 24 ft
7:52.0,Defensive rebound by R. Rondo,,93-89,,
7:49.0,,,93-89,,Personal foul by A. Aminu (drawn by A. Davis)
7:49.0,E. Moore enters the game for N. Mirotic,,93-89,,
7:49.0,,,93-89,,P. Connaughton enters the game for Z. Collins
7:45.0,Turnover by R. Rondo (bad pass),,93-89,,
7:31.0,,,93-92,3,D. Lillard makes 3-pt shot from 23 ft
7:31.0,,,93-92,,Shooting foul by E. Moore (drawn by D. Lillard)
7:31.0,,,93-93,1,D. Lillard makes free throw 1 of 1
7:09.0,E. Moore misses 2-pt shot from 14 ft,,93-93,,
7:06.0,,,93-93,,Defensive rebound by A. Aminu
6:57.0,,,93-93,,C. McCollum misses 2-pt shot from 15 ft
6:54.0,Defensive rebound by R. Rondo,,93-93,,
6:43.0,J. Holiday makes 2-pt shot from 20 ft,2,95-93,,
6:15.0,,,95-93,,Offensive charge foul by D. Lillard (drawn by J. Holiday)
6:15.0,,,95-93,,Turnover by D. Lillard (offensive foul)
6:15.0,,,95-93,,Portland full timeout
6:15.0,,,95-93,,Z. Collins enters the game for P. Connaughton
6:15.0,N. Mirotic enters the game for D. Miller,,95-93,,
5:52.0,R. Rondo makes 2-pt shot from 1 ft,2,97-93,,
5:26.0,,,97-93,,C. McCollum misses 2-pt shot from 12 ft
5:24.0,Defensive rebound by A. Davis,,97-93,,
5:12.0,New Orleans full timeout,,97-93,,
5:12.0,Offensive foul by A. Davis (drawn by A. Aminu),,97-93,,
5:12.0,Turnover by A. Davis (offensive foul),,97-93,,
4:54.0,,,97-93,,Z. Collins misses 3-pt shot from 23 ft
4:51.0,Defensive rebound by N. Mirotic,,97-93,,
4:34.0,A. Davis misses 2-pt shot from 1 ft,,97-93,,
4:33.0,,,97-93,,Defensive rebound by A. Aminu
4:17.0,,,97-93,,Z. Collins misses 2-pt shot from 2 ft
4:13.0,,,97-93,,Offensive rebound by M. Harkless
4:13.0,,,97-95,2,M. Harkless makes 2-pt shot at rim
3:55.0,J. Holiday misses 3-pt shot from 24 ft,,97-95,,
3:53.0,,,97-95,,Defensive rebound by D. Lillard
3:44.0,,,97-95,,D. Lillard misses 2-pt shot from 1 ft
3:43.0,,,97-95,,Offensive rebound by A. Aminu
3:43.0,,,97-97,2,A. Aminu makes 2-pt shot at rim
3:43.0,New Orleans full timeout,,97-97,,
3:32.0,J. Holiday makes 2-pt shot from 2 ft,2,99-97,,
3:20.0,,,99-100,3,M. Harkless makes 3-pt shot from 22 ft (assist by D. Lillard)
3:03.0,N. Mirotic makes 3-pt shot from 24 ft (assist by J. Holiday),3,102-100,,
2:40.0,,,102-100,,Z. Collins misses 3-pt shot from 24 ft
2:37.0,Defensive rebound by N. Mirotic,,102-100,,
2:24.0,J. Holiday misses 2-pt shot from 8 ft,,102-100,,
2:20.0,Offensive rebound by A. Davis,,102-100,,
2:00.0,N. Mirotic misses 3-pt shot from 30 ft,,102-100,,
1:55.0,Offensive rebound by J. Holiday,,102-100,,
1:35.0,J. Holiday makes 3-pt shot from 24 ft,3,105-100,,
1:21.0,,,105-100,,Turnover by D. Lillard (bad pass; steal by A. Davis)
1:06.0,Shooting foul by Z. Collins (drawn by E. Moore),,105-100,,
1:06.0,E. Moore misses free throw 1 of 2,,105-100,,
1:06.0,Offensive rebound by Team,,105-100,,
1:06.0,,,105-100,,P. Connaughton enters the game for Z. Collins
1:06.0,E. Moore misses free throw 2 of 2,,105-100,,
1:02.0,Offensive rebound by E. Moore,,105-100,,
1:01.0,E. Moore misses 2-pt shot from 1 ft,,105-100,,
1:01.0,Offensive rebound by R. Rondo,,105-100,,
0:38.0,R. Rondo makes 3-pt shot from 23 ft (assist by E. Moore),3,108-100,,
0:38.0,,,108-100,,Portland full timeout
