time,Atlanta,pts.away,score,pts.home,Brooklyn
7:08.0,E. Ilyasova enters the game for D. Bembry,,96-88,,
7:08.0,,,96-89,1,T. Zeller makes free throw 2 of 2
6:55.0,D. Schroder makes 2-pt shot from 15 ft (assist by T. Cavanaugh),2,98-89,,
6:55.0,Shooting foul by S. Dinwiddie (drawn by D. Schroder),,98-89,,
6:55.0,D. Schroder makes free throw 1 of 1,1,99-89,,
6:42.0,,,99-91,2,T. Zeller makes 2-pt shot from 1 ft (assist by J. Harris)
6:25.0,D. Schroder misses 2-pt shot from 15 ft,,99-91,,
6:21.0,,,99-91,,Defensive rebound by D. Carroll
6:20.0,,,99-91,,Offensive foul by S. Dinwiddie (drawn by D. Schroder)
6:20.0,,,99-91,,Turnover by S. Dinwiddie (offensive foul)
6:20.0,,,99-91,,C. LeVert enters the game for J. Harris
6:11.0,,,99-91,,Personal foul by C. LeVert (drawn by K. Bazemore)
6:01.0,T. Waller-Prince makes 2-pt shot at rim (assist by D. Schroder),2,101-91,,
5:51.0,,,101-91,,Turnover by T. Zeller (bad pass; steal by T. Cavanaugh)
5:44.0,K. Bazemore makes 3-pt shot from 21 ft (assist by D. Schroder),3,104-91,,
5:43.0,,,104-91,,Brooklyn full timeout
5:43.0,L. Babbitt enters the game for T. Cavanaugh,,104-91,,
5:25.0,,,104-91,,A. Crabbe misses 2-pt shot from 20 ft
5:23.0,,,104-91,,Offensive rebound by D. Carroll
5:19.0,,,104-91,,S. Dinwiddie misses 3-pt shot from 25 ft
5:14.0,Defensive rebound by K. Bazemore,,104-91,,
4:56.0,D. Schroder makes 2-pt shot from 13 ft,2,106-91,,
4:40.0,,,106-91,,Offensive charge foul by T. Zeller (drawn by E. Ilyasova)
4:40.0,,,106-91,,Turnover by T. Zeller (offensive foul)
4:40.0,,,106-91,,R. Hollis-Jefferson enters the game for C. LeVert
4:40.0,,,106-91,,J. Harris enters the game for T. Zeller
4:40.0,M. Belinelli enters the game for K. Bazemore,,106-91,,
4:24.0,T. Waller-Prince misses 2-pt shot from 1 ft,,106-91,,
4:20.0,Offensive rebound by E. Ilyasova,,106-91,,
4:14.0,D. Schroder misses 3-pt shot from 25 ft,,106-91,,
4:13.0,Offensive rebound by Team,,106-91,,
4:13.0,,,106-91,,Loose ball foul by D. Carroll (drawn by E. Ilyasova)
3:54.0,L. Babbitt makes 2-pt shot from 20 ft (assist by D. Schroder),2,108-91,,
3:39.0,,,108-91,,Shooting foul by D. Schroder (drawn by S. Dinwiddie)
3:39.0,,,108-92,1,S. Dinwiddie makes free throw 1 of 2
3:39.0,,,108-93,1,S. Dinwiddie makes free throw 2 of 2
3:15.0,T. Waller-Prince misses 2-pt shot from 11 ft (block by S. Dinwiddie),,108-93,,
3:15.0,Offensive rebound by T. Waller-Prince,,108-93,,
3:15.0,Turnover by Team (shot clock),,108-93,,
3:15.0,,,108-93,,Brooklyn full timeout
3:15.0,,,108-93,,S. Kilpatrick enters the game for S. Dinwiddie
3:15.0,,,108-93,,C. LeVert enters the game for D. Carroll
3:15.0,,,108-93,,J. Allen enters the game for A. Crabbe
3:15.0,,,108-93,,I. Whitehead enters the game for J. Harris
3:15.0,K. Bazemore enters the game for M. Belinelli,,108-93,,
3:02.0,,,108-93,,I. Whitehead misses 2-pt shot from 1 ft
2:58.0,,,108-93,,Offensive rebound by I. Whitehead
2:58.0,,,108-95,2,I. Whitehead makes 2-pt shot at rim
2:40.0,T. Waller-Prince makes 2-pt shot from 1 ft,2,110-95,,
2:26.0,,,110-95,,Shooting foul by D. Schroder
2:26.0,Technical foul by D. Schroder,,110-95,,
2:26.0,,,110-96,1,S. Kilpatrick makes technical free throw
2:26.0,,,110-97,1,S. Kilpatrick makes free throw 1 of 3
2:26.0,,,110-98,1,S. Kilpatrick makes free throw 2 of 3
2:26.0,T. Cavanaugh enters the game for L. Babbitt,,110-98,,
2:26.0,,,110-99,1,S. Kilpatrick makes free throw 3 of 3
2:09.0,Turnover by D. Schroder (lost ball; steal by C. LeVert),,110-99,,
2:04.0,,,110-99,,S. Kilpatrick misses 3-pt shot from 22 ft
1:59.0,,,110-99,,Offensive rebound by J. Allen
1:53.0,,,110-99,,Turnover by S. Kilpatrick (bad pass; steal by K. Bazemore)
1:53.0,Atlanta full timeout,,110-99,,
1:53.0,L. Babbitt enters the game for T. Cavanaugh,,110-99,,
1:41.0,D. Schroder makes 2-pt shot from 2 ft,2,112-99,,
1:27.0,,,112-101,2,J. Allen makes 2-pt shot from 1 ft (assist by I. Whitehead)
1:27.0,,,112-101,,Shooting foul by E. Ilyasova (drawn by J. Allen)
1:27.0,,,112-102,1,J. Allen makes free throw 1 of 1
1:13.0,D. Schroder misses 3-pt shot from 24 ft,,112-102,,
1:10.0,,,112-102,,Defensive rebound by I. Whitehead
1:05.0,,,112-102,,I. Whitehead misses 2-pt shot from 6 ft
1:01.0,,,112-102,,Offensive rebound by R. Hollis-Jefferson
1:01.0,,,112-102,,Turnover by R. Hollis-Jefferson (bad pass; steal by T. Waller-Prince)
0:39.0,D. Schroder makes 2-pt shot from 8 ft,2,114-102,,
0:32.0,,,114-102,,S. Kilpatrick misses 2-pt shot from 14 ft
0:30.0,,,114-102,,Offensive rebound by S. Kilpatrick
0:26.0,,,114-102,,Turnover by I. Whitehead (bad pass; steal by K. Bazemore)
0:02.0,Turnover by Team (shot clock),,114-102,,
