time,Golden State,pts.away,score,pts.home,New Orleans
4:59.0,S. Curry enters the game for Q. Cook,,89-114,,
4:59.0,S. Curry makes technical free throw,1,90-114,,
4:59.0,Q. Cook enters the game for S. Curry,,90-114,,
4:48.0,J. Bell misses 2-pt shot from 15 ft,,90-114,,
4:45.0,,,90-114,,Defensive rebound by A. Davis
4:31.0,,,90-114,,J. Holiday misses 3-pt shot from 25 ft
4:27.0,Defensive rebound by Z. Pachulia,,90-114,,
4:14.0,Q. Cook misses 2-pt shot from 17 ft,,90-114,,
4:11.0,,,90-114,,Defensive rebound by R. Rondo
3:53.0,,,90-116,2,J. Holiday makes 2-pt shot from 1 ft (assist by R. Rondo)
3:35.0,Shooting foul by R. Rondo (drawn by N. Young),,90-116,,
3:35.0,N. Young misses free throw 1 of 3,,90-116,,
3:35.0,Offensive rebound by Team,,90-116,,
3:35.0,N. Young makes free throw 2 of 3,1,91-116,,
3:35.0,,,91-116,,C. Diallo enters the game for R. Rondo
3:35.0,,,91-116,,I. Clark enters the game for J. Holiday
3:35.0,,,91-116,,D. Liggins enters the game for A. Davis
3:35.0,N. Young makes free throw 3 of 3,1,92-116,,
3:17.0,,,92-116,,E. Moore misses 2-pt shot from 13 ft (block by J. Bell)
3:14.0,Defensive rebound by Z. Pachulia,,92-116,,
3:04.0,K. Looney makes 2-pt shot from 1 ft (assist by J. Bell),2,94-116,,
2:46.0,,,94-116,,Turnover by D. Liggins (lost ball; steal by J. Bell)
2:42.0,Q. Cook makes 2-pt shot from 1 ft (assist by J. Bell),2,96-116,,
2:20.0,,,96-116,,D. Miller misses 3-pt shot from 25 ft
2:15.0,Defensive rebound by N. Young,,96-116,,
2:08.0,N. Young misses 3-pt shot from 25 ft,,96-116,,
2:06.0,Offensive rebound by Z. Pachulia,,96-116,,
2:06.0,Shooting foul by C. Diallo (drawn by Z. Pachulia),,96-116,,
2:06.0,Z. Pachulia misses free throw 1 of 2,,96-116,,
2:06.0,Offensive rebound by Team,,96-116,,
2:06.0,,,96-116,,S. Hill enters the game for E. Moore
2:06.0,Z. Pachulia makes free throw 2 of 2,1,97-116,,
1:49.0,,,97-119,3,D. Miller makes 3-pt shot from 25 ft
1:39.0,Shooting foul by C. Diallo (drawn by J. Bell),,97-119,,
1:39.0,J. Bell misses free throw 1 of 2,,97-119,,
1:39.0,Offensive rebound by Team,,97-119,,
1:39.0,J. Bell makes free throw 2 of 2,1,98-119,,
1:33.0,,,98-119,,Offensive foul by C. Diallo (drawn by Q. Cook)
1:33.0,,,98-119,,Turnover by C. Diallo (offensive foul)
1:21.0,Z. Pachulia misses 2-pt shot from 19 ft,,98-119,,
1:18.0,Offensive rebound by Z. Pachulia,,98-119,,
1:15.0,Q. Cook misses 3-pt shot from 23 ft,,98-119,,
1:02.0,,,98-119,,Defensive rebound by D. Miller
0:59.0,,,98-119,,Turnover by D. Miller (bad pass; steal by Z. Pachulia)
0:54.0,Q. Cook misses 2-pt shot from 7 ft,,98-119,,
0:52.0,Offensive rebound by Z. Pachulia,,98-119,,
0:52.0,Z. Pachulia makes 2-pt shot at rim,2,100-119,,
0:35.0,,,100-119,,S. Hill misses 3-pt shot from 26 ft
0:31.0,Defensive rebound by N. Young,,100-119,,
0:25.0,N. Young misses 3-pt shot from 24 ft,,100-119,,
0:21.0,Offensive rebound by K. Looney,,100-119,,
0:18.0,Q. Cook misses 2-pt shot from 1 ft,,100-119,,
0:16.0,,,100-119,,Defensive rebound by S. Hill
