time,Sacramento,pts.away,score,pts.home,Phoenix
10:49.0,Shooting foul by A. Len (drawn by K. Koufos),,19-38,,
10:49.0,K. Koufos misses free throw 1 of 2,,19-38,,
10:49.0,Offensive rebound by Team,,19-38,,
10:49.0,,,19-38,,T. Chandler enters the game for A. Len
10:49.0,K. Koufos misses free throw 2 of 2,,19-38,,
10:47.0,,,19-38,,Defensive rebound by D. Bender
10:42.0,Personal foul by S. Labissiere (drawn by J. Jackson),,19-38,,
10:30.0,,,19-38,,D. Bender misses 2-pt shot from 1 ft (block by K. Koufos)
10:27.0,Defensive rebound by S. Labissiere,,19-38,,
10:11.0,B. Bogdanovic makes 3-pt shot from 24 ft (assist by K. Koufos),3,22-38,,
9:57.0,Personal foul by G. Temple (drawn by T. Chandler),,22-38,,
9:51.0,,,22-38,,D. Bender misses 3-pt shot from 22 ft
9:48.0,Defensive rebound by D. Fox,,22-38,,
9:33.0,,,22-38,,Personal block foul by D. Bender (drawn by S. Labissiere)
9:33.0,,,22-38,,Turnover by D. Bender (turnover)
9:33.0,,,22-38,,M. Chriss enters the game for D. Bender
9:33.0,B. Bogdanovic makes free throw 1 of 1,1,25-38,,
9:33.0,S. Labissiere makes free throw 1 of 1,1,26-38,,
9:32.0,S. Labissiere makes 2-pt shot from 16 ft,2,24-38,,
9:25.0,,,26-40,2,J. Jackson makes 2-pt shot from 7 ft
9:16.0,D. Fox makes 2-pt shot from 16 ft,2,28-40,,
9:06.0,Personal foul by G. Temple (drawn by J. Jackson),,28-40,,
9:06.0,,,28-40,,D. Booker enters the game for T. Daniels
9:03.0,,,28-40,,Turnover by J. Jackson (bad pass; steal by D. Fox)
9:00.0,D. Fox makes 2-pt shot at rim,2,30-40,,
8:38.0,,,30-43,3,D. Booker makes 3-pt shot from 24 ft (assist by J. Jackson)
8:23.0,,,30-43,,Personal foul by M. Chriss (drawn by S. Labissiere)
8:15.0,D. Fox misses 2-pt shot from 8 ft,,30-43,,
8:12.0,Offensive rebound by K. Koufos,,30-43,,
8:12.0,K. Koufos misses 2-pt shot at rim,,30-43,,
8:12.0,,,30-43,,Defensive rebound by T. Ulis
8:08.0,,,30-43,,D. Booker misses 3-pt shot from 24 ft
8:03.0,,,30-43,,Offensive rebound by T. Chandler
8:03.0,,,30-45,2,T. Chandler makes 2-pt shot at rim
7:52.0,G. Temple makes 2-pt shot from 18 ft,2,32-45,,
7:38.0,,,32-47,2,J. Jackson makes 2-pt shot at rim
7:21.0,G. Temple misses 2-pt shot from 3 ft,,32-47,,
7:19.0,Offensive rebound by K. Koufos,,32-47,,
7:19.0,Shooting foul by T. Chandler (drawn by K. Koufos),,32-47,,
7:19.0,K. Koufos misses free throw 1 of 2,,32-47,,
7:19.0,Offensive rebound by Team,,32-47,,
7:19.0,,,32-47,,T. Warren enters the game for J. Jackson
7:19.0,K. Koufos makes free throw 2 of 2,1,33-47,,
7:08.0,,,33-47,,Turnover by T. Warren (lost ball; steal by B. Bogdanovic)
7:02.0,B. Bogdanovic makes 2-pt shot at rim,2,35-47,,
6:49.0,Personal foul by G. Temple (drawn by T. Ulis),,35-47,,
6:49.0,,,35-47,,Phoenix full timeout
6:49.0,V. Carter enters the game for G. Temple,,35-47,,
6:36.0,,,35-47,,M. Chriss misses 2-pt shot from 21 ft
6:33.0,Defensive rebound by D. Fox,,35-47,,
6:31.0,Shooting foul by D. Booker (drawn by D. Fox),,35-47,,
6:31.0,D. Fox makes free throw 1 of 2,1,36-47,,
6:31.0,,,36-47,,M. James enters the game for T. Ulis
6:31.0,D. Fox misses free throw 2 of 2,,36-47,,
6:29.0,,,36-47,,Defensive rebound by M. Chriss
6:12.0,,,36-47,,D. Booker misses 2-pt shot from 7 ft (block by S. Labissiere)
6:12.0,,,36-47,,Offensive rebound by Team
6:10.0,,,36-49,2,D. Booker makes 2-pt shot from 19 ft (assist by T. Warren)
5:50.0,B. Bogdanovic makes 2-pt shot from 2 ft,2,38-49,,
5:39.0,,,38-51,2,M. James makes 2-pt shot from 6 ft
5:24.0,S. Labissiere makes 2-pt shot from 8 ft,2,40-51,,
5:12.0,,,40-51,,M. Chriss misses 2-pt shot from 11 ft
5:12.0,Defensive rebound by D. Fox,,40-51,,
5:05.0,D. Fox makes 2-pt shot at rim,2,42-51,,
4:43.0,,,42-51,,T. Warren misses 2-pt shot from 1 ft
4:43.0,Defensive rebound by K. Koufos,,42-51,,
4:41.0,,,42-51,,Personal foul by D. Booker (drawn by D. Fox)
4:41.0,D. Fox makes free throw 1 of 2,1,43-51,,
4:41.0,,,43-51,,J. Dudley enters the game for M. Chriss
4:41.0,,,43-51,,T. Daniels enters the game for D. Booker
4:41.0,D. Fox makes free throw 2 of 2,1,44-51,,
4:28.0,,,44-51,,Turnover by M. James (traveling)
4:28.0,Sacramento full timeout,,44-51,,
4:13.0,K. Koufos makes 2-pt shot from 1 ft (assist by V. Carter),2,46-51,,
4:02.0,,,46-53,2,M. James makes 2-pt shot at rim
3:39.0,V. Carter misses 2-pt shot from 19 ft,,46-53,,
3:35.0,,,46-53,,Defensive rebound by T. Chandler
3:21.0,,,46-53,,T. Daniels misses 3-pt shot from 26 ft
3:18.0,Defensive rebound by K. Koufos,,46-53,,
3:08.0,D. Fox misses 2-pt shot from 1 ft,,46-53,,
3:08.0,Offensive rebound by Team,,46-53,,
3:08.0,,,46-53,,Loose ball foul by T. Chandler (drawn by K. Koufos)
3:08.0,K. Koufos makes free throw 1 of 2,1,47-53,,
3:08.0,G. Hill enters the game for B. Bogdanovic,,47-53,,
3:08.0,K. Koufos misses free throw 2 of 2,,47-53,,
3:06.0,,,47-53,,Defensive rebound by T. Chandler
2:55.0,,,47-53,,J. Dudley misses 3-pt shot from 25 ft
2:52.0,Defensive rebound by G. Hill,,47-53,,
2:43.0,D. Fox misses 2-pt shot from 17 ft,,47-53,,
2:40.0,,,47-53,,Defensive rebound by T. Chandler
2:32.0,,,47-55,2,M. James makes 2-pt shot from 1 ft
2:10.0,V. Carter misses 3-pt shot from 24 ft,,47-55,,
2:07.0,,,47-55,,Defensive rebound by M. James
1:59.0,,,47-55,,Shooting foul by V. Carter (drawn by T. Warren)
1:59.0,,,47-56,1,T. Warren makes free throw 1 of 2
1:59.0,W. Cauley-Stein enters the game for K. Koufos,,47-56,,
1:59.0,B. Bogdanovic enters the game for S. Labissiere,,47-56,,
1:59.0,,,47-57,1,T. Warren makes free throw 2 of 2
1:46.0,G. Hill misses 2-pt shot from 10 ft,,47-57,,
1:44.0,,,47-57,,Defensive rebound by T. Warren
1:37.0,,,47-57,,Turnover by J. Dudley (lost ball; steal by B. Bogdanovic)
1:33.0,B. Bogdanovic makes 2-pt shot at rim,2,49-57,,
1:13.0,,,49-57,,T. Warren misses 2-pt shot from 19 ft
1:10.0,,,49-57,,Offensive rebound by T. Chandler
1:07.0,,,49-57,,T. Warren misses 2-pt shot from 5 ft
1:07.0,,,49-57,,Offensive rebound by T. Chandler
0:58.0,,,49-57,,M. James misses 3-pt shot from 31 ft
0:58.0,Defensive rebound by W. Cauley-Stein,,49-57,,
0:47.0,B. Bogdanovic makes 2-pt shot from 15 ft,2,51-57,,
0:25.0,,,51-59,2,M. James makes 2-pt shot from 8 ft
0:04.0,G. Hill misses 2-pt shot from 5 ft (block by T. Warren),,51-59,,
0:04.0,Offensive rebound by Team,,51-59,,
0:01.0,B. Bogdanovic misses 2-pt shot from 21 ft,,51-59,,
0:01.0,,,51-59,,Defensive rebound by T. Warren
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:41.0,W. Cauley-Stein misses 2-pt shot from 5 ft (block by M. Chriss),,51-59,,
11:38.0,Offensive rebound by B. Hield,,51-59,,
11:35.0,Z. Randolph misses 2-pt shot from 13 ft,,51-59,,
11:33.0,,,51-59,,Defensive rebound by Team
11:33.0,Loose ball foul by W. Cauley-Stein (drawn by T. Chandler),,51-59,,
11:18.0,,,51-61,2,M. Chriss makes 2-pt shot from 3 ft (assist by D. Booker)
10:58.0,B. Hield misses 2-pt shot from 12 ft,,51-61,,
10:53.0,,,51-61,,Defensive rebound by M. James
10:51.0,,,51-63,2,D. Booker makes 2-pt shot from 7 ft (assist by M. James)
10:39.0,W. Cauley-Stein misses 2-pt shot from 17 ft,,51-63,,
10:39.0,,,51-63,,Defensive rebound by M. Chriss
10:17.0,,,51-63,,M. James misses 3-pt shot from 26 ft
10:17.0,Defensive rebound by W. Cauley-Stein,,51-63,,
10:13.0,Shooting foul by M. James (drawn by B. Hield),,51-63,,
10:13.0,B. Hield misses free throw 1 of 2,,51-63,,
10:13.0,Offensive rebound by Team,,51-63,,
10:13.0,B. Hield makes free throw 2 of 2,1,52-63,,
9:53.0,,,52-63,,D. Booker misses 2-pt shot from 14 ft
9:51.0,Defensive rebound by Z. Randolph,,52-63,,
9:38.0,J. Jackson misses 2-pt shot from 21 ft,,52-63,,
9:34.0,Offensive rebound by Z. Randolph,,52-63,,
9:27.0,B. Hield misses 2-pt shot from 1 ft (block by M. Chriss),,52-63,,
9:23.0,,,52-63,,Defensive rebound by T. Chandler
9:20.0,,,52-63,,T. Warren misses 2-pt shot from 17 ft
9:18.0,Defensive rebound by Team,,52-63,,
9:06.0,Turnover by W. Cauley-Stein (bad pass; steal by T. Chandler),,52-63,,
9:01.0,,,52-63,,D. Booker misses 3-pt shot from 24 ft
8:59.0,,,52-63,,Offensive rebound by T. Chandler
8:59.0,,,52-63,,Shooting foul by Z. Randolph (drawn by T. Chandler)
8:59.0,,,52-64,1,T. Chandler makes free throw 1 of 2
8:59.0,,,52-65,1,T. Chandler makes free throw 2 of 2
8:45.0,G. Hill misses 2-pt shot from 6 ft (block by M. Chriss),,52-65,,
8:41.0,Offensive rebound by W. Cauley-Stein,,52-65,,
8:35.0,B. Hield misses 2-pt shot from 17 ft,,52-65,,
8:35.0,,,52-65,,Defensive rebound by D. Booker
8:29.0,,,52-65,,M. Chriss misses 2-pt shot from 2 ft
8:25.0,Defensive rebound by G. Hill,,52-65,,
8:17.0,,,52-65,,Personal foul by M. James (drawn by J. Jackson)
8:17.0,,,52-65,,D. Bender enters the game for T. Warren
8:17.0,,,52-65,,J. Jackson enters the game for M. Chriss
8:00.0,J. Jackson makes 3-pt shot from 25 ft (assist by W. Cauley-Stein),3,55-65,,
7:48.0,,,55-65,,Turnover by T. Chandler (bad pass; steal by B. Hield)
7:43.0,B. Hield misses 2-pt shot from 4 ft,,55-65,,
7:43.0,,,55-65,,Defensive rebound by T. Chandler
7:40.0,,,55-65,,Turnover by D. Bender (lost ball; steal by B. Hield)
7:40.0,B. Hield makes 2-pt shot at rim,2,57-65,,
7:40.0,,,57-65,,Phoenix full timeout
7:34.0,,,57-65,,Turnover by D. Booker (traveling)
7:20.0,Z. Randolph misses 2-pt shot from 12 ft,,57-65,,
7:17.0,,,57-65,,Defensive rebound by J. Jackson
7:02.0,,,57-65,,Turnover by D. Booker (bad pass; steal by B. Hield)
6:56.0,B. Hield makes 2-pt shot at rim,2,59-65,,
6:43.0,,,59-67,2,M. James makes 2-pt shot at rim
6:32.0,Shooting foul by T. Chandler (drawn by W. Cauley-Stein),,59-67,,
6:32.0,W. Cauley-Stein misses free throw 1 of 2,,59-67,,
6:32.0,Offensive rebound by Team,,59-67,,
6:32.0,,,59-67,,A. Len enters the game for T. Chandler
6:32.0,,,59-67,,M. Chriss enters the game for D. Bender
6:32.0,W. Cauley-Stein misses free throw 2 of 2,,59-67,,
6:29.0,,,59-67,,Defensive rebound by M. Chriss
6:21.0,Personal foul by Z. Randolph (drawn by D. Booker),,59-67,,
6:19.0,Personal foul by B. Hield (drawn by D. Booker),,59-67,,
6:17.0,,,59-67,,Turnover by M. James (bad pass; steal by B. Hield)
6:14.0,B. Hield makes 2-pt shot at rim,2,61-67,,
6:01.0,,,61-69,2,M. Chriss makes 2-pt shot from 1 ft (assist by M. James)
6:01.0,,,61-69,,Shooting foul by Z. Randolph (drawn by M. Chriss)
6:01.0,,,61-69,,T. Ulis enters the game for M. James
6:01.0,,,61-70,1,M. Chriss makes free throw 1 of 1
5:38.0,B. Hield makes 3-pt shot from 25 ft,3,64-70,,
5:34.0,,,64-70,,Shooting foul by B. Hield (drawn by D. Booker)
5:34.0,,,64-71,1,D. Booker makes free throw 1 of 2
5:34.0,S. Labissiere enters the game for Z. Randolph,,64-71,,
5:34.0,,,64-72,1,D. Booker makes free throw 2 of 2
5:23.0,,,64-72,,Personal foul by J. Jackson (drawn by J. Jackson)
5:23.0,,,64-72,,T. Daniels enters the game for D. Booker
5:13.0,Turnover by S. Labissiere (bad pass),,64-72,,
5:04.0,,,64-72,,Turnover by T. Ulis (bad pass; steal by B. Hield)
5:01.0,J. Jackson makes 2-pt shot from 1 ft (assist by W. Cauley-Stein),2,66-72,,
5:01.0,Shooting foul by T. Daniels (drawn by J. Jackson),,66-72,,
5:01.0,J. Jackson makes free throw 1 of 1,1,67-72,,
4:39.0,,,67-74,2,M. Chriss makes 2-pt shot from 8 ft
4:21.0,B. Hield misses 3-pt shot from 26 ft,,67-74,,
4:16.0,Offensive rebound by J. Jackson,,67-74,,
4:15.0,J. Jackson makes 2-pt shot at rim,2,69-74,,
3:56.0,Personal foul by W. Cauley-Stein (drawn by A. Len),,69-74,,
3:56.0,,,69-75,1,A. Len makes free throw 1 of 2
3:56.0,,,69-75,,A. Len misses free throw 2 of 2
3:56.0,Defensive rebound by Team,,69-75,,
3:44.0,B. Hield misses 3-pt shot from 22 ft,,69-75,,
3:41.0,,,69-75,,Defensive rebound by J. Jackson
3:36.0,,,69-78,3,T. Daniels makes 3-pt shot from 22 ft (assist by M. Chriss)
3:35.0,Sacramento full timeout,,69-78,,
3:35.0,B. Bogdanovic enters the game for B. Hield,,69-78,,
3:35.0,G. Temple enters the game for J. Jackson,,69-78,,
3:20.0,S. Labissiere misses 2-pt shot from 16 ft,,69-78,,
3:18.0,,,69-78,,Defensive rebound by J. Jackson
3:02.0,,,69-80,2,J. Jackson makes 2-pt shot from 18 ft (assist by T. Daniels)
2:42.0,G. Temple misses 2-pt shot from 5 ft,,69-80,,
2:41.0,Offensive rebound by Team,,69-80,,
2:41.0,,,69-80,,Loose ball foul by M. Chriss (drawn by S. Labissiere)
2:41.0,S. Labissiere makes free throw 1 of 2,1,70-80,,
2:41.0,D. Fox enters the game for W. Cauley-Stein,,70-80,,
2:41.0,K. Koufos enters the game for G. Hill,,70-80,,
2:41.0,S. Labissiere makes free throw 2 of 2,1,71-80,,
2:25.0,,,71-80,,M. Chriss misses 3-pt shot from 25 ft
2:22.0,Defensive rebound by G. Temple,,71-80,,
2:12.0,B. Bogdanovic misses 3-pt shot from 26 ft,,71-80,,
2:09.0,Offensive rebound by K. Koufos,,71-80,,
2:08.0,B. Bogdanovic misses 2-pt shot from 11 ft,,71-80,,
2:08.0,,,71-80,,Defensive rebound by A. Len
1:58.0,,,71-80,,T. Daniels misses 3-pt shot from 23 ft
1:54.0,Defensive rebound by K. Koufos,,71-80,,
1:46.0,Turnover by D. Fox (bad pass; steal by T. Ulis),,71-80,,
1:39.0,,,71-80,,T. Ulis misses 2-pt shot from 3 ft
1:37.0,Defensive rebound by S. Labissiere,,71-80,,
1:36.0,Turnover by S. Labissiere (bad pass; steal by J. Jackson),,71-80,,
1:29.0,Personal foul by K. Koufos (drawn by A. Len),,71-80,,
1:29.0,,,71-81,1,A. Len makes free throw 1 of 2
1:29.0,,,71-82,1,A. Len makes free throw 2 of 2
1:10.0,D. Fox misses 3-pt shot from 25 ft,,71-82,,
1:09.0,Offensive rebound by S. Labissiere,,71-82,,
1:09.0,S. Labissiere makes 2-pt shot at rim,2,73-82,,
1:09.0,Shooting foul by M. Chriss (drawn by S. Labissiere),,73-82,,
1:09.0,S. Labissiere makes free throw 1 of 1,1,74-82,,
0:45.0,,,74-85,3,J. Jackson makes 3-pt shot from 24 ft (assist by T. Ulis)
0:24.0,G. Temple makes 2-pt shot from 14 ft (assist by K. Koufos),2,76-85,,
0:00.0,,,76-87,2,T. Ulis makes 2-pt shot from 19 ft
0:00.0,S. Labissiere misses 3-pt shot from 64 ft,,76-87,,
0:00.0,Offensive rebound by Team,,76-87,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:41.0,,,76-89,2,T. Ulis makes 2-pt shot from 12 ft
11:27.0,D. Fox makes 2-pt shot at rim (assist by B. Bogdanovic),2,78-89,,
11:15.0,,,78-92,3,T. Daniels makes 3-pt shot from 25 ft (assist by T. Ulis)
11:02.0,B. Bogdanovic misses 3-pt shot from 26 ft,,78-92,,
11:00.0,,,78-92,,Defensive rebound by A. Len
10:50.0,,,78-94,2,T. Ulis makes 2-pt shot from 14 ft
10:39.0,,,78-94,,Personal foul by M. Chriss (drawn by S. Labissiere)
10:39.0,,,78-94,,D. Bender enters the game for M. Chriss
10:26.0,B. Bogdanovic misses 3-pt shot from 24 ft,,78-94,,
10:24.0,Offensive rebound by K. Koufos,,78-94,,
10:19.0,D. Fox misses 2-pt shot from 11 ft,,78-94,,
10:15.0,,,78-94,,Defensive rebound by J. Jackson
10:01.0,,,78-94,,T. Ulis misses 3-pt shot from 26 ft
9:58.0,Defensive rebound by S. Labissiere,,78-94,,
9:51.0,G. Temple makes 3-pt shot from 24 ft (assist by D. Fox),3,81-94,,
9:38.0,Personal foul by D. Fox (drawn by T. Ulis),,81-94,,
9:29.0,,,81-94,,Shooting foul by S. Labissiere (drawn by J. Jackson)
9:29.0,,,81-95,1,J. Jackson makes free throw 1 of 2
9:29.0,,,81-96,1,J. Jackson makes free throw 2 of 2
9:16.0,D. Fox makes 2-pt shot from 19 ft,2,83-96,,
9:16.0,Shooting foul by A. Len (drawn by K. Koufos),,83-96,,
9:16.0,K. Koufos makes free throw 1 of 1,1,84-96,,
8:58.0,,,84-98,2,J. Jackson makes 2-pt shot from 3 ft
8:43.0,K. Koufos misses 2-pt shot from 9 ft,,84-98,,
8:40.0,,,84-98,,Defensive rebound by D. Bender
8:34.0,,,84-98,,D. Bender misses 3-pt shot from 24 ft
8:32.0,Defensive rebound by B. Bogdanovic,,84-98,,
8:32.0,Sacramento full timeout,,84-98,,
8:21.0,G. Temple misses 3-pt shot from 26 ft,,84-98,,
8:19.0,,,84-98,,Defensive rebound by A. Len
8:03.0,,,84-98,,T. Daniels misses 3-pt shot from 26 ft
8:01.0,,,84-98,,Offensive rebound by Team
8:01.0,Personal foul by B. Bogdanovic (drawn by A. Len),,84-98,,
7:56.0,,,84-98,,T. Daniels misses 3-pt shot from 25 ft
7:54.0,Defensive rebound by B. Bogdanovic,,84-98,,
7:45.0,S. Labissiere makes 2-pt shot from 1 ft (assist by G. Temple),2,86-98,,
7:45.0,Shooting foul by D. Bender (drawn by S. Labissiere),,86-98,,
7:45.0,,,86-98,,D. Booker enters the game for T. Daniels
7:45.0,S. Labissiere makes free throw 1 of 1,1,87-98,,
7:31.0,,,87-98,,Turnover by J. Jackson (bad pass)
7:25.0,,,87-98,,T. Warren enters the game for J. Jackson
7:25.0,W. Cauley-Stein enters the game for S. Labissiere,,87-98,,
7:18.0,B. Bogdanovic misses 2-pt shot from 19 ft,,87-98,,
7:13.0,,,87-98,,Defensive rebound by T. Ulis
7:02.0,Personal block foul by K. Koufos (drawn by T. Ulis),,87-98,,
7:02.0,,,87-98,,T. Ulis misses free throw 1 of 2
7:02.0,,,87-98,,Offensive rebound by Team
7:02.0,,,87-99,1,T. Ulis makes free throw 2 of 2
6:52.0,W. Cauley-Stein makes 2-pt shot from 21 ft (assist by D. Fox),2,89-99,,
6:35.0,,,89-99,,Shooting foul by W. Cauley-Stein (drawn by D. Bender)
6:35.0,,,89-100,1,D. Bender makes free throw 1 of 2
6:35.0,,,89-100,,T. Chandler enters the game for A. Len
6:35.0,,,89-101,1,D. Bender makes free throw 2 of 2
6:24.0,B. Bogdanovic misses 2-pt shot from 11 ft,,89-101,,
6:19.0,,,89-101,,Defensive rebound by D. Booker
6:13.0,,,89-101,,Shooting foul by W. Cauley-Stein (drawn by T. Chandler)
6:13.0,,,89-101,,T. Chandler misses free throw 1 of 2
6:13.0,,,89-101,,Offensive rebound by Team
6:13.0,,,89-102,1,T. Chandler makes free throw 2 of 2
