time,Toronto,pts.away,score,pts.home,Detroit
7:47.0,,,8-7,,A. Drummond misses 2-pt shot at rim
7:46.0,Defensive rebound by K. Lowry,,8-7,,
7:41.0,K. Lowry misses 3-pt shot from 26 ft,,8-7,,
7:40.0,,,8-7,,Defensive rebound by Team
7:22.0,,,8-10,3,R. Bullock makes 3-pt shot from 25 ft (assist by L. Kennard)
7:11.0,Toronto full timeout,,8-10,,
6:55.0,K. Lowry misses 3-pt shot from 25 ft,,8-10,,
6:51.0,,,8-10,,Defensive rebound by R. Bullock
6:45.0,,,8-10,,Turnover by I. Smith (bad pass; steal by J. Valanciunas)
6:37.0,S. Ibaka misses 2-pt shot from 3 ft,,8-10,,
6:31.0,Offensive rebound by J. Valanciunas,,8-10,,
6:31.0,J. Valanciunas makes 2-pt shot at rim,2,10-10,,
6:25.0,,,10-12,2,A. Drummond makes 2-pt shot from 1 ft
6:09.0,Turnover by K. Lowry (bad pass; steal by B. Griffin),,10-12,,
6:01.0,Personal foul by S. Ibaka (drawn by B. Griffin),,10-12,,
5:46.0,,,10-12,,B. Griffin misses 2-pt shot from 8 ft
5:43.0,Defensive rebound by J. Valanciunas,,10-12,,
5:41.0,,,10-12,,Personal foul by L. Kennard (drawn by S. Ibaka)
5:37.0,,,10-12,,Personal foul by A. Drummond (drawn by D. DeRozan)
5:22.0,D. DeRozan misses 2-pt shot from 11 ft,,10-12,,
5:19.0,,,10-12,,Defensive rebound by A. Drummond
5:13.0,,,10-14,2,I. Smith makes 2-pt shot from 8 ft
4:59.0,S. Ibaka misses 3-pt shot from 26 ft,,10-14,,
4:56.0,Offensive rebound by K. Lowry,,10-14,,
4:50.0,J. Valanciunas makes 3-pt shot from 24 ft (assist by K. Lowry),3,13-14,,
4:31.0,,,13-14,,R. Bullock misses 2-pt shot from 5 ft
4:29.0,Defensive rebound by J. Valanciunas,,13-14,,
4:23.0,S. Ibaka misses 2-pt shot from 16 ft,,13-14,,
4:19.0,Offensive rebound by J. Valanciunas,,13-14,,
4:14.0,,,13-14,,J. Ennis enters the game for L. Kennard
4:14.0,C. Miles enters the game for N. Powell,,13-14,,
4:14.0,J. Poeltl enters the game for J. Valanciunas,,13-14,,
4:05.0,J. Poeltl makes 2-pt shot from 2 ft (assist by K. Lowry),2,15-14,,
3:53.0,,,15-14,,Shooting foul by C. Miles (drawn by R. Bullock)
3:53.0,,,15-15,1,R. Bullock makes free throw 1 of 2
3:53.0,,,15-15,,D. Buycks enters the game for I. Smith
3:53.0,,,15-15,,A. Tolliver enters the game for B. Griffin
3:53.0,,,15-16,1,R. Bullock makes free throw 2 of 2
3:35.0,S. Ibaka misses 3-pt shot from 26 ft,,15-16,,
3:29.0,Offensive rebound by C. Miles,,15-16,,
3:24.0,C. Miles misses 3-pt shot from 26 ft,,15-16,,
3:22.0,,,15-16,,Defensive rebound by A. Drummond
3:16.0,,,15-16,,D. Buycks misses 3-pt shot from 25 ft
3:12.0,Defensive rebound by D. DeRozan,,15-16,,
3:05.0,D. DeRozan makes 2-pt shot from 5 ft,2,17-16,,
2:49.0,,,17-16,,A. Tolliver misses 3-pt shot from 27 ft
2:46.0,Defensive rebound by J. Poeltl,,17-16,,
2:40.0,S. Ibaka makes 2-pt shot from 16 ft (assist by K. Lowry),2,19-16,,
2:29.0,,,19-16,,Detroit full timeout
2:29.0,F. VanVleet enters the game for K. Lowry,,19-16,,
2:29.0,P. Siakam enters the game for S. Ibaka,,19-16,,
2:19.0,,,19-19,3,A. Tolliver makes 3-pt shot from 26 ft (assist by D. Buycks)
1:55.0,D. DeRozan misses 3-pt shot from 24 ft,,19-19,,
1:53.0,,,19-19,,Defensive rebound by Team
1:38.0,,,19-21,2,R. Bullock makes 2-pt shot from 16 ft (assist by A. Drummond)
1:24.0,C. Miles makes 3-pt shot from 25 ft (assist by P. Siakam),3,22-21,,
0:58.0,,,22-23,2,R. Bullock makes 2-pt shot from 1 ft (assist by A. Drummond)
0:45.0,D. DeRozan makes 2-pt shot from 15 ft,2,24-23,,
0:45.0,Shooting foul by A. Tolliver (drawn by D. DeRozan),,24-23,,
0:45.0,D. DeRozan makes free throw 1 of 1,1,25-23,,
0:32.0,,,25-23,,A. Drummond misses 2-pt shot from 7 ft
0:31.0,Defensive rebound by Team,,25-23,,
0:31.0,D. Wright enters the game for D. DeRozan,,25-23,,
0:28.0,C. Miles misses 3-pt shot from 27 ft,,25-23,,
0:23.0,Offensive rebound by D. Wright,,25-23,,
0:03.0,J. Poeltl makes 2-pt shot from 13 ft (assist by F. VanVleet),2,27-23,,
0:00.0,,,27-23,,D. Buycks misses 3-pt shot from 34 ft (block by F. VanVleet)
0:00.0,,,27-23,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:38.0,Turnover by J. Poeltl (turnover),,27-23,,
11:17.0,,,27-23,,L. Kennard misses 2-pt shot from 6 ft
11:17.0,Defensive rebound by D. Wright,,27-23,,
10:51.0,P. Siakam misses 2-pt shot from 7 ft,,27-23,,
10:48.0,,,27-23,,Defensive rebound by E. Moreland
10:39.0,,,27-26,3,A. Tolliver makes 3-pt shot from 26 ft (assist by L. Kennard)
10:16.0,J. Poeltl misses 2-pt shot from 2 ft (block by E. Moreland),,27-26,,
10:12.0,,,27-26,,Defensive rebound by A. Tolliver
10:10.0,,,27-26,,Offensive foul by E. Moreland (drawn by F. VanVleet)
10:10.0,,,27-26,,Turnover by E. Moreland (offensive foul)
10:01.0,F. VanVleet makes 2-pt shot at rim (assist by P. Siakam),2,29-26,,
9:50.0,,,29-26,,Turnover by D. Buycks (out of bounds lost ball)
9:36.0,J. Poeltl misses 2-pt shot from 4 ft,,29-26,,
9:33.0,,,29-26,,Defensive rebound by J. Ennis
9:29.0,,,29-28,2,E. Moreland makes 2-pt shot from 1 ft (assist by J. Ennis)
9:11.0,D. Wright misses 2-pt shot from 8 ft,,29-28,,
9:08.0,,,29-28,,Defensive rebound by E. Moreland
8:50.0,,,29-28,,D. Buycks misses 2-pt shot from 22 ft
8:47.0,Defensive rebound by D. Wright,,29-28,,
8:38.0,F. VanVleet misses 2-pt shot from 8 ft (block by E. Moreland),,29-28,,
8:35.0,,,29-28,,Defensive rebound by E. Moreland
8:32.0,,,29-30,2,J. Ennis makes 2-pt shot from 1 ft (assist by E. Moreland)
8:25.0,Toronto full timeout,,29-30,,
8:12.0,F. VanVleet misses 3-pt shot from 23 ft,,29-30,,
8:09.0,,,29-30,,Defensive rebound by L. Kennard
7:53.0,,,29-30,,Shooting foul by F. VanVleet (drawn by D. Buycks)
7:53.0,,,29-31,1,D. Buycks makes free throw 1 of 2
7:53.0,,,29-31,,B. Griffin enters the game for A. Tolliver
7:53.0,J. Valanciunas enters the game for F. VanVleet,,29-31,,
7:53.0,K. Lowry enters the game for J. Poeltl,,29-31,,
7:53.0,,,29-32,1,D. Buycks makes free throw 2 of 2
7:39.0,Turnover by C. Miles (step out of bounds),,29-32,,
7:39.0,,,29-32,,I. Smith enters the game for D. Buycks
7:26.0,,,29-34,2,J. Ennis makes 2-pt shot from 2 ft
7:26.0,,,29-34,,Shooting foul by J. Valanciunas (drawn by J. Ennis)
7:26.0,S. Ibaka enters the game for C. Miles,,29-34,,
7:26.0,D. DeRozan enters the game for P. Siakam,,29-34,,
7:26.0,,,29-35,1,J. Ennis makes free throw 1 of 1
7:09.0,Turnover by J. Valanciunas (lost ball; steal by B. Griffin),,29-35,,
7:08.0,Personal foul by S. Ibaka (drawn by B. Griffin),,29-35,,
7:02.0,,,29-35,,Turnover by I. Smith (out of bounds lost ball)
6:54.0,S. Ibaka misses 3-pt shot from 24 ft,,29-35,,
6:51.0,,,29-35,,Defensive rebound by E. Moreland
6:37.0,,,29-37,2,B. Griffin makes 2-pt shot from 2 ft
6:15.0,S. Ibaka makes 2-pt shot from 20 ft (assist by K. Lowry),2,31-37,,
5:59.0,,,31-40,3,B. Griffin makes 3-pt shot from 25 ft (assist by I. Smith)
5:43.0,J. Valanciunas misses 2-pt shot from 2 ft,,31-40,,
5:39.0,,,31-40,,Defensive rebound by E. Moreland
5:34.0,,,31-42,2,I. Smith makes 2-pt shot from 17 ft
5:26.0,Toronto full timeout,,31-42,,
5:26.0,N. Powell enters the game for D. Wright,,31-42,,
5:12.0,J. Valanciunas misses 2-pt shot from 7 ft (block by B. Griffin),,31-42,,
5:10.0,,,31-42,,Defensive rebound by E. Moreland
5:03.0,,,31-45,3,L. Kennard makes 3-pt shot from 25 ft (assist by I. Smith)
5:03.0,,,31-45,,Shooting foul by K. Lowry (drawn by L. Kennard)
5:03.0,,,31-45,,A. Drummond enters the game for E. Moreland
5:03.0,,,31-45,,L. Kennard misses free throw 1 of 1
5:01.0,Defensive rebound by S. Ibaka,,31-45,,
4:50.0,,,31-45,,Personal foul by J. Ennis (drawn by D. DeRozan)
4:50.0,,,31-45,,R. Bullock enters the game for J. Ennis
4:43.0,N. Powell misses 3-pt shot from 23 ft,,31-45,,
4:39.0,,,31-45,,Defensive rebound by L. Kennard
4:38.0,,,31-45,,Shooting foul by S. Ibaka (drawn by B. Griffin)
4:38.0,,,31-46,1,B. Griffin makes free throw 1 of 2
4:38.0,C. Miles enters the game for S. Ibaka,,31-46,,
4:38.0,Technical foul by S. Ibaka,,31-46,,
4:38.0,,,31-47,1,L. Kennard makes technical free throw
4:38.0,,,31-47,,B. Griffin misses free throw 2 of 2
4:35.0,Defensive rebound by J. Valanciunas,,31-47,,
4:21.0,C. Miles misses 3-pt shot from 23 ft,,31-47,,
4:17.0,,,31-47,,Defensive rebound by A. Drummond
4:05.0,Personal foul by N. Powell (drawn by B. Griffin),,31-47,,
4:05.0,,,31-48,1,B. Griffin makes free throw 1 of 2
4:05.0,,,31-48,,B. Griffin misses free throw 2 of 2
4:02.0,Defensive rebound by J. Valanciunas,,31-48,,
3:45.0,Shooting foul by L. Kennard (drawn by C. Miles),,31-48,,
3:45.0,C. Miles makes free throw 1 of 2,1,32-48,,
3:45.0,,,32-48,,J. Ennis enters the game for L. Kennard
3:45.0,L. Nogueira enters the game for J. Valanciunas,,32-48,,
3:45.0,C. Miles makes free throw 2 of 2,1,33-48,,
3:34.0,,,33-48,,Turnover by R. Bullock (bad pass; steal by C. Miles)
3:30.0,D. DeRozan makes 2-pt shot at rim (assist by K. Lowry),2,35-48,,
3:06.0,,,35-50,2,B. Griffin makes 2-pt shot from 1 ft
2:55.0,D. DeRozan makes 2-pt shot from 19 ft,2,37-50,,
2:37.0,,,37-52,2,R. Bullock makes 2-pt shot from 20 ft (assist by J. Ennis)
2:17.0,Shooting foul by J. Ennis (drawn by L. Nogueira),,37-52,,
2:17.0,L. Nogueira makes free throw 1 of 2,1,38-52,,
2:17.0,L. Nogueira misses free throw 2 of 2,,38-52,,
2:15.0,,,38-52,,Defensive rebound by B. Griffin
1:58.0,,,38-52,,B. Griffin misses 2-pt shot from 5 ft (block by L. Nogueira)
1:54.0,Defensive rebound by D. DeRozan,,38-52,,
1:52.0,D. DeRozan makes 2-pt shot from 2 ft,2,40-52,,
1:24.0,,,40-52,,J. Ennis misses 3-pt shot from 31 ft
1:20.0,Defensive rebound by K. Lowry,,40-52,,
1:16.0,N. Powell misses 3-pt shot from 23 ft,,40-52,,
1:13.0,,,40-52,,Defensive rebound by A. Drummond
1:11.0,,,40-52,,Turnover by A. Drummond (lost ball; steal by K. Lowry)
1:06.0,N. Powell makes 3-pt shot from 25 ft (assist by K. Lowry),3,43-52,,
0:50.0,,,43-54,2,I. Smith makes 2-pt shot from 17 ft
0:45.0,N. Powell misses 2-pt shot from 3 ft (block by A. Drummond),,43-54,,
0:41.0,Offensive rebound by N. Powell,,43-54,,
0:39.0,K. Lowry misses 3-pt shot from 22 ft,,43-54,,
0:39.0,,,43-54,,Defensive rebound by J. Ennis
0:31.0,,,43-54,,I. Smith misses 2-pt shot from 2 ft
0:31.0,,,43-54,,Offensive rebound by A. Drummond
0:31.0,,,43-56,2,A. Drummond makes 2-pt shot at rim
0:25.0,,,43-56,,Personal foul by A. Drummond (drawn by K. Lowry)
0:09.0,,,43-56,,Personal foul by J. Ennis (drawn by K. Lowry)
0:09.0,K. Lowry makes free throw 1 of 2,1,44-56,,
0:09.0,,,44-56,,L. Kennard enters the game for J. Ennis
0:09.0,P. Siakam enters the game for C. Miles,,44-56,,
0:09.0,K. Lowry makes free throw 2 of 2,1,45-56,,
0:00.0,,,45-59,3,I. Smith makes 3-pt shot from 25 ft (assist by R. Bullock)
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:45.0,D. DeRozan makes 2-pt shot from 11 ft (assist by J. Valanciunas),2,47-59,,
11:17.0,,,47-59,,B. Griffin misses 3-pt shot from 25 ft
11:14.0,Defensive rebound by P. Siakam,,47-59,,
10:59.0,J. Valanciunas makes 2-pt shot from 8 ft (assist by P. Siakam),2,49-59,,
10:43.0,,,49-61,2,B. Griffin makes 2-pt shot from 3 ft (assist by I. Smith)
10:25.0,K. Lowry makes 3-pt shot from 26 ft (assist by D. DeRozan),3,52-61,,
10:25.0,Shooting foul by I. Smith (drawn by K. Lowry),,52-61,,
10:25.0,K. Lowry misses free throw 1 of 1,,52-61,,
10:22.0,,,52-61,,Defensive rebound by A. Drummond
10:08.0,,,52-61,,L. Kennard misses 2-pt shot from 9 ft (block by P. Siakam)
10:05.0,Defensive rebound by P. Siakam,,52-61,,
9:55.0,P. Siakam makes 3-pt shot from 23 ft (assist by D. DeRozan),3,55-61,,
9:54.0,,,55-61,,Detroit full timeout
9:31.0,,,55-63,2,B. Griffin makes 2-pt shot from 7 ft
9:14.0,,,55-63,,Def 3 sec tech foul by B. Griffin
9:14.0,D. DeRozan makes technical free throw,1,56-63,,
9:09.0,N. Powell makes 2-pt shot at rim (assist by D. DeRozan),2,58-63,,
8:53.0,Violation by P. Siakam (kicked ball),,58-63,,
8:44.0,,,58-63,,I. Smith misses 2-pt shot from 3 ft
8:39.0,,,58-63,,Offensive rebound by A. Drummond
8:38.0,,,58-63,,A. Drummond misses 2-pt shot from 4 ft
8:38.0,Defensive rebound by J. Valanciunas,,58-63,,
8:29.0,P. Siakam misses 3-pt shot from 23 ft,,58-63,,
8:25.0,,,58-63,,Defensive rebound by L. Kennard
8:14.0,,,58-66,3,R. Bullock makes 3-pt shot from 26 ft (assist by L. Kennard)
8:14.0,Away from play foul by N. Powell (drawn by B. Griffin),,58-66,,
8:14.0,,,58-67,1,B. Griffin makes free throw 1 of 1
7:56.0,J. Valanciunas misses 3-pt shot from 27 ft,,58-67,,
7:52.0,,,58-67,,Defensive rebound by L. Kennard
7:49.0,,,58-67,,Turnover by I. Smith (bad pass; steal by P. Siakam)
7:41.0,D. DeRozan misses 3-pt shot from 26 ft,,58-67,,
7:36.0,,,58-67,,Defensive rebound by A. Drummond
7:26.0,,,58-69,2,B. Griffin makes 2-pt shot from 1 ft (assist by I. Smith)
7:12.0,,,58-69,,Personal foul by A. Drummond (drawn by K. Lowry)
7:07.0,K. Lowry makes 3-pt shot from 26 ft (assist by D. DeRozan),3,61-69,,
7:07.0,Shooting foul by L. Kennard (drawn by K. Lowry),,61-69,,
7:07.0,K. Lowry makes free throw 1 of 1,1,62-69,,
6:57.0,Personal foul by N. Powell (drawn by R. Bullock),,62-69,,
6:47.0,,,62-72,3,L. Kennard makes 3-pt shot from 24 ft (assist by B. Griffin)
6:31.0,D. DeRozan makes 3-pt shot from 26 ft (assist by K. Lowry),3,65-72,,
6:12.0,,,65-72,,B. Griffin misses 2-pt shot from 5 ft (block by J. Valanciunas)
6:07.0,,,65-72,,Offensive rebound by A. Drummond
6:06.0,,,65-74,2,A. Drummond makes 2-pt shot from 1 ft
5:57.0,J. Valanciunas makes 2-pt shot from 4 ft (assist by K. Lowry),2,67-74,,
5:42.0,,,67-74,,Shooting foul by P. Siakam (drawn by R. Bullock)
5:42.0,,,67-75,1,R. Bullock makes free throw 1 of 2
5:42.0,,,67-76,1,R. Bullock makes free throw 2 of 2
5:29.0,D. DeRozan misses 2-pt shot from 13 ft (block by A. Drummond),,67-76,,
5:24.0,,,67-76,,Defensive rebound by I. Smith
5:22.0,,,67-76,,R. Bullock misses 3-pt shot from 26 ft
5:19.0,Defensive rebound by N. Powell,,67-76,,
5:14.0,,,67-76,,Personal foul by L. Kennard (drawn by K. Lowry)
5:14.0,,,67-76,,J. Ennis enters the game for L. Kennard
4:57.0,D. DeRozan makes 3-pt shot from 26 ft (assist by J. Valanciunas),3,70-76,,
4:31.0,,,70-76,,Turnover by B. Griffin (lost ball; steal by K. Lowry)
4:27.0,N. Powell makes 2-pt shot from 2 ft (assist by K. Lowry),2,72-76,,
4:07.0,,,72-76,,R. Bullock misses 2-pt shot from 13 ft (block by N. Powell)
4:04.0,Defensive rebound by N. Powell,,72-76,,
4:04.0,P. Siakam makes 2-pt shot from 1 ft (assist by K. Lowry),2,74-76,,
4:04.0,Shooting foul by J. Ennis (drawn by P. Siakam),,74-76,,
4:04.0,,,74-76,,A. Tolliver enters the game for I. Smith
4:04.0,,,74-76,,D. Buycks enters the game for B. Griffin
4:04.0,J. Poeltl enters the game for J. Valanciunas,,74-76,,
4:04.0,P. Siakam makes free throw 1 of 1,1,75-76,,
4:04.0,,,75-76,,Detroit full timeout
3:44.0,,,75-78,2,D. Buycks makes 2-pt shot from 19 ft
3:26.0,K. Lowry makes 2-pt shot from 2 ft,2,77-78,,
3:26.0,Shooting foul by A. Drummond (drawn by K. Lowry),,77-78,,
3:26.0,,,77-78,,E. Moreland enters the game for A. Drummond
3:26.0,K. Lowry makes free throw 1 of 1,1,78-78,,
3:04.0,,,78-78,,R. Bullock misses 3-pt shot from 27 ft
2:59.0,Defensive rebound by J. Poeltl,,78-78,,
2:54.0,N. Powell makes 3-pt shot from 22 ft (assist by K. Lowry),3,81-78,,
2:38.0,,,81-78,,Turnover by D. Buycks (bad pass; steal by K. Lowry)
2:25.0,D. DeRozan makes 2-pt shot from 1 ft,2,83-78,,
2:13.0,Personal foul by K. Lowry (drawn by D. Buycks),,83-78,,
2:08.0,,,83-78,,D. Buycks misses 2-pt shot from 19 ft
2:04.0,Defensive rebound by D. DeRozan,,83-78,,
1:55.0,Shooting foul by E. Moreland (drawn by D. DeRozan),,83-78,,
1:55.0,D. DeRozan makes free throw 1 of 2,1,84-78,,
1:55.0,C. Miles enters the game for K. Lowry,,84-78,,
1:55.0,F. VanVleet enters the game for P. Siakam,,84-78,,
1:55.0,D. DeRozan makes free throw 2 of 2,1,85-78,,
1:40.0,,,85-81,3,D. Buycks makes 3-pt shot from 26 ft (assist by R. Bullock)
1:24.0,N. Powell misses 2-pt shot at rim,,85-81,,
1:22.0,,,85-81,,Defensive rebound by R. Bullock
1:14.0,,,85-81,,D. Buycks misses 2-pt shot from 16 ft
1:10.0,Defensive rebound by C. Miles,,85-81,,
1:03.0,D. DeRozan misses 2-pt shot from 6 ft,,85-81,,
1:00.0,,,85-81,,Defensive rebound by E. Moreland
0:49.0,,,85-81,,Turnover by E. Moreland (bad pass)
0:37.0,D. DeRozan misses 3-pt shot from 25 ft,,85-81,,
0:33.0,,,85-81,,Defensive rebound by J. Ennis
0:30.0,,,85-83,2,J. Ennis makes 2-pt shot from 1 ft
0:30.0,Loose ball foul by F. VanVleet (drawn by A. Tolliver),,85-83,,
0:30.0,,,85-84,1,A. Tolliver makes free throw 1 of 1
0:09.0,C. Miles misses 3-pt shot from 27 ft,,85-84,,
0:03.0,Offensive rebound by F. VanVleet,,85-84,,
0:02.0,J. Poeltl misses 2-pt shot from 2 ft,,85-84,,
0:02.0,,,85-84,,Defensive rebound by E. Moreland
0:00.0,,,85-84,,D. Buycks misses 2-pt shot from 3 ft
0:00.0,,,85-84,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:37.0,,,85-84,,J. Ennis misses 3-pt shot from 23 ft
11:33.0,Defensive rebound by F. VanVleet,,85-84,,
11:29.0,C. Miles makes 3-pt shot from 27 ft (assist by F. VanVleet),3,88-84,,
11:12.0,,,88-84,,D. Buycks misses 2-pt shot from 3 ft
11:09.0,Defensive rebound by C. Miles,,88-84,,
10:49.0,C. Miles misses 3-pt shot from 28 ft,,88-84,,
10:45.0,,,88-84,,Defensive rebound by D. Buycks
10:42.0,,,88-84,,Turnover by D. Buycks (bad pass; steal by F. VanVleet)
10:17.0,F. VanVleet misses 3-pt shot from 25 ft,,88-84,,
10:15.0,Offensive rebound by F. VanVleet,,88-84,,
10:09.0,C. Miles misses 2-pt shot from 5 ft,,88-84,,
10:08.0,,,88-84,,Defensive rebound by A. Tolliver
10:08.0,Personal foul by C. Miles (drawn by A. Tolliver),,88-84,,
9:46.0,,,88-84,,A. Tolliver misses 3-pt shot from 27 ft
9:41.0,,,88-84,,Offensive rebound by E. Moreland
9:37.0,,,88-86,2,E. Moreland makes 2-pt shot from 1 ft (assist by J. Ennis)
9:21.0,N. Powell makes 2-pt shot at rim (assist by M. Miller),2,90-86,,
9:04.0,,,90-88,2,L. Kennard makes 2-pt shot from 15 ft (assist by D. Buycks)
8:52.0,Turnover by F. VanVleet (out of bounds lost ball),,90-88,,
8:52.0,,,90-88,,I. Smith enters the game for D. Buycks
8:52.0,,,90-88,,B. Griffin enters the game for A. Tolliver
8:52.0,K. Lowry enters the game for N. Powell,,90-88,,
8:35.0,,,90-88,,B. Griffin misses 2-pt shot from 5 ft
8:32.0,,,90-88,,Offensive rebound by J. Ennis
8:30.0,,,90-88,,Shooting foul by C. Miles (drawn by J. Ennis)
8:30.0,,,90-89,1,J. Ennis makes free throw 1 of 2
8:30.0,,,90-90,1,J. Ennis makes free throw 2 of 2
8:17.0,M. Miller misses 3-pt shot from 27 ft,,90-90,,
8:13.0,,,90-90,,Defensive rebound by L. Kennard
8:07.0,,,90-90,,E. Moreland misses 2-pt shot from 2 ft
8:05.0,Defensive rebound by F. VanVleet,,90-90,,
7:59.0,M. Miller makes 2-pt shot at rim (assist by K. Lowry),2,92-90,,
7:39.0,,,92-90,,L. Kennard misses 3-pt shot from 24 ft
7:39.0,,,92-90,,Offensive rebound by Team
7:39.0,Loose ball foul by K. Lowry (drawn by E. Moreland),,92-90,,
7:24.0,Personal foul by J. Poeltl (drawn by B. Griffin),,92-90,,
7:24.0,D. DeRozan enters the game for M. Miller,,92-90,,
7:14.0,,,92-92,2,E. Moreland makes 2-pt shot at rim (assist by I. Smith)
6:57.0,K. Lowry makes 3-pt shot from 27 ft (assist by J. Poeltl),3,95-92,,
6:38.0,,,95-92,,Shooting foul by J. Poeltl (drawn by B. Griffin)
6:38.0,,,95-92,,Detroit full timeout
6:38.0,,,95-92,,A. Drummond enters the game for E. Moreland
6:38.0,P. Siakam enters the game for C. Miles,,95-92,,
6:38.0,J. Valanciunas enters the game for J. Poeltl,,95-92,,
6:38.0,,,95-92,,B. Griffin misses free throw 1 of 2
6:38.0,,,95-92,,Offensive rebound by Team
6:38.0,,,95-92,,B. Griffin misses free throw 2 of 2
6:35.0,Defensive rebound by J. Valanciunas,,95-92,,
6:24.0,J. Valanciunas makes 2-pt shot from 1 ft (assist by K. Lowry),2,97-92,,
6:09.0,,,97-94,2,A. Drummond makes 2-pt shot from 6 ft (assist by J. Ennis)
5:48.0,K. Lowry misses 3-pt shot from 26 ft,,97-94,,
5:42.0,,,97-94,,Defensive rebound by A. Drummond
5:31.0,,,97-96,2,B. Griffin makes 2-pt shot from 2 ft (assist by I. Smith)
5:11.0,D. DeRozan makes 2-pt shot from 16 ft,2,99-96,,
4:57.0,,,99-96,,Turnover by L. Kennard (out of bounds lost ball)
4:57.0,,,99-96,,R. Bullock enters the game for L. Kennard
4:43.0,D. DeRozan misses 3-pt shot from 23 ft,,99-96,,
4:39.0,,,99-96,,Defensive rebound by A. Drummond
4:31.0,,,99-96,,A. Drummond misses 2-pt shot from 7 ft
4:29.0,Defensive rebound by K. Lowry,,99-96,,
4:23.0,,,99-96,,Personal foul by B. Griffin (drawn by F. VanVleet)
4:23.0,Toronto full timeout,,99-96,,
4:17.0,F. VanVleet misses 3-pt shot from 25 ft,,99-96,,
4:13.0,,,99-96,,Defensive rebound by R. Bullock
3:56.0,,,99-96,,B. Griffin misses 3-pt shot from 25 ft
3:52.0,Defensive rebound by J. Valanciunas,,99-96,,
3:46.0,D. DeRozan makes 2-pt shot from 1 ft (assist by P. Siakam),2,101-96,,
3:26.0,,,101-98,2,J. Ennis makes 2-pt shot from 3 ft (assist by R. Bullock)
3:12.0,D. DeRozan makes 2-pt shot from 8 ft,2,103-98,,
2:54.0,,,103-98,,Shooting foul by D. DeRozan (drawn by J. Ennis)
2:54.0,,,103-99,1,J. Ennis makes free throw 1 of 3
