time,Houston,pts.away,score,pts.home,Atlanta
1:43.0,,,31-23,2,K. Bazemore makes 2-pt shot from 2 ft
1:43.0,,,31-23,,Shooting foul by P. Tucker (drawn by K. Bazemore)
1:43.0,,,31-23,,K. Bazemore misses free throw 1 of 1
1:40.0,Defensive rebound by R. Anderson,,31-23,,
1:27.0,,,31-23,,Violation by J. Collins (kicked ball)
1:22.0,N. Hilario misses 2-pt shot from 8 ft,,31-23,,
1:19.0,Offensive rebound by N. Hilario,,31-23,,
1:13.0,Turnover by J. Harden (bad pass; steal by J. Collins),,31-23,,
1:03.0,,,31-25,2,K. Bazemore makes 2-pt shot from 20 ft
0:56.0,Shooting foul by J. Collins (drawn by L. Mbah a Moute),,31-25,,
0:56.0,L. Mbah a Moute makes free throw 1 of 2,1,32-25,,
0:56.0,L. Mbah a Moute makes free throw 2 of 2,1,33-25,,
0:37.0,,,33-25,,K. Bazemore misses 2-pt shot from 6 ft
0:33.0,,,33-25,,Offensive rebound by J. Collins
0:30.0,,,33-25,,M. Belinelli misses 3-pt shot from 25 ft
0:30.0,Defensive rebound by N. Hilario,,33-25,,
0:05.0,J. Harden makes 3-pt shot from 25 ft,3,36-25,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:46.0,R. Anderson misses 3-pt shot from 27 ft,,36-25,,
11:42.0,,,36-25,,Defensive rebound by J. Collins
11:35.0,Personal foul by L. Mbah a Moute (drawn by K. Bazemore),,36-25,,
11:35.0,,,36-25,,T. Dorsey enters the game for M. Belinelli
11:29.0,,,36-28,3,L. Babbitt makes 3-pt shot from 24 ft (assist by I. Taylor)
11:03.0,Turnover by E. Gordon (bad pass; steal by K. Bazemore),,36-28,,
10:53.0,,,36-28,,T. Dorsey misses 3-pt shot from 22 ft
10:50.0,Defensive rebound by T. Black,,36-28,,
10:44.0,L. Mbah a Moute misses 2-pt shot from 2 ft,,36-28,,
10:41.0,,,36-28,,Defensive rebound by J. Collins
10:39.0,,,36-28,,Offensive charge foul by I. Taylor (drawn by E. Gordon)
10:39.0,,,36-28,,Turnover by I. Taylor (offensive foul)
10:21.0,R. Anderson makes 3-pt shot from 25 ft (assist by E. Gordon),3,39-28,,
10:04.0,,,39-28,,Turnover by I. Taylor (lost ball; steal by T. Black)
9:51.0,,,39-28,,Def 3 sec tech foul by J. Collins
9:51.0,E. Gordon makes technical free throw,1,40-28,,
9:51.0,,,40-28,,D. Schroder enters the game for K. Bazemore
9:42.0,T. Black misses 2-pt shot from 1 ft,,40-28,,
9:38.0,,,40-28,,Defensive rebound by I. Taylor
9:29.0,,,40-28,,Turnover by J. Collins (lost ball; steal by E. Gordon)
9:21.0,Turnover by E. Gordon (bad pass; steal by J. Collins),,40-28,,
9:14.0,,,40-28,,D. Schroder misses 2-pt shot from 2 ft (block by E. Gordon)
9:07.0,,,40-28,,Offensive rebound by D. Schroder
9:06.0,,,40-31,3,L. Babbitt makes 3-pt shot from 22 ft (assist by D. Schroder)
8:52.0,E. Gordon makes 2-pt shot from 1 ft,2,42-31,,
8:34.0,,,42-34,3,D. Schroder makes 3-pt shot from 25 ft
8:16.0,T. Black makes 2-pt shot from 2 ft (assist by L. Mbah a Moute),2,44-34,,
7:52.0,,,44-34,,D. Dedmon enters the game for L. Babbitt
7:52.0,,,44-34,,M. Muscala enters the game for J. Collins
7:46.0,,,44-34,,D. Schroder misses 3-pt shot from 24 ft
7:44.0,Defensive rebound by T. Black,,44-34,,
7:31.0,R. Anderson makes 2-pt shot from 18 ft (assist by P. Tucker),2,46-34,,
7:20.0,,,46-34,,Shooting foul by T. Black (drawn by T. Dorsey)
7:20.0,,,46-35,1,T. Dorsey makes free throw 1 of 2
7:20.0,,,46-36,1,T. Dorsey makes free throw 2 of 2
7:08.0,E. Gordon makes 3-pt shot from 26 ft (assist by T. Black),3,49-36,,
6:56.0,Personal foul by P. Tucker (drawn by M. Muscala),,49-36,,
6:56.0,,,49-36,,Atlanta full timeout
6:56.0,C. Capela enters the game for P. Tucker,,49-36,,
6:56.0,J. Harden enters the game for L. Mbah a Moute,,49-36,,
6:56.0,T. Ariza enters the game for T. Black,,49-36,,
6:43.0,,,49-36,,D. Schroder misses 2-pt shot from 20 ft
6:40.0,Defensive rebound by T. Ariza,,49-36,,
6:26.0,E. Gordon misses 3-pt shot from 24 ft,,49-36,,
6:24.0,,,49-36,,Defensive rebound by M. Muscala
6:14.0,,,49-36,,T. Dorsey misses 3-pt shot from 25 ft
6:09.0,Defensive rebound by C. Capela,,49-36,,
6:06.0,T. Ariza makes 3-pt shot from 22 ft (assist by E. Gordon),3,52-36,,
5:52.0,,,52-36,,I. Taylor misses 2-pt shot from 7 ft
5:50.0,Defensive rebound by C. Capela,,52-36,,
5:50.0,Technical foul by Team,,52-36,,
5:50.0,J. Harden makes technical free throw,1,53-36,,
5:50.0,,,53-36,,T. Waller-Prince enters the game for T. Dorsey
5:50.0,,,53-36,,K. Bazemore enters the game for I. Taylor
5:39.0,J. Harden makes 3-pt shot from 24 ft,3,56-36,,
5:19.0,,,56-38,2,D. Schroder makes 2-pt shot from 1 ft
5:13.0,Turnover by E. Gordon (lost ball; steal by K. Bazemore),,56-38,,
5:02.0,,,56-41,3,T. Waller-Prince makes 3-pt shot from 25 ft (assist by D. Schroder)
4:39.0,Turnover by J. Harden (bad pass; steal by M. Muscala),,56-41,,
4:29.0,,,56-41,,D. Schroder misses 2-pt shot from 1 ft
4:28.0,Defensive rebound by E. Gordon,,56-41,,
4:21.0,Turnover by C. Capela (turnover),,56-41,,
4:04.0,,,56-44,3,D. Schroder makes 3-pt shot from 25 ft
3:52.0,,,56-44,,Personal foul by M. Muscala (drawn by C. Capela)
3:52.0,L. Mbah a Moute enters the game for E. Gordon,,56-44,,
3:50.0,R. Anderson misses 3-pt shot from 26 ft,,56-44,,
3:47.0,,,56-44,,Defensive rebound by K. Bazemore
3:42.0,,,56-46,2,K. Bazemore makes 2-pt shot from 1 ft
3:28.0,C. Capela makes 2-pt shot from 2 ft (assist by J. Harden),2,58-46,,
3:09.0,,,58-46,,D. Schroder misses 2-pt shot from 14 ft
3:06.0,Defensive rebound by R. Anderson,,58-46,,
2:58.0,C. Capela makes 2-pt shot from 2 ft (assist by J. Harden),2,60-46,,
2:39.0,,,60-46,,M. Muscala misses 3-pt shot from 25 ft
2:36.0,Defensive rebound by L. Mbah a Moute,,60-46,,
2:26.0,R. Anderson misses 3-pt shot from 25 ft,,60-46,,
2:23.0,,,60-46,,Defensive rebound by K. Bazemore
2:17.0,,,60-46,,K. Bazemore misses 3-pt shot from 25 ft
2:13.0,Defensive rebound by R. Anderson,,60-46,,
1:59.0,J. Harden misses 3-pt shot from 24 ft,,60-46,,
1:56.0,Offensive rebound by T. Ariza,,60-46,,
1:52.0,C. Capela makes 2-pt shot from 1 ft (assist by T. Ariza),2,62-46,,
1:51.0,,,62-46,,Atlanta full timeout
1:51.0,,,62-46,,M. Belinelli enters the game for T. Waller-Prince
1:51.0,,,62-46,,L. Babbitt enters the game for D. Dedmon
1:51.0,,,62-46,,J. Collins enters the game for M. Muscala
1:40.0,,,62-48,2,J. Collins makes 2-pt shot from 2 ft (assist by K. Bazemore)
1:27.0,J. Harden makes 2-pt shot from 8 ft,2,64-48,,
1:01.0,,,64-48,,K. Bazemore misses 2-pt shot from 2 ft
0:57.0,Defensive rebound by R. Anderson,,64-48,,
0:56.0,L. Mbah a Moute makes 2-pt shot from 1 ft (assist by J. Harden),2,66-48,,
0:43.0,,,66-48,,Turnover by K. Bazemore (bad pass; steal by J. Harden)
0:30.0,J. Harden misses 3-pt shot from 24 ft,,66-48,,
0:27.0,,,66-48,,Defensive rebound by J. Collins
0:22.0,,,66-51,3,L. Babbitt makes 3-pt shot from 24 ft (assist by D. Schroder)
0:02.0,,,66-51,,Personal foul by L. Babbitt (drawn by J. Harden)
0:02.0,,,66-51,,T. Waller-Prince enters the game for L. Babbitt
0:00.0,Shooting foul by K. Bazemore (drawn by J. Harden),,66-51,,
0:00.0,J. Harden makes free throw 1 of 3,1,67-51,,
0:00.0,J. Harden makes free throw 2 of 3,1,68-51,,
0:00.0,J. Harden makes free throw 3 of 3,1,69-51,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:45.0,Turnover by T. Ariza (bad pass; steal by M. Muscala),,69-51,,
11:36.0,,,69-53,2,T. Waller-Prince makes 2-pt shot from 2 ft
11:25.0,E. Gordon misses 3-pt shot from 23 ft,,69-53,,
11:23.0,Offensive rebound by Team,,69-53,,
11:21.0,J. Harden makes 3-pt shot from 25 ft (assist by T. Ariza),3,72-53,,
11:06.0,,,72-53,,K. Bazemore misses 3-pt shot from 24 ft
11:03.0,Defensive rebound by R. Anderson,,72-53,,
10:55.0,E. Gordon misses 2-pt shot from 2 ft,,72-53,,
10:50.0,Offensive rebound by C. Capela,,72-53,,
10:36.0,C. Capela misses 2-pt shot from 2 ft (block by M. Muscala),,72-53,,
10:32.0,,,72-53,,Defensive rebound by M. Muscala
10:22.0,,,72-55,2,D. Dedmon makes 2-pt shot from 18 ft (assist by T. Waller-Prince)
10:06.0,T. Ariza misses 3-pt shot from 23 ft,,72-55,,
10:00.0,Offensive rebound by C. Capela,,72-55,,
9:58.0,,,72-55,,Personal foul by M. Muscala (drawn by E. Gordon)
9:56.0,R. Anderson misses 3-pt shot from 25 ft,,72-55,,
9:51.0,Offensive rebound by C. Capela,,72-55,,
9:48.0,E. Gordon misses 3-pt shot from 23 ft,,72-55,,
9:45.0,,,72-55,,Defensive rebound by K. Bazemore
9:40.0,,,72-55,,Turnover by D. Schroder (lost ball; steal by E. Gordon)
9:34.0,R. Anderson makes 3-pt shot from 25 ft (assist by J. Harden),3,75-55,,
9:17.0,,,75-57,2,K. Bazemore makes 2-pt shot from 3 ft
9:17.0,,,75-57,,Shooting foul by R. Anderson (drawn by K. Bazemore)
9:17.0,,,75-57,,L. Babbitt enters the game for M. Muscala
9:17.0,,,75-58,1,K. Bazemore makes free throw 1 of 1
9:06.0,E. Gordon makes 2-pt shot from 2 ft,2,77-58,,
8:53.0,,,77-58,,K. Bazemore misses 3-pt shot from 22 ft
8:49.0,Defensive rebound by T. Ariza,,77-58,,
8:42.0,T. Ariza misses 3-pt shot from 26 ft,,77-58,,
8:37.0,,,77-58,,Defensive rebound by D. Dedmon
8:23.0,,,77-58,,T. Waller-Prince misses 3-pt shot from 25 ft
8:20.0,Defensive rebound by T. Ariza,,77-58,,
8:14.0,E. Gordon misses 3-pt shot from 26 ft,,77-58,,
8:10.0,,,77-58,,Defensive rebound by L. Babbitt
8:02.0,,,77-58,,K. Bazemore misses 3-pt shot from 23 ft
7:59.0,Defensive rebound by T. Ariza,,77-58,,
7:56.0,,,77-58,,Technical foul by K. Bazemore
7:56.0,J. Harden misses technical free throw,,77-58,,
7:56.0,Offensive rebound by Team,,77-58,,
7:56.0,,,77-58,,I. Taylor enters the game for D. Schroder
7:55.0,Shooting foul by K. Bazemore,,77-58,,
7:55.0,J. Harden makes free throw 1 of 3,1,78-58,,
7:55.0,J. Harden makes free throw 2 of 3,1,79-58,,
7:55.0,J. Harden misses free throw 3 of 3,,79-58,,
7:53.0,,,79-58,,Defensive rebound by D. Dedmon
7:38.0,,,79-60,2,T. Waller-Prince makes 2-pt shot from 4 ft (assist by L. Babbitt)
7:25.0,E. Gordon makes 2-pt shot from 3 ft,2,81-60,,
7:11.0,,,81-63,3,D. Dedmon makes 3-pt shot from 23 ft (assist by I. Taylor)
7:03.0,T. Ariza misses 3-pt shot from 25 ft,,81-63,,
7:03.0,,,81-63,,Defensive rebound by D. Dedmon
6:54.0,,,81-66,3,T. Waller-Prince makes 3-pt shot from 22 ft (assist by I. Taylor)
6:50.0,Houston full timeout,,81-66,,
6:50.0,P. Tucker enters the game for E. Gordon,,81-66,,
6:50.0,L. Mbah a Moute enters the game for C. Capela,,81-66,,
6:50.0,N. Hilario enters the game for R. Anderson,,81-66,,
6:44.0,,,81-66,,Personal foul by K. Bazemore (drawn by J. Harden)
6:27.0,N. Hilario misses 3-pt shot from 23 ft,,81-66,,
6:24.0,,,81-66,,Defensive rebound by T. Waller-Prince
6:17.0,,,81-66,,D. Dedmon misses 3-pt shot from 23 ft
6:14.0,Defensive rebound by P. Tucker,,81-66,,
5:58.0,P. Tucker misses 3-pt shot from 23 ft,,81-66,,
5:56.0,,,81-66,,Defensive rebound by D. Dedmon
5:51.0,,,81-68,2,T. Waller-Prince makes 2-pt shot from 2 ft
5:33.0,J. Harden misses 3-pt shot from 26 ft,,81-68,,
5:30.0,,,81-68,,Defensive rebound by D. Dedmon
5:24.0,,,81-68,,K. Bazemore misses 2-pt shot from 1 ft
5:22.0,Defensive rebound by N. Hilario,,81-68,,
5:03.0,N. Hilario makes 2-pt shot from 3 ft (assist by T. Ariza),2,83-68,,
4:48.0,Violation by J. Harden (kicked ball),,83-68,,
4:48.0,,,83-68,,J. Collins enters the game for D. Dedmon
4:48.0,,,83-68,,M. Belinelli enters the game for K. Bazemore
4:44.0,,,83-68,,Shooting foul by P. Tucker (drawn by I. Taylor)
4:44.0,,,83-69,1,I. Taylor makes free throw 1 of 2
4:44.0,,,83-70,1,I. Taylor makes free throw 2 of 2
4:32.0,L. Mbah a Moute misses 3-pt shot from 23 ft,,83-70,,
4:29.0,Offensive rebound by L. Mbah a Moute,,83-70,,
4:17.0,N. Hilario misses 2-pt shot from 2 ft,,83-70,,
4:13.0,Offensive rebound by L. Mbah a Moute,,83-70,,
4:11.0,L. Mbah a Moute makes 2-pt shot from 1 ft,2,85-70,,
3:54.0,,,85-70,,T. Waller-Prince misses 3-pt shot from 24 ft
3:51.0,Defensive rebound by P. Tucker,,85-70,,
3:41.0,Turnover by N. Hilario (bad pass),,85-70,,
3:30.0,,,85-70,,I. Taylor misses 2-pt shot from 22 ft
3:25.0,Defensive rebound by J. Harden,,85-70,,
3:06.0,N. Hilario makes 2-pt shot at rim (assist by J. Harden),2,87-70,,
2:59.0,,,87-70,,M. Belinelli misses 3-pt shot from 24 ft
2:59.0,Defensive rebound by P. Tucker,,87-70,,
2:49.0,L. Mbah a Moute makes 3-pt shot from 24 ft (assist by J. Harden),3,90-70,,
2:44.0,,,90-70,,Atlanta full timeout
2:44.0,,,90-70,,K. Bazemore enters the game for T. Waller-Prince
2:44.0,E. Gordon enters the game for T. Ariza,,90-70,,
2:24.0,,,90-70,,K. Bazemore misses 3-pt shot from 24 ft
2:20.0,Defensive rebound by N. Hilario,,90-70,,
1:59.0,L. Mbah a Moute makes 2-pt shot from 1 ft (assist by N. Hilario),2,92-70,,
1:48.0,Personal foul by P. Tucker (drawn by M. Belinelli),,92-70,,
1:39.0,Personal foul by L. Mbah a Moute (drawn by J. Collins),,92-70,,
1:39.0,,,92-71,1,J. Collins makes free throw 2 of 2
1:39.0,,,92-72,1,J. Collins makes free throw 1 of 2
1:28.0,J. Harden misses 2-pt shot from 2 ft (block by J. Collins),,92-72,,
1:28.0,,,92-72,,Defensive rebound by K. Bazemore
1:28.0,Personal foul by N. Hilario (drawn by K. Bazemore),,92-72,,
1:28.0,,,92-73,1,K. Bazemore makes free throw 1 of 2
1:28.0,,,92-74,1,K. Bazemore makes free throw 2 of 2
1:21.0,Turnover by E. Gordon (step out of bounds),,92-74,,
1:13.0,,,92-74,,Turnover by I. Taylor (bad pass; steal by N. Hilario)
1:07.0,J. Harden makes 3-pt shot from 25 ft (assist by E. Gordon),3,95-74,,
0:52.0,,,95-74,,L. Babbitt misses 2-pt shot from 2 ft
0:49.0,Defensive rebound by N. Hilario,,95-74,,
0:42.0,N. Hilario makes 2-pt shot from 2 ft (assist by J. Harden),2,97-74,,
0:29.0,,,97-74,,Turnover by K. Bazemore (bad pass; steal by N. Hilario)
0:04.0,Turnover by Team (shot clock),,97-74,,
0:00.0,Personal foul by L. Mbah a Moute (drawn by K. Bazemore),,97-74,,
0:00.0,,,97-75,1,K. Bazemore makes free throw 1 of 1
0:00.0,,,97-76,1,K. Bazemore makes free throw 2 of 2
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:43.0,,,97-76,,Turnover by J. Collins (bad pass; steal by L. Mbah a Moute)
11:29.0,P. Tucker misses 3-pt shot from 22 ft (block by J. Collins),,97-76,,
11:26.0,,,97-76,,Defensive rebound by T. Dorsey
11:19.0,,,97-76,,M. Belinelli misses 3-pt shot from 25 ft
11:19.0,Defensive rebound by P. Tucker,,97-76,,
11:13.0,L. Mbah a Moute makes 2-pt shot from 2 ft (assist by P. Tucker),2,99-76,,
11:13.0,Shooting foul by D. Schroder (drawn by L. Mbah a Moute),,99-76,,
11:13.0,L. Mbah a Moute misses free throw 1 of 1,,99-76,,
10:59.0,,,99-76,,Defensive rebound by J. Collins
10:55.0,,,99-76,,Turnover by J. Collins (lost ball; steal by E. Gordon)
10:38.0,Shooting foul by J. Collins (drawn by E. Gordon),,99-76,,
10:38.0,E. Gordon makes free throw 1 of 2,1,100-76,,
10:38.0,E. Gordon makes free throw 2 of 2,1,101-76,,
10:24.0,,,101-76,,M. Muscala misses 2-pt shot from 12 ft
10:18.0,,,101-76,,Offensive rebound by J. Collins
10:17.0,,,101-76,,J. Collins misses 2-pt shot from 3 ft (block by T. Ariza)
10:17.0,,,101-76,,Offensive rebound by Team
10:02.0,,,101-76,,Shooting foul by N. Hilario (drawn by D. Schroder)
9:53.0,,,101-78,2,M. Muscala makes 2-pt shot from 4 ft (assist by D. Schroder)
9:53.0,,,101-78,,Shooting foul by P. Tucker (drawn by M. Muscala)
9:53.0,,,101-79,1,M. Muscala makes free throw 1 of 1
9:41.0,T. Ariza makes 3-pt shot from 26 ft,3,104-79,,
9:23.0,,,104-79,,J. Collins misses 2-pt shot from 2 ft
9:14.0,,,104-79,,Offensive rebound by J. Collins
9:14.0,,,104-81,2,J. Collins makes 2-pt shot at rim
9:10.0,T. Ariza misses 3-pt shot from 25 ft,,104-81,,
9:06.0,Offensive rebound by T. Ariza,,104-81,,
9:06.0,T. Ariza makes 2-pt shot from 3 ft,2,106-81,,
8:56.0,,,106-81,,D. Schroder misses 3-pt shot from 25 ft
8:56.0,Defensive rebound by N. Hilario,,106-81,,
8:50.0,P. Tucker makes 2-pt shot from 1 ft (assist by E. Gordon),2,108-81,,
8:50.0,Shooting foul by T. Dorsey (drawn by P. Tucker),,108-81,,
8:50.0,,,108-81,,D. Dedmon enters the game for D. Schroder
8:50.0,,,108-81,,T. Waller-Prince enters the game for M. Muscala
8:50.0,C. Capela enters the game for N. Hilario,,108-81,,
8:50.0,P. Tucker makes free throw 1 of 1,1,109-81,,
8:30.0,,,109-81,,Turnover by T. Dorsey (lost ball; steal by P. Tucker)
8:24.0,E. Gordon misses 2-pt shot from 3 ft (block by J. Collins),,109-81,,
8:24.0,,,109-81,,Defensive rebound by Team
8:09.0,,,109-81,,Turnover by T. Waller-Prince (bad pass; steal by P. Tucker)
7:58.0,C. Capela makes 2-pt shot from 2 ft (assist by L. Mbah a Moute),2,111-81,,
7:56.0,,,111-81,,Atlanta full timeout
7:56.0,,,111-81,,I. Taylor enters the game for M. Belinelli
7:40.0,,,111-83,2,T. Waller-Prince makes 2-pt shot from 1 ft (assist by I. Taylor)
7:27.0,C. Capela misses 2-pt shot from 1 ft (block by J. Collins),,111-83,,
7:26.0,Offensive rebound by Team,,111-83,,
7:23.0,E. Gordon misses 2-pt shot from 3 ft,,111-83,,
7:21.0,,,111-83,,Defensive rebound by Team
7:10.0,,,111-83,,Turnover by T. Waller-Prince (bad pass; steal by E. Gordon)
7:07.0,Shooting foul by I. Taylor (drawn by E. Gordon),,111-83,,
7:07.0,E. Gordon makes free throw 1 of 2,1,112-83,,
7:07.0,Z. Qi enters the game for P. Tucker,,112-83,,
7:07.0,E. Gordon makes free throw 2 of 2,1,113-83,,
6:57.0,,,113-85,2,I. Taylor makes 2-pt shot from 2 ft (assist by T. Waller-Prince)
6:43.0,Z. Qi misses 3-pt shot from 25 ft,,113-85,,
6:40.0,,,113-85,,Defensive rebound by T. Waller-Prince
6:35.0,,,113-85,,T. Waller-Prince misses 2-pt shot from 17 ft
6:32.0,Defensive rebound by Z. Qi,,113-85,,
6:25.0,C. Capela misses 2-pt shot from 1 ft (block by D. Dedmon),,113-85,,
6:24.0,,,113-85,,Defensive rebound by Team
6:24.0,,,113-85,,N. Brussino enters the game for T. Waller-Prince
6:24.0,,,113-85,,L. Babbitt enters the game for J. Collins
6:09.0,,,113-85,,I. Taylor misses 2-pt shot from 11 ft
6:07.0,Defensive rebound by C. Capela,,113-85,,
6:05.0,T. Ariza misses 3-pt shot from 24 ft,,113-85,,
5:58.0,,,113-85,,Defensive rebound by D. Dedmon
5:45.0,,,113-87,2,D. Dedmon makes 2-pt shot from 18 ft
5:35.0,Z. Qi misses 3-pt shot from 25 ft,,113-87,,
5:31.0,,,113-87,,Defensive rebound by I. Taylor
5:25.0,,,113-89,2,I. Taylor makes 2-pt shot from 3 ft
5:08.0,,,113-89,,Personal foul by D. Dedmon (drawn by Z. Qi)
5:08.0,Z. Qi makes free throw 1 of 2,1,114-89,,
5:08.0,,,114-89,,J. Collins enters the game for D. Dedmon
