time,LA Clippers,pts.away,score,pts.home,Memphis
3:31.0,B. Griffin misses free throw 1 of 2,,102-93,,
3:31.0,Offensive rebound by Team,,102-93,,
3:31.0,B. Griffin makes free throw 2 of 2,1,103-93,,
3:15.0,,,103-95,2,W. Selden makes 2-pt shot from 2 ft (assist by M. Gasol)
3:00.0,Shooting foul by J. Martin (drawn by L. Williams),,103-95,,
3:00.0,L. Williams makes free throw 1 of 2,1,104-95,,
3:00.0,L. Williams makes free throw 2 of 2,1,105-95,,
2:55.0,,,105-95,,M. Chalmers misses 2-pt shot from 3 ft
2:53.0,Defensive rebound by B. Griffin,,105-95,,
2:46.0,Turnover by D. Jordan (offensive goaltending),,105-95,,
2:46.0,LA Clippers full timeout,,105-95,,
2:36.0,,,105-95,,J. Martin misses 3-pt shot from 23 ft
2:34.0,Defensive rebound by W. Johnson,,105-95,,
2:20.0,B. Griffin misses 2-pt shot from 11 ft,,105-95,,
2:16.0,,,105-95,,Defensive rebound by M. Gasol
2:10.0,,,105-95,,M. Gasol misses 2-pt shot from 8 ft
2:07.0,Defensive rebound by D. Jordan,,105-95,,
1:57.0,L. Williams makes 2-pt shot from 2 ft,2,107-95,,
1:43.0,,,107-95,,D. Brooks misses 2-pt shot from 1 ft (block by W. Johnson)
1:40.0,Defensive rebound by B. Griffin,,107-95,,
1:23.0,D. Jordan makes 2-pt shot from 1 ft (assist by L. Williams),2,109-95,,
1:15.0,,,109-95,,M. Chalmers misses 3-pt shot from 25 ft
1:14.0,Defensive rebound by Team,,109-95,,
1:14.0,,,109-95,,I. Rabb enters the game for J. Martin
1:14.0,,,109-95,,M. Henry enters the game for D. Brooks
1:14.0,,,109-95,,D. Davis enters the game for M. Gasol
1:14.0,M. Harrell enters the game for D. Jordan,,109-95,,
1:14.0,S. Thornwell enters the game for L. Williams,,109-95,,
1:14.0,S. Dekker enters the game for B. Griffin,,109-95,,
1:01.0,W. Johnson misses 2-pt shot from 21 ft,,109-95,,
0:58.0,,,109-95,,Defensive rebound by I. Rabb
0:51.0,,,109-97,2,I. Rabb makes 2-pt shot from 6 ft (assist by M. Chalmers)
0:27.0,S. Thornwell misses 2-pt shot from 4 ft,,109-97,,
0:24.0,,,109-97,,Defensive rebound by M. Chalmers
0:18.0,,,109-97,,I. Rabb misses 2-pt shot from 2 ft (block by S. Thornwell)
0:17.0,,,109-97,,Offensive rebound by M. Henry
0:17.0,,,109-97,,Shooting foul by M. Harrell (drawn by M. Henry)
0:17.0,,,109-98,1,M. Henry makes free throw 1 of 2
0:17.0,,,109-98,,M. Henry misses free throw 2 of 2
0:16.0,,,109-98,,Offensive rebound by D. Davis
0:16.0,,,109-100,2,D. Davis makes 2-pt shot from 8 ft
