time,New Orleans,pts.away,score,pts.home,Portland
0:43.0,T. Allen enters the game for R. Rondo,,118-109,,
0:43.0,E. Moore makes free throw 2 of 2,1,119-109,,
0:36.0,,,119-111,2,D. Lillard makes 2-pt shot from 1 ft
0:31.0,J. Holiday makes 2-pt shot at rim (assist by E. Moore),2,121-111,,
0:22.0,,,121-113,2,M. Leonard makes 2-pt shot at rim (assist by C. McCollum)
0:21.0,,,121-113,,Personal take foul by C. McCollum (drawn by D. Cousins)
0:21.0,D. Cousins misses free throw 1 of 2,,121-113,,
0:21.0,Offensive rebound by Team,,121-113,,
0:21.0,D. Cousins misses free throw 2 of 2,,121-113,,
0:20.0,,,121-113,,Defensive rebound by D. Lillard
0:12.0,,,121-116,3,D. Lillard makes 3-pt shot from 30 ft (assist by P. Connaughton)
0:08.0,Turnover by T. Allen (bad pass; steal by S. Napier),,121-116,,
0:07.0,,,121-116,,S. Napier misses 2-pt shot from 2 ft
0:07.0,,,121-116,,P. Connaughton misses 2-pt shot from 1 ft
0:07.0,Defensive rebound by E. Moore,,121-116,,
0:07.0,,,121-116,,Defensive rebound by P. Connaughton
0:07.0,,,121-116,,Personal take foul by C. McCollum (drawn by E. Moore)
0:07.0,,,121-116,,Turnover by C. McCollum (bad pass)
0:07.0,E. Moore makes free throw 1 of 2,1,122-116,,
0:07.0,E. Moore makes free throw 2 of 2,1,123-116,,
0:00.0,,,123-116,,D. Lillard misses 2-pt shot from 17 ft
0:00.0,,,123-116,,Offensive rebound by Team
