time,Boston,pts.away,score,pts.home,Milwaukee
2:43.0,,,83-111,3,S. Brown makes 3-pt shot from 23 ft (assist by T. Snell)
2:30.0,A. Nader misses 2-pt shot from 2 ft,,83-111,,
2:30.0,Offensive rebound by G. Monroe,,83-111,,
2:30.0,,,83-111,,Personal foul by S. Brown (drawn by G. Monroe)
2:30.0,,,83-111,,Milwaukee full timeout
2:30.0,G. Monroe makes free throw 1 of 2,1,84-111,,
2:30.0,G. Monroe makes free throw 2 of 2,1,85-111,,
2:09.0,,,85-111,,B. Jennings misses 3-pt shot from 26 ft
2:06.0,Defensive rebound by A. Nader,,85-111,,
1:52.0,A. Nader misses 3-pt shot from 26 ft,,85-111,,
1:48.0,Offensive rebound by G. Yabusele,,85-111,,
1:42.0,G. Monroe makes 2-pt shot from 4 ft,2,87-111,,
1:31.0,,,87-111,,Shooting foul by A. Nader (drawn by B. Jennings)
1:31.0,,,87-112,1,B. Jennings makes free throw 1 of 2
1:31.0,,,87-113,1,B. Jennings makes free throw 2 of 2
1:18.0,G. Yabusele makes 2-pt shot from 1 ft (assist by A. Nader),2,89-113,,
1:18.0,Shooting foul by T. Zeller (drawn by G. Yabusele),,89-113,,
1:18.0,G. Yabusele misses free throw 1 of 1,,89-113,,
1:18.0,Offensive rebound by G. Monroe,,89-113,,
1:09.0,Turnover by G. Monroe (bad pass; steal by T. Zeller),,89-113,,
1:08.0,Violation by G. Yabusele (kicked ball),,89-113,,
0:52.0,,,89-116,3,S. Muhammad makes 3-pt shot from 27 ft (assist by T. Zeller)
0:41.0,A. Nader misses 2-pt shot from 2 ft,,89-116,,
0:38.0,Offensive rebound by G. Monroe,,89-116,,
0:38.0,S. Ojeleye makes 3-pt shot from 26 ft (assist by G. Monroe),3,92-116,,
0:18.0,,,92-116,,B. Jennings misses 3-pt shot from 26 ft
0:13.0,,,92-116,,Offensive rebound by S. Brown
