time,Chicago,pts.away,score,pts.home,Charlotte
5:56.0,,,13-16,,Personal foul by M. Kidd-Gilchrist (drawn by Z. LaVine)
5:56.0,,,13-16,,Charlotte full timeout
5:56.0,,,13-16,,J. Lamb enters the game for M. Kidd-Gilchrist
5:52.0,Turnover by Team (turnover),,13-16,,
5:36.0,,,13-16,,Turnover by D. Howard (lost ball; steal by C. Felicio)
5:29.0,D. Nwaba misses 2-pt shot from 3 ft (block by D. Howard),,13-16,,
5:24.0,Offensive rebound by D. Nwaba,,13-16,,
5:23.0,C. Felicio makes 2-pt shot from 1 ft (assist by D. Nwaba),2,15-16,,
5:10.0,,,15-19,3,J. Lamb makes 3-pt shot from 25 ft (assist by K. Walker)
4:56.0,,,15-19,,Personal foul by J. Lamb (drawn by D. Nwaba)
4:56.0,D. Valentine enters the game for D. Nwaba,,15-19,,
4:51.0,K. Dunn makes 2-pt shot from 16 ft (assist by Z. LaVine),2,17-19,,
4:31.0,,,17-21,2,M. Williams makes 2-pt shot from 6 ft (assist by N. Batum)
4:07.0,D. Valentine misses 2-pt shot from 10 ft,,17-21,,
4:04.0,,,17-21,,Defensive rebound by D. Howard
3:50.0,,,17-21,,M. Williams misses 2-pt shot from 1 ft
3:47.0,Defensive rebound by L. Markkanen,,17-21,,
3:41.0,Z. LaVine misses 3-pt shot from 25 ft,,17-21,,
3:36.0,,,17-21,,Defensive rebound by M. Williams
3:18.0,,,17-21,,D. Howard misses 2-pt shot from 8 ft
3:15.0,Defensive rebound by L. Markkanen,,17-21,,
3:12.0,K. Dunn misses 2-pt shot from 15 ft,,17-21,,
3:09.0,,,17-21,,Defensive rebound by J. Lamb
3:03.0,,,17-24,3,M. Williams makes 3-pt shot from 24 ft (assist by N. Batum)
3:03.0,Chicago full timeout,,17-24,,
3:03.0,,,17-24,,F. Kaminsky enters the game for M. Williams
3:03.0,N. Vonleh enters the game for C. Felicio,,17-24,,
3:03.0,D. Nwaba enters the game for Z. LaVine,,17-24,,
3:03.0,B. Portis enters the game for L. Markkanen,,17-24,,
2:51.0,Turnover by K. Dunn (lost ball; steal by K. Walker),,17-24,,
2:47.0,,,17-24,,Turnover by N. Batum (lost ball; steal by D. Nwaba)
2:40.0,K. Dunn misses 2-pt shot from 7 ft,,17-24,,
2:37.0,,,17-24,,Defensive rebound by N. Batum
2:28.0,,,17-24,,K. Walker misses 2-pt shot from 2 ft (block by D. Nwaba)
2:28.0,Defensive rebound by D. Valentine,,17-24,,
2:22.0,Shooting foul by F. Kaminsky (drawn by D. Nwaba),,17-24,,
2:22.0,D. Nwaba makes free throw 1 of 2,1,18-24,,
2:22.0,,,18-24,,M. Carter-Williams enters the game for D. Howard
2:22.0,,,18-24,,C. Zeller enters the game for K. Walker
2:22.0,C. Payne enters the game for K. Dunn,,18-24,,
2:22.0,D. Nwaba makes free throw 2 of 2,1,19-24,,
2:14.0,,,19-24,,N. Batum misses 3-pt shot from 26 ft
2:10.0,Defensive rebound by B. Portis,,19-24,,
1:55.0,N. Vonleh makes 2-pt shot from 2 ft (assist by D. Valentine),2,21-24,,
1:41.0,,,21-24,,M. Carter-Williams misses 3-pt shot from 23 ft
1:39.0,Defensive rebound by D. Valentine,,21-24,,
1:31.0,Turnover by B. Portis (palming),,21-24,,
1:20.0,,,21-24,,Turnover by C. Zeller (bad pass)
1:09.0,D. Nwaba makes 3-pt shot from 24 ft (assist by D. Valentine),3,24-24,,
0:41.0,,,24-24,,N. Batum misses 3-pt shot from 25 ft
0:38.0,Defensive rebound by N. Vonleh,,24-24,,
0:32.0,C. Payne makes 2-pt shot from 1 ft,2,26-24,,
0:22.0,,,26-26,2,J. Lamb makes 2-pt shot from 4 ft
0:05.0,D. Valentine makes 3-pt shot from 25 ft (assist by C. Payne),3,29-26,,
0:00.0,,,29-26,,M. Carter-Williams misses 3-pt shot from 24 ft
0:00.0,,,29-26,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:49.0,,,29-26,,Def 3 sec tech foul by C. Zeller
11:49.0,D. Valentine makes technical free throw,1,30-26,,
11:39.0,N. Vonleh makes 2-pt shot from 1 ft,2,32-26,,
11:23.0,,,32-26,,M. Carter-Williams misses 3-pt shot from 23 ft
11:20.0,,,32-26,,Offensive rebound by C. Zeller
11:13.0,,,32-26,,M. Carter-Williams misses 3-pt shot from 23 ft
11:09.0,Defensive rebound by B. Portis,,32-26,,
11:00.0,B. Portis makes 3-pt shot from 25 ft (assist by N. Vonleh),3,35-26,,
10:43.0,,,35-26,,M. Carter-Williams misses 2-pt shot from 4 ft (block by C. Payne)
10:40.0,Defensive rebound by D. Valentine,,35-26,,
10:33.0,D. Valentine misses 3-pt shot from 28 ft,,35-26,,
10:29.0,,,35-26,,Defensive rebound by C. Zeller
10:20.0,,,35-26,,J. Lamb misses 2-pt shot from 7 ft
10:18.0,,,35-26,,Offensive rebound by C. Zeller
10:15.0,,,35-26,,M. Carter-Williams misses 2-pt shot from 2 ft
10:12.0,,,35-26,,Offensive rebound by M. Carter-Williams
10:12.0,,,35-28,2,M. Carter-Williams makes 2-pt shot at rim
10:04.0,N. Vonleh misses 3-pt shot from 24 ft,,35-28,,
10:03.0,,,35-28,,Defensive rebound by F. Kaminsky
9:59.0,Personal block foul by N. Vonleh (drawn by M. Carter-Williams),,35-28,,
9:50.0,,,35-28,,C. Zeller misses 2-pt shot from 2 ft (block by C. Payne)
9:45.0,Defensive rebound by B. Portis,,35-28,,
9:43.0,D. Nwaba makes 2-pt shot from 4 ft (assist by C. Payne),2,37-28,,
9:26.0,,,37-30,2,F. Kaminsky makes 2-pt shot from 17 ft (assist by J. Lamb)
9:15.0,B. Portis misses 2-pt shot from 20 ft,,37-30,,
9:11.0,,,37-30,,Defensive rebound by C. Zeller
9:07.0,,,37-32,2,J. Lamb makes 2-pt shot from 17 ft
8:48.0,Turnover by B. Portis (turnover),,37-32,,
8:48.0,Z. LaVine enters the game for D. Nwaba,,37-32,,
8:31.0,,,37-35,3,F. Kaminsky makes 3-pt shot from 26 ft (assist by J. Lamb)
8:17.0,B. Portis misses 2-pt shot from 7 ft,,37-35,,
8:14.0,,,37-35,,Defensive rebound by F. Kaminsky
8:08.0,,,37-35,,F. Kaminsky misses 2-pt shot from 13 ft
8:06.0,Defensive rebound by D. Valentine,,37-35,,
7:57.0,N. Vonleh misses 3-pt shot from 26 ft,,37-35,,
7:57.0,Offensive rebound by B. Portis,,37-35,,
7:57.0,Shooting foul by M. Carter-Williams (drawn by B. Portis),,37-35,,
7:57.0,B. Portis makes free throw 1 of 2,1,38-35,,
7:57.0,B. Portis makes free throw 2 of 2,1,39-35,,
7:42.0,,,39-35,,M. Carter-Williams misses 3-pt shot from 23 ft
7:39.0,Defensive rebound by N. Vonleh,,39-35,,
7:28.0,N. Vonleh makes 2-pt shot from 2 ft,2,41-35,,
7:21.0,,,41-35,,Charlotte full timeout
7:13.0,,,41-38,3,F. Kaminsky makes 3-pt shot from 25 ft (assist by C. Zeller)
6:51.0,Z. LaVine misses 2-pt shot from 18 ft,,41-38,,
6:48.0,,,41-38,,Defensive rebound by M. Carter-Williams
6:40.0,,,41-40,2,C. Zeller makes 2-pt shot from 1 ft (assist by M. Carter-Williams)
6:40.0,,,41-40,,Shooting foul by C. Payne (drawn by C. Zeller)
6:40.0,,,41-40,,K. Walker enters the game for M. Carter-Williams
6:40.0,K. Dunn enters the game for C. Payne,,41-40,,
6:40.0,L. Markkanen enters the game for N. Vonleh,,41-40,,
6:40.0,,,41-40,,C. Zeller misses free throw 1 of 1
6:37.0,Defensive rebound by B. Portis,,41-40,,
6:35.0,Turnover by K. Dunn (bad pass),,41-40,,
6:28.0,,,41-40,,Turnover by T. Graham (turnover)
6:28.0,C. Felicio enters the game for B. Portis,,41-40,,
6:08.0,L. Markkanen makes 2-pt shot from 11 ft (assist by Z. LaVine),2,43-40,,
5:45.0,,,43-42,2,K. Walker makes 2-pt shot from 17 ft
5:28.0,Turnover by K. Dunn (lost ball; steal by K. Walker),,43-42,,
5:16.0,,,43-44,2,K. Walker makes 2-pt shot from 16 ft
5:14.0,Chicago full timeout,,43-44,,
5:14.0,,,43-44,,N. Batum enters the game for J. Lamb
5:14.0,,,43-44,,M. Williams enters the game for F. Kaminsky
5:00.0,D. Valentine misses 3-pt shot from 25 ft,,43-44,,
4:57.0,,,43-44,,Defensive rebound by T. Graham
4:52.0,,,43-44,,Turnover by K. Walker (lost ball; steal by D. Valentine)
4:46.0,C. Felicio makes 2-pt shot at rim (assist by D. Valentine),2,45-44,,
4:29.0,,,45-44,,Turnover by M. Williams (bad pass)
4:20.0,,,45-44,,Personal foul by M. Williams (drawn by L. Markkanen)
4:13.0,K. Dunn misses 2-pt shot from 6 ft,,45-44,,
4:11.0,,,45-44,,Defensive rebound by K. Walker
4:07.0,,,45-46,2,K. Walker makes 2-pt shot from 1 ft
3:56.0,L. Markkanen misses 3-pt shot from 25 ft,,45-46,,
3:53.0,,,45-46,,Defensive rebound by M. Williams
3:44.0,,,45-46,,M. Williams misses 3-pt shot from 27 ft
3:41.0,Defensive rebound by L. Markkanen,,45-46,,
3:36.0,Z. LaVine misses 2-pt shot from 2 ft,,45-46,,
3:34.0,Offensive rebound by C. Felicio,,45-46,,
3:32.0,Turnover by C. Felicio (bad pass; steal by N. Batum),,45-46,,
3:25.0,Personal foul by D. Valentine (drawn by K. Walker),,45-46,,
3:25.0,,,45-46,,W. Hernangomez enters the game for C. Zeller
3:25.0,D. Nwaba enters the game for D. Valentine,,45-46,,
3:05.0,,,45-48,2,K. Walker makes 2-pt shot from 17 ft
2:54.0,K. Dunn misses 2-pt shot from 9 ft,,45-48,,
2:52.0,,,45-48,,Defensive rebound by K. Walker
2:46.0,,,45-48,,K. Walker misses 3-pt shot from 30 ft
2:43.0,Defensive rebound by D. Nwaba,,45-48,,
2:25.0,C. Felicio makes 2-pt shot from 7 ft (assist by L. Markkanen),2,47-48,,
2:13.0,,,47-48,,N. Batum misses 2-pt shot from 10 ft
2:11.0,Defensive rebound by Z. LaVine,,47-48,,
2:06.0,K. Dunn misses 3-pt shot from 25 ft,,47-48,,
2:03.0,,,47-48,,Defensive rebound by W. Hernangomez
1:54.0,Personal foul by K. Dunn (drawn by W. Hernangomez),,47-48,,
1:39.0,,,47-48,,K. Walker misses 2-pt shot from 17 ft
1:35.0,Defensive rebound by K. Dunn,,47-48,,
1:32.0,Shooting foul by W. Hernangomez (drawn by Z. LaVine),,47-48,,
1:32.0,Z. LaVine makes free throw 1 of 2,1,48-48,,
1:32.0,Z. LaVine makes free throw 2 of 2,1,49-48,,
1:10.0,,,49-50,2,M. Williams makes 2-pt shot from 1 ft (assist by K. Walker)
0:53.0,Shooting foul by W. Hernangomez (drawn by Z. LaVine),,49-50,,
0:53.0,Z. LaVine makes free throw 1 of 2,1,50-50,,
0:53.0,,,50-50,,F. Kaminsky enters the game for W. Hernangomez
0:53.0,B. Portis enters the game for C. Felicio,,50-50,,
0:53.0,Z. LaVine makes free throw 2 of 2,1,51-50,,
0:31.0,Personal foul by B. Portis (drawn by F. Kaminsky),,51-50,,
0:31.0,,,51-51,1,F. Kaminsky makes free throw 1 of 2
0:31.0,,,51-51,,F. Kaminsky misses free throw 2 of 2
0:29.0,Defensive rebound by B. Portis,,51-51,,
0:08.0,K. Dunn misses 3-pt shot from 25 ft,,51-51,,
0:05.0,,,51-51,,Defensive rebound by M. Williams
0:00.0,,,51-51,,K. Walker misses 2-pt shot from 6 ft (block by K. Dunn)
0:00.0,,,51-51,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:44.0,K. Dunn misses 2-pt shot from 6 ft (block by D. Howard),,51-51,,
11:40.0,,,51-51,,Defensive rebound by D. Howard
11:37.0,,,51-51,,N. Batum misses 2-pt shot from 18 ft
11:33.0,Defensive rebound by C. Felicio,,51-51,,
11:26.0,K. Dunn misses 2-pt shot from 13 ft,,51-51,,
11:24.0,,,51-51,,Defensive rebound by N. Batum
11:20.0,,,51-53,2,D. Howard makes 2-pt shot at rim (assist by K. Walker)
11:03.0,,,51-53,,Personal foul by M. Williams (drawn by L. Markkanen)
10:51.0,L. Markkanen makes 2-pt shot from 2 ft,2,53-53,,
10:34.0,,,53-53,,Turnover by K. Walker (bad pass; steal by D. Nwaba)
10:27.0,L. Markkanen makes 2-pt shot at rim (assist by D. Nwaba),2,55-53,,
10:08.0,,,55-53,,Shooting foul by D. Nwaba (drawn by N. Batum)
10:08.0,,,55-54,1,N. Batum makes free throw 1 of 2
10:08.0,,,55-55,1,N. Batum makes free throw 2 of 2
9:52.0,Turnover by Z. LaVine (bad pass; steal by K. Walker),,55-55,,
9:52.0,Personal foul by C. Felicio (drawn by K. Walker),,55-55,,
9:40.0,,,55-55,,Shooting foul by D. Nwaba (drawn by D. Howard)
9:40.0,,,55-56,1,D. Howard makes free throw 1 of 2
9:40.0,,,55-56,,D. Howard misses free throw 2 of 2
9:35.0,Defensive rebound by L. Markkanen,,55-56,,
9:27.0,Z. LaVine misses 3-pt shot from 25 ft,,55-56,,
9:24.0,,,55-56,,Defensive rebound by Team
9:13.0,,,55-56,,K. Walker misses 3-pt shot from 25 ft
9:10.0,Defensive rebound by L. Markkanen,,55-56,,
9:05.0,Turnover by C. Felicio (out of bounds lost ball),,55-56,,
8:54.0,,,55-56,,Turnover by K. Walker (bad pass; steal by L. Markkanen)
8:50.0,Turnover by L. Markkanen (bad pass; steal by N. Batum),,55-56,,
8:45.0,,,55-58,2,J. Lamb makes 2-pt shot from 1 ft (assist by N. Batum)
8:44.0,Offensive charge foul by Z. LaVine (drawn by K. Walker),,55-58,,
8:44.0,Turnover by Z. LaVine (offensive foul),,55-58,,
8:25.0,,,55-58,,Turnover by N. Batum (bad pass; steal by L. Markkanen)
8:15.0,Shooting foul by D. Howard (drawn by K. Dunn),,55-58,,
8:15.0,K. Dunn misses free throw 1 of 2,,55-58,,
8:15.0,Offensive rebound by Team,,55-58,,
8:15.0,K. Dunn makes free throw 2 of 2,1,56-58,,
8:05.0,Personal foul by Z. LaVine (drawn by D. Howard),,56-58,,
7:52.0,,,56-58,,J. Lamb misses 3-pt shot from 25 ft
7:48.0,Defensive rebound by K. Dunn,,56-58,,
7:44.0,L. Markkanen makes 2-pt shot from 1 ft (assist by K. Dunn),2,58-58,,
7:29.0,,,58-61,3,K. Walker makes 3-pt shot from 26 ft
7:14.0,C. Felicio misses 2-pt shot from 2 ft (block by D. Howard),,58-61,,
7:12.0,Offensive rebound by C. Felicio,,58-61,,
7:11.0,D. Nwaba makes 2-pt shot from 1 ft (assist by C. Felicio),2,60-61,,
7:11.0,,,60-61,,Technical foul by D. Howard
7:11.0,Z. LaVine misses technical free throw,,60-61,,
7:11.0,,,60-61,,Defensive rebound by Team
6:48.0,,,60-63,2,D. Howard makes 2-pt shot from 1 ft (assist by N. Batum)
6:36.0,Shooting foul by D. Howard (drawn by K. Dunn),,60-63,,
6:36.0,,,60-63,,Charlotte full timeout
6:36.0,D. Valentine enters the game for D. Nwaba,,60-63,,
6:36.0,K. Dunn misses free throw 1 of 2,,60-63,,
6:36.0,Offensive rebound by Team,,60-63,,
6:36.0,K. Dunn makes free throw 2 of 2,1,61-63,,
6:24.0,,,61-65,2,J. Lamb makes 2-pt shot from 17 ft (assist by M. Williams)
6:01.0,D. Valentine makes 2-pt shot from 4 ft (assist by C. Felicio),2,63-65,,
5:47.0,,,63-68,3,K. Walker makes 3-pt shot from 25 ft (assist by N. Batum)
5:33.0,Offensive foul by K. Dunn (drawn by K. Walker),,63-68,,
5:33.0,Turnover by K. Dunn (offensive foul),,63-68,,
5:12.0,,,63-71,3,N. Batum makes 3-pt shot from 25 ft (assist by K. Walker)
5:12.0,Chicago full timeout,,63-71,,
5:12.0,B. Portis enters the game for C. Felicio,,63-71,,
5:12.0,C. Payne enters the game for K. Dunn,,63-71,,
5:00.0,L. Markkanen misses 3-pt shot from 25 ft (block by M. Williams),,63-71,,
4:54.0,,,63-71,,Defensive rebound by N. Batum
4:49.0,,,63-73,2,D. Howard makes 2-pt shot from 1 ft (assist by J. Lamb)
4:49.0,,,63-73,,Shooting foul by L. Markkanen (drawn by D. Howard)
4:49.0,,,63-74,1,D. Howard makes free throw 1 of 1
4:27.0,Z. LaVine makes 3-pt shot from 25 ft,3,66-74,,
4:01.0,,,66-76,2,D. Howard makes 2-pt shot from 5 ft (assist by N. Batum)
3:48.0,Offensive charge foul by B. Portis (drawn by N. Batum),,66-76,,
3:48.0,Turnover by B. Portis (offensive foul),,66-76,,
3:48.0,,,66-76,,F. Kaminsky enters the game for M. Williams
3:48.0,,,66-76,,T. Graham enters the game for J. Lamb
3:33.0,,,66-78,2,D. Howard makes 2-pt shot from 1 ft (assist by N. Batum)
3:09.0,Z. LaVine misses 2-pt shot from 4 ft,,66-78,,
3:07.0,Offensive rebound by B. Portis,,66-78,,
3:06.0,B. Portis misses 2-pt shot from 2 ft (block by D. Howard),,66-78,,
3:06.0,,,66-78,,Defensive rebound by T. Graham
2:56.0,,,66-78,,N. Batum misses 3-pt shot from 25 ft
2:52.0,Defensive rebound by D. Valentine,,66-78,,
2:47.0,Z. LaVine makes 2-pt shot from 1 ft (assist by D. Valentine),2,68-78,,
2:19.0,,,68-80,2,D. Howard makes 2-pt shot from 6 ft (assist by N. Batum)
2:10.0,B. Portis makes 2-pt shot from 21 ft (assist by C. Payne),2,70-80,,
1:49.0,,,70-80,,D. Howard misses 2-pt shot from 4 ft
1:45.0,,,70-80,,Offensive rebound by N. Batum
1:45.0,,,70-82,2,N. Batum makes 2-pt shot at rim
1:32.0,L. Markkanen misses 2-pt shot from 5 ft,,70-82,,
1:30.0,Offensive rebound by L. Markkanen,,70-82,,
1:28.0,D. Valentine makes 3-pt shot from 25 ft (assist by C. Payne),3,73-82,,
1:14.0,,,73-82,,Turnover by K. Walker (lost ball; steal by B. Portis)
1:09.0,Z. LaVine makes 2-pt shot from 1 ft (assist by B. Portis),2,75-82,,
1:04.0,,,75-82,,M. Carter-Williams enters the game for N. Batum
1:04.0,D. Nwaba enters the game for Z. LaVine,,75-82,,
1:04.0,N. Vonleh enters the game for L. Markkanen,,75-82,,
0:53.0,,,75-84,2,D. Howard makes 2-pt shot from 2 ft
0:44.0,B. Portis makes 3-pt shot from 26 ft (assist by C. Payne),3,78-84,,
0:21.0,,,78-84,,T. Graham misses 3-pt shot from 25 ft
0:17.0,,,78-84,,Offensive rebound by M. Carter-Williams
0:05.0,,,78-87,3,K. Walker makes 3-pt shot from 25 ft
0:00.0,C. Payne misses 3-pt shot from 28 ft,,78-87,,
0:00.0,Offensive rebound by Team,,78-87,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:39.0,,,78-87,,Shooting foul by C. Payne (drawn by M. Carter-Williams)
11:39.0,,,78-88,1,M. Carter-Williams makes free throw 1 of 2
11:39.0,,,78-89,1,M. Carter-Williams makes free throw 2 of 2
11:21.0,D. Valentine makes 2-pt shot from 15 ft,2,80-89,,
11:07.0,,,80-89,,Shooting foul by C. Felicio (drawn by D. Howard)
11:07.0,,,80-90,1,D. Howard makes free throw 1 of 2
11:07.0,,,80-91,1,D. Howard makes free throw 2 of 2
10:55.0,B. Portis misses 3-pt shot from 26 ft,,80-91,,
10:51.0,,,80-91,,Defensive rebound by M. Carter-Williams
10:34.0,,,80-94,3,T. Graham makes 3-pt shot from 25 ft (assist by J. Lamb)
10:05.0,Turnover by D. Valentine (lost ball; steal by T. Graham),,80-94,,
10:01.0,,,80-94,,M. Carter-Williams misses 2-pt shot from 1 ft
9:59.0,Defensive rebound by C. Payne,,80-94,,
9:48.0,,,80-94,,Def 3 sec tech foul by D. Howard
9:48.0,D. Valentine makes technical free throw,1,81-94,,
9:39.0,B. Portis misses 3-pt shot from 22 ft,,81-94,,
9:36.0,,,81-94,,Defensive rebound by D. Howard
9:32.0,,,81-96,2,J. Lamb makes 2-pt shot from 9 ft (assist by D. Howard)
9:32.0,Chicago full timeout,,81-96,,
9:16.0,C. Felicio misses 2-pt shot from 3 ft (block by D. Howard),,81-96,,
9:14.0,Offensive rebound by D. Nwaba,,81-96,,
9:11.0,D. Nwaba makes 2-pt shot from 1 ft (assist by C. Felicio),2,83-96,,
8:51.0,,,83-96,,M. Carter-Williams misses 3-pt shot from 23 ft
8:48.0,Defensive rebound by D. Nwaba,,83-96,,
8:42.0,D. Valentine misses 2-pt shot from 19 ft,,83-96,,
8:40.0,,,83-96,,Defensive rebound by M. Carter-Williams
8:40.0,Personal foul by D. Nwaba (drawn by M. Carter-Williams),,83-96,,
8:40.0,,,83-96,,M. Williams enters the game for D. Howard
8:40.0,N. Vonleh enters the game for D. Nwaba,,83-96,,
8:40.0,K. Dunn enters the game for C. Payne,,83-96,,
8:40.0,Z. LaVine enters the game for C. Felicio,,83-96,,
8:22.0,,,83-96,,M. Carter-Williams misses 2-pt shot from 2 ft
8:22.0,Defensive rebound by B. Portis,,83-96,,
8:22.0,,,83-96,,Technical foul by M. Carter-Williams
8:22.0,Z. LaVine misses technical free throw,,83-96,,
8:22.0,Offensive rebound by Team,,83-96,,
8:11.0,Turnover by N. Vonleh (lost ball; steal by M. Carter-Williams),,83-96,,
8:09.0,Personal foul by N. Vonleh (drawn by M. Carter-Williams),,83-96,,
7:58.0,,,83-98,2,F. Kaminsky makes 2-pt shot from 1 ft (assist by J. Lamb)
7:45.0,K. Dunn makes 2-pt shot from 7 ft,2,85-98,,
7:19.0,,,85-98,,F. Kaminsky misses 2-pt shot from 11 ft
7:18.0,,,85-98,,Offensive rebound by Team
7:18.0,L. Markkanen enters the game for B. Portis,,85-98,,
7:14.0,,,85-100,2,J. Lamb makes 2-pt shot from 8 ft (assist by M. Carter-Williams)
7:01.0,Z. LaVine misses 2-pt shot from 3 ft (block by F. Kaminsky),,85-100,,
6:57.0,Offensive rebound by Z. LaVine,,85-100,,
6:57.0,Turnover by Z. LaVine (lost ball; steal by T. Graham),,85-100,,
6:56.0,,,85-100,,Shooting foul by K. Dunn (drawn by M. Williams)
6:56.0,,,85-100,,M. Williams misses free throw 1 of 2
6:56.0,,,85-100,,Offensive rebound by Team
6:56.0,,,85-100,,K. Walker enters the game for M. Carter-Williams
6:56.0,,,85-101,1,M. Williams makes free throw 2 of 2
6:42.0,Turnover by K. Dunn (palming),,85-101,,
6:25.0,,,85-101,,T. Graham misses 3-pt shot from 22 ft
6:20.0,Defensive rebound by L. Markkanen,,85-101,,
6:11.0,Turnover by K. Dunn (bad pass; steal by T. Graham),,85-101,,
6:07.0,,,85-101,,Turnover by K. Walker (bad pass)
5:57.0,Shooting foul by T. Graham (drawn by K. Dunn),,85-101,,
5:57.0,K. Dunn makes free throw 1 of 2,1,86-101,,
5:57.0,,,86-101,,N. Batum enters the game for J. Lamb
5:57.0,K. Dunn makes free throw 2 of 2,1,87-101,,
5:39.0,,,87-103,2,K. Walker makes 2-pt shot at rim
5:20.0,Z. LaVine makes 3-pt shot from 24 ft,3,90-103,,
5:11.0,Personal foul by K. Dunn (drawn by K. Walker),,90-103,,
5:11.0,,,90-104,1,K. Walker makes free throw 1 of 2
5:11.0,,,90-104,,D. Howard enters the game for F. Kaminsky
5:11.0,B. Portis enters the game for N. Vonleh,,90-104,,
5:11.0,D. Nwaba enters the game for D. Valentine,,90-104,,
5:11.0,,,90-105,1,K. Walker makes free throw 2 of 2
5:01.0,Shooting foul by T. Graham (drawn by K. Dunn),,90-105,,
5:01.0,K. Dunn makes free throw 1 of 2,1,91-105,,
5:01.0,K. Dunn makes free throw 2 of 2,1,92-105,,
4:45.0,,,92-105,,M. Williams misses 2-pt shot from 8 ft
4:43.0,Defensive rebound by Z. LaVine,,92-105,,
4:39.0,Z. LaVine misses 2-pt shot from 2 ft,,92-105,,
4:39.0,Offensive rebound by Team,,92-105,,
4:26.0,Z. LaVine makes 3-pt shot from 30 ft (assist by K. Dunn),3,95-105,,
4:07.0,,,95-108,3,M. Williams makes 3-pt shot from 24 ft (assist by K. Walker)
3:49.0,Z. LaVine misses 2-pt shot from 13 ft,,95-108,,
3:46.0,,,95-108,,Defensive rebound by D. Howard
3:39.0,,,95-110,2,N. Batum makes 2-pt shot from 11 ft
3:39.0,,,95-110,,Shooting foul by D. Nwaba (drawn by N. Batum)
3:39.0,,,95-111,1,N. Batum makes free throw 1 of 1
3:28.0,L. Markkanen misses 3-pt shot from 27 ft,,95-111,,
3:25.0,,,95-111,,Defensive rebound by N. Batum
3:15.0,,,95-111,,Turnover by N. Batum (bad pass; steal by D. Nwaba)
3:10.0,Z. LaVine misses 2-pt shot from 1 ft,,95-111,,
3:10.0,Offensive rebound by B. Portis,,95-111,,
