time,San Antonio,pts.away,score,pts.home,Portland
2:24.0,,,21-16,,S. Napier enters the game for C. McCollum
2:24.0,P. Mills makes free throw 2 of 2,1,22-16,,
2:12.0,,,22-18,2,P. Connaughton makes 2-pt shot at rim (assist by S. Napier)
1:57.0,P. Mills misses 2-pt shot from 20 ft,,22-18,,
1:55.0,,,22-18,,Defensive rebound by M. Harkless
1:37.0,,,22-20,2,M. Harkless makes 2-pt shot from 3 ft (assist by S. Napier)
1:21.0,M. Ginobili misses 2-pt shot from 1 ft,,22-20,,
1:19.0,,,22-20,,Defensive rebound by E. Davis
1:09.0,,,22-22,2,Z. Collins makes 2-pt shot from 1 ft (assist by S. Napier)
0:50.0,M. Ginobili makes 2-pt shot at rim (assist by B. Forbes),2,24-22,,
0:50.0,Shooting foul by E. Davis (drawn by M. Ginobili),,24-22,,
0:50.0,P. Gasol enters the game for J. Lauvergne,,24-22,,
0:50.0,M. Ginobili makes free throw 1 of 1,1,25-22,,
0:33.0,,,25-24,2,P. Connaughton makes 2-pt shot from 5 ft
0:13.0,M. Ginobili makes 2-pt shot from 1 ft,2,27-24,,
0:02.0,,,27-27,3,M. Harkless makes 3-pt shot from 25 ft (assist by S. Napier)
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:42.0,,,27-27,,P. Connaughton misses 2-pt shot at rim
11:41.0,Defensive rebound by D. Bertans,,27-27,,
11:34.0,P. Gasol makes 2-pt shot at rim (assist by D. Bertans),2,29-27,,
11:21.0,,,29-27,,Offensive foul by E. Davis (drawn by P. Mills)
11:21.0,,,29-27,,Turnover by E. Davis (offensive foul)
11:21.0,D. Murray enters the game for P. Mills,,29-27,,
11:21.0,K. Anderson enters the game for M. Ginobili,,29-27,,
11:05.0,K. Anderson makes 2-pt shot from 15 ft (assist by P. Gasol),2,31-27,,
10:47.0,,,31-27,,M. Harkless misses 3-pt shot from 24 ft
10:44.0,,,31-27,,Offensive rebound by E. Davis
10:42.0,,,31-27,,Z. Collins misses 2-pt shot from 1 ft
10:40.0,Defensive rebound by D. Bertans,,31-27,,
10:24.0,P. Gasol makes 2-pt shot from 7 ft,2,33-27,,
10:24.0,,,33-27,,Portland full timeout
10:08.0,,,33-27,,Turnover by M. Harkless (bad pass)
9:52.0,D. Bertans misses 2-pt shot from 5 ft,,33-27,,
9:49.0,,,33-27,,Defensive rebound by S. Napier
9:42.0,,,33-27,,Turnover by S. Napier (lost ball; steal by D. Bertans)
9:38.0,Turnover by D. Murray (turnover),,33-27,,
9:38.0,Loose ball foul by D. Murray (drawn by S. Napier),,33-27,,
9:38.0,,,33-27,,C. McCollum enters the game for S. Napier
9:21.0,,,33-27,,E. Davis misses 2-pt shot from 1 ft
9:18.0,,,33-27,,Offensive rebound by M. Harkless
9:17.0,,,33-27,,M. Harkless misses 2-pt shot at rim
9:17.0,,,33-27,,Offensive rebound by C. McCollum
9:12.0,,,33-29,2,C. McCollum makes 2-pt shot from 20 ft
8:56.0,P. Gasol misses 2-pt shot from 19 ft,,33-29,,
8:53.0,,,33-29,,Defensive rebound by Z. Collins
8:45.0,,,33-29,,C. McCollum misses 2-pt shot from 11 ft
8:43.0,Defensive rebound by K. Anderson,,33-29,,
8:37.0,Turnover by K. Anderson (bad pass; steal by C. McCollum),,33-29,,
8:26.0,,,33-31,2,Z. Collins makes 2-pt shot from 11 ft (assist by C. McCollum)
8:05.0,D. Bertans misses 3-pt shot from 24 ft,,33-31,,
8:04.0,,,33-31,,Defensive rebound by E. Davis
7:45.0,,,33-33,2,M. Harkless makes 2-pt shot from 22 ft
7:36.0,San Antonio full timeout,,33-33,,
7:36.0,,,33-33,,J. Nurkic enters the game for E. Davis
7:36.0,,,33-33,,A. Aminu enters the game for Z. Collins
7:36.0,L. Aldridge enters the game for D. Bertans,,33-33,,
7:26.0,B. Forbes makes 2-pt shot from 20 ft (assist by D. Murray),2,35-33,,
7:07.0,,,35-35,2,A. Aminu makes 2-pt shot from 11 ft
6:51.0,L. Aldridge makes 2-pt shot from 3 ft,2,37-35,,
6:40.0,,,37-35,,A. Aminu misses 3-pt shot from 25 ft
6:37.0,Defensive rebound by P. Gasol,,37-35,,
6:22.0,,,37-35,,Personal foul by P. Connaughton (drawn by D. Murray)
6:22.0,M. Ginobili enters the game for B. Forbes,,37-35,,
6:11.0,D. Murray misses 3-pt shot from 24 ft,,37-35,,
6:09.0,,,37-35,,Defensive rebound by J. Nurkic
6:01.0,,,37-37,2,C. McCollum makes 2-pt shot from 1 ft
5:51.0,Shooting foul by M. Harkless (drawn by P. Gasol),,37-37,,
5:51.0,P. Gasol makes free throw 1 of 2,1,38-37,,
5:51.0,,,38-37,,E. Turner enters the game for M. Harkless
5:51.0,,,38-37,,S. Napier enters the game for P. Connaughton
5:51.0,P. Mills enters the game for K. Anderson,,38-37,,
5:51.0,B. Paul enters the game for D. Murray,,38-37,,
5:51.0,P. Gasol makes free throw 2 of 2,1,39-37,,
5:38.0,,,39-37,,C. McCollum misses 2-pt shot from 12 ft
5:36.0,Defensive rebound by M. Ginobili,,39-37,,
5:29.0,M. Ginobili makes 2-pt shot from 1 ft,2,41-37,,
5:17.0,,,41-37,,A. Aminu misses 3-pt shot from 24 ft
5:14.0,Defensive rebound by P. Gasol,,41-37,,
5:07.0,P. Mills misses 2-pt shot from 22 ft,,41-37,,
5:05.0,Offensive rebound by L. Aldridge,,41-37,,
5:02.0,L. Aldridge misses 2-pt shot from 4 ft,,41-37,,
4:59.0,,,41-37,,Defensive rebound by C. McCollum
4:52.0,,,41-37,,J. Nurkic misses 2-pt shot from 20 ft
4:50.0,Defensive rebound by P. Gasol,,41-37,,
4:37.0,L. Aldridge makes 2-pt shot at rim (assist by P. Gasol),2,43-37,,
4:20.0,,,43-39,2,C. McCollum makes 2-pt shot from 5 ft
4:03.0,L. Aldridge misses 2-pt shot from 7 ft,,43-39,,
4:00.0,Offensive rebound by B. Paul,,43-39,,
3:58.0,Shooting foul by C. McCollum (drawn by L. Aldridge),,43-39,,
3:58.0,L. Aldridge makes free throw 1 of 2,1,44-39,,
3:58.0,D. Bertans enters the game for P. Gasol,,44-39,,
3:58.0,L. Aldridge makes free throw 2 of 2,1,45-39,,
3:47.0,,,45-39,,J. Nurkic misses 2-pt shot from 1 ft (block by M. Ginobili)
3:47.0,,,45-39,,Offensive rebound by J. Nurkic
3:40.0,,,45-39,,J. Nurkic misses 2-pt shot at rim (block by L. Aldridge)
3:40.0,Defensive rebound by M. Ginobili,,45-39,,
3:36.0,P. Mills makes 3-pt shot from 22 ft (assist by D. Bertans),3,48-39,,
3:36.0,,,48-39,,Portland full timeout
3:11.0,,,48-41,2,A. Aminu makes 2-pt shot from 8 ft
2:54.0,P. Mills misses 2-pt shot from 20 ft,,48-41,,
2:52.0,,,48-41,,Defensive rebound by J. Nurkic
2:44.0,,,48-43,2,J. Nurkic makes 2-pt shot from 1 ft (assist by E. Turner)
2:44.0,,,48-43,,Shooting foul by D. Bertans (drawn by J. Nurkic)
2:44.0,San Antonio full timeout,,48-43,,
2:44.0,K. Anderson enters the game for B. Paul,,48-43,,
2:44.0,,,48-44,1,J. Nurkic makes free throw 1 of 1
2:28.0,M. Ginobili makes 3-pt shot from 25 ft (assist by K. Anderson),3,51-44,,
2:04.0,,,51-46,2,J. Nurkic makes 2-pt shot from 1 ft
1:52.0,K. Anderson misses 3-pt shot from 22 ft,,51-46,,
1:48.0,,,51-46,,Defensive rebound by A. Aminu
1:35.0,,,51-48,2,J. Nurkic makes 2-pt shot from 5 ft
1:14.0,L. Aldridge misses 2-pt shot from 16 ft,,51-48,,
1:13.0,,,51-48,,Defensive rebound by J. Nurkic
0:49.0,,,51-48,,A. Aminu misses 2-pt shot from 7 ft
0:46.0,Defensive rebound by L. Aldridge,,51-48,,
0:40.0,K. Anderson makes 2-pt shot from 3 ft (assist by P. Mills),2,53-48,,
0:32.0,,,53-48,,S. Napier misses 3-pt shot from 22 ft
0:30.0,Defensive rebound by D. Bertans,,53-48,,
0:09.0,L. Aldridge misses 3-pt shot from 24 ft,,53-48,,
0:06.0,,,53-48,,Defensive rebound by E. Turner
0:04.0,Personal take foul by K. Anderson (drawn by C. McCollum),,53-48,,
0:04.0,,,53-48,,P. Connaughton enters the game for J. Nurkic
0:04.0,P. Gasol enters the game for L. Aldridge,,53-48,,
0:00.0,,,53-48,,C. McCollum misses 3-pt shot from 26 ft
0:00.0,,,53-48,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:45.0,,,53-48,,S. Napier misses 3-pt shot from 24 ft
11:41.0,Defensive rebound by P. Gasol,,53-48,,
11:38.0,Turnover by K. Anderson (out of bounds lost ball),,53-48,,
11:18.0,,,53-48,,J. Nurkic misses 2-pt shot from 1 ft
11:17.0,,,53-48,,Offensive rebound by J. Nurkic
11:17.0,,,53-48,,Shooting foul by K. Anderson (drawn by J. Nurkic)
11:17.0,,,53-49,1,J. Nurkic makes free throw 1 of 2
11:17.0,,,53-49,,J. Nurkic misses free throw 2 of 2
11:14.0,Defensive rebound by K. Anderson,,53-49,,
11:01.0,D. Murray misses 2-pt shot from 1 ft,,53-49,,
11:00.0,,,53-49,,Defensive rebound by J. Nurkic
10:52.0,,,53-49,,J. Nurkic misses 2-pt shot from 21 ft
10:49.0,,,53-49,,Offensive rebound by C. McCollum
10:46.0,,,53-49,,C. McCollum misses 2-pt shot from 6 ft
10:43.0,Defensive rebound by K. Anderson,,53-49,,
10:33.0,L. Aldridge makes 2-pt shot from 9 ft (assist by B. Forbes),2,55-49,,
10:16.0,,,55-51,2,S. Napier makes 2-pt shot from 1 ft
10:07.0,,,55-51,,Personal foul by C. McCollum (drawn by B. Forbes)
10:00.0,Turnover by P. Gasol (bad pass; steal by A. Aminu),,55-51,,
9:55.0,,,55-51,,Turnover by E. Turner (lost ball; steal by K. Anderson)
9:52.0,D. Murray makes 2-pt shot from 1 ft,2,57-51,,
9:52.0,Shooting foul by S. Napier (drawn by D. Murray),,57-51,,
9:52.0,D. Murray makes free throw 1 of 1,1,58-51,,
9:41.0,,,58-51,,Shooting foul by B. Forbes (drawn by C. McCollum)
9:41.0,,,58-52,1,C. McCollum makes free throw 1 of 2
9:41.0,,,58-53,1,C. McCollum makes free throw 2 of 2
9:27.0,L. Aldridge makes 2-pt shot from 8 ft,2,60-53,,
9:27.0,Shooting foul by S. Napier (drawn by L. Aldridge),,60-53,,
9:27.0,L. Aldridge makes free throw 1 of 1,1,61-53,,
9:10.0,,,61-53,,E. Turner misses 3-pt shot from 22 ft
9:07.0,Defensive rebound by P. Gasol,,61-53,,
8:59.0,D. Murray misses 2-pt shot from 2 ft (block by J. Nurkic),,61-53,,
8:59.0,Offensive rebound by Team,,61-53,,
8:46.0,B. Forbes misses 3-pt shot from 24 ft,,61-53,,
8:43.0,Offensive rebound by L. Aldridge,,61-53,,
8:31.0,P. Gasol makes 2-pt shot from 2 ft (assist by K. Anderson),2,63-53,,
8:31.0,Shooting foul by J. Nurkic (drawn by P. Gasol),,63-53,,
8:31.0,,,63-53,,Portland full timeout
8:31.0,P. Gasol misses free throw 1 of 1,,63-53,,
8:28.0,,,63-53,,Defensive rebound by J. Nurkic
8:20.0,Personal foul by B. Forbes (drawn by S. Napier),,63-53,,
8:11.0,,,63-55,2,C. McCollum makes 2-pt shot at rim
8:00.0,B. Forbes misses 3-pt shot from 25 ft,,63-55,,
7:56.0,Offensive rebound by L. Aldridge,,63-55,,
7:48.0,Turnover by K. Anderson (bad pass; steal by A. Aminu),,63-55,,
7:41.0,,,63-57,2,E. Turner makes 2-pt shot from 1 ft (assist by A. Aminu)
7:41.0,San Antonio full timeout,,63-57,,
7:26.0,B. Forbes makes 2-pt shot from 17 ft,2,65-57,,
7:05.0,,,65-57,,J. Nurkic misses 2-pt shot from 1 ft
7:02.0,Defensive rebound by D. Murray,,65-57,,
7:00.0,B. Forbes makes 2-pt shot from 22 ft (assist by D. Murray),2,67-57,,
6:43.0,,,67-57,,C. McCollum misses 2-pt shot from 17 ft
6:41.0,Defensive rebound by B. Forbes,,67-57,,
6:18.0,L. Aldridge misses 2-pt shot from 3 ft,,67-57,,
6:14.0,Offensive rebound by L. Aldridge,,67-57,,
6:14.0,L. Aldridge makes 2-pt shot at rim,2,69-57,,
6:03.0,,,69-59,2,E. Turner makes 2-pt shot from 8 ft
5:41.0,B. Forbes misses 2-pt shot from 15 ft,,69-59,,
5:40.0,,,69-59,,Defensive rebound by J. Nurkic
5:24.0,,,69-61,2,S. Napier makes 2-pt shot from 19 ft
4:58.0,Turnover by D. Murray (lost ball; steal by S. Napier),,69-61,,
4:47.0,,,69-63,2,E. Turner makes 2-pt shot from 1 ft (assist by S. Napier)
4:26.0,B. Forbes misses 3-pt shot from 23 ft,,69-63,,
4:24.0,Offensive rebound by L. Aldridge,,69-63,,
4:22.0,L. Aldridge misses 2-pt shot from 2 ft (block by E. Turner),,69-63,,
4:22.0,Offensive rebound by L. Aldridge,,69-63,,
4:22.0,L. Aldridge makes 2-pt shot from 2 ft,2,71-63,,
4:22.0,Technical foul by K. Anderson,,71-63,,
4:22.0,,,71-63,,C. McCollum misses technical free throw
4:22.0,,,71-63,,Offensive rebound by Team
4:22.0,,,71-63,,P. Connaughton enters the game for S. Napier
4:22.0,,,71-63,,Z. Collins enters the game for A. Aminu
4:22.0,,,71-63,,E. Davis enters the game for J. Nurkic
4:22.0,D. Bertans enters the game for P. Gasol,,71-63,,
4:22.0,P. Mills enters the game for D. Murray,,71-63,,
4:22.0,M. Ginobili enters the game for B. Forbes,,71-63,,
4:05.0,,,71-66,3,Z. Collins makes 3-pt shot from 23 ft (assist by C. McCollum)
3:50.0,K. Anderson misses 2-pt shot from 1 ft,,71-66,,
3:49.0,,,71-66,,Defensive rebound by Z. Collins
3:43.0,,,71-66,,E. Turner misses 2-pt shot from 7 ft
3:41.0,Defensive rebound by L. Aldridge,,71-66,,
3:29.0,M. Ginobili makes 3-pt shot from 22 ft (assist by D. Bertans),3,74-66,,
3:07.0,,,74-66,,C. McCollum misses 2-pt shot from 20 ft
3:04.0,,,74-66,,Offensive rebound by E. Davis
3:02.0,,,74-66,,P. Connaughton misses 3-pt shot from 24 ft
3:00.0,,,74-66,,Offensive rebound by C. McCollum
2:48.0,,,74-66,,E. Turner misses 2-pt shot from 11 ft
2:48.0,,,74-66,,Offensive rebound by Team
2:48.0,Loose ball foul by D. Bertans (drawn by E. Davis),,74-66,,
2:48.0,,,74-66,,S. Napier enters the game for E. Turner
2:48.0,,,74-66,,M. Harkless enters the game for C. McCollum
2:48.0,J. Lauvergne enters the game for K. Anderson,,74-66,,
2:48.0,B. Paul enters the game for L. Aldridge,,74-66,,
2:34.0,,,74-69,3,M. Harkless makes 3-pt shot from 23 ft (assist by P. Connaughton)
2:18.0,M. Ginobili misses 2-pt shot from 7 ft (block by M. Harkless),,74-69,,
2:18.0,Offensive rebound by Team,,74-69,,
2:09.0,M. Ginobili misses 3-pt shot from 24 ft,,74-69,,
2:07.0,,,74-69,,Defensive rebound by Z. Collins
1:55.0,,,74-71,2,M. Harkless makes 2-pt shot from 2 ft
1:55.0,,,74-71,,Loose ball foul by E. Davis (drawn by B. Paul)
1:55.0,B. Paul misses free throw 1 of 2,,74-71,,
1:55.0,Offensive rebound by Team,,74-71,,
1:55.0,B. Paul misses free throw 2 of 2,,74-71,,
1:52.0,,,74-71,,Defensive rebound by M. Harkless
1:41.0,Personal foul by M. Ginobili (drawn by M. Harkless),,74-71,,
1:41.0,,,74-72,1,M. Harkless makes free throw 1 of 2
1:41.0,,,74-73,1,M. Harkless makes free throw 2 of 2
1:34.0,,,74-73,,Personal foul by M. Harkless (drawn by J. Lauvergne)
1:34.0,J. Lauvergne makes free throw 1 of 2,1,75-73,,
1:34.0,J. Lauvergne makes free throw 2 of 2,1,76-73,,
1:14.0,,,76-75,2,S. Napier makes 2-pt shot from 1 ft
0:57.0,J. Lauvergne misses 2-pt shot from 5 ft,,76-75,,
0:54.0,,,76-75,,Defensive rebound by S. Napier
0:50.0,,,76-77,2,S. Napier makes 2-pt shot from 1 ft
0:32.0,Shooting foul by E. Davis (drawn by M. Ginobili),,76-77,,
0:32.0,M. Ginobili misses free throw 1 of 2,,76-77,,
0:32.0,Offensive rebound by Team,,76-77,,
0:32.0,M. Ginobili makes free throw 2 of 2,1,77-77,,
0:22.0,,,77-80,3,S. Napier makes 3-pt shot from 27 ft
0:04.0,D. Bertans makes 3-pt shot from 24 ft (assist by M. Ginobili),3,80-80,,
0:00.0,,,80-80,,Offensive charge foul by S. Napier (drawn by B. Paul)
0:00.0,,,80-80,,Turnover by S. Napier (offensive foul)
0:00.0,B. Forbes enters the game for B. Paul,,80-80,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:49.0,P. Gasol makes 2-pt shot at rim (assist by M. Ginobili),2,82-80,,
11:24.0,,,82-80,,Z. Collins misses 3-pt shot from 22 ft
11:22.0,Defensive rebound by P. Gasol,,82-80,,
11:09.0,M. Ginobili makes 3-pt shot from 24 ft (assist by P. Gasol),3,85-80,,
10:44.0,,,85-82,2,Z. Collins makes 2-pt shot from 1 ft
10:29.0,Turnover by M. Ginobili (bad pass),,85-82,,
10:16.0,,,85-82,,Turnover by S. Napier (bad pass; steal by M. Ginobili)
10:10.0,M. Ginobili misses 2-pt shot from 1 ft,,85-82,,
10:08.0,,,85-82,,Defensive rebound by E. Davis
10:03.0,,,85-85,3,P. Connaughton makes 3-pt shot from 24 ft (assist by S. Napier)
9:51.0,,,85-85,,Personal foul by S. Napier (drawn by P. Mills)
9:51.0,,,85-85,,C. McCollum enters the game for S. Napier
9:45.0,B. Forbes makes 2-pt shot from 1 ft (assist by P. Gasol),2,87-85,,
9:28.0,,,87-88,3,C. McCollum makes 3-pt shot from 24 ft (assist by P. Connaughton)
9:22.0,,,87-88,,Personal foul by P. Connaughton (drawn by M. Ginobili)
9:22.0,,,87-88,,A. Aminu enters the game for Z. Collins
9:22.0,D. Murray enters the game for P. Mills,,87-88,,
9:22.0,K. Anderson enters the game for M. Ginobili,,87-88,,
9:22.0,L. Aldridge enters the game for D. Bertans,,87-88,,
9:05.0,P. Gasol misses 3-pt shot from 22 ft,,87-88,,
9:03.0,,,87-88,,Defensive rebound by C. McCollum
8:54.0,,,87-88,,Offensive charge foul by P. Connaughton (drawn by K. Anderson)
8:54.0,,,87-88,,Turnover by P. Connaughton (offensive foul)
8:43.0,,,87-88,,Personal foul by A. Aminu (drawn by L. Aldridge)
8:34.0,D. Murray misses 2-pt shot from 2 ft,,87-88,,
8:34.0,Offensive rebound by P. Gasol,,87-88,,
8:33.0,P. Gasol misses 2-pt shot at rim,,87-88,,
8:33.0,Offensive rebound by Team,,87-88,,
8:33.0,Shooting foul by E. Davis (drawn by P. Gasol),,87-88,,
8:33.0,P. Gasol makes free throw 1 of 2,1,88-88,,
8:33.0,,,88-88,,J. Nurkic enters the game for E. Davis
8:33.0,P. Gasol misses free throw 2 of 2,,88-88,,
8:31.0,,,88-88,,Defensive rebound by J. Nurkic
8:21.0,,,88-91,3,A. Aminu makes 3-pt shot from 25 ft (assist by C. McCollum)
8:02.0,L. Aldridge makes 2-pt shot from 3 ft,2,90-91,,
7:53.0,,,90-93,2,J. Nurkic makes 2-pt shot from 1 ft (assist by C. McCollum)
7:53.0,,,90-93,,Shooting foul by B. Forbes (drawn by J. Nurkic)
7:53.0,,,90-94,1,J. Nurkic makes free throw 1 of 1
7:43.0,Shooting foul by M. Harkless (drawn by K. Anderson),,90-94,,
7:43.0,K. Anderson makes free throw 1 of 2,1,91-94,,
7:43.0,K. Anderson makes free throw 2 of 2,1,92-94,,
7:33.0,,,92-94,,Portland full timeout
7:33.0,M. Ginobili enters the game for D. Murray,,92-94,,
7:31.0,Personal foul by B. Forbes (drawn by C. McCollum),,92-94,,
7:31.0,P. Mills enters the game for B. Forbes,,92-94,,
7:25.0,,,92-94,,M. Harkless misses 2-pt shot from 1 ft
7:24.0,Defensive rebound by K. Anderson,,92-94,,
7:18.0,L. Aldridge misses 2-pt shot from 1 ft (block by M. Harkless),,92-94,,
7:18.0,Offensive rebound by Team,,92-94,,
7:11.0,Turnover by M. Ginobili (bad pass; steal by M. Harkless),,92-94,,
7:06.0,,,92-96,2,M. Harkless makes 2-pt shot at rim
6:50.0,Shooting foul by J. Nurkic (drawn by L. Aldridge),,92-96,,
6:50.0,L. Aldridge makes free throw 1 of 2,1,93-96,,
6:50.0,D. Bertans enters the game for P. Gasol,,93-96,,
6:50.0,L. Aldridge makes free throw 2 of 2,1,94-96,,
6:31.0,,,94-98,2,C. McCollum makes 2-pt shot from 2 ft
6:13.0,Turnover by P. Mills (traveling),,94-98,,
5:57.0,,,94-98,,A. Aminu misses 2-pt shot from 2 ft (block by M. Ginobili)
5:57.0,Defensive rebound by P. Mills,,94-98,,
5:50.0,D. Bertans misses 2-pt shot from 9 ft,,94-98,,
5:50.0,,,94-98,,Defensive rebound by J. Nurkic
5:37.0,,,94-101,3,M. Harkless makes 3-pt shot from 25 ft (assist by C. McCollum)
5:37.0,San Antonio full timeout,,94-101,,
5:30.0,,,94-101,,Violation by J. Nurkic (kicked ball)
5:19.0,M. Ginobili makes 3-pt shot from 23 ft (assist by D. Bertans),3,97-101,,
5:03.0,,,97-101,,A. Aminu misses 3-pt shot from 22 ft
4:58.0,Defensive rebound by K. Anderson,,97-101,,
4:56.0,D. Bertans makes 3-pt shot from 25 ft (assist by K. Anderson),3,100-101,,
4:37.0,,,100-103,2,C. McCollum makes 2-pt shot from 14 ft
4:18.0,L. Aldridge makes 2-pt shot from 1 ft,2,102-103,,
4:03.0,,,102-103,,C. McCollum misses 2-pt shot from 4 ft
4:01.0,Defensive rebound by L. Aldridge,,102-103,,
3:48.0,Turnover by P. Mills (bad pass; steal by C. McCollum),,102-103,,
3:45.0,Personal take foul by D. Bertans (drawn by C. McCollum),,102-103,,
3:45.0,,,102-103,,S. Napier enters the game for P. Connaughton
3:38.0,,,102-103,,C. McCollum misses 3-pt shot from 24 ft
3:35.0,,,102-103,,Offensive rebound by S. Napier
3:22.0,,,102-103,,J. Nurkic misses 2-pt shot from 14 ft
3:19.0,Defensive rebound by M. Ginobili,,102-103,,
3:07.0,M. Ginobili misses 2-pt shot from 6 ft,,102-103,,
3:03.0,Offensive rebound by M. Ginobili,,102-103,,
2:48.0,M. Ginobili makes 3-pt shot from 25 ft,3,105-103,,
