time,Charlotte,pts.away,score,pts.home,Brooklyn
0:08.0,F. Kaminsky makes 2-pt shot from 19 ft (assist by M. Monk),2,22-32,,
0:01.0,,,22-34,2,C. LeVert makes 2-pt shot from 11 ft
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:50.0,F. Kaminsky misses 2-pt shot from 3 ft (block by J. Allen),,22-34,,
11:50.0,Offensive rebound by Team,,22-34,,
11:47.0,D. Bacon misses 2-pt shot from 10 ft,,22-34,,
11:43.0,Offensive rebound by W. Hernangomez,,22-34,,
11:37.0,M. Monk misses 3-pt shot from 25 ft,,22-34,,
11:32.0,Offensive rebound by W. Hernangomez,,22-34,,
11:27.0,F. Kaminsky misses 2-pt shot from 14 ft,,22-34,,
11:24.0,,,22-34,,Defensive rebound by D. Carroll
11:15.0,,,22-34,,Offensive foul by S. Dinwiddie (drawn by T. Graham)
11:15.0,,,22-34,,Turnover by S. Dinwiddie (offensive foul)
11:04.0,M. Monk misses 3-pt shot from 25 ft,,22-34,,
11:01.0,,,22-34,,Defensive rebound by D. Carroll
10:49.0,,,22-34,,S. Dinwiddie misses 3-pt shot from 24 ft
10:45.0,Defensive rebound by F. Kaminsky,,22-34,,
10:35.0,Turnover by D. Bacon (bad pass; steal by J. Harris),,22-34,,
10:29.0,,,22-37,3,S. Dinwiddie makes 3-pt shot from 25 ft (assist by J. Harris)
10:11.0,F. Kaminsky misses 2-pt shot from 11 ft,,22-37,,
10:09.0,,,22-37,,Defensive rebound by J. Allen
10:04.0,,,22-37,,D. Carroll misses 3-pt shot from 25 ft
10:02.0,,,22-37,,Offensive rebound by J. Allen
9:51.0,,,22-39,2,J. Allen makes 2-pt shot from 1 ft (assist by C. LeVert)
9:42.0,Charlotte full timeout,,22-39,,
9:36.0,D. Bacon makes 2-pt shot from 8 ft (assist by M. Monk),2,24-39,,
9:18.0,,,24-39,,C. LeVert misses 3-pt shot from 26 ft
9:15.0,Defensive rebound by M. Monk,,24-39,,
9:07.0,D. Bacon makes 2-pt shot from 20 ft (assist by F. Kaminsky),2,26-39,,
8:49.0,,,26-41,2,C. LeVert makes 2-pt shot from 3 ft
8:36.0,M. Monk misses 2-pt shot from 12 ft,,26-41,,
8:34.0,,,26-41,,Defensive rebound by J. Allen
8:31.0,,,26-43,2,D. Carroll makes 2-pt shot from 8 ft (assist by S. Dinwiddie)
8:31.0,,,26-43,,Shooting foul by F. Kaminsky (drawn by D. Carroll)
8:31.0,,,26-44,1,D. Carroll makes free throw 1 of 1
8:21.0,Turnover by M. Monk (bad pass; steal by C. LeVert),,26-44,,
8:18.0,,,26-46,2,C. LeVert makes 2-pt shot from 1 ft
8:09.0,Turnover by F. Kaminsky (traveling),,26-46,,
8:01.0,,,26-48,2,J. Harris makes 2-pt shot from 1 ft
8:00.0,Charlotte full timeout,,26-48,,
8:00.0,,,26-49,1,S. Dinwiddie makes technical free throw
7:46.0,D. Bacon misses 2-pt shot from 16 ft,,26-49,,
7:43.0,Offensive rebound by M. Monk,,26-49,,
7:35.0,F. Kaminsky makes 2-pt shot from 3 ft (assist by M. Monk),2,28-49,,
7:12.0,,,28-49,,D. Carroll misses 3-pt shot from 25 ft
7:10.0,Defensive rebound by W. Hernangomez,,28-49,,
7:03.0,T. Graham makes 2-pt shot from 18 ft (assist by F. Kaminsky),2,30-49,,
6:51.0,,,30-49,,Offensive foul by J. Allen (drawn by M. Monk)
6:51.0,,,30-49,,Turnover by J. Allen (offensive foul)
6:51.0,,,30-49,,D. Russell enters the game for S. Dinwiddie
6:51.0,,,30-49,,R. Hollis-Jefferson enters the game for D. Carroll
6:51.0,K. Walker enters the game for M. Monk,,30-49,,
6:38.0,K. Walker misses 2-pt shot from 4 ft (block by J. Allen),,30-49,,
6:35.0,Offensive rebound by K. Walker,,30-49,,
6:33.0,K. Walker misses 2-pt shot from 18 ft,,30-49,,
6:30.0,,,30-49,,Defensive rebound by J. Harris
6:15.0,,,30-51,2,D. Russell makes 2-pt shot from 8 ft
6:02.0,K. Walker makes 2-pt shot from 14 ft,2,32-51,,
5:43.0,,,32-51,,C. LeVert misses 2-pt shot from 2 ft
5:43.0,Defensive rebound by W. Hernangomez,,32-51,,
5:43.0,,,32-51,,Personal foul by C. LeVert (drawn by W. Hernangomez)
5:43.0,,,32-51,,A. Crabbe enters the game for J. Harris
5:43.0,J. Lamb enters the game for T. Graham,,32-51,,
5:43.0,M. Williams enters the game for W. Hernangomez,,32-51,,
5:43.0,D. Howard enters the game for F. Kaminsky,,32-51,,
5:29.0,Turnover by D. Howard (lost ball; steal by R. Hollis-Jefferson),,32-51,,
5:19.0,,,32-53,2,J. Allen makes 2-pt shot from 1 ft (assist by C. LeVert)
5:01.0,J. Lamb makes 2-pt shot from 16 ft,2,34-53,,
4:45.0,,,34-53,,R. Hollis-Jefferson misses 2-pt shot from 14 ft
4:43.0,Defensive rebound by K. Walker,,34-53,,
4:33.0,K. Walker misses 3-pt shot from 26 ft,,34-53,,
4:30.0,,,34-53,,Defensive rebound by A. Crabbe
4:25.0,,,34-53,,R. Hollis-Jefferson misses 2-pt shot from 2 ft
4:25.0,Defensive rebound by Team,,34-53,,
4:25.0,,,34-53,,Brooklyn full timeout
4:25.0,,,34-53,,S. Dinwiddie enters the game for C. LeVert
4:25.0,,,34-53,,Q. Acy enters the game for J. Allen
4:25.0,M. Kidd-Gilchrist enters the game for D. Bacon,,34-53,,
4:18.0,M. Williams misses 3-pt shot from 24 ft,,34-53,,
4:13.0,Offensive rebound by M. Kidd-Gilchrist,,34-53,,
4:10.0,M. Williams misses 3-pt shot from 22 ft,,34-53,,
4:07.0,,,34-53,,Defensive rebound by D. Russell
3:58.0,,,34-53,,D. Russell misses 2-pt shot from 8 ft
3:56.0,Defensive rebound by D. Howard,,34-53,,
3:51.0,K. Walker misses 2-pt shot from 4 ft,,34-53,,
3:48.0,,,34-53,,Defensive rebound by D. Russell
3:43.0,,,34-53,,D. Russell misses 2-pt shot from 7 ft
3:43.0,Defensive rebound by D. Howard,,34-53,,
3:35.0,,,34-53,,Personal foul by A. Crabbe (drawn by J. Lamb)
3:30.0,Turnover by D. Howard (turnover),,34-53,,
3:13.0,,,34-53,,D. Russell misses 3-pt shot from 23 ft
3:10.0,Defensive rebound by J. Lamb,,34-53,,
2:57.0,Shooting foul by A. Crabbe (drawn by M. Kidd-Gilchrist),,34-53,,
2:57.0,M. Kidd-Gilchrist makes free throw 1 of 2,1,35-53,,
2:57.0,M. Kidd-Gilchrist misses free throw 2 of 2,,35-53,,
2:55.0,,,35-53,,Defensive rebound by A. Crabbe
2:41.0,,,35-53,,Turnover by D. Russell (bad pass)
2:28.0,J. Lamb makes 2-pt shot from 12 ft (assist by K. Walker),2,37-53,,
2:13.0,,,37-56,3,A. Crabbe makes 3-pt shot from 26 ft (assist by D. Russell)
2:03.0,,,37-56,,Personal foul by S. Dinwiddie (drawn by J. Lamb)
1:57.0,J. Lamb makes 2-pt shot from 19 ft,2,39-56,,
1:47.0,,,39-56,,S. Dinwiddie misses 2-pt shot from 4 ft
1:45.0,Defensive rebound by J. Lamb,,39-56,,
1:37.0,M. Williams misses 2-pt shot from 9 ft,,39-56,,
1:36.0,,,39-56,,Defensive rebound by A. Crabbe
1:33.0,,,39-56,,Offensive charge foul by R. Hollis-Jefferson (drawn by K. Walker)
1:33.0,,,39-56,,Turnover by R. Hollis-Jefferson (offensive foul)
1:09.0,K. Walker misses 2-pt shot from 4 ft,,39-56,,
1:08.0,Offensive rebound by M. Kidd-Gilchrist,,39-56,,
1:07.0,M. Kidd-Gilchrist misses 2-pt shot from 3 ft (block by Q. Acy),,39-56,,
1:06.0,Offensive rebound by D. Howard,,39-56,,
1:05.0,D. Howard misses 2-pt shot from 1 ft (block by Q. Acy),,39-56,,
1:03.0,,,39-56,,Defensive rebound by D. Russell
1:00.0,,,39-56,,D. Russell misses 2-pt shot from 3 ft
0:59.0,,,39-56,,Offensive rebound by R. Hollis-Jefferson
0:59.0,,,39-58,2,R. Hollis-Jefferson makes 2-pt shot at rim
0:44.0,M. Williams misses 3-pt shot from 25 ft,,39-58,,
0:44.0,,,39-58,,Defensive rebound by S. Dinwiddie
0:33.0,,,39-58,,Shooting foul by J. Lamb (drawn by S. Dinwiddie)
0:33.0,,,39-59,1,S. Dinwiddie makes free throw 1 of 2
0:33.0,,,39-59,,C. LeVert enters the game for A. Crabbe
0:33.0,D. Bacon enters the game for J. Lamb,,39-59,,
0:33.0,,,39-60,1,S. Dinwiddie makes free throw 2 of 2
0:15.0,,,39-60,,Personal foul by C. LeVert (drawn by K. Walker)
0:15.0,K. Walker makes free throw 1 of 2,1,40-60,,
0:15.0,,,40-60,,D. Carroll enters the game for R. Hollis-Jefferson
0:15.0,,,40-60,,A. Crabbe enters the game for C. LeVert
0:15.0,K. Walker makes free throw 2 of 2,1,41-60,,
0:04.0,,,41-62,2,D. Russell makes 2-pt shot from 3 ft
0:01.0,Shooting foul by D. Carroll (drawn by K. Walker),,41-62,,
0:01.0,K. Walker makes free throw 1 of 2,1,42-62,,
0:01.0,K. Walker makes free throw 2 of 2,1,43-62,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:53.0,K. Walker misses 2-pt shot from 17 ft,,43-62,,
11:51.0,Offensive rebound by D. Howard,,43-62,,
11:50.0,D. Howard makes 2-pt shot from 1 ft,2,45-62,,
11:31.0,,,45-62,,Offensive foul by R. Hollis-Jefferson (drawn by K. Walker)
11:31.0,,,45-62,,Turnover by R. Hollis-Jefferson (offensive foul)
11:22.0,K. Walker misses 2-pt shot from 20 ft,,45-62,,
11:21.0,Offensive rebound by D. Howard,,45-62,,
11:21.0,D. Howard makes 2-pt shot at rim,2,47-62,,
11:21.0,Shooting foul by J. Allen (drawn by D. Howard),,47-62,,
11:21.0,D. Howard misses free throw 1 of 1,,47-62,,
11:21.0,,,47-62,,Defensive rebound by J. Allen
11:02.0,,,47-62,,D. Russell misses 3-pt shot from 26 ft
10:57.0,Defensive rebound by M. Kidd-Gilchrist,,47-62,,
10:48.0,D. Howard misses 2-pt shot from 2 ft (block by J. Allen),,47-62,,
10:48.0,Offensive rebound by Team,,47-62,,
10:48.0,,,47-62,,Q. Acy enters the game for J. Allen
10:48.0,Technical foul by D. Howard,,47-62,,
10:48.0,,,47-63,1,A. Crabbe makes technical free throw
10:37.0,J. Lamb misses 2-pt shot from 6 ft,,47-63,,
10:33.0,Offensive rebound by D. Howard,,47-63,,
10:33.0,D. Howard misses 2-pt shot at rim,,47-63,,
10:32.0,,,47-63,,Defensive rebound by Q. Acy
10:13.0,,,47-66,3,Q. Acy makes 3-pt shot from 25 ft (assist by D. Russell)
9:59.0,K. Walker misses 2-pt shot from 5 ft,,47-66,,
9:56.0,Offensive rebound by K. Walker,,47-66,,
9:56.0,K. Walker misses 2-pt shot at rim,,47-66,,
9:55.0,,,47-66,,Defensive rebound by Q. Acy
9:49.0,,,47-66,,D. Carroll misses 2-pt shot from 12 ft
9:46.0,Defensive rebound by M. Williams,,47-66,,
9:39.0,M. Kidd-Gilchrist misses 2-pt shot from 3 ft (block by D. Russell),,47-66,,
9:38.0,Offensive rebound by M. Kidd-Gilchrist,,47-66,,
9:38.0,Shooting foul by D. Carroll (drawn by M. Kidd-Gilchrist),,47-66,,
9:38.0,M. Kidd-Gilchrist makes free throw 1 of 2,1,48-66,,
9:38.0,M. Kidd-Gilchrist makes free throw 2 of 2,1,49-66,,
9:29.0,,,49-66,,A. Crabbe misses 3-pt shot from 24 ft
9:27.0,Defensive rebound by J. Lamb,,49-66,,
9:21.0,D. Howard makes 2-pt shot from 2 ft (assist by J. Lamb),2,51-66,,
9:21.0,Shooting foul by Q. Acy (drawn by D. Howard),,51-66,,
9:21.0,D. Howard makes free throw 1 of 1,1,52-66,,
9:08.0,,,52-69,3,D. Russell makes 3-pt shot from 25 ft (assist by D. Carroll)
8:48.0,J. Lamb makes 3-pt shot from 25 ft (assist by D. Howard),3,55-69,,
8:32.0,,,55-71,2,D. Russell makes 2-pt shot from 15 ft
8:16.0,M. Kidd-Gilchrist misses 2-pt shot from 17 ft,,55-71,,
8:14.0,,,55-71,,Defensive rebound by A. Crabbe
8:07.0,,,55-74,3,D. Russell makes 3-pt shot from 25 ft (assist by Q. Acy)
8:06.0,Charlotte full timeout,,55-74,,
7:59.0,J. Lamb makes 2-pt shot from 15 ft,2,57-74,,
7:43.0,Personal foul by D. Howard (drawn by D. Russell),,57-74,,
7:39.0,Personal foul by J. Lamb (drawn by D. Carroll),,57-74,,
7:34.0,,,57-77,3,Q. Acy makes 3-pt shot from 25 ft (assist by D. Russell)
7:18.0,J. Lamb misses 2-pt shot from 13 ft,,57-77,,
7:16.0,Offensive rebound by D. Howard,,57-77,,
7:15.0,D. Howard makes 2-pt shot at rim,2,59-77,,
6:56.0,,,59-77,,D. Russell misses 3-pt shot from 25 ft
6:56.0,Defensive rebound by K. Walker,,59-77,,
6:52.0,,,59-77,,Personal foul by Q. Acy (drawn by D. Howard)
6:49.0,Offensive foul by D. Howard (drawn by D. Carroll),,59-77,,
6:49.0,Turnover by D. Howard (offensive foul),,59-77,,
6:36.0,,,59-80,3,D. Carroll makes 3-pt shot from 23 ft (assist by D. Russell)
6:17.0,K. Walker misses 2-pt shot from 12 ft (block by A. Crabbe),,59-80,,
6:14.0,,,59-80,,Defensive rebound by R. Hollis-Jefferson
6:13.0,,,59-82,2,D. Carroll makes 2-pt shot from 6 ft (assist by R. Hollis-Jefferson)
6:13.0,,,59-82,,Shooting foul by M. Kidd-Gilchrist (drawn by D. Carroll)
6:13.0,,,59-82,,D. Carroll misses free throw 1 of 1
6:13.0,Defensive rebound by D. Howard,,59-82,,
5:57.0,K. Walker misses 3-pt shot from 28 ft,,59-82,,
5:52.0,Offensive rebound by D. Howard,,59-82,,
5:47.0,Turnover by J. Lamb (bad pass; steal by R. Hollis-Jefferson),,59-82,,
5:35.0,,,59-82,,Q. Acy misses 3-pt shot from 26 ft
5:33.0,,,59-82,,Offensive rebound by Q. Acy
5:30.0,,,59-82,,Turnover by D. Carroll (step out of bounds)
5:30.0,,,59-82,,S. Dinwiddie enters the game for D. Carroll
5:16.0,K. Walker misses 2-pt shot from 11 ft,,59-82,,
5:15.0,Offensive rebound by D. Howard,,59-82,,
5:15.0,D. Howard makes 2-pt shot at rim,2,61-82,,
5:15.0,Shooting foul by Q. Acy (drawn by D. Howard),,61-82,,
5:15.0,,,61-82,,J. Harris enters the game for D. Russell
5:15.0,,,61-82,,C. LeVert enters the game for Q. Acy
5:15.0,,,61-82,,J. Allen enters the game for A. Crabbe
5:15.0,D. Howard makes free throw 1 of 1,1,62-82,,
5:02.0,,,62-82,,J. Harris misses 2-pt shot from 5 ft
5:00.0,Defensive rebound by D. Howard,,62-82,,
4:53.0,J. Lamb misses 2-pt shot from 15 ft,,62-82,,
4:51.0,,,62-82,,Defensive rebound by J. Harris
4:43.0,,,62-82,,R. Hollis-Jefferson misses 2-pt shot from 8 ft
4:41.0,Defensive rebound by D. Howard,,62-82,,
4:28.0,Shooting foul by C. LeVert (drawn by M. Kidd-Gilchrist),,62-82,,
4:28.0,M. Kidd-Gilchrist makes free throw 1 of 2,1,63-82,,
4:28.0,M. Kidd-Gilchrist makes free throw 2 of 2,1,64-82,,
4:14.0,,,64-82,,R. Hollis-Jefferson misses 2-pt shot from 18 ft
4:11.0,Defensive rebound by D. Howard,,64-82,,
4:04.0,D. Howard misses 2-pt shot from 2 ft (block by J. Allen),,64-82,,
4:04.0,Offensive rebound by Team,,64-82,,
3:56.0,Shooting foul by R. Hollis-Jefferson (drawn by D. Howard),,64-82,,
3:56.0,D. Howard makes free throw 1 of 2,1,65-82,,
3:56.0,D. Bacon enters the game for M. Williams,,65-82,,
3:56.0,F. Kaminsky enters the game for M. Kidd-Gilchrist,,65-82,,
3:56.0,D. Howard makes free throw 2 of 2,1,66-82,,
3:32.0,,,66-85,2,S. Dinwiddie makes 3-pt shot from 25 ft (assist by J. Harris)
3:20.0,K. Walker misses 2-pt shot from 2 ft,,66-85,,
3:18.0,Offensive rebound by D. Howard,,66-85,,
3:18.0,D. Howard makes 2-pt shot at rim,2,68-85,,
2:53.0,,,68-85,,Shooting foul by D. Howard (drawn by R. Hollis-Jefferson)
2:53.0,,,68-85,,Brooklyn full timeout
2:53.0,M. Monk enters the game for K. Walker,,68-85,,
2:53.0,,,68-86,1,R. Hollis-Jefferson makes free throw 1 of 2
2:53.0,,,68-86,,R. Hollis-Jefferson misses free throw 2 of 2
2:51.0,Defensive rebound by F. Kaminsky,,68-86,,
2:38.0,D. Howard makes 2-pt shot from 2 ft (assist by M. Monk),2,70-86,,
2:22.0,,,70-86,,R. Hollis-Jefferson misses 2-pt shot from 8 ft
2:20.0,Defensive rebound by J. Lamb,,70-86,,
2:18.0,,,70-86,,Personal foul by R. Hollis-Jefferson (drawn by D. Howard)
2:18.0,D. Howard misses free throw 1 of 2,,70-86,,
2:18.0,Offensive rebound by Team,,70-86,,
2:18.0,,,70-86,,D. Carroll enters the game for R. Hollis-Jefferson
2:18.0,D. Howard makes free throw 2 of 2,1,71-86,,
2:01.0,,,71-86,,Shooting foul by F. Kaminsky (drawn by D. Carroll)
2:01.0,,,71-86,,D. Carroll misses free throw 1 of 2
2:01.0,,,71-86,,Offensive rebound by Team
2:01.0,,,71-86,,D. Carroll misses free throw 2 of 2
1:59.0,Defensive rebound by D. Bacon,,71-86,,
1:45.0,M. Monk misses 2-pt shot from 3 ft,,71-86,,
1:43.0,,,71-86,,Defensive rebound by C. LeVert
1:38.0,Personal foul by F. Kaminsky (drawn by D. Carroll),,71-86,,
1:38.0,,,71-86,,D. Carroll misses free throw 1 of 2
1:38.0,,,71-86,,Offensive rebound by Team
1:38.0,,,71-87,1,D. Carroll makes free throw 2 of 2
1:19.0,J. Lamb misses 3-pt shot from 23 ft,,71-87,,
1:17.0,,,71-87,,Defensive rebound by J. Harris
1:12.0,,,71-87,,S. Dinwiddie misses 3-pt shot from 25 ft
1:08.0,,,71-87,,Offensive rebound by S. Dinwiddie
1:07.0,,,71-87,,C. LeVert misses 3-pt shot from 24 ft
1:07.0,Defensive rebound by D. Howard,,71-87,,
0:52.0,F. Kaminsky misses 2-pt shot from 19 ft,,71-87,,
0:48.0,Offensive rebound by J. Lamb,,71-87,,
0:48.0,J. Lamb makes 2-pt shot at rim,2,73-87,,
0:37.0,,,73-87,,D. Carroll misses 3-pt shot from 22 ft
0:34.0,Defensive rebound by Team,,73-87,,
0:22.0,Shooting foul by J. Allen (drawn by M. Monk),,73-87,,
0:22.0,M. Monk makes free throw 1 of 2,1,74-87,,
0:22.0,M. Monk makes free throw 2 of 2,1,75-87,,
0:00.0,,,75-87,,C. LeVert misses 2-pt shot from 2 ft (block by J. Lamb)
0:00.0,,,75-87,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:47.0,,,75-87,,Turnover by J. Allen (lost ball; steal by K. Walker)
11:37.0,M. Monk makes 3-pt shot from 25 ft (assist by K. Walker),3,78-87,,
11:15.0,,,78-87,,C. LeVert misses 2-pt shot from 3 ft
11:12.0,Defensive rebound by D. Bacon,,78-87,,
11:07.0,K. Walker misses 2-pt shot from 6 ft,,78-87,,
11:06.0,Offensive rebound by W. Hernangomez,,78-87,,
11:06.0,W. Hernangomez misses 2-pt shot at rim,,78-87,,
11:05.0,Offensive rebound by W. Hernangomez,,78-87,,
11:05.0,W. Hernangomez misses 2-pt shot at rim,,78-87,,
11:04.0,,,78-87,,Defensive rebound by D. Carroll
10:52.0,,,78-89,2,S. Dinwiddie makes 2-pt shot from 16 ft
10:36.0,F. Kaminsky misses 3-pt shot from 25 ft,,78-89,,
