time,Oklahoma City,pts.away,score,pts.home,San Antonio
11:08.0,J. Grant makes 2-pt shot at rim (assist by R. Felton),2,36-17,,
11:07.0,,,36-17,,San Antonio full timeout
10:56.0,,,36-17,,Turnover by D. Green (bad pass; steal by A. Abrines)
10:47.0,Turnover by A. Abrines (bad pass; steal by D. Green),,36-17,,
10:39.0,,,36-17,,Offensive foul by B. Forbes (drawn by A. Abrines)
10:39.0,,,36-17,,Turnover by B. Forbes (offensive foul)
10:28.0,P. Patterson makes 3-pt shot from 24 ft (assist by R. Felton),3,39-17,,
10:16.0,,,39-17,,P. Mills misses 2-pt shot from 18 ft
10:16.0,,,39-17,,Offensive rebound by J. Lauvergne
10:11.0,,,39-17,,D. Green misses 3-pt shot from 23 ft
10:11.0,,,39-17,,Offensive rebound by J. Lauvergne
10:09.0,,,39-17,,Shooting foul by P. George (drawn by J. Lauvergne)
10:09.0,,,39-17,,J. Lauvergne misses free throw 1 of 2
10:09.0,,,39-17,,Offensive rebound by Team
10:09.0,,,39-17,,K. Anderson enters the game for B. Forbes
10:09.0,,,39-18,1,J. Lauvergne makes free throw 2 of 2
9:59.0,J. Grant makes 2-pt shot from 1 ft (assist by R. Felton),2,41-18,,
9:40.0,,,41-18,,Shooting foul by A. Abrines (drawn by K. Anderson)
9:40.0,,,41-19,1,K. Anderson makes free throw 1 of 2
9:40.0,,,41-19,,P. Gasol enters the game for R. Gay
9:40.0,,,41-19,,D. Bertans enters the game for J. Lauvergne
9:40.0,,,41-20,1,K. Anderson makes free throw 2 of 2
9:28.0,R. Felton makes 2-pt shot from 5 ft,2,43-20,,
9:11.0,,,43-20,,P. Gasol misses 2-pt shot from 6 ft
9:07.0,Defensive rebound by J. Grant,,43-20,,
8:56.0,A. Abrines misses 3-pt shot from 24 ft,,43-20,,
8:54.0,,,43-20,,Defensive rebound by K. Anderson
8:44.0,,,43-22,2,P. Gasol makes 2-pt shot from 1 ft
8:23.0,P. George misses 2-pt shot from 2 ft (block by K. Anderson),,43-22,,
8:23.0,,,43-22,,Defensive rebound by D. Green
8:16.0,,,43-22,,D. Green misses 3-pt shot from 24 ft
8:16.0,Defensive rebound by Team,,43-22,,
8:14.0,R. Westbrook enters the game for A. Abrines,,43-22,,
8:14.0,S. Adams enters the game for J. Grant,,43-22,,
8:01.0,R. Felton misses 2-pt shot from 2 ft (block by P. Gasol),,43-22,,
7:57.0,,,43-22,,Defensive rebound by Team
7:53.0,,,43-25,3,P. Gasol makes 3-pt shot from 25 ft (assist by D. Green)
7:34.0,P. George misses 3-pt shot from 24 ft,,43-25,,
7:34.0,,,43-25,,Defensive rebound by P. Mills
7:16.0,,,43-25,,P. Mills misses 3-pt shot from 25 ft
7:13.0,Defensive rebound by P. George,,43-25,,
7:09.0,,,43-25,,Personal foul by P. Gasol (drawn by S. Adams)
7:09.0,J. Huestis enters the game for R. Felton,,43-25,,
7:09.0,A. Roberson enters the game for P. George,,43-25,,
7:09.0,C. Anthony enters the game for P. Patterson,,43-25,,
6:58.0,,,43-25,,L. Aldridge enters the game for D. Bertans
6:52.0,R. Westbrook misses 3-pt shot from 24 ft,,43-25,,
6:52.0,Offensive rebound by Team,,43-25,,
6:51.0,Turnover by Team (shot clock),,43-25,,
6:35.0,,,43-25,,D. Green misses 3-pt shot from 25 ft
6:33.0,,,43-25,,Offensive rebound by P. Gasol
6:30.0,,,43-27,2,L. Aldridge makes 2-pt shot from 1 ft (assist by P. Gasol)
6:30.0,Oklahoma City full timeout,,43-27,,
6:19.0,R. Westbrook misses 2-pt shot from 13 ft,,43-27,,
6:16.0,,,43-27,,Defensive rebound by D. Green
6:13.0,Personal foul by J. Huestis (drawn by L. Aldridge),,43-27,,
6:09.0,,,43-30,3,D. Green makes 3-pt shot from 22 ft (assist by P. Mills)
5:53.0,R. Westbrook makes 2-pt shot from 1 ft (assist by C. Anthony),2,45-30,,
5:31.0,,,45-30,,L. Aldridge misses 2-pt shot from 3 ft
5:31.0,,,45-30,,Offensive rebound by P. Gasol
5:31.0,,,45-30,,Shooting foul by J. Huestis (drawn by P. Gasol)
5:31.0,,,45-31,1,P. Gasol makes free throw 1 of 2
5:31.0,P. George enters the game for A. Roberson,,45-31,,
5:31.0,A. Abrines enters the game for J. Huestis,,45-31,,
5:31.0,,,45-32,1,P. Gasol makes free throw 2 of 2
5:20.0,A. Abrines makes 3-pt shot from 23 ft (assist by R. Westbrook),3,48-32,,
4:57.0,,,48-32,,P. Mills misses 2-pt shot from 17 ft
4:56.0,Defensive rebound by Team,,48-32,,
4:45.0,C. Anthony makes 3-pt shot from 23 ft (assist by P. George),3,51-32,,
4:27.0,,,51-34,2,K. Anderson makes 2-pt shot from 1 ft (assist by P. Gasol)
4:17.0,R. Westbrook misses 3-pt shot from 24 ft,,51-34,,
4:17.0,,,51-34,,Defensive rebound by K. Anderson
4:09.0,,,51-36,2,L. Aldridge makes 2-pt shot from 2 ft (assist by K. Anderson)
3:50.0,Offensive foul by S. Adams (drawn by K. Anderson),,51-36,,
3:50.0,Turnover by S. Adams (offensive foul),,51-36,,
3:50.0,,,51-36,,D. Murray enters the game for P. Mills
3:27.0,,,51-36,,D. Murray misses 2-pt shot from 4 ft (block by C. Anthony)
3:25.0,Defensive rebound by C. Anthony,,51-36,,
3:20.0,P. George misses 2-pt shot from 3 ft (block by D. Green),,51-36,,
3:20.0,,,51-36,,Defensive rebound by P. Gasol
3:12.0,,,51-39,3,D. Green makes 3-pt shot from 25 ft (assist by K. Anderson)
2:49.0,R. Westbrook misses 2-pt shot from 1 ft,,51-39,,
2:49.0,,,51-39,,Defensive rebound by K. Anderson
2:41.0,,,51-39,,Turnover by P. Gasol (bad pass)
2:41.0,,,51-39,,Personal foul by P. Gasol (drawn by P. George)
2:20.0,R. Westbrook misses 2-pt shot from 5 ft (block by D. Green),,51-39,,
2:20.0,,,51-39,,Defensive rebound by Team
2:07.0,,,51-41,2,K. Anderson makes 2-pt shot from 1 ft (assist by D. Green)
1:49.0,C. Anthony makes 2-pt shot from 19 ft,2,53-41,,
1:41.0,Personal foul by C. Anthony (drawn by L. Aldridge),,53-41,,
1:41.0,,,53-42,1,L. Aldridge makes free throw 1 of 2
1:41.0,,,53-43,1,L. Aldridge makes free throw 2 of 2
1:24.0,R. Westbrook misses 2-pt shot from 14 ft,,53-43,,
1:20.0,,,53-43,,Defensive rebound by D. Green
1:06.0,Personal foul by P. George (drawn by P. Gasol),,53-43,,
1:06.0,,,53-44,1,P. Gasol makes free throw 1 of 2
1:06.0,,,53-45,1,P. Gasol makes free throw 2 of 2
1:06.0,,,53-45,,P. Mills enters the game for D. Murray
0:52.0,A. Abrines makes 2-pt shot from 1 ft,2,55-45,,
0:44.0,,,55-48,3,D. Green makes 3-pt shot from 25 ft (assist by K. Anderson)
0:28.0,R. Westbrook misses 2-pt shot from 1 ft,,55-48,,
0:28.0,Offensive rebound by Team,,55-48,,
0:07.0,C. Anthony misses 2-pt shot from 17 ft,,55-48,,
0:04.0,,,55-48,,Defensive rebound by P. Gasol
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:48.0,P. George misses 2-pt shot from 18 ft,,55-48,,
11:45.0,,,55-48,,Defensive rebound by L. Aldridge
11:24.0,,,55-50,2,K. Anderson makes 2-pt shot at rim (assist by D. Green)
11:04.0,A. Roberson misses 3-pt shot from 22 ft,,55-50,,
11:01.0,,,55-50,,Defensive rebound by L. Aldridge
10:45.0,,,55-50,,L. Aldridge misses 3-pt shot from 23 ft
10:41.0,Defensive rebound by C. Anthony,,55-50,,
10:30.0,R. Westbrook misses 2-pt shot from 18 ft,,55-50,,
10:27.0,,,55-50,,Defensive rebound by P. Mills
10:08.0,,,55-50,,K. Anderson misses 2-pt shot from 6 ft
10:03.0,Defensive rebound by A. Roberson,,55-50,,
9:54.0,C. Anthony misses 2-pt shot from 12 ft,,55-50,,
9:50.0,Offensive rebound by S. Adams,,55-50,,
9:36.0,P. George misses 2-pt shot from 19 ft,,55-50,,
9:31.0,Offensive rebound by R. Westbrook,,55-50,,
9:28.0,C. Anthony makes 3-pt shot from 26 ft (assist by R. Westbrook),3,58-50,,
9:14.0,Personal block foul by A. Roberson (drawn by P. Mills),,58-50,,
9:04.0,,,58-53,3,D. Green makes 3-pt shot from 23 ft (assist by P. Mills)
9:02.0,Oklahoma City full timeout,,58-53,,
8:49.0,P. George makes 2-pt shot from 1 ft (assist by R. Westbrook),2,60-53,,
8:34.0,,,60-53,,L. Aldridge misses 2-pt shot from 15 ft
8:30.0,Defensive rebound by P. George,,60-53,,
8:25.0,P. George makes 2-pt shot from 18 ft,2,62-53,,
8:06.0,,,62-53,,K. Anderson misses 2-pt shot from 14 ft
8:03.0,,,62-53,,Offensive rebound by P. Gasol
7:45.0,,,62-53,,P. Mills misses 3-pt shot from 28 ft
7:42.0,Defensive rebound by P. George,,62-53,,
7:37.0,S. Adams makes 2-pt shot from 1 ft (assist by P. George),2,64-53,,
7:37.0,Shooting foul by P. Gasol (drawn by S. Adams),,64-53,,
7:37.0,S. Adams makes free throw 1 of 1,1,65-53,,
7:27.0,,,65-56,3,P. Mills makes 3-pt shot from 24 ft
7:08.0,A. Roberson makes 2-pt shot from 1 ft (assist by R. Westbrook),2,67-56,,
6:45.0,,,67-58,2,L. Aldridge makes 2-pt shot from 1 ft (assist by K. Anderson)
6:26.0,Turnover by C. Anthony (bad pass; steal by D. Green),,67-58,,
6:19.0,,,67-61,3,P. Gasol makes 3-pt shot from 24 ft (assist by K. Anderson)
5:57.0,R. Westbrook misses 2-pt shot from 14 ft,,67-61,,
5:54.0,,,67-61,,Defensive rebound by L. Aldridge
5:54.0,Personal foul by A. Roberson (drawn by P. Mills),,67-61,,
5:44.0,Personal foul by C. Anthony (drawn by P. Gasol),,67-61,,
5:35.0,,,67-61,,D. Green misses 3-pt shot from 27 ft
5:33.0,,,67-61,,Offensive rebound by Team
5:31.0,,,67-61,,D. Green misses 2-pt shot from 16 ft
5:29.0,Defensive rebound by P. George,,67-61,,
5:19.0,R. Westbrook misses 2-pt shot from 3 ft,,67-61,,
5:17.0,,,67-61,,Defensive rebound by P. Gasol
5:05.0,,,67-61,,L. Aldridge misses 2-pt shot from 7 ft
5:02.0,Defensive rebound by S. Adams,,67-61,,
4:49.0,P. George misses 2-pt shot from 13 ft,,67-61,,
4:46.0,,,67-61,,Defensive rebound by D. Green
4:38.0,,,67-61,,P. Mills misses 2-pt shot from 1 ft
4:36.0,,,67-61,,Offensive rebound by L. Aldridge
4:36.0,,,67-63,2,L. Aldridge makes 2-pt shot at rim
4:36.0,Oklahoma City full timeout,,67-63,,
4:36.0,,,67-63,,D. Bertans enters the game for K. Anderson
4:36.0,,,67-63,,R. Gay enters the game for D. Green
4:36.0,,,67-63,,M. Ginobili enters the game for P. Gasol
4:20.0,P. George makes 3-pt shot from 25 ft (assist by R. Westbrook),3,70-63,,
4:04.0,,,70-66,3,D. Bertans makes 3-pt shot from 23 ft (assist by P. Mills)
3:50.0,C. Anthony makes 2-pt shot from 20 ft,2,72-66,,
3:39.0,,,72-66,,Turnover by R. Gay (bad pass)
3:39.0,J. Huestis enters the game for P. George,,72-66,,
3:29.0,Shooting foul by R. Gay (drawn by S. Adams),,72-66,,
3:29.0,S. Adams misses free throw 1 of 2,,72-66,,
3:29.0,Offensive rebound by Team,,72-66,,
3:29.0,S. Adams makes free throw 2 of 2,1,73-66,,
3:14.0,,,73-68,2,L. Aldridge makes 2-pt shot from 10 ft
2:52.0,J. Huestis misses 3-pt shot from 26 ft,,73-68,,
2:48.0,,,73-68,,Defensive rebound by D. Bertans
2:43.0,,,73-68,,Shooting foul by R. Westbrook (drawn by L. Aldridge)
2:43.0,,,73-69,1,L. Aldridge makes free throw 1 of 2
2:43.0,,,73-69,,D. Murray enters the game for P. Mills
2:43.0,J. Grant enters the game for R. Westbrook,,73-69,,
2:43.0,P. Patterson enters the game for C. Anthony,,73-69,,
2:43.0,R. Felton enters the game for A. Roberson,,73-69,,
2:43.0,,,73-70,1,L. Aldridge makes free throw 2 of 2
2:19.0,R. Felton makes 3-pt shot from 27 ft (assist by J. Huestis),3,76-70,,
2:06.0,,,76-73,3,D. Bertans makes 3-pt shot from 25 ft (assist by R. Gay)
1:51.0,R. Felton misses 2-pt shot from 3 ft,,76-73,,
1:51.0,S. Adams misses 2-pt shot from 2 ft,,76-73,,
1:51.0,,,76-73,,Defensive rebound by D. Murray
1:51.0,Defensive rebound by S. Adams,,76-73,,
1:42.0,,,76-73,,D. Murray misses 2-pt shot from 2 ft
1:42.0,Defensive rebound by J. Grant,,76-73,,
1:20.0,R. Felton makes 2-pt shot from 10 ft,2,78-73,,
1:07.0,,,78-73,,M. Ginobili misses 2-pt shot from 2 ft (block by S. Adams)
1:07.0,,,78-73,,Offensive rebound by L. Aldridge
1:07.0,,,78-73,,Shooting foul by J. Grant (drawn by L. Aldridge)
1:07.0,,,78-74,1,L. Aldridge makes free throw 1 of 2
1:07.0,P. George enters the game for S. Adams,,78-74,,
1:07.0,A. Abrines enters the game for J. Huestis,,78-74,,
1:07.0,,,78-75,1,L. Aldridge makes free throw 2 of 2
0:50.0,R. Felton misses 2-pt shot from 19 ft,,78-75,,
0:50.0,,,78-75,,Turnover by M. Ginobili (lost ball; steal by P. George)
0:50.0,,,78-75,,Offensive rebound by M. Ginobili
0:41.0,Turnover by P. George (bad pass; steal by D. Murray),,78-75,,
0:38.0,,,78-78,3,D. Bertans makes 3-pt shot from 26 ft (assist by D. Murray)
0:16.0,P. George misses 2-pt shot from 6 ft (block by R. Gay),,78-78,,
0:16.0,,,78-78,,Defensive rebound by R. Gay
0:02.0,,,78-78,,R. Gay misses 2-pt shot from 2 ft
0:02.0,,,78-78,,Offensive rebound by R. Gay
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:37.0,,,78-81,3,M. Ginobili makes 3-pt shot from 25 ft
11:15.0,P. Patterson misses 2-pt shot from 3 ft (block by P. Gasol),,78-81,,
11:11.0,,,78-81,,Defensive rebound by R. Gay
11:02.0,,,78-83,2,R. Gay makes 2-pt shot from 3 ft
11:02.0,,,78-83,,Shooting foul by J. Grant (drawn by R. Gay)
11:02.0,,,78-84,1,R. Gay makes free throw 1 of 1
10:45.0,J. Grant misses 2-pt shot from 1 ft,,78-84,,
10:45.0,,,78-84,,Defensive rebound by D. Murray
10:31.0,,,78-84,,D. Bertans misses 3-pt shot from 25 ft
10:28.0,Defensive rebound by J. Grant,,78-84,,
10:06.0,Shooting foul by R. Gay (drawn by P. George),,78-84,,
10:06.0,P. George makes free throw 1 of 3,1,79-84,,
10:06.0,P. George makes free throw 2 of 3,1,80-84,,
10:06.0,P. George makes free throw 3 of 3,1,81-84,,
9:49.0,,,81-87,3,M. Ginobili makes 3-pt shot from 25 ft (assist by D. Murray)
9:29.0,J. Grant misses 2-pt shot from 1 ft (block by D. Bertans),,81-87,,
9:24.0,Offensive rebound by A. Abrines,,81-87,,
9:23.0,A. Abrines misses 3-pt shot from 28 ft,,81-87,,
9:23.0,,,81-87,,Defensive rebound by D. Murray
9:11.0,,,81-87,,D. Murray misses 2-pt shot from 15 ft
9:11.0,Defensive rebound by P. Patterson,,81-87,,
8:55.0,J. Grant makes 2-pt shot from 14 ft (assist by P. George),2,83-87,,
8:55.0,,,83-87,,San Antonio full timeout
8:55.0,,,83-87,,P. Mills enters the game for D. Murray
8:55.0,,,83-87,,D. Green enters the game for D. Bertans
8:55.0,R. Westbrook enters the game for A. Abrines,,83-87,,
8:39.0,,,83-89,2,R. Gay makes 2-pt shot at rim (assist by P. Gasol)
8:21.0,J. Grant makes 2-pt shot from 4 ft (assist by R. Westbrook),2,85-89,,
7:59.0,,,85-89,,R. Gay misses 2-pt shot from 15 ft
7:59.0,Defensive rebound by R. Westbrook,,85-89,,
7:48.0,P. Patterson makes 3-pt shot from 25 ft (assist by P. George),3,88-89,,
7:33.0,,,88-89,,P. Mills misses 3-pt shot from 24 ft
7:33.0,Defensive rebound by R. Westbrook,,88-89,,
7:24.0,R. Westbrook misses 3-pt shot from 25 ft,,88-89,,
7:24.0,,,88-89,,Defensive rebound by P. Gasol
7:02.0,,,88-89,,Shooting foul by P. George (drawn by M. Ginobili)
7:02.0,,,88-90,1,M. Ginobili makes free throw 1 of 2
7:02.0,,,88-90,,K. Anderson enters the game for P. Gasol
7:02.0,,,88-90,,L. Aldridge enters the game for R. Gay
7:02.0,,,88-91,1,M. Ginobili makes free throw 2 of 2
6:49.0,,,88-91,,B. Forbes enters the game for M. Ginobili
6:49.0,S. Adams enters the game for J. Grant,,88-91,,
6:49.0,C. Anthony enters the game for P. Patterson,,88-91,,
6:48.0,,,88-91,,Personal foul by P. Mills (drawn by R. Westbrook)
6:40.0,R. Westbrook misses 2-pt shot from 8 ft,,88-91,,
6:36.0,,,88-91,,Defensive rebound by D. Green
6:15.0,,,88-91,,D. Green misses 3-pt shot from 25 ft
6:12.0,Defensive rebound by C. Anthony,,88-91,,
6:00.0,R. Westbrook makes 2-pt shot from 1 ft,2,90-91,,
6:00.0,Shooting foul by L. Aldridge (drawn by R. Westbrook),,90-91,,
6:00.0,A. Roberson enters the game for R. Felton,,90-91,,
6:00.0,R. Westbrook makes free throw 1 of 1,1,91-91,,
5:41.0,,,91-93,2,L. Aldridge makes 2-pt shot from 8 ft
5:24.0,Turnover by R. Westbrook (bad pass; steal by K. Anderson),,91-93,,
5:05.0,,,91-95,2,K. Anderson makes 2-pt shot from 1 ft
4:48.0,C. Anthony misses 3-pt shot from 25 ft,,91-95,,
4:45.0,,,91-95,,Defensive rebound by D. Green
4:37.0,,,91-95,,B. Forbes misses 2-pt shot from 19 ft
4:35.0,Defensive rebound by R. Westbrook,,91-95,,
4:21.0,S. Adams makes 2-pt shot from 1 ft (assist by C. Anthony),2,93-95,,
3:57.0,,,93-97,2,B. Forbes makes 2-pt shot from 2 ft (assist by D. Green)
3:36.0,C. Anthony misses 2-pt shot from 9 ft,,93-97,,
3:36.0,,,93-97,,Defensive rebound by Team
3:36.0,,,93-97,,D. Bertans enters the game for B. Forbes
3:17.0,,,93-97,,Shooting foul by P. George (drawn by L. Aldridge)
3:17.0,,,93-98,1,L. Aldridge makes free throw 1 of 2
3:17.0,,,93-99,1,L. Aldridge makes free throw 2 of 2
3:09.0,Shooting foul by L. Aldridge (drawn by S. Adams),,93-99,,
3:09.0,S. Adams misses free throw 1 of 2,,93-99,,
3:09.0,Offensive rebound by Team,,93-99,,
3:09.0,S. Adams misses free throw 2 of 2,,93-99,,
3:09.0,Offensive rebound by P. George,,93-99,,
3:02.0,C. Anthony makes 2-pt shot from 10 ft (assist by P. George),2,95-99,,
3:02.0,Shooting foul by D. Bertans (drawn by C. Anthony),,95-99,,
3:02.0,,,95-99,,M. Ginobili enters the game for D. Bertans
3:02.0,C. Anthony misses free throw 1 of 1,,95-99,,
2:52.0,Offensive rebound by S. Adams,,95-99,,
2:52.0,S. Adams makes 2-pt shot at rim,2,97-99,,
2:52.0,,,97-99,,San Antonio full timeout
2:52.0,,,97-99,,P. Gasol enters the game for K. Anderson
2:36.0,,,97-99,,P. Gasol misses 3-pt shot from 23 ft
2:33.0,Defensive rebound by A. Roberson,,97-99,,
2:17.0,C. Anthony misses 2-pt shot from 17 ft,,97-99,,
2:16.0,,,97-99,,Defensive rebound by M. Ginobili
2:16.0,Personal foul by S. Adams (drawn by M. Ginobili),,97-99,,
2:16.0,,,97-99,,K. Anderson enters the game for P. Gasol
2:02.0,Personal foul by R. Westbrook (drawn by L. Aldridge),,97-99,,
2:02.0,,,97-99,,L. Aldridge misses free throw 1 of 2
2:02.0,,,97-99,,Offensive rebound by Team
2:02.0,,,97-100,1,L. Aldridge makes free throw 2 of 2
1:45.0,C. Anthony misses 2-pt shot from 19 ft,,97-100,,
