time,Utah,pts.away,score,pts.home,Oklahoma City
5:01.0,,,42-37,,R. Westbrook misses 2-pt shot from 14 ft
4:57.0,Defensive rebound by J. Jerebko,,42-37,,
4:47.0,J. Jerebko misses 3-pt shot from 22 ft,,42-37,,
4:47.0,Offensive rebound by Team,,42-37,,
4:47.0,,,42-37,,Loose ball foul by C. Anthony (drawn by R. Gobert)
4:41.0,Shooting foul by R. Westbrook (drawn by R. Rubio),,42-37,,
4:41.0,R. Rubio makes free throw 1 of 2,1,43-37,,
4:41.0,,,43-37,,Oklahoma City full timeout
4:41.0,D. Favors enters the game for J. Jerebko,,43-37,,
4:41.0,R. Rubio makes free throw 2 of 2,1,44-37,,
4:23.0,,,44-39,2,C. Anthony makes 2-pt shot from 1 ft (assist by R. Westbrook)
4:03.0,D. Mitchell makes 2-pt shot at rim (assist by R. Rubio),2,46-39,,
3:39.0,,,46-41,2,C. Anthony makes 2-pt shot from 15 ft
3:21.0,Turnover by R. Rubio (bad pass; steal by R. Westbrook),,46-41,,
3:16.0,,,46-41,,C. Brewer misses 2-pt shot from 1 ft
3:12.0,Defensive rebound by R. Rubio,,46-41,,
3:09.0,R. Gobert makes 2-pt shot from 1 ft (assist by R. Rubio),2,48-41,,
2:56.0,Personal foul by D. Favors (drawn by C. Anthony),,48-41,,
2:56.0,,,48-41,,C. Anthony misses free throw 1 of 2
2:56.0,,,48-41,,Offensive rebound by Team
2:56.0,,,48-42,1,C. Anthony makes free throw 2 of 2
2:42.0,Turnover by D. Favors (bad pass; steal by S. Adams),,48-42,,
2:34.0,,,48-45,3,C. Brewer makes 3-pt shot from 22 ft (assist by R. Westbrook)
2:08.0,D. Mitchell misses 3-pt shot from 26 ft,,48-45,,
2:04.0,,,48-45,,Defensive rebound by P. George
1:59.0,,,48-45,,C. Anthony misses 3-pt shot from 28 ft
1:56.0,Defensive rebound by Team,,48-45,,
1:39.0,R. Rubio makes 3-pt shot from 25 ft (assist by J. Ingles),3,51-45,,
1:19.0,,,51-45,,P. George misses 3-pt shot from 24 ft
1:15.0,,,51-45,,Offensive rebound by S. Adams
1:07.0,,,51-45,,Shooting foul by D. Favors (drawn by P. George)
1:07.0,,,51-45,,P. George misses free throw 1 of 2
1:07.0,,,51-45,,Offensive rebound by Team
1:07.0,,,51-45,,J. Grant enters the game for S. Adams
1:07.0,J. Jerebko enters the game for R. Gobert,,51-45,,
1:07.0,,,51-46,1,P. George makes free throw 2 of 2
0:50.0,R. Rubio misses 2-pt shot from 16 ft,,51-46,,
0:46.0,,,51-46,,Defensive rebound by P. George
0:39.0,,,51-46,,C. Brewer misses 3-pt shot from 22 ft
0:35.0,Defensive rebound by J. Jerebko,,51-46,,
0:28.0,J. Jerebko makes 2-pt shot at rim (assist by D. Favors),2,53-46,,
0:10.0,,,53-46,,C. Anthony misses 2-pt shot at rim
0:09.0,Defensive rebound by R. Rubio,,53-46,,
0:03.0,R. Rubio misses 2-pt shot from 15 ft,,53-46,,
0:01.0,,,53-46,,Defensive rebound by P. George
0:00.0,,,53-46,,P. George misses 3-pt shot from 62 ft
0:00.0,,,53-46,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:45.0,D. Favors makes 2-pt shot at rim (assist by R. Gobert),2,55-46,,
11:32.0,,,55-48,2,C. Anthony makes 2-pt shot from 19 ft
11:18.0,D. Favors misses 2-pt shot from 7 ft,,55-48,,
11:15.0,Offensive rebound by D. Favors,,55-48,,
11:01.0,D. Favors makes 2-pt shot from 15 ft (assist by R. Rubio),2,57-48,,
10:47.0,,,57-50,2,C. Brewer makes 2-pt shot from 1 ft (assist by R. Westbrook)
10:32.0,J. Ingles misses 3-pt shot from 22 ft,,57-50,,
10:29.0,,,57-50,,Defensive rebound by R. Westbrook
10:24.0,,,57-52,2,S. Adams makes 2-pt shot at rim (assist by R. Westbrook)
9:58.0,D. Mitchell misses 3-pt shot from 25 ft,,57-52,,
9:56.0,Offensive rebound by D. Favors,,57-52,,
9:52.0,R. Rubio misses 2-pt shot from 15 ft,,57-52,,
9:49.0,,,57-52,,Defensive rebound by C. Anthony
9:42.0,,,57-52,,R. Westbrook misses 2-pt shot from 1 ft
9:40.0,Defensive rebound by R. Rubio,,57-52,,
9:34.0,D. Favors makes 2-pt shot from 1 ft (assist by R. Gobert),2,59-52,,
9:08.0,,,59-52,,Turnover by S. Adams (bad pass; steal by D. Favors)
9:04.0,J. Ingles misses 2-pt shot from 2 ft,,59-52,,
9:02.0,,,59-52,,Defensive rebound by C. Anthony
9:00.0,,,59-52,,Shooting foul by R. Rubio (drawn by C. Brewer)
9:00.0,,,59-53,1,C. Brewer makes free throw 1 of 2
9:00.0,,,59-54,1,C. Brewer makes free throw 2 of 2
8:44.0,R. Rubio misses 2-pt shot from 10 ft,,59-54,,
8:41.0,Offensive rebound by R. Gobert,,59-54,,
8:40.0,R. Gobert misses 2-pt shot from 2 ft (block by P. George),,59-54,,
8:37.0,,,59-54,,Defensive rebound by P. George
8:37.0,,,59-54,,Turnover by P. George (bad pass)
8:22.0,D. Favors makes 3-pt shot from 22 ft (assist by R. Rubio),3,62-54,,
7:59.0,,,62-56,2,P. George makes 2-pt shot from 18 ft (assist by R. Westbrook)
7:37.0,Shooting foul by S. Adams (drawn by R. Gobert),,62-56,,
7:37.0,R. Gobert misses free throw 1 of 2,,62-56,,
7:37.0,Offensive rebound by Team,,62-56,,
7:37.0,J. Crowder enters the game for J. Ingles,,62-56,,
7:37.0,R. Gobert misses free throw 2 of 2,,62-56,,
7:36.0,,,62-56,,Defensive rebound by C. Anthony
7:30.0,,,62-58,2,R. Westbrook makes 2-pt shot from 1 ft
7:14.0,R. Rubio makes 3-pt shot from 22 ft (assist by J. Crowder),3,65-58,,
6:58.0,,,65-58,,P. George misses 3-pt shot from 25 ft
6:56.0,Defensive rebound by D. Favors,,65-58,,
6:50.0,R. Rubio misses 2-pt shot from 4 ft,,65-58,,
6:48.0,Offensive rebound by R. Gobert,,65-58,,
6:46.0,Shooting foul by S. Adams (drawn by R. Gobert),,65-58,,
6:46.0,,,65-58,,Oklahoma City full timeout
6:46.0,,,65-58,,J. Grant enters the game for S. Adams
6:46.0,R. Gobert makes free throw 1 of 2,1,66-58,,
6:46.0,R. Gobert makes free throw 2 of 2,1,67-58,,
6:38.0,,,67-58,,C. Anthony misses 3-pt shot from 25 ft
6:35.0,Defensive rebound by R. Rubio,,67-58,,
6:20.0,R. Rubio misses 3-pt shot from 27 ft,,67-58,,
6:18.0,,,67-58,,Defensive rebound by C. Brewer
6:13.0,,,67-61,3,R. Westbrook makes 3-pt shot from 25 ft
6:00.0,Turnover by Team (turnover),,67-61,,
6:00.0,R. O'Neale enters the game for D. Favors,,67-61,,
5:46.0,,,67-63,2,P. George makes 2-pt shot from 7 ft
5:20.0,J. Crowder misses 3-pt shot from 23 ft,,67-63,,
5:20.0,,,67-63,,Defensive rebound by R. Westbrook
5:11.0,,,67-63,,R. Westbrook misses 3-pt shot from 25 ft
5:10.0,Defensive rebound by R. Gobert,,67-63,,
5:08.0,Turnover by R. Gobert (bad pass; steal by R. Westbrook),,67-63,,
5:05.0,,,67-66,3,C. Anthony makes 3-pt shot from 25 ft (assist by R. Westbrook)
5:03.0,Utah full timeout,,67-66,,
4:53.0,,,67-66,,Personal block foul by P. George (drawn by R. O'Neale)
4:42.0,Turnover by D. Mitchell (bad pass; steal by R. Westbrook),,67-66,,
4:40.0,Personal foul by R. O'Neale (drawn by R. Westbrook),,67-66,,
4:29.0,,,67-69,3,P. George makes 3-pt shot from 24 ft (assist by R. Westbrook)
4:07.0,Turnover by R. Rubio (lost ball; steal by C. Brewer),,67-69,,
3:58.0,,,67-71,2,R. Westbrook makes 2-pt shot from 1 ft
3:35.0,J. Crowder misses 3-pt shot from 23 ft,,67-71,,
3:32.0,,,67-71,,Defensive rebound by C. Anthony
3:27.0,,,67-71,,P. George misses 3-pt shot from 25 ft
3:24.0,Defensive rebound by R. Gobert,,67-71,,
3:21.0,Utah full timeout,,67-71,,
3:21.0,D. Exum enters the game for R. Rubio,,67-71,,
3:16.0,,,67-71,,Personal foul by R. Westbrook (drawn by R. Gobert)
3:06.0,D. Exum misses 2-pt shot from 1 ft,,67-71,,
3:03.0,,,67-71,,Defensive rebound by C. Anthony
2:44.0,,,67-71,,P. George misses 3-pt shot from 25 ft
2:42.0,Defensive rebound by R. Gobert,,67-71,,
2:36.0,D. Mitchell misses 2-pt shot from 2 ft (block by C. Brewer),,67-71,,
2:36.0,Offensive rebound by Team,,67-71,,
2:36.0,,,67-71,,R. Felton enters the game for R. Westbrook
2:36.0,,,67-71,,A. Abrines enters the game for P. George
2:36.0,D. Favors enters the game for R. O'Neale,,67-71,,
2:36.0,J. Ingles enters the game for R. Gobert,,67-71,,
2:28.0,D. Mitchell misses 2-pt shot at rim,,67-71,,
2:25.0,Offensive rebound by D. Exum,,67-71,,
2:18.0,Turnover by D. Exum (bad pass; steal by R. Felton),,67-71,,
2:15.0,,,67-73,2,C. Brewer makes 2-pt shot from 1 ft (assist by R. Felton)
2:15.0,Violation by D. Mitchell (def goaltending),,67-73,,
1:56.0,D. Favors misses 2-pt shot from 18 ft,,67-73,,
1:52.0,,,67-73,,Defensive rebound by R. Felton
1:41.0,,,67-75,2,J. Grant makes 2-pt shot from 1 ft (assist by R. Felton)
1:24.0,D. Mitchell misses 2-pt shot from 7 ft,,67-75,,
1:21.0,,,67-75,,Defensive rebound by C. Anthony
1:02.0,,,67-77,2,C. Anthony makes 2-pt shot from 11 ft
0:54.0,,,67-77,,Personal foul by C. Brewer (drawn by D. Mitchell)
0:54.0,D. Mitchell makes free throw 1 of 2,1,68-77,,
0:54.0,D. Mitchell makes free throw 2 of 2,1,69-77,,
0:42.0,Personal foul by J. Crowder (drawn by C. Anthony),,69-77,,
0:34.0,,,69-77,,C. Anthony misses 2-pt shot from 12 ft
0:31.0,Defensive rebound by D. Mitchell,,69-77,,
0:24.0,D. Mitchell makes 2-pt shot from 2 ft,2,71-77,,
0:24.0,Shooting foul by J. Grant (drawn by D. Mitchell),,71-77,,
0:24.0,,,71-77,,P. George enters the game for C. Brewer
0:24.0,D. Mitchell makes free throw 1 of 1,1,72-77,,
0:09.0,,,72-79,2,R. Felton makes 2-pt shot from 1 ft
0:01.0,D. Mitchell makes 2-pt shot at rim,2,74-79,,
0:00.0,,,74-79,,P. George misses 3-pt shot from 56 ft
0:00.0,,,74-79,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:47.0,,,74-79,,A. Abrines misses 3-pt shot from 25 ft
11:43.0,Defensive rebound by D. Favors,,74-79,,
11:30.0,D. Mitchell misses 3-pt shot from 25 ft,,74-79,,
11:26.0,,,74-79,,Defensive rebound by R. Felton
11:15.0,,,74-79,,Turnover by R. Felton (lost ball; steal by D. Exum)
11:13.0,J. Jerebko makes 2-pt shot from 1 ft (assist by D. Exum),2,76-79,,
10:54.0,,,76-79,,P. George misses 3-pt shot from 24 ft
10:50.0,Defensive rebound by J. Ingles,,76-79,,
10:47.0,Shooting foul by A. Abrines (drawn by D. Mitchell),,76-79,,
10:47.0,D. Mitchell makes free throw 1 of 2,1,77-79,,
10:47.0,D. Mitchell misses free throw 2 of 2,,77-79,,
10:45.0,,,77-79,,Defensive rebound by P. Patterson
10:27.0,,,77-79,,A. Abrines misses 2-pt shot from 1 ft
10:21.0,Defensive rebound by D. Mitchell,,77-79,,
10:19.0,Shooting foul by A. Abrines (drawn by D. Mitchell),,77-79,,
10:19.0,D. Mitchell makes free throw 1 of 2,1,78-79,,
10:19.0,,,78-79,,R. Westbrook enters the game for A. Abrines
10:19.0,D. Mitchell makes free throw 2 of 2,1,79-79,,
10:09.0,,,79-79,,Shooting foul by J. Jerebko (drawn by J. Grant)
10:09.0,,,79-79,,J. Grant misses free throw 1 of 2
10:09.0,,,79-79,,Offensive rebound by Team
10:09.0,,,79-80,1,J. Grant makes free throw 2 of 2
9:50.0,D. Mitchell makes 2-pt shot from 10 ft,2,81-80,,
9:40.0,,,81-80,,R. Westbrook misses 2-pt shot from 15 ft
9:35.0,Defensive rebound by D. Favors,,81-80,,
9:20.0,Shooting foul by R. Felton (drawn by D. Favors),,81-80,,
9:20.0,D. Favors makes free throw 1 of 2,1,82-80,,
9:20.0,R. Rubio enters the game for D. Exum,,82-80,,
9:20.0,J. Crowder enters the game for D. Mitchell,,82-80,,
9:20.0,D. Favors misses free throw 2 of 2,,82-80,,
9:19.0,,,82-80,,Defensive rebound by R. Westbrook
9:06.0,,,82-80,,P. George misses 2-pt shot at rim
9:04.0,,,82-80,,Offensive rebound by P. Patterson
9:04.0,,,82-80,,P. Patterson misses 2-pt shot at rim
9:02.0,Defensive rebound by D. Favors,,82-80,,
8:47.0,R. Rubio makes 3-pt shot from 22 ft (assist by J. Crowder),3,85-80,,
8:44.0,,,85-80,,Oklahoma City full timeout
8:44.0,R. Gobert enters the game for J. Jerebko,,85-80,,
8:44.0,D. Mitchell enters the game for D. Favors,,85-80,,
8:37.0,,,85-80,,R. Felton misses 3-pt shot from 23 ft
8:34.0,Defensive rebound by J. Crowder,,85-80,,
8:14.0,Turnover by D. Mitchell (bad pass; steal by R. Westbrook),,85-80,,
8:07.0,,,85-83,3,R. Felton makes 3-pt shot from 24 ft (assist by P. Patterson)
7:42.0,R. Rubio misses 2-pt shot from 1 ft,,85-83,,
7:40.0,,,85-83,,Defensive rebound by P. George
7:37.0,,,85-83,,J. Grant misses 3-pt shot from 23 ft
7:33.0,Defensive rebound by R. Gobert,,85-83,,
7:23.0,D. Mitchell makes 2-pt shot from 1 ft,2,87-83,,
7:14.0,,,87-85,2,J. Grant makes 2-pt shot at rim (assist by R. Westbrook)
7:14.0,Utah full timeout,,87-85,,
7:14.0,,,87-85,,S. Adams enters the game for R. Felton
7:14.0,,,87-85,,C. Anthony enters the game for P. Patterson
7:14.0,D. Favors enters the game for J. Ingles,,87-85,,
7:02.0,Turnover by D. Mitchell (lost ball; steal by C. Anthony),,87-85,,
7:02.0,Personal foul by J. Crowder (drawn by R. Westbrook),,87-85,,
6:54.0,,,87-87,2,S. Adams makes 2-pt shot at rim (assist by R. Westbrook)
6:32.0,D. Mitchell misses 3-pt shot from 27 ft,,87-87,,
6:27.0,,,87-87,,Defensive rebound by R. Westbrook
6:24.0,,,87-87,,C. Anthony misses 3-pt shot from 24 ft
6:24.0,,,87-87,,Offensive rebound by J. Grant
6:18.0,,,87-87,,J. Grant misses 2-pt shot from 1 ft (block by R. Gobert)
6:18.0,,,87-87,,Offensive rebound by J. Grant
6:14.0,,,87-87,,Turnover by J. Grant (bad pass; steal by J. Crowder)
5:58.0,R. Rubio misses 3-pt shot from 25 ft,,87-87,,
5:54.0,,,87-87,,Defensive rebound by J. Grant
5:45.0,,,87-87,,P. George misses 2-pt shot from 14 ft
5:40.0,Defensive rebound by D. Favors,,87-87,,
