time,Utah,pts.away,score,pts.home,Houston
2:13.0,,,92-106,1,C. Capela makes free throw 1 of 2
2:13.0,,,92-106,,C. Paul enters the game for T. Ariza
2:13.0,,,92-107,1,C. Capela makes free throw 2 of 2
2:05.0,D. Mitchell misses 2-pt shot from 4 ft,,92-107,,
2:04.0,Offensive rebound by R. Gobert,,92-107,,
2:04.0,Shooting foul by L. Mbah a Moute (drawn by R. Gobert),,92-107,,
2:04.0,R. Gobert misses free throw 1 of 2,,92-107,,
2:04.0,Offensive rebound by Team,,92-107,,
2:04.0,R. Gobert misses free throw 2 of 2,,92-107,,
2:04.0,,,92-107,,Defensive rebound by C. Capela
1:39.0,,,92-107,,J. Harden misses 3-pt shot from 29 ft
1:39.0,,,92-107,,Offensive rebound by Team
1:39.0,,,92-107,,Turnover by Team (shot clock)
1:39.0,D. Exum enters the game for D. Mitchell,,92-107,,
1:30.0,,,92-107,,Personal foul by J. Harden (drawn by R. Gobert)
1:30.0,R. Gobert makes free throw 1 of 2,1,93-107,,
1:30.0,R. Gobert misses free throw 2 of 2,,93-107,,
1:28.0,,,93-107,,Defensive rebound by J. Harden
1:09.0,,,93-107,,C. Paul misses 2-pt shot from 17 ft
1:07.0,Defensive rebound by R. Gobert,,93-107,,
0:58.0,,,93-107,,Personal foul by L. Mbah a Moute (drawn by J. Ingles)
0:58.0,J. Ingles makes free throw 1 of 2,1,94-107,,
0:58.0,,,94-107,,T. Black enters the game for J. Harden
0:58.0,,,94-107,,G. Green enters the game for C. Capela
0:58.0,,,94-107,,A. Jackson enters the game for C. Paul
0:58.0,E. Udoh enters the game for R. Gobert,,94-107,,
0:58.0,J. Ingles misses free throw 2 of 2,,94-107,,
0:57.0,,,94-107,,Defensive rebound by G. Green
0:44.0,,,94-110,3,G. Green makes 3-pt shot from 25 ft (assist by E. Gordon)
0:35.0,J. Crowder misses 3-pt shot from 26 ft,,94-110,,
0:35.0,,,94-110,,Defensive rebound by E. Gordon
0:25.0,,,94-110,,Offensive foul by G. Green (drawn by J. Crowder)
0:25.0,,,94-110,,Turnover by G. Green (offensive foul)
0:20.0,D. Exum misses 2-pt shot from 5 ft (block by T. Black),,94-110,,
0:19.0,Offensive rebound by Team,,94-110,,
0:08.0,J. Ingles makes 2-pt shot from 3 ft,2,96-110,,
