time,Atlanta,pts.away,score,pts.home,Cleveland
1:36.0,,,109-121,,J. Green misses 3-pt shot from 26 ft
1:32.0,,,109-121,,Offensive rebound by A. Zizic
1:32.0,,,109-123,2,A. Zizic makes 2-pt shot from 9 ft
1:16.0,M. Delaney makes 2-pt shot from 12 ft,2,111-123,,
0:57.0,,,111-123,,C. Osman misses 3-pt shot from 23 ft
0:54.0,Defensive rebound by L. Babbitt,,111-123,,
0:43.0,L. Babbitt makes 2-pt shot at rim (assist by I. Taylor),2,113-123,,
0:27.0,,,113-123,,A. Zizic misses 2-pt shot from 8 ft
0:25.0,Defensive rebound by I. Taylor,,113-123,,
0:23.0,Shooting foul by L. Perrantes (drawn by I. Taylor),,113-123,,
0:23.0,I. Taylor makes free throw 1 of 2,1,114-123,,
0:23.0,I. Taylor misses free throw 2 of 2,,114-123,,
0:21.0,,,114-123,,Defensive rebound by A. Zizic
