time,San Antonio,pts.away,score,pts.home,LA Clippers
5:21.0,M. Ginobili enters the game for D. Murray,,17-6,,
4:59.0,L. Aldridge makes 2-pt shot from 1 ft (assist by M. Ginobili),2,19-6,,
4:46.0,,,19-6,,Turnover by D. Jordan (lost ball; steal by D. Green)
4:33.0,Turnover by D. Green (bad pass; steal by L. Williams),,19-6,,
4:32.0,Personal take foul by M. Ginobili (drawn by T. Harris),,19-6,,
4:32.0,,,19-6,,M. Harrell enters the game for D. Jordan
4:32.0,,,19-6,,T. Wallace enters the game for A. Rivers
4:32.0,R. Gay enters the game for D. Green,,19-6,,
4:23.0,,,19-8,2,M. Harrell makes 2-pt shot from 9 ft (assist by T. Harris)
4:03.0,T. Parker misses 2-pt shot from 18 ft,,19-8,,
4:03.0,,,19-8,,Defensive rebound by M. Harrell
3:53.0,,,19-10,2,L. Williams makes 2-pt shot from 3 ft
3:38.0,T. Parker misses 2-pt shot from 4 ft,,19-10,,
3:36.0,,,19-10,,Defensive rebound by T. Wallace
3:33.0,,,19-10,,Shooting foul by L. Aldridge (drawn by T. Harris)
3:33.0,,,19-11,1,T. Harris makes free throw 1 of 2
3:33.0,B. Forbes enters the game for P. Mills,,19-11,,
3:33.0,,,19-12,1,T. Harris makes free throw 2 of 2
3:23.0,,,19-12,,Personal foul by T. Wallace (drawn by M. Ginobili)
3:23.0,P. Gasol enters the game for L. Aldridge,,19-12,,
3:09.0,M. Ginobili misses 3-pt shot from 25 ft,,19-12,,
3:07.0,,,19-12,,Defensive rebound by T. Harris
2:52.0,,,19-14,2,T. Harris makes 2-pt shot from 3 ft
2:37.0,B. Forbes makes 2-pt shot from 3 ft (assist by P. Gasol),2,21-14,,
2:24.0,,,21-14,,Turnover by L. Williams (bad pass; steal by R. Gay)
2:20.0,B. Forbes makes 3-pt shot from 26 ft (assist by R. Gay),3,24-14,,
2:04.0,,,24-14,,L. Williams misses 3-pt shot from 23 ft
2:02.0,Defensive rebound by P. Gasol,,24-14,,
1:54.0,T. Parker misses 2-pt shot from 16 ft,,24-14,,
1:49.0,,,24-14,,Defensive rebound by C. Williams
1:42.0,,,24-14,,T. Harris misses 3-pt shot from 26 ft
1:40.0,Defensive rebound by P. Gasol,,24-14,,
1:30.0,R. Gay makes 2-pt shot from 16 ft,2,26-14,,
1:12.0,,,26-16,2,M. Harrell makes 2-pt shot from 9 ft
0:57.0,Shooting foul by T. Harris (drawn by R. Gay),,26-16,,
0:57.0,R. Gay misses free throw 1 of 2,,26-16,,
0:57.0,Offensive rebound by Team,,26-16,,
0:57.0,,,26-16,,W. Johnson enters the game for C. Williams
0:57.0,,,26-16,,B. Marjanovic enters the game for T. Harris
0:57.0,R. Gay makes free throw 2 of 2,1,27-16,,
0:45.0,,,27-16,,Turnover by M. Harrell (bad pass; steal by R. Gay)
0:42.0,R. Gay makes 2-pt shot from 2 ft (assist by B. Forbes),2,29-16,,
0:41.0,Personal foul by B. Forbes (drawn by L. Williams),,29-16,,
0:35.0,,,29-16,,L. Williams misses 3-pt shot from 27 ft
0:35.0,Defensive rebound by Team,,29-16,,
0:35.0,,,29-16,,Loose ball foul by B. Marjanovic (drawn by P. Gasol)
0:35.0,P. Gasol makes free throw 1 of 2,1,30-16,,
0:35.0,P. Gasol makes free throw 2 of 2,1,31-16,,
0:17.0,,,31-16,,L. Williams misses 2-pt shot from 1 ft
0:15.0,,,31-16,,Offensive rebound by B. Marjanovic
0:15.0,,,31-16,,Shooting foul by R. Gay (drawn by B. Marjanovic)
0:15.0,,,31-16,,B. Marjanovic misses free throw 1 of 2
0:15.0,,,31-16,,Offensive rebound by Team
0:15.0,,,31-16,,S. Thornwell enters the game for L. Williams
0:15.0,,,31-17,1,B. Marjanovic makes free throw 2 of 2
0:05.0,R. Gay misses 2-pt shot from 20 ft,,31-17,,
0:00.0,,,31-17,,Defensive rebound by M. Harrell
0:00.0,,,31-17,,M. Harrell misses 3-pt shot from 40 ft
0:00.0,,,31-17,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:38.0,T. Parker misses 2-pt shot from 16 ft,,31-17,,
11:36.0,,,31-17,,Defensive rebound by T. Wallace
11:34.0,,,31-17,,T. Wallace misses 2-pt shot from 3 ft (block by R. Gay)
11:33.0,,,31-17,,Offensive rebound by B. Marjanovic
11:33.0,,,31-17,,Shooting foul by B. Forbes (drawn by B. Marjanovic)
11:33.0,,,31-18,1,B. Marjanovic makes free throw 1 of 2
11:33.0,,,31-18,,B. Marjanovic misses free throw 2 of 2
11:30.0,Defensive rebound by R. Gay,,31-18,,
11:18.0,Turnover by P. Gasol (lost ball; steal by S. Thornwell),,31-18,,
11:14.0,,,31-20,2,T. Wallace makes 2-pt shot at rim (assist by S. Thornwell)
10:57.0,P. Gasol misses 2-pt shot from 18 ft,,31-20,,
10:53.0,,,31-20,,Defensive rebound by M. Harrell
10:50.0,,,31-20,,Shooting foul by P. Gasol (drawn by B. Marjanovic)
10:50.0,,,31-21,1,B. Marjanovic makes free throw 1 of 2
10:50.0,D. Murray enters the game for T. Parker,,31-21,,
10:50.0,D. Green enters the game for M. Ginobili,,31-21,,
10:50.0,,,31-22,1,B. Marjanovic makes free throw 2 of 2
10:40.0,Offensive charge foul by P. Gasol (drawn by M. Harrell),,31-22,,
10:40.0,Turnover by P. Gasol (offensive foul),,31-22,,
10:31.0,,,31-22,,Turnover by T. Wallace (bad pass; steal by R. Gay)
10:27.0,R. Gay misses 2-pt shot from 5 ft (block by T. Wallace),,31-22,,
10:27.0,Offensive rebound by Team,,31-22,,
10:14.0,D. Murray misses 2-pt shot from 7 ft,,31-22,,
10:14.0,Offensive rebound by Team,,31-22,,
10:02.0,P. Gasol makes 2-pt shot from 2 ft (assist by R. Gay),2,33-22,,
9:51.0,,,33-22,,T. Wallace misses 3-pt shot from 24 ft
9:48.0,Defensive rebound by P. Gasol,,33-22,,
9:39.0,R. Gay makes 2-pt shot from 19 ft (assist by D. Green),2,35-22,,
9:24.0,,,35-22,,L. Williams misses 2-pt shot from 11 ft
9:22.0,Defensive rebound by R. Gay,,35-22,,
9:13.0,P. Gasol makes 2-pt shot from 21 ft (assist by B. Forbes),2,37-22,,
9:02.0,,,37-24,2,T. Wallace makes 2-pt shot from 2 ft (assist by L. Williams)
8:49.0,Turnover by P. Gasol (bad pass),,37-24,,
8:49.0,,,37-24,,A. Rivers enters the game for S. Thornwell
8:36.0,,,37-26,2,M. Harrell makes 2-pt shot from 1 ft
8:36.0,San Antonio full timeout,,37-26,,
8:36.0,K. Anderson enters the game for P. Gasol,,37-26,,
8:36.0,L. Aldridge enters the game for R. Gay,,37-26,,
8:15.0,K. Anderson makes 3-pt shot from 22 ft (assist by D. Green),3,40-26,,
7:48.0,,,40-26,,Turnover by Team (shot clock)
7:48.0,,,40-26,,D. Jordan enters the game for B. Marjanovic
7:35.0,K. Anderson makes 2-pt shot from 3 ft (assist by B. Forbes),2,42-26,,
7:25.0,,,42-26,,L. Williams misses 2-pt shot from 1 ft (block by D. Green)
7:25.0,,,42-26,,Offensive rebound by Team
7:25.0,,,42-26,,T. Harris enters the game for M. Harrell
7:16.0,,,42-28,2,T. Harris makes 2-pt shot from 13 ft (assist by D. Jordan)
7:03.0,B. Forbes misses 2-pt shot from 20 ft,,42-28,,
6:59.0,,,42-28,,Defensive rebound by D. Jordan
6:56.0,,,42-28,,Turnover by L. Williams (bad pass; steal by D. Murray)
6:55.0,Shooting foul by L. Williams (drawn by D. Murray),,42-28,,
6:55.0,D. Murray makes free throw 1 of 2,1,43-28,,
6:55.0,P. Mills enters the game for B. Forbes,,43-28,,
6:55.0,D. Murray makes free throw 2 of 2,1,44-28,,
6:38.0,,,44-28,,A. Rivers misses 2-pt shot from 7 ft (block by L. Aldridge)
6:36.0,Defensive rebound by D. Murray,,44-28,,
6:34.0,D. Murray misses 2-pt shot from 15 ft,,44-28,,
6:32.0,Offensive rebound by K. Anderson,,44-28,,
6:32.0,K. Anderson misses 2-pt shot from 1 ft,,44-28,,
6:30.0,Offensive rebound by K. Anderson,,44-28,,
6:30.0,K. Anderson makes 2-pt shot from 2 ft,2,46-28,,
6:30.0,Shooting foul by A. Rivers (drawn by K. Anderson),,46-28,,
6:30.0,K. Anderson misses free throw 1 of 1,,46-28,,
6:23.0,,,46-28,,Defensive rebound by D. Jordan
6:21.0,,,46-28,,T. Wallace misses 2-pt shot from 7 ft (block by K. Anderson)
6:19.0,,,46-28,,Offensive rebound by Team
6:19.0,Personal foul by K. Anderson (drawn by T. Harris),,46-28,,
6:10.0,,,46-30,2,T. Harris makes 2-pt shot from 1 ft
5:57.0,Shooting foul by T. Harris (drawn by D. Green),,46-30,,
5:57.0,D. Green makes free throw 1 of 2,1,47-30,,
5:57.0,D. Green misses free throw 2 of 2,,47-30,,
5:54.0,,,47-30,,Defensive rebound by D. Jordan
5:48.0,,,47-30,,L. Williams misses 2-pt shot from 7 ft
5:46.0,Defensive rebound by L. Aldridge,,47-30,,
5:30.0,L. Aldridge misses 3-pt shot from 23 ft,,47-30,,
5:28.0,,,47-30,,Defensive rebound by D. Jordan
5:24.0,,,47-30,,T. Wallace misses 2-pt shot from 2 ft (block by K. Anderson)
5:21.0,Defensive rebound by D. Green,,47-30,,
5:18.0,D. Murray makes 2-pt shot from 2 ft (assist by P. Mills),2,49-30,,
4:49.0,,,49-33,3,L. Williams makes 3-pt shot from 27 ft (assist by T. Wallace)
4:33.0,P. Mills misses 3-pt shot from 26 ft,,49-33,,
4:31.0,,,49-33,,Defensive rebound by D. Jordan
4:19.0,,,49-33,,T. Harris misses 2-pt shot from 9 ft
4:17.0,Defensive rebound by L. Aldridge,,49-33,,
4:10.0,Turnover by D. Murray (lost ball; steal by T. Wallace),,49-33,,
4:07.0,,,49-35,2,T. Harris makes 2-pt shot from 2 ft (assist by T. Wallace)
3:47.0,Turnover by D. Green (bad pass; steal by T. Harris),,49-35,,
3:42.0,Personal foul by D. Green (drawn by L. Williams),,49-35,,
3:42.0,,,49-35,,S. Thornwell enters the game for T. Wallace
3:42.0,T. Parker enters the game for D. Murray,,49-35,,
3:42.0,M. Ginobili enters the game for D. Green,,49-35,,
3:34.0,,,49-35,,A. Rivers misses 2-pt shot from 9 ft
3:33.0,,,49-35,,Offensive rebound by D. Jordan
3:33.0,,,49-37,2,D. Jordan makes 2-pt shot from 1 ft
3:33.0,San Antonio full timeout,,49-37,,
3:33.0,R. Gay enters the game for K. Anderson,,49-37,,
3:19.0,M. Ginobili misses 2-pt shot from 2 ft,,49-37,,
3:15.0,,,49-37,,Defensive rebound by T. Harris
3:10.0,,,49-39,2,D. Jordan makes 2-pt shot from 3 ft (assist by T. Harris)
2:47.0,R. Gay misses 2-pt shot from 13 ft,,49-39,,
2:45.0,,,49-39,,Defensive rebound by S. Thornwell
2:38.0,,,49-39,,L. Williams misses 2-pt shot at rim
2:35.0,,,49-39,,Offensive rebound by S. Thornwell
2:33.0,,,49-41,2,T. Harris makes 2-pt shot from 17 ft (assist by S. Thornwell)
2:22.0,Turnover by M. Ginobili (bad pass; steal by A. Rivers),,49-41,,
2:03.0,,,49-43,2,T. Harris makes 2-pt shot from 4 ft
1:43.0,R. Gay makes 2-pt shot from 10 ft,2,51-43,,
1:42.0,,,51-43,,LA Clippers full timeout
1:42.0,,,51-43,,M. Harrell enters the game for L. Williams
1:42.0,,,51-43,,T. Wallace enters the game for T. Harris
1:23.0,,,51-45,2,M. Harrell makes 2-pt shot from 1 ft (assist by A. Rivers)
1:04.0,M. Ginobili misses 3-pt shot from 23 ft,,51-45,,
1:02.0,,,51-45,,Defensive rebound by D. Jordan
0:50.0,,,51-47,2,M. Harrell makes 2-pt shot from 1 ft (assist by A. Rivers)
0:33.0,T. Parker makes 2-pt shot from 17 ft,2,53-47,,
0:28.0,,,53-49,2,A. Rivers makes 2-pt shot from 1 ft
0:08.0,R. Gay makes 3-pt shot from 26 ft (assist by T. Parker),3,56-49,,
0:01.0,,,56-49,,A. Rivers misses 2-pt shot from 19 ft
0:01.0,,,56-49,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:43.0,P. Mills makes 3-pt shot from 27 ft (assist by K. Anderson),3,59-49,,
11:24.0,,,59-49,,A. Rivers misses 2-pt shot from 2 ft
11:24.0,,,59-49,,Offensive rebound by D. Jordan
11:24.0,,,59-49,,D. Jordan misses 2-pt shot at rim
11:24.0,,,59-49,,Offensive rebound by D. Jordan
11:24.0,,,59-49,,Shooting foul by L. Aldridge (drawn by D. Jordan)
11:24.0,,,59-50,1,D. Jordan makes free throw 1 of 2
11:24.0,,,59-50,,D. Jordan misses free throw 2 of 2
11:22.0,Defensive rebound by K. Anderson,,59-50,,
11:11.0,D. Green misses 3-pt shot from 23 ft,,59-50,,
11:08.0,,,59-50,,Defensive rebound by S. Thornwell
10:55.0,,,59-50,,Shooting foul by D. Green (drawn by T. Harris)
10:55.0,,,59-50,,T. Harris misses free throw 1 of 2
10:55.0,,,59-50,,Offensive rebound by Team
10:55.0,,,59-51,1,T. Harris makes free throw 2 of 2
10:36.0,P. Mills makes 2-pt shot from 23 ft,2,61-51,,
10:23.0,,,61-51,,A. Rivers misses 3-pt shot from 25 ft
10:20.0,Defensive rebound by K. Anderson,,61-51,,
10:01.0,D. Murray misses 2-pt shot from 11 ft,,61-51,,
9:58.0,,,61-51,,Defensive rebound by D. Jordan
9:48.0,Jump ball: T. Wallace vs. D. Murray (S. Thornwell gains possession),,,,Jump ball: T. Wallace vs. D. Murray (S. Thornwell gains possession)
9:39.0,,,61-51,,T. Wallace misses 3-pt shot from 23 ft
9:35.0,Defensive rebound by K. Anderson,,61-51,,
9:30.0,,,61-51,,Personal block foul by T. Wallace (drawn by P. Mills)
9:24.0,L. Aldridge misses 2-pt shot from 17 ft,,61-51,,
9:21.0,,,61-51,,Defensive rebound by T. Harris
9:12.0,Personal block foul by P. Mills (drawn by T. Wallace),,61-51,,
9:00.0,,,61-53,2,S. Thornwell makes 2-pt shot from 2 ft (assist by A. Rivers)
8:36.0,K. Anderson misses 2-pt shot from 14 ft,,61-53,,
8:34.0,,,61-53,,Defensive rebound by D. Jordan
8:34.0,,,61-53,,Shooting foul by P. Mills (drawn by T. Harris)
8:34.0,,,61-54,1,T. Harris makes free throw 1 of 2
8:34.0,,,61-55,1,T. Harris makes free throw 2 of 2
8:18.0,L. Aldridge makes 2-pt shot from 15 ft,2,63-55,,
8:03.0,,,63-55,,D. Jordan misses 2-pt shot from 1 ft (block by L. Aldridge)
8:03.0,,,63-55,,Offensive rebound by Team
8:00.0,,,63-55,,T. Harris misses 2-pt shot from 16 ft
7:57.0,Defensive rebound by L. Aldridge,,63-55,,
7:53.0,,,63-55,,Personal foul by S. Thornwell (drawn by D. Murray)
7:53.0,,,63-55,,L. Williams enters the game for T. Wallace
7:50.0,,,63-55,,Personal foul by D. Jordan (drawn by L. Aldridge)
7:39.0,L. Aldridge misses 2-pt shot from 20 ft,,63-55,,
7:36.0,,,63-55,,Defensive rebound by T. Harris
7:31.0,,,63-55,,T. Harris misses 2-pt shot from 3 ft
7:31.0,,,63-55,,Offensive rebound by Team
7:31.0,Loose ball foul by D. Green (drawn by D. Jordan),,63-55,,
7:31.0,,,63-55,,D. Jordan misses free throw 1 of 2
7:31.0,,,63-55,,Offensive rebound by Team
7:31.0,M. Ginobili enters the game for D. Green,,63-55,,
7:31.0,,,63-56,1,D. Jordan makes free throw 2 of 2
7:13.0,M. Ginobili misses 2-pt shot from 3 ft (block by D. Jordan),,63-56,,
7:10.0,,,63-56,,Defensive rebound by T. Harris
6:58.0,,,63-59,3,A. Rivers makes 3-pt shot from 25 ft (assist by T. Harris)
6:56.0,San Antonio full timeout,,63-59,,
6:43.0,P. Mills misses 3-pt shot from 27 ft,,63-59,,
6:39.0,,,63-59,,Defensive rebound by D. Jordan
6:20.0,,,63-59,,Shooting foul by L. Aldridge (drawn by S. Thornwell)
6:20.0,,,63-60,1,S. Thornwell makes free throw 1 of 2
6:20.0,,,63-61,1,S. Thornwell makes free throw 2 of 2
6:00.0,P. Mills misses 3-pt shot from 27 ft,,63-61,,
5:56.0,,,63-61,,Defensive rebound by T. Harris
5:51.0,,,63-61,,T. Harris misses 2-pt shot from 17 ft
5:51.0,Defensive rebound by Team,,63-61,,
5:51.0,,,63-61,,Loose ball foul by D. Jordan (drawn by L. Aldridge)
5:51.0,T. Parker enters the game for D. Murray,,63-61,,
5:40.0,M. Ginobili misses 2-pt shot from 1 ft,,63-61,,
5:37.0,,,63-61,,Defensive rebound by T. Harris
5:30.0,,,63-61,,S. Thornwell misses 2-pt shot from 1 ft (block by L. Aldridge)
5:29.0,,,63-61,,Offensive rebound by D. Jordan
5:29.0,,,63-63,2,D. Jordan makes 2-pt shot from 1 ft
5:29.0,,,63-63,,Shooting foul by T. Parker (drawn by D. Jordan)
5:29.0,B. Forbes enters the game for P. Mills,,63-63,,
5:29.0,,,63-64,1,D. Jordan makes free throw 1 of 1
5:23.0,,,63-64,,Personal foul by D. Jordan (drawn by M. Ginobili)
5:23.0,M. Ginobili makes free throw 1 of 2,1,64-64,,
5:23.0,M. Ginobili makes free throw 2 of 2,1,65-64,,
5:07.0,,,65-64,,L. Williams misses 2-pt shot from 20 ft
5:02.0,Defensive rebound by M. Ginobili,,65-64,,
4:58.0,M. Ginobili misses 2-pt shot from 2 ft,,65-64,,
4:54.0,,,65-64,,Defensive rebound by D. Jordan
4:43.0,,,65-64,,Turnover by T. Harris (bad pass; steal by L. Aldridge)
4:28.0,L. Aldridge makes 2-pt shot from 4 ft,2,67-64,,
4:10.0,,,67-64,,A. Rivers misses 3-pt shot from 26 ft
4:07.0,,,67-64,,Offensive rebound by L. Williams
4:02.0,,,67-64,,Turnover by T. Harris (bad pass; steal by L. Aldridge)
3:57.0,L. Aldridge makes 2-pt shot from 1 ft (assist by M. Ginobili),2,69-64,,
3:57.0,Shooting foul by S. Thornwell (drawn by L. Aldridge),,69-64,,
3:57.0,,,69-64,,LA Clippers full timeout
3:57.0,R. Gay enters the game for K. Anderson,,69-64,,
3:57.0,L. Aldridge makes free throw 1 of 1,1,70-64,,
3:34.0,,,70-64,,Shooting foul by T. Parker (drawn by A. Rivers)
3:34.0,,,70-65,1,A. Rivers makes free throw 1 of 2
3:34.0,,,70-65,,M. Harrell enters the game for D. Jordan
3:34.0,,,70-66,1,A. Rivers makes free throw 2 of 2
3:21.0,B. Forbes makes 3-pt shot from 24 ft (assist by M. Ginobili),3,73-66,,
2:58.0,,,73-68,2,T. Harris makes 2-pt shot from 2 ft (assist by A. Rivers)
2:44.0,T. Parker makes 3-pt shot from 23 ft (assist by B. Forbes),3,76-68,,
2:31.0,,,76-68,,A. Rivers misses 3-pt shot from 25 ft
2:27.0,Defensive rebound by B. Forbes,,76-68,,
2:20.0,T. Parker misses 2-pt shot from 4 ft,,76-68,,
2:16.0,Offensive rebound by L. Aldridge,,76-68,,
2:16.0,L. Aldridge makes 2-pt shot at rim,2,78-68,,
2:08.0,,,78-68,,T. Wallace enters the game for A. Rivers
2:02.0,,,78-68,,L. Williams misses 2-pt shot from 17 ft
1:59.0,Defensive rebound by R. Gay,,78-68,,
1:43.0,L. Aldridge misses 2-pt shot from 18 ft,,78-68,,
1:42.0,Offensive rebound by Team,,78-68,,
1:42.0,,,78-68,,Loose ball foul by T. Wallace (drawn by R. Gay)
1:42.0,R. Gay misses free throw 1 of 2,,78-68,,
1:42.0,Offensive rebound by Team,,78-68,,
1:42.0,,,78-68,,C. Williams enters the game for S. Thornwell
1:42.0,R. Gay makes free throw 2 of 2,1,79-68,,
1:34.0,Personal foul by T. Parker (drawn by L. Williams),,79-68,,
1:34.0,,,79-69,1,L. Williams makes free throw 1 of 2
1:34.0,,,79-70,1,L. Williams makes free throw 2 of 2
1:16.0,B. Forbes makes 2-pt shot from 22 ft (assist by L. Aldridge),2,81-70,,
0:57.0,,,81-72,2,T. Harris makes 2-pt shot from 11 ft
0:38.0,L. Aldridge misses 2-pt shot from 14 ft,,81-72,,
0:35.0,,,81-72,,Defensive rebound by C. Williams
0:33.0,,,81-72,,Turnover by T. Harris (bad pass; steal by B. Forbes)
0:27.0,B. Forbes misses 2-pt shot from 4 ft,,81-72,,
0:26.0,Offensive rebound by L. Aldridge,,81-72,,
0:26.0,Shooting foul by T. Harris (drawn by L. Aldridge),,81-72,,
0:26.0,L. Aldridge makes free throw 1 of 2,1,82-72,,
0:26.0,,,82-72,,A. Rivers enters the game for C. Williams
0:26.0,D. Murray enters the game for T. Parker,,82-72,,
0:26.0,L. Aldridge makes free throw 2 of 2,1,83-72,,
0:05.0,,,83-72,,L. Williams misses 2-pt shot from 19 ft
0:03.0,Defensive rebound by R. Gay,,83-72,,
0:00.0,R. Gay misses 3-pt shot from 48 ft,,83-72,,
0:00.0,Offensive rebound by Team,,83-72,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:44.0,,,83-74,2,M. Harrell makes 2-pt shot from 1 ft (assist by B. Marjanovic)
11:27.0,B. Forbes makes 2-pt shot from 15 ft (assist by P. Gasol),2,85-74,,
11:03.0,,,85-76,2,M. Harrell makes 2-pt shot at rim (assist by A. Rivers)
10:48.0,D. Green misses 2-pt shot from 6 ft,,85-76,,
10:45.0,,,85-76,,Defensive rebound by B. Marjanovic
10:36.0,,,85-76,,Turnover by M. Harrell (lost ball; steal by D. Green)
10:32.0,B. Forbes misses 3-pt shot from 26 ft,,85-76,,
10:29.0,Offensive rebound by R. Gay,,85-76,,
10:20.0,R. Gay misses 2-pt shot from 10 ft,,85-76,,
10:16.0,,,85-76,,Defensive rebound by M. Harrell
10:10.0,,,85-76,,Shooting foul by B. Forbes (drawn by A. Rivers)
10:10.0,,,85-77,1,A. Rivers makes free throw 1 of 2
10:10.0,,,85-78,1,A. Rivers makes free throw 2 of 2
9:46.0,Jump ball: A. Rivers vs. R. Gay (D. Green gains possession),,,,Jump ball: A. Rivers vs. R. Gay (D. Green gains possession)
9:44.0,D. Green misses 2-pt shot from 19 ft,,85-78,,
9:42.0,,,85-78,,Defensive rebound by M. Harrell
9:34.0,,,85-78,,Shooting foul by D. Green (drawn by M. Harrell)
9:34.0,,,85-79,1,M. Harrell makes free throw 1 of 2
9:34.0,P. Mills enters the game for B. Forbes,,85-79,,
9:34.0,K. Anderson enters the game for R. Gay,,85-79,,
9:34.0,,,85-79,,M. Harrell misses free throw 2 of 2
9:31.0,Defensive rebound by D. Murray,,85-79,,
9:20.0,D. Murray makes 2-pt shot from 7 ft,2,87-79,,
9:04.0,,,87-79,,T. Wallace misses 2-pt shot from 3 ft
9:01.0,,,87-79,,Offensive rebound by B. Marjanovic
9:01.0,,,87-79,,Shooting foul by D. Murray (drawn by B. Marjanovic)
9:01.0,,,87-80,1,B. Marjanovic makes free throw 1 of 2
9:01.0,,,87-81,1,B. Marjanovic makes free throw 2 of 2
8:39.0,P. Gasol misses 3-pt shot from 26 ft,,87-81,,
8:37.0,,,87-81,,Defensive rebound by Team
8:24.0,,,87-81,,Shooting foul by P. Gasol (drawn by B. Marjanovic)
8:24.0,,,87-82,1,B. Marjanovic makes free throw 1 of 2
8:24.0,,,87-83,1,B. Marjanovic makes free throw 2 of 2
8:10.0,,,87-83,,Personal foul by M. Harrell (drawn by P. Gasol)
8:10.0,M. Ginobili enters the game for D. Green,,87-83,,
8:10.0,L. Aldridge enters the game for P. Gasol,,87-83,,
8:06.0,,,87-83,,Personal foul by A. Rivers (drawn by K. Anderson)
7:58.0,L. Aldridge misses 2-pt shot from 19 ft,,87-83,,
7:54.0,,,87-83,,Defensive rebound by L. Williams
7:46.0,,,87-83,,L. Williams misses 2-pt shot from 2 ft
7:44.0,,,87-83,,Offensive rebound by M. Harrell
