time,Philadelphia,pts.away,score,pts.home,Toronto
6:15.0,,,12-12,,D. DeRozan misses 3-pt shot from 23 ft
6:15.0,Defensive rebound by Team,,12-12,,
6:15.0,T. McConnell enters the game for B. Simmons,,12-12,,
6:00.0,A. Johnson makes 2-pt shot from 3 ft (assist by T. Luwawu-Cabarrot),2,14-12,,
5:53.0,Personal foul by A. Johnson (drawn by D. DeRozan),,14-12,,
5:44.0,Def 3 sec tech foul by A. Johnson,,14-12,,
5:44.0,,,14-13,1,D. DeRozan makes technical free throw
5:38.0,,,14-15,2,S. Ibaka makes 2-pt shot from 7 ft
5:18.0,J. Bayless makes 3-pt shot from 27 ft (assist by T. Luwawu-Cabarrot),3,17-15,,
5:07.0,,,17-17,2,K. Lowry makes 2-pt shot from 1 ft
4:56.0,T. Luwawu-Cabarrot makes 2-pt shot from 1 ft (assist by D. Saric),2,19-17,,
4:45.0,,,19-19,2,S. Ibaka makes 2-pt shot from 9 ft (assist by K. Lowry)
4:31.0,J. Bayless misses 3-pt shot from 25 ft,,19-19,,
4:29.0,,,19-19,,Defensive rebound by O. Anunoby
4:25.0,,,19-19,,Shooting foul by J. Bayless (drawn by S. Ibaka)
4:25.0,,,19-20,1,S. Ibaka makes free throw 1 of 2
4:25.0,T. Booker enters the game for J. Bayless,,19-20,,
4:25.0,R. Covington enters the game for D. Saric,,19-20,,
4:25.0,,,19-20,,J. Poeltl enters the game for O. Anunoby
4:25.0,,,19-20,,D. Wright enters the game for J. Valanciunas
4:25.0,,,19-21,1,S. Ibaka makes free throw 2 of 2
4:17.0,T. McConnell makes 2-pt shot from 14 ft,2,21-21,,
3:52.0,J. Embiid enters the game for A. Johnson,,21-21,,
3:46.0,,,21-21,,D. DeRozan misses 2-pt shot from 19 ft
3:43.0,Defensive rebound by T. McConnell,,21-21,,
3:37.0,T. McConnell makes 2-pt shot from 9 ft,2,23-21,,
3:22.0,,,23-21,,S. Ibaka misses 3-pt shot from 26 ft
3:20.0,Defensive rebound by T. Luwawu-Cabarrot,,23-21,,
3:12.0,Offensive foul by J. Embiid (drawn by K. Lowry),,23-21,,
3:12.0,Turnover by J. Embiid (offensive foul),,23-21,,
3:00.0,,,23-23,2,D. DeRozan makes 2-pt shot at rim
2:59.0,Philadelphia full timeout,,23-23,,
2:34.0,Turnover by T. McConnell (bad pass; steal by D. Wright),,23-23,,
2:25.0,,,23-23,,Turnover by D. DeRozan (lost ball; steal by R. Covington)
2:11.0,Turnover by J. Embiid (out of bounds lost ball),,23-23,,
1:56.0,,,23-25,2,J. Poeltl makes 2-pt shot from 3 ft (assist by K. Lowry)
1:43.0,R. Covington misses 3-pt shot from 24 ft,,23-25,,
1:39.0,,,23-25,,Defensive rebound by S. Ibaka
1:33.0,,,23-25,,Shooting foul by T. McConnell (drawn by K. Lowry)
1:33.0,,,23-26,1,K. Lowry makes free throw 1 of 2
1:33.0,,,23-26,,F. VanVleet enters the game for S. Ibaka
1:33.0,,,23-26,,P. Siakam enters the game for D. DeRozan
1:33.0,,,23-27,1,K. Lowry makes free throw 2 of 2
1:19.0,,,23-27,,Personal foul by J. Poeltl (drawn by T. Luwawu-Cabarrot)
1:07.0,T. McConnell misses 3-pt shot from 24 ft,,23-27,,
1:01.0,,,23-27,,Defensive rebound by K. Lowry
1:00.0,,,23-27,,Turnover by K. Lowry (bad pass)
1:00.0,,,23-27,,N. Powell enters the game for K. Lowry
0:50.0,,,23-27,,Def 3 sec tech foul by P. Siakam
0:50.0,R. Covington makes technical free throw,1,24-27,,
0:39.0,J. Embiid misses 2-pt shot from 5 ft,,24-27,,
0:37.0,,,24-27,,Defensive rebound by D. Wright
0:23.0,,,24-27,,F. VanVleet misses 3-pt shot from 25 ft
0:19.0,Defensive rebound by R. Covington,,24-27,,
0:01.0,T. Luwawu-Cabarrot makes 3-pt shot from 23 ft (assist by T. McConnell),3,27-27,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:46.0,Personal foul by J. Bayless (drawn by D. Wright),,27-27,,
11:37.0,,,27-27,,D. Wright misses 2-pt shot from 1 ft
11:33.0,Defensive rebound by J. Embiid,,27-27,,
11:23.0,Turnover by J. Embiid (bad pass; steal by N. Powell),,27-27,,
11:09.0,,,27-30,3,D. Wright makes 3-pt shot from 25 ft (assist by P. Siakam)
10:50.0,D. Saric misses 2-pt shot from 2 ft,,27-30,,
10:48.0,,,27-30,,Defensive rebound by F. VanVleet
10:45.0,,,27-30,,P. Siakam misses 2-pt shot from 1 ft
10:42.0,Defensive rebound by J. Embiid,,27-30,,
10:38.0,T. McConnell misses 2-pt shot from 12 ft,,27-30,,
10:38.0,,,27-30,,Defensive rebound by P. Siakam
10:32.0,,,27-30,,D. Wright misses 2-pt shot from 1 ft (block by J. Embiid)
10:32.0,,,27-30,,Offensive rebound by Team
10:32.0,A. Johnson enters the game for J. Embiid,,27-30,,
10:14.0,,,27-30,,F. VanVleet misses 2-pt shot from 7 ft (block by T. McConnell)
10:12.0,Defensive rebound by T. McConnell,,27-30,,
10:09.0,D. Saric misses 3-pt shot from 26 ft,,27-30,,
10:05.0,,,27-30,,Defensive rebound by P. Siakam
10:00.0,,,27-30,,N. Powell misses 2-pt shot from 2 ft
10:00.0,Defensive rebound by Team,,27-30,,
9:50.0,,,27-30,,Violation by P. Siakam (kicked ball)
9:41.0,B. Simmons enters the game for T. McConnell,,27-30,,
9:39.0,Turnover by J. Bayless (lost ball; steal by F. VanVleet),,27-30,,
9:36.0,,,27-30,,Turnover by P. Siakam (bad pass)
9:28.0,,,27-30,,Personal foul by N. Powell (drawn by B. Simmons)
9:16.0,D. Saric makes 3-pt shot from 25 ft (assist by B. Simmons),3,30-30,,
8:47.0,,,30-33,3,N. Powell makes 3-pt shot from 26 ft (assist by D. Wright)
8:23.0,B. Simmons misses 2-pt shot from 5 ft,,30-33,,
8:22.0,,,30-33,,Defensive rebound by N. Powell
8:20.0,Jump ball: N. Powell vs. A. Johnson (D. Wright gains possession),,,,Jump ball: N. Powell vs. A. Johnson (D. Wright gains possession)
8:14.0,,,30-33,,N. Powell misses 3-pt shot from 23 ft
8:14.0,Defensive rebound by T. Luwawu-Cabarrot,,30-33,,
8:08.0,,,30-33,,Violation by J. Poeltl (kicked ball)
7:57.0,Turnover by J. Bayless (bad pass; steal by D. Wright),,30-33,,
7:55.0,,,30-35,2,D. Wright makes 2-pt shot from 1 ft
7:55.0,,,30-35,,Shooting foul by T. Luwawu-Cabarrot (drawn by D. Wright)
7:55.0,,,30-36,1,D. Wright makes free throw 1 of 1
7:37.0,,,30-36,,Personal foul by P. Siakam (drawn by D. Saric)
7:37.0,,,30-36,,O. Anunoby enters the game for P. Siakam
7:37.0,T. Booker enters the game for T. Luwawu-Cabarrot,,30-36,,
7:37.0,R. Covington enters the game for D. Saric,,30-36,,
7:35.0,Turnover by R. Covington (bad pass; steal by J. Poeltl),,30-36,,
7:28.0,,,30-36,,N. Powell misses 2-pt shot from 10 ft
7:26.0,Defensive rebound by T. Booker,,30-36,,
7:09.0,T. Booker makes 2-pt shot from 7 ft,2,32-36,,
7:08.0,,,32-36,,Toronto full timeout
7:08.0,,,32-36,,K. Lowry enters the game for F. VanVleet
7:08.0,J. Embiid enters the game for A. Johnson,,32-36,,
7:00.0,,,32-36,,Turnover by D. Wright (bad pass; steal by T. Booker)
6:57.0,Turnover by R. Covington (bad pass),,32-36,,
6:57.0,,,32-36,,S. Ibaka enters the game for N. Powell
6:57.0,,,32-36,,D. DeRozan enters the game for J. Poeltl
6:57.0,,,32-36,,J. Valanciunas enters the game for D. Wright
6:40.0,,,32-38,2,J. Valanciunas makes 2-pt shot from 1 ft (assist by K. Lowry)
6:24.0,Shooting foul by J. Valanciunas (drawn by J. Embiid),,32-38,,
6:24.0,J. Embiid makes free throw 1 of 2,1,33-38,,
6:24.0,J. Embiid makes free throw 2 of 2,1,34-38,,
5:54.0,,,34-38,,Turnover by J. Valanciunas (lost ball; steal by R. Covington)
5:52.0,,,34-38,,Personal foul by K. Lowry (drawn by R. Covington)
5:34.0,R. Covington makes 3-pt shot from 26 ft (assist by J. Embiid),3,37-38,,
5:26.0,,,37-38,,Shooting foul by J. Bayless (drawn by K. Lowry)
5:26.0,,,37-39,1,K. Lowry makes free throw 1 of 3
5:26.0,,,37-40,1,K. Lowry makes free throw 2 of 3
5:26.0,T. Luwawu-Cabarrot enters the game for J. Bayless,,37-40,,
5:26.0,,,37-41,1,K. Lowry makes free throw 3 of 3
5:17.0,Offensive foul by T. Luwawu-Cabarrot (drawn by K. Lowry),,37-41,,
5:17.0,Turnover by T. Luwawu-Cabarrot (offensive foul),,37-41,,
5:17.0,D. Saric enters the game for J. Embiid,,37-41,,
5:00.0,,,37-41,,O. Anunoby misses 3-pt shot from 23 ft
4:56.0,Defensive rebound by B. Simmons,,37-41,,
4:51.0,T. Luwawu-Cabarrot misses 3-pt shot from 22 ft,,37-41,,
4:47.0,,,37-41,,Defensive rebound by S. Ibaka
4:39.0,,,37-41,,O. Anunoby misses 3-pt shot from 23 ft
4:39.0,Defensive rebound by Team,,37-41,,
4:39.0,,,37-41,,Loose ball foul by S. Ibaka (drawn by D. Saric)
4:39.0,D. Saric misses free throw 1 of 2,,37-41,,
4:39.0,Offensive rebound by Team,,37-41,,
4:39.0,D. Saric makes free throw 2 of 2,1,38-41,,
4:21.0,,,38-43,2,J. Valanciunas makes 2-pt shot from 7 ft (assist by K. Lowry)
4:21.0,Philadelphia full timeout,,38-43,,
4:21.0,Technical foul by Team,,38-43,,
4:21.0,,,38-44,1,D. DeRozan makes technical free throw
4:05.0,Turnover by B. Simmons (lost ball; steal by K. Lowry),,38-44,,
4:04.0,Personal foul by T. Luwawu-Cabarrot (drawn by K. Lowry),,38-44,,
4:04.0,T. McConnell enters the game for T. Luwawu-Cabarrot,,38-44,,
3:57.0,,,38-44,,D. DeRozan misses 2-pt shot from 1 ft
3:55.0,Defensive rebound by D. Saric,,38-44,,
3:52.0,B. Simmons misses 2-pt shot from 1 ft,,38-44,,
3:47.0,Offensive rebound by B. Simmons,,38-44,,
3:47.0,B. Simmons misses 2-pt shot at rim,,38-44,,
3:45.0,,,38-44,,Defensive rebound by S. Ibaka
3:44.0,,,38-44,,Turnover by O. Anunoby (traveling)
3:28.0,D. Saric makes 2-pt shot from 7 ft,2,40-44,,
3:12.0,,,40-44,,Turnover by K. Lowry (bad pass; steal by T. McConnell)
3:07.0,Turnover by T. McConnell (bad pass; steal by D. DeRozan),,40-44,,
3:05.0,Personal foul by T. McConnell (drawn by J. Valanciunas),,40-44,,
3:05.0,,,40-45,1,J. Valanciunas makes free throw 1 of 2
3:05.0,,,40-46,1,J. Valanciunas makes free throw 2 of 2
2:48.0,T. Booker misses 2-pt shot from 10 ft,,40-46,,
2:46.0,,,40-46,,Defensive rebound by J. Valanciunas
2:43.0,,,40-46,,Toronto full timeout
2:38.0,,,40-46,,K. Lowry misses 3-pt shot from 26 ft
2:36.0,Defensive rebound by T. Booker,,40-46,,
2:23.0,Turnover by T. Booker (traveling),,40-46,,
2:12.0,,,40-48,2,D. DeRozan makes 2-pt shot from 16 ft
2:03.0,B. Simmons makes 2-pt shot from 1 ft,2,42-48,,
1:54.0,,,42-48,,S. Ibaka misses 2-pt shot from 18 ft
1:54.0,,,42-48,,Offensive rebound by J. Valanciunas
1:52.0,,,42-50,2,J. Valanciunas makes 2-pt shot from 1 ft
1:52.0,,,42-50,,Shooting foul by D. Saric (drawn by J. Valanciunas)
1:52.0,A. Johnson enters the game for T. Booker,,42-50,,
1:52.0,,,42-50,,J. Valanciunas misses free throw 1 of 1
1:47.0,Defensive rebound by D. Saric,,42-50,,
1:38.0,,,42-50,,Personal foul by S. Ibaka (drawn by D. Saric)
1:38.0,D. Saric makes free throw 1 of 2,1,43-50,,
1:38.0,,,43-50,,P. Siakam enters the game for S. Ibaka
1:38.0,,,43-50,,J. Poeltl enters the game for J. Valanciunas
1:38.0,D. Saric makes free throw 2 of 2,1,44-50,,
1:25.0,,,44-50,,J. Poeltl misses 2-pt shot from 2 ft
1:23.0,Defensive rebound by A. Johnson,,44-50,,
1:12.0,Turnover by D. Saric (bad pass; steal by O. Anunoby),,44-50,,
1:02.0,,,44-53,3,K. Lowry makes 3-pt shot from 26 ft (assist by P. Siakam)
0:47.0,Shooting foul by K. Lowry (drawn by A. Johnson),,44-53,,
0:47.0,A. Johnson makes free throw 1 of 2,1,45-53,,
0:47.0,A. Johnson makes free throw 2 of 2,1,46-53,,
0:32.0,,,46-53,,D. DeRozan misses 2-pt shot from 7 ft (block by T. McConnell)
0:29.0,Defensive rebound by A. Johnson,,46-53,,
0:27.0,R. Covington misses 3-pt shot from 26 ft,,46-53,,
0:27.0,,,46-53,,Defensive rebound by J. Poeltl
0:03.0,,,46-55,2,K. Lowry makes 2-pt shot from 7 ft (assist by D. DeRozan)
0:00.0,R. Covington misses 3-pt shot from 44 ft,,46-55,,
0:00.0,Offensive rebound by Team,,46-55,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:44.0,,,46-57,2,J. Valanciunas makes 2-pt shot from 9 ft (assist by D. DeRozan)
11:31.0,B. Simmons makes 2-pt shot at rim (assist by D. Saric),2,48-57,,
11:20.0,,,48-59,2,S. Ibaka makes 2-pt shot from 11 ft
11:11.0,J. Embiid misses 3-pt shot from 24 ft,,48-59,,
11:09.0,Offensive rebound by Team,,48-59,,
11:00.0,D. Saric misses 2-pt shot from 15 ft,,48-59,,
10:57.0,,,48-59,,Defensive rebound by O. Anunoby
10:49.0,,,48-59,,D. DeRozan misses 2-pt shot from 10 ft
10:48.0,,,48-59,,Offensive rebound by D. DeRozan
10:48.0,,,48-59,,Shooting foul by J. Bayless (drawn by D. DeRozan)
10:48.0,Technical foul by D. Saric,,48-59,,
10:48.0,,,48-60,1,D. DeRozan makes technical free throw
10:48.0,,,48-61,1,D. DeRozan makes free throw 1 of 2
10:48.0,T. Luwawu-Cabarrot enters the game for J. Bayless,,48-61,,
10:48.0,,,48-62,1,D. DeRozan makes free throw 2 of 2
10:36.0,B. Simmons makes 2-pt shot from 1 ft (assist by D. Saric),2,50-62,,
10:29.0,,,50-62,,Shooting foul by J. Embiid (drawn by D. DeRozan)
10:29.0,,,50-62,,D. DeRozan misses free throw 1 of 2
10:29.0,,,50-62,,Offensive rebound by Team
10:29.0,,,50-63,1,D. DeRozan makes free throw 2 of 2
10:11.0,J. Embiid makes 2-pt shot from 6 ft,2,52-63,,
9:51.0,,,52-63,,Offensive foul by S. Ibaka (drawn by R. Covington)
9:51.0,,,52-63,,Turnover by S. Ibaka (offensive foul)
9:36.0,J. Embiid misses 2-pt shot from 5 ft,,52-63,,
9:35.0,,,52-63,,Defensive rebound by J. Valanciunas
9:20.0,Personal foul by R. Covington (drawn by J. Valanciunas),,52-63,,
9:20.0,,,52-63,,P. Siakam enters the game for S. Ibaka
9:05.0,,,52-63,,O. Anunoby misses 3-pt shot from 26 ft
9:04.0,,,52-63,,Offensive rebound by Team
9:04.0,,,52-63,,Turnover by Team (shot clock)
8:48.0,J. Embiid makes 2-pt shot at rim,2,54-63,,
8:33.0,,,54-63,,Turnover by O. Anunoby (bad pass; steal by R. Covington)
8:24.0,T. Luwawu-Cabarrot misses 2-pt shot from 2 ft,,54-63,,
8:23.0,,,54-63,,Defensive rebound by O. Anunoby
8:13.0,,,54-63,,D. DeRozan misses 2-pt shot from 11 ft
8:11.0,Defensive rebound by J. Embiid,,54-63,,
8:07.0,,,54-63,,Personal block foul by K. Lowry (drawn by B. Simmons)
7:52.0,J. Embiid misses 2-pt shot from 10 ft,,54-63,,
7:51.0,,,54-63,,Defensive rebound by J. Valanciunas
7:42.0,,,54-63,,Turnover by K. Lowry (out of bounds lost ball)
7:42.0,A. Johnson enters the game for J. Embiid,,54-63,,
7:20.0,B. Simmons misses 2-pt shot from 3 ft,,54-63,,
7:14.0,Offensive rebound by B. Simmons,,54-63,,
7:14.0,B. Simmons makes 2-pt shot at rim,2,56-63,,
7:10.0,,,56-63,,Toronto full timeout
7:10.0,,,56-63,,J. Poeltl enters the game for J. Valanciunas
6:54.0,,,56-63,,J. Poeltl misses 2-pt shot from 9 ft
6:51.0,Defensive rebound by T. Luwawu-Cabarrot,,56-63,,
6:48.0,T. Luwawu-Cabarrot makes 2-pt shot from 1 ft,2,58-63,,
6:35.0,,,58-63,,P. Siakam misses 3-pt shot from 25 ft
6:33.0,Defensive rebound by T. Luwawu-Cabarrot,,58-63,,
6:21.0,B. Simmons misses 2-pt shot from 3 ft (block by J. Poeltl),,58-63,,
6:21.0,Offensive rebound by Team,,58-63,,
6:21.0,,,58-63,,D. Wright enters the game for O. Anunoby
6:17.0,T. Luwawu-Cabarrot misses 3-pt shot from 22 ft,,58-63,,
6:15.0,Offensive rebound by D. Saric,,58-63,,
6:15.0,Shooting foul by K. Lowry (drawn by D. Saric),,58-63,,
6:15.0,D. Saric misses free throw 1 of 2,,58-63,,
6:15.0,Offensive rebound by Team,,58-63,,
6:15.0,,,58-63,,F. VanVleet enters the game for K. Lowry
6:15.0,D. Saric makes free throw 2 of 2,1,59-63,,
5:59.0,,,59-63,,Turnover by D. DeRozan (bad pass; steal by A. Johnson)
5:46.0,B. Simmons misses 2-pt shot from 2 ft (block by J. Poeltl),,59-63,,
5:44.0,,,59-63,,Defensive rebound by P. Siakam
5:40.0,,,59-65,2,D. DeRozan makes 2-pt shot from 2 ft (assist by P. Siakam)
5:22.0,D. Saric makes 2-pt shot from 4 ft,2,61-65,,
4:55.0,,,61-68,3,D. DeRozan makes 3-pt shot from 25 ft (assist by F. VanVleet)
4:42.0,D. Saric misses 2-pt shot from 5 ft,,61-68,,
4:41.0,,,61-68,,Defensive rebound by F. VanVleet
4:29.0,,,61-68,,D. DeRozan misses 3-pt shot from 29 ft
4:28.0,,,61-68,,Offensive rebound by Team
4:28.0,Loose ball foul by A. Johnson (drawn by J. Poeltl),,61-68,,
4:28.0,T. Booker enters the game for D. Saric,,61-68,,
4:21.0,,,61-68,,F. VanVleet misses 2-pt shot from 3 ft (block by A. Johnson)
4:21.0,Defensive rebound by Team,,61-68,,
4:08.0,A. Johnson makes 2-pt shot from 1 ft (assist by R. Covington),2,63-68,,
3:53.0,,,63-70,2,D. Wright makes 2-pt shot at rim
3:51.0,Philadelphia full timeout,,63-70,,
3:51.0,J. Embiid enters the game for A. Johnson,,63-70,,
3:51.0,T. McConnell enters the game for B. Simmons,,63-70,,
3:32.0,,,63-70,,Personal foul by F. VanVleet (drawn by T. Luwawu-Cabarrot)
3:22.0,,,63-70,,Personal foul by J. Poeltl (drawn by J. Embiid)
3:11.0,J. Embiid misses 2-pt shot from 4 ft (block by J. Poeltl),,63-70,,
3:09.0,Offensive rebound by T. Booker,,63-70,,
3:08.0,Turnover by Team (shot clock),,63-70,,
2:58.0,,,63-73,3,D. DeRozan makes 3-pt shot from 25 ft (assist by J. Poeltl)
2:41.0,T. McConnell misses 2-pt shot from 4 ft (block by F. VanVleet),,63-73,,
2:39.0,,,63-73,,Defensive rebound by D. DeRozan
2:33.0,,,63-75,2,D. Wright makes 2-pt shot from 1 ft
2:33.0,Philadelphia full timeout,,63-75,,
2:11.0,Turnover by J. Embiid (out of bounds lost ball),,63-75,,
1:54.0,,,63-75,,D. DeRozan misses 3-pt shot from 26 ft
1:51.0,Defensive rebound by T. Booker,,63-75,,
1:41.0,T. Luwawu-Cabarrot misses 3-pt shot from 23 ft,,63-75,,
1:39.0,,,63-75,,Defensive rebound by D. DeRozan
1:27.0,,,63-75,,D. DeRozan misses 2-pt shot from 4 ft
1:24.0,Defensive rebound by J. Embiid,,63-75,,
1:08.0,T. Luwawu-Cabarrot misses 3-pt shot from 27 ft,,63-75,,
1:04.0,Offensive rebound by T. Booker,,63-75,,
1:02.0,T. Luwawu-Cabarrot misses 3-pt shot from 24 ft,,63-75,,
0:57.0,,,63-75,,Defensive rebound by F. VanVleet
0:44.0,,,63-75,,P. Siakam misses 3-pt shot from 22 ft
0:43.0,Defensive rebound by Team,,63-75,,
0:43.0,,,63-75,,Loose ball foul by J. Poeltl (drawn by T. Luwawu-Cabarrot)
0:43.0,T. Luwawu-Cabarrot misses free throw 1 of 2,,63-75,,
0:43.0,Offensive rebound by Team,,63-75,,
0:43.0,B. Simmons enters the game for R. Covington,,63-75,,
0:43.0,T. Luwawu-Cabarrot misses free throw 2 of 2,,63-75,,
0:41.0,,,63-75,,Defensive rebound by D. DeRozan
0:38.0,,,63-75,,D. Wright misses 3-pt shot from 26 ft
0:35.0,,,63-75,,Offensive rebound by Team
0:33.0,,,63-78,3,D. DeRozan makes 3-pt shot from 23 ft (assist by F. VanVleet)
0:22.0,T. McConnell misses 3-pt shot from 24 ft,,63-78,,
0:22.0,,,63-78,,Defensive rebound by J. Poeltl
0:13.0,,,63-78,,P. Siakam misses 2-pt shot from 1 ft
0:13.0,,,63-78,,Offensive rebound by J. Poeltl
0:13.0,,,63-80,2,J. Poeltl makes 2-pt shot from 1 ft
0:13.0,,,63-80,,Shooting foul by T. Luwawu-Cabarrot (drawn by J. Poeltl)
0:13.0,Technical foul by J. Embiid,,63-80,,
0:13.0,,,63-81,1,D. DeRozan makes technical free throw
0:13.0,,,63-81,,J. Poeltl misses free throw 1 of 1
0:13.0,Defensive rebound by B. Simmons,,63-81,,
0:00.0,T. Luwawu-Cabarrot misses 2-pt shot from 19 ft,,63-81,,
0:00.0,Offensive rebound by Team,,63-81,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:45.0,R. Covington makes 2-pt shot from 19 ft (assist by D. Saric),2,65-81,,
11:21.0,,,65-84,3,N. Powell makes 3-pt shot from 25 ft
11:05.0,J. Bayless misses 3-pt shot from 23 ft,,65-84,,
11:05.0,Offensive rebound by Team,,65-84,,
11:05.0,,,65-84,,Personal foul by N. Powell (drawn by J. Embiid)
11:00.0,D. Saric misses 2-pt shot from 20 ft,,65-84,,
10:56.0,,,65-84,,Defensive rebound by J. Poeltl
10:43.0,,,65-84,,F. VanVleet misses 2-pt shot from 5 ft
10:41.0,Defensive rebound by J. Embiid,,65-84,,
10:33.0,Turnover by B. Simmons (lost ball; steal by J. Poeltl),,65-84,,
10:14.0,,,65-84,,J. Poeltl misses 2-pt shot from 14 ft
10:11.0,Defensive rebound by R. Covington,,65-84,,
9:57.0,Turnover by J. Embiid (lost ball; steal by P. Siakam),,65-84,,
9:57.0,Personal foul by R. Covington (drawn by D. Wright),,65-84,,
9:40.0,,,65-84,,N. Powell misses 2-pt shot from 3 ft (block by J. Embiid)
9:36.0,Defensive rebound by D. Saric,,65-84,,
9:34.0,Turnover by D. Saric (bad pass; steal by D. Wright),,65-84,,
9:30.0,,,65-86,2,D. Wright makes 2-pt shot from 2 ft
9:30.0,Philadelphia full timeout,,65-86,,
9:30.0,A. Johnson enters the game for J. Embiid,,65-86,,
9:07.0,J. Bayless makes 2-pt shot from 6 ft (assist by D. Saric),2,67-86,,
9:07.0,Shooting foul by J. Poeltl (drawn by J. Bayless),,67-86,,
9:07.0,J. Bayless makes free throw 1 of 1,1,68-86,,
8:50.0,,,68-86,,Turnover by P. Siakam (bad pass; steal by B. Simmons)
8:45.0,J. Bayless misses 3-pt shot from 22 ft,,68-86,,
8:41.0,,,68-86,,Defensive rebound by P. Siakam
8:29.0,,,68-86,,Shooting foul by R. Covington (drawn by J. Poeltl)
8:29.0,,,68-87,1,J. Poeltl makes free throw 1 of 2
8:29.0,,,68-87,,K. Lowry enters the game for F. VanVleet
8:29.0,,,68-87,,S. Ibaka enters the game for P. Siakam
8:29.0,,,68-88,1,J. Poeltl makes free throw 2 of 2
8:20.0,Shooting foul by J. Poeltl (drawn by A. Johnson),,68-88,,
8:20.0,A. Johnson makes free throw 1 of 2,1,69-88,,
8:20.0,,,69-88,,J. Valanciunas enters the game for J. Poeltl
8:20.0,A. Johnson makes free throw 2 of 2,1,70-88,,
8:00.0,,,70-88,,D. Wright misses 2-pt shot from 3 ft
7:58.0,Defensive rebound by R. Covington,,70-88,,
7:54.0,Shooting foul by J. Valanciunas (drawn by B. Simmons),,70-88,,
7:54.0,B. Simmons misses free throw 1 of 2,,70-88,,
