time,Detroit,pts.away,score,pts.home,Brooklyn
10:37.0,L. Kennard misses 2-pt shot from 12 ft,,36-26,,
10:34.0,,,36-26,,Defensive rebound by C. LeVert
10:30.0,Personal foul by S. Johnson (drawn by J. Okafor),,36-26,,
10:23.0,,,36-26,,Turnover by C. LeVert (lost ball; steal by E. Moreland)
10:19.0,D. Buycks makes 2-pt shot from 1 ft,2,38-26,,
9:56.0,,,38-26,,Q. Acy misses 3-pt shot from 24 ft
9:54.0,Defensive rebound by L. Kennard,,38-26,,
9:41.0,D. Buycks makes 3-pt shot from 24 ft (assist by E. Moreland),3,41-26,,
9:39.0,,,41-26,,Brooklyn full timeout
9:39.0,,,41-26,,S. Dinwiddie enters the game for M. Doyle
9:24.0,,,41-26,,Turnover by C. LeVert (bad pass; steal by A. Tolliver)
9:09.0,S. Johnson misses 2-pt shot from 15 ft,,41-26,,
9:07.0,,,41-26,,Defensive rebound by J. Okafor
9:02.0,,,41-26,,Shooting foul by D. Buycks (drawn by J. Harris)
9:02.0,,,41-27,1,J. Harris makes free throw 1 of 3
9:02.0,,,41-28,1,J. Harris makes free throw 2 of 3
9:02.0,,,41-29,1,J. Harris makes free throw 3 of 3
8:53.0,,,41-29,,Def 3 sec tech foul by J. Okafor
8:53.0,L. Kennard makes technical free throw,1,42-29,,
8:53.0,A. Bradley enters the game for L. Kennard,,42-29,,
8:53.0,A. Drummond enters the game for E. Moreland,,42-29,,
8:47.0,Shooting foul by J. Okafor (drawn by D. Buycks),,42-29,,
8:47.0,D. Buycks makes free throw 1 of 2,1,43-29,,
8:47.0,D. Buycks misses free throw 2 of 2,,43-29,,
8:45.0,,,43-29,,Defensive rebound by J. Okafor
8:25.0,,,43-29,,J. Okafor misses 2-pt shot from 4 ft
8:24.0,Defensive rebound by A. Drummond,,43-29,,
8:16.0,A. Drummond makes 2-pt shot from 8 ft (assist by D. Buycks),2,45-29,,
8:03.0,,,45-29,,J. Harris misses 3-pt shot from 25 ft
8:01.0,Defensive rebound by S. Johnson,,45-29,,
7:58.0,Shooting foul by J. Okafor (drawn by A. Drummond),,45-29,,
7:58.0,A. Drummond makes free throw 1 of 2,1,46-29,,
7:58.0,A. Drummond misses free throw 2 of 2,,46-29,,
7:57.0,,,46-29,,Defensive rebound by J. Okafor
7:42.0,,,46-29,,J. Okafor misses 2-pt shot from 3 ft (block by A. Drummond)
7:42.0,,,46-29,,Offensive rebound by Team
7:36.0,,,46-29,,Turnover by S. Dinwiddie (bad pass; steal by A. Drummond)
7:32.0,Turnover by A. Bradley (bad pass; steal by J. Harris),,46-29,,
7:29.0,,,46-29,,Turnover by C. LeVert (bad pass)
7:18.0,A. Bradley misses 3-pt shot from 24 ft,,46-29,,
7:14.0,,,46-29,,Defensive rebound by Q. Acy
7:03.0,,,46-29,,J. Harris misses 2-pt shot at rim
7:01.0,Defensive rebound by A. Drummond,,46-29,,
6:50.0,Turnover by D. Buycks (out of bounds lost ball),,46-29,,
6:50.0,,,46-29,,J. Allen enters the game for J. Okafor
6:50.0,,,46-29,,R. Hollis-Jefferson enters the game for Q. Acy
6:50.0,,,46-29,,A. Crabbe enters the game for C. LeVert
6:36.0,,,46-29,,Turnover by R. Hollis-Jefferson (bad pass)
6:36.0,R. Bullock enters the game for S. Johnson,,46-29,,
6:36.0,I. Smith enters the game for D. Buycks,,46-29,,
6:23.0,R. Bullock misses 2-pt shot from 10 ft,,46-29,,
6:20.0,Offensive rebound by R. Bullock,,46-29,,
6:19.0,R. Bullock makes 2-pt shot from 4 ft,2,48-29,,
6:01.0,,,48-29,,J. Allen misses 2-pt shot from 5 ft
5:59.0,Defensive rebound by R. Bullock,,48-29,,
5:52.0,I. Smith makes 2-pt shot from 1 ft,2,50-29,,
5:39.0,Personal foul by I. Smith (drawn by J. Allen),,50-29,,
5:31.0,,,50-31,2,A. Crabbe makes 2-pt shot from 9 ft (assist by J. Allen)
5:19.0,A. Tolliver makes 3-pt shot from 24 ft (assist by A. Bradley),3,53-31,,
4:57.0,,,53-31,,S. Dinwiddie misses 3-pt shot from 25 ft
4:55.0,Defensive rebound by A. Drummond,,53-31,,
4:42.0,A. Bradley misses 2-pt shot from 11 ft,,53-31,,
4:42.0,Offensive rebound by Team,,53-31,,
4:42.0,,,53-31,,Loose ball foul by R. Hollis-Jefferson (drawn by A. Tolliver)
4:42.0,T. Harris enters the game for A. Tolliver,,53-31,,
4:23.0,I. Smith misses 2-pt shot from 11 ft,,53-31,,
4:21.0,,,53-31,,Defensive rebound by J. Allen
4:16.0,,,53-31,,Shooting foul by T. Harris (drawn by R. Hollis-Jefferson)
4:16.0,,,53-32,1,R. Hollis-Jefferson makes free throw 1 of 2
4:16.0,,,53-33,1,R. Hollis-Jefferson makes free throw 2 of 2
4:05.0,A. Drummond misses 2-pt shot from 12 ft,,53-33,,
4:03.0,,,53-33,,Defensive rebound by A. Crabbe
3:57.0,,,53-35,2,S. Dinwiddie makes 2-pt shot at rim
3:49.0,Detroit full timeout,,53-35,,
3:41.0,Turnover by A. Drummond (bad pass; steal by A. Crabbe),,53-35,,
3:31.0,,,53-38,3,A. Crabbe makes 3-pt shot from 26 ft (assist by R. Hollis-Jefferson)
3:14.0,,,53-38,,Def 3 sec tech foul by J. Allen
3:14.0,T. Harris misses technical free throw,,53-38,,
3:14.0,Offensive rebound by Team,,53-38,,
3:14.0,,,53-38,,C. LeVert enters the game for J. Harris
3:06.0,A. Bradley misses 2-pt shot from 9 ft,,53-38,,
3:03.0,Offensive rebound by A. Drummond,,53-38,,
3:03.0,A. Drummond misses 2-pt shot at rim,,53-38,,
3:03.0,Offensive rebound by A. Drummond,,53-38,,
3:03.0,Shooting foul by C. LeVert (drawn by A. Drummond),,53-38,,
3:03.0,A. Drummond makes free throw 1 of 2,1,54-38,,
3:03.0,A. Drummond makes free throw 2 of 2,1,55-38,,
2:51.0,,,55-41,3,A. Crabbe makes 3-pt shot from 22 ft (assist by J. Allen)
2:27.0,A. Drummond makes 2-pt shot at rim (assist by A. Bradley),2,57-41,,
2:01.0,,,57-41,,J. Allen misses 2-pt shot from 4 ft
1:58.0,Defensive rebound by I. Smith,,57-41,,
1:52.0,A. Drummond makes 2-pt shot from 2 ft (assist by I. Smith),2,59-41,,
1:36.0,,,59-41,,Turnover by R. Hollis-Jefferson (out of bounds lost ball)
1:36.0,D. Buycks enters the game for I. Smith,,59-41,,
1:25.0,T. Harris makes 2-pt shot from 2 ft,2,61-41,,
1:11.0,,,61-41,,S. Dinwiddie misses 2-pt shot from 8 ft
1:10.0,Defensive rebound by Team,,61-41,,
0:49.0,D. Buycks misses 2-pt shot from 10 ft,,61-41,,
0:48.0,Offensive rebound by A. Drummond,,61-41,,
0:48.0,A. Drummond makes 2-pt shot at rim,2,63-41,,
0:35.0,,,63-41,,C. LeVert misses 3-pt shot from 22 ft
0:32.0,Defensive rebound by A. Drummond,,63-41,,
0:27.0,A. Bradley misses 3-pt shot from 22 ft,,63-41,,
0:24.0,,,63-41,,Defensive rebound by R. Hollis-Jefferson
0:02.0,,,63-41,,Turnover by Team (shot clock)
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:42.0,R. Bullock makes 2-pt shot from 1 ft (assist by A. Drummond),2,65-41,,
11:28.0,,,65-41,,Turnover by A. Crabbe (lost ball; steal by R. Bullock)
11:22.0,T. Harris makes 2-pt shot from 1 ft (assist by A. Bradley),2,67-41,,
10:59.0,,,67-43,2,R. Hollis-Jefferson makes 2-pt shot at rim (assist by T. Zeller)
10:39.0,A. Bradley makes 2-pt shot from 22 ft (assist by A. Drummond),2,69-43,,
10:20.0,,,69-43,,T. Zeller misses 2-pt shot from 7 ft
10:18.0,Defensive rebound by T. Harris,,69-43,,
10:14.0,I. Smith makes 2-pt shot from 15 ft,2,71-43,,
9:51.0,Away from play foul by I. Smith (drawn by S. Dinwiddie),,71-43,,
9:51.0,,,71-44,1,A. Crabbe makes free throw 1 of 1
9:37.0,,,71-44,,Turnover by Team (shot clock)
9:28.0,T. Harris makes 2-pt shot from 8 ft,2,73-44,,
9:18.0,,,73-46,2,T. Zeller makes 2-pt shot from 3 ft (assist by S. Dinwiddie)
8:50.0,A. Drummond misses 2-pt shot from 12 ft,,73-46,,
8:45.0,,,73-46,,Defensive rebound by A. Crabbe
8:44.0,,,73-48,2,T. Zeller makes 2-pt shot from 1 ft (assist by S. Dinwiddie)
8:44.0,Violation by A. Drummond (def goaltending),,73-48,,
8:31.0,A. Bradley misses 3-pt shot from 25 ft,,73-48,,
8:29.0,,,73-48,,Defensive rebound by S. Dinwiddie
8:18.0,,,73-48,,J. Harris misses 3-pt shot from 24 ft
8:15.0,Defensive rebound by I. Smith,,73-48,,
8:09.0,I. Smith makes 2-pt shot from 16 ft,2,75-48,,
7:53.0,,,75-48,,R. Hollis-Jefferson misses 2-pt shot from 11 ft
7:51.0,Defensive rebound by A. Drummond,,75-48,,
7:42.0,I. Smith misses 2-pt shot from 11 ft,,75-48,,
7:39.0,,,75-48,,Defensive rebound by T. Zeller
7:29.0,,,75-48,,Offensive foul by A. Crabbe (drawn by I. Smith)
7:29.0,,,75-48,,Turnover by A. Crabbe (offensive foul)
7:09.0,A. Bradley misses 2-pt shot from 4 ft (block by A. Crabbe),,75-48,,
7:07.0,Offensive rebound by A. Drummond,,75-48,,
7:05.0,A. Drummond misses 3-pt shot from 24 ft,,75-48,,
7:05.0,,,75-48,,Defensive rebound by A. Crabbe
6:51.0,,,75-48,,R. Hollis-Jefferson misses 3-pt shot from 24 ft
6:46.0,Defensive rebound by I. Smith,,75-48,,
6:41.0,I. Smith misses 2-pt shot from 5 ft,,75-48,,
6:38.0,,,75-48,,Defensive rebound by S. Dinwiddie
6:35.0,,,75-48,,J. Harris misses 3-pt shot from 22 ft
6:35.0,Defensive rebound by T. Harris,,75-48,,
6:16.0,T. Harris makes 2-pt shot from 13 ft,2,77-48,,
6:16.0,,,77-48,,Brooklyn full timeout
6:16.0,,,77-48,,Q. Acy enters the game for T. Zeller
6:16.0,,,77-48,,C. LeVert enters the game for J. Harris
6:08.0,Personal foul by A. Bradley (drawn by A. Crabbe),,77-48,,
5:59.0,,,77-48,,Q. Acy misses 2-pt shot from 15 ft
5:57.0,Defensive rebound by R. Bullock,,77-48,,
5:49.0,A. Bradley misses 2-pt shot from 4 ft,,77-48,,
5:45.0,,,77-48,,Defensive rebound by C. LeVert
5:30.0,,,77-48,,Shooting foul by T. Harris (drawn by R. Hollis-Jefferson)
5:30.0,,,77-49,1,R. Hollis-Jefferson makes free throw 1 of 2
5:30.0,,,77-50,1,R. Hollis-Jefferson makes free throw 2 of 2
5:07.0,Turnover by A. Drummond (bad pass; steal by R. Hollis-Jefferson),,77-50,,
5:02.0,,,77-52,2,A. Crabbe makes 2-pt shot from 1 ft (assist by S. Dinwiddie)
4:50.0,A. Drummond makes 2-pt shot at rim (assist by I. Smith),2,79-52,,
4:37.0,,,79-52,,Q. Acy misses 3-pt shot from 24 ft
4:36.0,Defensive rebound by A. Drummond,,79-52,,
4:23.0,A. Bradley makes 2-pt shot from 18 ft (assist by A. Drummond),2,81-52,,
4:11.0,,,81-55,3,A. Crabbe makes 3-pt shot from 24 ft (assist by C. LeVert)
3:58.0,A. Bradley misses 2-pt shot from 10 ft,,81-55,,
3:55.0,,,81-55,,Defensive rebound by C. LeVert
3:51.0,,,81-55,,A. Crabbe misses 3-pt shot from 25 ft
3:47.0,Defensive rebound by A. Bradley,,81-55,,
3:25.0,I. Smith misses 2-pt shot from 11 ft,,81-55,,
3:23.0,Offensive rebound by A. Drummond,,81-55,,
3:21.0,A. Drummond makes 2-pt shot at rim,2,83-55,,
3:07.0,,,83-55,,Q. Acy misses 3-pt shot from 24 ft
3:05.0,Defensive rebound by A. Drummond,,83-55,,
2:59.0,A. Bradley makes 2-pt shot at rim (assist by I. Smith),2,85-55,,
2:46.0,,,85-57,2,R. Hollis-Jefferson makes 2-pt shot from 10 ft (assist by A. Crabbe)
2:31.0,A. Bradley makes 3-pt shot from 22 ft (assist by I. Smith),3,88-57,,
2:29.0,,,88-57,,Brooklyn full timeout
2:29.0,,,88-57,,N. Stauskas enters the game for S. Dinwiddie
2:29.0,,,88-57,,J. Allen enters the game for A. Crabbe
2:29.0,,,88-57,,M. Doyle enters the game for Q. Acy
2:29.0,D. Buycks enters the game for I. Smith,,88-57,,
2:29.0,S. Johnson enters the game for A. Bradley,,88-57,,
2:29.0,A. Tolliver enters the game for R. Bullock,,88-57,,
2:29.0,L. Kennard enters the game for T. Harris,,88-57,,
2:15.0,,,88-57,,R. Hollis-Jefferson misses 2-pt shot from 13 ft
2:12.0,Defensive rebound by A. Drummond,,88-57,,
1:59.0,L. Kennard misses 2-pt shot from 22 ft,,88-57,,
1:56.0,,,88-57,,Defensive rebound by R. Hollis-Jefferson
1:46.0,,,88-57,,J. Allen misses 2-pt shot from 15 ft
1:44.0,Defensive rebound by A. Drummond,,88-57,,
1:36.0,A. Tolliver misses 3-pt shot from 24 ft,,88-57,,
1:33.0,,,88-57,,Defensive rebound by R. Hollis-Jefferson
1:28.0,,,88-57,,Turnover by N. Stauskas (bad pass; steal by D. Buycks)
1:25.0,D. Buycks makes 2-pt shot from 1 ft,2,90-57,,
1:09.0,,,90-57,,Shooting foul by A. Tolliver (drawn by R. Hollis-Jefferson)
1:09.0,,,90-58,1,R. Hollis-Jefferson makes free throw 1 of 2
1:09.0,,,90-59,1,R. Hollis-Jefferson makes free throw 2 of 2
0:57.0,Turnover by A. Drummond (bad pass; steal by R. Hollis-Jefferson),,90-59,,
0:51.0,,,90-59,,N. Stauskas misses 3-pt shot from 24 ft
0:48.0,Defensive rebound by D. Buycks,,90-59,,
0:38.0,,,90-59,,Q. Acy enters the game for R. Hollis-Jefferson
0:36.0,S. Johnson misses 3-pt shot from 21 ft,,90-59,,
0:33.0,,,90-59,,Defensive rebound by J. Allen
0:25.0,,,90-61,2,C. LeVert makes 2-pt shot from 2 ft
0:06.0,Turnover by L. Kennard (bad pass; steal by Q. Acy),,90-61,,
0:04.0,,,90-61,,Turnover by Q. Acy (bad pass; steal by S. Johnson)
0:03.0,S. Johnson misses 2-pt shot from 1 ft,,90-61,,
0:00.0,Offensive rebound by Team,,90-61,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:46.0,,,90-61,,Turnover by M. Doyle (out of bounds lost ball)
11:46.0,,,90-61,,J. Okafor enters the game for J. Allen
11:36.0,L. Kennard makes 3-pt shot from 24 ft (assist by A. Tolliver),3,93-61,,
11:21.0,,,93-64,3,C. LeVert makes 3-pt shot from 25 ft
11:05.0,L. Kennard makes 3-pt shot from 22 ft (assist by D. Buycks),3,96-64,,
10:43.0,,,96-64,,M. Doyle misses 2-pt shot from 3 ft (block by E. Moreland)
10:40.0,Defensive rebound by D. Buycks,,96-64,,
10:37.0,D. Buycks makes 2-pt shot from 7 ft,2,98-64,,
10:14.0,,,98-64,,N. Stauskas misses 2-pt shot from 1 ft
10:11.0,,,98-64,,Offensive rebound by M. Doyle
10:10.0,,,98-64,,Turnover by Team (shot clock)
9:57.0,Turnover by L. Kennard (bad pass; steal by M. Doyle),,98-64,,
9:42.0,,,98-64,,C. LeVert misses 3-pt shot from 25 ft
9:38.0,Defensive rebound by S. Johnson,,98-64,,
9:25.0,D. Buycks makes 2-pt shot from 1 ft,2,100-64,,
9:09.0,,,100-64,,N. Stauskas misses 3-pt shot from 23 ft
9:06.0,Defensive rebound by A. Tolliver,,100-64,,
8:52.0,Jump ball: Q. Acy vs. E. Moreland (M. Doyle gains possession),,,,Jump ball: Q. Acy vs. E. Moreland (M. Doyle gains possession)
8:52.0,Turnover by D. Buycks (bad pass; steal by Q. Acy),,100-64,,
8:43.0,,,100-64,,M. Doyle misses 3-pt shot from 25 ft
8:39.0,Defensive rebound by S. Johnson,,100-64,,
8:34.0,E. Moreland misses 2-pt shot from 2 ft,,100-64,,
8:34.0,Offensive rebound by L. Kennard,,100-64,,
8:31.0,L. Kennard makes 2-pt shot at rim,2,102-64,,
8:23.0,,,102-64,,Turnover by C. LeVert (bad pass; steal by L. Kennard)
8:20.0,L. Kennard makes 2-pt shot at rim,2,104-64,,
8:20.0,,,104-64,,Brooklyn full timeout
8:20.0,,,104-64,,T. Mozgov enters the game for Q. Acy
8:20.0,B. Marjanovic enters the game for E. Moreland,,104-64,,
8:03.0,,,104-64,,M. Doyle misses 2-pt shot from 9 ft
7:59.0,,,104-64,,Offensive rebound by M. Doyle
7:45.0,,,104-67,3,N. Stauskas makes 3-pt shot from 24 ft (assist by C. LeVert)
7:15.0,B. Marjanovic misses 2-pt shot from 18 ft,,104-67,,
7:12.0,,,104-67,,Defensive rebound by C. LeVert
7:08.0,,,104-70,3,M. Doyle makes 3-pt shot from 24 ft (assist by C. LeVert)
6:53.0,L. Kennard misses 3-pt shot from 24 ft,,104-70,,
6:49.0,,,104-70,,Defensive rebound by J. Okafor
6:26.0,,,104-70,,N. Stauskas misses 2-pt shot from 20 ft
6:24.0,Defensive rebound by S. Johnson,,104-70,,
6:09.0,D. Buycks misses 2-pt shot from 20 ft,,104-70,,
6:06.0,,,104-70,,Defensive rebound by N. Stauskas
5:58.0,,,104-72,2,M. Doyle makes 2-pt shot from 8 ft
5:52.0,,,104-72,,Personal foul by M. Doyle (drawn by D. Buycks)
5:38.0,Turnover by L. Kennard (lost ball; steal by T. Mozgov),,104-72,,
5:34.0,,,104-72,,Turnover by C. LeVert (step out of bounds)
5:25.0,Turnover by D. Buycks (bad pass; steal by C. LeVert),,104-72,,
5:21.0,,,104-74,2,C. LeVert makes 2-pt shot at rim
4:56.0,A. Tolliver makes 3-pt shot from 24 ft (assist by S. Johnson),3,107-74,,
4:55.0,,,107-74,,Brooklyn full timeout
4:55.0,,,107-74,,J. Harris enters the game for C. LeVert
4:55.0,H. Ellenson enters the game for L. Kennard,,107-74,,
4:55.0,L. Galloway enters the game for A. Tolliver,,107-74,,
4:40.0,,,107-77,3,T. Mozgov makes 3-pt shot from 23 ft (assist by N. Stauskas)
4:20.0,Offensive foul by B. Marjanovic (drawn by M. Doyle),,107-77,,
4:20.0,Turnover by B. Marjanovic (offensive foul),,107-77,,
3:55.0,,,107-77,,N. Stauskas misses 2-pt shot from 21 ft
3:52.0,Defensive rebound by H. Ellenson,,107-77,,
3:44.0,Turnover by D. Buycks (bad pass; steal by T. Mozgov),,107-77,,
3:43.0,Personal foul by D. Buycks (drawn by M. Doyle),,107-77,,
3:30.0,,,107-77,,Turnover by J. Harris (bad pass; steal by S. Johnson)
3:24.0,L. Galloway misses 3-pt shot from 23 ft,,107-77,,
3:23.0,,,107-77,,Defensive rebound by Team
3:14.0,,,107-80,3,J. Harris makes 3-pt shot from 24 ft (assist by M. Doyle)
2:58.0,L. Galloway misses 2-pt shot from 20 ft,,107-80,,
2:56.0,,,107-80,,Defensive rebound by M. Doyle
2:44.0,Personal foul by D. Buycks (drawn by M. Doyle),,107-80,,
2:36.0,,,107-80,,J. Okafor misses 2-pt shot from 15 ft
2:29.0,Defensive rebound by H. Ellenson,,107-80,,
2:22.0,D. Buycks makes 3-pt shot from 24 ft,3,110-80,,
2:00.0,,,110-80,,T. Mozgov misses 2-pt shot from 4 ft (block by B. Marjanovic)
1:58.0,Defensive rebound by H. Ellenson,,110-80,,
1:51.0,,,110-80,,Personal foul by T. Mozgov (drawn by B. Marjanovic)
1:41.0,B. Marjanovic makes 2-pt shot from 6 ft,2,112-80,,
1:29.0,,,112-80,,N. Stauskas misses 3-pt shot from 25 ft
1:27.0,Defensive rebound by S. Johnson,,112-80,,
1:11.0,H. Ellenson misses 3-pt shot from 24 ft,,112-80,,
1:08.0,,,112-80,,Defensive rebound by J. Harris
0:57.0,,,112-80,,Turnover by N. Stauskas (bad pass; steal by L. Galloway)
0:52.0,D. Buycks misses 2-pt shot at rim,,112-80,,
