time,Cleveland,pts.away,score,pts.home,Toronto
8:06.0,,,7-12,,Offensive charge foul by S. Ibaka (drawn by K. Love)
8:06.0,,,7-12,,Turnover by S. Ibaka (offensive foul)
7:54.0,J. Smith makes 3-pt shot from 26 ft (assist by L. James),3,10-12,,
7:42.0,,,10-12,,Turnover by D. DeRozan (bad pass)
7:26.0,K. Korver misses 3-pt shot from 26 ft,,10-12,,
7:22.0,,,10-12,,Defensive rebound by J. Valanciunas
7:15.0,,,10-15,3,K. Lowry makes 3-pt shot from 25 ft (assist by O. Anunoby)
6:56.0,Turnover by K. Love (lost ball; steal by K. Lowry),,10-15,,
6:51.0,,,10-17,2,D. DeRozan makes 2-pt shot from 21 ft (assist by K. Lowry)
6:26.0,K. Love misses 3-pt shot from 25 ft,,10-17,,
6:24.0,,,10-17,,Defensive rebound by S. Ibaka
6:15.0,,,10-17,,D. DeRozan misses 2-pt shot from 10 ft
6:13.0,Defensive rebound by L. James,,10-17,,
6:06.0,,,10-17,,Personal foul by J. Valanciunas (drawn by K. Love)
6:06.0,T. Thompson enters the game for K. Love,,10-17,,
5:53.0,L. James misses 2-pt shot from 10 ft,,10-17,,
5:49.0,,,10-17,,Defensive rebound by K. Lowry
5:41.0,,,10-17,,Offensive charge foul by J. Valanciunas (drawn by L. James)
5:41.0,,,10-17,,Turnover by J. Valanciunas (offensive foul)
5:41.0,,,10-17,,J. Poeltl enters the game for J. Valanciunas
5:35.0,,,10-17,,Violation by K. Lowry (kicked ball)
5:25.0,T. Thompson makes 2-pt shot from 5 ft (assist by L. James),2,12-17,,
5:18.0,,,12-17,,Toronto full timeout
5:01.0,,,12-17,,O. Anunoby misses 3-pt shot from 23 ft
4:59.0,Defensive rebound by L. James,,12-17,,
4:52.0,L. James makes 2-pt shot from 1 ft,2,14-17,,
4:43.0,,,14-20,3,O. Anunoby makes 3-pt shot from 23 ft (assist by K. Lowry)
4:19.0,Shooting foul by O. Anunoby (drawn by L. James),,14-20,,
4:19.0,L. James misses free throw 1 of 2,,14-20,,
4:19.0,Offensive rebound by Team,,14-20,,
4:19.0,L. James makes free throw 2 of 2,1,15-20,,
4:13.0,,,15-22,2,D. DeRozan makes 2-pt shot from 8 ft (assist by K. Lowry)
4:13.0,,,15-22,,Shooting foul by T. Thompson (drawn by D. DeRozan)
4:13.0,R. Hood enters the game for K. Korver,,15-22,,
4:13.0,,,15-23,1,D. DeRozan makes free throw 1 of 1
3:55.0,L. James makes 2-pt shot from 12 ft,2,17-23,,
3:45.0,,,17-26,3,K. Lowry makes 3-pt shot from 26 ft (assist by D. DeRozan)
3:31.0,L. James misses 2-pt shot from 10 ft,,17-26,,
3:31.0,,,17-26,,Defensive rebound by Team
3:31.0,Loose ball foul by T. Thompson (drawn by J. Poeltl),,17-26,,
3:31.0,,,17-26,,C. Miles enters the game for O. Anunoby
3:31.0,,,17-26,,P. Siakam enters the game for S. Ibaka
3:31.0,J. Green enters the game for L. James,,17-26,,
3:31.0,K. Love enters the game for J. Smith,,17-26,,
3:10.0,,,17-29,3,P. Siakam makes 3-pt shot from 22 ft (assist by K. Lowry)
2:51.0,G. Hill misses 2-pt shot from 1 ft (block by D. DeRozan),,17-29,,
2:51.0,Offensive rebound by Team,,17-29,,
2:43.0,R. Hood misses 3-pt shot from 26 ft,,17-29,,
2:40.0,Offensive rebound by T. Thompson,,17-29,,
2:36.0,Turnover by R. Hood (palming),,17-29,,
2:26.0,,,17-29,,Turnover by D. DeRozan (bad pass; steal by J. Green)
2:21.0,Shooting foul by J. Poeltl (drawn by J. Green),,17-29,,
2:21.0,J. Green makes free throw 1 of 2,1,18-29,,
2:21.0,,,18-29,,D. Wright enters the game for K. Lowry
2:21.0,J. Clarkson enters the game for G. Hill,,18-29,,
2:21.0,J. Green makes free throw 2 of 2,1,19-29,,
2:06.0,,,19-29,,Shooting foul by K. Love (drawn by J. Poeltl)
2:06.0,,,19-30,1,J. Poeltl makes free throw 1 of 2
2:06.0,,,19-31,1,J. Poeltl makes free throw 2 of 2
1:57.0,,,19-31,,Personal foul by P. Siakam (drawn by K. Love)
1:51.0,R. Hood misses 2-pt shot at rim,,19-31,,
1:49.0,,,19-31,,Defensive rebound by J. Poeltl
1:33.0,,,19-33,2,D. DeRozan makes 2-pt shot from 1 ft (assist by P. Siakam)
1:09.0,J. Clarkson misses 3-pt shot from 26 ft,,19-33,,
1:05.0,Offensive rebound by K. Love,,19-33,,
1:03.0,K. Love misses 2-pt shot from 1 ft,,19-33,,
1:01.0,,,19-33,,Defensive rebound by J. Poeltl
0:56.0,,,19-33,,D. Wright misses 3-pt shot from 27 ft
0:54.0,Defensive rebound by T. Thompson,,19-33,,
0:46.0,J. Clarkson misses 2-pt shot from 14 ft (block by D. Wright),,19-33,,
0:43.0,,,19-33,,Defensive rebound by J. Poeltl
0:42.0,,,19-33,,Turnover by P. Siakam (traveling)
0:18.0,J. Clarkson misses 2-pt shot from 22 ft,,19-33,,
0:18.0,,,19-33,,Defensive rebound by Team
0:00.0,,,19-33,,D. DeRozan misses 3-pt shot from 26 ft
0:00.0,,,19-33,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:45.0,J. Clarkson makes 3-pt shot from 25 ft (assist by L. James),3,22-33,,
11:16.0,,,22-33,,P. Siakam misses 2-pt shot from 16 ft
11:13.0,Defensive rebound by L. James,,22-33,,
10:51.0,R. Hood misses 3-pt shot from 23 ft,,22-33,,
10:48.0,,,22-33,,Defensive rebound by P. Siakam
10:35.0,Personal foul by R. Hood (drawn by C. Miles),,22-33,,
10:28.0,,,22-33,,Shooting foul by R. Hood (drawn by P. Siakam)
10:28.0,,,22-34,1,P. Siakam makes free throw 1 of 2
10:28.0,,,22-35,1,P. Siakam makes free throw 2 of 2
10:14.0,K. Love makes 2-pt shot from 4 ft (assist by L. James),2,24-35,,
9:59.0,,,24-37,2,D. Wright makes 2-pt shot from 9 ft
9:40.0,,,24-37,,Personal foul by F. VanVleet (drawn by J. Clarkson)
9:34.0,K. Love misses 2-pt shot from 1 ft,,24-37,,
9:32.0,,,24-37,,Defensive rebound by C. Miles
9:18.0,,,24-37,,F. VanVleet misses 3-pt shot from 25 ft
9:16.0,Defensive rebound by Team,,24-37,,
9:04.0,Shooting foul by J. Poeltl (drawn by J. Green),,24-37,,
9:04.0,J. Green makes free throw 1 of 2,1,25-37,,
9:04.0,J. Green makes free throw 2 of 2,1,26-37,,
8:59.0,Personal foul by J. Clarkson (drawn by F. VanVleet),,26-37,,
8:57.0,,,26-40,3,C. Miles makes 3-pt shot from 26 ft (assist by D. Wright)
8:42.0,L. James makes 2-pt shot from 4 ft,2,28-40,,
8:21.0,,,28-40,,D. Wright misses 2-pt shot from 5 ft
8:18.0,Defensive rebound by K. Love,,28-40,,
8:14.0,Shooting foul by J. Poeltl (drawn by L. James),,28-40,,
8:14.0,L. James misses free throw 1 of 2,,28-40,,
8:14.0,Offensive rebound by Team,,28-40,,
8:14.0,,,28-40,,J. Valanciunas enters the game for J. Poeltl
8:14.0,L. James misses free throw 2 of 2,,28-40,,
8:12.0,,,28-40,,Defensive rebound by J. Valanciunas
8:06.0,,,28-40,,D. Wright misses 2-pt shot from 2 ft
8:04.0,Defensive rebound by J. Clarkson,,28-40,,
8:02.0,R. Hood makes 2-pt shot at rim (assist by J. Clarkson),2,30-40,,
7:42.0,,,30-40,,J. Valanciunas misses 2-pt shot from 12 ft
7:40.0,Defensive rebound by K. Love,,30-40,,
7:34.0,J. Clarkson makes 2-pt shot from 1 ft,2,32-40,,
7:28.0,,,32-40,,Shooting foul by J. Clarkson (drawn by F. VanVleet)
7:28.0,,,32-41,1,F. VanVleet makes free throw 1 of 2
7:28.0,,,32-41,,K. Lowry enters the game for D. Wright
7:28.0,,,32-42,1,F. VanVleet makes free throw 2 of 2
7:05.0,J. Clarkson misses 2-pt shot from 6 ft,,32-42,,
7:02.0,,,32-42,,Defensive rebound by J. Valanciunas
6:52.0,,,32-42,,J. Valanciunas misses 3-pt shot from 25 ft
6:48.0,Defensive rebound by L. James,,32-42,,
6:46.0,K. Love misses 3-pt shot from 25 ft,,32-42,,
6:43.0,,,32-42,,Defensive rebound by J. Valanciunas
6:36.0,,,32-44,2,F. VanVleet makes 2-pt shot at rim
6:36.0,Cleveland full timeout,,32-44,,
6:36.0,,,32-44,,D. DeRozan enters the game for C. Miles
6:36.0,K. Korver enters the game for K. Love,,32-44,,
6:36.0,J. Smith enters the game for R. Hood,,32-44,,
6:36.0,G. Hill enters the game for J. Clarkson,,32-44,,
6:21.0,J. Green makes 2-pt shot from 2 ft (assist by L. James),2,34-44,,
6:01.0,,,34-44,,Turnover by K. Lowry (bad pass; steal by J. Smith)
5:54.0,Shooting foul by D. DeRozan (drawn by J. Smith),,34-44,,
5:54.0,J. Smith makes free throw 1 of 3,1,35-44,,
5:54.0,J. Smith makes free throw 2 of 3,1,36-44,,
5:54.0,J. Smith makes free throw 3 of 3,1,37-44,,
5:43.0,,,37-46,2,D. DeRozan makes 2-pt shot from 9 ft
5:28.0,L. James makes 2-pt shot at rim,2,39-46,,
5:09.0,,,39-49,3,F. VanVleet makes 3-pt shot from 25 ft (assist by D. DeRozan)
4:51.0,J. Smith misses 2-pt shot from 21 ft,,39-49,,
4:49.0,,,39-49,,Defensive rebound by F. VanVleet
4:37.0,,,39-49,,Offensive charge foul by P. Siakam (drawn by J. Green)
4:37.0,,,39-49,,Turnover by P. Siakam (offensive foul)
4:37.0,,,39-49,,O. Anunoby enters the game for P. Siakam
4:26.0,G. Hill misses 2-pt shot from 14 ft,,39-49,,
4:24.0,,,39-49,,Defensive rebound by K. Lowry
4:19.0,,,39-49,,Turnover by K. Lowry (bad pass; steal by L. James)
4:13.0,J. Smith makes 3-pt shot from 24 ft (assist by L. James),3,42-49,,
4:13.0,,,42-49,,Away from play foul by F. VanVleet (drawn by L. James)
4:13.0,L. James misses free throw 1 of 1,,42-49,,
4:13.0,,,42-49,,Defensive rebound by J. Valanciunas
3:52.0,,,42-49,,Shooting foul by K. Korver (drawn by J. Valanciunas)
3:52.0,,,42-50,1,J. Valanciunas makes free throw 1 of 2
3:52.0,,,42-51,1,J. Valanciunas makes free throw 2 of 2
3:32.0,L. James misses 3-pt shot from 24 ft,,42-51,,
3:30.0,,,42-51,,Defensive rebound by J. Valanciunas
3:25.0,,,42-51,,K. Lowry misses 3-pt shot from 25 ft
3:23.0,Defensive rebound by L. James,,42-51,,
3:12.0,J. Green makes 3-pt shot from 23 ft (assist by K. Korver),3,45-51,,
3:01.0,,,45-51,,Toronto full timeout
3:01.0,,,45-51,,S. Ibaka enters the game for F. VanVleet
2:44.0,,,45-51,,K. Lowry misses 2-pt shot from 1 ft
2:40.0,,,45-51,,Offensive rebound by J. Valanciunas
2:40.0,,,45-51,,J. Valanciunas misses 2-pt shot at rim
2:39.0,Defensive rebound by L. James,,45-51,,
2:34.0,J. Smith makes 2-pt shot from 16 ft,2,47-51,,
2:23.0,,,47-51,,Turnover by J. Valanciunas (out of bounds lost ball)
2:02.0,J. Green makes 2-pt shot from 18 ft,2,49-51,,
1:42.0,,,49-53,2,O. Anunoby makes 2-pt shot from 1 ft (assist by J. Valanciunas)
1:23.0,J. Green makes 2-pt shot at rim (assist by L. James),2,51-53,,
1:20.0,Personal foul by G. Hill (drawn by K. Lowry),,51-53,,
1:20.0,,,51-54,1,K. Lowry makes free throw 1 of 2
1:20.0,,,51-54,,C. Miles enters the game for J. Valanciunas
1:20.0,,,51-55,1,K. Lowry makes free throw 2 of 2
1:04.0,K. Korver makes 3-pt shot from 23 ft (assist by J. Green),3,54-55,,
0:47.0,,,54-58,3,C. Miles makes 3-pt shot from 23 ft (assist by K. Lowry)
0:27.0,J. Smith makes 3-pt shot from 23 ft (assist by G. Hill),3,57-58,,
0:04.0,,,57-60,2,D. DeRozan makes 2-pt shot from 5 ft
0:00.0,K. Korver misses 3-pt shot from 26 ft,,57-60,,
0:00.0,Offensive rebound by Team,,57-60,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:43.0,J. Smith misses 2-pt shot from 13 ft,,57-60,,
11:41.0,,,57-60,,Defensive rebound by J. Valanciunas
11:27.0,,,57-60,,J. Valanciunas misses 2-pt shot from 3 ft
11:23.0,,,57-60,,Offensive rebound by S. Ibaka
11:23.0,,,57-62,2,S. Ibaka makes 2-pt shot at rim
11:09.0,G. Hill makes 2-pt shot from 6 ft (assist by L. James),2,59-62,,
10:53.0,,,59-64,2,J. Valanciunas makes 2-pt shot from 5 ft (assist by D. DeRozan)
10:33.0,K. Korver misses 3-pt shot from 23 ft,,59-64,,
10:31.0,,,59-64,,Defensive rebound by D. DeRozan
10:23.0,,,59-64,,S. Ibaka misses 3-pt shot from 26 ft
10:19.0,,,59-64,,Offensive rebound by O. Anunoby
10:17.0,,,59-66,2,J. Valanciunas makes 2-pt shot at rim (assist by K. Lowry)
10:17.0,,,59-66,,Shooting foul by K. Love (drawn by J. Valanciunas)
10:17.0,,,59-67,1,J. Valanciunas makes free throw 1 of 1
9:57.0,L. James makes 2-pt shot from 17 ft,2,61-67,,
9:38.0,,,61-69,2,S. Ibaka makes 2-pt shot from 8 ft (assist by O. Anunoby)
9:18.0,L. James misses 2-pt shot from 17 ft,,61-69,,
9:15.0,,,61-69,,Defensive rebound by J. Valanciunas
9:04.0,,,61-69,,S. Ibaka misses 2-pt shot from 5 ft
9:04.0,,,61-69,,Offensive rebound by Team
8:58.0,,,61-69,,Offensive foul by K. Lowry (drawn by G. Hill)
8:58.0,,,61-69,,Turnover by K. Lowry (offensive foul)
8:39.0,K. Love misses 3-pt shot from 26 ft,,61-69,,
8:37.0,,,61-69,,Defensive rebound by D. DeRozan
8:26.0,,,61-69,,Shooting foul by K. Love (drawn by J. Valanciunas)
8:26.0,,,61-69,,J. Valanciunas misses free throw 1 of 2
8:26.0,,,61-69,,Offensive rebound by Team
8:26.0,,,61-69,,J. Valanciunas misses free throw 2 of 2
8:23.0,Defensive rebound by J. Smith,,61-69,,
8:07.0,K. Korver misses 3-pt shot from 26 ft,,61-69,,
8:05.0,,,61-69,,Defensive rebound by Team
7:50.0,,,61-72,3,K. Lowry makes 3-pt shot from 25 ft (assist by D. DeRozan)
7:46.0,Cleveland full timeout,,61-72,,
7:26.0,L. James makes 2-pt shot from 12 ft,2,63-72,,
7:03.0,,,63-74,2,J. Valanciunas makes 2-pt shot from 3 ft (assist by S. Ibaka)
6:44.0,K. Korver makes 2-pt shot from 21 ft (assist by G. Hill),2,65-74,,
6:23.0,,,65-74,,K. Lowry misses 2-pt shot from 2 ft (block by G. Hill)
6:23.0,,,65-74,,Offensive rebound by Team
6:23.0,J. Green enters the game for K. Love,,65-74,,
6:21.0,,,65-74,,D. DeRozan misses 3-pt shot from 24 ft
6:18.0,Defensive rebound by L. James,,65-74,,
6:13.0,L. James misses 3-pt shot from 28 ft,,65-74,,
6:11.0,,,65-74,,Defensive rebound by J. Valanciunas
6:01.0,,,65-74,,J. Valanciunas misses 2-pt shot from 1 ft (block by J. Green)
6:01.0,,,65-74,,Offensive rebound by J. Valanciunas
6:01.0,,,65-74,,Shooting foul by G. Hill (drawn by J. Valanciunas)
6:01.0,,,65-75,1,J. Valanciunas makes free throw 1 of 2
6:01.0,,,65-76,1,J. Valanciunas makes free throw 2 of 2
5:45.0,J. Smith misses 2-pt shot from 16 ft,,65-76,,
5:42.0,,,65-76,,Defensive rebound by K. Lowry
5:31.0,,,65-76,,Shooting foul by J. Green (drawn by J. Valanciunas)
5:31.0,,,65-77,1,J. Valanciunas makes free throw 1 of 2
5:31.0,,,65-78,1,J. Valanciunas makes free throw 2 of 2
5:22.0,G. Hill misses 2-pt shot from 2 ft (block by J. Valanciunas),,65-78,,
5:22.0,Offensive rebound by Team,,65-78,,
5:21.0,L. James makes 2-pt shot from 1 ft (assist by J. Green),2,67-78,,
5:21.0,Shooting foul by O. Anunoby (drawn by L. James),,67-78,,
5:21.0,L. James misses free throw 1 of 1,,67-78,,
5:21.0,,,67-78,,Defensive rebound by Team
5:13.0,,,67-78,,D. DeRozan misses 2-pt shot from 1 ft
5:09.0,,,67-78,,Offensive rebound by J. Valanciunas
5:08.0,,,67-80,2,J. Valanciunas makes 2-pt shot from 1 ft
4:55.0,K. Korver makes 2-pt shot from 22 ft (assist by J. Smith),2,69-80,,
4:39.0,,,69-80,,S. Ibaka misses 3-pt shot from 25 ft
4:35.0,Defensive rebound by L. James,,69-80,,
4:28.0,L. James makes 2-pt shot from 1 ft,2,71-80,,
4:10.0,Personal block foul by J. Green (drawn by D. DeRozan),,71-80,,
4:10.0,,,71-81,1,D. DeRozan makes free throw 1 of 2
4:10.0,,,71-81,,C. Miles enters the game for S. Ibaka
4:10.0,T. Thompson enters the game for J. Smith,,71-81,,
4:10.0,,,71-81,,D. DeRozan misses free throw 2 of 2
4:08.0,Defensive rebound by K. Korver,,71-81,,
3:52.0,L. James misses 2-pt shot from 8 ft,,71-81,,
3:50.0,Offensive rebound by T. Thompson,,71-81,,
3:50.0,T. Thompson misses 2-pt shot at rim,,71-81,,
3:50.0,Offensive rebound by Team,,71-81,,
3:48.0,K. Korver misses 2-pt shot from 18 ft,,71-81,,
3:45.0,,,71-81,,Defensive rebound by C. Miles
3:35.0,,,71-81,,D. DeRozan misses 2-pt shot from 5 ft
3:31.0,Defensive rebound by J. Green,,71-81,,
3:28.0,K. Korver makes 3-pt shot from 28 ft (assist by G. Hill),3,74-81,,
3:27.0,,,74-81,,Toronto full timeout
3:27.0,,,74-81,,P. Siakam enters the game for O. Anunoby
3:27.0,,,74-81,,J. Poeltl enters the game for J. Valanciunas
3:09.0,,,74-83,2,K. Lowry makes 2-pt shot from 6 ft
2:52.0,K. Korver makes 3-pt shot from 26 ft (assist by L. James),3,77-83,,
2:33.0,,,77-83,,Shooting foul by L. James (drawn by P. Siakam)
2:33.0,,,77-83,,P. Siakam misses free throw 1 of 2
2:33.0,,,77-83,,Offensive rebound by Team
2:33.0,,,77-83,,D. Wright enters the game for K. Lowry
2:33.0,R. Hood enters the game for L. James,,77-83,,
2:33.0,,,77-83,,P. Siakam misses free throw 2 of 2
2:31.0,Defensive rebound by T. Thompson,,77-83,,
2:23.0,G. Hill misses 2-pt shot from 5 ft,,77-83,,
2:18.0,Offensive rebound by T. Thompson,,77-83,,
2:18.0,T. Thompson makes 2-pt shot at rim,2,79-83,,
1:59.0,,,79-83,,J. Poeltl misses 2-pt shot from 4 ft
1:56.0,Defensive rebound by R. Hood,,79-83,,
1:43.0,R. Hood misses 2-pt shot from 11 ft,,79-83,,
1:42.0,Offensive rebound by T. Thompson,,79-83,,
1:42.0,J. Clarkson enters the game for G. Hill,,79-83,,
1:42.0,,,79-83,,F. VanVleet enters the game for D. DeRozan
1:39.0,Jump ball: J. Poeltl vs. T. Thompson (J. Green gains possession),,,,Jump ball: J. Poeltl vs. T. Thompson (J. Green gains possession)
1:38.0,Shooting foul by P. Siakam (drawn by J. Green),,79-83,,
1:38.0,J. Green misses free throw 1 of 2,,79-83,,
1:38.0,Offensive rebound by Team,,79-83,,
1:38.0,J. Green makes free throw 2 of 2,1,80-83,,
1:20.0,,,80-85,2,P. Siakam makes 2-pt shot from 2 ft (assist by F. VanVleet)
1:13.0,Turnover by J. Green (out of bounds lost ball),,80-85,,
0:57.0,,,80-87,2,P. Siakam makes 2-pt shot from 4 ft
0:57.0,,,80-87,,Shooting foul by J. Green (drawn by P. Siakam)
0:57.0,,,80-87,,P. Siakam misses free throw 1 of 1
0:57.0,Defensive rebound by J. Green,,80-87,,
0:36.0,T. Thompson makes 2-pt shot from 4 ft (assist by J. Green),2,82-87,,
0:31.0,,,82-87,,F. VanVleet misses 3-pt shot from 26 ft
0:28.0,Defensive rebound by J. Clarkson,,82-87,,
0:05.0,K. Korver misses 2-pt shot from 19 ft,,82-87,,
0:00.0,Offensive rebound by K. Korver,,82-87,,
0:00.0,K. Korver misses 2-pt shot from 14 ft,,82-87,,
0:00.0,,,82-87,,Defensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:45.0,,,82-87,,C. Miles misses 2-pt shot from 3 ft (block by R. Hood)
11:44.0,Defensive rebound by Team,,82-87,,
11:35.0,,,82-87,,Personal foul by P. Siakam (drawn by L. James)
11:27.0,L. James misses 2-pt shot from 2 ft,,82-87,,
11:25.0,Offensive rebound by T. Thompson,,82-87,,
11:07.0,L. James misses 3-pt shot from 26 ft,,82-87,,
11:05.0,,,82-87,,Defensive rebound by F. VanVleet
11:03.0,,,82-87,,Shooting foul by R. Hood (drawn by F. VanVleet)
11:03.0,,,82-88,1,F. VanVleet makes free throw 1 of 2
11:03.0,,,82-89,1,F. VanVleet makes free throw 2 of 2
10:49.0,J. Clarkson misses 2-pt shot from 9 ft,,82-89,,
10:48.0,,,82-89,,Defensive rebound by Team
10:24.0,,,82-92,3,D. Wright makes 3-pt shot from 26 ft (assist by F. VanVleet)
10:09.0,L. James misses 3-pt shot from 26 ft,,82-92,,
10:06.0,,,82-92,,Defensive rebound by F. VanVleet
9:58.0,,,82-92,,F. VanVleet misses 2-pt shot from 2 ft
9:58.0,Defensive rebound by Team,,82-92,,
9:49.0,T. Thompson makes 2-pt shot from 4 ft (assist by L. James),2,84-92,,
9:24.0,,,84-92,,J. Poeltl misses 2-pt shot from 1 ft
9:21.0,Defensive rebound by L. James,,84-92,,
9:20.0,,,84-92,,Personal foul by F. VanVleet (drawn by L. James)
9:20.0,K. Love enters the game for J. Clarkson,,84-92,,
9:07.0,K. Love makes 2-pt shot from 6 ft,2,86-92,,
8:45.0,,,86-92,,D. Wright misses 2-pt shot from 2 ft
8:43.0,,,86-92,,Offensive rebound by J. Poeltl
8:43.0,,,86-92,,J. Poeltl misses 2-pt shot at rim
8:43.0,,,86-92,,Offensive rebound by J. Poeltl
8:43.0,,,86-92,,Shooting foul by T. Thompson (drawn by J. Poeltl)
8:43.0,,,86-93,1,J. Poeltl makes free throw 1 of 2
8:43.0,,,86-94,1,J. Poeltl makes free throw 2 of 2
8:29.0,K. Love misses 2-pt shot from 17 ft,,86-94,,
8:26.0,,,86-94,,Defensive rebound by J. Poeltl
8:20.0,,,86-94,,C. Miles misses 3-pt shot from 26 ft
8:17.0,Defensive rebound by K. Love,,86-94,,
8:08.0,K. Love makes 3-pt shot from 25 ft (assist by L. James),3,89-94,,
8:06.0,,,89-94,,Toronto full timeout
8:06.0,,,89-94,,J. Valanciunas enters the game for F. VanVleet
8:06.0,,,89-94,,K. Lowry enters the game for J. Poeltl
8:06.0,J. Smith enters the game for R. Hood,,89-94,,
7:45.0,,,89-94,,K. Lowry misses 3-pt shot from 26 ft
7:44.0,,,89-94,,Offensive rebound by Team
7:39.0,,,89-96,2,P. Siakam makes 2-pt shot from 1 ft (assist by C. Miles)
7:27.0,Shooting foul by J. Valanciunas (drawn by J. Green),,89-96,,
7:27.0,J. Green makes free throw 1 of 2,1,90-96,,
7:27.0,J. Green makes free throw 2 of 2,1,91-96,,
7:09.0,,,91-96,,Turnover by C. Miles (bad pass; steal by J. Green)
6:53.0,L. James misses 2-pt shot from 3 ft (block by C. Miles),,91-96,,
6:53.0,,,91-96,,Defensive rebound by Team
6:53.0,K. Korver enters the game for J. Green,,91-96,,
6:43.0,,,91-96,,J. Valanciunas misses 2-pt shot from 6 ft
6:40.0,Defensive rebound by K. Love,,91-96,,
6:34.0,L. James misses 3-pt shot from 27 ft,,91-96,,
6:30.0,,,91-96,,Defensive rebound by C. Miles
6:23.0,,,91-96,,Turnover by J. Valanciunas (turnover)
6:23.0,,,91-96,,D. DeRozan enters the game for C. Miles
6:15.0,,,91-96,,Personal foul by D. DeRozan (drawn by K. Love)
6:05.0,J. Smith makes 3-pt shot from 22 ft (assist by K. Love),3,94-96,,
5:39.0,,,94-98,2,J. Valanciunas makes 2-pt shot from 1 ft (assist by K. Lowry)
5:26.0,,,94-98,,Personal foul by K. Lowry (drawn by T. Thompson)
5:26.0,T. Thompson makes free throw 1 of 2,1,95-98,,
5:26.0,,,95-98,,S. Ibaka enters the game for D. Wright
5:26.0,T. Thompson makes free throw 2 of 2,1,96-98,,
5:06.0,,,96-100,2,S. Ibaka makes 2-pt shot from 18 ft (assist by K. Lowry)
4:48.0,L. James makes 3-pt shot from 27 ft,3,99-100,,
4:22.0,,,99-100,,O. Anunoby enters the game for P. Siakam
4:19.0,,,99-102,2,D. DeRozan makes 2-pt shot at rim (assist by K. Lowry)
4:18.0,Cleveland full timeout,,99-102,,
3:57.0,K. Love misses 2-pt shot from 5 ft (block by D. DeRozan),,99-102,,
3:55.0,,,99-102,,Defensive rebound by D. DeRozan
3:52.0,,,99-102,,D. DeRozan misses 2-pt shot from 1 ft (block by L. James)
3:51.0,,,99-102,,Offensive rebound by Team
3:35.0,,,99-102,,J. Valanciunas misses 2-pt shot from 3 ft
3:32.0,,,99-102,,Offensive rebound by J. Valanciunas
3:32.0,,,99-102,,J. Valanciunas misses 2-pt shot at rim
3:32.0,,,99-102,,Offensive rebound by J. Valanciunas
3:30.0,,,99-102,,J. Valanciunas misses 2-pt shot from 3 ft
3:28.0,Defensive rebound by K. Love,,99-102,,
3:16.0,,,99-102,,Personal foul by O. Anunoby (drawn by T. Thompson)
3:16.0,T. Thompson makes free throw 1 of 2,1,100-102,,
