time,Golden State,pts.away,score,pts.home,San Antonio
5:05.0,K. Thompson misses 2-pt shot from 14 ft,,12-12,,
5:05.0,,,12-12,,Defensive rebound by Team
5:05.0,,,12-12,,M. Ginobili enters the game for D. Green
4:50.0,,,12-12,,K. Anderson enters the game for D. Murray
4:50.0,K. Looney enters the game for J. McGee,,12-12,,
4:40.0,,,12-14,2,R. Gay makes 2-pt shot from 11 ft
4:27.0,D. Green misses 3-pt shot from 26 ft,,12-14,,
4:25.0,,,12-14,,Defensive rebound by K. Anderson
4:21.0,,,12-14,,Shooting foul by K. Thompson (drawn by K. Anderson)
4:21.0,,,12-15,1,K. Anderson makes free throw 1 of 2
4:21.0,S. Livingston enters the game for A. Iguodala,,12-15,,
4:21.0,,,12-16,1,K. Anderson makes free throw 2 of 2
4:04.0,K. Durant misses 2-pt shot from 21 ft,,12-16,,
4:02.0,,,12-16,,Defensive rebound by L. Aldridge
3:58.0,,,12-19,3,P. Mills makes 3-pt shot from 25 ft
3:33.0,K. Durant makes 2-pt shot from 9 ft,2,14-19,,
3:16.0,,,14-19,,L. Aldridge misses 2-pt shot from 7 ft
3:13.0,Defensive rebound by D. Green,,14-19,,
3:02.0,D. Green misses 3-pt shot from 25 ft,,14-19,,
2:59.0,,,14-19,,Defensive rebound by Team
2:59.0,,,14-19,,San Antonio full timeout
2:59.0,,,14-19,,P. Gasol enters the game for R. Gay
2:59.0,D. West enters the game for K. Thompson,,14-19,,
2:59.0,Q. Cook enters the game for D. Green,,14-19,,
2:45.0,,,14-21,2,L. Aldridge makes 2-pt shot from 7 ft
2:26.0,Q. Cook misses 3-pt shot from 23 ft,,14-21,,
2:22.0,Offensive rebound by K. Looney,,14-21,,
2:16.0,K. Looney misses 2-pt shot from 18 ft,,14-21,,
2:13.0,,,14-21,,Defensive rebound by P. Gasol
2:05.0,,,14-23,2,L. Aldridge makes 2-pt shot from 2 ft (assist by M. Ginobili)
1:57.0,,,14-23,,Personal foul by M. Ginobili (drawn by K. Durant)
1:57.0,,,14-23,,T. Parker enters the game for P. Mills
1:51.0,K. Durant misses 3-pt shot from 26 ft,,14-23,,
1:43.0,Offensive rebound by K. Looney,,14-23,,
1:43.0,K. Looney makes 2-pt shot at rim,2,16-23,,
1:34.0,,,16-26,3,P. Gasol makes 3-pt shot from 23 ft (assist by M. Ginobili)
1:16.0,K. Looney misses 2-pt shot from 2 ft,,16-26,,
1:14.0,Offensive rebound by S. Livingston,,16-26,,
1:12.0,S. Livingston makes 2-pt shot from 11 ft,2,18-26,,
0:49.0,,,18-26,,M. Ginobili misses 2-pt shot from 8 ft (block by Q. Cook)
0:48.0,Defensive rebound by Q. Cook,,18-26,,
0:48.0,,,18-26,,Personal foul by L. Aldridge (drawn by Q. Cook)
0:48.0,Q. Cook makes free throw 1 of 2,1,19-26,,
0:48.0,Q. Cook makes free throw 2 of 2,1,20-26,,
0:36.0,,,20-28,2,T. Parker makes 2-pt shot from 2 ft
0:30.0,D. West makes 2-pt shot from 1 ft (assist by K. Durant),2,22-28,,
0:16.0,,,22-28,,Shooting foul by D. West (drawn by L. Aldridge)
0:16.0,,,22-29,1,L. Aldridge makes free throw 1 of 2
0:16.0,,,22-29,,D. Green enters the game for P. Gasol
0:16.0,K. Thompson enters the game for K. Looney,,22-29,,
0:16.0,N. Young enters the game for S. Livingston,,22-29,,
0:16.0,,,22-30,1,L. Aldridge makes free throw 2 of 2
0:08.0,K. Durant misses 2-pt shot from 3 ft (block by L. Aldridge),,22-30,,
0:08.0,Offensive rebound by Team,,22-30,,
0:03.0,K. Durant misses 2-pt shot from 12 ft,,22-30,,
0:00.0,,,22-30,,Defensive rebound by M. Ginobili
0:00.0,,,22-30,,M. Ginobili misses 3-pt shot from 46 ft
0:00.0,,,22-30,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:41.0,,,22-30,,T. Parker misses 2-pt shot from 18 ft
11:36.0,Defensive rebound by D. Green,,22-30,,
11:19.0,D. Green makes 3-pt shot from 23 ft (assist by Q. Cook),3,25-30,,
10:57.0,,,25-32,2,K. Anderson makes 2-pt shot from 1 ft (assist by P. Gasol)
10:32.0,D. West misses 2-pt shot from 20 ft,,25-32,,
10:29.0,Offensive rebound by D. Green,,25-32,,
10:27.0,S. Livingston misses 2-pt shot from 4 ft,,25-32,,
10:27.0,,,25-32,,Defensive rebound by M. Ginobili
10:20.0,,,25-34,2,K. Anderson makes 2-pt shot from 2 ft (assist by P. Gasol)
10:10.0,Turnover by D. West (bad pass),,25-34,,
10:00.0,,,25-34,,Turnover by D. Bertans (lost ball; steal by S. Livingston)
10:00.0,,,25-34,,Personal foul by D. Bertans (drawn by S. Livingston)
9:49.0,Turnover by K. Thompson (step out of bounds),,25-34,,
9:38.0,,,25-34,,D. Bertans misses 3-pt shot from 25 ft
9:34.0,Defensive rebound by D. Green,,25-34,,
9:31.0,S. Livingston makes 2-pt shot at rim (assist by D. Green),2,27-34,,
9:29.0,,,27-34,,San Antonio full timeout
9:29.0,,,27-34,,P. Mills enters the game for K. Anderson
9:29.0,,,27-34,,D. Green enters the game for M. Ginobili
9:29.0,,,27-34,,R. Gay enters the game for D. Bertans
9:16.0,Def 3 sec tech foul by D. West,,27-34,,
9:16.0,,,27-34,,P. Mills misses technical free throw
9:16.0,,,27-34,,Offensive rebound by Team
9:08.0,,,27-36,2,R. Gay makes 2-pt shot from 8 ft (assist by P. Gasol)
8:52.0,Offensive foul by D. Green (drawn by D. Green),,27-36,,
8:52.0,Turnover by D. Green (offensive foul),,27-36,,
8:27.0,,,27-36,,D. Green misses 3-pt shot from 26 ft
8:23.0,Defensive rebound by D. West,,27-36,,
8:13.0,K. Thompson misses 2-pt shot from 14 ft,,27-36,,
8:11.0,,,27-36,,Defensive rebound by P. Gasol
7:53.0,,,27-36,,D. Green misses 2-pt shot from 8 ft
7:50.0,Defensive rebound by K. Thompson,,27-36,,
7:47.0,Q. Cook makes 2-pt shot from 16 ft (assist by K. Thompson),2,29-36,,
7:33.0,,,29-38,2,T. Parker makes 2-pt shot from 12 ft
7:21.0,K. Thompson misses 2-pt shot from 1 ft,,29-38,,
7:18.0,,,29-38,,Defensive rebound by P. Gasol
7:13.0,,,29-40,2,T. Parker makes 2-pt shot from 2 ft
7:01.0,S. Livingston misses 2-pt shot from 13 ft,,29-40,,
6:57.0,Offensive rebound by D. West,,29-40,,
6:55.0,D. West makes 2-pt shot from 1 ft,2,31-40,,
6:41.0,,,31-40,,P. Gasol misses 2-pt shot from 3 ft
6:41.0,,,31-40,,Offensive rebound by R. Gay
6:40.0,,,31-42,2,R. Gay makes 2-pt shot at rim
6:40.0,,,31-42,,Shooting foul by S. Livingston (drawn by R. Gay)
6:40.0,,,31-42,,L. Aldridge enters the game for D. Green
6:40.0,J. McGee enters the game for D. West,,31-42,,
6:40.0,K. Durant enters the game for K. Thompson,,31-42,,
6:40.0,A. Iguodala enters the game for S. Livingston,,31-42,,
6:40.0,,,31-42,,R. Gay misses free throw 1 of 1
6:40.0,Defensive rebound by A. Iguodala,,31-42,,
6:24.0,K. Durant makes 2-pt shot from 1 ft (assist by D. Green),2,33-42,,
6:17.0,,,33-42,,T. Parker misses 2-pt shot from 6 ft
6:17.0,Defensive rebound by J. McGee,,33-42,,
6:07.0,J. McGee makes 2-pt shot from 1 ft (assist by D. Green),2,35-42,,
5:47.0,,,35-42,,L. Aldridge misses 2-pt shot from 12 ft
5:47.0,Defensive rebound by K. Durant,,35-42,,
5:31.0,Turnover by D. Green (bad pass; steal by T. Parker),,35-42,,
5:31.0,Personal foul by A. Iguodala (drawn by T. Parker),,35-42,,
5:31.0,,,35-42,,D. Murray enters the game for P. Gasol
5:31.0,K. Thompson enters the game for Q. Cook,,35-42,,
5:31.0,,,35-42,,M. Ginobili enters the game for T. Parker
5:17.0,,,35-45,3,M. Ginobili makes 3-pt shot from 26 ft (assist by D. Murray)
5:00.0,J. McGee misses 2-pt shot from 7 ft,,35-45,,
5:00.0,Offensive rebound by D. Green,,35-45,,
4:58.0,D. Green misses 2-pt shot at rim,,35-45,,
4:58.0,,,35-45,,Defensive rebound by Team
4:58.0,Personal foul by D. Green (drawn by R. Gay),,35-45,,
4:43.0,,,35-45,,P. Mills misses 3-pt shot from 26 ft
4:39.0,,,35-45,,Offensive rebound by D. Murray
4:37.0,,,35-45,,M. Ginobili misses 3-pt shot from 25 ft
4:34.0,Defensive rebound by K. Thompson,,35-45,,
4:31.0,,,35-45,,Personal foul by M. Ginobili (drawn by K. Durant)
4:21.0,K. Thompson misses 2-pt shot from 16 ft,,35-45,,
4:16.0,,,35-45,,Defensive rebound by D. Murray
4:01.0,,,35-45,,R. Gay misses 2-pt shot from 13 ft
3:59.0,,,35-45,,Offensive rebound by Team
3:49.0,Personal foul by J. McGee (drawn by L. Aldridge),,35-45,,
3:42.0,,,35-48,3,D. Murray makes 3-pt shot from 23 ft (assist by M. Ginobili)
3:31.0,K. Durant misses 3-pt shot from 28 ft,,35-48,,
3:28.0,,,35-48,,Defensive rebound by M. Ginobili
3:17.0,,,35-50,2,D. Murray makes 2-pt shot from 18 ft (assist by P. Mills)
3:08.0,Golden State full timeout,,35-50,,
3:08.0,K. Looney enters the game for J. McGee,,35-50,,
2:59.0,K. Thompson misses 3-pt shot from 24 ft,,35-50,,
2:56.0,,,35-50,,Defensive rebound by L. Aldridge
2:39.0,,,35-50,,Shooting foul by K. Looney (drawn by L. Aldridge)
2:39.0,,,35-51,1,L. Aldridge makes free throw 1 of 2
2:39.0,,,35-52,1,L. Aldridge makes free throw 2 of 2
2:24.0,K. Durant makes 2-pt shot at rim,2,37-52,,
2:06.0,,,37-52,,L. Aldridge misses 2-pt shot from 9 ft
2:02.0,Defensive rebound by D. Green,,37-52,,
1:56.0,K. Thompson makes 3-pt shot from 23 ft (assist by D. Green),3,40-52,,
1:35.0,,,40-52,,Shooting foul by K. Looney (drawn by M. Ginobili)
1:35.0,,,40-53,1,M. Ginobili makes free throw 1 of 2
1:35.0,,,40-53,,M. Ginobili misses free throw 2 of 2
1:32.0,Defensive rebound by D. Green,,40-53,,
1:28.0,K. Durant misses 2-pt shot from 4 ft,,40-53,,
1:25.0,Offensive rebound by K. Thompson,,40-53,,
1:23.0,K. Thompson misses 2-pt shot from 19 ft,,40-53,,
1:21.0,,,40-53,,Defensive rebound by R. Gay
1:10.0,,,40-56,3,D. Murray makes 3-pt shot from 23 ft (assist by R. Gay)
1:04.0,,,40-56,,Personal foul by D. Murray (drawn by D. Green)
0:59.0,Shooting foul by M. Ginobili (drawn by A. Iguodala),,40-56,,
0:59.0,A. Iguodala makes free throw 1 of 2,1,41-56,,
0:59.0,,,41-56,,K. Anderson enters the game for M. Ginobili
0:59.0,A. Iguodala makes free throw 2 of 2,1,42-56,,
0:42.0,,,42-56,,D. Murray misses 2-pt shot from 15 ft
0:39.0,Defensive rebound by D. Green,,42-56,,
0:32.0,D. Green misses 3-pt shot from 25 ft,,42-56,,
0:28.0,Offensive rebound by K. Looney,,42-56,,
0:17.0,K. Durant misses 2-pt shot from 22 ft,,42-56,,
0:06.0,Offensive rebound by A. Iguodala,,42-56,,
0:05.0,A. Iguodala misses 2-pt shot from 2 ft,,42-56,,
0:05.0,Offensive rebound by K. Looney,,42-56,,
0:04.0,K. Looney misses 2-pt shot from 2 ft,,42-56,,
0:03.0,Offensive rebound by D. Green,,42-56,,
0:02.0,D. Green misses 2-pt shot at rim (block by K. Anderson),,42-56,,
0:01.0,Offensive rebound by K. Looney,,42-56,,
0:00.0,K. Looney misses 2-pt shot at rim (block by D. Murray),,42-56,,
0:00.0,,,42-56,,Defensive rebound by R. Gay
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:44.0,,,42-56,,R. Gay misses 2-pt shot from 14 ft
11:42.0,Defensive rebound by J. McGee,,42-56,,
11:29.0,Offensive foul by D. Green (drawn by D. Green),,42-56,,
11:29.0,Turnover by D. Green (offensive foul),,42-56,,
11:11.0,,,42-56,,L. Aldridge misses 2-pt shot from 12 ft
11:08.0,Defensive rebound by A. Iguodala,,42-56,,
11:03.0,K. Durant misses 3-pt shot from 26 ft,,42-56,,
10:59.0,Offensive rebound by A. Iguodala,,42-56,,
10:59.0,Turnover by A. Iguodala (bad pass),,42-56,,
10:39.0,,,42-56,,Turnover by L. Aldridge (bad pass)
10:29.0,K. Thompson makes 3-pt shot from 26 ft (assist by A. Iguodala),3,45-56,,
10:13.0,,,45-56,,P. Mills misses 3-pt shot from 25 ft
10:08.0,Defensive rebound by K. Durant,,45-56,,
10:02.0,K. Durant makes 2-pt shot from 17 ft,2,47-56,,
10:01.0,,,47-56,,San Antonio full timeout
9:39.0,,,47-56,,R. Gay misses 2-pt shot from 1 ft
9:36.0,,,47-56,,Offensive rebound by D. Green
9:29.0,,,47-56,,R. Gay misses 2-pt shot from 12 ft
9:26.0,Defensive rebound by K. Durant,,47-56,,
9:22.0,Turnover by K. Durant (bad pass; steal by R. Gay),,47-56,,
9:21.0,Personal foul by A. Iguodala (drawn by R. Gay),,47-56,,
9:02.0,,,47-59,3,L. Aldridge makes 3-pt shot from 24 ft (assist by P. Mills)
8:41.0,,,47-59,,Personal foul by P. Mills (drawn by D. Green)
8:35.0,,,47-59,,Personal foul by D. Green (drawn by J. McGee)
8:29.0,Shooting foul by L. Aldridge (drawn by J. McGee),,47-59,,
8:29.0,J. McGee misses free throw 1 of 2,,47-59,,
8:29.0,Offensive rebound by Team,,47-59,,
8:29.0,J. McGee makes free throw 2 of 2,1,48-59,,
8:15.0,,,48-59,,Shooting foul by J. McGee (drawn by D. Murray)
8:15.0,,,48-59,,D. Murray misses free throw 1 of 2
8:15.0,,,48-59,,Offensive rebound by Team
8:15.0,,,48-60,1,D. Murray makes free throw 2 of 2
8:05.0,J. McGee makes 2-pt shot from 1 ft (assist by K. Durant),2,50-60,,
7:56.0,Personal foul by A. Iguodala (drawn by D. Murray),,50-60,,
7:56.0,S. Livingston enters the game for A. Iguodala,,50-60,,
7:39.0,,,50-60,,D. Green misses 3-pt shot from 25 ft
7:37.0,Defensive rebound by D. Green,,50-60,,
7:32.0,,,50-60,,Personal foul by R. Gay (drawn by S. Livingston)
7:22.0,S. Livingston misses 2-pt shot from 14 ft,,50-60,,
7:18.0,Offensive rebound by D. Green,,50-60,,
7:17.0,K. Thompson misses 2-pt shot from 17 ft,,50-60,,
7:15.0,,,50-60,,Defensive rebound by L. Aldridge
6:59.0,,,50-60,,L. Aldridge misses 2-pt shot from 16 ft
6:55.0,Defensive rebound by S. Livingston,,50-60,,
6:51.0,S. Livingston misses 2-pt shot from 9 ft,,50-60,,
6:50.0,J. McGee misses 2-pt shot from 3 ft,,50-60,,
6:50.0,Offensive rebound by J. McGee,,50-60,,
6:48.0,,,50-60,,Defensive rebound by Team
6:48.0,,,50-60,,M. Ginobili enters the game for D. Green
6:40.0,,,50-60,,Turnover by D. Murray (bad pass; steal by D. Green)
6:38.0,D. Green makes 2-pt shot from 2 ft,2,52-60,,
6:21.0,,,52-60,,R. Gay misses 2-pt shot from 20 ft
6:21.0,Defensive rebound by K. Durant,,52-60,,
6:12.0,Offensive charge foul by J. McGee (drawn by M. Ginobili),,52-60,,
6:12.0,Turnover by J. McGee (offensive foul),,52-60,,
6:12.0,,,52-60,,K. Anderson enters the game for D. Murray
6:12.0,Technical foul by D. West,,52-60,,
6:12.0,,,52-61,1,L. Aldridge makes technical free throw
5:49.0,,,52-64,3,L. Aldridge makes 3-pt shot from 23 ft (assist by R. Gay)
5:47.0,Golden State full timeout,,52-64,,
5:47.0,,,52-64,,P. Gasol enters the game for R. Gay
5:47.0,K. Looney enters the game for J. McGee,,52-64,,
5:35.0,K. Durant makes 3-pt shot from 26 ft (assist by S. Livingston),3,55-64,,
5:18.0,Personal foul by S. Livingston (drawn by P. Gasol),,55-64,,
5:02.0,,,55-66,2,K. Anderson makes 2-pt shot from 20 ft (assist by M. Ginobili)
4:51.0,K. Durant makes 2-pt shot from 16 ft,2,57-66,,
4:33.0,,,57-66,,L. Aldridge misses 2-pt shot from 10 ft
4:33.0,Defensive rebound by K. Durant,,57-66,,
4:25.0,K. Durant misses 3-pt shot from 26 ft,,57-66,,
4:22.0,,,57-66,,Defensive rebound by K. Anderson
4:11.0,,,57-66,,P. Mills misses 3-pt shot from 26 ft
4:07.0,,,57-66,,Offensive rebound by L. Aldridge
3:54.0,,,57-69,3,P. Mills makes 3-pt shot from 25 ft (assist by M. Ginobili)
3:41.0,,,57-69,,Personal foul by K. Anderson (drawn by K. Durant)
3:41.0,K. Durant makes free throw 1 of 2,1,58-69,,
3:41.0,D. West enters the game for D. Green,,58-69,,
3:41.0,K. Durant makes free throw 2 of 2,1,59-69,,
3:27.0,,,59-69,,Turnover by M. Ginobili (bad pass; steal by D. West)
3:17.0,S. Livingston makes 2-pt shot from 2 ft,2,61-69,,
3:02.0,,,61-71,2,M. Ginobili makes 2-pt shot from 2 ft
2:46.0,K. Thompson makes 2-pt shot from 12 ft (assist by D. West),2,63-71,,
2:24.0,,,63-74,3,P. Mills makes 3-pt shot from 25 ft
2:13.0,Offensive foul by K. Thompson (drawn by P. Mills),,63-74,,
2:13.0,Turnover by K. Thompson (offensive foul),,63-74,,
2:13.0,,,63-74,,T. Parker enters the game for M. Ginobili
2:13.0,Q. Cook enters the game for K. Thompson,,63-74,,
1:58.0,,,63-74,,Turnover by P. Mills (bad pass)
1:58.0,,,63-74,,M. Ginobili enters the game for P. Mills
1:47.0,D. West makes 2-pt shot from 15 ft (assist by K. Looney),2,65-74,,
1:20.0,,,65-74,,M. Ginobili misses 2-pt shot from 6 ft
1:17.0,Defensive rebound by S. Livingston,,65-74,,
1:11.0,D. West makes 2-pt shot from 9 ft (assist by S. Livingston),2,67-74,,
0:55.0,,,67-76,2,T. Parker makes 2-pt shot from 1 ft
0:46.0,K. Durant misses 3-pt shot from 26 ft,,67-76,,
0:43.0,,,67-76,,Defensive rebound by P. Gasol
0:36.0,,,67-76,,T. Parker misses 2-pt shot from 19 ft
0:32.0,Defensive rebound by K. Durant,,67-76,,
0:29.0,,,67-76,,Personal foul by K. Anderson (drawn by K. Durant)
0:29.0,K. Durant makes free throw 1 of 2,1,68-76,,
0:29.0,,,68-76,,R. Gay enters the game for L. Aldridge
0:29.0,D. Green enters the game for D. West,,68-76,,
0:29.0,K. Thompson enters the game for Q. Cook,,68-76,,
0:29.0,K. Durant makes free throw 2 of 2,1,69-76,,
0:15.0,Personal foul by S. Livingston (drawn by T. Parker),,69-76,,
0:15.0,,,69-76,,T. Parker misses free throw 1 of 2
0:15.0,,,69-76,,Offensive rebound by Team
0:15.0,,,69-76,,D. Green enters the game for P. Gasol
0:15.0,N. Young enters the game for K. Looney,,69-76,,
0:15.0,D. West enters the game for S. Livingston,,69-76,,
0:15.0,,,69-77,1,T. Parker makes free throw 2 of 2
0:00.0,K. Durant makes 2-pt shot from 15 ft,2,71-77,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:42.0,D. West misses 2-pt shot from 1 ft,,71-77,,
11:39.0,Offensive rebound by D. West,,71-77,,
11:35.0,K. Thompson misses 3-pt shot from 25 ft,,71-77,,
11:30.0,,,71-77,,Defensive rebound by R. Gay
11:11.0,,,71-79,2,R. Gay makes 2-pt shot from 1 ft (assist by P. Gasol)
11:00.0,Shooting foul by R. Gay (drawn by K. Thompson),,71-79,,
11:00.0,K. Thompson makes free throw 1 of 2,1,72-79,,
11:00.0,K. Thompson makes free throw 2 of 2,1,73-79,,
10:41.0,,,73-81,2,R. Gay makes 2-pt shot from 11 ft
10:20.0,D. Green misses 3-pt shot from 22 ft,,73-81,,
10:17.0,,,73-81,,Defensive rebound by P. Gasol
10:09.0,,,73-81,,Shooting foul by D. West (drawn by P. Gasol)
10:09.0,,,73-82,1,P. Gasol makes free throw 1 of 2
10:09.0,K. Durant enters the game for D. West,,73-82,,
10:09.0,,,73-83,1,P. Gasol makes free throw 2 of 2
9:52.0,K. Thompson misses 2-pt shot from 17 ft (block by D. Green),,73-83,,
9:52.0,Offensive rebound by K. Thompson,,73-83,,
9:52.0,Turnover by K. Thompson (traveling),,73-83,,
9:36.0,,,73-83,,Turnover by P. Gasol (bad pass; steal by S. Livingston)
9:28.0,S. Livingston makes 2-pt shot from 1 ft (assist by D. Green),2,75-83,,
9:12.0,,,75-86,3,D. Green makes 3-pt shot from 22 ft (assist by T. Parker)
8:56.0,S. Livingston makes 2-pt shot from 2 ft (assist by D. Green),2,77-86,,
8:29.0,,,77-88,2,K. Anderson makes 2-pt shot from 5 ft (assist by T. Parker)
8:10.0,K. Durant misses 3-pt shot from 27 ft,,77-88,,
8:06.0,,,77-88,,Defensive rebound by K. Anderson
8:00.0,Personal foul by Q. Cook (drawn by T. Parker),,77-88,,
8:00.0,,,77-88,,D. Murray enters the game for K. Anderson
8:00.0,A. Iguodala enters the game for Q. Cook,,77-88,,
8:00.0,N. Young enters the game for S. Livingston,,77-88,,
7:47.0,,,77-88,,Turnover by T. Parker (bad pass; steal by A. Iguodala)
7:42.0,,,77-88,,Personal foul by D. Green (drawn by K. Durant)
7:42.0,,,77-88,,L. Aldridge enters the game for P. Gasol
7:32.0,Shooting foul by R. Gay (drawn by K. Durant),,77-88,,
7:32.0,K. Durant makes free throw 1 of 2,1,78-88,,
7:32.0,K. Durant makes free throw 2 of 2,1,79-88,,
7:14.0,,,79-88,,Turnover by R. Gay (lost ball; steal by K. Thompson)
7:06.0,K. Thompson misses 3-pt shot from 26 ft,,79-88,,
6:57.0,Offensive rebound by D. Green,,79-88,,
6:57.0,D. Green makes 2-pt shot at rim,2,81-88,,
6:47.0,,,81-88,,L. Aldridge misses 2-pt shot from 17 ft
6:44.0,Defensive rebound by K. Durant,,81-88,,
6:35.0,K. Durant makes 2-pt shot from 21 ft (assist by D. Green),2,83-88,,
6:34.0,,,83-88,,San Antonio full timeout
6:34.0,,,83-88,,M. Ginobili enters the game for T. Parker
6:34.0,,,83-88,,P. Mills enters the game for D. Green
6:15.0,,,83-88,,L. Aldridge misses 2-pt shot from 10 ft
6:13.0,Defensive rebound by K. Durant,,83-88,,
5:57.0,K. Durant makes 3-pt shot from 26 ft,3,86-88,,
5:41.0,,,86-88,,Shooting foul by D. Green (drawn by M. Ginobili)
5:41.0,,,86-89,1,M. Ginobili makes free throw 1 of 2
5:41.0,,,86-90,1,M. Ginobili makes free throw 2 of 2
5:29.0,D. Green misses 2-pt shot from 2 ft,,86-90,,
5:22.0,Offensive rebound by K. Durant,,86-90,,
5:22.0,K. Durant misses 2-pt shot at rim,,86-90,,
5:21.0,,,86-90,,Defensive rebound by L. Aldridge
5:04.0,,,86-90,,D. Murray misses 3-pt shot from 25 ft
5:01.0,Defensive rebound by K. Durant,,86-90,,
4:48.0,K. Durant misses 2-pt shot from 13 ft,,86-90,,
4:44.0,,,86-90,,Defensive rebound by R. Gay
4:22.0,,,86-93,3,L. Aldridge makes 3-pt shot from 25 ft
4:21.0,Golden State full timeout,,86-93,,
4:11.0,K. Durant makes 2-pt shot from 2 ft,2,88-93,,
4:11.0,,,88-93,,Shooting block foul by P. Mills (drawn by K. Durant)
4:11.0,K. Durant misses free throw 1 of 1,,88-93,,
4:05.0,,,88-93,,Defensive rebound by L. Aldridge
3:53.0,,,88-96,3,M. Ginobili makes 3-pt shot from 25 ft (assist by P. Mills)
3:38.0,A. Iguodala misses 3-pt shot from 23 ft,,88-96,,
3:38.0,Offensive rebound by D. Green,,88-96,,
3:33.0,K. Durant misses 3-pt shot from 25 ft,,88-96,,
3:30.0,,,88-96,,Defensive rebound by L. Aldridge
3:13.0,,,88-96,,R. Gay misses 3-pt shot from 23 ft
3:09.0,Defensive rebound by A. Iguodala,,88-96,,
2:58.0,,,88-96,,Personal foul by P. Mills (drawn by A. Iguodala)
2:58.0,A. Iguodala makes free throw 1 of 2,1,89-96,,
