time,Detroit,pts.away,score,pts.home,Boston
2:42.0,R. Jackson makes 2-pt shot from 1 ft (assist by A. Drummond),2,27-17,,
2:26.0,,,27-17,,M. Smart misses 2-pt shot from 2 ft
2:24.0,Defensive rebound by A. Drummond,,27-17,,
2:20.0,T. Harris misses 2-pt shot from 20 ft,,27-17,,
2:20.0,,,27-17,,Defensive rebound by J. Brown
2:03.0,,,27-19,2,A. Horford makes 2-pt shot from 5 ft
1:55.0,Detroit full timeout,,27-19,,
1:55.0,,,27-19,,K. Irving enters the game for J. Tatum
1:55.0,,,27-19,,T. Rozier enters the game for J. Brown
1:55.0,,,27-19,,S. Ojeleye enters the game for A. Horford
1:55.0,A. Tolliver enters the game for A. Bradley,,27-19,,
1:55.0,I. Smith enters the game for T. Harris,,27-19,,
1:55.0,L. Galloway enters the game for R. Jackson,,27-19,,
1:48.0,L. Galloway makes 2-pt shot from 13 ft (assist by A. Drummond),2,29-19,,
1:30.0,,,29-19,,S. Ojeleye misses 2-pt shot from 18 ft
1:26.0,Defensive rebound by A. Drummond,,29-19,,
1:15.0,L. Galloway misses 3-pt shot from 26 ft,,29-19,,
1:14.0,,,29-19,,Defensive rebound by A. Baynes
1:05.0,,,29-21,2,K. Irving makes 2-pt shot from 8 ft
0:39.0,S. Johnson makes 2-pt shot from 6 ft,2,31-21,,
0:28.0,,,31-23,2,K. Irving makes 2-pt shot from 1 ft (assist by T. Rozier)
0:09.0,A. Tolliver misses 3-pt shot from 23 ft,,31-23,,
0:06.0,,,31-23,,Defensive rebound by A. Baynes
0:01.0,,,31-23,,Turnover by A. Baynes (lost ball; steal by L. Galloway)
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:45.0,,,31-26,3,S. Ojeleye makes 3-pt shot from 23 ft (assist by M. Smart)
11:25.0,,,31-26,,Personal foul by M. Smart (drawn by L. Kennard)
11:12.0,I. Smith misses 2-pt shot from 15 ft,,31-26,,
11:07.0,,,31-26,,Defensive rebound by K. Irving
10:58.0,,,31-26,,Shooting foul by E. Moreland (drawn by D. Theis)
10:58.0,,,31-26,,D. Theis misses free throw 1 of 2
10:58.0,,,31-26,,Offensive rebound by Team
10:58.0,,,31-27,1,D. Theis makes free throw 2 of 2
10:45.0,L. Kennard misses 2-pt shot from 18 ft,,31-27,,
10:40.0,,,31-27,,Defensive rebound by S. Ojeleye
10:35.0,,,31-30,3,T. Rozier makes 3-pt shot from 27 ft
10:19.0,L. Galloway misses 3-pt shot from 25 ft,,31-30,,
10:17.0,,,31-30,,Defensive rebound by M. Smart
9:59.0,Def 3 sec tech foul by E. Moreland,,31-30,,
9:59.0,,,31-31,1,K. Irving makes technical free throw
9:56.0,Personal foul by A. Tolliver (drawn by M. Smart),,31-31,,
9:51.0,,,31-31,,Turnover by S. Ojeleye (traveling)
9:32.0,L. Kennard makes 2-pt shot from 15 ft (assist by I. Smith),2,33-31,,
9:10.0,,,33-33,2,D. Theis makes 2-pt shot from 1 ft (assist by K. Irving)
9:01.0,Detroit full timeout,,33-33,,
9:01.0,A. Bradley enters the game for L. Galloway,,33-33,,
8:53.0,I. Smith misses 2-pt shot from 16 ft,,33-33,,
8:49.0,,,33-33,,Defensive rebound by S. Ojeleye
8:37.0,,,33-35,2,D. Theis makes 2-pt shot from 1 ft (assist by K. Irving)
8:18.0,L. Kennard makes 3-pt shot from 24 ft (assist by A. Tolliver),3,36-35,,
8:09.0,,,36-35,,K. Irving misses 3-pt shot from 25 ft
8:06.0,,,36-35,,Offensive rebound by S. Ojeleye
8:01.0,,,36-35,,T. Rozier misses 3-pt shot from 24 ft
7:58.0,Defensive rebound by E. Moreland,,36-35,,
7:46.0,Turnover by L. Kennard (bad pass; steal by S. Ojeleye),,36-35,,
7:33.0,,,36-35,,Turnover by D. Theis (turnover)
7:33.0,,,36-35,,M. Morris enters the game for M. Smart
7:33.0,A. Drummond enters the game for E. Moreland,,36-35,,
7:21.0,Shooting foul by M. Morris (drawn by A. Tolliver),,36-35,,
7:21.0,A. Tolliver makes free throw 1 of 3,1,37-35,,
7:21.0,A. Tolliver misses free throw 2 of 3,,37-35,,
7:21.0,Offensive rebound by Team,,37-35,,
7:21.0,,,37-35,,J. Tatum enters the game for K. Irving
7:21.0,,,37-35,,J. Brown enters the game for S. Ojeleye
7:21.0,S. Johnson enters the game for L. Kennard,,37-35,,
7:21.0,A. Tolliver makes free throw 3 of 3,1,38-35,,
7:10.0,,,38-35,,Turnover by M. Morris (bad pass)
7:10.0,T. Harris enters the game for A. Tolliver,,38-35,,
6:59.0,A. Bradley misses 2-pt shot from 11 ft,,38-35,,
6:51.0,Offensive rebound by A. Drummond,,38-35,,
6:51.0,A. Drummond makes 2-pt shot at rim,2,40-35,,
6:45.0,,,40-35,,M. Morris misses 2-pt shot from 5 ft
6:42.0,,,40-35,,Offensive rebound by D. Theis
6:41.0,,,40-37,2,D. Theis makes 2-pt shot at rim
6:32.0,Turnover by A. Drummond (bad pass),,40-37,,
6:32.0,,,40-37,,A. Horford enters the game for D. Theis
6:14.0,,,40-40,3,M. Morris makes 3-pt shot from 22 ft (assist by A. Horford)
5:51.0,A. Bradley misses 3-pt shot from 27 ft,,40-40,,
5:51.0,,,40-40,,Defensive rebound by A. Horford
5:40.0,,,40-40,,Offensive charge foul by J. Tatum (drawn by I. Smith)
5:40.0,,,40-40,,Turnover by J. Tatum (offensive foul)
5:40.0,R. Jackson enters the game for I. Smith,,40-40,,
5:29.0,A. Bradley misses 2-pt shot from 18 ft,,40-40,,
5:25.0,,,40-40,,Defensive rebound by A. Horford
5:08.0,,,40-42,2,A. Horford makes 2-pt shot from 16 ft
4:52.0,A. Drummond makes 2-pt shot from 2 ft (assist by R. Jackson),2,42-42,,
4:39.0,,,42-42,,M. Morris misses 2-pt shot from 17 ft
4:36.0,Defensive rebound by A. Drummond,,42-42,,
4:30.0,S. Johnson makes 2-pt shot from 2 ft (assist by R. Jackson),2,44-42,,
4:30.0,,,44-42,,Boston full timeout
4:17.0,,,44-44,2,M. Morris makes 2-pt shot at rim (assist by A. Horford)
4:17.0,,,44-44,,Shooting foul by T. Harris (drawn by M. Morris)
4:17.0,,,44-44,,K. Irving enters the game for T. Rozier
4:17.0,,,44-44,,M. Morris misses free throw 1 of 1
4:14.0,Defensive rebound by A. Drummond,,44-44,,
4:04.0,Shooting foul by J. Tatum (drawn by T. Harris),,44-44,,
4:04.0,T. Harris makes free throw 1 of 2,1,45-44,,
4:04.0,,,45-44,,M. Smart enters the game for M. Morris
4:04.0,T. Harris makes free throw 2 of 2,1,46-44,,
3:45.0,,,46-46,2,J. Brown makes 2-pt shot from 1 ft (assist by K. Irving)
3:20.0,Turnover by S. Johnson (traveling),,46-46,,
3:05.0,,,46-49,3,M. Smart makes 3-pt shot from 26 ft (assist by J. Tatum)
2:51.0,R. Jackson makes 2-pt shot from 2 ft,2,48-49,,
2:42.0,Personal foul by R. Jackson (drawn by J. Brown),,48-49,,
2:42.0,I. Smith enters the game for R. Jackson,,48-49,,
2:34.0,,,48-52,3,M. Smart makes 3-pt shot from 24 ft (assist by K. Irving)
2:18.0,T. Harris makes 3-pt shot from 26 ft (assist by A. Drummond),3,51-52,,
2:04.0,,,51-52,,Turnover by M. Smart (bad pass; steal by A. Bradley)
1:56.0,T. Harris makes 3-pt shot from 27 ft (assist by I. Smith),3,54-52,,
1:43.0,,,54-52,,Shooting foul by S. Johnson (drawn by K. Irving)
1:43.0,,,54-53,1,K. Irving makes free throw 1 of 2
1:43.0,,,54-54,1,K. Irving makes free throw 2 of 2
1:31.0,A. Drummond makes 2-pt shot from 1 ft (assist by A. Bradley),2,56-54,,
1:13.0,Personal foul by A. Bradley (drawn by M. Smart),,56-54,,
1:13.0,,,56-54,,M. Smart misses free throw 2 of 2
1:13.0,Defensive rebound by A. Drummond,,56-54,,
1:13.0,,,56-54,,M. Smart misses free throw 1 of 2
1:13.0,,,56-54,,Offensive rebound by Team
1:13.0,L. Kennard enters the game for A. Bradley,,56-54,,
1:00.0,L. Kennard makes 2-pt shot from 17 ft,2,58-54,,
0:48.0,,,58-57,3,K. Irving makes 3-pt shot from 25 ft (assist by A. Horford)
0:36.0,Offensive foul by A. Drummond (drawn by K. Irving),,58-57,,
0:36.0,Turnover by A. Drummond (offensive foul),,58-57,,
0:30.0,,,58-57,,Turnover by K. Irving (out of bounds lost ball)
0:20.0,T. Harris makes 2-pt shot from 1 ft,2,60-57,,
0:00.0,,,60-57,,K. Irving misses 2-pt shot from 14 ft
0:00.0,,,60-57,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:49.0,,,60-59,2,J. Brown makes 2-pt shot from 7 ft (assist by M. Morris)
11:49.0,,,60-59,,Shooting foul by S. Johnson (drawn by J. Brown)
11:49.0,,,60-59,,J. Brown misses free throw 1 of 1
11:45.0,Defensive rebound by A. Drummond,,60-59,,
11:27.0,R. Jackson makes 3-pt shot from 25 ft,3,63-59,,
11:07.0,,,63-59,,Turnover by K. Irving (bad pass; steal by A. Drummond)
11:05.0,Shooting foul by J. Tatum (drawn by A. Drummond),,63-59,,
11:05.0,A. Drummond misses free throw 1 of 2,,63-59,,
11:05.0,Offensive rebound by Team,,63-59,,
11:05.0,A. Drummond makes free throw 2 of 2,1,64-59,,
10:52.0,,,64-59,,J. Brown misses 2-pt shot from 3 ft (block by R. Jackson)
10:52.0,Defensive rebound by Team,,64-59,,
10:39.0,A. Bradley misses 2-pt shot from 1 ft,,64-59,,
10:38.0,,,64-59,,Defensive rebound by J. Brown
10:32.0,,,64-62,3,M. Morris makes 3-pt shot from 27 ft (assist by K. Irving)
10:13.0,,,64-62,,Personal foul by J. Brown (drawn by T. Harris)
10:05.0,T. Harris makes 3-pt shot from 23 ft (assist by R. Jackson),3,67-62,,
9:54.0,,,67-62,,J. Brown misses 2-pt shot from 10 ft
9:52.0,Defensive rebound by S. Johnson,,67-62,,
9:45.0,T. Harris makes 2-pt shot at rim (assist by S. Johnson),2,69-62,,
9:45.0,,,69-62,,Boston full timeout
9:45.0,,,69-62,,M. Smart enters the game for J. Brown
9:25.0,,,69-62,,Turnover by M. Smart (bad pass; steal by A. Bradley)
9:25.0,,,69-62,,Personal foul by K. Irving (drawn by R. Jackson)
9:04.0,A. Drummond misses 2-pt shot from 6 ft,,69-62,,
9:02.0,,,69-62,,Defensive rebound by M. Morris
8:59.0,,,69-65,3,J. Tatum makes 3-pt shot from 22 ft (assist by M. Smart)
8:38.0,S. Johnson misses 2-pt shot from 19 ft,,69-65,,
8:36.0,,,69-65,,Defensive rebound by J. Tatum
8:24.0,,,69-68,3,A. Horford makes 3-pt shot from 26 ft (assist by J. Tatum)
8:08.0,A. Bradley misses 2-pt shot from 22 ft,,69-68,,
8:07.0,,,69-68,,Defensive rebound by K. Irving
8:02.0,,,69-68,,K. Irving misses 2-pt shot from 2 ft
8:02.0,Defensive rebound by T. Harris,,69-68,,
7:53.0,R. Jackson misses 2-pt shot from 1 ft,,69-68,,
7:53.0,,,69-68,,Defensive rebound by M. Morris
7:48.0,,,69-68,,Shooting foul by S. Johnson (drawn by K. Irving)
7:48.0,,,69-68,,K. Irving misses free throw 1 of 2
7:48.0,,,69-68,,Offensive rebound by Team
7:48.0,,,69-69,1,K. Irving makes free throw 2 of 2
7:27.0,S. Johnson misses 2-pt shot from 14 ft,,69-69,,
7:22.0,,,69-69,,Defensive rebound by A. Horford
7:21.0,,,69-69,,Turnover by A. Horford (discontinued dribble)
7:10.0,,,69-69,,Personal foul by K. Irving (drawn by A. Bradley)
7:04.0,A. Bradley makes 3-pt shot from 23 ft (assist by R. Jackson),3,72-69,,
6:42.0,,,72-69,,J. Tatum misses 3-pt shot from 26 ft
6:40.0,Defensive rebound by A. Drummond,,72-69,,
6:35.0,T. Harris makes 2-pt shot at rim (assist by R. Jackson),2,74-69,,
6:13.0,,,74-69,,M. Morris misses 3-pt shot from 23 ft
6:11.0,Defensive rebound by A. Drummond,,74-69,,
5:57.0,S. Johnson misses 3-pt shot from 25 ft,,74-69,,
5:55.0,,,74-69,,Defensive rebound by K. Irving
5:46.0,Personal foul by T. Harris (drawn by M. Morris),,74-69,,
5:46.0,,,74-69,,A. Baynes enters the game for M. Morris
5:35.0,,,74-69,,M. Smart misses 3-pt shot from 24 ft
5:32.0,Defensive rebound by T. Harris,,74-69,,
5:26.0,T. Harris makes 3-pt shot from 26 ft (assist by S. Johnson),3,77-69,,
5:02.0,Personal foul by R. Jackson (drawn by M. Smart),,77-69,,
4:55.0,,,77-69,,J. Tatum misses 2-pt shot from 15 ft (block by S. Johnson)
4:54.0,,,77-69,,Offensive rebound by Team
4:54.0,,,77-69,,J. Brown enters the game for K. Irving
4:48.0,,,77-72,3,M. Smart makes 3-pt shot from 27 ft (assist by A. Baynes)
4:31.0,T. Harris misses 3-pt shot from 26 ft,,77-72,,
4:31.0,,,77-72,,Defensive rebound by J. Brown
4:24.0,,,77-75,3,J. Tatum makes 3-pt shot from 22 ft (assist by J. Brown)
3:56.0,S. Johnson misses 2-pt shot from 5 ft,,77-75,,
3:54.0,,,77-75,,Defensive rebound by M. Smart
3:45.0,,,77-77,2,M. Smart makes 2-pt shot from 2 ft
3:45.0,Detroit full timeout,,77-77,,
3:45.0,L. Kennard enters the game for R. Jackson,,77-77,,
3:45.0,I. Smith enters the game for S. Johnson,,77-77,,
3:45.0,A. Tolliver enters the game for A. Bradley,,77-77,,
3:32.0,A. Tolliver misses 2-pt shot from 2 ft,,77-77,,
3:31.0,,,77-77,,Defensive rebound by Team
3:31.0,Loose ball foul by A. Drummond (drawn by M. Smart),,77-77,,
3:31.0,,,77-77,,M. Smart misses free throw 1 of 2
3:31.0,,,77-77,,Offensive rebound by Team
3:31.0,,,77-78,1,M. Smart makes free throw 2 of 2
3:09.0,I. Smith makes 2-pt shot from 11 ft,2,79-78,,
2:46.0,,,79-80,2,A. Baynes makes 2-pt shot from 2 ft
2:29.0,T. Harris makes 2-pt shot from 3 ft (assist by A. Drummond),2,81-80,,
2:11.0,,,81-82,2,A. Horford makes 2-pt shot from 1 ft (assist by M. Smart)
1:58.0,Shooting foul by J. Brown (drawn by T. Harris),,81-82,,
1:58.0,T. Harris makes free throw 1 of 2,1,82-82,,
1:58.0,,,82-82,,K. Irving enters the game for J. Tatum
1:58.0,,,82-82,,T. Rozier enters the game for A. Horford
1:58.0,T. Harris makes free throw 2 of 2,1,83-82,,
1:40.0,,,83-84,2,K. Irving makes 2-pt shot from 7 ft
1:25.0,A. Bradley enters the game for T. Harris,,83-84,,
1:12.0,A. Bradley misses 2-pt shot from 20 ft,,83-84,,
1:10.0,,,83-84,,Defensive rebound by A. Baynes
1:04.0,,,83-86,2,M. Smart makes 2-pt shot from 1 ft (assist by K. Irving)
0:51.0,Shooting foul by M. Smart (drawn by A. Bradley),,83-86,,
0:51.0,A. Bradley misses free throw 1 of 2,,83-86,,
0:51.0,Offensive rebound by Team,,83-86,,
0:51.0,A. Bradley makes free throw 2 of 2,1,84-86,,
0:37.0,,,84-86,,Turnover by A. Baynes (bad pass)
0:27.0,A. Bradley misses 2-pt shot from 19 ft,,84-86,,
0:25.0,,,84-86,,Defensive rebound by A. Baynes
0:16.0,,,84-86,,K. Irving misses 2-pt shot from 15 ft
0:14.0,Defensive rebound by A. Drummond,,84-86,,
0:00.0,Shooting foul by K. Irving (drawn by I. Smith),,84-86,,
0:00.0,I. Smith makes free throw 1 of 2,1,85-86,,
0:00.0,I. Smith makes free throw 2 of 2,1,86-86,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:38.0,I. Smith makes 2-pt shot from 16 ft,2,88-86,,
11:10.0,,,88-86,,K. Irving misses 3-pt shot from 26 ft
11:08.0,Defensive rebound by L. Kennard,,88-86,,
11:00.0,L. Kennard misses 3-pt shot from 25 ft,,88-86,,
10:59.0,,,88-86,,Defensive rebound by Team
10:57.0,Loose ball foul by E. Moreland (drawn by M. Morris),,88-86,,
10:45.0,,,88-89,3,M. Morris makes 3-pt shot from 27 ft (assist by K. Irving)
10:30.0,A. Bradley makes 3-pt shot from 24 ft (assist by E. Moreland),3,91-89,,
10:18.0,,,91-89,,Turnover by K. Irving (bad pass; steal by A. Tolliver)
10:13.0,A. Tolliver makes 2-pt shot from 2 ft (assist by I. Smith),2,93-89,,
9:57.0,,,93-89,,T. Rozier misses 2-pt shot from 19 ft
9:57.0,Defensive rebound by E. Moreland,,93-89,,
9:48.0,I. Smith misses 2-pt shot from 8 ft,,93-89,,
9:48.0,,,93-89,,Defensive rebound by D. Theis
9:36.0,,,93-89,,Shooting foul by I. Smith (drawn by D. Theis)
9:36.0,,,93-90,1,D. Theis makes free throw 1 of 2
9:36.0,,,93-91,1,D. Theis makes free throw 2 of 2
9:14.0,I. Smith misses 2-pt shot from 2 ft,,93-91,,
9:14.0,Offensive rebound by Team,,93-91,,
9:12.0,Turnover by A. Bradley (turnover),,93-91,,
9:05.0,,,93-91,,Offensive foul by M. Morris (drawn by A. Tolliver)
9:05.0,,,93-91,,Turnover by M. Morris (offensive foul)
8:47.0,I. Smith misses 2-pt shot from 11 ft,,93-91,,
8:46.0,Offensive rebound by E. Moreland,,93-91,,
8:46.0,,,93-91,,Personal foul by D. Theis (drawn by E. Moreland)
8:40.0,,,93-91,,Personal foul by K. Irving (drawn by E. Moreland)
8:32.0,L. Kennard misses 3-pt shot from 25 ft,,93-91,,
8:27.0,Offensive rebound by A. Tolliver,,93-91,,
8:23.0,L. Kennard misses 2-pt shot from 3 ft,,93-91,,
8:20.0,Offensive rebound by E. Moreland,,93-91,,
8:18.0,I. Smith makes 2-pt shot from 7 ft (assist by E. Moreland),2,95-91,,
8:17.0,,,95-91,,Boston full timeout
8:17.0,,,95-91,,M. Smart enters the game for J. Brown
8:17.0,A. Drummond enters the game for E. Moreland,,95-91,,
8:03.0,,,95-91,,Turnover by K. Irving (lost ball; steal by A. Drummond)
7:59.0,A. Drummond makes 2-pt shot from 1 ft (assist by A. Bradley),2,97-91,,
7:46.0,,,97-91,,M. Morris misses 3-pt shot from 26 ft
7:42.0,Defensive rebound by I. Smith,,97-91,,
7:27.0,L. Kennard misses 3-pt shot from 24 ft,,97-91,,
7:23.0,,,97-91,,Defensive rebound by M. Smart
7:16.0,,,97-93,2,D. Theis makes 2-pt shot from 1 ft (assist by M. Smart)
7:16.0,,,97-93,,Shooting foul by A. Bradley (drawn by D. Theis)
7:16.0,,,97-93,,J. Tatum enters the game for K. Irving
7:16.0,,,97-94,1,D. Theis makes free throw 1 of 1
7:03.0,,,97-94,,Personal foul by D. Theis (drawn by A. Bradley)
7:03.0,,,97-94,,A. Horford enters the game for D. Theis
7:03.0,T. Harris enters the game for L. Kennard,,97-94,,
7:03.0,R. Jackson enters the game for I. Smith,,97-94,,
7:03.0,S. Johnson enters the game for A. Tolliver,,97-94,,
6:50.0,R. Jackson misses 3-pt shot from 24 ft,,97-94,,
6:47.0,,,97-94,,Defensive rebound by J. Tatum
6:28.0,,,97-97,3,M. Smart makes 3-pt shot from 26 ft
6:15.0,,,97-97,,Personal foul by M. Morris (drawn by A. Bradley)
6:15.0,L. Kennard enters the game for A. Bradley,,97-97,,
6:09.0,R. Jackson makes 2-pt shot from 9 ft,2,99-97,,
5:46.0,,,99-100,3,M. Smart makes 3-pt shot from 28 ft (assist by M. Morris)
5:36.0,,,99-100,,Personal take foul by A. Horford (drawn by A. Drummond)
5:36.0,A. Drummond makes free throw 1 of 2,1,100-100,,
5:36.0,A. Drummond misses free throw 2 of 2,,100-100,,
5:34.0,,,100-100,,Defensive rebound by M. Morris
5:18.0,,,100-100,,M. Morris misses 2-pt shot from 14 ft
5:14.0,Defensive rebound by A. Drummond,,100-100,,
4:54.0,A. Drummond makes 2-pt shot at rim,2,102-100,,
4:41.0,,,102-100,,A. Horford misses 3-pt shot from 26 ft
4:36.0,Defensive rebound by T. Harris,,102-100,,
4:20.0,T. Harris makes 2-pt shot from 9 ft,2,104-100,,
4:16.0,,,104-100,,Boston full timeout
4:16.0,,,104-100,,J. Brown enters the game for T. Rozier
4:16.0,,,104-100,,K. Irving enters the game for M. Morris
4:16.0,A. Bradley enters the game for L. Kennard,,104-100,,
4:06.0,,,104-100,,Shooting foul by S. Johnson (drawn by J. Tatum)
4:06.0,,,104-101,1,J. Tatum makes free throw 1 of 2
4:06.0,,,104-102,1,J. Tatum makes free throw 2 of 2
3:43.0,S. Johnson misses 3-pt shot from 22 ft,,104-102,,
3:39.0,Offensive rebound by T. Harris,,104-102,,
3:31.0,R. Jackson makes 2-pt shot at rim,2,106-102,,
3:08.0,,,106-102,,Turnover by M. Smart (bad pass; steal by A. Drummond)
3:08.0,A. Drummond makes 2-pt shot at rim,2,108-102,,
3:08.0,Shooting foul by K. Irving (drawn by A. Drummond),,108-102,,
3:08.0,A. Drummond makes free throw 1 of 1,1,109-102,,
2:56.0,Personal foul by A. Bradley (drawn by K. Irving),,109-102,,
2:56.0,,,109-102,,K. Irving misses free throw 1 of 2
2:56.0,,,109-102,,Offensive rebound by Team
2:56.0,,,109-103,1,K. Irving makes free throw 2 of 2
2:34.0,A. Drummond misses 2-pt shot from 1 ft (block by A. Horford),,109-103,,
2:34.0,Offensive rebound by A. Drummond,,109-103,,
2:34.0,A. Drummond makes 2-pt shot from 1 ft,2,111-103,,
2:34.0,Shooting foul by A. Horford (drawn by A. Drummond),,111-103,,
2:34.0,A. Drummond makes free throw 1 of 1,1,112-103,,
2:28.0,,,112-103,,K. Irving misses 3-pt shot from 26 ft
2:24.0,,,112-103,,Offensive rebound by J. Tatum
2:22.0,,,112-106,3,M. Smart makes 3-pt shot from 27 ft (assist by J. Tatum)
2:04.0,Turnover by R. Jackson (lost ball; steal by A. Horford),,112-106,,
1:59.0,,,112-106,,J. Tatum misses 2-pt shot from 1 ft
1:56.0,Defensive rebound by T. Harris,,112-106,,
1:37.0,R. Jackson misses 3-pt shot from 24 ft,,112-106,,
1:35.0,,,112-106,,Defensive rebound by A. Horford
1:29.0,,,112-108,2,J. Tatum makes 2-pt shot from 2 ft (assist by K. Irving)
1:07.0,Shooting foul by A. Horford (drawn by R. Jackson),,112-108,,
1:07.0,R. Jackson makes free throw 1 of 2,1,113-108,,
1:07.0,R. Jackson makes free throw 2 of 2,1,114-108,,
1:02.0,,,114-108,,K. Irving misses 3-pt shot from 25 ft
0:58.0,Defensive rebound by S. Johnson,,114-108,,
0:39.0,A. Bradley misses 2-pt shot from 3 ft (block by A. Horford),,114-108,,
0:35.0,,,114-108,,Defensive rebound by J. Brown
0:33.0,,,114-108,,M. Smart misses 3-pt shot from 30 ft
0:30.0,Defensive rebound by A. Drummond,,114-108,,
0:28.0,,,114-108,,Personal take foul by J. Tatum (drawn by A. Drummond)
