time,Sacramento,pts.away,score,pts.home,Cleveland
3:48.0,B. Bogdanovic enters the game for G. Hill,,13-11,,
3:48.0,K. Koufos enters the game for Z. Randolph,,13-11,,
3:39.0,Personal foul by B. Bogdanovic (drawn by D. Wade),,13-11,,
3:35.0,,,13-11,,J. Crowder misses 3-pt shot from 26 ft
3:32.0,Defensive rebound by K. Koufos,,13-11,,
3:29.0,D. Fox makes 2-pt shot from 19 ft,2,15-11,,
3:15.0,,,15-11,,Turnover by L. James (bad pass; steal by J. Sampson)
3:07.0,D. Fox misses 3-pt shot from 22 ft,,15-11,,
3:06.0,Offensive rebound by K. Koufos,,15-11,,
3:06.0,Sacramento full timeout,,15-11,,
3:06.0,,,15-11,,K. Korver enters the game for L. James
3:06.0,,,15-11,,J. Green enters the game for J. Crowder
3:06.0,V. Carter enters the game for J. Sampson,,15-11,,
2:58.0,B. Bogdanovic misses 3-pt shot from 24 ft,,15-11,,
2:54.0,,,15-11,,Defensive rebound by J. Green
2:41.0,,,15-11,,K. Love misses 3-pt shot from 26 ft
2:38.0,Defensive rebound by B. Bogdanovic,,15-11,,
2:33.0,K. Koufos makes 2-pt shot at rim (assist by B. Bogdanovic),2,17-11,,
2:18.0,,,17-13,2,K. Love makes 2-pt shot from 20 ft (assist by J. Smith)
1:54.0,D. Fox misses 2-pt shot from 20 ft,,17-13,,
1:51.0,,,17-13,,Defensive rebound by J. Smith
1:37.0,,,17-15,2,J. Green makes 2-pt shot from 16 ft
1:23.0,V. Carter misses 3-pt shot from 29 ft,,17-15,,
1:18.0,Offensive rebound by B. Bogdanovic,,17-15,,
1:13.0,B. Bogdanovic misses 3-pt shot from 23 ft,,17-15,,
1:10.0,,,17-15,,Defensive rebound by K. Love
1:04.0,,,17-15,,Shooting foul by B. Bogdanovic (drawn by D. Wade)
1:04.0,,,17-15,,D. Wade misses free throw 1 of 2
1:04.0,,,17-15,,Offensive rebound by Team
1:04.0,,,17-15,,C. Frye enters the game for K. Love
1:04.0,F. Mason enters the game for D. Fox,,17-15,,
1:04.0,B. Hield enters the game for G. Temple,,17-15,,
1:04.0,,,17-16,1,D. Wade makes free throw 2 of 2
0:44.0,B. Hield makes 2-pt shot from 8 ft (assist by K. Koufos),2,19-16,,
0:36.0,,,19-16,,D. Wade misses 2-pt shot from 2 ft
0:36.0,,,19-16,,Offensive rebound by D. Wade
0:32.0,,,19-16,,Turnover by D. Wade (bad pass; steal by B. Bogdanovic)
0:26.0,B. Bogdanovic makes 3-pt shot from 25 ft,3,22-16,,
0:04.0,,,22-19,3,J. Green makes 3-pt shot from 23 ft (assist by J. Smith)
0:00.0,B. Bogdanovic misses 3-pt shot from 44 ft,,22-19,,
0:00.0,Offensive rebound by Team,,22-19,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:46.0,,,22-19,,Shooting foul by F. Mason (drawn by J. Green)
11:46.0,,,22-20,1,J. Green makes free throw 1 of 2
11:46.0,,,22-21,1,J. Green makes free throw 2 of 2
11:29.0,K. Koufos makes 2-pt shot from 8 ft (assist by B. Bogdanovic),2,24-21,,
11:10.0,,,24-24,3,C. Frye makes 3-pt shot from 26 ft (assist by K. Korver)
10:48.0,K. Koufos misses 2-pt shot from 11 ft,,24-24,,
10:45.0,Offensive rebound by K. Koufos,,24-24,,
10:44.0,K. Koufos misses 2-pt shot from 11 ft,,24-24,,
10:40.0,,,24-24,,Defensive rebound by L. James
10:35.0,,,24-24,,Turnover by L. James (bad pass; steal by B. Hield)
10:30.0,B. Hield makes 2-pt shot from 15 ft,2,26-24,,
10:13.0,,,26-26,2,D. Wade makes 2-pt shot from 13 ft
9:54.0,V. Carter makes 3-pt shot from 24 ft (assist by F. Mason),3,29-26,,
9:37.0,,,29-26,,Shooting foul by B. Bogdanovic (drawn by L. James)
9:37.0,,,29-26,,L. James misses free throw 1 of 2
9:37.0,,,29-26,,Offensive rebound by Team
9:37.0,J. Sampson enters the game for B. Bogdanovic,,29-26,,
9:37.0,,,29-27,1,L. James makes free throw 2 of 2
9:21.0,,,29-27,,Def 3 sec tech foul by J. Green
9:21.0,B. Hield makes technical free throw,1,30-27,,
9:08.0,B. Hield misses 3-pt shot from 25 ft,,30-27,,
9:05.0,,,30-27,,Defensive rebound by L. James
9:01.0,,,30-27,,K. Korver misses 3-pt shot from 24 ft
9:01.0,,,30-27,,Offensive rebound by L. James
8:48.0,,,30-30,3,K. Korver makes 3-pt shot from 23 ft (assist by D. Wade)
8:38.0,F. Mason makes 2-pt shot from 19 ft,2,32-30,,
8:27.0,,,32-30,,Turnover by D. Wade (lost ball; steal by F. Mason)
8:22.0,Turnover by B. Hield (bad pass),,32-30,,
8:05.0,,,32-30,,C. Frye misses 3-pt shot from 25 ft
8:01.0,Defensive rebound by J. Sampson,,32-30,,
7:53.0,K. Koufos misses 2-pt shot from 9 ft,,32-30,,
7:47.0,,,32-30,,Defensive rebound by L. James
7:41.0,,,32-32,2,L. James makes 2-pt shot from 1 ft
7:41.0,,,32-32,,Shooting foul by B. Hield (drawn by L. James)
7:41.0,,,32-32,,J. Smith enters the game for D. Wade
7:41.0,,,32-32,,L. James misses free throw 1 of 1
7:39.0,Defensive rebound by K. Koufos,,32-32,,
7:30.0,Turnover by F. Mason (bad pass),,32-32,,
7:25.0,,,32-34,2,K. Korver makes 2-pt shot from 1 ft (assist by L. James)
7:20.0,Sacramento full timeout,,32-34,,
7:20.0,Z. Randolph enters the game for K. Koufos,,32-34,,
7:08.0,Z. Randolph makes 2-pt shot from 7 ft (assist by V. Carter),2,34-34,,
6:50.0,,,34-34,,Turnover by C. Frye (bad pass; steal by B. Hield)
6:47.0,Shooting foul by K. Korver (drawn by F. Mason),,34-34,,
6:47.0,F. Mason misses free throw 1 of 2,,34-34,,
6:47.0,Offensive rebound by Team,,34-34,,
6:47.0,F. Mason misses free throw 2 of 2,,34-34,,
6:45.0,,,34-34,,Defensive rebound by C. Frye
6:30.0,,,34-36,2,J. Green makes 2-pt shot from 1 ft (assist by C. Frye)
6:10.0,F. Mason misses 3-pt shot from 25 ft,,34-36,,
6:06.0,,,34-36,,Defensive rebound by K. Korver
5:57.0,,,34-36,,K. Korver misses 3-pt shot from 28 ft (block by V. Carter)
5:52.0,Defensive rebound by J. Sampson,,34-36,,
5:52.0,Shooting foul by C. Frye (drawn by F. Mason),,34-36,,
5:52.0,F. Mason makes free throw 1 of 2,1,35-36,,
5:52.0,,,35-36,,K. Love enters the game for C. Frye
5:52.0,G. Hill enters the game for V. Carter,,35-36,,
5:52.0,F. Mason makes free throw 2 of 2,1,36-36,,
5:44.0,,,36-36,,J. Green misses 2-pt shot from 3 ft (block by B. Hield)
5:44.0,,,36-36,,Offensive rebound by J. Green
5:42.0,,,36-36,,J. Green misses 2-pt shot from 3 ft (block by G. Hill)
5:42.0,Defensive rebound by G. Hill,,36-36,,
5:28.0,B. Hield makes 3-pt shot from 26 ft (assist by G. Hill),3,39-36,,
5:15.0,,,39-36,,K. Korver misses 3-pt shot from 25 ft
5:15.0,Defensive rebound by B. Hield,,39-36,,
5:09.0,F. Mason makes 2-pt shot at rim (assist by B. Hield),2,41-36,,
5:09.0,,,41-36,,Cleveland full timeout
5:09.0,,,41-36,,J. Crowder enters the game for J. Green
5:01.0,,,41-36,,J. Smith misses 3-pt shot from 25 ft
4:56.0,Defensive rebound by J. Sampson,,41-36,,
4:39.0,B. Hield makes 2-pt shot from 18 ft (assist by Z. Randolph),2,43-36,,
4:23.0,,,43-39,3,L. James makes 3-pt shot from 25 ft (assist by J. Crowder)
4:05.0,Turnover by F. Mason (bad pass; steal by L. James),,43-39,,
4:02.0,,,43-41,2,L. James makes 2-pt shot from 1 ft
4:02.0,Violation by G. Hill (def goaltending),,43-41,,
3:49.0,B. Hield makes 2-pt shot from 1 ft (assist by Z. Randolph),2,45-41,,
3:34.0,,,45-43,2,L. James makes 2-pt shot from 2 ft
3:25.0,Shooting foul by J. Smith (drawn by F. Mason),,45-43,,
3:25.0,F. Mason makes free throw 1 of 2,1,46-43,,
3:25.0,,,46-43,,D. Wade enters the game for K. Korver
3:25.0,F. Mason misses free throw 2 of 2,,46-43,,
3:23.0,,,46-43,,Defensive rebound by L. James
3:16.0,,,46-45,2,L. James makes 2-pt shot from 1 ft
3:16.0,,,46-45,,Shooting foul by J. Sampson (drawn by L. James)
3:16.0,D. Fox enters the game for F. Mason,,46-45,,
3:16.0,,,46-45,,L. James misses free throw 1 of 1
3:14.0,Defensive rebound by Z. Randolph,,46-45,,
2:55.0,Z. Randolph makes 3-pt shot from 25 ft (assist by G. Hill),3,49-45,,
2:35.0,,,49-45,,K. Love misses 3-pt shot from 25 ft
2:32.0,Defensive rebound by B. Hield,,49-45,,
2:25.0,D. Fox makes 2-pt shot from 1 ft (assist by B. Hield),2,51-45,,
2:25.0,Shooting foul by K. Love (drawn by D. Fox),,51-45,,
2:25.0,D. Fox misses free throw 1 of 1,,51-45,,
2:23.0,,,51-45,,Defensive rebound by L. James
2:07.0,,,51-45,,K. Love misses 3-pt shot from 26 ft
2:04.0,Defensive rebound by G. Hill,,51-45,,
2:02.0,Z. Randolph makes 2-pt shot at rim (assist by G. Hill),2,53-45,,
1:40.0,,,53-47,2,K. Love makes 2-pt shot from 2 ft (assist by L. James)
1:40.0,,,53-47,,Shooting foul by G. Hill (drawn by K. Love)
1:40.0,,,53-48,1,K. Love makes free throw 1 of 1
1:25.0,G. Hill misses 3-pt shot from 25 ft,,53-48,,
1:21.0,,,53-48,,Defensive rebound by J. Crowder
1:16.0,,,53-48,,L. James misses 3-pt shot from 26 ft
1:13.0,Defensive rebound by Z. Randolph,,53-48,,
0:53.0,Z. Randolph misses 2-pt shot from 8 ft,,53-48,,
0:49.0,Offensive rebound by J. Sampson,,53-48,,
0:49.0,J. Sampson makes 2-pt shot at rim,2,55-48,,
0:35.0,,,55-48,,D. Wade misses 2-pt shot from 13 ft
0:32.0,Defensive rebound by Z. Randolph,,55-48,,
0:19.0,Z. Randolph makes 2-pt shot from 6 ft,2,57-48,,
0:01.0,,,57-48,,Shooting foul by J. Sampson (drawn by D. Wade)
0:01.0,,,57-48,,D. Wade misses free throw 1 of 2
0:01.0,,,57-48,,Offensive rebound by Team
0:01.0,K. Koufos enters the game for B. Hield,,57-48,,
0:01.0,,,57-48,,D. Wade misses free throw 2 of 2
0:00.0,,,57-48,,Offensive rebound by J. Smith
0:00.0,,,57-48,,J. Smith misses 2-pt shot from 2 ft
0:00.0,,,57-48,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:47.0,,,57-48,,Turnover by K. Love (bad pass; steal by G. Temple)
11:40.0,G. Hill makes 3-pt shot from 26 ft,3,60-48,,
11:21.0,,,60-48,,Turnover by J. Smith (lost ball; steal by G. Temple)
11:20.0,,,60-48,,Personal foul by J. Smith (drawn by G. Hill)
11:20.0,,,60-48,,Technical foul by J. Smith
11:20.0,G. Temple misses technical free throw,,60-48,,
11:20.0,Offensive rebound by Team,,60-48,,
11:13.0,,,60-48,,Personal foul by J. Smith (drawn by G. Hill)
10:58.0,J. Sampson makes 2-pt shot from 2 ft (assist by G. Temple),2,62-48,,
10:40.0,,,62-48,,J. Crowder misses 3-pt shot from 24 ft
10:37.0,Defensive rebound by J. Sampson,,62-48,,
10:23.0,Z. Randolph misses 3-pt shot from 28 ft,,62-48,,
10:22.0,,,62-48,,Defensive rebound by Team
10:04.0,,,62-50,2,K. Love makes 2-pt shot from 12 ft (assist by J. Smith)
9:41.0,Z. Randolph misses 2-pt shot from 15 ft,,62-50,,
9:38.0,,,62-50,,Defensive rebound by J. Smith
9:34.0,,,62-50,,J. Smith misses 3-pt shot from 29 ft
9:30.0,Defensive rebound by J. Sampson,,62-50,,
9:16.0,,,62-50,,Personal foul by J. Crowder (drawn by J. Sampson)
9:03.0,G. Temple misses 3-pt shot from 26 ft,,62-50,,
9:01.0,,,62-50,,Defensive rebound by J. Smith
8:51.0,,,62-50,,Turnover by L. James (lost ball; steal by G. Hill)
8:45.0,Turnover by D. Fox (bad pass; steal by J. Calderon),,62-50,,
8:40.0,,,62-53,3,J. Smith makes 3-pt shot from 26 ft (assist by J. Calderon)
8:23.0,Z. Randolph makes 2-pt shot from 9 ft,2,64-53,,
8:09.0,,,64-53,,Shooting foul by G. Temple (drawn by K. Love)
8:09.0,,,64-54,1,K. Love makes free throw 1 of 2
8:09.0,,,64-55,1,K. Love makes free throw 2 of 2
7:55.0,G. Hill makes 3-pt shot from 26 ft (assist by D. Fox),3,67-55,,
7:34.0,,,67-58,3,L. James makes 3-pt shot from 25 ft (assist by K. Love)
7:14.0,G. Hill misses 3-pt shot from 26 ft,,67-58,,
7:11.0,,,67-58,,Defensive rebound by K. Love
7:01.0,,,67-58,,K. Love misses 3-pt shot from 25 ft
6:58.0,Defensive rebound by J. Sampson,,67-58,,
6:52.0,G. Temple misses 2-pt shot from 10 ft,,67-58,,
6:48.0,,,67-58,,Defensive rebound by K. Love
6:44.0,,,67-58,,Shooting foul by J. Sampson (drawn by L. James)
6:44.0,,,67-58,,Cleveland full timeout
6:44.0,,,67-59,1,L. James makes free throw 1 of 2
6:44.0,,,67-60,1,L. James makes free throw 2 of 2
6:33.0,Turnover by G. Hill (step out of bounds),,67-60,,
6:20.0,,,67-60,,J. Smith misses 3-pt shot from 23 ft
6:17.0,Defensive rebound by J. Sampson,,67-60,,
6:02.0,Z. Randolph makes 3-pt shot from 24 ft (assist by G. Temple),3,70-60,,
5:42.0,,,70-60,,J. Calderon misses 3-pt shot from 26 ft
5:39.0,Defensive rebound by J. Sampson,,70-60,,
5:31.0,J. Sampson misses 2-pt shot from 1 ft,,70-60,,
5:23.0,Offensive rebound by J. Sampson,,70-60,,
5:23.0,J. Sampson misses 2-pt shot at rim,,70-60,,
5:21.0,,,70-60,,Defensive rebound by K. Love
5:14.0,,,70-62,2,J. Crowder makes 2-pt shot from 16 ft
4:55.0,D. Fox misses 2-pt shot from 2 ft,,70-62,,
4:52.0,Offensive rebound by J. Sampson,,70-62,,
4:35.0,Z. Randolph misses 2-pt shot from 10 ft,,70-62,,
4:33.0,,,70-62,,Defensive rebound by L. James
4:20.0,,,70-62,,K. Love misses 2-pt shot from 1 ft
4:18.0,Defensive rebound by Z. Randolph,,70-62,,
4:03.0,G. Hill misses 2-pt shot from 18 ft,,70-62,,
4:01.0,,,70-62,,Defensive rebound by K. Love
3:52.0,,,70-65,3,K. Love makes 3-pt shot from 25 ft (assist by L. James)
3:52.0,Sacramento full timeout,,70-65,,
3:52.0,,,70-65,,D. Wade enters the game for J. Calderon
3:52.0,B. Bogdanovic enters the game for J. Sampson,,70-65,,
3:52.0,V. Carter enters the game for G. Temple,,70-65,,
3:33.0,B. Bogdanovic makes 2-pt shot from 1 ft (assist by Z. Randolph),2,72-65,,
3:18.0,Personal foul by Z. Randolph (drawn by L. James),,72-65,,
3:18.0,,,72-65,,C. Frye enters the game for K. Love
3:06.0,,,72-68,3,L. James makes 3-pt shot from 28 ft (assist by C. Frye)
2:49.0,V. Carter makes 2-pt shot from 1 ft (assist by B. Bogdanovic),2,74-68,,
2:37.0,,,74-71,3,L. James makes 3-pt shot from 31 ft
2:14.0,Z. Randolph misses 2-pt shot from 2 ft (block by L. James),,74-71,,
2:11.0,Offensive rebound by Team,,74-71,,
2:11.0,,,74-71,,K. Korver enters the game for J. Smith
2:11.0,,,74-71,,J. Green enters the game for J. Crowder
2:11.0,K. Koufos enters the game for Z. Randolph,,74-71,,
2:08.0,Turnover by Team (shot clock),,74-71,,
2:00.0,Personal block foul by K. Koufos (drawn by L. James),,74-71,,
2:00.0,F. Mason enters the game for D. Fox,,74-71,,
1:53.0,,,74-73,2,L. James makes 2-pt shot at rim (assist by D. Wade)
1:31.0,F. Mason makes 2-pt shot from 19 ft (assist by B. Bogdanovic),2,76-73,,
1:09.0,,,76-73,,Turnover by L. James (bad pass; steal by F. Mason)
1:04.0,F. Mason misses 2-pt shot from 1 ft,,76-73,,
1:01.0,,,76-73,,Defensive rebound by L. James
0:58.0,,,76-73,,Turnover by L. James (bad pass; steal by F. Mason)
0:50.0,K. Koufos makes 2-pt shot from 1 ft (assist by B. Bogdanovic),2,78-73,,
0:39.0,,,78-73,,C. Osman enters the game for L. James
0:39.0,B. Hield enters the game for G. Hill,,78-73,,
0:31.0,,,78-73,,D. Wade misses 3-pt shot from 26 ft
0:29.0,,,78-73,,Offensive rebound by Team
0:06.0,,,78-73,,C. Osman misses 3-pt shot from 25 ft
0:04.0,Defensive rebound by K. Koufos,,78-73,,
0:00.0,B. Hield misses 3-pt shot from 26 ft,,78-73,,
0:00.0,Offensive rebound by Team,,78-73,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:48.0,Turnover by B. Bogdanovic (bad pass),,78-73,,
11:36.0,,,78-76,3,K. Korver makes 3-pt shot from 24 ft (assist by D. Wade)
11:17.0,Shooting foul by C. Osman (drawn by F. Mason),,78-76,,
11:17.0,F. Mason makes free throw 1 of 2,1,79-76,,
11:17.0,F. Mason misses free throw 2 of 2,,79-76,,
11:15.0,,,79-76,,Defensive rebound by D. Wade
11:03.0,,,79-79,3,K. Korver makes 3-pt shot from 25 ft (assist by D. Wade)
10:45.0,B. Hield misses 2-pt shot from 11 ft (block by J. Green),,79-79,,
10:43.0,,,79-79,,Defensive rebound by C. Frye
10:37.0,,,79-82,3,K. Korver makes 3-pt shot from 27 ft (assist by J. Green)
10:35.0,Sacramento full timeout,,79-82,,
10:19.0,Shooting foul by C. Osman (drawn by F. Mason),,79-82,,
10:19.0,F. Mason makes free throw 1 of 2,1,80-82,,
10:19.0,F. Mason makes free throw 2 of 2,1,81-82,,
10:03.0,,,81-84,2,J. Green makes 2-pt shot from 2 ft (assist by D. Wade)
9:45.0,K. Koufos makes 2-pt shot from 1 ft (assist by B. Hield),2,83-84,,
9:31.0,,,83-84,,Turnover by K. Korver (bad pass; steal by B. Bogdanovic)
9:15.0,F. Mason makes 3-pt shot from 27 ft,3,86-84,,
8:54.0,Personal foul by F. Mason (drawn by C. Frye),,86-84,,
8:54.0,,,86-84,,L. James enters the game for C. Osman
8:46.0,,,86-86,2,C. Frye makes 2-pt shot at rim (assist by K. Korver)
8:27.0,B. Bogdanovic misses 3-pt shot from 28 ft,,86-86,,
8:24.0,,,86-86,,Defensive rebound by K. Korver
8:18.0,,,86-86,,Turnover by D. Wade (lost ball; steal by B. Hield)
8:09.0,B. Hield makes 3-pt shot from 26 ft (assist by F. Mason),3,89-86,,
7:54.0,,,89-86,,C. Frye misses 3-pt shot from 25 ft
7:50.0,Defensive rebound by B. Hield,,89-86,,
7:37.0,B. Bogdanovic misses 3-pt shot from 24 ft,,89-86,,
7:34.0,,,89-86,,Defensive rebound by K. Korver
7:23.0,,,89-88,2,L. James makes 2-pt shot from 1 ft (assist by C. Frye)
7:08.0,B. Hield misses 3-pt shot from 23 ft,,89-88,,
7:05.0,,,89-88,,Defensive rebound by C. Frye
7:00.0,,,89-88,,K. Korver misses 3-pt shot from 25 ft
6:57.0,Defensive rebound by F. Mason,,89-88,,
6:40.0,Turnover by B. Bogdanovic (bad pass; steal by L. James),,89-88,,
6:34.0,,,89-88,,Shooting foul by B. Bogdanovic (drawn by D. Wade)
6:34.0,,,89-88,,D. Wade misses free throw 1 of 2
6:34.0,,,89-88,,Offensive rebound by Team
6:34.0,Z. Randolph enters the game for V. Carter,,89-88,,
6:34.0,J. Sampson enters the game for K. Koufos,,89-88,,
6:34.0,,,89-89,1,D. Wade makes free throw 2 of 2
6:18.0,Turnover by B. Hield (lost ball; steal by L. James),,89-89,,
6:13.0,,,89-91,2,J. Green makes 2-pt shot at rim (assist by L. James)
6:13.0,Sacramento full timeout,,89-91,,
5:51.0,B. Bogdanovic misses 3-pt shot from 31 ft,,89-91,,
5:48.0,,,89-91,,Defensive rebound by L. James
5:38.0,,,89-91,,D. Wade misses 2-pt shot from 13 ft
5:38.0,Defensive rebound by J. Sampson,,89-91,,
5:16.0,B. Hield makes 2-pt shot at rim (assist by Z. Randolph),2,91-91,,
4:48.0,,,91-91,,L. James misses 3-pt shot from 25 ft
4:45.0,Defensive rebound by F. Mason,,91-91,,
4:38.0,Turnover by B. Hield (traveling),,91-91,,
4:38.0,,,91-91,,K. Love enters the game for C. Frye
4:38.0,G. Hill enters the game for B. Bogdanovic,,91-91,,
4:38.0,D. Fox enters the game for F. Mason,,91-91,,
4:26.0,,,91-93,2,J. Green makes 2-pt shot at rim (assist by L. James)
4:06.0,G. Hill makes 2-pt shot from 2 ft (assist by Z. Randolph),2,93-93,,
4:06.0,,,93-93,,Cleveland full timeout
4:06.0,,,93-93,,Cleveland full timeout
4:06.0,,,93-93,,J. Smith enters the game for D. Wade
3:44.0,,,93-93,,L. James misses 3-pt shot from 27 ft
3:40.0,Defensive rebound by Z. Randolph,,93-93,,
3:18.0,Z. Randolph misses 2-pt shot from 9 ft,,93-93,,
3:18.0,Offensive rebound by J. Sampson,,93-93,,
3:18.0,J. Sampson makes 2-pt shot at rim,2,95-93,,
2:55.0,,,95-93,,K. Love misses 2-pt shot from 11 ft
2:52.0,,,95-93,,Offensive rebound by L. James
2:50.0,,,95-93,,L. James misses 2-pt shot from 2 ft (block by G. Hill)
2:47.0,Defensive rebound by B. Hield,,95-93,,
2:31.0,B. Hield misses 2-pt shot from 3 ft (block by L. James),,95-93,,
2:28.0,,,95-93,,Defensive rebound by K. Love
2:23.0,,,95-93,,Shooting foul by Z. Randolph (drawn by J. Green)
2:23.0,,,95-94,1,J. Green makes free throw 1 of 2
2:23.0,,,95-95,1,J. Green makes free throw 2 of 2
2:01.0,Z. Randolph misses 2-pt shot from 10 ft,,95-95,,
1:58.0,,,95-95,,Defensive rebound by K. Love
1:36.0,,,95-97,2,L. James makes 2-pt shot from 4 ft
1:16.0,,,95-97,,Personal foul by K. Korver (drawn by D. Fox)
1:02.0,Turnover by Team (shot clock),,95-97,,
0:39.0,,,95-97,,J. Smith misses 3-pt shot from 25 ft
0:36.0,,,95-97,,Offensive rebound by J. Green
0:20.0,,,95-97,,Cleveland full timeout
0:20.0,,,95-97,,D. Wade enters the game for J. Green
0:16.0,,,95-100,3,L. James makes 3-pt shot from 24 ft (assist by D. Wade)
0:15.0,Sacramento full timeout,,95-100,,
0:15.0,,,95-100,,J. Green enters the game for K. Love
0:15.0,B. Bogdanovic enters the game for J. Sampson,,95-100,,
0:08.0,G. Hill misses 3-pt shot from 26 ft,,95-100,,
0:06.0,,,95-100,,Defensive rebound by D. Wade
0:06.0,Personal foul by B. Hield (drawn by D. Wade),,95-100,,
0:05.0,Personal foul by B. Hield (drawn by K. Korver),,95-100,,
0:05.0,,,95-101,1,K. Korver makes free throw 1 of 2
0:05.0,,,95-101,,C. Osman enters the game for L. James
0:05.0,,,95-101,,K. Korver misses free throw 2 of 2
0:01.0,Defensive rebound by D. Fox,,95-101,,
0:00.0,B. Hield misses 3-pt shot from 26 ft,,95-101,,
0:00.0,Offensive rebound by Team,,95-101,,
