time,San Antonio,pts.away,score,pts.home,Houston
5:27.0,,,4-17,2,J. Harden makes 2-pt shot from 2 ft
5:07.0,B. Paul misses 2-pt shot from 16 ft,,4-17,,
5:03.0,,,4-17,,Defensive rebound by J. Harden
4:56.0,,,4-17,,J. Harden misses 3-pt shot from 26 ft
4:54.0,Defensive rebound by D. Bertans,,4-17,,
4:46.0,B. Paul misses 2-pt shot from 1 ft,,4-17,,
4:44.0,,,4-17,,Defensive rebound by J. Harden
4:40.0,,,4-17,,Shooting foul by D. Bertans (drawn by L. Mbah a Moute)
4:40.0,,,4-17,,L. Mbah a Moute misses free throw 1 of 2
4:40.0,,,4-17,,Offensive rebound by Team
4:40.0,,,4-17,,J. Johnson enters the game for T. Ariza
4:40.0,,,4-17,,N. Hilario enters the game for C. Capela
4:40.0,,,4-17,,L. Mbah a Moute misses free throw 2 of 2
4:40.0,Defensive rebound by D. Bertans,,4-17,,
4:19.0,D. Bertans misses 3-pt shot from 23 ft,,4-17,,
4:16.0,,,4-17,,Defensive rebound by J. Johnson
3:58.0,,,4-19,2,N. Hilario makes 2-pt shot at rim (assist by J. Harden)
3:47.0,D. Bertans makes 2-pt shot from 9 ft (assist by J. Lauvergne),2,6-19,,
3:32.0,,,6-19,,E. Gordon misses 3-pt shot from 25 ft
3:30.0,Defensive rebound by J. Lauvergne,,6-19,,
3:20.0,Shooting foul by J. Harden (drawn by D. Green),,6-19,,
3:20.0,D. Green misses free throw 1 of 2,,6-19,,
3:20.0,Offensive rebound by Team,,6-19,,
3:20.0,D. Green makes free throw 2 of 2,1,7-19,,
2:58.0,,,7-19,,J. Johnson misses 3-pt shot from 26 ft
2:54.0,,,7-19,,Offensive rebound by J. Harden
2:52.0,,,7-19,,E. Gordon misses 3-pt shot from 26 ft
2:52.0,,,7-19,,Offensive rebound by N. Hilario
2:29.0,,,7-19,,J. Harden misses 3-pt shot from 26 ft
2:25.0,Defensive rebound by J. Lauvergne,,7-19,,
2:17.0,T. Parker makes 2-pt shot from 16 ft,2,9-19,,
2:16.0,,,9-19,,Houston full timeout
2:16.0,,,9-19,,C. Paul enters the game for J. Harden
2:03.0,,,9-19,,E. Gordon misses 3-pt shot from 23 ft
1:59.0,Defensive rebound by J. Lauvergne,,9-19,,
1:52.0,T. Parker makes 2-pt shot from 18 ft,2,11-19,,
1:34.0,,,11-19,,J. Johnson misses 2-pt shot from 14 ft
1:32.0,Defensive rebound by B. Paul,,11-19,,
1:22.0,D. Bertans makes 3-pt shot from 25 ft (assist by T. Parker),3,14-19,,
1:05.0,,,14-19,,N. Hilario misses 2-pt shot from 12 ft
1:01.0,Defensive rebound by D. Green,,14-19,,
0:47.0,T. Parker makes 2-pt shot from 14 ft,2,16-19,,
0:35.0,,,16-22,3,C. Paul makes 3-pt shot from 27 ft
0:30.0,T. Parker makes 2-pt shot from 19 ft,2,18-22,,
0:05.0,,,18-25,3,L. Mbah a Moute makes 3-pt shot from 25 ft (assist by C. Paul)
0:00.0,D. Bertans makes 3-pt shot from 26 ft (assist by T. Parker),3,21-25,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:46.0,,,21-27,2,C. Paul makes 2-pt shot at rim (assist by N. Hilario)
11:33.0,D. Bertans misses 3-pt shot from 24 ft,,21-27,,
11:29.0,,,21-27,,Defensive rebound by L. Mbah a Moute
11:26.0,,,21-29,2,N. Hilario makes 2-pt shot from 1 ft (assist by C. Paul)
11:25.0,San Antonio full timeout,,21-29,,
11:25.0,K. Anderson enters the game for T. Parker,,21-29,,
11:25.0,D. White enters the game for D. Green,,21-29,,
11:25.0,D. Murray enters the game for D. Bertans,,21-29,,
11:25.0,P. Gasol enters the game for J. Lauvergne,,21-29,,
11:25.0,R. Gay enters the game for P. Mills,,21-29,,
11:03.0,D. White makes 3-pt shot from 24 ft (assist by D. Murray),3,24-29,,
10:47.0,,,24-29,,E. Gordon misses 2-pt shot from 1 ft
10:45.0,Defensive rebound by D. Murray,,24-29,,
10:32.0,Turnover by R. Gay (out of bounds lost ball),,24-29,,
10:24.0,,,24-29,,C. Paul misses 3-pt shot from 25 ft
10:22.0,Defensive rebound by P. Gasol,,24-29,,
10:13.0,D. White misses 2-pt shot from 3 ft (block by N. Hilario),,24-29,,
10:12.0,,,24-29,,Defensive rebound by Team
10:12.0,,,24-29,,C. Capela enters the game for L. Mbah a Moute
10:12.0,,,24-29,,G. Green enters the game for N. Hilario
10:01.0,,,24-31,2,C. Capela makes 2-pt shot from 3 ft (assist by C. Paul)
9:44.0,P. Gasol misses 2-pt shot from 7 ft,,24-31,,
9:41.0,,,24-31,,Defensive rebound by G. Green
9:30.0,,,24-31,,G. Green misses 3-pt shot from 22 ft
9:28.0,Defensive rebound by R. Gay,,24-31,,
9:14.0,R. Gay misses 3-pt shot from 25 ft,,24-31,,
9:12.0,,,24-31,,Defensive rebound by G. Green
9:00.0,,,24-31,,C. Paul misses 2-pt shot from 10 ft
8:56.0,Defensive rebound by D. Murray,,24-31,,
8:51.0,D. Murray misses 2-pt shot at rim,,24-31,,
8:49.0,,,24-31,,Defensive rebound by C. Capela
8:41.0,,,24-34,3,G. Green makes 3-pt shot from 25 ft (assist by J. Johnson)
8:19.0,P. Gasol misses 2-pt shot from 4 ft,,24-34,,
8:18.0,Offensive rebound by P. Gasol,,24-34,,
8:18.0,P. Gasol makes 2-pt shot from 4 ft,2,26-34,,
8:18.0,,,26-34,,Violation by C. Capela (def goaltending)
8:06.0,,,26-36,2,C. Capela makes 2-pt shot from 2 ft (assist by C. Paul)
7:54.0,Shooting foul by J. Johnson (drawn by K. Anderson),,26-36,,
7:54.0,K. Anderson misses free throw 1 of 2,,26-36,,
7:54.0,Offensive rebound by Team,,26-36,,
7:54.0,,,26-36,,T. Ariza enters the game for E. Gordon
7:54.0,K. Anderson misses free throw 2 of 2,,26-36,,
7:54.0,,,26-36,,Defensive rebound by C. Capela
7:42.0,,,26-38,2,C. Paul makes 2-pt shot from 17 ft
7:22.0,Turnover by P. Gasol (turnover),,26-38,,
7:13.0,,,26-40,2,C. Paul makes 2-pt shot from 11 ft
7:12.0,San Antonio full timeout,,26-40,,
7:12.0,,,26-40,,J. Harden enters the game for J. Johnson
7:03.0,,,26-40,,Violation by G. Green (kicked ball)
6:53.0,K. Anderson misses 3-pt shot from 24 ft,,26-40,,
6:53.0,Offensive rebound by R. Gay,,26-40,,
6:41.0,R. Gay makes 2-pt shot at rim,2,28-40,,
6:22.0,,,28-40,,J. Harden misses 3-pt shot from 28 ft
6:22.0,,,28-40,,Offensive rebound by C. Paul
6:18.0,,,28-42,2,C. Paul makes 2-pt shot from 13 ft
6:01.0,R. Gay misses 2-pt shot from 11 ft,,28-42,,
5:59.0,,,28-42,,Defensive rebound by C. Capela
5:51.0,,,28-42,,C. Capela misses 2-pt shot from 1 ft
5:51.0,,,28-42,,Offensive rebound by G. Green
5:42.0,,,28-42,,G. Green misses 3-pt shot from 26 ft
5:40.0,Defensive rebound by D. White,,28-42,,
5:32.0,D. White misses 2-pt shot from 1 ft,,28-42,,
5:31.0,Offensive rebound by Team,,28-42,,
5:31.0,,,28-42,,Loose ball foul by G. Green (drawn by P. Gasol)
5:31.0,,,28-42,,P. Tucker enters the game for C. Paul
5:31.0,,,28-42,,E. Gordon enters the game for G. Green
5:31.0,B. Forbes enters the game for K. Anderson,,28-42,,
5:31.0,B. Paul enters the game for D. White,,28-42,,
5:21.0,D. Murray makes 2-pt shot from 10 ft,2,30-42,,
5:00.0,,,30-42,,E. Gordon misses 3-pt shot from 25 ft
4:58.0,Defensive rebound by R. Gay,,30-42,,
4:38.0,B. Forbes misses 3-pt shot from 25 ft,,30-42,,
4:36.0,,,30-42,,Defensive rebound by Team
4:36.0,Loose ball foul by P. Gasol (drawn by T. Ariza),,30-42,,
4:36.0,T. Parker enters the game for D. Murray,,30-42,,
4:36.0,J. Lauvergne enters the game for P. Gasol,,30-42,,
4:29.0,,,30-42,,Offensive foul by C. Capela (drawn by B. Paul)
4:29.0,,,30-42,,Turnover by C. Capela (offensive foul)
4:09.0,J. Lauvergne makes 2-pt shot from 9 ft,2,32-42,,
3:58.0,,,32-44,2,C. Capela makes 2-pt shot from 1 ft (assist by J. Harden)
3:58.0,,,32-44,,Shooting foul by R. Gay (drawn by C. Capela)
3:58.0,D. Bertans enters the game for R. Gay,,32-44,,
3:58.0,,,32-44,,C. Capela misses free throw 1 of 1
3:54.0,Defensive rebound by J. Lauvergne,,32-44,,
3:40.0,D. Bertans misses 2-pt shot from 19 ft,,32-44,,
3:38.0,,,32-44,,Defensive rebound by P. Tucker
3:26.0,,,32-44,,Turnover by J. Harden (bad pass; steal by D. Bertans)
3:23.0,,,32-44,,Violation by T. Ariza (kicked ball)
3:11.0,D. Bertans makes 3-pt shot from 26 ft (assist by J. Lauvergne),3,35-44,,
2:51.0,,,35-46,2,J. Harden makes 2-pt shot from 7 ft
2:39.0,Turnover by J. Lauvergne (out of bounds lost ball),,35-46,,
2:23.0,,,35-46,,J. Harden misses 2-pt shot from 2 ft
2:22.0,,,35-46,,Offensive rebound by J. Harden
2:20.0,,,35-46,,J. Harden misses 2-pt shot from 2 ft
2:20.0,,,35-46,,Offensive rebound by Team
2:16.0,,,35-49,3,J. Harden makes 3-pt shot from 23 ft (assist by E. Gordon)
2:01.0,Turnover by T. Parker (bad pass; steal by P. Tucker),,35-49,,
2:01.0,Personal foul by B. Paul (drawn by P. Tucker),,35-49,,
1:51.0,,,35-49,,Shooting foul by D. Bertans (drawn by J. Harden)
1:51.0,,,35-50,1,J. Harden makes free throw 1 of 2
1:51.0,,,35-51,1,J. Harden makes free throw 2 of 2
1:35.0,Shooting foul by P. Tucker (drawn by B. Forbes),,35-51,,
1:35.0,B. Forbes makes free throw 1 of 2,1,36-51,,
1:35.0,B. Forbes makes free throw 2 of 2,1,37-51,,
1:13.0,,,37-51,,J. Harden misses 3-pt shot from 26 ft
1:10.0,,,37-51,,Offensive rebound by C. Capela
1:09.0,,,37-53,2,C. Capela makes 2-pt shot from 2 ft
0:56.0,B. Forbes makes 3-pt shot from 23 ft (assist by T. Parker),3,40-53,,
0:56.0,Shooting foul by C. Capela (drawn by B. Forbes),,40-53,,
0:56.0,B. Forbes makes free throw 1 of 1,1,41-53,,
0:47.0,Personal foul by B. Paul (drawn by E. Gordon),,41-53,,
0:47.0,,,41-54,1,E. Gordon makes free throw 1 of 2
0:47.0,,,41-54,,E. Gordon misses free throw 2 of 2
0:47.0,Defensive rebound by D. Bertans,,41-54,,
0:39.0,T. Parker makes 2-pt shot from 2 ft,2,43-54,,
0:27.0,,,43-54,,Turnover by C. Capela (step out of bounds)
0:06.0,Shooting foul by C. Capela (drawn by B. Paul),,43-54,,
0:06.0,B. Paul misses free throw 1 of 2,,43-54,,
0:06.0,Offensive rebound by Team,,43-54,,
0:06.0,K. Anderson enters the game for D. Bertans,,43-54,,
0:06.0,B. Paul misses free throw 2 of 2,,43-54,,
0:06.0,Offensive rebound by K. Anderson,,43-54,,
0:03.0,K. Anderson misses 2-pt shot from 4 ft,,43-54,,
0:01.0,,,43-54,,Defensive rebound by P. Tucker
0:00.0,,,43-54,,J. Harden misses 3-pt shot from 48 ft
0:00.0,,,43-54,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:46.0,,,43-54,,T. Ariza misses 3-pt shot from 25 ft
11:43.0,Defensive rebound by P. Gasol,,43-54,,
11:34.0,Shooting foul by J. Harden (drawn by D. Murray),,43-54,,
11:34.0,D. Murray makes free throw 1 of 2,1,44-54,,
11:34.0,D. Murray misses free throw 2 of 2,,44-54,,
11:34.0,,,44-54,,Defensive rebound by P. Tucker
11:09.0,,,44-54,,J. Harden misses 3-pt shot from 23 ft (block by B. Paul)
11:09.0,,,44-54,,Offensive rebound by Team
11:09.0,,,44-54,,Turnover by Team (shot clock)
11:00.0,Turnover by B. Paul (bad pass),,44-54,,
10:42.0,,,44-56,2,C. Capela makes 2-pt shot from 2 ft (assist by C. Paul)
10:18.0,,,44-56,,Personal foul by J. Harden (drawn by P. Gasol)
10:12.0,Turnover by D. Murray (bad pass; steal by P. Tucker),,44-56,,
10:08.0,,,44-58,2,P. Tucker makes 2-pt shot from 2 ft
10:08.0,San Antonio full timeout,,44-58,,
9:54.0,D. Green makes 3-pt shot from 23 ft (assist by P. Gasol),3,47-58,,
9:39.0,,,47-61,3,T. Ariza makes 3-pt shot from 24 ft (assist by C. Paul)
9:34.0,San Antonio full timeout,,47-61,,
9:19.0,Turnover by D. Murray (lost ball; steal by C. Capela),,47-61,,
9:19.0,,,47-61,,Turnover by C. Paul (traveling)
9:00.0,Shooting foul by P. Tucker (drawn by P. Gasol),,47-61,,
9:00.0,P. Gasol makes free throw 1 of 2,1,48-61,,
9:00.0,P. Gasol makes free throw 2 of 2,1,49-61,,
8:44.0,,,49-61,,Offensive foul by C. Capela (drawn by D. Green)
8:44.0,,,49-61,,Turnover by C. Capela (offensive foul)
8:44.0,,,49-61,,N. Hilario enters the game for C. Capela
8:44.0,J. Lauvergne enters the game for P. Gasol,,49-61,,
8:31.0,D. Green misses 3-pt shot from 23 ft,,49-61,,
8:28.0,,,49-61,,Defensive rebound by T. Ariza
8:15.0,,,49-61,,Shooting foul by J. Lauvergne (drawn by J. Harden)
8:15.0,,,49-62,1,J. Harden makes free throw 1 of 2
8:15.0,,,49-63,1,J. Harden makes free throw 2 of 2
8:06.0,D. Murray makes 2-pt shot from 2 ft,2,51-63,,
7:53.0,,,51-66,3,T. Ariza makes 3-pt shot from 25 ft (assist by J. Harden)
7:41.0,D. Murray makes 2-pt shot from 11 ft,2,53-66,,
7:19.0,,,53-66,,T. Ariza misses 3-pt shot from 25 ft
7:16.0,Defensive rebound by D. Murray,,53-66,,
7:06.0,D. Green misses 3-pt shot from 25 ft,,53-66,,
7:02.0,,,53-66,,Defensive rebound by T. Ariza
6:54.0,,,53-68,2,J. Harden makes 2-pt shot from 4 ft
6:36.0,Turnover by J. Lauvergne (bad pass),,53-68,,
6:36.0,,,53-68,,E. Gordon enters the game for C. Paul
6:36.0,B. Forbes enters the game for D. Murray,,53-68,,
6:36.0,T. Parker enters the game for D. Green,,53-68,,
6:24.0,,,53-68,,E. Gordon misses 3-pt shot from 25 ft
6:20.0,,,53-68,,Offensive rebound by N. Hilario
6:18.0,,,53-68,,E. Gordon misses 3-pt shot from 25 ft
6:18.0,Defensive rebound by Team,,53-68,,
6:17.0,,,53-68,,Loose ball foul by N. Hilario (drawn by D. Bertans)
6:17.0,R. Gay enters the game for D. Bertans,,53-68,,
6:00.0,B. Paul misses 3-pt shot from 23 ft,,53-68,,
5:57.0,,,53-68,,Defensive rebound by P. Tucker
5:51.0,,,53-71,3,J. Harden makes 3-pt shot from 24 ft
5:31.0,Turnover by T. Parker (bad pass; steal by P. Tucker),,53-71,,
5:26.0,,,53-71,,Shooting foul by B. Paul (drawn by J. Harden)
5:26.0,,,53-72,1,J. Harden makes free throw 1 of 3
5:26.0,,,53-73,1,J. Harden makes free throw 2 of 3
5:26.0,,,53-73,,L. Mbah a Moute enters the game for P. Tucker
5:26.0,,,53-74,1,J. Harden makes free throw 3 of 3
5:08.0,J. Lauvergne misses 2-pt shot from 10 ft,,53-74,,
5:05.0,,,53-74,,Defensive rebound by J. Harden
5:03.0,Personal foul by B. Paul (drawn by J. Harden),,53-74,,
4:55.0,,,53-76,2,N. Hilario makes 2-pt shot from 1 ft
4:35.0,R. Gay misses 2-pt shot from 6 ft,,53-76,,
4:32.0,Offensive rebound by R. Gay,,53-76,,
4:31.0,R. Gay makes 2-pt shot from 6 ft,2,55-76,,
4:18.0,,,55-78,2,L. Mbah a Moute makes 2-pt shot from 1 ft (assist by J. Harden)
4:07.0,Shooting foul by E. Gordon (drawn by T. Parker),,55-78,,
4:07.0,T. Parker makes free throw 1 of 2,1,56-78,,
4:07.0,,,56-78,,J. Johnson enters the game for T. Ariza
4:07.0,D. White enters the game for B. Paul,,56-78,,
4:07.0,T. Parker makes free throw 2 of 2,1,57-78,,
3:56.0,,,57-80,2,J. Harden makes 2-pt shot from 14 ft
3:45.0,T. Parker misses 2-pt shot from 1 ft (block by N. Hilario),,57-80,,
3:43.0,,,57-80,,Defensive rebound by L. Mbah a Moute
3:38.0,,,57-82,2,L. Mbah a Moute makes 2-pt shot at rim (assist by J. Johnson)
3:38.0,San Antonio full timeout,,57-82,,
3:38.0,,,57-82,,G. Green enters the game for E. Gordon
3:38.0,P. Mills enters the game for T. Parker,,57-82,,
3:28.0,R. Gay makes 3-pt shot from 25 ft (assist by P. Mills),3,60-82,,
3:09.0,,,60-82,,J. Harden misses 3-pt shot from 24 ft
3:07.0,Defensive rebound by P. Mills,,60-82,,
3:01.0,P. Mills misses 2-pt shot from 20 ft,,60-82,,
2:57.0,,,60-82,,Defensive rebound by G. Green
2:36.0,,,60-82,,Turnover by Team (shot clock)
2:36.0,M. Costello enters the game for J. Lauvergne,,60-82,,
2:30.0,B. Forbes misses 2-pt shot from 17 ft,,60-82,,
2:24.0,,,60-82,,Defensive rebound by J. Harden
2:18.0,,,60-82,,Shooting foul by R. Gay (drawn by J. Harden)
2:18.0,,,60-83,1,J. Harden makes free throw 1 of 2
2:18.0,,,60-84,1,J. Harden makes free throw 2 of 2
2:06.0,R. Gay misses 3-pt shot from 25 ft,,60-84,,
2:02.0,,,60-84,,Defensive rebound by G. Green
1:49.0,,,60-84,,Turnover by J. Harden (bad pass; steal by M. Costello)
1:45.0,B. Forbes misses 3-pt shot from 26 ft,,60-84,,
1:42.0,,,60-84,,Defensive rebound by G. Green
1:21.0,,,60-86,2,L. Mbah a Moute makes 2-pt shot from 1 ft (assist by J. Johnson)
1:06.0,P. Mills makes 3-pt shot from 26 ft (assist by B. Forbes),3,63-86,,
0:40.0,,,63-86,,J. Harden misses 3-pt shot from 24 ft
0:37.0,Defensive rebound by D. White,,63-86,,
0:33.0,Shooting foul by N. Hilario (drawn by D. White),,63-86,,
0:33.0,D. White makes free throw 1 of 2,1,64-86,,
0:33.0,D. White makes free throw 2 of 2,1,65-86,,
0:29.0,,,65-86,,Shooting foul by M. Costello (drawn by J. Harden)
0:29.0,,,65-87,1,J. Harden makes free throw 1 of 2
0:29.0,,,65-88,1,J. Harden makes free throw 2 of 2
0:07.0,B. Forbes makes 2-pt shot from 10 ft (assist by P. Mills),2,67-88,,
0:00.0,,,67-88,,J. Harden misses 3-pt shot from 25 ft
0:00.0,,,67-88,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:45.0,D. White makes 3-pt shot from 24 ft (assist by M. Costello),3,70-88,,
11:19.0,,,70-88,,C. Paul misses 3-pt shot from 24 ft (block by D. White)
11:13.0,Defensive rebound by M. Costello,,70-88,,
11:04.0,Turnover by B. Paul (bad pass; steal by C. Paul),,70-88,,
10:57.0,,,70-88,,G. Green misses 3-pt shot from 23 ft
10:52.0,Defensive rebound by D. White,,70-88,,
10:48.0,,,70-88,,Violation by G. Green (kicked ball)
10:48.0,D. Murray enters the game for D. White,,70-88,,
10:39.0,Shooting foul by C. Capela (drawn by K. Anderson),,70-88,,
10:39.0,K. Anderson makes free throw 1 of 2,1,71-88,,
10:39.0,K. Anderson makes free throw 2 of 2,1,72-88,,
10:31.0,,,72-88,,Offensive foul by G. Green (drawn by B. Paul)
10:31.0,,,72-88,,Turnover by G. Green (offensive foul)
10:31.0,,,72-88,,P. Tucker enters the game for C. Capela
10:17.0,B. Paul misses 2-pt shot from 3 ft (block by G. Green),,72-88,,
10:13.0,,,72-88,,Defensive rebound by G. Green
10:11.0,Personal foul by K. Anderson (drawn by C. Paul),,72-88,,
9:57.0,,,72-91,3,P. Tucker makes 3-pt shot from 22 ft (assist by L. Mbah a Moute)
9:45.0,B. Forbes makes 2-pt shot from 21 ft (assist by D. Murray),2,74-91,,
9:35.0,,,74-91,,G. Green misses 2-pt shot from 12 ft
9:33.0,Defensive rebound by B. Paul,,74-91,,
9:25.0,K. Anderson makes 2-pt shot from 14 ft (assist by B. Forbes),2,76-91,,
8:59.0,,,76-91,,G. Green misses 3-pt shot from 24 ft
8:57.0,,,76-91,,Offensive rebound by L. Mbah a Moute
8:46.0,,,76-94,3,G. Green makes 3-pt shot from 25 ft (assist by C. Paul)
8:33.0,K. Anderson misses 3-pt shot from 26 ft,,76-94,,
8:29.0,Offensive rebound by B. Forbes,,76-94,,
8:22.0,D. Murray misses 2-pt shot from 20 ft,,76-94,,
8:19.0,,,76-94,,Defensive rebound by C. Paul
8:12.0,,,76-96,2,C. Paul makes 2-pt shot from 14 ft
7:59.0,K. Anderson misses 2-pt shot from 7 ft,,76-96,,
7:57.0,,,76-96,,Defensive rebound by G. Green
7:46.0,,,76-99,3,C. Paul makes 3-pt shot from 23 ft
7:45.0,San Antonio full timeout,,76-99,,
7:45.0,,,76-99,,C. Capela enters the game for C. Paul
7:45.0,,,76-99,,T. Ariza enters the game for L. Mbah a Moute
7:45.0,,,76-99,,E. Gordon enters the game for P. Tucker
7:45.0,D. White enters the game for D. Murray,,76-99,,
7:45.0,D. Bertans enters the game for K. Anderson,,76-99,,
7:30.0,B. Forbes makes 2-pt shot from 2 ft (assist by B. Paul),2,78-99,,
7:13.0,,,78-99,,G. Green misses 3-pt shot from 24 ft
7:09.0,Defensive rebound by M. Costello,,78-99,,
6:52.0,D. White makes 3-pt shot from 25 ft (assist by M. Costello),3,81-99,,
6:28.0,,,81-102,3,G. Green makes 3-pt shot from 22 ft (assist by E. Gordon)
6:07.0,D. White misses 2-pt shot from 1 ft (block by C. Capela),,81-102,,
6:07.0,Offensive rebound by Team,,81-102,,
5:59.0,B. Paul misses 3-pt shot from 25 ft,,81-102,,
5:56.0,,,81-102,,Defensive rebound by E. Gordon
5:48.0,,,81-102,,Turnover by E. Gordon (out of bounds lost ball)
5:34.0,M. Costello makes 2-pt shot from 1 ft (assist by D. Bertans),2,83-102,,
5:25.0,,,83-102,,Turnover by E. Gordon (traveling)
5:25.0,R. Gay enters the game for D. Bertans,,83-102,,
5:12.0,Offensive foul by R. Gay (drawn by J. Johnson),,83-102,,
5:12.0,Turnover by R. Gay (offensive foul),,83-102,,
5:03.0,,,83-102,,Turnover by E. Gordon (bad pass; steal by B. Forbes)
4:57.0,R. Gay makes 2-pt shot from 2 ft (assist by D. White),2,85-102,,
4:40.0,,,85-102,,Shooting foul by M. Costello (drawn by T. Ariza)
4:40.0,,,85-103,1,T. Ariza makes free throw 1 of 2
4:40.0,,,85-103,,L. Mbah a Moute enters the game for E. Gordon
4:40.0,,,85-104,1,T. Ariza makes free throw 2 of 2
4:30.0,D. White makes 3-pt shot from 25 ft,3,88-104,,
4:10.0,,,88-104,,Offensive charge foul by L. Mbah a Moute (drawn by B. Paul)
4:10.0,,,88-104,,Turnover by L. Mbah a Moute (offensive foul)
4:10.0,,,88-104,,T. Black enters the game for C. Capela
4:03.0,,,88-104,,Personal foul by T. Ariza (drawn by R. Gay)
3:55.0,R. Gay misses 2-pt shot from 17 ft,,88-104,,
3:51.0,,,88-104,,Defensive rebound by J. Johnson
3:44.0,,,88-104,,G. Green misses 3-pt shot from 24 ft
3:43.0,Defensive rebound by Team,,88-104,,
3:43.0,,,88-104,,Loose ball foul by T. Black (drawn by R. Gay)
