time,Utah,pts.away,score,pts.home,Sacramento
6:48.0,J. Johnson makes 2-pt shot from 6 ft (assist by R. Rubio),2,6-9,,
6:25.0,,,6-9,,Z. Randolph misses 2-pt shot from 6 ft
6:22.0,Defensive rebound by D. Favors,,6-9,,
6:10.0,J. Ingles misses 3-pt shot from 25 ft,,6-9,,
6:08.0,,,6-9,,Defensive rebound by Z. Randolph
6:04.0,,,6-9,,Shooting foul by R. Rubio (drawn by D. Fox)
6:04.0,,,6-9,,Sacramento full timeout
6:04.0,R. Hood enters the game for J. Ingles,,6-9,,
6:04.0,,,6-10,1,D. Fox makes free throw 1 of 2
6:04.0,,,6-11,1,D. Fox makes free throw 2 of 2
5:47.0,D. Mitchell makes 2-pt shot from 7 ft,2,8-11,,
5:29.0,,,8-11,,Turnover by Z. Randolph (bad pass; steal by J. Johnson)
5:13.0,R. Rubio misses 3-pt shot from 25 ft,,8-11,,
5:09.0,,,8-11,,Defensive rebound by B. Bogdanovic
4:53.0,,,8-13,2,W. Cauley-Stein makes 2-pt shot from 9 ft (assist by G. Hill)
4:35.0,Turnover by R. Rubio (bad pass; steal by Z. Randolph),,8-13,,
4:35.0,Personal foul by D. Mitchell (drawn by D. Fox),,8-13,,
4:35.0,,,8-14,1,D. Fox makes clear path free throw 1 of 2
4:35.0,,,8-15,1,D. Fox makes clear path free throw 2 of 2
4:35.0,,,8-15,,B. Hield enters the game for D. Fox
4:19.0,,,8-18,3,B. Bogdanovic makes 3-pt shot from 26 ft (assist by Z. Randolph)
3:55.0,D. Favors makes 2-pt shot from 16 ft (assist by R. Rubio),2,10-18,,
3:44.0,,,10-18,,Turnover by Z. Randolph (bad pass; steal by D. Mitchell)
3:41.0,D. Mitchell makes 2-pt shot at rim,2,12-18,,
3:26.0,,,12-18,,B. Hield misses 3-pt shot from 24 ft
3:26.0,Defensive rebound by Team,,12-18,,
3:25.0,,,12-18,,K. Koufos enters the game for Z. Randolph
3:25.0,R. Neto enters the game for R. Rubio,,12-18,,
3:02.0,D. Favors makes 2-pt shot from 1 ft (assist by D. Mitchell),2,14-18,,
3:02.0,Shooting foul by W. Cauley-Stein (drawn by D. Favors),,14-18,,
3:02.0,D. Favors makes free throw 1 of 1,1,15-18,,
2:50.0,,,15-21,3,G. Hill makes 3-pt shot from 24 ft (assist by K. Koufos)
2:47.0,Utah full timeout,,15-21,,
2:47.0,R. O'Neale enters the game for D. Mitchell,,15-21,,
2:29.0,R. Hood makes 3-pt shot from 25 ft (assist by R. Neto),3,18-21,,
2:10.0,,,18-21,,B. Hield misses 2-pt shot from 20 ft
2:07.0,Defensive rebound by R. Hood,,18-21,,
1:52.0,R. O'Neale misses 2-pt shot from 2 ft,,18-21,,
1:48.0,Offensive rebound by D. Favors,,18-21,,
1:48.0,D. Favors misses 2-pt shot at rim,,18-21,,
1:47.0,Offensive rebound by D. Favors,,18-21,,
1:47.0,D. Favors misses 2-pt shot at rim,,18-21,,
1:46.0,Offensive rebound by D. Favors,,18-21,,
1:35.0,R. Hood misses 3-pt shot from 26 ft,,18-21,,
1:30.0,,,18-21,,Defensive rebound by K. Koufos
1:15.0,,,18-21,,Turnover by W. Cauley-Stein (bad pass; steal by R. Hood)
1:13.0,R. Hood misses 2-pt shot from 2 ft (block by B. Hield),,18-21,,
1:13.0,Offensive rebound by Team,,18-21,,
1:13.0,,,18-21,,M. Richardson enters the game for W. Cauley-Stein
1:13.0,,,18-21,,J. Jackson enters the game for B. Bogdanovic
1:13.0,E. Udoh enters the game for D. Favors,,18-21,,
1:09.0,,,18-21,,Personal foul by J. Jackson (drawn by R. Hood)
0:55.0,Turnover by R. Neto (bad pass; steal by J. Jackson),,18-21,,
0:37.0,,,18-21,,J. Jackson misses 2-pt shot from 2 ft (block by E. Udoh)
0:34.0,,,18-21,,Offensive rebound by K. Koufos
0:32.0,,,18-21,,Turnover by K. Koufos (lost ball; steal by E. Udoh)
0:29.0,R. O'Neale makes 2-pt shot at rim (assist by R. Neto),2,20-21,,
0:06.0,,,20-21,,K. Koufos misses 2-pt shot from 5 ft
0:01.0,Defensive rebound by R. Hood,,20-21,,
0:00.0,R. Hood makes 3-pt shot from 25 ft,3,23-21,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:44.0,,,23-23,2,B. Hield makes 2-pt shot from 13 ft
11:28.0,R. Hood makes 2-pt shot from 20 ft (assist by E. Udoh),2,25-23,,
11:14.0,,,25-23,,K. Koufos misses 2-pt shot from 2 ft
11:13.0,,,25-23,,Offensive rebound by K. Koufos
11:10.0,,,25-26,3,B. Hield makes 3-pt shot from 24 ft (assist by D. Fox)
10:44.0,E. Udoh misses 2-pt shot from 2 ft (block by B. Hield),,25-26,,
10:42.0,,,25-26,,Defensive rebound by B. Hield
10:39.0,Violation by R. O'Neale (kicked ball),,25-26,,
10:39.0,J. Ingles enters the game for J. Johnson,,25-26,,
10:26.0,,,25-26,,J. Jackson misses 3-pt shot from 26 ft
10:26.0,Defensive rebound by Team,,25-26,,
10:09.0,R. Hood misses 3-pt shot from 24 ft,,25-26,,
10:04.0,,,25-26,,Defensive rebound by J. Jackson
9:48.0,,,25-26,,Shooting foul by R. O'Neale (drawn by M. Richardson)
9:48.0,,,25-26,,M. Richardson misses free throw 1 of 2
9:48.0,,,25-26,,Offensive rebound by Team
9:48.0,R. Rubio enters the game for R. Neto,,25-26,,
9:48.0,,,25-27,1,M. Richardson makes free throw 2 of 2
9:26.0,R. Rubio misses 2-pt shot from 18 ft,,25-27,,
9:22.0,,,25-27,,Defensive rebound by M. Richardson
9:11.0,,,25-27,,M. Richardson misses 3-pt shot from 24 ft
9:08.0,Defensive rebound by R. O'Neale,,25-27,,
8:58.0,R. Rubio makes 3-pt shot from 23 ft (assist by R. O'Neale),3,28-27,,
8:43.0,,,28-27,,Offensive foul by K. Koufos (drawn by R. O'Neale)
8:43.0,,,28-27,,Turnover by K. Koufos (offensive foul)
8:27.0,E. Udoh makes 2-pt shot at rim (assist by J. Ingles),2,30-27,,
8:06.0,,,30-27,,Turnover by D. Fox (traveling)
8:06.0,D. Mitchell enters the game for R. Hood,,30-27,,
7:52.0,R. O'Neale makes 2-pt shot from 15 ft,2,32-27,,
7:43.0,,,32-27,,Sacramento full timeout
7:43.0,,,32-27,,B. Bogdanovic enters the game for J. Jackson
7:35.0,,,32-29,2,B. Bogdanovic makes 2-pt shot from 17 ft
7:35.0,,,32-29,,Shooting foul by R. Rubio (drawn by B. Bogdanovic)
7:35.0,,,32-30,1,B. Bogdanovic makes free throw 1 of 1
7:24.0,E. Udoh makes 2-pt shot from 7 ft (assist by R. Rubio),2,34-30,,
7:02.0,,,34-30,,D. Fox misses 3-pt shot from 23 ft
6:58.0,Defensive rebound by R. O'Neale,,34-30,,
6:39.0,Shooting foul by D. Fox (drawn by R. Rubio),,34-30,,
6:39.0,R. Rubio makes free throw 1 of 2,1,35-30,,
6:39.0,,,35-30,,W. Cauley-Stein enters the game for M. Richardson
6:39.0,,,35-30,,Z. Randolph enters the game for K. Koufos
6:39.0,J. Johnson enters the game for R. O'Neale,,35-30,,
6:39.0,D. Favors enters the game for E. Udoh,,35-30,,
6:39.0,R. Rubio makes free throw 2 of 2,1,36-30,,
6:24.0,,,36-33,3,Z. Randolph makes 3-pt shot from 23 ft (assist by B. Bogdanovic)
5:55.0,J. Ingles makes 2-pt shot from 22 ft,2,38-33,,
5:31.0,,,38-33,,B. Bogdanovic misses 2-pt shot from 8 ft
5:30.0,,,38-33,,Offensive rebound by B. Bogdanovic
5:29.0,,,38-33,,Turnover by B. Bogdanovic (lost ball; steal by D. Mitchell)
5:17.0,R. Rubio misses 2-pt shot from 2 ft,,38-33,,
5:14.0,,,38-33,,Defensive rebound by B. Bogdanovic
5:05.0,Personal foul by J. Johnson (drawn by W. Cauley-Stein),,38-33,,
4:55.0,,,38-35,2,W. Cauley-Stein makes 2-pt shot from 6 ft
4:41.0,R. Rubio misses 3-pt shot from 23 ft,,38-35,,
4:41.0,Offensive rebound by D. Favors,,38-35,,
4:29.0,Shooting foul by Z. Randolph (drawn by D. Favors),,38-35,,
4:29.0,D. Favors makes free throw 1 of 2,1,39-35,,
4:29.0,,,39-35,,G. Hill enters the game for B. Hield
4:29.0,R. Hood enters the game for R. Rubio,,39-35,,
4:29.0,D. Favors misses free throw 2 of 2,,39-35,,
4:26.0,,,39-35,,Defensive rebound by B. Bogdanovic
4:10.0,,,39-35,,Z. Randolph misses 2-pt shot from 8 ft
4:08.0,Defensive rebound by D. Favors,,39-35,,
3:59.0,D. Mitchell makes 2-pt shot from 11 ft,2,41-35,,
3:36.0,,,41-35,,W. Cauley-Stein misses 2-pt shot from 13 ft
3:33.0,,,41-35,,Offensive rebound by G. Hill
3:27.0,,,41-35,,Z. Randolph misses 2-pt shot from 8 ft (block by D. Favors)
3:27.0,Defensive rebound by R. Hood,,41-35,,
3:14.0,J. Ingles makes 3-pt shot from 25 ft (assist by J. Johnson),3,44-35,,
3:00.0,Personal foul by R. Hood (drawn by G. Hill),,44-35,,
2:55.0,,,44-38,3,B. Bogdanovic makes 3-pt shot from 25 ft (assist by Z. Randolph)
2:52.0,Utah full timeout,,44-38,,
2:40.0,Shooting foul by D. Fox (drawn by D. Mitchell),,44-38,,
2:40.0,D. Mitchell misses free throw 1 of 2,,44-38,,
2:40.0,Offensive rebound by Team,,44-38,,
2:40.0,D. Mitchell makes free throw 2 of 2,1,45-38,,
2:19.0,,,45-38,,G. Hill misses 2-pt shot from 9 ft
2:15.0,Defensive rebound by D. Favors,,45-38,,
2:07.0,J. Johnson misses 3-pt shot from 24 ft,,45-38,,
2:03.0,,,45-38,,Defensive rebound by B. Bogdanovic
1:49.0,,,45-40,2,W. Cauley-Stein makes 2-pt shot at rim
1:30.0,D. Mitchell misses 2-pt shot from 18 ft,,45-40,,
1:29.0,Offensive rebound by Team,,45-40,,
1:20.0,J. Johnson makes 2-pt shot from 8 ft,2,47-40,,
1:07.0,,,47-40,,Z. Randolph misses 2-pt shot from 4 ft
1:04.0,,,47-40,,Offensive rebound by G. Hill
1:03.0,,,47-42,2,G. Hill makes 2-pt shot from 7 ft
0:49.0,D. Mitchell makes 2-pt shot from 12 ft,2,49-42,,
0:41.0,,,49-42,,D. Fox misses 2-pt shot from 4 ft
0:38.0,Defensive rebound by D. Favors,,49-42,,
0:33.0,R. Hood makes 3-pt shot from 22 ft (assist by D. Mitchell),3,52-42,,
0:17.0,,,52-42,,Turnover by W. Cauley-Stein (lost ball; steal by J. Johnson)
0:02.0,R. Hood misses 3-pt shot from 25 ft,,52-42,,
0:01.0,,,52-42,,Defensive rebound by W. Cauley-Stein
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:46.0,,,52-42,,Shooting foul by D. Mitchell (drawn by W. Cauley-Stein)
11:46.0,,,52-42,,W. Cauley-Stein misses free throw 1 of 2
11:46.0,,,52-42,,Offensive rebound by Team
11:46.0,,,52-43,1,W. Cauley-Stein makes free throw 2 of 2
11:30.0,J. Ingles makes 3-pt shot from 22 ft (assist by D. Favors),3,55-43,,
11:23.0,,,55-43,,Offensive foul by B. Bogdanovic (drawn by R. Rubio)
11:23.0,,,55-43,,Turnover by B. Bogdanovic (offensive foul)
11:13.0,Turnover by R. Rubio (lost ball; steal by D. Fox),,55-43,,
11:11.0,Personal foul by D. Favors (drawn by D. Fox),,55-43,,
10:58.0,,,55-43,,Turnover by W. Cauley-Stein (bad pass; steal by R. Rubio)
10:47.0,J. Jerebko makes 3-pt shot from 22 ft (assist by R. Rubio),3,58-43,,
10:41.0,,,58-43,,Sacramento full timeout
10:29.0,,,58-45,2,Z. Randolph makes 2-pt shot from 7 ft
10:10.0,J. Jerebko misses 3-pt shot from 24 ft,,58-45,,
10:06.0,,,58-45,,Defensive rebound by Z. Randolph
9:59.0,Personal foul by J. Jerebko (drawn by W. Cauley-Stein),,58-45,,
9:53.0,,,58-45,,Turnover by Z. Randolph (lost ball; steal by R. Rubio)
9:45.0,D. Mitchell makes 2-pt shot from 2 ft,2,60-45,,
9:45.0,Shooting foul by W. Cauley-Stein (drawn by D. Mitchell),,60-45,,
9:45.0,D. Mitchell makes free throw 1 of 1,1,61-45,,
9:26.0,Personal foul by J. Jerebko (drawn by Z. Randolph),,61-45,,
9:17.0,,,61-47,2,W. Cauley-Stein makes 2-pt shot from 1 ft (assist by B. Bogdanovic)
8:57.0,J. Ingles makes 3-pt shot from 24 ft (assist by D. Mitchell),3,64-47,,
8:49.0,,,64-47,,Turnover by B. Bogdanovic (out of bounds lost ball)
8:41.0,,,64-47,,Personal foul by Z. Randolph (drawn by R. Rubio)
8:34.0,J. Ingles makes 3-pt shot from 25 ft (assist by R. Rubio),3,67-47,,
8:19.0,,,67-50,3,G. Hill makes 3-pt shot from 24 ft (assist by W. Cauley-Stein)
8:13.0,,,67-50,,Personal foul by D. Fox (drawn by R. Rubio)
8:00.0,J. Ingles misses 3-pt shot from 25 ft,,67-50,,
7:57.0,,,67-50,,Defensive rebound by Team
7:42.0,,,67-52,2,Z. Randolph makes 2-pt shot from 5 ft
7:21.0,R. Rubio misses 2-pt shot from 19 ft,,67-52,,
7:19.0,,,67-52,,Defensive rebound by Z. Randolph
7:19.0,Personal foul by R. Rubio (drawn by Z. Randolph),,67-52,,
7:19.0,,,67-53,1,Z. Randolph makes free throw 1 of 2
7:19.0,,,67-53,,B. Hield enters the game for W. Cauley-Stein
7:19.0,,,67-53,,K. Koufos enters the game for B. Bogdanovic
7:19.0,,,67-54,1,Z. Randolph makes free throw 2 of 2
7:04.0,J. Jerebko makes 2-pt shot from 22 ft (assist by J. Ingles),2,69-54,,
6:48.0,,,69-54,,Turnover by Z. Randolph (bad pass; steal by J. Ingles)
6:44.0,J. Jerebko makes 2-pt shot at rim (assist by J. Ingles),2,71-54,,
6:26.0,,,71-54,,G. Hill misses 2-pt shot from 20 ft
6:22.0,Defensive rebound by J. Jerebko,,71-54,,
6:14.0,D. Mitchell makes 2-pt shot from 1 ft,2,73-54,,
6:14.0,,,73-54,,Sacramento full timeout
6:14.0,R. Hood enters the game for R. Rubio,,73-54,,
6:01.0,,,73-56,2,B. Hield makes 2-pt shot from 2 ft
5:45.0,D. Mitchell makes 2-pt shot from 1 ft (assist by J. Ingles),2,75-56,,
5:31.0,,,75-58,2,K. Koufos makes 2-pt shot from 7 ft
5:18.0,Turnover by D. Mitchell (bad pass; steal by G. Hill),,75-58,,
5:13.0,,,75-61,3,G. Hill makes 3-pt shot from 24 ft
4:54.0,D. Mitchell makes 2-pt shot from 20 ft,2,77-61,,
4:46.0,Personal foul by J. Ingles (drawn by G. Hill),,77-61,,
4:46.0,,,77-62,1,G. Hill makes free throw 1 of 2
4:46.0,,,77-62,,W. Cauley-Stein enters the game for Z. Randolph
4:46.0,J. Johnson enters the game for J. Jerebko,,77-62,,
4:46.0,,,77-63,1,G. Hill makes free throw 2 of 2
4:33.0,D. Mitchell makes 2-pt shot from 1 ft,2,79-63,,
4:26.0,,,79-65,2,W. Cauley-Stein makes 2-pt shot from 1 ft (assist by D. Fox)
4:10.0,R. Hood misses 3-pt shot from 25 ft,,79-65,,
4:07.0,,,79-65,,Defensive rebound by D. Fox
4:01.0,,,79-65,,D. Fox misses 2-pt shot from 19 ft
3:58.0,Defensive rebound by D. Favors,,79-65,,
3:51.0,,,79-65,,Personal foul by W. Cauley-Stein (drawn by D. Favors)
3:51.0,,,79-65,,B. Bogdanovic enters the game for G. Hill
3:43.0,Turnover by J. Ingles (bad pass; steal by B. Bogdanovic),,79-65,,
3:33.0,,,79-67,2,K. Koufos makes 2-pt shot from 9 ft (assist by D. Fox)
3:32.0,Utah full timeout,,79-67,,
3:32.0,E. Udoh enters the game for J. Ingles,,79-67,,
3:32.0,R. O'Neale enters the game for D. Favors,,79-67,,
3:32.0,R. Neto enters the game for D. Mitchell,,79-67,,
3:19.0,R. Hood makes 3-pt shot from 25 ft (assist by E. Udoh),3,82-67,,
3:03.0,,,82-67,,D. Fox misses 2-pt shot from 11 ft
2:59.0,Defensive rebound by R. Hood,,82-67,,
2:49.0,R. Hood makes 2-pt shot from 8 ft (assist by R. O'Neale),2,84-67,,
2:49.0,Shooting foul by D. Fox (drawn by R. Hood),,84-67,,
2:49.0,R. Hood makes free throw 1 of 1,1,85-67,,
2:35.0,,,85-70,3,B. Bogdanovic makes 3-pt shot from 24 ft
2:11.0,R. Neto misses 2-pt shot from 11 ft (block by D. Fox),,85-70,,
2:06.0,,,85-70,,Defensive rebound by W. Cauley-Stein
1:54.0,,,85-73,3,B. Bogdanovic makes 3-pt shot from 25 ft (assist by B. Hield)
1:35.0,J. Johnson misses 2-pt shot from 15 ft,,85-73,,
1:31.0,,,85-73,,Defensive rebound by B. Hield
1:27.0,,,85-73,,B. Hield misses 3-pt shot from 24 ft (block by E. Udoh)
1:22.0,Defensive rebound by R. Hood,,85-73,,
1:11.0,R. O'Neale misses 2-pt shot from 8 ft,,85-73,,
1:07.0,,,85-73,,Defensive rebound by K. Koufos
0:57.0,,,85-73,,W. Cauley-Stein misses 2-pt shot from 6 ft
0:55.0,Defensive rebound by J. Johnson,,85-73,,
0:34.0,R. Neto makes 3-pt shot from 24 ft (assist by R. Hood),3,88-73,,
0:28.0,,,88-73,,D. Fox misses 2-pt shot from 1 ft (block by E. Udoh)
0:28.0,Defensive rebound by R. O'Neale,,88-73,,
0:01.0,R. Hood misses 3-pt shot from 25 ft,,88-73,,
0:01.0,,,88-73,,Defensive rebound by W. Cauley-Stein
0:00.0,,,88-73,,W. Cauley-Stein misses 3-pt shot from 63 ft
0:00.0,,,88-73,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:51.0,,,88-73,,Personal foul by B. Hield (drawn by R. Hood)
11:39.0,J. Johnson misses 2-pt shot from 2 ft,,88-73,,
11:36.0,,,88-73,,Defensive rebound by K. Koufos
11:27.0,,,88-73,,Turnover by K. Koufos (lost ball; steal by E. Udoh)
11:22.0,R. Neto makes 2-pt shot from 1 ft (assist by E. Udoh),2,90-73,,
11:02.0,,,90-75,2,W. Cauley-Stein makes 2-pt shot from 1 ft (assist by B. Hield)
10:47.0,R. Hood makes 2-pt shot from 8 ft,2,92-75,,
10:37.0,,,92-75,,Shooting foul by R. Neto (drawn by G. Hill)
10:37.0,,,92-76,1,G. Hill makes free throw 1 of 3
10:37.0,,,92-76,,G. Hill misses free throw 2 of 3
10:37.0,,,92-76,,Offensive rebound by Team
10:37.0,R. Rubio enters the game for R. Neto,,92-76,,
10:37.0,,,92-77,1,G. Hill makes free throw 3 of 3
10:20.0,Shooting foul by B. Bogdanovic (drawn by R. Hood),,92-77,,
10:20.0,R. Hood makes free throw 1 of 2,1,93-77,,
10:20.0,R. Hood makes free throw 2 of 2,1,94-77,,
10:08.0,,,94-77,,W. Cauley-Stein misses 2-pt shot from 6 ft
10:06.0,,,94-77,,Offensive rebound by W. Cauley-Stein
10:05.0,,,94-79,2,W. Cauley-Stein makes 2-pt shot from 1 ft
9:49.0,R. Hood makes 2-pt shot from 15 ft (assist by J. Johnson),2,96-79,,
9:40.0,,,96-79,,G. Hill misses 3-pt shot from 26 ft
9:36.0,,,96-79,,Offensive rebound by B. Bogdanovic
9:27.0,,,96-79,,W. Cauley-Stein misses 2-pt shot from 8 ft
9:25.0,Defensive rebound by J. Johnson,,96-79,,
9:20.0,Turnover by R. Rubio (bad pass; steal by W. Cauley-Stein),,96-79,,
9:19.0,Personal foul by R. Hood (drawn by B. Hield),,96-79,,
9:04.0,,,96-82,3,B. Bogdanovic makes 3-pt shot from 24 ft (assist by G. Hill)
8:41.0,R. Hood misses 2-pt shot from 13 ft,,96-82,,
8:40.0,Offensive rebound by R. Hood,,96-82,,
8:29.0,R. O'Neale misses 2-pt shot from 1 ft,,96-82,,
8:24.0,,,96-82,,Defensive rebound by W. Cauley-Stein
8:17.0,,,96-84,2,B. Bogdanovic makes 2-pt shot from 2 ft
8:16.0,Utah full timeout,,96-84,,
8:16.0,D. Mitchell enters the game for R. Hood,,96-84,,
7:54.0,D. Mitchell makes 2-pt shot from 2 ft,2,98-84,,
7:40.0,Personal foul by D. Mitchell (drawn by B. Bogdanovic),,98-84,,
7:30.0,,,98-84,,Turnover by B. Bogdanovic (bad pass; steal by R. O'Neale)
7:16.0,D. Mitchell makes 2-pt shot from 17 ft,2,100-84,,
6:57.0,,,100-86,2,B. Hield makes 2-pt shot from 16 ft
6:45.0,,,100-86,,Personal foul by B. Hield (drawn by D. Mitchell)
6:45.0,,,100-86,,J. Jackson enters the game for B. Hield
6:34.0,Shooting foul by B. Bogdanovic (drawn by D. Mitchell),,100-86,,
6:34.0,D. Mitchell makes free throw 1 of 2,1,101-86,,
6:34.0,D. Mitchell makes free throw 2 of 2,1,102-86,,
6:34.0,,,102-86,,D. Fox enters the game for K. Koufos
6:34.0,D. Favors enters the game for R. O'Neale,,102-86,,
6:34.0,J. Ingles enters the game for E. Udoh,,102-86,,
6:34.0,R. Hood enters the game for J. Johnson,,102-86,,
6:27.0,,,102-86,,Shooting foul by J. Ingles (drawn by W. Cauley-Stein)
6:27.0,,,102-86,,W. Cauley-Stein misses free throw 1 of 2
6:27.0,,,102-86,,Offensive rebound by Team
6:27.0,,,102-87,1,W. Cauley-Stein makes free throw 2 of 2
6:15.0,R. Rubio makes 2-pt shot from 2 ft,2,104-87,,
6:15.0,Shooting foul by D. Fox (drawn by R. Rubio),,104-87,,
6:15.0,R. Rubio makes free throw 1 of 1,1,105-87,,
6:00.0,,,105-87,,W. Cauley-Stein misses 2-pt shot from 6 ft
5:57.0,Defensive rebound by D. Mitchell,,105-87,,
5:51.0,D. Favors makes 2-pt shot from 1 ft,2,107-87,,
5:38.0,,,107-89,2,B. Bogdanovic makes 2-pt shot from 16 ft (assist by G. Hill)
5:19.0,Turnover by D. Mitchell (lost ball; steal by G. Hill),,107-89,,
5:16.0,,,107-91,2,W. Cauley-Stein makes 2-pt shot from 1 ft (assist by J. Jackson)
4:56.0,D. Mitchell misses 3-pt shot from 24 ft,,107-91,,
4:53.0,,,107-91,,Defensive rebound by J. Jackson
4:46.0,,,107-91,,Turnover by D. Fox (lost ball; steal by R. Rubio)
4:34.0,D. Favors misses 2-pt shot from 18 ft,,107-91,,
4:31.0,,,107-91,,Defensive rebound by W. Cauley-Stein
4:25.0,,,107-93,2,W. Cauley-Stein makes 2-pt shot from 3 ft
4:23.0,Utah full timeout,,107-93,,
4:10.0,D. Mitchell misses 2-pt shot from 3 ft (block by W. Cauley-Stein),,107-93,,
4:10.0,,,107-93,,Defensive rebound by Team
3:48.0,,,107-95,2,W. Cauley-Stein makes 2-pt shot from 5 ft
3:24.0,D. Mitchell makes 3-pt shot from 26 ft,3,110-95,,
3:15.0,Personal foul by D. Favors (drawn by W. Cauley-Stein),,110-95,,
3:15.0,,,110-96,1,W. Cauley-Stein makes free throw 1 of 2
3:15.0,,,110-97,1,W. Cauley-Stein makes free throw 2 of 2
3:00.0,,,110-97,,Personal foul by J. Jackson (drawn by R. Rubio)
3:00.0,R. Rubio makes free throw 1 of 2,1,111-97,,
3:00.0,R. Rubio misses free throw 2 of 2,,111-97,,
2:57.0,,,111-97,,Defensive rebound by W. Cauley-Stein
2:42.0,,,111-97,,W. Cauley-Stein misses 2-pt shot from 14 ft
2:39.0,Defensive rebound by R. Hood,,111-97,,
2:21.0,D. Favors makes 2-pt shot from 5 ft (assist by R. Hood),2,113-97,,
2:10.0,,,113-97,,Turnover by B. Bogdanovic (bad pass; steal by R. Hood)
2:01.0,Shooting foul by D. Fox (drawn by D. Favors),,113-97,,
2:01.0,,,113-97,,M. Richardson enters the game for D. Fox
2:01.0,D. Favors makes free throw 1 of 2,1,114-97,,
2:01.0,,,114-97,,G. Papagiannis enters the game for W. Cauley-Stein
2:01.0,D. Favors makes free throw 2 of 2,1,115-97,,
1:53.0,,,115-97,,J. Jackson misses 2-pt shot from 16 ft
1:50.0,Defensive rebound by R. Hood,,115-97,,
1:38.0,R. Hood makes 2-pt shot from 19 ft,2,117-97,,
1:24.0,,,117-100,3,B. Bogdanovic makes 3-pt shot from 26 ft (assist by G. Hill)
1:09.0,Shooting foul by B. Bogdanovic (drawn by D. Mitchell),,117-100,,
1:09.0,D. Mitchell makes free throw 1 of 2,1,118-100,,
1:09.0,R. O'Neale enters the game for J. Ingles,,118-100,,
1:09.0,R. Neto enters the game for R. Rubio,,118-100,,
1:09.0,E. Udoh enters the game for D. Favors,,118-100,,
1:09.0,D. Mitchell misses free throw 2 of 2,,118-100,,
1:06.0,,,118-100,,Defensive rebound by G. Papagiannis
0:51.0,,,118-100,,G. Papagiannis misses 2-pt shot from 8 ft
0:48.0,Defensive rebound by R. O'Neale,,118-100,,
0:33.0,D. Mitchell makes 2-pt shot at rim,2,120-100,,
