time,Toronto,pts.away,score,pts.home,Miami
6:54.0,Defensive rebound by J. Valanciunas,,13-11,,
6:50.0,Offensive charge foul by J. Valanciunas (drawn by H. Whiteside),,13-11,,
6:50.0,Turnover by J. Valanciunas (offensive foul),,13-11,,
6:50.0,,,13-11,,Miami full timeout
6:31.0,,,13-11,,T. Johnson misses 2-pt shot from 8 ft
6:30.0,,,13-11,,Offensive rebound by H. Whiteside
6:29.0,,,13-11,,H. Whiteside misses 2-pt shot from 1 ft
6:29.0,,,13-11,,Offensive rebound by R. McGruder
6:13.0,,,13-13,2,T. Johnson makes 2-pt shot from 2 ft (assist by R. McGruder)
5:57.0,D. DeRozan makes 2-pt shot from 1 ft (assist by K. Lowry),2,15-13,,
5:45.0,Personal foul by O. Anunoby (drawn by J. Richardson),,15-13,,
5:45.0,,,15-13,,W. Ellington enters the game for J. Richardson
5:31.0,,,15-13,,H. Whiteside misses 2-pt shot from 4 ft
5:28.0,Defensive rebound by O. Anunoby,,15-13,,
5:21.0,D. DeRozan misses 3-pt shot from 24 ft,,15-13,,
5:16.0,,,15-13,,Defensive rebound by H. Whiteside
5:05.0,,,15-13,,H. Whiteside misses 2-pt shot from 11 ft
5:04.0,Defensive rebound by K. Lowry,,15-13,,
5:01.0,Shooting foul by W. Ellington (drawn by K. Lowry),,15-13,,
5:01.0,K. Lowry makes free throw 1 of 2,1,16-13,,
5:01.0,K. Lowry makes free throw 2 of 2,1,17-13,,
4:44.0,,,17-15,2,W. Ellington makes 2-pt shot from 12 ft (assist by H. Whiteside)
4:26.0,J. Valanciunas makes 2-pt shot from 1 ft (assist by D. DeRozan),2,19-15,,
4:10.0,,,19-18,3,W. Ellington makes 3-pt shot from 24 ft (assist by J. Johnson)
3:57.0,D. DeRozan misses 2-pt shot from 8 ft (block by W. Ellington),,19-18,,
3:55.0,,,19-18,,Defensive rebound by T. Johnson
3:50.0,,,19-21,3,R. McGruder makes 3-pt shot from 22 ft (assist by T. Johnson)
3:42.0,Toronto full timeout,,19-21,,
3:42.0,,,19-21,,K. Olynyk enters the game for H. Whiteside
3:42.0,C. Miles enters the game for O. Anunoby,,19-21,,
3:42.0,J. Poeltl enters the game for J. Valanciunas,,19-21,,
3:30.0,K. Lowry misses 2-pt shot from 10 ft,,19-21,,
3:26.0,,,19-21,,Defensive rebound by T. Johnson
3:18.0,,,19-21,,K. Olynyk misses 3-pt shot from 25 ft
3:14.0,Defensive rebound by K. Lowry,,19-21,,
3:03.0,Turnover by D. DeRozan (bad pass; steal by J. Johnson),,19-21,,
2:50.0,,,19-21,,W. Ellington misses 3-pt shot from 25 ft
2:47.0,Defensive rebound by J. Poeltl,,19-21,,
2:42.0,C. Miles makes 3-pt shot from 25 ft (assist by K. Lowry),3,22-21,,
2:31.0,Personal foul by J. Poeltl (drawn by W. Ellington),,22-21,,
2:31.0,,,22-21,,D. Wade enters the game for T. Johnson
2:31.0,,,22-21,,J. Winslow enters the game for J. Johnson
2:31.0,F. VanVleet enters the game for K. Lowry,,22-21,,
2:31.0,P. Siakam enters the game for S. Ibaka,,22-21,,
2:28.0,,,22-21,,K. Olynyk misses 2-pt shot from 1 ft (block by J. Poeltl)
2:27.0,,,22-21,,Offensive rebound by R. McGruder
2:22.0,,,22-21,,D. Wade misses 3-pt shot from 25 ft
2:21.0,,,22-21,,Offensive rebound by K. Olynyk
2:12.0,,,22-23,2,D. Wade makes 2-pt shot from 1 ft
1:48.0,F. VanVleet makes 2-pt shot from 1 ft,2,24-23,,
1:32.0,,,24-25,2,J. Winslow makes 2-pt shot from 8 ft
1:16.0,F. VanVleet misses 2-pt shot from 1 ft (block by K. Olynyk),,24-25,,
1:12.0,Offensive rebound by J. Poeltl,,24-25,,
1:07.0,J. Poeltl makes 2-pt shot at rim (assist by P. Siakam),2,26-25,,
0:41.0,,,26-25,,R. McGruder misses 3-pt shot from 23 ft
0:34.0,Defensive rebound by F. VanVleet,,26-25,,
0:32.0,F. VanVleet makes 3-pt shot from 25 ft (assist by D. DeRozan),3,29-25,,
0:09.0,,,29-27,2,D. Wade makes 2-pt shot from 1 ft (assist by K. Olynyk)
0:00.0,D. DeRozan misses 2-pt shot from 19 ft,,29-27,,
0:00.0,Offensive rebound by Team,,29-27,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:45.0,,,29-27,,Shooting foul by J. Poeltl (drawn by D. Wade)
11:45.0,,,29-27,,D. Wade misses free throw 1 of 2
11:45.0,,,29-27,,Offensive rebound by Team
11:45.0,,,29-28,1,D. Wade makes free throw 2 of 2
11:29.0,Turnover by J. Poeltl (lost ball; steal by D. Wade),,29-28,,
11:23.0,,,29-30,2,J. Winslow makes 2-pt shot at rim (assist by D. Wade)
11:13.0,Turnover by J. Poeltl (bad pass; steal by J. Winslow),,29-30,,
11:00.0,,,29-30,,Turnover by K. Olynyk (lost ball; steal by J. Poeltl)
10:55.0,P. Siakam makes 2-pt shot from 1 ft (assist by F. VanVleet),2,31-30,,
10:29.0,,,31-30,,D. Wade misses 2-pt shot from 11 ft
10:28.0,Defensive rebound by P. Siakam,,31-30,,
10:08.0,Turnover by P. Siakam (lost ball; steal by D. Wade),,31-30,,
9:59.0,,,31-30,,D. Wade misses 2-pt shot from 5 ft
9:59.0,,,31-30,,Offensive rebound by Team
9:59.0,Loose ball foul by P. Siakam (drawn by D. Wade),,31-30,,
9:42.0,,,31-32,2,J. Winslow makes 2-pt shot from 6 ft
9:26.0,C. Miles misses 3-pt shot from 25 ft,,31-32,,
9:26.0,Offensive rebound by Team,,31-32,,
9:26.0,,,31-32,,Loose ball foul by K. Olynyk (drawn by J. Poeltl)
9:17.0,Turnover by F. VanVleet (bad pass; steal by W. Ellington),,31-32,,
9:13.0,,,31-35,3,W. Ellington makes 3-pt shot from 25 ft
8:59.0,,,31-35,,Shooting block foul by K. Olynyk (drawn by D. Wright)
8:59.0,D. Wright makes free throw 1 of 2,1,32-35,,
8:59.0,D. Wright makes free throw 2 of 2,1,33-35,,
8:45.0,,,33-35,,W. Ellington misses 3-pt shot from 25 ft
8:42.0,Defensive rebound by J. Poeltl,,33-35,,
8:36.0,C. Miles makes 2-pt shot from 1 ft (assist by P. Siakam),2,35-35,,
8:22.0,,,35-35,,K. Olynyk misses 3-pt shot from 25 ft
8:18.0,Defensive rebound by C. Miles,,35-35,,
8:16.0,J. Poeltl makes 2-pt shot from 1 ft (assist by C. Miles),2,37-35,,
7:58.0,,,37-37,2,W. Ellington makes 2-pt shot from 1 ft (assist by K. Olynyk)
7:40.0,Turnover by D. Wright (bad pass),,37-37,,
7:29.0,,,37-39,2,K. Olynyk makes 2-pt shot at rim (assist by J. Richardson)
7:15.0,F. VanVleet misses 2-pt shot at rim,,37-39,,
7:12.0,Offensive rebound by J. Poeltl,,37-39,,
7:12.0,J. Poeltl makes 2-pt shot at rim,2,39-39,,
7:03.0,,,39-39,,D. Wade misses 2-pt shot from 1 ft (block by J. Poeltl)
7:03.0,Defensive rebound by Team,,39-39,,
7:03.0,,,39-39,,H. Whiteside enters the game for K. Olynyk
6:40.0,J. Poeltl makes 2-pt shot at rim (assist by F. VanVleet),2,41-39,,
6:32.0,,,41-39,,Miami full timeout
6:32.0,,,41-39,,T. Johnson enters the game for D. Wade
6:32.0,K. Lowry enters the game for F. VanVleet,,41-39,,
6:32.0,J. Valanciunas enters the game for J. Poeltl,,41-39,,
6:32.0,S. Ibaka enters the game for P. Siakam,,41-39,,
6:25.0,,,41-41,2,J. Richardson makes 2-pt shot from 7 ft (assist by H. Whiteside)
6:14.0,,,41-41,,Personal foul by W. Ellington (drawn by C. Miles)
6:08.0,C. Miles misses 3-pt shot from 28 ft,,41-41,,
6:08.0,,,41-41,,Defensive rebound by Team
5:56.0,,,41-41,,T. Johnson misses 2-pt shot from 20 ft
5:50.0,Defensive rebound by C. Miles,,41-41,,
5:47.0,D. Wright misses 2-pt shot from 1 ft,,41-41,,
5:42.0,,,41-41,,Defensive rebound by T. Johnson
5:35.0,,,41-41,,J. Richardson misses 2-pt shot from 13 ft
5:32.0,Defensive rebound by D. Wright,,41-41,,
5:26.0,C. Miles misses 3-pt shot from 25 ft,,41-41,,
5:24.0,,,41-41,,Defensive rebound by H. Whiteside
5:24.0,,,41-41,,Shooting foul by S. Ibaka (drawn by J. Winslow)
5:24.0,,,41-41,,J. Winslow misses free throw 1 of 2
5:24.0,,,41-41,,Offensive rebound by Team
5:24.0,,,41-41,,J. Johnson enters the game for W. Ellington
5:24.0,D. DeRozan enters the game for C. Miles,,41-41,,
5:24.0,,,41-41,,J. Winslow misses free throw 2 of 2
5:21.0,Defensive rebound by J. Valanciunas,,41-41,,
4:57.0,J. Valanciunas misses 2-pt shot from 1 ft,,41-41,,
4:55.0,,,41-41,,Defensive rebound by J. Winslow
4:45.0,,,41-41,,H. Whiteside misses 2-pt shot from 1 ft
4:42.0,Defensive rebound by J. Valanciunas,,41-41,,
4:28.0,K. Lowry makes 2-pt shot at rim (assist by J. Valanciunas),2,43-41,,
4:11.0,,,43-41,,J. Richardson misses 2-pt shot from 12 ft
4:06.0,,,43-41,,Offensive rebound by J. Richardson
4:04.0,,,43-41,,J. Richardson misses 2-pt shot from 6 ft (block by J. Valanciunas)
4:00.0,Defensive rebound by D. DeRozan,,43-41,,
3:52.0,J. Valanciunas makes 2-pt shot from 16 ft (assist by S. Ibaka),2,45-41,,
3:27.0,,,45-41,,Offensive charge foul by J. Johnson (drawn by K. Lowry)
3:27.0,,,45-41,,Turnover by J. Johnson (offensive foul)
3:04.0,K. Lowry misses 3-pt shot from 27 ft,,45-41,,
3:01.0,,,45-41,,Defensive rebound by J. Richardson
2:54.0,,,45-41,,T. Johnson misses 2-pt shot from 8 ft
2:52.0,,,45-41,,Offensive rebound by H. Whiteside
2:49.0,,,45-43,2,H. Whiteside makes 2-pt shot from 1 ft
2:43.0,,,45-43,,Personal foul by J. Richardson (drawn by D. DeRozan)
2:43.0,Toronto full timeout,,45-43,,
2:43.0,,,45-43,,D. Wade enters the game for J. Johnson
2:43.0,O. Anunoby enters the game for D. Wright,,45-43,,
2:26.0,D. DeRozan misses 2-pt shot from 14 ft,,45-43,,
2:23.0,,,45-43,,Defensive rebound by T. Johnson
2:10.0,,,45-43,,H. Whiteside misses 2-pt shot from 1 ft
2:08.0,Defensive rebound by K. Lowry,,45-43,,
1:59.0,D. DeRozan makes 2-pt shot at rim,2,47-43,,
1:42.0,,,47-43,,Shooting foul by D. DeRozan (drawn by T. Johnson)
1:42.0,,,47-44,1,T. Johnson makes free throw 1 of 2
1:42.0,,,47-45,1,T. Johnson makes free throw 2 of 2
1:27.0,Turnover by S. Ibaka (bad pass),,47-45,,
1:08.0,,,47-45,,T. Johnson misses 3-pt shot from 25 ft
1:07.0,Defensive rebound by D. DeRozan,,47-45,,
1:05.0,,,47-45,,Personal foul by H. Whiteside (drawn by D. DeRozan)
1:05.0,D. DeRozan makes free throw 1 of 2,1,48-45,,
1:05.0,,,48-45,,K. Olynyk enters the game for H. Whiteside
1:05.0,D. DeRozan makes free throw 2 of 2,1,49-45,,
0:53.0,,,49-45,,J. Richardson misses 2-pt shot from 1 ft
0:51.0,Defensive rebound by K. Lowry,,49-45,,
0:46.0,Turnover by J. Valanciunas (lost ball; steal by J. Richardson),,49-45,,
0:43.0,,,49-47,2,D. Wade makes 2-pt shot from 1 ft (assist by J. Richardson)
0:31.0,D. DeRozan makes 2-pt shot from 11 ft,2,51-47,,
0:08.0,,,51-47,,K. Olynyk misses 2-pt shot from 20 ft
0:07.0,Defensive rebound by O. Anunoby,,51-47,,
0:00.0,D. DeRozan makes 2-pt shot from 9 ft,2,53-47,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:38.0,,,53-47,,J. Richardson misses 2-pt shot from 5 ft
11:35.0,,,53-47,,Offensive rebound by H. Whiteside
11:29.0,,,53-49,2,H. Whiteside makes 2-pt shot from 1 ft
11:14.0,J. Valanciunas misses 2-pt shot from 8 ft,,53-49,,
11:09.0,,,53-49,,Defensive rebound by J. Johnson
10:55.0,,,53-49,,H. Whiteside misses 2-pt shot from 7 ft (block by S. Ibaka)
10:51.0,Defensive rebound by D. DeRozan,,53-49,,
10:51.0,D. DeRozan misses 2-pt shot from 1 ft (block by T. Johnson),,53-49,,
10:51.0,Offensive rebound by Team,,53-49,,
10:39.0,D. DeRozan misses 2-pt shot from 17 ft,,53-49,,
10:36.0,Offensive rebound by O. Anunoby,,53-49,,
10:31.0,K. Lowry makes 3-pt shot from 27 ft (assist by J. Valanciunas),3,56-49,,
10:11.0,,,56-49,,J. Johnson misses 2-pt shot from 1 ft
10:04.0,,,56-49,,Offensive rebound by J. Johnson
10:04.0,,,56-51,2,J. Johnson makes 2-pt shot at rim
9:56.0,S. Ibaka misses 2-pt shot from 18 ft,,56-51,,
9:52.0,,,56-51,,Defensive rebound by J. Richardson
9:39.0,,,56-51,,J. Johnson misses 3-pt shot from 23 ft
9:32.0,Defensive rebound by O. Anunoby,,56-51,,
9:29.0,J. Valanciunas misses 3-pt shot from 25 ft,,56-51,,
9:27.0,,,56-51,,Defensive rebound by J. Johnson
9:19.0,,,56-53,2,T. Johnson makes 2-pt shot from 1 ft (assist by J. Johnson)
9:07.0,,,56-53,,Personal foul by R. McGruder (drawn by J. Valanciunas)
9:00.0,D. DeRozan misses 2-pt shot from 3 ft (block by H. Whiteside),,56-53,,
8:59.0,,,56-53,,Defensive rebound by J. Richardson
8:57.0,,,56-53,,J. Richardson misses 2-pt shot from 12 ft
8:55.0,,,56-53,,Offensive rebound by J. Richardson
8:53.0,Personal foul by S. Ibaka (drawn by J. Richardson),,56-53,,
8:39.0,,,56-53,,H. Whiteside misses 2-pt shot from 6 ft
8:36.0,,,56-53,,Offensive rebound by T. Johnson
8:35.0,,,56-53,,T. Johnson misses 3-pt shot from 26 ft
8:32.0,,,56-53,,Offensive rebound by H. Whiteside
8:31.0,,,56-55,2,H. Whiteside makes 2-pt shot at rim
8:22.0,K. Lowry makes 2-pt shot from 2 ft,2,58-55,,
8:09.0,J. Poeltl enters the game for J. Valanciunas,,58-55,,
8:01.0,,,58-55,,H. Whiteside misses 2-pt shot from 1 ft (block by S. Ibaka)
7:58.0,Defensive rebound by K. Lowry,,58-55,,
7:53.0,O. Anunoby makes 2-pt shot at rim (assist by K. Lowry),2,60-55,,
7:52.0,D. DeRozan makes technical free throw,1,61-55,,
7:40.0,,,61-55,,J. Richardson misses 2-pt shot from 19 ft
7:37.0,Defensive rebound by D. DeRozan,,61-55,,
7:31.0,O. Anunoby misses 3-pt shot from 24 ft,,61-55,,
7:30.0,,,61-55,,Defensive rebound by Team
7:30.0,Loose ball foul by S. Ibaka (drawn by J. Richardson),,61-55,,
7:19.0,,,61-55,,J. Richardson misses 3-pt shot from 26 ft
7:13.0,Defensive rebound by S. Ibaka,,61-55,,
7:09.0,S. Ibaka makes 2-pt shot from 15 ft (assist by K. Lowry),2,63-55,,
7:09.0,,,63-55,,Miami full timeout
7:09.0,J. Valanciunas enters the game for J. Poeltl,,63-55,,
7:01.0,Personal foul by S. Ibaka (drawn by H. Whiteside),,63-55,,
6:59.0,,,63-55,,Turnover by J. Johnson (bad pass)
6:35.0,S. Ibaka misses 2-pt shot from 19 ft (block by J. Johnson),,63-55,,
6:35.0,,,63-55,,Defensive rebound by Team
6:20.0,,,63-57,2,J. Johnson makes 2-pt shot at rim (assist by J. Richardson)
6:08.0,K. Lowry makes 3-pt shot from 25 ft,3,66-57,,
5:58.0,Personal foul by O. Anunoby (drawn by J. Richardson),,66-57,,
5:58.0,,,66-57,,W. Ellington enters the game for R. McGruder
5:58.0,C. Miles enters the game for S. Ibaka,,66-57,,
5:51.0,,,66-57,,T. Johnson misses 2-pt shot from 6 ft (block by C. Miles)
5:45.0,Defensive rebound by K. Lowry,,66-57,,
5:45.0,Shooting foul by W. Ellington (drawn by D. DeRozan),,66-57,,
5:45.0,D. DeRozan makes free throw 1 of 2,1,67-57,,
5:45.0,,,67-57,,J. Winslow enters the game for T. Johnson
5:45.0,D. DeRozan makes free throw 2 of 2,1,68-57,,
5:38.0,Personal foul by C. Miles (drawn by J. Richardson),,68-57,,
5:38.0,,,68-58,1,J. Richardson makes free throw 1 of 2
5:38.0,,,68-59,1,J. Richardson makes free throw 2 of 2
5:16.0,K. Lowry misses 2-pt shot from 1 ft (block by H. Whiteside),,68-59,,
5:16.0,,,68-59,,Defensive rebound by Team
4:52.0,,,68-59,,J. Winslow misses 2-pt shot from 14 ft
4:49.0,Defensive rebound by J. Valanciunas,,68-59,,
4:28.0,J. Valanciunas makes 2-pt shot from 1 ft (assist by K. Lowry),2,70-59,,
4:07.0,,,70-61,2,J. Johnson makes 2-pt shot from 7 ft (assist by J. Richardson)
3:53.0,,,70-61,,K. Olynyk enters the game for J. Richardson
3:53.0,,,70-61,,D. Wade enters the game for H. Whiteside
3:53.0,Toronto full timeout,,70-61,,
3:53.0,P. Siakam enters the game for O. Anunoby,,70-61,,
3:50.0,C. Miles makes 2-pt shot from 1 ft (assist by K. Lowry),2,72-61,,
3:30.0,,,72-61,,J. Johnson misses 2-pt shot from 1 ft
3:27.0,,,72-61,,Offensive rebound by W. Ellington
3:25.0,,,72-63,2,W. Ellington makes 2-pt shot from 9 ft
3:09.0,J. Valanciunas makes 2-pt shot from 10 ft (assist by K. Lowry),2,74-63,,
2:51.0,,,74-63,,D. Wade misses 2-pt shot from 1 ft
2:49.0,Defensive rebound by J. Valanciunas,,74-63,,
2:46.0,P. Siakam misses 2-pt shot from 1 ft,,74-63,,
2:44.0,,,74-63,,Defensive rebound by K. Olynyk
2:40.0,,,74-63,,W. Ellington misses 3-pt shot from 25 ft
2:38.0,Defensive rebound by J. Valanciunas,,74-63,,
2:28.0,C. Miles misses 3-pt shot from 23 ft,,74-63,,
2:24.0,,,74-63,,Defensive rebound by W. Ellington
2:14.0,Personal foul by P. Siakam (drawn by J. Johnson),,74-63,,
2:14.0,,,74-64,1,J. Johnson makes free throw 1 of 2
2:14.0,F. VanVleet enters the game for K. Lowry,,74-64,,
2:14.0,,,74-65,1,J. Johnson makes free throw 2 of 2
1:58.0,Turnover by D. DeRozan (out of bounds lost ball),,74-65,,
1:58.0,J. Poeltl enters the game for J. Valanciunas,,74-65,,
1:47.0,,,74-67,2,D. Wade makes 2-pt shot from 1 ft
1:34.0,C. Miles misses 2-pt shot from 10 ft,,74-67,,
1:32.0,Offensive rebound by J. Poeltl,,74-67,,
1:30.0,F. VanVleet misses 3-pt shot from 26 ft,,74-67,,
1:26.0,Offensive rebound by J. Poeltl,,74-67,,
1:25.0,Shooting foul by K. Olynyk (drawn by F. VanVleet),,74-67,,
1:25.0,F. VanVleet makes free throw 1 of 3,1,75-67,,
1:25.0,F. VanVleet makes free throw 2 of 3,1,76-67,,
1:25.0,,,76-67,,B. Adebayo enters the game for J. Johnson
1:25.0,F. VanVleet misses free throw 3 of 3,,76-67,,
1:23.0,,,76-67,,Defensive rebound by K. Olynyk
1:07.0,,,76-67,,D. Wade misses 2-pt shot at rim
1:04.0,Defensive rebound by J. Poeltl,,76-67,,
0:48.0,Turnover by D. DeRozan (lost ball; steal by K. Olynyk),,76-67,,
0:47.0,Personal foul by C. Miles (drawn by K. Olynyk),,76-67,,
0:47.0,,,76-68,1,K. Olynyk makes free throw 1 of 2
0:47.0,D. Wright enters the game for D. DeRozan,,76-68,,
0:47.0,,,76-69,1,K. Olynyk makes free throw 2 of 2
0:38.0,C. Miles misses 2-pt shot from 6 ft,,76-69,,
0:36.0,,,76-69,,Defensive rebound by K. Olynyk
0:30.0,,,76-71,2,D. Wade makes 2-pt shot at rim (assist by K. Olynyk)
0:09.0,D. Wright makes 2-pt shot from 1 ft,2,78-71,,
0:01.0,,,78-71,,D. Wade misses 2-pt shot from 17 ft
0:00.0,Defensive rebound by J. Poeltl,,78-71,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:42.0,D. Wright misses 3-pt shot from 31 ft,,78-71,,
11:38.0,,,78-71,,Defensive rebound by J. Winslow
11:23.0,,,78-74,3,W. Ellington makes 3-pt shot from 24 ft (assist by D. Wade)
11:05.0,P. Siakam makes 2-pt shot from 5 ft (assist by F. VanVleet),2,80-74,,
10:46.0,,,80-74,,Turnover by D. Wade (bad pass; steal by J. Poeltl)
10:37.0,C. Miles misses 3-pt shot from 26 ft,,80-74,,
10:35.0,,,80-74,,Defensive rebound by K. Olynyk
10:28.0,,,80-74,,Turnover by K. Olynyk (bad pass; steal by J. Poeltl)
10:16.0,D. Wright makes 3-pt shot from 23 ft (assist by P. Siakam),3,83-74,,
10:00.0,Personal foul by P. Siakam (drawn by B. Adebayo),,83-74,,
10:00.0,,,83-74,,T. Johnson enters the game for D. Wade
9:48.0,,,83-76,2,J. Winslow makes 2-pt shot at rim
9:29.0,F. VanVleet misses 2-pt shot from 1 ft (block by B. Adebayo),,83-76,,
9:24.0,,,83-76,,Defensive rebound by K. Olynyk
9:15.0,,,83-76,,J. Winslow misses 3-pt shot from 23 ft
9:11.0,,,83-76,,Offensive rebound by K. Olynyk
8:58.0,,,83-76,,J. Winslow misses 2-pt shot from 6 ft (block by P. Siakam)
8:52.0,,,83-76,,Offensive rebound by B. Adebayo
8:50.0,,,83-78,2,B. Adebayo makes 2-pt shot at rim
8:41.0,J. Poeltl makes 2-pt shot from 1 ft (assist by D. Wright),2,85-78,,
8:22.0,,,85-78,,T. Johnson misses 2-pt shot from 7 ft
8:22.0,,,85-78,,Offensive rebound by B. Adebayo
8:22.0,,,85-80,2,B. Adebayo makes 2-pt shot from 3 ft
8:22.0,,,85-80,,Shooting foul by D. Wright (drawn by B. Adebayo)
8:22.0,,,85-81,1,B. Adebayo makes free throw 1 of 1
8:10.0,P. Siakam misses 3-pt shot from 23 ft,,85-81,,
8:07.0,,,85-81,,Defensive rebound by T. Johnson
8:05.0,,,85-81,,Offensive charge foul by J. Winslow (drawn by C. Miles)
8:05.0,,,85-81,,Turnover by J. Winslow (offensive foul)
7:42.0,J. Poeltl misses 2-pt shot from 8 ft,,85-81,,
7:41.0,Offensive rebound by Team,,85-81,,
7:41.0,Turnover by Team (shot clock),,85-81,,
7:17.0,,,85-83,2,K. Olynyk makes 2-pt shot from 1 ft
7:00.0,Offensive charge foul by F. VanVleet (drawn by K. Olynyk),,85-83,,
7:00.0,Turnover by F. VanVleet (offensive foul),,85-83,,
6:52.0,Personal foul by P. Siakam (drawn by K. Olynyk),,85-83,,
6:52.0,,,85-83,,Miami full timeout
6:52.0,K. Lowry enters the game for C. Miles,,85-83,,
6:52.0,S. Ibaka enters the game for F. VanVleet,,85-83,,
6:52.0,N. Powell enters the game for P. Siakam,,85-83,,
6:34.0,,,85-85,2,K. Olynyk makes 2-pt shot from 1 ft
6:19.0,D. Wright makes 2-pt shot from 3 ft,2,87-85,,
6:06.0,,,87-85,,J. Winslow misses 2-pt shot from 3 ft
6:06.0,,,87-85,,Offensive rebound by Team
6:06.0,Personal foul by S. Ibaka (drawn by K. Olynyk),,87-85,,
5:53.0,,,87-88,3,W. Ellington makes 3-pt shot from 25 ft (assist by K. Olynyk)
5:26.0,K. Lowry makes 2-pt shot from 19 ft,2,89-88,,
5:02.0,,,89-90,2,B. Adebayo makes 2-pt shot from 1 ft (assist by J. Winslow)
4:53.0,J. Poeltl makes 2-pt shot from 4 ft (assist by K. Lowry),2,91-90,,
4:53.0,,,91-90,,Violation by K. Olynyk (def goaltending)
4:53.0,,,91-90,,Miami full timeout
4:53.0,F. VanVleet enters the game for D. Wright,,91-90,,
4:53.0,D. DeRozan enters the game for N. Powell,,91-90,,
4:50.0,,,91-90,,J. Winslow misses 2-pt shot from 1 ft (block by D. DeRozan)
4:48.0,,,91-90,,Offensive rebound by Team
4:40.0,,,91-93,3,K. Olynyk makes 3-pt shot from 25 ft (assist by J. Winslow)
4:23.0,K. Lowry makes 3-pt shot from 25 ft (assist by D. DeRozan),3,94-93,,
4:04.0,,,94-93,,W. Ellington misses 3-pt shot from 22 ft
4:00.0,Defensive rebound by K. Lowry,,94-93,,
3:54.0,Shooting foul by T. Johnson (drawn by K. Lowry),,94-93,,
3:54.0,K. Lowry makes free throw 1 of 2,1,95-93,,
3:54.0,K. Lowry misses free throw 2 of 2,,95-93,,
3:51.0,,,95-93,,Defensive rebound by J. Winslow
