time,Sacramento,pts.away,score,pts.home,Oklahoma City
0:05.0,J. Jackson misses 3-pt shot from 26 ft,,24-20,,
0:02.0,Offensive rebound by B. Hield,,24-20,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:44.0,B. Hield misses 3-pt shot from 26 ft,,24-20,,
11:41.0,,,24-20,,Defensive rebound by J. Grant
11:30.0,Personal foul by K. Koufos (drawn by J. Grant),,24-20,,
11:16.0,,,24-20,,J. Grant misses 2-pt shot from 15 ft
11:16.0,,,24-20,,Offensive rebound by Team
11:16.0,,,24-20,,Turnover by Team (shot clock)
11:04.0,G. Hill misses 3-pt shot from 26 ft,,24-20,,
11:04.0,,,24-20,,Defensive rebound by P. Patterson
10:55.0,,,24-23,3,P. Patterson makes 3-pt shot from 24 ft (assist by R. Felton)
10:31.0,B. Hield makes 2-pt shot at rim (assist by W. Cauley-Stein),2,26-23,,
10:16.0,,,26-23,,Shooting foul by K. Koufos (drawn by P. Patterson)
10:16.0,,,26-23,,P. Patterson misses free throw 1 of 2
10:16.0,,,26-23,,Offensive rebound by Team
10:16.0,,,26-23,,P. George enters the game for J. Huestis
10:16.0,,,26-24,1,P. Patterson makes free throw 2 of 2
10:03.0,Shooting foul by J. Grant (drawn by W. Cauley-Stein),,26-24,,
10:03.0,W. Cauley-Stein makes free throw 1 of 2,1,27-24,,
10:03.0,S. Labissiere enters the game for K. Koufos,,27-24,,
10:03.0,W. Cauley-Stein misses free throw 2 of 2,,27-24,,
10:00.0,Offensive rebound by W. Cauley-Stein,,27-24,,
9:48.0,G. Hill makes 3-pt shot from 25 ft (assist by B. Hield),3,30-24,,
9:29.0,,,30-24,,R. Felton misses 3-pt shot from 24 ft
9:27.0,Defensive rebound by S. Labissiere,,30-24,,
9:21.0,,,30-24,,Violation by A. Abrines (kicked ball)
9:13.0,J. Jackson makes 3-pt shot from 22 ft (assist by G. Hill),3,33-24,,
8:52.0,,,33-24,,P. Patterson misses 3-pt shot from 23 ft
8:50.0,,,33-24,,Offensive rebound by J. Grant
8:49.0,,,33-24,,J. Grant misses 2-pt shot from 1 ft
8:46.0,Defensive rebound by Team,,33-24,,
8:25.0,Turnover by G. Hill (lost ball; steal by R. Felton),,33-24,,
8:21.0,,,33-26,2,R. Felton makes 2-pt shot from 1 ft
8:13.0,S. Labissiere misses 2-pt shot from 7 ft,,33-26,,
8:12.0,Offensive rebound by G. Hill,,33-26,,
8:12.0,G. Hill makes 2-pt shot at rim,2,35-26,,
7:49.0,,,35-28,2,J. Grant makes 2-pt shot at rim (assist by P. George)
7:31.0,Turnover by G. Hill (bad pass; steal by P. George),,35-28,,
7:28.0,,,35-30,2,P. George makes 2-pt shot from 1 ft
7:28.0,Violation by S. Labissiere (def goaltending),,35-30,,
7:09.0,B. Hield makes 2-pt shot from 1 ft (assist by W. Cauley-Stein),2,37-30,,
6:49.0,,,37-30,,P. George misses 3-pt shot from 23 ft
6:45.0,Defensive rebound by Team,,37-30,,
6:45.0,,,37-30,,Oklahoma City full timeout
6:45.0,,,37-30,,R. Westbrook enters the game for A. Abrines
6:45.0,D. Fox enters the game for B. Hield,,37-30,,
6:25.0,W. Cauley-Stein makes 2-pt shot from 12 ft,2,39-30,,
6:03.0,,,39-30,,J. Grant misses 3-pt shot from 23 ft
6:00.0,Defensive rebound by S. Labissiere,,39-30,,
5:45.0,G. Hill makes 3-pt shot from 25 ft (assist by D. Fox),3,42-30,,
5:28.0,,,42-30,,Turnover by P. George (bad pass; steal by G. Hill)
5:18.0,D. Fox misses 2-pt shot from 20 ft,,42-30,,
5:16.0,,,42-30,,Defensive rebound by R. Westbrook
5:12.0,,,42-30,,R. Westbrook misses 2-pt shot from 19 ft
5:10.0,Defensive rebound by D. Fox,,42-30,,
4:51.0,S. Labissiere misses 3-pt shot from 24 ft,,42-30,,
4:49.0,,,42-30,,Defensive rebound by P. Patterson
4:44.0,,,42-32,2,J. Grant makes 2-pt shot at rim (assist by R. Westbrook)
4:27.0,,,42-32,,Personal foul by R. Westbrook (drawn by D. Fox)
4:27.0,,,42-32,,S. Adams enters the game for J. Grant
4:27.0,,,42-32,,C. Anthony enters the game for P. Patterson
4:27.0,G. Temple enters the game for J. Jackson,,42-32,,
4:27.0,Sacramento full timeout,,42-32,,
4:27.0,,,42-32,,A. Abrines enters the game for R. Felton
4:16.0,D. Fox misses 3-pt shot from 25 ft,,42-32,,
4:13.0,,,42-32,,Defensive rebound by R. Westbrook
4:04.0,,,42-32,,A. Abrines misses 3-pt shot from 24 ft
4:00.0,Defensive rebound by S. Labissiere,,42-32,,
3:57.0,S. Labissiere makes 2-pt shot from 3 ft (assist by D. Fox),2,44-32,,
3:57.0,Shooting foul by P. George (drawn by S. Labissiere),,44-32,,
3:57.0,S. Labissiere misses free throw 1 of 1,,44-32,,
3:55.0,,,44-32,,Defensive rebound by C. Anthony
3:47.0,,,44-32,,C. Anthony misses 2-pt shot from 17 ft
3:45.0,,,44-32,,Offensive rebound by R. Westbrook
3:44.0,,,44-32,,P. George misses 3-pt shot from 24 ft
3:39.0,Defensive rebound by D. Fox,,44-32,,
3:33.0,D. Fox makes 2-pt shot from 3 ft,2,46-32,,
3:21.0,Shooting block foul by W. Cauley-Stein (drawn by R. Westbrook),,46-32,,
3:21.0,,,46-33,1,R. Westbrook makes free throw 1 of 2
3:21.0,B. Bogdanovic enters the game for G. Hill,,46-33,,
3:21.0,,,46-33,,R. Westbrook misses free throw 2 of 2
3:19.0,Defensive rebound by S. Labissiere,,46-33,,
3:03.0,Shooting foul by P. George (drawn by B. Bogdanovic),,46-33,,
3:03.0,B. Bogdanovic makes free throw 1 of 2,1,47-33,,
3:03.0,B. Bogdanovic makes free throw 2 of 2,1,48-33,,
2:55.0,,,48-33,,Shooting foul by B. Bogdanovic (drawn by R. Westbrook)
2:55.0,,,48-34,1,R. Westbrook makes free throw 1 of 2
2:55.0,K. Koufos enters the game for S. Labissiere,,48-34,,
2:55.0,,,48-35,1,R. Westbrook makes free throw 2 of 2
2:42.0,B. Bogdanovic misses 3-pt shot from 22 ft,,48-35,,
2:39.0,,,48-35,,Defensive rebound by S. Adams
2:34.0,,,48-35,,R. Westbrook misses 2-pt shot from 1 ft
2:32.0,,,48-35,,Offensive rebound by R. Westbrook
2:31.0,,,48-35,,R. Westbrook misses 2-pt shot from 2 ft
2:30.0,,,48-35,,Offensive rebound by S. Adams
2:27.0,,,48-35,,S. Adams misses 2-pt shot at rim
2:26.0,Defensive rebound by K. Koufos,,48-35,,
2:22.0,G. Temple misses 3-pt shot from 25 ft,,48-35,,
2:20.0,Offensive rebound by Team,,48-35,,
2:20.0,,,48-35,,Loose ball foul by C. Anthony (drawn by K. Koufos)
2:20.0,K. Koufos misses free throw 1 of 2,,48-35,,
2:20.0,Offensive rebound by Team,,48-35,,
2:20.0,K. Koufos makes free throw 2 of 2,1,49-35,,
2:09.0,,,49-37,2,R. Westbrook makes 2-pt shot from 1 ft
1:46.0,K. Koufos misses 2-pt shot from 7 ft (block by S. Adams),,49-37,,
1:43.0,,,49-37,,Defensive rebound by P. George
1:41.0,,,49-37,,Turnover by R. Westbrook (bad pass; steal by B. Bogdanovic)
1:27.0,Turnover by D. Fox (bad pass; steal by P. George),,49-37,,
1:23.0,,,49-39,2,R. Westbrook makes 2-pt shot from 1 ft (assist by P. George)
1:23.0,,,49-39,,Shooting foul by D. Fox (drawn by R. Westbrook)
1:23.0,G. Papagiannis enters the game for K. Koufos,,49-39,,
1:23.0,,,49-39,,R. Westbrook misses free throw 1 of 1
1:21.0,Defensive rebound by B. Bogdanovic,,49-39,,
1:11.0,B. Bogdanovic misses 2-pt shot from 2 ft,,49-39,,
1:09.0,,,49-39,,Defensive rebound by S. Adams
1:00.0,,,49-41,2,P. George makes 2-pt shot from 9 ft
0:46.0,B. Bogdanovic misses 2-pt shot from 20 ft,,49-41,,
0:42.0,,,49-41,,Defensive rebound by C. Anthony
0:34.0,,,49-44,3,C. Anthony makes 3-pt shot from 24 ft
0:29.0,,,49-44,,Personal foul by S. Adams (drawn by D. Fox)
0:29.0,D. Fox makes free throw 1 of 2,1,50-44,,
0:29.0,J. Jackson enters the game for W. Cauley-Stein,,50-44,,
0:29.0,D. Fox misses free throw 2 of 2,,50-44,,
0:28.0,,,50-44,,Defensive rebound by R. Westbrook
0:13.0,,,50-46,2,R. Westbrook makes 2-pt shot at rim
0:08.0,D. Fox makes 2-pt shot from 1 ft,2,52-46,,
0:00.0,,,52-46,,Turnover by S. Adams (lost ball; steal by J. Jackson)
0:00.0,J. Jackson misses 3-pt shot from 70 ft,,52-46,,
0:00.0,Offensive rebound by Team,,52-46,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:40.0,Shooting foul by T. Ferguson (drawn by G. Temple),,52-46,,
11:40.0,G. Temple misses free throw 1 of 2,,52-46,,
11:40.0,Offensive rebound by Team,,52-46,,
11:40.0,G. Temple makes free throw 2 of 2,1,53-46,,
11:30.0,Personal foul by D. Fox (drawn by C. Anthony),,53-46,,
11:23.0,,,53-46,,Turnover by R. Westbrook (bad pass; steal by S. Labissiere)
11:14.0,W. Cauley-Stein misses 2-pt shot from 9 ft,,53-46,,
11:11.0,,,53-46,,Defensive rebound by C. Anthony
10:58.0,,,53-49,3,C. Anthony makes 3-pt shot from 25 ft (assist by P. George)
10:43.0,G. Temple makes 2-pt shot at rim (assist by D. Fox),2,55-49,,
10:31.0,,,55-49,,C. Anthony misses 3-pt shot from 28 ft
10:28.0,Defensive rebound by W. Cauley-Stein,,55-49,,
10:21.0,B. Bogdanovic makes 3-pt shot from 23 ft (assist by G. Temple),3,58-49,,
9:57.0,,,58-49,,P. George misses 2-pt shot from 20 ft
9:56.0,,,58-49,,Offensive rebound by S. Adams
9:56.0,,,58-49,,S. Adams misses 2-pt shot at rim
9:55.0,Defensive rebound by D. Fox,,58-49,,
9:46.0,Turnover by G. Temple (bad pass; steal by P. George),,58-49,,
9:42.0,Personal foul by W. Cauley-Stein (drawn by S. Adams),,58-49,,
9:36.0,Personal foul by D. Fox (drawn by R. Westbrook),,58-49,,
9:31.0,,,58-51,2,R. Westbrook makes 2-pt shot from 1 ft
9:23.0,D. Fox misses 2-pt shot from 10 ft,,58-51,,
9:20.0,Offensive rebound by W. Cauley-Stein,,58-51,,
9:19.0,Shooting foul by P. George (drawn by W. Cauley-Stein),,58-51,,
9:19.0,W. Cauley-Stein misses free throw 1 of 2,,58-51,,
9:19.0,Offensive rebound by Team,,58-51,,
9:19.0,G. Hill enters the game for D. Fox,,58-51,,
9:19.0,W. Cauley-Stein makes free throw 2 of 2,1,59-51,,
9:07.0,,,59-54,3,P. George makes 3-pt shot from 25 ft (assist by S. Adams)
8:45.0,B. Bogdanovic misses 3-pt shot from 25 ft,,59-54,,
8:42.0,,,59-54,,Defensive rebound by R. Westbrook
8:36.0,,,59-54,,C. Anthony misses 3-pt shot from 24 ft
8:35.0,,,59-54,,Offensive rebound by T. Ferguson
8:35.0,,,59-56,2,T. Ferguson makes 2-pt shot at rim
8:24.0,W. Cauley-Stein makes 2-pt shot from 23 ft (assist by G. Temple),2,61-56,,
8:09.0,,,61-56,,P. George misses 3-pt shot from 22 ft
8:09.0,Defensive rebound by W. Cauley-Stein,,61-56,,
7:57.0,W. Cauley-Stein misses 2-pt shot from 19 ft,,61-56,,
7:57.0,,,61-56,,Defensive rebound by P. George
7:47.0,,,61-58,2,P. George makes 2-pt shot from 1 ft (assist by R. Westbrook)
7:46.0,Sacramento full timeout,,61-58,,
7:31.0,G. Hill misses 3-pt shot from 23 ft,,61-58,,
7:28.0,,,61-58,,Defensive rebound by S. Adams
7:20.0,,,61-58,,T. Ferguson misses 3-pt shot from 24 ft
7:20.0,,,61-58,,Offensive rebound by C. Anthony
7:15.0,,,61-61,3,C. Anthony makes 3-pt shot from 26 ft
6:55.0,G. Temple misses 2-pt shot from 18 ft,,61-61,,
6:51.0,,,61-61,,Defensive rebound by R. Westbrook
6:47.0,,,61-64,3,C. Anthony makes 3-pt shot from 24 ft (assist by R. Westbrook)
6:28.0,,,61-64,,Personal block foul by S. Adams (drawn by W. Cauley-Stein)
6:28.0,B. Hield enters the game for G. Temple,,61-64,,
6:23.0,W. Cauley-Stein misses 2-pt shot from 17 ft,,61-64,,
6:20.0,,,61-64,,Defensive rebound by C. Anthony
6:12.0,,,61-64,,C. Anthony misses 3-pt shot from 25 ft
6:08.0,Defensive rebound by B. Bogdanovic,,61-64,,
6:04.0,B. Bogdanovic makes 3-pt shot from 24 ft,3,64-64,,
6:03.0,,,64-64,,Oklahoma City full timeout
5:56.0,,,64-64,,C. Anthony misses 3-pt shot from 26 ft
5:54.0,Defensive rebound by Team,,64-64,,
5:35.0,W. Cauley-Stein makes 2-pt shot at rim (assist by B. Bogdanovic),2,66-64,,
5:16.0,,,66-64,,R. Westbrook misses 3-pt shot from 25 ft
5:13.0,,,66-64,,Offensive rebound by S. Adams
5:13.0,,,66-64,,Shooting foul by G. Hill (drawn by S. Adams)
5:13.0,,,66-64,,S. Adams misses free throw 1 of 2
5:13.0,,,66-64,,Offensive rebound by Team
5:13.0,,,66-64,,S. Adams misses free throw 2 of 2
5:11.0,Defensive rebound by W. Cauley-Stein,,66-64,,
5:04.0,B. Hield misses 2-pt shot from 14 ft,,66-64,,
5:00.0,,,66-64,,Defensive rebound by P. George
4:54.0,,,66-66,2,S. Adams makes 2-pt shot at rim (assist by C. Anthony)
4:27.0,B. Bogdanovic misses 3-pt shot from 24 ft,,66-66,,
4:27.0,,,66-66,,Defensive rebound by Team
4:27.0,K. Koufos enters the game for W. Cauley-Stein,,66-66,,
4:18.0,,,66-68,2,S. Adams makes 2-pt shot at rim (assist by P. George)
4:00.0,S. Labissiere misses 3-pt shot from 24 ft,,66-68,,
3:57.0,,,66-68,,Defensive rebound by C. Anthony
3:51.0,Personal foul by K. Koufos (drawn by S. Adams),,66-68,,
3:51.0,,,66-68,,S. Adams misses free throw 1 of 2
3:51.0,,,66-68,,Offensive rebound by Team
3:51.0,,,66-68,,J. Grant enters the game for T. Ferguson
3:51.0,,,66-68,,S. Adams misses free throw 2 of 2
3:48.0,Defensive rebound by K. Koufos,,66-68,,
3:37.0,B. Bogdanovic misses 2-pt shot from 8 ft,,66-68,,
3:35.0,,,66-68,,Defensive rebound by J. Grant
3:29.0,Personal foul by S. Labissiere (drawn by S. Adams),,66-68,,
3:29.0,,,66-68,,S. Adams misses free throw 1 of 2
3:29.0,,,66-68,,Offensive rebound by Team
3:29.0,,,66-69,1,S. Adams makes free throw 2 of 2
3:05.0,B. Hield misses 2-pt shot from 16 ft,,66-69,,
3:05.0,Offensive rebound by Team,,66-69,,
3:05.0,Turnover by Team (shot clock),,66-69,,
3:05.0,,,66-69,,J. Huestis enters the game for P. George
2:58.0,,,66-71,2,C. Anthony makes 2-pt shot from 1 ft (assist by R. Westbrook)
2:32.0,Shooting foul by C. Anthony (drawn by S. Labissiere),,66-71,,
2:32.0,S. Labissiere misses free throw 1 of 2,,66-71,,
2:32.0,Offensive rebound by Team,,66-71,,
2:32.0,J. Jackson enters the game for B. Bogdanovic,,66-71,,
2:32.0,S. Labissiere misses free throw 2 of 2,,66-71,,
2:31.0,,,66-71,,Defensive rebound by R. Westbrook
2:20.0,,,66-73,2,S. Adams makes 2-pt shot from 1 ft (assist by R. Westbrook)
2:03.0,K. Koufos misses 2-pt shot from 1 ft,,66-73,,
1:59.0,,,66-73,,Defensive rebound by S. Adams
1:39.0,,,66-73,,Shooting foul by G. Hill (drawn by C. Anthony)
1:39.0,,,66-74,1,C. Anthony makes free throw 1 of 2
1:39.0,,,66-74,,R. Felton enters the game for R. Westbrook
1:39.0,W. Cauley-Stein enters the game for S. Labissiere,,66-74,,
1:39.0,,,66-75,1,C. Anthony makes free throw 2 of 2
1:27.0,J. Jackson misses 3-pt shot from 24 ft,,66-75,,
1:25.0,,,66-75,,Defensive rebound by S. Adams
1:06.0,,,66-75,,C. Anthony misses 3-pt shot from 24 ft
1:03.0,Defensive rebound by J. Jackson,,66-75,,
0:57.0,W. Cauley-Stein makes 2-pt shot from 1 ft (assist by B. Hield),2,68-75,,
0:35.0,,,68-77,2,C. Anthony makes 2-pt shot from 6 ft
0:17.0,G. Hill misses 3-pt shot from 25 ft,,68-77,,
0:14.0,,,68-77,,Defensive rebound by Team
0:14.0,,,68-77,,P. Patterson enters the game for S. Adams
0:02.0,,,68-77,,C. Anthony misses 2-pt shot from 13 ft
0:00.0,,,68-77,,Offensive rebound by J. Grant
0:00.0,,,68-77,,J. Grant misses 2-pt shot at rim
0:00.0,,,68-77,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:42.0,,,68-77,,Turnover by J. Grant (lost ball; steal by W. Cauley-Stein)
11:42.0,,,68-77,,Personal foul by P. Patterson (drawn by W. Cauley-Stein)
11:28.0,B. Hield misses 2-pt shot from 12 ft,,68-77,,
11:25.0,,,68-77,,Defensive rebound by J. Huestis
11:14.0,,,68-77,,A. Abrines misses 3-pt shot from 25 ft
11:11.0,Defensive rebound by W. Cauley-Stein,,68-77,,
10:56.0,Offensive foul by K. Koufos (drawn by J. Huestis),,68-77,,
10:56.0,Turnover by K. Koufos (offensive foul),,68-77,,
10:46.0,,,68-77,,R. Felton misses 2-pt shot from 19 ft
10:43.0,Defensive rebound by G. Hill,,68-77,,
10:33.0,J. Jackson misses 2-pt shot from 7 ft,,68-77,,
10:30.0,,,68-77,,Defensive rebound by J. Grant
10:17.0,,,68-77,,J. Huestis misses 3-pt shot from 25 ft
10:14.0,Defensive rebound by W. Cauley-Stein,,68-77,,
9:58.0,Turnover by G. Hill (bad pass; steal by R. Felton),,68-77,,
9:52.0,Personal foul by G. Hill (drawn by R. Felton),,68-77,,
9:52.0,D. Fox enters the game for G. Hill,,68-77,,
9:42.0,,,68-77,,J. Grant misses 2-pt shot from 2 ft
9:41.0,Defensive rebound by K. Koufos,,68-77,,
9:41.0,,,68-77,,Personal foul by P. Patterson (drawn by K. Koufos)
9:24.0,D. Fox misses 3-pt shot from 23 ft,,68-77,,
9:21.0,,,68-77,,Defensive rebound by A. Abrines
9:07.0,,,68-77,,A. Abrines misses 3-pt shot from 25 ft
9:02.0,,,68-77,,Offensive rebound by R. Felton
8:55.0,,,68-77,,P. Patterson misses 2-pt shot from 2 ft
8:53.0,Defensive rebound by B. Hield,,68-77,,
8:44.0,W. Cauley-Stein makes 2-pt shot from 4 ft (assist by B. Hield),2,70-77,,
8:32.0,Personal block foul by K. Koufos (drawn by R. Felton),,70-77,,
8:32.0,,,70-77,,R. Westbrook enters the game for R. Felton
8:32.0,S. Labissiere enters the game for K. Koufos,,70-77,,
8:20.0,,,70-80,3,P. Patterson makes 3-pt shot from 22 ft (assist by R. Westbrook)
8:05.0,Turnover by D. Fox (bad pass; steal by J. Huestis),,70-80,,
8:02.0,,,70-83,3,P. Patterson makes 3-pt shot from 25 ft (assist by J. Grant)
8:00.0,Sacramento full timeout,,70-83,,
7:37.0,B. Hield misses 3-pt shot from 24 ft,,70-83,,
7:34.0,,,70-83,,Defensive rebound by R. Westbrook
7:25.0,Personal foul by B. Hield (drawn by A. Abrines),,70-83,,
7:25.0,,,70-83,,P. George enters the game for J. Huestis
7:25.0,B. Bogdanovic enters the game for S. Labissiere,,70-83,,
7:11.0,,,70-86,3,A. Abrines makes 3-pt shot from 26 ft (assist by R. Westbrook)
6:56.0,B. Hield makes 2-pt shot from 13 ft,2,72-86,,
6:41.0,,,72-86,,Turnover by R. Westbrook (bad pass; steal by J. Jackson)
6:34.0,Turnover by J. Jackson (bad pass; steal by P. Patterson),,72-86,,
6:32.0,Personal foul by B. Bogdanovic (drawn by P. George),,72-86,,
6:22.0,,,72-86,,P. George misses 2-pt shot from 1 ft
6:21.0,Defensive rebound by B. Bogdanovic,,72-86,,
