time,Atlanta,pts.away,score,pts.home,Boston
0:00.0,T. Dorsey makes 2-pt shot from 6 ft,2,24-31,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:42.0,A. Cleveland misses 2-pt shot from 16 ft,,24-31,,
11:38.0,,,24-31,,Defensive rebound by S. Ojeleye
11:18.0,,,24-31,,J. Tatum misses 2-pt shot from 19 ft
11:15.0,,,24-31,,Offensive rebound by J. Bird
11:14.0,,,24-33,2,J. Bird makes 2-pt shot from 1 ft
10:55.0,M. Muscala makes 3-pt shot from 25 ft (assist by J. Collins),3,27-33,,
10:41.0,,,27-33,,S. Ojeleye misses 2-pt shot from 5 ft
10:39.0,Defensive rebound by A. Cleveland,,27-33,,
10:32.0,M. Muscala misses 3-pt shot from 23 ft,,27-33,,
10:28.0,,,27-33,,Defensive rebound by S. Ojeleye
10:17.0,,,27-33,,Shooting foul by J. Collins (drawn by G. Monroe)
10:17.0,,,27-34,1,G. Monroe makes free throw 1 of 2
10:17.0,D. Bembry enters the game for A. Cleveland,,27-34,,
10:17.0,D. Lee enters the game for I. Taylor,,27-34,,
10:17.0,,,27-35,1,G. Monroe makes free throw 2 of 2
9:59.0,T. Dorsey misses 3-pt shot from 24 ft,,27-35,,
9:56.0,,,27-35,,Defensive rebound by J. Tatum
9:52.0,Personal foul by D. Bembry (drawn by J. Tatum),,27-35,,
9:45.0,,,27-37,2,G. Monroe makes 2-pt shot from 7 ft (assist by S. Larkin)
9:21.0,M. Muscala misses 3-pt shot from 23 ft,,27-37,,
9:17.0,,,27-37,,Defensive rebound by J. Bird
9:12.0,,,27-37,,Turnover by G. Monroe (bad pass; steal by J. Collins)
9:05.0,D. Lee makes 3-pt shot from 22 ft (assist by D. Bembry),3,30-37,,
8:49.0,,,30-39,2,J. Tatum makes 2-pt shot from 1 ft (assist by S. Larkin)
8:32.0,,,30-39,,Personal foul by S. Larkin (drawn by D. Bembry)
8:32.0,D. Dedmon enters the game for M. Muscala,,30-39,,
8:25.0,D. Bembry makes 2-pt shot from 1 ft,2,32-39,,
8:08.0,,,32-41,2,S. Larkin makes 2-pt shot from 5 ft
7:49.0,D. Bembry makes 2-pt shot from 1 ft,2,34-41,,
7:35.0,,,34-43,2,J. Bird makes 2-pt shot at rim (assist by S. Larkin)
7:24.0,D. Bembry misses 3-pt shot from 25 ft,,34-43,,
7:21.0,,,34-43,,Defensive rebound by G. Monroe
7:05.0,,,34-43,,Turnover by G. Monroe (lost ball; steal by J. Collins)
7:02.0,Shooting foul by J. Tatum (drawn by D. Bembry),,34-43,,
7:02.0,D. Bembry makes free throw 1 of 2,1,35-43,,
7:02.0,T. Waller-Prince enters the game for T. Dorsey,,35-43,,
7:02.0,D. Bembry makes free throw 2 of 2,1,36-43,,
6:40.0,,,36-43,,J. Tatum misses 2-pt shot from 11 ft
6:38.0,Defensive rebound by D. Bembry,,36-43,,
6:30.0,J. Collins makes 2-pt shot from 1 ft,2,38-43,,
6:09.0,,,38-45,2,S. Ojeleye makes 2-pt shot from 4 ft (assist by S. Larkin)
5:54.0,Personal foul by J. Collins (drawn by S. Larkin),,38-45,,
5:54.0,Turnover by J. Collins (turnover),,38-45,,
5:54.0,,,38-45,,Boston full timeout
5:54.0,,,38-45,,A. Horford enters the game for S. Ojeleye
5:54.0,,,38-45,,A. Baynes enters the game for G. Monroe
5:54.0,M. Muscala enters the game for J. Collins,,38-45,,
5:32.0,,,38-45,,Turnover by A. Baynes (turnover)
5:10.0,T. Waller-Prince makes 3-pt shot from 23 ft (assist by M. Muscala),3,41-45,,
4:56.0,,,41-45,,S. Larkin misses 3-pt shot from 27 ft
4:53.0,,,41-45,,Offensive rebound by J. Tatum
4:51.0,,,41-45,,A. Horford misses 3-pt shot from 26 ft
4:43.0,,,41-45,,Offensive rebound by J. Bird
4:43.0,,,41-47,2,J. Bird makes 2-pt shot at rim
4:28.0,,,41-47,,Personal foul by S. Larkin (drawn by D. Bembry)
4:28.0,,,41-47,,J. Brown enters the game for J. Tatum
4:28.0,,,41-47,,T. Rozier enters the game for S. Larkin
4:28.0,I. Taylor enters the game for D. Bembry,,41-47,,
4:21.0,I. Taylor misses 3-pt shot from 24 ft,,41-47,,
4:16.0,,,41-47,,Defensive rebound by J. Bird
4:02.0,,,41-47,,A. Baynes misses 3-pt shot from 26 ft
3:59.0,Defensive rebound by T. Waller-Prince,,41-47,,
3:53.0,I. Taylor misses 2-pt shot from 1 ft,,41-47,,
3:51.0,,,41-47,,Defensive rebound by A. Horford
3:45.0,Personal foul by T. Waller-Prince (drawn by A. Baynes),,41-47,,
3:40.0,,,41-49,2,A. Horford makes 2-pt shot from 16 ft (assist by T. Rozier)
3:16.0,D. Lee makes 2-pt shot from 19 ft (assist by M. Muscala),2,43-49,,
2:52.0,,,43-49,,A. Horford misses 2-pt shot from 11 ft
2:47.0,,,43-49,,Offensive rebound by J. Brown
2:46.0,,,43-49,,T. Rozier misses 3-pt shot from 23 ft
2:44.0,,,43-49,,Offensive rebound by A. Horford
2:44.0,,,43-49,,Shooting foul by D. Dedmon (drawn by A. Horford)
2:44.0,Atlanta full timeout,,43-49,,
2:44.0,,,43-49,,J. Tatum enters the game for J. Bird
2:44.0,,,43-49,,S. Ojeleye enters the game for A. Baynes
2:44.0,J. Collins enters the game for D. Lee,,43-49,,
2:44.0,T. Dorsey enters the game for D. Dedmon,,43-49,,
2:44.0,,,43-50,1,A. Horford makes free throw 1 of 2
2:44.0,,,43-51,1,A. Horford makes free throw 2 of 2
2:30.0,J. Collins makes 2-pt shot from 15 ft (assist by I. Taylor),2,45-51,,
2:13.0,,,45-51,,Shooting foul by J. Collins (drawn by A. Horford)
2:13.0,,,45-52,1,A. Horford makes free throw 1 of 2
2:13.0,,,45-53,1,A. Horford makes free throw 2 of 2
2:00.0,J. Collins makes 2-pt shot at rim (assist by T. Waller-Prince),2,47-53,,
1:37.0,,,47-55,2,J. Brown makes 2-pt shot from 1 ft (assist by A. Horford)
1:16.0,I. Taylor misses 2-pt shot from 6 ft,,47-55,,
1:14.0,,,47-55,,Defensive rebound by J. Brown
0:53.0,,,47-58,3,A. Horford makes 3-pt shot from 26 ft (assist by T. Rozier)
0:39.0,J. Collins misses 2-pt shot from 20 ft,,47-58,,
0:37.0,,,47-58,,Defensive rebound by A. Horford
0:30.0,,,47-58,,T. Rozier misses 3-pt shot from 25 ft
0:27.0,Defensive rebound by T. Waller-Prince,,47-58,,
0:08.0,T. Waller-Prince makes 2-pt shot from 7 ft,2,49-58,,
0:03.0,,,49-58,,J. Brown misses 2-pt shot from 8 ft (block by T. Waller-Prince)
0:03.0,Defensive rebound by I. Taylor,,49-58,,
0:01.0,I. Taylor misses 3-pt shot from 60 ft,,49-58,,
0:01.0,Offensive rebound by Team,,49-58,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:45.0,J. Collins misses 2-pt shot from 13 ft,,49-58,,
11:42.0,,,49-58,,Defensive rebound by A. Horford
11:25.0,,,49-58,,A. Baynes misses 2-pt shot from 2 ft
11:22.0,Defensive rebound by D. Lee,,49-58,,
11:18.0,D. Bembry misses 3-pt shot from 27 ft,,49-58,,
11:16.0,,,49-58,,Defensive rebound by T. Rozier
10:54.0,,,49-58,,J. Tatum misses 2-pt shot from 20 ft
10:52.0,Defensive rebound by T. Waller-Prince,,49-58,,
10:38.0,D. Dedmon makes 3-pt shot from 26 ft (assist by J. Collins),3,52-58,,
10:20.0,,,52-60,2,J. Brown makes 2-pt shot from 1 ft
10:08.0,D. Bembry misses 2-pt shot from 10 ft,,52-60,,
10:05.0,,,52-60,,Defensive rebound by T. Rozier
10:00.0,,,52-60,,J. Brown misses 3-pt shot from 25 ft
9:57.0,Defensive rebound by D. Dedmon,,52-60,,
9:48.0,Turnover by D. Dedmon (lost ball; steal by J. Brown),,52-60,,
9:39.0,,,52-60,,T. Rozier misses 3-pt shot from 23 ft
9:35.0,Defensive rebound by D. Bembry,,52-60,,
9:32.0,D. Bembry misses 2-pt shot from 1 ft,,52-60,,
9:26.0,Offensive rebound by Team,,52-60,,
9:15.0,D. Bembry misses 2-pt shot from 1 ft (block by A. Baynes),,52-60,,
9:12.0,,,52-60,,Defensive rebound by T. Rozier
9:10.0,,,52-62,2,J. Tatum makes 2-pt shot at rim (assist by J. Brown)
8:56.0,,,52-62,,Personal foul by J. Tatum (drawn by D. Lee)
8:50.0,,,52-62,,Personal foul by J. Tatum (drawn by D. Lee)
8:44.0,T. Waller-Prince makes 3-pt shot from 26 ft (assist by D. Dedmon),3,55-62,,
8:28.0,,,55-62,,A. Horford misses 2-pt shot from 7 ft
8:25.0,Defensive rebound by D. Lee,,55-62,,
8:21.0,D. Lee misses 3-pt shot from 25 ft,,55-62,,
8:20.0,,,55-62,,Defensive rebound by Team
8:08.0,,,55-62,,Offensive foul by A. Baynes (drawn by T. Waller-Prince)
8:08.0,,,55-62,,Turnover by A. Baynes (offensive foul)
7:49.0,D. Dedmon misses 2-pt shot from 17 ft,,55-62,,
7:46.0,Offensive rebound by J. Collins,,55-62,,
7:46.0,J. Collins makes 2-pt shot from 1 ft,2,57-62,,
7:30.0,,,57-65,3,J. Tatum makes 3-pt shot from 25 ft (assist by A. Horford)
7:07.0,T. Waller-Prince makes 2-pt shot from 18 ft,2,59-65,,
6:52.0,,,59-67,2,A. Baynes makes 2-pt shot at rim (assist by J. Brown)
6:38.0,Turnover by T. Waller-Prince (out of bounds lost ball),,59-67,,
6:38.0,,,59-67,,Boston full timeout
6:38.0,M. Muscala enters the game for D. Bembry,,59-67,,
6:38.0,I. Taylor enters the game for J. Collins,,59-67,,
6:20.0,Personal foul by D. Dedmon (drawn by A. Horford),,59-67,,
6:20.0,T. Dorsey enters the game for D. Dedmon,,59-67,,
6:09.0,,,59-69,2,A. Horford makes 2-pt shot at rim (assist by T. Rozier)
5:51.0,D. Lee misses 3-pt shot from 25 ft,,59-69,,
5:48.0,,,59-69,,Defensive rebound by T. Rozier
5:37.0,,,59-69,,Shooting foul by M. Muscala (drawn by J. Tatum)
5:37.0,,,59-69,,J. Tatum misses free throw 1 of 2
5:37.0,,,59-69,,Offensive rebound by Team
5:37.0,,,59-70,1,J. Tatum makes free throw 2 of 2
5:16.0,Shooting foul by J. Tatum (drawn by I. Taylor),,59-70,,
5:16.0,I. Taylor makes free throw 1 of 2,1,60-70,,
5:16.0,I. Taylor makes free throw 2 of 2,1,61-70,,
5:07.0,,,61-70,,Offensive foul by T. Rozier (drawn by D. Lee)
5:07.0,,,61-70,,Turnover by T. Rozier (offensive foul)
4:57.0,Turnover by I. Taylor (bad pass; steal by J. Tatum),,61-70,,
4:54.0,,,61-72,2,J. Tatum makes 2-pt shot from 1 ft
4:32.0,I. Taylor makes 2-pt shot from 1 ft,2,63-72,,
4:21.0,Personal foul by T. Dorsey (drawn by J. Tatum),,63-72,,
4:21.0,,,63-72,,G. Monroe enters the game for A. Baynes
4:14.0,,,63-72,,G. Monroe misses 2-pt shot from 4 ft
4:11.0,Defensive rebound by D. Lee,,63-72,,
4:08.0,T. Dorsey misses 3-pt shot from 26 ft,,63-72,,
4:05.0,,,63-72,,Defensive rebound by T. Rozier
3:59.0,,,63-72,,Shooting foul by D. Lee (drawn by J. Brown)
3:59.0,,,63-73,1,J. Brown makes free throw 1 of 2
3:59.0,J. Collins enters the game for D. Lee,,63-73,,
3:59.0,,,63-73,,J. Brown misses free throw 2 of 2
3:57.0,Defensive rebound by J. Collins,,63-73,,
3:44.0,J. Collins makes 2-pt shot from 1 ft (assist by T. Waller-Prince),2,65-73,,
3:27.0,,,65-73,,Turnover by T. Rozier (bad pass; steal by J. Collins)
3:26.0,,,65-73,,Personal foul by J. Tatum (drawn by T. Waller-Prince)
3:26.0,T. Waller-Prince makes clear path free throw 1 of 2,1,66-73,,
3:26.0,T. Waller-Prince makes clear path free throw 2 of 2,1,67-73,,
3:15.0,I. Taylor makes 2-pt shot from 1 ft (assist by T. Waller-Prince),2,69-73,,
3:00.0,,,69-73,,J. Brown misses 2-pt shot from 16 ft
2:56.0,Defensive rebound by M. Muscala,,69-73,,
2:40.0,T. Waller-Prince makes 3-pt shot from 26 ft (assist by I. Taylor),3,72-73,,
2:26.0,,,72-76,3,T. Rozier makes 3-pt shot from 24 ft (assist by A. Horford)
2:01.0,T. Dorsey makes 3-pt shot from 25 ft (assist by I. Taylor),3,75-76,,
1:39.0,,,75-78,2,G. Monroe makes 2-pt shot from 6 ft (assist by T. Rozier)
1:32.0,Turnover by J. Collins (lost ball; steal by G. Monroe),,75-78,,
1:28.0,,,75-78,,Turnover by J. Brown (bad pass)
1:28.0,Atlanta full timeout,,75-78,,
1:28.0,,,75-78,,S. Ojeleye enters the game for A. Horford
1:15.0,T. Waller-Prince misses 2-pt shot from 1 ft,,75-78,,
1:12.0,,,75-78,,Defensive rebound by S. Ojeleye
0:54.0,,,75-80,2,T. Rozier makes 2-pt shot from 19 ft (assist by S. Ojeleye)
0:42.0,,,75-80,,Personal foul by S. Ojeleye (drawn by T. Dorsey)
0:42.0,T. Dorsey makes free throw 1 of 2,1,76-80,,
0:42.0,T. Dorsey misses free throw 2 of 2,,76-80,,
0:41.0,,,76-80,,Defensive rebound by S. Ojeleye
0:27.0,,,76-80,,J. Tatum misses 2-pt shot from 8 ft (block by J. Collins)
0:25.0,Defensive rebound by T. Dorsey,,76-80,,
0:21.0,T. Dorsey misses 2-pt shot from 5 ft (block by J. Brown),,76-80,,
0:21.0,Offensive rebound by Team,,76-80,,
0:05.0,Turnover by T. Waller-Prince (bad pass; steal by J. Tatum),,76-80,,
0:02.0,,,76-82,2,J. Tatum makes 2-pt shot from 1 ft (assist by T. Rozier)
0:00.0,I. Taylor misses 3-pt shot from 53 ft,,76-82,,
0:00.0,Offensive rebound by Team,,76-82,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:40.0,,,76-84,2,G. Monroe makes 2-pt shot at rim (assist by A. Nader)
11:30.0,T. Dorsey makes 2-pt shot from 1 ft (assist by I. Taylor),2,78-84,,
11:12.0,,,78-87,3,S. Ojeleye makes 3-pt shot from 24 ft (assist by G. Monroe)
10:54.0,A. Cleveland misses 2-pt shot from 5 ft,,78-87,,
10:52.0,Offensive rebound by Team,,78-87,,
10:52.0,Turnover by A. Cleveland (traveling),,78-87,,
10:35.0,,,78-89,2,S. Ojeleye makes 2-pt shot from 2 ft (assist by J. Bird)
10:14.0,J. Collins misses 3-pt shot from 22 ft,,78-89,,
10:12.0,,,78-89,,Defensive rebound by J. Bird
10:03.0,,,78-91,2,G. Monroe makes 2-pt shot at rim (assist by J. Bird)
10:03.0,Atlanta full timeout,,78-91,,
10:03.0,D. Bembry enters the game for T. Dorsey,,78-91,,
10:03.0,D. Lee enters the game for J. Collins,,78-91,,
10:03.0,M. Muscala enters the game for I. Taylor,,78-91,,
9:41.0,D. Lee makes 3-pt shot from 23 ft (assist by D. Bembry),3,81-91,,
9:25.0,,,81-91,,A. Nader misses 2-pt shot from 1 ft
9:22.0,Defensive rebound by M. Muscala,,81-91,,
9:18.0,D. Lee misses 2-pt shot from 5 ft (block by S. Ojeleye),,81-91,,
9:17.0,Offensive rebound by D. Lee,,81-91,,
9:16.0,Turnover by A. Cleveland (lost ball; steal by A. Nader),,81-91,,
9:13.0,,,81-91,,Turnover by A. Nader (lost ball; steal by D. Bembry)
9:04.0,M. Muscala misses 2-pt shot from 10 ft,,81-91,,
9:01.0,Offensive rebound by A. Cleveland,,81-91,,
9:01.0,D. Dedmon makes 2-pt shot from 2 ft,2,83-91,,
9:01.0,Shooting foul by G. Monroe (drawn by D. Dedmon),,83-91,,
9:01.0,,,83-91,,A. Baynes enters the game for G. Monroe
9:01.0,D. Dedmon misses free throw 1 of 1,,83-91,,
8:59.0,,,83-91,,Defensive rebound by S. Ojeleye
8:47.0,,,83-91,,S. Larkin misses 2-pt shot from 1 ft (block by D. Dedmon)
8:47.0,,,83-91,,Offensive rebound by Team
8:38.0,,,83-91,,S. Larkin misses 3-pt shot from 24 ft
8:35.0,,,83-91,,Offensive rebound by S. Larkin
8:31.0,,,83-91,,Turnover by A. Nader (lost ball; steal by A. Cleveland)
8:26.0,D. Lee makes 2-pt shot from 1 ft (assist by D. Bembry),2,85-91,,
8:13.0,,,85-91,,Turnover by J. Bird (traveling)
8:13.0,T. Waller-Prince enters the game for A. Cleveland,,85-91,,
8:01.0,D. Bembry makes 2-pt shot from 1 ft,2,87-91,,
7:43.0,,,87-93,2,S. Larkin makes 2-pt shot from 9 ft
7:24.0,T. Waller-Prince makes 2-pt shot from 17 ft,2,89-93,,
7:09.0,,,89-96,3,J. Bird makes 3-pt shot from 22 ft (assist by S. Larkin)
6:45.0,T. Waller-Prince makes 3-pt shot from 27 ft (assist by D. Lee),3,92-96,,
6:29.0,,,92-99,3,S. Ojeleye makes 3-pt shot from 25 ft (assist by S. Larkin)
6:05.0,T. Waller-Prince makes 3-pt shot from 26 ft,3,95-99,,
5:46.0,,,95-99,,Shooting foul by D. Dedmon (drawn by S. Larkin)
5:46.0,,,95-99,,S. Larkin misses free throw 1 of 2
5:46.0,,,95-99,,Offensive rebound by Team
5:46.0,I. Taylor enters the game for D. Dedmon,,95-99,,
5:46.0,J. Collins enters the game for D. Bembry,,95-99,,
5:46.0,,,95-99,,S. Larkin misses free throw 2 of 2
5:44.0,Defensive rebound by M. Muscala,,95-99,,
5:32.0,M. Muscala makes 3-pt shot from 26 ft (assist by T. Waller-Prince),3,98-99,,
5:32.0,Shooting foul by S. Ojeleye (drawn by M. Muscala),,98-99,,
5:32.0,M. Muscala makes free throw 1 of 1,1,99-99,,
5:20.0,,,99-99,,Shooting foul by I. Taylor (drawn by S. Larkin)
5:20.0,,,99-100,1,S. Larkin makes free throw 1 of 2
5:20.0,,,99-101,1,S. Larkin makes free throw 2 of 2
5:05.0,I. Taylor misses 3-pt shot from 22 ft,,99-101,,
5:01.0,,,99-101,,Defensive rebound by A. Nader
4:50.0,,,99-101,,A. Baynes misses 2-pt shot from 16 ft
4:48.0,Defensive rebound by T. Waller-Prince,,99-101,,
4:34.0,M. Muscala misses 3-pt shot from 26 ft,,99-101,,
4:29.0,,,99-101,,Defensive rebound by A. Baynes
4:19.0,,,99-101,,Turnover by S. Larkin (bad pass; steal by D. Lee)
4:14.0,D. Lee makes 2-pt shot from 2 ft,2,101-101,,
3:59.0,,,101-101,,J. Bird misses 2-pt shot from 1 ft
3:57.0,Defensive rebound by D. Lee,,101-101,,
3:45.0,T. Waller-Prince misses 2-pt shot from 20 ft,,101-101,,
3:42.0,,,101-101,,Defensive rebound by S. Larkin
3:34.0,,,101-101,,Boston full timeout
3:34.0,,,101-101,,G. Monroe enters the game for A. Baynes
3:34.0,T. Dorsey enters the game for D. Lee,,101-101,,
3:34.0,D. Dedmon enters the game for M. Muscala,,101-101,,
3:20.0,,,101-101,,S. Ojeleye misses 2-pt shot from 16 ft
3:18.0,Defensive rebound by D. Dedmon,,101-101,,
3:06.0,Offensive charge foul by J. Collins (drawn by S. Ojeleye),,101-101,,
3:06.0,Turnover by J. Collins (offensive foul),,101-101,,
3:06.0,,,101-101,,J. Gibson enters the game for J. Bird
2:54.0,,,101-101,,S. Larkin misses 3-pt shot from 25 ft
2:50.0,Defensive rebound by T. Waller-Prince,,101-101,,
2:39.0,T. Waller-Prince misses 2-pt shot from 12 ft,,101-101,,
2:38.0,Offensive rebound by Team,,101-101,,
2:33.0,T. Waller-Prince misses 3-pt shot from 26 ft,,101-101,,
2:29.0,,,101-101,,Defensive rebound by S. Ojeleye
2:21.0,,,101-101,,A. Nader misses 2-pt shot at rim
2:17.0,,,101-101,,Offensive rebound by G. Monroe
2:17.0,,,101-103,2,G. Monroe makes 2-pt shot at rim
2:05.0,I. Taylor makes 2-pt shot from 1 ft,2,103-103,,
1:46.0,,,103-103,,Shooting foul by J. Collins (drawn by G. Monroe)
1:46.0,,,103-104,1,G. Monroe makes free throw 1 of 2
1:46.0,,,103-104,,J. Bird enters the game for A. Nader
1:46.0,,,103-104,,G. Monroe misses free throw 2 of 2
1:46.0,Defensive rebound by J. Collins,,103-104,,
1:31.0,D. Dedmon makes 3-pt shot from 23 ft (assist by J. Collins),3,106-104,,
1:18.0,,,106-106,2,J. Gibson makes 2-pt shot from 19 ft (assist by G. Monroe)
1:01.0,D. Dedmon makes 2-pt shot from 1 ft (assist by T. Waller-Prince),2,108-106,,
0:45.0,,,108-106,,S. Larkin misses 3-pt shot from 24 ft
